,A,NagC,Crp
omics__wt_glu__1,0.7150172869387759,0.4742960825000005,0.3481259330000004
omics__wt_glu__2,0.2991148433038332,0.5585617035000006,0.31989882300000083
omics__wt_gly__1,0.6620163830492402,0.3386816495000007,0.3121818130000005
omics__wt_gly__2,0.3302188764830073,0.2860382585000005,0.3489800729999999
omics__wt_thr__1,1.036677513922636,0.8844215405000009,0.8835606830000007
omics__wt_thr__2,1.1548263757163226,0.8676227285000007,1.127551423
omics__bw_ac__1,3.776846318332716,0.10470485250000028,0.4643589929999994
omics__bw_ac__2,3.482647862832841,0.15910983950000102,0.4618822229999999
omics__bw_fum__1,2.264252101642444,0.06957010750000059,0.446647853
omics__bw_fum__2,2.250389006394682,-0.07098709449999951,0.4952586530000005
omics__bw_glc__1,-0.3705661386114477,0.25941915950000105,0.31995135300000044
omics__bw_glc__2,-0.7757271629342383,0.2698313975,0.3609335930000004
omics__bw_pyr__1,1.1468104550319291,0.22842539150000096,0.8061810030000007
omics__bw_pyr__2,1.2634155534651044,0.25873318050000105,0.7644674929999997
ompr__wt_nacl__1,1.0178514075545386,0.7857241585000008,-0.6865814769999989
ompr__wt_nacl__2,1.1503571148360394,0.7674064685000008,-0.620927
ompr__bw_delompr_nacl__1,1.0039217372962606,0.2155502745000009,-1.0462482019999992
ompr__bw_delompr_nacl__2,0.6565998453450693,0.2571374165000009,-1.071490686999999
minspan__wt_ade__1,0.4595901390640618,-0.34521736449999896,-0.09169608400000052
minspan__wt_glc__2,0.7411892004089543,-0.18398714249999948,-0.17147671399999884
minspan__wt_glc__3,0.292200683911303,-0.0024370964999995692,-0.2165117989999992
minspan__wt_glc__4,0.3167471713506178,0.09283280050000098,-0.23779414300000035
minspan__wt_glc_anaero__1,-1.1892820315793795,0.42068866550000106,0.09730802400000016
minspan__wt_glc_anaero__2,0.0024660543859633,0.5109302474999993,0.0007891440000005191
minspan__wt_trp__1,2.8462242908098982,0.11367260749999986,0.379309933
minspan__bw_delcra_glc__2,2.0161015013539685,0.16779282150000085,0.2077464830000011
minspan__bw_delcra_trp__1,3.0093835201521024,0.018320773500001053,0.245706203000001
minspan__bw_delmntr__1,0.1539217562968428,0.5755384055000006,0.3950805430000006
minspan__bw_delnac_ade__1,1.019194679419071,-0.01703376849999927,0.005806081999999435
minspan__bw_delnac_glc__1,0.1078941795938675,-0.05153530149999952,0.19238992300000035
cra_crp__wt_ac__1,4.150143304661746,0.3801220795000004,0.7848307329999997
cra_crp__wt_ac__2,4.074254816813922,0.1937534585000007,0.774460393
cra_crp__wt_fru__1,3.1564617303397786,0.4197942165000015,0.3134937529999995
cra_crp__wt_fru__2,3.5056028684484137,0.5188574195000006,0.3732440629999996
cra_crp__delcra_ac__1,0.6117148441328453,0.4961143635000002,0.20535391299999967
cra_crp__delcra_ac__2,0.4775847577433903,0.4545480645000009,0.15922527300000056
cra_crp__delcra_fru__1,-0.9079488062001092,0.2906882624999998,0.12650519299999985
cra_crp__delcra_fru__2,-0.6510976962338125,0.4538412284999991,0.1631474930000003
cra_crp__delcra_glc__1,-0.1635858559863543,0.22799657950000096,0.046791002000000866
cra_crp__delcra_glc__2,0.0062801978678217,0.16580731650000136,-0.014761103999999747
rpoB__wt_031__1,3.159241285701351,0.19198241750000025,0.271760703
rpoB__wt_044__1,0.0984414813028671,0.26691320550000075,0.2048586730000004
rpoB__wt_lb__1,5.828278353288964,0.2337178695000004,0.2472729529999995
rpoB__wt_lb__2,5.276281237285055,0.10881581450000066,0.2041545229999997
rpoB__rpoBE546V_031__1,3.104020096344318,-0.041558937499999615,0.4571714629999999
rpoB__rpoBE546V_044__1,2.4481420835619963,-0.3330703975000002,0.37625628299999997
rpoB__rpoBE546V_lb__1,4.743776473876718,0.175657632500001,0.1174804819999995
rpoB__rpoBE546V_lb__2,5.488548383956612,0.2101279955000006,0.1254229630000001
rpoB__rpoBE546V_glc__1,1.3097225210710617,-0.03544574149999935,-0.004082425000000001
rpoB__rpoBE672K_glc__1,2.5049150849379025,-0.3847279824999994,-0.6662891799999997
rpoB__rpoBE672K_glc__2,2.771986625454233,-0.3356276234999989,-0.5708984560000001
rpoB__rpoBE672K_lb__1,5.594264884873,-0.46923114149999895,-0.2288451829999989
rpoB__rpoBE672K_lb__2,5.359928204760102,-0.4950223544999979,-0.18410035800000024
crp__wt_fru__1,3.7877334520830535,-0.09254823549999892,-0.13483747499999946
crp__wt_glyc__1,3.167647045264945,-0.24314405649999934,-0.06971342199999953
crp__wt_glyc__2,2.946668819783824,-0.24126912249999946,0.000271048000000107
crp__delar1_glyc__1,-1.1916744901611522,0.7176968845000005,0.7684826630000003
crp__delar1_glyc__2,-0.8746745414560451,0.8042011995000005,0.9809746629999996
crp__delar1ar2_glyc__1,-0.3996551881879281,0.3402184135000006,0.2916550830000002
crp__delar1ar2_glyc__2,-1.1125130082000896,0.3914187515000007,0.2567226429999998
crp__delar1ar2_glyc__3,-0.931244787685634,0.33810890550000217,0.37124749300000026
crp__delar2_glyc__1,2.9384188968717706,-0.042675342499999935,1.4298253029999994
crp__delar2_glyc__2,2.9857647036818817,0.0616643665000014,1.3004454830000007
crp__delar2_glyc__3,2.642410272211779,0.2686636295000007,1.2369035230000005
crp__delcrp_fru__1,-0.7172904695330575,0.17693460650000148,-9.852476477
crp__delcrp_fru__2,-0.678162846444118,0.11168316550000056,-9.107951936000001
crp__delcrp_fru__3,-0.7796923673023634,0.22155461050000105,-9.852476477
crp__delcrp_glc__1,-2.00990852543002,0.3353775324999999,-9.025871704
crp__delcrp_glc__2,-1.5600406128589863,0.3112241635000004,-9.566616581
crp__delcrp_glc__3,-1.4611359138347797,0.3538494345000007,-9.852476477
crp__delcrp_glyc__1,-0.8513123120825344,0.3399856885000005,-9.852476477
crp__delcrp_glyc__2,-1.122010345423947,0.3205778795000009,-9.852476477
crp__delcrp_glyc__3,-0.7226915139712741,0.3219913135000008,-9.852476477
glu__glu_ale3__1,1.0487911235074645,-0.8948747444999992,1.4385551630000002
glu__glu_ale4__1,1.2667721471545037,-0.06896372049999933,0.1237046330000009
glu__glu_ale5__1,3.1899140584711927,-0.09571132650000093,0.23737495299999975
glu__glu_ale6__1,1.2871840461386967,-0.4151256584999992,-0.2669721739999993
glu__glu_ale8__1,0.6462757907389058,0.3469038845000005,1.5517659029999995
glu__glu_ale9__1,1.7752707629792324,0.3727692584999991,0.736260553000001
glu__glu_ale10__1,-0.0003000389055171,-0.8120562964999998,1.2484999630000004
42c__wt_42c__1,0.0373133803945284,0.28961247550000113,-0.02289376299999901
42c__42c_ale1__1,17.422819335028134,2.4144390005000003,0.578078713
42c__42c_ale2__1,10.596559185530683,0.23644948550000056,-0.001157444000000396
42c__42c_ale3__1,-0.8682680873431656,0.3365853895000006,-0.16365086199999898
42c__42c_ale4__1,-0.2141196807716329,0.8385645615000009,0.18829674300000046
42c__42c_ale5__1,-0.4759927437909085,0.21782977350000102,-0.2550904079999992
42c__42c_ale6__1,13.006565921540137,2.9150698085,0.5847098129999999
42c__42c_ale8__1,11.484448262284754,2.2076605765000004,0.898060053
42c__42c_ale9__1,-0.4566290665437883,0.3604064295000001,0.2344509129999999
42c__42c_ale10__1,0.0108771205649749,1.0269313935000008,0.5824345429999997
ssw__wt_ac__1,-0.5045900668990214,-0.27845559549999965,0.155824183
ssw__wt_glc__1,-0.1205014154565979,0.015620454500000491,0.08995910700000033
ssw__wt_glyc__1,0.9763456363583696,-0.05514797949999917,0.2646295629999997
ssw__wt_xyl__1,0.3560132993365135,0.3473224515000011,0.6151089029999994
ssw__glc_ale1__1,3.7516084397315006,-0.9623985084999988,0.31199771300000023
ssw__glc_ale2__1,0.4660522101787154,-0.285097369499999,0.5353218630000001
ssw__glc_ale3__1,0.9978184285393316,0.2366613465000009,0.4454840030000007
ssw__glyc_ale1__1,1.3875353891821331,-0.11539652749999972,0.2988789030000003
ssw__glyc_ale2__1,0.2600586803072864,0.2124768905000005,0.3021156230000006
ssw__xyl_ale1__1,-0.0069086248307007,0.07234522850000058,-0.2147884219999998
ssw__xyl_ale2__1,1.497678254532092,-0.13877050549999925,0.026451148999999674
ssw__xyl_ale3__1,-0.4033161304493945,-0.2898769954999993,-0.3138359289999997
ssw__glc_ac_ac2__1,1.8965611001879836,-0.2835740565,0.5069351229999999
ssw__glc_ac_glc1__1,0.5049163916611161,0.1887480745000012,-0.42053636400000016
ssw__glc_glyc_glc__1,1.8463247505984404,-0.2385670654999989,0.565682133000001
ssw__glc_glyc_glyc__1,3.601896140026875,-0.39876271849999867,0.3070424930000009
ssw__glc_xyl_glc__1,3.113746150655848,-0.5827433954999997,0.029020071999999782
ssw__glc_xyl_xyl__1,5.606030360247964,-0.7385574704999991,-0.2438474470000003
ica__wt_glc__1,1.3275692880767662,-0.5674251684999989,-0.02120516499999958
ica__wt_glc__2,1.391320882085242,-0.5197640104999994,-0.013075077999999962
ica__wt_glc__3,-0.6505460835830443,-0.23432675149999935,0.0930502690000008
ica__wt_glc__4,-0.4431790755943728,-0.4371244114999993,0.399858493
ica__arg_sbt__1,0.9368360266854758,-0.2396523324999995,0.17296083299999945
ica__arg_sbt__2,1.561228949541471,-0.2681579204999993,0.4931735029999995
ica__cytd_rib__1,4.819115549210727,-0.33690201649999896,0.5032386530000004
ica__cytd_rib__2,4.359214586436521,-0.3611994725000001,0.4864851229999996
ica__gth__1,-0.3396426958337973,0.094098905500001,-0.3447319570000005
ica__gth__2,-0.6975429378345646,-0.09904522250000004,-0.5509396859999995
ica__leu_glcr__1,-0.1503074036563983,0.015007703500000247,1.0260792930000004
ica__leu_glcr__2,0.2669619270294807,0.034887434500000765,0.964590953
ica__met_glc__1,2.9056705472493105,-0.6875064074999999,-0.0020434050000002198
ica__met_glc__2,2.781157241113068,-0.6362771754999992,-0.06998528999999998
ica__no3_anaero__1,-1.9889751994031124,0.10267643150000083,0.16601552300000044
ica__no3_anaero__2,-1.9875857034828308,0.00930475550000054,0.1659366630000001
ica__phe_acgam__1,13.412529089336488,1.1176241155000008,0.08710832000000046
ica__phe_acgam__2,13.544039537153902,1.1784103125000005,0.07371453200000032
ica__thm_gal__1,1.6798656194132835,-0.1464564975,0.41909228299999945
ica__thm_gal__2,1.3021179020106388,-0.13302346149999966,0.4125785030000007
ica__tyr_glcn__1,0.4763325573802224,-0.4865065984999992,0.211699823
ica__tyr_glcn__2,0.5032752743303486,-0.4623489334999986,0.2492893929999997
ica__ura_pyr__1,0.6250123442536614,-0.2592147894999979,0.8236668229999999
ica__ura_pyr__2,1.0303585846233696,-0.30424338949999896,1.104333543000001
ica__wt_glc__5,0.7867458507477282,-0.31168890349999856,0.3105034530000008
ica__wt_glc__6,0.3348110590367906,-0.2076728644999992,0.3376528430000008
ica__bw_delpurR_cytd__1,-0.184317279902863,-0.5058529584999985,-0.14178576699999998
ica__bw_delpurR_cytd__2,-0.9318417002572112,-0.27692953849999924,0.2554834630000009
ica__ade_glc__1,-0.3362117969919318,-0.3636915334999991,0.27079068299999953
ica__ade_glc__2,-0.2837836914632391,-0.738736564499999,-0.10748262699999957
ytf__wt_glc__1,1.0002933255730462,-0.3381325564999997,0.34000217300000024
ytf__wt_glc__2,0.9109947166152916,-0.15840911649999967,0.487174103000001
ytf__delyafC__1,1.5209242726100838,-0.03780452649999955,0.518280163
ytf__delyafC__2,1.1842084492160745,-1.32944999995388e-05,0.558626223000001
ytf__delyeiE__1,0.2450685568984445,0.33206207450000225,0.4528218430000006
ytf__delyeiE__2,0.7079948339619646,0.009872597500000245,0.3693801830000005
ytf__delyiaJ__1,1.0080750412396036,0.06669982350000048,0.4900788630000008
ytf__delyiaJ__2,0.3415708860248375,0.0895200875000004,0.4743345229999996
ytf__delyieP__1,0.4488340816121707,0.29674704050000056,0.8306116230000011
ytf__delyieP__2,-0.1178199415259528,0.19381855050000046,0.7498248230000009
ytf__wt_ph5__1,-0.3895366358656975,-0.1582342824999996,0.3985759630000008
ytf__wt_ph5__2,0.0240885449767334,-0.1489784614999996,0.4747397030000009
ytf__wt_ph8__1,0.9508540629156708,-0.3553062884999987,0.2756429229999995
ytf__wt_ph8__2,0.7113693090250606,-0.2111615364999997,0.2681548629999995
ytf__delybaO__1,2.142112256658182,0.04977060750000106,0.5823761830000009
ytf__delybaO__2,1.885937264713539,0.1325687265000015,0.6367440230000003
ytf__delybaQ__1,0.6377709075993847,-0.21505504249999952,0.3329404930000006
ytf__delybaQ__2,0.3257967940331527,-0.19872730250000006,0.3236855130000009
ytf__delybiH__1,1.6639795733568152,0.07446100550000079,0.6363319829999998
ytf__delybiH__2,1.6731203266398895,0.3169926455000009,0.5546718429999995
ytf__delydcI_ph5__1,-0.0018546984230966,-0.14105545049999968,0.36809995299999976
ytf__delydcI_ph5__2,0.1342914660797525,-0.1910456484999985,0.4226014830000011
ytf__delydcI_ph8__1,1.5138668144533562,-0.24188468449999775,0.3631957630000002
ytf__delydcI_ph8__2,1.3707305037010178,-0.3080453584999985,0.3071113430000008
ytf__delyddM__1,0.3911954194272195,-0.020851207499998917,0.8218948030000011
ytf__delyddM__2,0.0407661550223722,-0.08271324750000009,0.8320546029999996
ytf__delyheO__1,1.580971552788413,-0.08872740749999952,0.5961686430000004
ytf__delyheO__2,2.032843034620167,-0.008855544499999368,0.6336565129999999
fps__bw_glc__1,0.4719375420753987,-0.30905783949999943,0.23073483299999964
fps__bw_glc__2,0.6318228345703119,-0.4169228525,0.16040873300000058
fps__fps_thrA_ale1__1,-0.3018510218741491,-0.0856331904999994,0.3327312029999998
fps__fps_thrA_ale1__2,-0.1130752762115307,-0.17780003849999915,0.3516250830000001
fps__fps_thrA_ale2__1,-0.0268260505422421,-0.051873702500000014,0.22966762300000101
fps__fps_thrA_ale2__2,-0.2130816498175529,0.0003678474999997405,0.28896753300000105
fps__fps_serB_ale1__1,-0.5887788337228685,-0.1704727144999989,0.2630278130000008
fps__fps_serB_ale1__2,-0.6334477626493212,-0.0981316725000001,0.3896577630000007
fps__fps_serB_ale4__1,-1.4549924343915357,-0.100316295499999,0.20591431300000096
fps__fps_serB_ale4__2,-1.5593646075225511,0.17277892850000054,0.3602136930000004
fps__fps_ptsI_ale1__1,4.064542133551328,-0.8254898894999991,0.045779202000000296
fps__fps_ptsI_ale1__2,4.209720239969338,-0.4695084194999994,0.14486478300000094
fps__fps_ptsI_ale3__1,3.9283819158169297,-0.5423160304999994,0.2525903130000007
fps__fps_ptsI_ale3__2,3.811346056558116,-0.6113774764999995,0.22323634299999995
pal__lyx_ale2_f6__1,3.2795333514900897,-0.08568737549999916,0.3334221829999997
pal__lyx_ale2__1,4.743600006701845,-0.3673507294999992,0.2649081029999998
pal__lyx_ale2__2,4.442252615564967,-0.4947210734999992,0.3071416530000004
pal__lyx_ale4__1,3.340564605085927,-0.5625435274999999,-0.057655872999999865
pal__lyx_ale4__2,3.969629159625472,-0.6636394104999992,-0.07060586499999921
pal__5drib_ale10_f18__1,1.6427820643446898,-0.5883202184999989,-0.06913953699999986
pal__5drib_ale10_f18__2,2.3176650930872795,-0.4532635634999993,-0.022394786999999642
pal__5drib_ale10__1,2.668433628740753,0.04639258550000047,0.4018362730000007
pal__arab_ale14_f9__1,0.3070904245037029,-0.21634090750000026,0.24554710299999985
pal__arab_ale14_f9__2,0.6116780505399374,-0.40006720349999897,0.4127220729999994
pal__arab_ale14__1,0.7533480056622431,-0.3461988744999989,0.3767839330000005
pal__arab_ale14__2,1.2221394378558672,-0.3575254544999993,0.3756092130000006
pal__arab_ale16__1,1.5477420274314064,-0.0021286314999997558,0.02985453700000029
pal__arab_ale16__2,0.9184312808734544,-0.10761084249999976,0.10976642500000013
pal__tartr_ale26_f10__1,1.1488422639051328,-0.02518442649999919,0.3119472930000011
pal__tartr_ale26_f10__2,1.845867000660492,-0.0010702775000002165,0.19927317299999991
pal__tartr_ale26__1,1.1650269794711965,-0.10138185749999896,0.3850793330000002
pal__tartr_ale26__2,1.0213405334028145,-0.07960289549999901,0.334463263
pal__tartr_ale28_f10__1,1.904087203436652,-0.1623551394999989,-0.003712276999999986
pal__tartr_ale28_f10__2,1.448028032946406,-0.1544344484999991,-0.0986905509999989
pal__tartr_ale28__1,1.5661522425490475,-0.2953005294999995,0.27296854300000106
pal__tartr_ale28__2,1.1820734518783376,-0.16334292849999876,0.2684948929999997
efeU__delmenFentC_citr__1,0.4661644702021268,-0.3678586754999991,0.4221979430000005
efeU__delmenFentC_citr__2,1.0703012386338326,-0.4694449174999997,0.5677252629999998
efeU__delmenFentC__1,-0.5803377794905129,0.12950157550000085,0.6961985229999996
efeU__delmenFentC__2,-0.7495961395155345,0.18751327550000066,0.7362106530000005
efeU__menFentC_ale39__1,1.557437664501326,-0.11869491849999925,0.5420487930000011
efeU__menFentC_ale39__2,1.4972670521599474,-0.17841515149999942,0.5730386230000004
efeU__menFentC_ale29__1,1.222830339281632,0.2047322475,0.9115027730000004
efeU__menFentC_ale29__2,0.9476443181975922,0.16489021550000071,0.9432762930000004
efeU__menFentC_ale30__1,1.079121509939856,-0.5998855554999993,0.10668520800000003
efeU__menFentC_ale30__2,0.6238533832697409,-0.5135029784999992,0.06397155600000026
efeU__menFentCubiC_ale36__1,-0.3832053801224023,0.04694559550000221,0.8218575829999999
efeU__menFentCubiC_ale36__2,-0.1893436854889706,0.05886624250000061,0.6481697730000011
efeU__menFentCubiC_ale37__1,-1.2594237493860874,0.155731706500001,0.8430776529999999
efeU__menFentCubiC_ale37__2,-0.5996310335616731,0.13100392350000067,0.8884085729999995
efeU__menFentCubiC_ale38__1,0.5740667237024322,-0.16502901049999966,0.3484389429999997
efeU__menFentCubiC_ale38__2,-0.0540050764438717,-0.34558298249999897,0.30990829299999945
misc2__salc_glc__1,-2.69803684814119,-0.15268829549999907,-0.03094168600000025
misc2__salc_glc__2,-3.5994158130944105,-0.06306703949999902,-0.041858421999998896
misc2__dbcn_glc__1,0.5839642341053478,-0.9563816825,-0.41418928399999894
misc2__dbcn_glc__2,-0.264107591562369,-0.9194725904999991,-0.32218037899999885
misc2__tyr_glc__1,0.1725249458515479,0.0029013305000011873,0.4823384130000008
misc2__tyr_glc__2,-0.0868631042489865,0.010853571500001102,0.5197261330000007
misc2__arg_cytd__1,-0.5398982724475918,-0.3425486944999978,0.10509646700000096
misc2__arg_cytd__2,-0.6488786899626474,-0.3622457954999989,0.09710128400000073
misc2__delyheO_pyr__1,1.5696043750661968,-0.2663514874999997,1.0004127829999998
misc2__delyheO_pyr__2,1.6361585117517037,-0.2796540094999989,1.0134814930000005
misc2__dellon_glc__1,-0.5205525585594936,0.005483619500000536,0.4872481129999997
misc2__dellon_glc__2,-0.7469724953763652,-0.02381284249999993,0.2154419530000009
nquinone__delubiC__1,0.1441085268955848,-0.10135577949999952,0.4464799330000009
nquinone__delubiC__2,-0.6544614400213082,-0.09488772250000023,0.6182852329999999
nquinone__ubiC_ale1__1,-0.0092919037119473,-0.2455093144999978,0.4621411030000005
nquinone__ubiC_ale1__2,-0.171134707075567,-0.19610005149999926,0.5186398529999998
nquinone__ubiC_ale2__1,-0.3166954974106422,-0.3888251394999989,0.4747234030000005
nquinone__ubiC_ale2__2,-0.3732632867724537,-0.2916062564999997,0.4297995330000006
nquinone__ubiC_ale3__1,0.3054867685276568,-0.6468871524999997,0.026469302000000642
nquinone__ubiC_ale3__2,0.5211066558668395,-0.6026076854999998,0.09906102300000086
nquinone__ubiC_ale4__1,-0.3964311243955409,-0.3128572904999993,0.493212583
nquinone__ubiC_ale4__2,-0.2137546356580322,-0.01927692049999941,0.5086079229999996
nquinone__delpdhR__1,0.159982519109732,-0.7472513104999994,0.3856681930000008
nquinone__delpdhR__2,0.5127428232654058,-0.7365982075000002,0.36299017299999997
quinone__glu_ale4__1,0.6262174880485084,-0.6394104334999993,0.3684261329999998
quinone__glu_ale4__2,1.9688859512134107,-0.3301120174999994,0.7361257729999995
quinone__delmenF__1,0.0300480974621792,-0.22366629149999892,0.5532796730000005
quinone__delmenF__2,0.1905038633796494,-0.24734249649999995,0.4243016730000004
quinone__menF_ale5__1,1.0503913947411578,0.2677789505000021,0.9045305230000018
quinone__menF_ale5__2,0.8170925357979502,0.39041212450000096,0.9292543930000008
quinone__menF_ale6__1,0.8511241267716543,0.3131953725000001,0.928937233000001
quinone__menF_ale6__2,1.2061559071394412,0.3651795305000008,0.9358953230000004
quinone__menF_ale7__1,2.120860240714065,0.1553053274999998,0.8647486830000002
quinone__menF_ale7__2,2.214616872882188,0.21851001050000107,0.8297670830000001
quinone__menF_ale8__1,2.3571738641547286,-0.024936800499999023,1.0002332430000005
quinone__menF_ale8__2,2.2059684959008523,0.06796173750000101,0.9954071830000012
quinone__delmenFubiC__1,-0.4778973995297893,0.002054013500000451,0.5032428030000009
quinone__delmenFubiC__2,-0.6870085993162773,-0.04648160649999955,0.5733612729999997
quinone__menFubiC_ale1__1,1.3504322668783737,-0.06483565749999975,0.6889852029999997
quinone__menFubiC_ale1__2,1.033803403052112,-0.13667808949999927,0.6891632330000004
quinone__menFubiC_ale2__1,-0.0521191518638129,0.014466510500001029,0.5664049030000005
quinone__menFubiC_ale2__2,0.0808842026127638,0.1381240675000006,0.587592463
quinone__menFubiC_ale3__1,0.2136395764920257,-0.34152056149999943,0.1084791789999997
quinone__menFubiC_ale3__2,0.4588283272547899,-0.3549383844999978,0.1436014399999994
quinone__menFubiC_ale4__1,0.5228005860496813,-0.3889455504999989,1.042582673
quinone__menFubiC_ale4__2,0.5281679117068309,-0.13883278149999967,1.0279896629999996
oxyR__wt_glc__1,1.012218992049816,-0.3873455614999992,0.09382866099999987
oxyR__wt_glc__2,0.5793740920880055,-0.3185043074999996,0.13043923000000035
oxyR__wt_h2o2__1,0.3444372908345227,-0.3582634454999996,0.05757602200000101
oxyR__wt_h2o2__2,0.3331743397902446,-0.2274165944999993,0.4618741830000008
oxyR__glu_ale4__1,0.8250128619561419,-0.22346454249999947,0.7723290729999999
oxyR__glu_ale4__2,0.0843155381164642,-0.08002707149999999,0.49579595299999996
oxyR__glu_ale4_h2o2__1,0.4814732818748842,-0.20888935449999926,0.6213283730000008
oxyR__glu_ale4_h2o2__2,-0.0498527297820567,-0.08720746149999936,0.4863484329999999
oxyR__oxyR_ale17__1,0.1393488108062094,-0.1317339594999991,0.13801763000000022
oxyR__oxyR_ale17__2,0.0618188239264446,-0.23431030349999915,0.15520324300000074
oxyR__oxyR_ale17_h2o2__1,0.9459459920753126,-0.2304931444999978,0.21122745300000112
oxyR__oxyR_ale17_h2o2__2,0.4571932755256023,-0.15569710849999918,0.156206473000001
oxyR__oxyR_ale18__1,0.808306163101307,-0.4932908175000002,-0.2332659079999999
oxyR__oxyR_ale18__2,1.0745626841355054,-0.4481303354999993,-0.08594182799999928
oxyR__oxyR_ale18_h2o2__1,-0.1684424153507178,-0.027686639499998836,0.027939159000000657
oxyR__oxyR_ale18_h2o2__2,-0.0224325728632367,-0.06934364049999964,0.09512536300000107
oxyR__oxyR_ale19__1,1.0976044497332933,-0.6578797314999996,-0.1866830670000006
oxyR__oxyR_ale19__2,0.6996392248056338,-0.3362819844999993,-0.08065952299999958
oxyR__oxyR_ale19_h2o2__1,0.573457474819916,-0.606521955499999,-0.3216936859999997
oxyR__oxyR_ale19_h2o2__2,0.8949272637310842,-0.5699366374999997,-0.22926116100000016
oxyR__oxyR_ale20__1,-0.8036971351497842,-0.2182746325,-0.29073972199999965
oxyR__oxyR_ale20__2,-0.9053740013623992,-0.2293396094999993,-0.3286302970000001
