,A,NagC,Crp
pcoli__hsTPH_N174trunc__1,1.3299566932357254,-0.18983947649999955,0.3836390329999997
pcoli__hsTPH_N174trunc__2,1.988977848576977,-0.15330988349999866,0.6533793929999998
pcoli__hsTPH_Ntermtrunc__1,1.7766716678627057,0.3786356195000007,0.5076168729999999
pcoli__hsTPH_Ntermtrunc__2,1.1489726135482037,-0.08947145249999977,0.580596903
pcoli__hsTPH1__1,1.3848892440580136,-0.2603220294999993,0.5255677930000004
pcoli__hsTPH1__2,1.5184711745358854,-0.2944062975000001,0.5415309229999998
pcoli__MBP__1,2.227858142657687,-0.3110303754999997,-0.3459770999999989
pcoli__MBP__2,2.752234952230268,0.10736227150000133,0.026489270000000783
pcoli__msCOMT__1,2.3320986988683727,-0.2981307144999992,-0.10757294999999978
pcoli__msCOMT__2,2.524177437820577,-0.19955266649999887,-0.09238089099999948
pcoli__ocAANAT__1,1.2573942915938197,-0.2873721094999988,0.3196315130000009
pcoli__ocAANAT__2,1.1664171410970303,-0.22260600449999932,0.2939196830000004
pcoli__osTDC_K374H__1,0.5877654728099934,0.06233571250000036,0.6863196630000008
pcoli__osTDC_K374H__2,0.9253489760715796,-0.2474035344999992,0.6933763230000007
pcoli__osTDC_K374L__1,2.8644081659195377,0.04080995250000008,-0.030107002999999462
pcoli__osTDC_K374L__2,2.8570208801998533,0.01636565550000046,0.15281107300000052
pcoli__osTDC_K374Q__1,1.2785550919432038,-0.2873187004999993,0.4485571030000006
pcoli__osTDC_K374Q__2,1.394316391343147,-0.2518240004999992,0.4643148630000002
pcoli__osTDC_L360V__1,2.3806871202308044,-0.3231900654999995,0.2966241729999997
pcoli__osTDC_L360V__2,2.3079808828677217,-0.23423452249999954,0.3820168630000005
pcoli__pmTPH__1,2.562115504875345,-0.10734826649999896,-0.10026360400000024
pcoli__pmTPH__2,2.9496116635782736,-0.2403924334999985,0.08226395500000018
pcoli__RFC__1,0.6537733696040783,-0.4465501844999995,0.06813715200000026
pcoli__RFC__2,0.6884368333825615,-0.3997111254999997,0.008882815999999849
pcoli__RFCctrl__1,0.0017528528182403,-0.050419726499999484,0.4522689930000006
pcoli__RFCctrl__2,-0.2959326722538491,-0.02192588649999916,0.5165584929999998
pcoli__RFCnopause__1,-0.1438174475810433,0.09247872450000028,0.6708687229999999
pcoli__RFCnopause__2,0.9010569757910076,0.1069716845000004,0.6748039729999995
pcoli__RFCpluspause__1,1.1437177582528526,0.2567443655000021,0.7640610930000005
pcoli__RFCpluspause__2,1.7312045187900995,0.22048983050000093,0.5214214130000006
pcoli__rnCOMT_sol__1,0.1600199872498813,0.048717321500000736,0.8270174130000001
pcoli__rnCOMT_sol__2,0.233074315682181,-0.06573587149999938,0.6395325229999997
pcoli__rnPNMT__1,3.4115664390479985,-0.2069582015,0.1635869329999995
pcoli__rnPNMT__2,3.278884447807424,-0.2587068954999996,0.07451194300000097
pcoli__rnTDC__1,1.6778672256797882,-0.35333687249999896,0.08798361800000087
pcoli__rnTDC__2,1.5299214038186142,-0.23863699349999926,0.17114607300000095
pcoli__rnTDC_trunc__1,2.307306515615409,0.11640083750000052,0.3075571430000004
pcoli__rnTDC_trunc__2,2.260378655723422,0.2979542315000012,0.43504015300000104
pcoli__saCOMT_T2A__1,0.3051888026265511,-0.024688831499999786,0.3335838930000001
pcoli__saCOMT_T2A__2,0.7809446786360412,0.03416751950000041,0.4038707630000005
pcoli__sfCOMT__1,1.4369944461816353,-0.6092015544999994,0.1572444130000008
pcoli__sfCOMT__2,1.6777583884215523,-0.5177613534999992,0.06503750799999962
pcoli__sgAANAT_D63G__1,1.012033060332231,-0.20845687250000025,0.18900217300000044
pcoli__sgAANAT_D63G__2,0.8916802698503346,-0.13851429649999947,0.43052260299999995
pcoli__ssDDC__1,1.8545072874803123,-0.2971307494999991,0.20759201300000107
pcoli__ssDDC__2,2.0215602295127697,-0.3776181715,0.3251403029999995
pcoli__TP53B__1,0.4796563836372434,-0.13557984549999968,0.4237391030000008
pcoli__TP53B__2,0.4477048271628533,-0.09559468249999893,0.4437453829999996
pcoli__WT__1,0.5091231776534016,0.13111612850000046,0.5471816730000008
pcoli__WT__2,0.614743987246321,0.15855061150000085,0.4334316830000001
cck__glu_ale4__1,0.213343818025945,-0.054400452499999474,0.10431546100000057
cck__glu_ale4__2,0.7643904432875446,-0.5465991984999992,0.21222904300000067
cck__cck_ale1__1,1.3340607608349493,-0.6342653894999994,0.14875797300000038
cck__cck_ale1__2,1.149646412204901,-0.5051752434999992,0.21173196300000008
cck__cck_ale2__1,1.1117141026796538,-0.6093245864999997,0.24320085299999936
cck__cck_ale2__2,1.1706541853895376,-0.6809492744999979,0.2196628030000003
cck_pgi__gmos_delpgi__1,0.4710058784810882,0.37133407550000097,0.6099491930000003
cck_pgi__gmos_delpgi__2,0.937898827041589,0.4939258905000008,0.5151660729999996
cck_pgi__pgi_ale1__1,1.893106897739284,0.2332025825000006,0.0871969090000011
cck_pgi__pgi_ale1__2,1.6225243135904417,0.016854346500001505,0.4703615729999999
cck_pgi__pgi_ale2__2,1.615096519839686,0.2529276865000014,0.6450278430000012
cck_pgi__pgi_ale3__1,1.2082675059270072,0.25583072550000097,0.2577020430000001
cck_pgi__pgi_ale3__2,1.0527624028995748,-0.04693422849999873,0.527121343000001
cck_pgi__pgi_ale4__1,5.56150185165013,0.7077485025000003,0.025670410000000032
cck_pgi__pgi_ale4__2,5.459207300758636,0.3800810785000008,0.14926491299999967
cck_pgi__pgi_ale4__3,5.180860127589732,0.3253581055000021,0.2310494330000008
cck_pgi__pgi_ale5__1,2.169215973219953,0.007093947500000475,0.26444670300000084
cck_pgi__pgi_ale5__2,2.1898110680557146,-0.3838637954999991,0.4910110930000009
cck_pgi__pgi_ale6__1,2.508565750846929,-0.034952904499998994,0.40659345300000105
cck_pgi__pgi_ale6__2,2.841853291851611,-0.23031290949999936,0.6293582329999996
cck_pgi__pgi_ale7__1,2.6493657360936207,-0.15760935949999946,0.4198053730000009
cck_pgi__pgi_ale7__2,3.04217949388419,-0.5181890514999994,0.7252530329999995
cck_pgi__pgi_ale8__1,2.1478466733285595,0.021414027500000543,0.2900276829999999
cck_pgi__pgi_ale8__2,1.3356202639657573,-0.42310199249999947,0.6440838830000004
cck_sdh__gmos_delsdhCB__1,1.8781619691965128,0.2989525925000001,0.8479485130000004
cck_sdh__gmos_delsdhCB__2,0.7084510843272901,0.5920520974999999,0.8298960530000006
cck_sdh__sdh_ale1__1,0.7273745001595205,-0.258070674499999,0.5440714730000007
cck_sdh__sdh_ale1__2,0.5853870112667922,-0.3116403684999991,0.5592394929999998
cck_sdh__sdh_ale2__1,0.6452855140367842,-0.3512727975000001,0.4799116730000002
cck_sdh__sdh_ale3__2,0.5257168941524745,-0.29180451149999964,0.5564179130000007
cck_sdh__sdh_ale3__1,0.8099082645618794,-0.349568013499999,0.4938992930000001
cck_sdh__sdh_ale3__3,0.5113999092552378,-0.4077207484999992,0.4853280929999997
cck_pts__gmos_delptsHIcrr__2,1.1377392856841635,0.2377548985000004,0.4644968830000007
cck_pts__gmos_delptsHIcrr__1,1.009876726443188,0.3580550985000004,0.649161093
cck_pts__pts_ale1__2,-1.021891728176842,-0.19526284149999995,0.3294758729999998
cck_pts__pts_ale1__1,-1.799196643365704,-0.12855422049999898,0.2967783530000005
cck_pts__pts_ale2__2,2.1756401913850185,-0.6052345544999991,0.20189095299999948
cck_pts__pts_ale2__1,1.617260197788231,-0.6219971375000002,0.2751297130000001
cck_pts__pts_ale3__2,-2.005151125034361,-1.2139108614999996,-0.4453421809999991
cck_pts__pts_ale3__1,-1.760783111040448,-0.877396706499999,-0.1455219379999999
cck_pts__pts_ale4__2,10.170529077487416,1.3405028345000003,0.4206787429999999
cck_pts__pts_ale4__1,10.34888556539747,1.1644900695000002,0.3875030329999998
cck_gnd__gmos_delgnd__1,0.3805795676928706,0.13700177950000025,0.5155411030000003
cck_gnd__gmos_delgnd__2,1.1017118489444624,0.06231456150000093,0.4190796030000001
cck_gnd__gnd_ale1__1,1.3136672360311965,-0.6172846584999991,0.11322853200000085
cck_gnd__gnd_ale1__2,1.1667875714422002,-0.5926346484999989,0.14549259800000058
cck_gnd__gnd_ale2__1,0.7202307420211059,-0.6733415525000002,0.057324061000000974
cck_gnd__gnd_ale2__2,2.6396514093811514,-0.5612385354999994,0.0516023170000004
cck_gnd__gnd_ale3__1,0.9161812758732216,-0.499176198499999,0.04701789499999976
cck_gnd__gnd_ale3__2,0.7475623301110343,-0.6011780294999989,0.07806117700000037
cck_tpiA__gmos_deltpiA__1,2.741561996400396,-0.06516379349999912,0.5549454330000003
cck_tpiA__gmos_deltpiA__2,1.9707757443171368,-0.10441570049999972,0.6484744429999996
cck_tpiA__tpiA_ale1__1,7.951866776812413,0.6848293005000006,0.5753141230000001
cck_tpiA__tpiA_ale1__2,7.69636622387482,0.6931524455000009,0.5862271529999994
cck_tpiA__tpiA_ale2__1,15.796374119895058,1.2677163255000004,0.6931617929999998
cck_tpiA__tpiA_ale2__2,15.96218560086484,1.6107409545000009,0.4825762030000007
cck_tpiA__tpiA_ale3__1,10.138617873710432,0.9158285925000004,0.44486670300000064
cck_tpiA__tpiA_ale3__2,10.546140799879597,0.9184417025,0.42426745300000057
cck_tpiA__tpiA_ale4__1,11.857695433826668,2.0429509275,0.2272038629999997
cck_tpiA__tpiA_ale4__2,11.85197720028831,2.030468666500001,0.19612825299999948
acid_tale__acid_ale1_pH7__1,0.7073535250475332,-0.8580956254999991,0.15268897300000006
acid_tale__acid_ale1_pH7__2,0.8953967668259349,-0.7719584174999996,0.126066680000001
acid_tale__acid_ale1_pH5__1,0.0077373721087997,0.08007046150000098,0.7941495229999997
acid_tale__acid_ale1_pH5__2,0.0797673369560255,-0.04515964949999951,0.8152700330000009
acid_tale__acid_ale2_pH7__1,0.6880202736416007,-0.7104016584999986,0.3388400730000001
acid_tale__acid_ale2_pH7__2,0.6042594514185717,-0.6445749154999998,0.3230544630000001
acid_tale__acid_ale2_pH5__1,-0.2884807681164358,-0.42006252749999895,0.432644723000001
acid_tale__acid_ale2_pH5__2,0.7944488082183537,-0.2872761964999997,0.4854809929999994
acid_tale__low_Mg_ale_pH7__1,-0.3829729561130104,-0.4133902684999988,0.3007467029999997
acid_tale__low_Mg_ale_pH7__2,-0.2744651637785718,-0.482063845499999,0.3462454630000007
acid_tale__low_Mg_ale_pH5__1,-0.9937080119901754,0.038088949500000524,0.6085887329999995
acid_tale__low_Mg_ale_pH5__2,-0.2497111908246393,-0.05308644849999844,0.5572315630000002
acid_tale__MES_ale_pH7__1,0.8758016418883691,-0.4843077934999993,0.4305318729999996
acid_tale__MES_ale_pH7__2,0.4778497566207043,-0.4567972634999986,0.4747332229999994
acid_tale__MES_ale_pH5__1,-0.3765070025137833,-0.07572121749999994,0.4750174830000002
acid_tale__MES_ale_pH5__2,-1.0083569308119904,0.07788251650000078,0.709374983
acid_tale__gmos_pH7__1,0.594699312793156,-0.5201578104999998,0.4296040630000011
acid_tale__gmos_pH7__2,0.6621745909232564,-0.4417797814999993,0.4446293130000001
acid_tale__gmos_pH5__1,-0.7650859931761248,0.10583583950000096,0.6502280230000004
acid_tale__gmos_pH5__2,-0.9133377037386352,0.01021247150000093,0.7174304530000004
adnB__wt_adn__1,-1.9174495899788715,-0.5251385424999997,-0.4159558469999993
adnB__wt_adn__2,-1.9429714481142455,-0.8542052584999986,0.22959581299999954
adnB__delydhB_adn__1,-1.7761615971198323,-0.8705261864999994,-0.5303189100000001
adnB__delydhB_adn__2,-1.7619883470924231,-0.4368475444999991,-0.2645061010000003
ytf2__wt_glc__1,0.0715113359172357,0.061449016500001015,0.2079942330000009
ytf2__wt_glc__2,0.1322379748531909,-0.19192616750000013,0.2538454530000003
ytf2__ybcM_glc__1,0.8079030621082904,-0.3880491834999989,0.49687887299999994
ytf2__ybcM_glc__2,0.9276276346274288,-0.31234607649999896,0.5496294230000007
ytf2__ydhB_glc__1,-0.3064860870110125,-0.3462398754999993,0.3261516029999996
ytf2__ydhB_glc__2,0.1977219854738361,-0.2467635134999986,0.3955030429999997
ytf2__yfeC_glc__1,0.190250878745719,-0.3371442334999992,0.2082961430000001
ytf2__yfeC_glc__2,0.1513966039942917,-0.35400750049999896,0.3760682129999999
ytf2__yciT_glc__1,0.0551886876339559,-0.5060673264999993,0.4599342330000002
ytf2__yciT_glc__2,-0.0858805607905653,-0.4463831825,0.5174864029999995
ytf2__ydiZ_glc__1,0.2228842173678011,-0.4450907854999997,0.2818442530000009
ytf2__ydiZ_glc__2,0.4118237348510081,-0.3306814825000002,0.28140171300000105
ytf2__ynfL_glc__1,0.2572827730690089,-0.2197738194999994,0.5107562229999996
ytf2__ynfL_glc__2,0.084000913446463,-0.13336828949999902,0.523190413
ytf3__wt_glc2__1,0.1153280925223316,-0.40246172549999937,0.45626287299999996
ytf3__wt_glc2__2,0.0573303633178509,-0.3467991704999997,0.5116651829999999
ytf3__wt_pH7_lactate__1,0.2502355320222492,-0.4304960534999989,0.560872303
ytf3__wt_pH7_lactate__2,0.1983640308204163,-0.3612798354999995,0.5532738630000011
ytf3__wt_pH55_lactate__1,-0.0144058152884216,-0.15677148349999914,0.7780642029999996
ytf3__wt_pH55_lactate__2,-0.201186759780815,-0.20924722349999847,0.7423117129999994
ytf3__wt_pH55_HCl__1,-0.1507212836917316,-0.22488240549999894,0.6150495429999996
ytf3__wt_pH55_HCl__2,-0.0350437148640431,-0.3180489125000001,0.6014201329999995
ytf3__dyieP_pH7__1,-0.1548947829663995,-0.2768492775000002,0.4791694330000009
ytf3__dyieP_pH7__2,0.1769987192816405,-0.4624489964999992,0.42496669299999995
ytf3__dyieP_pH55__1,0.4427747944410687,-0.44448902549999936,0.4390071130000006
ytf3__dyieP_pH55__2,0.2745601653583145,-0.5282952224999997,0.623551333
minicoli__aldA_f1c2__1,3.101546203648836,0.2666215104543577,0.7631858827982381
minicoli__aldA_minE__1,3.2790091142757074,-0.19947025616696654,0.255888508978142
minicoli__mg1655_glc__1,-0.1623217128816686,-0.35341960916662085,-0.8470184669947685
minicoli__mg1655_glc__2,0.1256124884026311,-0.38448041173421377,-0.8039264138958604
minicoli__minE_cyt__1,2.327823470953182,0.35016855309752337,0.7601914841850306
minicoli__minE_cyt__2,1.9720054005679948,0.4268460880738401,0.4729475383347843
minicoli__minE_fruc__1,2.876442214456042,-0.19524590485877624,0.34172110794916755
minicoli__minE_fruc__2,3.182287319071538,-0.05239945474294316,0.461542666559108
minicoli__minE_glc__1,1.691837935381869,0.03503474712207577,0.2938109111467888
minicoli__minE_glc__2,1.6552844391795292,-0.002745385529917321,0.10430003951357314
minicoli__minE_glyc__1,5.011541114904418,0.2823968111199644,0.575831448418306
minicoli__minE_glyc__2,6.099948882164252,0.123903850883873,0.6844880187857836
minicoli__minE_Fe_starve__1,2.3730084343910165,-0.23338389264209256,0.5804469724508969
minicoli__minE_Fe_starve__2,2.5051289775985617,0.1193515324973129,0.6236096478485607
minicoli__minE_LB__1,2.134844037482311,-0.07418041841636658,-0.5768918406871162
minicoli__minE_LB__2,2.237610750059332,-0.043409659795790916,-0.8092098841975535
minicoli__minE_N_starve__1,2.11967480901582,0.6927463749126392,0.3528053698058322
minicoli__minE_N_starve__2,2.3299628750429804,0.5099286483346317,0.4807614269391625
minicoli__minE_osm__1,1.9416674051780636,0.4721517289811077,0.3547041686708319
minicoli__minE_osm__2,2.198338899912452,0.4641326124732688,0.5658446295801518
minicoli__minE_ph5__1,2.3071055526973145,0.36332584085163866,0.6501761031624761
minicoli__minE_ph5__2,2.088453773966416,0.5230735974933579,0.6347492200625684
minicoli__minE-pyr__1,3.322417282521304,-0.3020799306072845,0.9884421842001724
minicoli__minE-pyr__2,4.749184447787689,-0.4779919546880294,0.5805078277861995
minicoli__minE_sorb__1,3.150674164941559,-0.13923227205532207,0.6284983244472482
minicoli__minE_sorb__2,3.0921894868704074,-0.18427530818044424,0.6064916202251851
minicoli__minE_urid__1,2.5356638528926454,-0.1855258520666565,0.4108001218596762
minicoli__minE_urid__2,2.5912036278977326,-0.32877192173103786,0.34830946039232913
minicoli__W3110_cyt__1,0.3443871749875293,-0.5385577631016325,-0.2741512513245965
minicoli__W3110_cyt__2,0.0142087307821058,-0.6842027775792374,-0.2471138346472994
minicoli__W3110_glc__1,1.2712813164647343,-1.2773581956830675,-0.3286400323548726
minicoli__W3110_glc__2,0.5348158474612634,-1.3008459724274255,-0.4080395046534289
minicoli__W3110_glyc__1,1.7911180096493138,-0.4468097264212938,0.1888029313895725
minicoli__W3110_glyc__2,1.0409974341154475,-0.16755949341365906,0.16079573130215685
minicoli__W3110_Fe_starve__1,-0.9568932955086332,-0.04185500965250988,-0.39335282894219503
minicoli__W3110_Fe_starve__2,-1.2669125195681812,-0.12775627349859242,-0.3767980913136952
minicoli__W3110_LB__1,2.885322462848569,-0.5259983223209153,0.4782054662101167
minicoli__W3110_LB__2,2.659456858672882,-0.4422989145858951,0.4998332578699021
minicoli__W3110_N_starve__1,-1.1055149075398862,-0.511946409500939,-0.3672969470778735
minicoli__W3110_N_starve__2,-0.8441359323081595,-0.3383190545034553,-0.17080551194691118
minicoli__W3110_osm__1,-0.216928988317049,-0.4797930261534358,0.18475333822734186
minicoli__W3110_osm__2,0.2662158490222921,-0.7469482777265979,0.21075048409365135
minicoli__W3110_ph5__1,-0.8279729846078225,-0.2922345773253339,-0.0020982938586069366
minicoli__W3110_ph5__2,-0.6649315309677722,-0.17753179630500515,0.06374104599613695
minicoli__W3110_pyr__1,1.457266152696448,-0.6019528415431781,0.6437353797175921
minicoli__W3110_pyr__2,1.143067437697286,-0.2961007933775974,0.8084862253725884
minicoli__W3110_sorb__1,3.986239667070878,-1.4139324158251103,-0.3697472429572191
minicoli__W3110_sorb__2,3.917166565594763,-1.3701284108925451,-0.2282472383218792
minicoli__W3110_urid__1,1.675981093894988,-0.7838961404350986,-0.14597371871249898
minicoli__W3110_urid__2,1.5078561237984274,-0.6997258721820341,0.0011588474703554395
minicoli__W3110_WT_glc__1,0.1651903024231994,-0.2273835437033629,-0.05853650097271945
minicoli__W3110_WT_glc__2,0.1820783548964836,-0.4637930881711245,-0.2736059720925805
minicoli__W3110_WT_osm__1,0.2030244166781955,-0.4878137513104948,-0.4068572548991813
minicoli__W3110_WT_osm__2,0.0106318110480656,-0.021333331888606644,-0.26682409365055193
eep__BOP27__1,1.012218992335723,-0.38734556188292224,0.09382866102208354
eep__BOP27__2,0.5793740929849193,-0.3185043074377818,0.13043922998821067
eep__BOP1000__1,0.8250128612315887,-0.2234645421974184,0.7723290743721964
eep__BOP1000__2,0.0843155385586573,-0.08002707163447997,0.49579595280529
eep__BOP27_ndh-cydB-appC__1,-1.634887184664796,0.20689962464229605,0.7178399562547568
eep__BOP27_ndh-cydB-appC__2,-1.8009332746013904,0.1714418063288452,0.7133880226929996
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,2.128847174135215,-1.5969803308895338,-0.5253466876128723
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,1.731641116447198,-0.9265372329982506,-0.2758437215494869
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,1.553582349820887,-1.1328561361532719,0.028680680978968812
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,1.56104227685419,-1.1761094161518528,0.12755066767542012
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,0.2800890920439399,-0.6373439448038098,0.3217998396952169
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,0.0830928009639583,-0.4408650785294368,0.7396323977227315
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,-0.7596312152154985,-0.6770483043753517,0.3720932222038407
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,-0.5135559635204361,-0.5848137966600335,0.6134547669373926
eep__BOP27_nuoB-cydB-appC__1,-0.7447085526694708,0.3269502899682353,0.4882750943039085
eep__BOP27_nuoB-cydB-appC__2,-0.7977524762364735,0.03443276069986556,0.11815421918128875
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,1.2393488964367931,-0.6524218820131509,-0.21372449261360948
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,1.0569664344863814,-0.6184399019184861,-0.06724694596392844
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,1.9846821135684083,-0.6728192666754724,0.08839676249674255
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,0.952280291105386,-0.6080548065857574,0.15877789631800887
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,2.54215670145214,-1.7641865644242998,-0.17916595071337582
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,2.362484923490136,-1.6108907460634505,-0.09374282793228694
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,3.070526901508842,-1.6489811998856767,-0.21533576919100209
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,2.9121215263960964,-1.5849504509493402,-0.22582268173968426
eep__BOP27_ndh-cyoB__1,0.0159084392561261,-0.09918364772671227,0.3901020806678357
eep__BOP27_ndh-cyoB__2,-0.4796890660555133,0.056324111656569364,0.4659621036932382
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,1.1982319166018225,-1.7694311064527808,-0.3892631557815793
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,1.6608659627091793,-1.6272607366412983,-0.3696585111725295
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,1.727649219858738,-1.2297693816573334,-0.0005791883812236165
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,1.383636644845725,-1.188894304948267,0.02281436954393712
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,0.8503357649999651,-1.1960276908046945,0.2178899696497876
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,1.2405521467699958,-1.1150908537105133,0.20618357401769136
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,1.1817899322719585,-1.0231667999225724,0.22911237248339056
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,1.644915821902918,-0.8560922625933243,0.3309433360820844
eep__BOP27_nuoB-cyoB__1,0.1992804098943551,-0.06510081525602818,0.3184592194490801
eep__BOP27_nuoB-cyoB__2,-0.0508076090021432,-0.02409661079603076,0.4559210903879496
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,-0.3534714081898906,0.07949631908880406,0.7765435519830799
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,-0.0623361442090132,0.122104202540549,0.59322303693056
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,-0.0132485954294592,0.13878757845263134,0.9087634004837568
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,0.1176443392263765,0.08350872491465555,0.8216013681301941
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,1.5866489324436566,-0.2638742503148315,0.4719138623499397
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,1.7839351259981289,-0.21792578738172172,0.5587931596523799
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,0.653316531768197,0.12075792352334425,0.6343408622266598
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,0.8194001300584195,-0.002339981814525771,0.6467570174864914
eep__BOP27_ndh-cydB__1,0.3167042082096122,0.07994703345874221,0.5795424806329965
eep__BOP27_ndh-cydB__2,-0.0108309185959147,-0.05616369071537708,0.5830047350587346
eep__BOP27_nuoB-cydB__1,-0.2475640271259076,0.1892706190117428,0.7793213906795806
eep__BOP27_nuoB-cydB__2,-0.5353417597897764,0.043294462286515234,0.8418525340196368
DDB2__PD-005_BW25113_Batch_6h__1,0.8483496580978201,0.1081411726456798,-0.12723029239772998
DDB2__PD-005_BW25113_Batch_6h__2,0.7578155112010271,-0.0293624613679464,-0.19715708438903512
DDB2__PD-003_BW25113_Batch_9h__1,0.3232906939754204,0.3867617796174123,-0.16807586777489902
DDB2__PD-003_BW25113_Batch_9h__2,0.4146301921393822,0.5828139665687333,-0.15998061409660205
DDB2__PD-003_BW25113_Fed-batch_6h__1,5.612694216184383,0.019812641947011045,-0.027134141818516252
DDB2__PD-003_BW25113_Fed-batch_6h__2,5.471234954466734,0.2047986561086033,-0.17852551024006402
DDB2__PD-005_BW25113_Fed-batch_6h__1,3.698005456450214,-0.5462298494905937,-0.3223346990388993
DDB2__PD-005_BW25113_Fed-batch_6h__2,5.1594246054396296,-0.2405531789756461,-0.142315246792732
DDB2__PD-005_BW25113_Fed-batch_6h__3,5.004488169473786,-0.1651592057235307,-0.0021470405809242976
DDB2__PD-005_BW25113_Fed-batch_15h__1,4.80360909214421,-0.3981203453125,0.2350709659175898
DDB2__PD-005_BW25113_Fed-batch_15h__2,4.0924709018461245,-0.31673163994675857,0.2314675354999398
DDB2__PD-003_BW25113_Fed-batch_21h__1,5.654869127684256,-0.1089210114214465,0.3617103437948988
DDB2__PD-003_BW25113_Fed-batch_21h__2,5.284176817330205,-0.5451990160940214,0.5141217169364491
DDB2__PD-004_del-basS_Batch_6h__1,0.581140519536094,0.05665670085865315,-0.3925529624361753
DDB2__PD-004_del-basS_Batch_6h__2,0.467174671673341,0.13774835842167032,-0.3297445270973629
DDB2__PD-004_del-basS_Fed-batch_6h__1,4.66418486760097,-0.33177690887006595,-0.5282964282981357
DDB2__PD-004_del-basS_Fed-batch_6h__2,4.531304262112252,-0.14474548120462138,-0.04672945896208347
DDB2__PD-004_del-basS_Fed-batch_15h__1,5.629245733915976,-0.09349570676028574,-0.18462207311152845
DDB2__PD-004_del-basS_Fed-batch_15h__2,5.116119353333763,-0.37955883862508705,0.11541921525898854
DDB2__PD-004_del-kdpE_Batch_6h__1,0.6356597174499914,-0.011161164309508642,-0.10203008187775353
DDB2__PD-004_del-kdpE_Batch_6h__2,0.3311979717511666,0.1389554494001226,-0.13771078535060433
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,4.741230849758239,-0.3696285314441514,-0.30953429046660297
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,4.86971941539356,-0.3402290987603713,-0.20352765843154152
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,5.715546893263033,-0.4422659265318769,0.19855716077668184
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,5.457613073445186,-0.26688303416786585,0.3785889334450516
DDB2__PD-005_del-phoB_Batch_6h__1,0.4775408108851305,-0.11568696823427516,-0.18690698319940324
DDB2__PD-005_del-phoB_Batch_6h__2,0.3870372859117483,-0.2728685929864083,-0.22105351110348792
DDB2__PD-005_del-phoB_Batch_6h__3,0.995114980749766,0.13650420638579153,-0.14235715509988545
DDB2__PD-003_del-phoB_Batch_9h__1,1.3755879262653214,0.18869536745565707,-0.27939917001360826
DDB2__PD-003_del-phoB_Batch_9h__2,0.7333449063529077,0.20544021182866867,-0.2833164869874789
DDB2__PD-003_del-phoB_Fed-batch_6h__1,4.813495351557442,0.01669128781351681,-0.024235422345480373
DDB2__PD-003_del-phoB_Fed-batch_6h__2,4.8520372635624405,0.03547679613297472,-0.06170063906209222
DDB2__PD-005_del-phoB_Fed-batch_6h__1,4.658432760188731,-0.6608829402497625,0.431330570779684
DDB2__PD-005_del-phoB_Fed-batch_6h__2,4.61914870598383,-0.21702895788699014,0.0373685130868342
DDB2__PD-005_del-phoB_Fed-batch_15h__1,5.464889657796396,-0.4109621817647859,0.24940911188163994
DDB2__PD-005_del-phoB_Fed-batch_15h__2,5.134210780810288,-0.5540778381283841,0.2134181153241954
DDB2__PD-003_del-phoB_Fed-batch_21h__1,6.3249180556854325,-0.0743610742760481,0.33369608246568383
DDB2__PD-003_del-phoB_Fed-batch_21h__2,6.12394741442442,-0.008859660276908876,0.2847021347030569
