,A,ZntR,Zur
misc__wt_no_te__1,0.7784215828000001,0.244275066,-0.7576039435
misc__wt_no_te__2,-2.191399843,0.059450772000000006,-0.4719790855
misc__bw_delcbl__1,-2.1847569476,0.014322029000000002,-0.4138512995
misc__bw_delcbl__2,-2.1537465925,-0.17381701300000002,-0.3040670915
misc__bw_delfabr__1,-1.6869509715,-0.331996664,-0.6103355515000001
misc__bw_delfabr__2,-2.0980074861,-0.067624107,-0.5826943275
misc__bw_delfadr__1,-1.5543988195,0.050361750000000004,-0.3825285765
misc__bw_delfadr__2,-1.166708219,0.207116199,-0.5226656665
misc__nitr_031__1,-1.570788397,0.8226935510000001,-0.5847085485
omics__wt_glu__1,-2.0302834977,-0.567070987,-0.2587204645
omics__wt_glu__2,-2.1333694746,-0.30580174,-0.0485127345
omics__wt_gly__1,-1.8918947714,-0.25584502800000003,-0.42410772950000003
omics__wt_gly__2,-1.3583069709,-0.566015224,-0.5096178975
omics__wt_thr__1,-0.4428743902,-0.07603219600000001,0.9846825225
omics__wt_thr__2,-0.4167172638,-0.21318868600000002,0.8670415495
omics__bw_ac__1,-2.1992027747,0.318549309,0.0101493715
omics__bw_ac__2,-2.417838016,0.355382017,-0.06284466350000001
omics__bw_fum__1,-1.2886350835,0.164756287,0.0460536795
omics__bw_fum__2,-2.273977677,-0.009736905,0.050031728500000004
omics__bw_glc__1,-0.6505289047,0.034073108000000005,0.0468676045
omics__bw_glc__2,-0.3430350547,0.018538726000000002,0.11271779250000001
omics__bw_pyr__1,-4.4666022102,-0.111717569,0.2486784705
omics__bw_pyr__2,0.31781777450000004,0.679658694,0.1274380205
ompr__wt_nacl__1,-0.6405047831,0.140714383,-1.0728871955
ompr__wt_nacl__2,-0.15986320610000002,0.10703332300000001,-1.0454478905
ompr__bw_delompr_nacl__1,-0.654597913,0.7149863430000001,-1.5318652015
ompr__bw_delompr_nacl__2,-1.261900059,0.8954310430000001,-1.4709741225
minspan__wt_ade__1,-0.46397131880000003,1.235517226,-0.2273418495
minspan__wt_glc__1,-1.5909430677,0.676199741,-0.6656290755000001
minspan__wt_glc__2,-1.3409159462,0.7817960780000001,-0.5551482775000001
minspan__wt_glc__3,-2.1803971053,0.26084390300000004,-0.7013574275000001
minspan__wt_glc_anaero__1,0.5173957490000001,0.8585879580000001,0.2003755265
minspan__wt_glc_anaero__2,-2.3745552838,0.737659441,-0.2988489315
minspan__wt_trp__1,-0.8605122467,0.732319657,0.2369399895
minspan__bw_delcra_glc__1,-0.5491675396,0.495040982,0.4308724745
minspan__bw_delcra_trp__1,-0.0035276417,0.670063478,0.3808315645
minspan__bw_delmntr__1,-0.47510935590000003,0.517287923,0.0809032075
minspan__bw_delnac_ade__1,-0.6930787860000001,1.320687433,-0.3090079765
minspan__bw_delnac_glc__1,-0.9466716777,0.375400799,-0.47842378950000003
cra_crp__wt_ac__1,-1.6659080735,-0.851565389,-0.6451809705
cra_crp__wt_ac__2,-2.4351527443,-0.45472355200000003,-0.5085237715
cra_crp__wt_fru__1,-1.5734775221000001,-0.49278345500000004,-0.5281612565
cra_crp__wt_fru__2,-1.6711321172,-0.7308572360000001,-0.2527422245
cra_crp__delcra_ac__1,-1.0575730338,0.401117143,-0.1003704755
cra_crp__delcra_ac__2,-0.8582626206,0.6325759950000001,-0.0721136975
cra_crp__delcra_fru__1,-0.6015311161,0.44484355200000003,-0.3488015445
cra_crp__delcra_fru__2,0.0851459278,0.424122533,-0.7016106925000001
cra_crp__delcra_glc__1,-0.8934856022000001,-0.31600839000000003,-0.47021906550000003
cra_crp__delcra_glc__2,-0.8039995174,0.005494958,-0.5834756655000001
rpoB__wt_031__1,0.6928917033,0.78801376,-0.5644937385000001
rpoB__wt_044__1,-0.1307971648,0.5489348460000001,-0.5843948185
rpoB__wt_lb__1,-1.8974803047000002,-0.156339327,-1.3503981815000001
rpoB__wt_lb__2,-2.0179015335,-0.001074807,-1.2407365835
rpoB__rpoBE546V_031__1,0.7526721561,0.734424728,-0.2734321135
rpoB__rpoBE546V_044__1,0.9917040199,0.580162402,-0.12638140450000002
rpoB__rpoBE546V_lb__1,-3.0808791587,-0.098766396,-1.0776680025
rpoB__rpoBE546V_lb__2,-2.6584534746,0.33478929300000004,-1.0520396635
rpoB__rpoBE546V_glc__1,-0.4775712748,0.665183335,-0.4135708475
rpoB__rpoBE672K_glc__1,-0.17740009010000002,0.557185852,-0.5507997275000001
rpoB__rpoBE672K_glc__2,-0.5042440346,0.63731587,-0.7218510785000001
rpoB__rpoBE672K_lb__1,-1.3071583397,0.199021309,-0.8090023295000001
rpoB__rpoBE672K_lb__2,-1.9346620398,0.163270871,-0.8075626605
crp__wt_fru__1,0.2681525328,0.011184915,-0.1258533055
crp__wt_glyc__1,-1.2569937605,-0.027717059000000002,-0.3618944135
crp__wt_glyc__2,-1.1607576813,-0.042711624000000004,-0.4390382105
crp__delar1_glyc__1,-1.0039623401,0.83535874,0.9188190285000001
crp__delar1_glyc__2,-0.8893955739,1.090723033,0.8381003275000001
crp__delar1ar2_glyc__1,-1.7122687759000002,0.222523359,-0.3996332745
crp__delar1ar2_glyc__2,-1.7661151215,0.22010762,-0.3848452795
crp__delar1ar2_glyc__3,-2.0335182702,0.077236066,-0.31376948450000003
crp__delar2_glyc__1,-1.0425698803,0.5341773710000001,0.1462020815
crp__delar2_glyc__2,-0.41275619880000003,0.400042805,0.13270107250000002
crp__delar2_glyc__3,-1.1647124908,0.224202845,0.2035103805
crp__delcrp_fru__1,-0.7253742561000001,0.9939651060000001,-0.4779946405
crp__delcrp_fru__2,-0.0087234264,1.073103047,-0.6058725255
crp__delcrp_fru__3,-0.806636372,1.142484236,-0.6414875495
crp__delcrp_glc__1,-0.10298848790000001,0.464721076,-0.1223583605
crp__delcrp_glc__2,-1.1423508517,0.7470960999999999,-0.4949096485
crp__delcrp_glc__3,-0.9738611202,0.848095373,-0.1762175335
crp__delcrp_glyc__1,-0.6551639728,0.6533242170000001,-0.6730769685
crp__delcrp_glyc__2,0.9713416755000001,0.647290777,-0.9849810345000001
crp__delcrp_glyc__3,1.1905692168,0.7495920970000001,-0.4894325115
glu__glu_ale3__1,1.1162234429,0.482015532,1.0052043605
glu__glu_ale4__1,-2.063088124,0.06813928300000001,0.0509313315
glu__glu_ale5__1,-2.087251362,-0.14879219500000002,-0.2645540555
glu__glu_ale6__1,-2.2048279596,-0.421964995,-1.1242399935
glu__glu_ale8__1,-0.34058694510000004,0.556513095,0.8724555715000001
glu__glu_ale9__1,-1.1654973536,0.414416147,1.0339259245
glu__glu_ale10__1,0.5792404391,0.016406568,1.1083022565
42c__wt_42c__1,-3.5717292051,0.43148222900000005,-0.9355485865000001
42c__42c_ale1__1,-0.9791491191,0.206356629,0.5861118695
42c__42c_ale2__1,-0.7794024279,-0.216234583,0.3053595675
42c__42c_ale3__1,-1.9673769707000002,-0.039309115000000006,-0.45377302350000004
42c__42c_ale4__1,-0.5198364576,1.183369564,1.5310206435
42c__42c_ale5__1,-0.3585845281,-0.17903822700000002,-0.7137330815
42c__42c_ale6__1,0.2712459559,0.7084956450000001,1.3091412955
42c__42c_ale8__1,1.0303721752,0.9586829020000001,1.7836026315
42c__42c_ale9__1,-1.7185464155,-0.430915408,-0.6615512295
42c__42c_ale10__1,0.1952725374,0.655023939,1.2444903355
ssw__wt_ac__1,-0.6221004438000001,0.865046422,-0.7333832235000001
ssw__wt_glc__1,0.1802382519,-0.078885011,-0.9241867475000001
ssw__wt_glyc__1,-2.6540167988,1.014938355,0.9316784125
ssw__wt_xyl__1,1.446542509,1.684760762,1.3021813905
ssw__glc_ale1__1,-0.5356378915000001,1.475331699,-0.2632364665
ssw__glc_ale2__1,0.1308184715,0.7940970620000001,0.4847565025
ssw__glc_ale3__1,-1.1413304878,0.62236493,0.5085823865
ssw__glyc_ale1__1,-0.2130306116,1.3841819050000002,-0.055429279500000005
ssw__glyc_ale2__1,-0.4213417064,0.72866624,0.7394252905
ssw__xyl_ale1__1,-0.8892615237,0.8763512280000001,0.33105872550000004
ssw__xyl_ale2__1,-0.5784350928,0.7174335190000001,0.6484007045
ssw__xyl_ale3__1,-1.5503817434,0.942847799,-0.2726000165
ssw__glc_ac_ac2__1,0.893082935,0.37018512200000003,0.1823298885
ssw__glc_ac_glc1__1,0.3077857958,0.8256620720000001,0.25920098950000003
ssw__glc_glyc_glc__1,0.4998601888,1.014731317,0.7194006335
ssw__glc_glyc_glyc__1,-1.8269679873,1.043099161,0.8599847035
ssw__glc_xyl_glc__1,-0.3736490098,0.68484936,0.3672266265
ssw__glc_xyl_xyl__1,-1.049124545,0.448087418,-0.5916081155
ica__wt_glc__1,-1.4892748632,-0.012055996000000001,-1.1592407795
ica__wt_glc__2,-1.254435186,-0.161286604,-1.3672645305
ica__wt_glc__3,-0.2182810258,0.08997571900000001,-1.1595264215
ica__wt_glc__4,0.0239619826,-0.022636037,-1.0125074755
ica__arg_sbt__1,-0.6071366624,0.470654098,-0.48454870650000004
ica__arg_sbt__2,-0.2366383567,0.5457840620000001,-0.4417167775
ica__cytd_rib__1,0.2786177777,0.36502443100000004,-1.1504756225000001
ica__cytd_rib__2,-0.2539627228,0.175684891,-1.2259896625
ica__gth__1,1.360314202,2.296672257,-0.2833233845
ica__gth__2,-0.0016449665,2.424745525,-0.24017176850000002
ica__leu_glcr__1,-0.058495641300000005,0.732928279,-1.1448124705
ica__leu_glcr__2,-0.2951264502,0.704812631,-1.2836989505
ica__met_glc__1,-0.6797097849,-0.24413498200000003,-1.4936964975
ica__met_glc__2,-0.7474849229,-0.06641861,-1.3544498525
ica__no3_anaero__1,0.27815333340000004,0.60723028,-0.1954726715
ica__no3_anaero__2,-0.2127215422,0.5705991770000001,-0.15359595750000002
ica__phe_acgam__1,-0.9248167486000001,-0.115576277,-1.2227539475
ica__phe_acgam__2,-0.7206116845,-0.252563095,-1.3332954095
ica__thm_gal__1,-1.7865962095999999,0.537804664,-0.8710459315
ica__thm_gal__2,-1.1438085048,0.46317516200000003,-1.0140530485
ica__tyr_glcn__1,-0.10914254050000001,-0.161117748,-1.2646181095
ica__tyr_glcn__2,-0.2342778673,-0.218094838,-1.1400120985
ica__ura_pyr__1,-0.2874147398,0.177298682,-1.0901010345
ica__ura_pyr__2,0.4449181055,0.366033934,-1.0105897465
ica__wt_glc__5,-0.9973994814,0.19583840500000002,-0.9935873995000001
ica__wt_glc__6,-1.2543060504999999,0.05521341900000001,-1.1789054865
ica__bw_delpurR_cytd__1,0.2016559165,-0.161189892,-0.7149185145
ica__bw_delpurR_cytd__2,-0.5924065239,0.15129061800000002,-0.4758987465
ica__ade_glc__1,-0.7854515007,0.299333552,-0.6572269335
ica__ade_glc__2,-0.10077327850000001,-0.424858554,-0.8629779765000001
ytf__wt_glc__1,-0.7302299265000001,0.43249270300000003,-0.14036223750000001
ytf__wt_glc__2,-1.9261694478,0.7299857080000001,-0.1072273175
ytf__delyafC__1,0.1390278581,0.756323732,0.0944165435
ytf__delyafC__2,-0.0117639521,0.8378199740000001,-0.0430277045
ytf__delyeiE__1,-0.5551844916,0.228378817,-0.49427885650000003
ytf__delyeiE__2,-2.2023469798,0.407660905,-0.7484538125
ytf__delyiaJ__1,0.3035402729,0.839135273,-0.1488929585
ytf__delyiaJ__2,-0.16193279870000002,0.8227036710000001,0.0123068575
ytf__delyieP__1,-0.5496755909000001,0.886974923,0.33953306250000004
ytf__delyieP__2,-0.31384721320000003,0.986135901,0.2271207265
ytf__wt_ph5__1,0.1343345845,0.653023837,-0.5803117365
ytf__wt_ph5__2,-0.7137478341,0.403336788,-0.8563641445
ytf__wt_ph8__1,0.19762667720000002,0.19857317200000002,-1.2819109945
ytf__wt_ph8__2,0.45969552220000004,-0.025951112000000002,-0.9371278525000001
ytf__delybaO__1,-0.4754006886,0.583648803,0.057432488500000003
ytf__delybaO__2,-0.49440619999999996,0.581872735,-0.033844345500000005
ytf__delybaQ__1,-1.0417677413,-0.011840443,-0.5852998475
ytf__delybaQ__2,-1.2555932917,0.050561062000000004,-0.7957823345
ytf__delybiH__1,-0.0055360463,0.7891601380000001,0.2070479265
ytf__delybiH__2,0.6210307241,1.002194471,0.19794759650000002
ytf__delydcI_ph5__1,-1.0343927049,0.419573601,-0.8429766615000001
ytf__delydcI_ph5__2,-0.1475034946,0.232516453,-1.0465200505
ytf__delydcI_ph8__1,0.9252994753,0.14580405500000002,-0.9565513465000001
ytf__delydcI_ph8__2,-0.3321573345,0.07726645700000001,-1.1918895005
ytf__delyddM__1,0.4620646212,0.528331518,-0.6159716365
ytf__delyddM__2,0.4980409444,0.42573301,-0.6087997205
ytf__delyheO__1,0.5323172365000001,0.766838702,0.0648009955
ytf__delyheO__2,0.3653355796,0.5594287440000001,0.1163233225
fps__bw_glc__1,-0.6817783383,0.175399945,-0.8588446495000001
fps__bw_glc__2,-0.6991302255,0.149333666,-0.9060102005
fps__fps_thrA_ale1__1,-0.2507076787,0.344805746,-0.8218234855000001
fps__fps_thrA_ale1__2,-0.9061103223,0.5925289730000001,-0.8918323465
fps__fps_thrA_ale2__1,-0.8779298917,0.450705467,-1.1296403655
fps__fps_thrA_ale2__2,-0.1374754642,0.44110164300000004,-1.0301543155
fps__fps_serB_ale1__1,-0.8317269372,0.5189636040000001,-0.8860277145000001
fps__fps_serB_ale1__2,-1.4407584801,0.466547007,-0.8365474915000001
fps__fps_serB_ale4__1,-0.36470164310000003,0.8849106800000001,-0.2960381885
fps__fps_serB_ale4__2,-0.8084499470000001,1.300127241,-0.4304220495
fps__fps_ptsI_ale1__1,-0.3660096975,0.10334224500000001,-1.3080411965
fps__fps_ptsI_ale1__2,0.014174948000000001,0.250974295,-1.0159806365
fps__fps_ptsI_ale3__1,-1.3075717843999999,0.299939518,-1.0195278675
fps__fps_ptsI_ale3__2,-0.880561318,0.135685092,-1.0563282385
pal__lyx_ale2_f6__1,-0.0615227746,0.798945404,-0.6470216935
pal__lyx_ale2__1,-0.1097870702,0.34541084800000005,-0.8214018515
pal__lyx_ale2__2,-0.5313491762,0.49550821,-0.6911165555000001
pal__lyx_ale4__1,-1.5308086763,-0.5841326330000001,-0.9144942075
pal__lyx_ale4__2,-1.9088335793,-0.336327,-1.0781173255
pal__5drib_ale10_f18__1,-1.5674236564,0.866840041,-0.8243140355
pal__5drib_ale10_f18__2,-1.2995334935,0.7559262280000001,-0.8877684045
pal__5drib_ale10__1,-1.4467076836000001,0.8802569480000001,-0.8438522835000001
pal__arab_ale14_f9__1,0.5793027747,0.576800015,-0.6488489655
pal__arab_ale14_f9__2,-0.4057704877,0.730484431,-0.5602395825
pal__arab_ale14__1,-0.6947326553000001,0.085832263,-1.1977325505
pal__arab_ale14__2,-0.18254473200000002,-0.314780269,-0.8833316615000001
pal__arab_ale16__1,-4.2703775682,0.714927909,-0.38120025750000003
pal__arab_ale16__2,-3.5874711946,0.8783063090000001,-0.2804059835
pal__tartr_ale26_f10__1,-0.1673167821,0.271605878,-0.5736642705
pal__tartr_ale26_f10__2,-1.0363504258,0.6005379310000001,-0.4605293425
pal__tartr_ale26__1,1.0459621434,0.7663679250000001,-0.8469607605
pal__tartr_ale26__2,2.0550468865,0.534783671,-0.7250932875
pal__tartr_ale28_f10__1,-1.7054938445,1.388692575,-0.7159329915
pal__tartr_ale28_f10__2,-2.4860543002,1.036455803,-0.6648997575000001
pal__tartr_ale28__1,-1.1129404515,0.44803755,-0.8173595335
pal__tartr_ale28__2,-0.5259796621,0.33334244300000004,-0.3386111845
efeU__delmenFentC_citr__1,-2.4798709738999998,0.370853822,-0.48120336550000004
efeU__delmenFentC_citr__2,-0.6756394778,0.394882271,-0.0087987785
efeU__delmenFentC__1,0.17098581740000002,0.6823139260000001,-0.9789586035000001
efeU__delmenFentC__2,-0.25005033400000004,0.8076257840000001,-0.8341732625
efeU__menFentC_ale39__1,-0.6899481169,0.688793047,0.3186496535
efeU__menFentC_ale39__2,-0.0389892871,0.770610621,0.1436795085
efeU__menFentC_ale29__1,0.7693946673000001,0.958822287,0.4336531195
efeU__menFentC_ale29__2,0.661824968,1.086667267,0.3263810935
efeU__menFentC_ale30__1,-0.9463756452000001,0.20233926100000002,-0.9871033905000001
efeU__menFentC_ale30__2,-1.5569991490000001,0.07354613,-1.0548712655
efeU__menFentCubiC_ale36__1,-0.4342028113,0.144787107,-0.8307463415
efeU__menFentCubiC_ale36__2,-0.39182881420000004,0.29859587800000004,-1.0394235295
efeU__menFentCubiC_ale37__1,-0.7753628226,0.9349699520000001,-0.7820111495000001
efeU__menFentCubiC_ale37__2,-1.3146072845,0.730799473,-0.6723062385
efeU__menFentCubiC_ale38__1,-1.026586604,0.677307451,-0.6900735785000001
efeU__menFentCubiC_ale38__2,0.3001636791,0.726371418,-0.7496044435
misc2__salc_glc__1,0.4138739886,1.16571829,-0.8669875735
misc2__salc_glc__2,0.28761308220000004,1.383171224,-0.3061988485
misc2__dbcn_glc__1,1.0444781774,-0.094556714,-0.6857831065000001
misc2__dbcn_glc__2,1.3637191097999999,0.00031684,-1.1997390195
misc2__tyr_glc__1,0.1222235628,0.30871837500000004,-0.9334926235000001
misc2__tyr_glc__2,-0.0594515071,0.14710586,-0.7916889225
misc2__arg_cytd__1,-1.2911990823,-0.23369236100000002,-1.1571461725
misc2__arg_cytd__2,-0.9533332056,-0.238173549,-1.1408631115
misc2__delyheO_pyr__1,-0.529661421,0.783300909,-0.7522419405
misc2__delyheO_pyr__2,-0.9377876655,0.78883789,-0.8568532805
nquinone__delubiC__1,-0.7327883476,0.293150522,-0.7598062285
nquinone__delubiC__2,0.6099895234,0.30071466,-1.0146704215
nquinone__ubiC_ale1__1,-0.5612369139,0.5197481780000001,-0.8032015935
nquinone__ubiC_ale1__2,-0.08844164780000001,0.593514308,-0.7688176855000001
nquinone__ubiC_ale2__1,0.10308994960000001,0.353411543,-0.7230108265
nquinone__ubiC_ale2__2,-0.0503199021,0.22620586,-0.9324595235
nquinone__ubiC_ale3__1,-0.5366676743000001,-0.115282085,-1.2643867955
nquinone__ubiC_ale3__2,-0.33373396980000003,-0.17566052100000001,-1.6523887285
nquinone__ubiC_ale4__1,-0.2234521924,0.41726757000000003,-1.1217648025
nquinone__ubiC_ale4__2,-0.3521397391,0.603365114,-0.7910460355000001
nquinone__delpdhR__1,-0.1213808708,-0.08984546800000001,-1.3582256625
nquinone__delpdhR__2,-0.040036764100000004,-0.143322512,-1.1710830225
quinone__glu_ale4__1,-0.5118830257,0.36982551300000005,-1.2877983445
quinone__glu_ale4__2,0.0948077617,0.38228474700000004,0.1566292615
quinone__delmenF__1,-1.3666064093,0.36079237200000003,-0.7701704035
quinone__delmenF__2,-0.6790683995,0.255762761,-0.9852901015000001
quinone__menF_ale5__1,0.7721542979,1.167150334,0.5846108865
quinone__menF_ale5__2,0.7473246956,0.721669705,0.6215925215
quinone__menF_ale6__1,1.2671238297,0.8680656630000001,0.5322774205
quinone__menF_ale6__2,1.0889864104,0.7772350840000001,0.6280972745
quinone__menF_ale7__1,1.5153843993,0.576589274,0.3309470405
quinone__menF_ale7__2,0.44136501170000003,0.8036412740000001,0.4511724975
quinone__menF_ale8__1,0.6837634799,0.501581998,0.6338122765
quinone__menF_ale8__2,0.9580779062,0.548753603,0.7895934315
quinone__delmenFubiC__1,0.25360997550000003,0.271662202,-0.7500522945
quinone__delmenFubiC__2,0.6170193202,0.37608476500000004,-1.0482918165
quinone__menFubiC_ale1__1,0.0091128271,0.51908097,-0.14396864750000002
quinone__menFubiC_ale1__2,0.6247280012,0.43011372200000003,-0.20107600050000002
quinone__menFubiC_ale2__1,0.5103482433000001,0.6889247380000001,-0.0949770555
quinone__menFubiC_ale2__2,-0.1458362441,0.5731590360000001,0.042468002500000004
quinone__menFubiC_ale3__1,0.0664181315,0.39773236100000003,-1.0130777185
quinone__menFubiC_ale3__2,-0.32599987810000003,0.307641924,-1.0053462655
quinone__menFubiC_ale4__1,1.8478032877000001,0.8729898610000001,0.5955335625
quinone__menFubiC_ale4__2,1.5418741304,1.115939014,0.6869417605
oxyR__wt_glc__1,-1.4049485658,-0.027749395000000003,-0.9114792585
oxyR__wt_glc__2,-1.1946472245,0.042377008,-1.0902086755
oxyR__wt_h2o2__1,-0.9884314541,0.057673048000000005,-0.9519767965
oxyR__wt_h2o2__2,-0.40127160300000003,0.314531386,-0.6969756375
oxyR__glu_ale4__1,-0.8346130967000001,0.567623294,-0.8313818305
oxyR__glu_ale4__2,-0.3272562406,0.7348103840000001,-0.2182142595
oxyR__glu_ale4_h2o2__1,-0.48761441110000003,0.922083905,-0.2225592045
oxyR__glu_ale4_h2o2__2,-1.1354372244,1.214470544,-0.4516816615
oxyR__oxyR_ale17__1,-1.2950385691,0.85022312,-0.4203462445
oxyR__oxyR_ale17__2,-1.1811423327,0.7567221620000001,-0.3692460345
oxyR__oxyR_ale17_h2o2__1,-1.5627372606,0.6172202830000001,-0.3480443885
oxyR__oxyR_ale17_h2o2__2,-2.2172269123,0.24922759500000002,-0.7231174485
oxyR__oxyR_ale18__1,-0.4765790032,-0.16243021200000002,-1.3835845545
oxyR__oxyR_ale18__2,-1.2641639275,-0.41808604400000005,-1.3059973955
oxyR__oxyR_ale18_h2o2__1,-0.9226019866,0.47727519500000004,-0.7399090305
oxyR__oxyR_ale18_h2o2__2,-0.4062548597,0.454645952,-0.7265589895
oxyR__oxyR_ale19__1,-1.6014770038,-0.32679899900000003,-1.2181352125
oxyR__oxyR_ale19__2,-1.0963508861,-0.24325263600000002,-0.9901032925000001
oxyR__oxyR_ale19_h2o2__1,-0.8817613089,-0.33402079300000004,-1.0102719495
oxyR__oxyR_ale19_h2o2__2,-1.4395939563,-0.5587905360000001,-1.2128181445
oxyR__oxyR_ale20__1,-0.9421776550000001,0.58981229,-0.7186530415
oxyR__oxyR_ale20__2,-1.1071707762,0.882782748,-1.0289153495
oxyR__oxyR_ale20_h2o2__1,-1.9092217324,0.438445613,-0.6262074735000001
oxyR__oxyR_ale20_h2o2__2,-1.5120358428,0.46718678500000005,-0.5503981455
svns_pgi__BmePgi24_15__1,-1.1325294372,0.5496813220000001,-0.8170166535000001
svns_pgi__BmePgi24_15__2,-0.7579178428000001,0.48636011700000004,-0.7678912815000001
svns_pgi__BmePgi24_26__1,-1.1510845081,0.633291656,-0.7872650105000001
svns_pgi__BmePgi24_26__2,-1.5416945974,0.719675049,-0.7237136975
svns_pgi__BmePgi24_41__1,-1.3011733436,0.5246307210000001,-0.5903785325
svns_pgi__BmePgi24_41__2,-1.4468269827,0.6021671780000001,-0.8770924695000001
svns_pgi__BmePgi24_52__1,-1.3787382911,0.675048673,-0.8496973205
svns_pgi__BmePgi24_52__2,-1.2517868941999999,0.673713475,-0.6633276705000001
svns_pgi__PaePgi2_34__1,-1.0639821306,0.751437998,-0.34070180850000004
svns_pgi__PaePgi2_34__2,-1.3462092477,0.761103724,-0.3881630795
svns_pgi__PaePgi2_63__1,-1.5949411277,1.087658918,-0.4077736075
svns_pgi__PaePgi2_63__2,-1.8811372198,1.169810233,-0.38491775850000004
svns_pgi__PaePgi24_54__1,-1.4239747935,0.711464753,-0.4193670055
svns_pgi__PaePgi24_54__2,-1.1258730403000001,0.555848876,-0.5245378335
svns_pgi__PaePgi24_90__1,-1.155565529,0.7913861440000001,-0.5739907875
svns_pgi__PaePgi24_90__2,-1.5573891953999999,0.455455382,-0.2128589415
abx_media__m9_ctrl__1,-0.7215794225000001,0.183952532,-0.0949168195
abx_media__m9_ctrl__2,-0.5819246779,0.295011605,-0.5223055765
abx_media__rpmi_ctrl__1,-0.6260332983,0.20925774300000002,0.1621655405
abx_media__rpmi_ctrl__2,-1.1463195287,0.620966978,0.1629767355
abx_media__camhb_ctrl__1,-1.1809271497,-0.449188374,-0.9620963895
abx_media__camhb_ctrl__2,-0.576235401,-0.39714925300000004,-0.9469125025
abx_media__m9_mero__1,0.1267860546,0.119863625,-0.1515416055
abx_media__m9_mero__2,-0.7106671799000001,0.365793138,-0.5075721155
abx_media__rpmi_mero__1,-1.1881539735,0.487628895,-0.4055347955
abx_media__rpmi_mero__2,-0.8370741902000001,0.49066039,-0.2958827785
abx_media__camhb_mero__1,-1.5211702696,-0.277965738,-1.7306870775
abx_media__camhb_mero__2,-2.1512450444,-0.26360423,-1.6200391355
abx_media__m9_trisulf__1,-0.8501344972,0.318742432,-0.14192725150000002
abx_media__m9_trisulf__2,-1.2800546083,0.78242225,-0.4108485275
abx_media__rpmi_trisulf__1,-1.6902504941,0.290844621,-0.4628389745
abx_media__rpmi_trisulf__2,-1.2163873167,0.448125979,-0.32336177250000003
abx_media__camhb_trisulf__1,-2.1883855748,0.357804469,-0.0358263775
abx_media__camhb_trisulf__2,-2.540520057,0.138073432,-0.0034559495
abx_media__m9_cef__1,-2.1923153207,0.7907806070000001,-0.7765324515
abx_media__m9_cef__2,-2.4924487403,0.5665736130000001,-1.0256151255
abx_media__rpmi_cef__1,-3.0170176985,1.399235579,0.1223533235
abx_media__rpmi_cef__2,-2.6722750551,1.492935913,0.1919427565
abx_media__camhb_cef__1,-1.6814981916,0.0531366,-0.9804748045
abx_media__camhb_cef__2,-1.6151351165999999,-0.052194223000000005,-0.7423040545
abx_media__m9_cipro__1,-0.5403461231,0.17248543400000002,-0.2418126525
abx_media__m9_cipro__2,0.0248890815,0.037760632,-0.1792579735
abx_media__rpmi_cipro__1,-3.2307538496,1.234667094,-0.1457520585
abx_media__rpmi_cipro__2,-1.9100081106000002,0.7805580350000001,-0.2430666575
abx_media__camhb_cipro__1,-2.97435236,-0.311937685,-0.9127196735
abx_media__camhb_cipro__2,-2.6578325567,-0.141544729,-0.9063087305
hot_tale__42c_ale3_30c__1,-1.4961498699,0.32459117400000004,-0.5698404925
hot_tale__42c_ale3_30c__2,-1.9526136369,0.19151193600000002,-0.7730390145
hot_tale__42c_ale3_37c__1,-2.0991634196,0.29659024700000003,-0.6163023825
hot_tale__42c_ale3_37c__2,-1.2245867918,0.036528431,-0.7257860085000001
hot_tale__42c_ale3_44c__1,0.0858227295,1.513649933,-0.5743045275
hot_tale__42c_ale3_44c__2,-0.2528011637,1.577761834,-0.6055987475
hot_tale__hot_ale3_mid_30c__1,-1.5394264791999999,1.06268126,-0.39646889550000003
hot_tale__hot_ale3_mid_30c__2,-1.2783893172,0.696248571,-0.5679990465
hot_tale__hot_ale3_mid_37c__1,-0.3755072926,0.21557162600000002,-0.6684615915000001
hot_tale__hot_ale3_mid_37c__2,-1.0091289818,0.52711854,-1.3089537875000001
hot_tale__hot_ale3_mid_44c__1,1.5070085901999999,1.191044907,-0.6555123805
hot_tale__hot_ale3_mid_44c__2,-0.3332035128,1.058605089,-0.4234994805
hot_tale__hot_ale3_30c__1,-0.8135772301,0.695747102,-0.9847419035
hot_tale__hot_ale3_30c__2,-1.0270491434,0.693277166,-0.8659551035
hot_tale__hot_ale3_37c__1,0.6005297832000001,0.283245483,-0.8323627935
hot_tale__hot_ale3_37c__2,-1.1298965148,0.089704322,-1.0439250375
hot_tale__hot_ale3_44c__1,0.1176483759,1.250826102,-0.3566812915
hot_tale__hot_ale3_44c__2,-0.0401379711,1.123549634,-0.9719001985000001
hot_tale__hot_ale4_30c__1,-0.4720577219,0.30190028700000004,-0.6273233415
hot_tale__hot_ale4_30c__2,-0.7901938997,0.32758768400000005,-0.7952785685
hot_tale__hot_ale4_37c__1,-1.3780243739,0.357563253,-0.8662752305
hot_tale__hot_ale4_37c__2,-1.9725823874000001,0.20952705100000002,-0.8374665955
hot_tale__hot_ale4_44c__1,-2.1424624325,0.757373391,-0.5226169895
hot_tale__hot_ale4_44c__2,-1.4691220861,1.270246586,-0.5149245715
hot_tale__hot_ale8_30c__1,-2.07579177,0.7305115910000001,-0.7642601565
