,A,XylR,Crp
cck_pts__gmos_delptsHIcrr__2,1.0413108068,-0.3059168365,0.464496883
cck_pts__gmos_delptsHIcrr__1,0.3991192729,-0.3758004285,0.649161093
cck_pts__pts_ale1__2,-0.5321360176000001,-0.2074843435,0.32947587300000003
cck_pts__pts_ale1__1,-0.3929829368,-0.5655738105,0.296778353
cck_pts__pts_ale2__2,-0.1268259462,-0.3688439875,0.201890953
cck_pts__pts_ale2__1,-0.4138357136,-0.4374423355,0.275129713
cck_pts__pts_ale3__2,-1.1021388116,-1.1419035075,-0.445342181
cck_pts__pts_ale3__1,-1.294886574,-0.8725802955,-0.14552193800000002
cck_pts__pts_ale4__2,-0.5174362466,0.0124971665,0.420678743
cck_pts__pts_ale4__1,0.0387644578,-0.060925781500000005,0.387503033
cck_gnd__gmos_delgnd__1,-0.1834210771,0.1757789445,0.515541103
cck_gnd__gmos_delgnd__2,0.3391781331,-0.19758216650000002,0.419079603
cck_gnd__gnd_ale1__1,-0.640444086,-0.29459337150000003,0.113228532
cck_gnd__gnd_ale1__2,-0.1650320607,0.0439452565,0.145492598
cck_gnd__gnd_ale2__1,-0.9297890978000001,-0.4480512105,0.057324061
cck_gnd__gnd_ale2__2,-0.8314499946,-0.3372650465,0.051602317
cck_gnd__gnd_ale3__1,-0.3062501125,-0.0845058445,0.047017895000000004
cck_gnd__gnd_ale3__2,-0.3360548474,-0.1923731555,0.07806117700000001
cck_tpiA__gmos_deltpiA__1,2.4906826715,-0.1073884435,0.554945433
cck_tpiA__gmos_deltpiA__2,4.5386640055,0.3100932665,0.648474443
cck_tpiA__tpiA_ale1__1,0.3057220852,0.40893215650000003,0.5753141230000001
cck_tpiA__tpiA_ale1__2,0.1457996809,0.3854693295,0.5862271530000001
cck_tpiA__tpiA_ale2__1,0.5376839974000001,0.5386745015000001,0.693161793
cck_tpiA__tpiA_ale2__2,0.9061689318,0.12540961850000001,0.48257620300000004
cck_tpiA__tpiA_ale3__1,0.4796511041,0.2189261405,0.44486670300000003
cck_tpiA__tpiA_ale3__2,0.7270059184000001,0.1439175125,0.424267453
cck_tpiA__tpiA_ale4__1,0.2281311875,0.2392712915,0.227203863
cck_tpiA__tpiA_ale4__2,0.5441677673,0.2470817855,0.196128253
acid_tale__acid_ale1_pH7__1,-0.647741679,-0.2023892735,0.152688973
acid_tale__acid_ale1_pH7__2,-1.0169968717,-0.1470560755,0.12606668000000001
acid_tale__acid_ale1_pH5__1,-1.5576805441000001,-0.3793922515,0.7941495230000001
acid_tale__acid_ale1_pH5__2,-1.5615826802,-0.47348255250000004,0.815270033
acid_tale__acid_ale2_pH7__1,-0.8407112767,0.0773154385,0.338840073
acid_tale__acid_ale2_pH7__2,-1.1876426139,-0.051592187500000004,0.323054463
acid_tale__acid_ale2_pH5__1,-1.9259913703,-0.2960862435,0.432644723
acid_tale__acid_ale2_pH5__2,-1.0936465052,-0.2850864735,0.485480993
acid_tale__low_Mg_ale_pH7__1,-0.21246165560000002,-0.0538534315,0.300746703
acid_tale__low_Mg_ale_pH7__2,-0.08822536830000001,-0.0132013775,0.34624546300000003
acid_tale__low_Mg_ale_pH5__1,-1.5759926293,0.1723281905,0.608588733
acid_tale__low_Mg_ale_pH5__2,-1.4709778583,-0.0907514075,0.557231563
acid_tale__MES_ale_pH7__1,-1.4627524302000001,0.0618431835,0.430531873
acid_tale__MES_ale_pH7__2,-0.7448930479,-0.0451860055,0.47473322300000004
acid_tale__MES_ale_pH5__1,-1.3311236367000001,0.0362460175,0.475017483
acid_tale__MES_ale_pH5__2,-1.2480819252,0.0697075115,0.709374983
acid_tale__gmos_pH7__1,-0.8601837142000001,0.1243418335,0.42960406300000004
acid_tale__gmos_pH7__2,-0.9456191169,0.0239877145,0.444629313
acid_tale__gmos_pH5__1,-0.9071599047000001,-0.1030037735,0.650228023
acid_tale__gmos_pH5__2,-1.0699293018,0.0923597295,0.7174304530000001
adnB__wt_adn__1,0.6619273276000001,-0.09882848350000001,-0.41595584700000005
adnB__wt_adn__2,-0.0119571386,-0.3570407225,0.229595813
adnB__delydhB_adn__1,0.7162109755,-0.2436996975,-0.53031891
adnB__delydhB_adn__2,0.7025066288,-0.0109894035,-0.264506101
ytf2__wt_glc__1,0.38495824700000003,0.1220023195,0.207994233
ytf2__wt_glc__2,0.6480659326,0.4039018945,0.253845453
ytf2__ybcM_glc__1,1.2800145046,-0.1404526755,0.49687887300000005
ytf2__ybcM_glc__2,1.7649324734,-0.1768328855,0.5496294230000001
ytf2__ydhB_glc__1,1.3307470706,0.1491674895,0.326151603
ytf2__ydhB_glc__2,1.2248737123,0.1334216725,0.395503043
ytf2__yfeC_glc__1,1.2593923134,-0.0430175555,0.20829614300000002
ytf2__yfeC_glc__2,1.1361951925,-0.0062218435,0.37606821300000004
ytf2__yciT_glc__1,0.9593742781000001,0.0580820425,0.459934233
ytf2__yciT_glc__2,1.1914967312,0.0282729385,0.517486403
ytf2__ydiZ_glc__1,0.2378528695,-0.0940826835,0.28184425300000004
ytf2__ydiZ_glc__2,0.0242108389,0.0538450745,0.281401713
ytf2__ynfL_glc__1,0.8992555734000001,0.4293235005,0.510756223
ytf2__ynfL_glc__2,0.674518901,0.4305647795,0.523190413
misc2__dellon_glc__1,0.1502153453,-0.1304379255,0.48724811300000004
misc2__dellon_glc__2,0.5917676466,-0.4923165425,0.21544195300000002
ytf3__wt_glc2__1,1.0129507237,-0.11067289550000001,0.456262873
ytf3__wt_glc2__2,1.0721281266,0.0283801675,0.5116651830000001
ytf3__wt_pH7_lactate__1,1.2207528196,-0.21639004650000002,0.560872303
ytf3__wt_pH7_lactate__2,1.0944585545,-0.2043545435,0.553273863
ytf3__wt_pH55_lactate__1,1.0225098714,0.13124389050000002,0.778064203
ytf3__wt_pH55_lactate__2,1.277603267,0.0228204995,0.7423117130000001
ytf3__wt_pH55_HCl__1,0.8851673589,0.1036414615,0.615049543
ytf3__wt_pH55_HCl__2,0.7377913539000001,0.14122508150000002,0.6014201330000001
ytf3__dyieP_pH7__1,1.0532406587,-0.0170278085,0.47916943300000003
ytf3__dyieP_pH7__2,1.1146999283,0.0457698995,0.424966693
ytf3__dyieP_pH55__1,0.9281508553000001,-0.0232002595,0.439007113
ytf3__dyieP_pH55__2,0.9279021144,0.0207413515,0.623551333
