,A,CytR,Crp
nac_ntrc__wt_gln__1,-1.6332533115188468,-0.7203059275000001,0.16383650300000066
nac_ntrc__wt_gln__2,-1.294498918019786,-0.9337227395000004,0.11651884599999995
nac_ntrc__bw_delnac_csn__1,-2.721705947159893,-0.17113147650000027,0.16921202300000004
nac_ntrc__bw_delnac_csn__2,-1.981284511913785,-0.3361349435000003,0.03216219000000109
nac_ntrc__bw_delnac_cytd__1,1.801369149641282,-0.4807081765000003,0.2936758630000007
nac_ntrc__bw_delnac_cytd__2,2.022357766650499,-0.4955943495000002,0.2286386530000009
nac_ntrc__bw_delnac_gln__1,-1.941517931540441,-0.6333049045000001,0.5051051429999998
nac_ntrc__bw_delnac_gln__2,-1.9011462226761344,-0.5976879365000007,0.563775123000001
nac_ntrc__bw_delnac_nh4__1,-1.6434996252116276,-0.20046298850000002,0.3391651030000009
nac_ntrc__bw_delnac_nh4__2,-0.9095214175572196,-0.0862697834999997,0.3602350630000011
misc__wt_no_te__1,-0.0740670226786999,-0.6336409524999995,0.3221691629999999
misc__wt_no_te__2,0.6436765254197513,-0.4197712745000004,0.3159875930000009
misc__bw_delcbl__1,-0.0164788378528349,0.1316744734999995,0.30577407300000026
misc__bw_delcbl__2,-0.3133156462947862,0.09804348750000004,0.3225694130000001
misc__bw_delfabr__1,-0.5240823866747778,0.020130609499999785,0.1944652930000004
misc__bw_delfabr__2,-0.2471814412111894,-0.04892879849999865,0.13385438500000113
misc__bw_delfadr__1,-0.0171274415042545,-0.025649306500000968,0.325118883
misc__bw_delfadr__2,-0.3974885849066489,0.03362323650000132,0.3434663330000003
misc__nitr_031__1,0.4104728204736739,-0.4696450515000006,0.2155988630000003
omics__wt_glu__1,0.9713070447851408,-0.19155943350000013,0.3481259330000004
omics__wt_glu__2,0.4680258497503059,-0.13976105049999976,0.31989882300000083
omics__wt_gly__1,0.7560631593187729,0.09898260250000046,0.3121818130000005
omics__wt_gly__2,0.2394657449391749,-0.022785176500000226,0.3489800729999999
omics__wt_thr__1,0.5785394785808156,0.33652143950000024,0.8835606830000007
omics__wt_thr__2,1.435058676043193,0.5734489045000002,1.127551423
omics__bw_ac__1,-3.6824359867784096,0.6001816325,0.4643589929999994
omics__bw_ac__2,-3.886396372867537,0.7102109795000002,0.4618822229999999
omics__bw_fum__1,-3.99455929680062,0.6665949204999997,0.446647853
omics__bw_fum__2,-4.195822131785741,0.5886476834999996,0.4952586530000005
omics__bw_glc__1,-2.6256326890112995,0.16858014250000064,0.31995135300000044
omics__bw_glc__2,-1.9215122084110965,0.07987321949999959,0.3609335930000004
omics__bw_pyr__1,-5.80562958780832,0.41563276449999975,0.8061810030000007
omics__bw_pyr__2,-5.329807872350952,0.613238933499999,0.7644674929999997
ompr__wt_nacl__1,1.9451767639428403,-2.1210053065,-0.6865814769999989
ompr__wt_nacl__2,2.1427752948303573,-1.7509576134999998,-0.620927
ompr__bw_delompr_nacl__1,2.321624790760347,-1.1475928595000005,-1.0462482019999992
ompr__bw_delompr_nacl__2,2.8340976874833963,-1.2987249235,-1.071490686999999
minspan__wt_ade__1,1.0997840330458022,-0.2903127705000008,-0.09169608400000052
minspan__wt_glc__2,0.4454751007721172,-0.6276999434999997,-0.17147671399999884
minspan__wt_glc__3,0.8141209358739337,-0.4755360125000001,-0.2165117989999992
minspan__wt_glc__4,0.8487467351774128,-0.4904784665000008,-0.23779414300000035
minspan__wt_glc_anaero__1,0.263947864218185,-0.5950111705000003,0.09730802400000016
minspan__wt_glc_anaero__2,0.0406635404760237,-0.5196985244999999,0.0007891440000005191
minspan__wt_trp__1,2.69892221078338,0.5550922515000014,0.379309933
minspan__bw_delcra_glc__2,2.587843708091012,0.0029147165000003032,0.2077464830000011
minspan__bw_delcra_trp__1,3.541206226354268,-0.10582915650000048,0.245706203000001
minspan__bw_delmntr__1,1.90630170581041,0.21291340750000032,0.3950805430000006
minspan__bw_delnac_ade__1,1.3410109472863982,-0.36330270050000013,0.005806081999999435
minspan__bw_delnac_glc__1,-1.6958253960360332,-0.5248621325,0.19238992300000035
cra_crp__wt_ac__1,-1.465719458534081,0.35303600250000056,0.7848307329999997
cra_crp__wt_ac__2,-1.0271390288514042,0.16367427550000002,0.774460393
cra_crp__wt_fru__1,-1.246566318807578,0.08825553049999968,0.3134937529999995
cra_crp__wt_fru__2,-1.3361253394354642,0.1698328775000002,0.3732440629999996
cra_crp__delcra_ac__1,-3.055932374290604,0.4542154934999996,0.20535391299999967
cra_crp__delcra_ac__2,-3.633145136387332,0.2603920784999998,0.15922527300000056
cra_crp__delcra_fru__1,-0.0671885379551943,-0.7318682294999999,0.12650519299999985
cra_crp__delcra_fru__2,-0.0911870240351171,-0.5727876104999998,0.1631474930000003
cra_crp__delcra_glc__1,0.5495152394499886,-0.5410560635000001,0.046791002000000866
cra_crp__delcra_glc__2,0.4721737554889909,-0.4723632535000002,-0.014761103999999747
rpoB__wt_031__1,-0.587346255119917,0.7045759465000003,0.271760703
rpoB__wt_044__1,1.105573792951423,-0.03241817349999998,0.2048586730000004
rpoB__wt_lb__1,-1.395321561651809,0.3247251215000002,0.2472729529999995
rpoB__wt_lb__2,-0.8689275104394141,0.2947469615000013,0.2041545229999997
rpoB__rpoBE546V_031__1,0.521177353463009,0.033053329499999506,0.4571714629999999
rpoB__rpoBE546V_044__1,1.5420542617567918,-0.2104518354999998,0.37625628299999997
rpoB__rpoBE546V_lb__1,-0.1556234365615529,0.06497505749999988,0.1174804819999995
rpoB__rpoBE546V_lb__2,0.5290742922172168,0.08633111149999984,0.1254229630000001
rpoB__rpoBE546V_glc__1,-0.0437386630899576,0.22388828149999984,-0.004082425000000001
rpoB__rpoBE672K_glc__1,1.0635194925132436,-0.16709509349999865,-0.6662891799999997
rpoB__rpoBE672K_glc__2,0.8668084852582604,-0.001970936500000242,-0.5708984560000001
rpoB__rpoBE672K_lb__1,-0.0263878637600009,-0.3865434695000003,-0.2288451829999989
rpoB__rpoBE672K_lb__2,-0.1385257753095315,-0.2763537034999999,-0.18410035800000024
crp__wt_fru__1,-2.794555625546929,0.31742595849999944,-0.13483747499999946
crp__wt_glyc__1,-2.842937355648611,0.3049388925000001,-0.06971342199999953
crp__wt_glyc__2,-2.4759412018049782,0.2455000354999992,0.000271048000000107
crp__delar1_glyc__1,0.4586957100135989,-2.2718748505000006,0.7684826630000003
crp__delar1_glyc__2,0.8198016402392548,-1.9999196735,0.9809746629999996
crp__delar1ar2_glyc__1,-4.009238396118225,-1.7096922595000006,0.2916550830000002
crp__delar1ar2_glyc__2,-4.060469453068039,-1.8683914725,0.2567226429999998
crp__delar1ar2_glyc__3,-3.840848970231949,-1.8626161175,0.37124749300000026
crp__delar2_glyc__1,-2.699358149063714,0.4791958834999992,1.4298253029999994
crp__delar2_glyc__2,-2.123725189232852,0.6006269534999991,1.3004454830000007
crp__delar2_glyc__3,-2.508845350032151,0.6045296215000002,1.2369035230000005
crp__delcrp_fru__1,0.2318377209393028,-0.6735868074999996,-9.852476477
crp__delcrp_fru__2,0.589943432512271,-0.7105065674999995,-9.107951936000001
crp__delcrp_fru__3,0.649994358687911,-0.7169766405000004,-9.852476477
crp__delcrp_glc__1,0.6254701612879097,-0.5668714205000001,-9.025871704
crp__delcrp_glc__2,0.7977298700464912,-0.7343721945000006,-9.566616581
crp__delcrp_glc__3,0.2778831128187115,-0.6355968885000003,-9.852476477
crp__delcrp_glyc__1,0.1917459764163846,-0.7305406655000004,-9.852476477
crp__delcrp_glyc__2,0.1141739072259545,-0.7271554655000001,-9.852476477
crp__delcrp_glyc__3,-0.5480726789536934,-0.7497328794999998,-9.852476477
glu__glu_ale3__1,2.018089179286686,-0.9627419835,1.4385551630000002
glu__glu_ale4__1,-0.3288781112894559,0.06916577349999907,0.1237046330000009
glu__glu_ale5__1,-0.1863948708342946,-0.05131650249999975,0.23737495299999975
glu__glu_ale6__1,0.2664644109107026,-0.4867658455000008,-0.2669721739999993
glu__glu_ale8__1,2.1107646555309723,-0.6285499415000002,1.5517659029999995
glu__glu_ale9__1,2.040369163754503,-0.3736848825000001,0.736260553000001
glu__glu_ale10__1,2.3974366268669387,-1.1968493125000004,1.2484999630000004
42c__wt_42c__1,-0.0748427725695295,0.44238811349999896,-0.02289376299999901
42c__42c_ale1__1,0.4953138722596573,0.6809467665000001,0.578078713
42c__42c_ale2__1,-1.048827856907456,0.07775881349999914,-0.001157444000000396
42c__42c_ale3__1,-0.7946717555548263,0.06500227250000012,-0.16365086199999898
42c__42c_ale4__1,1.1049413878760777,0.06381651750000028,0.18829674300000046
42c__42c_ale5__1,-0.807789713039875,0.17382544049999993,-0.2550904079999992
42c__42c_ale6__1,2.963802649368547,0.5195693155000001,0.5847098129999999
42c__42c_ale8__1,3.1447734900936246,-0.08143573949999983,0.898060053
42c__42c_ale9__1,-3.9070672888569615,0.35649805149999997,0.2344509129999999
42c__42c_ale10__1,1.1057595290953106,0.0456104384999998,0.5824345429999997
ssw__wt_ac__1,-2.622056043112057,0.1295700525000001,0.155824183
ssw__wt_glc__1,0.4526296494835803,-0.7714717045000006,0.08995910700000033
ssw__wt_glyc__1,-2.3702888660865264,0.4842845924999999,0.2646295629999997
ssw__wt_xyl__1,-0.5736461032374833,-0.3585933245000001,0.6151089029999994
ssw__glc_ale1__1,-1.7176223749164816,0.2289179145000002,0.31199771300000023
ssw__glc_ale2__1,2.1825014243387035,-0.5022997074999997,0.5353218630000001
ssw__glc_ale3__1,0.9860843448187836,0.4388900585000002,0.4454840030000007
ssw__glyc_ale1__1,-2.9375379223421128,0.39280628449999977,0.2988789030000003
ssw__glyc_ale2__1,0.1705832916279612,0.2802278004999996,0.3021156230000006
ssw__xyl_ale1__1,-0.984689444544652,0.7570164254999998,-0.2147884219999998
ssw__xyl_ale2__1,-3.5395611671484613,0.8269836405,0.026451148999999674
ssw__xyl_ale3__1,-4.428019664948238,0.14124158250000018,-0.3138359289999997
ssw__glc_ac_ac2__1,1.1182076089019586,-0.02443730249999998,0.5069351229999999
ssw__glc_ac_glc1__1,-1.0158933275215252,-0.6888537834999999,-0.42053636400000016
ssw__glc_glyc_glc__1,1.0128673310322265,-0.9224585925,0.565682133000001
ssw__glc_glyc_glyc__1,0.2956097234448397,-0.1194483995000004,0.3070424930000009
ssw__glc_xyl_glc__1,-1.183188045263476,-0.10892169050000078,0.029020071999999782
ssw__glc_xyl_xyl__1,-3.4970665522445668,0.31819062849999913,-0.2438474470000003
ica__wt_glc__1,-2.481978632658264,-0.1485006335000003,-0.02120516499999958
ica__wt_glc__2,-1.6205838561886563,-0.20891545649999976,-0.013075077999999962
ica__wt_glc__3,-1.8127658257712416,-0.4437276405000006,0.0930502690000008
ica__wt_glc__4,-2.620494092902048,-0.4552394734999998,0.399858493
ica__arg_sbt__1,-1.968395342271116,0.07441658950000019,0.17296083299999945
ica__arg_sbt__2,-1.994449997865466,0.07936255650000135,0.4931735029999995
ica__cytd_rib__1,2.1168332981499027,-0.32862311950000045,0.5032386530000004
ica__cytd_rib__2,1.2401162749395878,-0.3017237384999998,0.4864851229999996
ica__gth__1,-1.2236284547823817,-1.5369935765000005,-0.3447319570000005
ica__gth__2,-1.0456148810967825,-1.6567939325000005,-0.5509396859999995
ica__leu_glcr__1,-3.4592165718034864,-0.19976062950000006,1.0260792930000004
ica__leu_glcr__2,-3.3452122840040897,-0.10199285650000077,0.964590953
ica__met_glc__1,-2.0344399525526984,-0.5156144615000002,-0.0020434050000002198
ica__met_glc__2,-1.7606823238638618,-0.4834471505,-0.06998528999999998
ica__no3_anaero__1,0.1132339183567709,-0.7000201254999999,0.16601552300000044
ica__no3_anaero__2,-0.5113135411630263,-0.7053176155000003,0.1659366630000001
ica__phe_acgam__1,-2.314092832268916,-0.2794069515000004,0.08710832000000046
ica__phe_acgam__2,-2.435371052003501,-0.2091607944999998,0.07371453200000032
ica__thm_gal__1,-3.5974420540275496,0.6490561175000007,0.41909228299999945
ica__thm_gal__2,-3.53020203621501,0.7065005744999997,0.4125785030000007
ica__tyr_glcn__1,-1.643279474784123,-0.5114041165000005,0.211699823
ica__tyr_glcn__2,-1.1611421539949112,-0.4698442555,0.2492893929999997
ica__ura_pyr__1,-2.859225713783831,-0.17658285249999928,0.8236668229999999
ica__ura_pyr__2,-3.66999958103929,0.03151457049999973,1.104333543000001
ica__wt_glc__5,-1.7595695688419284,-0.3487506895000001,0.3105034530000008
ica__wt_glc__6,-1.818437270748748,-0.3712901665000006,0.3376528430000008
ica__bw_delpurR_cytd__1,5.592933303169112,-0.35540516150000023,-0.14178576699999998
ica__bw_delpurR_cytd__2,-3.384302442228717,-0.10556822750000006,0.2554834630000009
ica__ade_glc__1,-3.176062068309472,-0.2576189324999998,0.27079068299999953
ica__ade_glc__2,6.919016682205197,-0.3415399284999987,-0.10748262699999957
ytf__wt_glc__1,-0.0380035892661301,-0.6283569614999998,0.34000217300000024
ytf__wt_glc__2,-0.2866211199188196,-0.20580372249999976,0.487174103000001
ytf__delyafC__1,1.5833031492931011,-0.015633565500001726,0.518280163
ytf__delyafC__2,1.5550968668965526,-0.15448046550000072,0.558626223000001
ytf__delyeiE__1,0.2876872943549738,0.07976405949999954,0.4528218430000006
ytf__delyeiE__2,-1.158907696563571,-0.4029391045000006,0.3693801830000005
ytf__delyiaJ__1,1.5373832928574556,-0.29767519850000035,0.4900788630000008
ytf__delyiaJ__2,1.7565735353996683,-0.3719279945,0.4743345229999996
ytf__delyieP__1,1.420993405794222,0.04231228449999946,0.8306116230000011
ytf__delyieP__2,1.55243487995009,-0.3902607605000004,0.7498248230000009
ytf__wt_ph5__1,-0.032431252883264,-0.4161495205000003,0.3985759630000008
ytf__wt_ph5__2,-0.7828680030888713,-0.4486033364999997,0.4747397030000009
ytf__wt_ph8__1,-0.8368769398677155,-0.17958608350000027,0.2756429229999995
ytf__wt_ph8__2,-0.7214244178875637,-0.3913637065000009,0.2681548629999995
ytf__delybaO__1,1.467683294962122,0.2985116104999994,0.5823761830000009
ytf__delybaO__2,1.2898472598102722,0.4113179375000007,0.6367440230000003
ytf__delybaQ__1,-0.7820496570757751,-0.1229730465000003,0.3329404930000006
ytf__delybaQ__2,-0.4303001815652939,-0.2701237305000017,0.3236855130000009
ytf__delybiH__1,1.014004972742576,-0.9257085645000008,0.6363319829999998
ytf__delybiH__2,1.6575584923935045,-0.7431049764999997,0.5546718429999995
ytf__delydcI_ph5__1,-0.7927680222626095,-0.36355429849999865,0.36809995299999976
ytf__delydcI_ph5__2,-0.4495406749423066,-0.4262898505000008,0.4226014830000011
ytf__delydcI_ph8__1,-1.3550255146972732,-0.4833090745000002,0.3631957630000002
ytf__delydcI_ph8__2,-1.039820060269778,-0.6858877305000002,0.3071113430000008
ytf__delyddM__1,-0.429060334425748,-0.6602990694999997,0.8218948030000011
ytf__delyddM__2,-0.5939961930584209,-0.3859416815000003,0.8320546029999996
ytf__delyheO__1,1.772454550883661,0.0725470554999994,0.5961686430000004
ytf__delyheO__2,1.583134259425696,0.1087621004999999,0.6336565129999999
fps__bw_glc__1,-1.980807070486255,-0.12490558550000053,0.23073483299999964
fps__bw_glc__2,-1.7739264133035868,-0.15677578850000007,0.16040873300000058
fps__fps_thrA_ale1__1,-1.5600486114157632,-0.4086024925,0.3327312029999998
fps__fps_thrA_ale1__2,-1.3082965227439565,-0.3719664585000002,0.3516250830000001
fps__fps_thrA_ale2__1,-1.8200528485157363,-0.6137009005000005,0.22966762300000101
fps__fps_thrA_ale2__2,-1.8819936685809115,-0.4854013574999998,0.28896753300000105
fps__fps_serB_ale1__1,-1.6867723540538488,-0.3513404124999999,0.2630278130000008
fps__fps_serB_ale1__2,-1.5299651167107586,-0.4429037945000003,0.3896577630000007
fps__fps_serB_ale4__1,-3.3361377613588767,-0.3948855734999999,0.20591431300000096
fps__fps_serB_ale4__2,-3.509553056239771,-0.16959122949999994,0.3602136930000004
fps__fps_ptsI_ale1__1,-2.8324496972239315,-0.08445723749999967,0.045779202000000296
fps__fps_ptsI_ale1__2,-2.5082153269335365,0.16772005550000024,0.14486478300000094
fps__fps_ptsI_ale3__1,-3.118586290856717,-0.05400125249999999,0.2525903130000007
fps__fps_ptsI_ale3__2,-3.453959111976019,-0.12320038450000048,0.22323634299999995
pal__lyx_ale2_f6__1,-3.1558745441403047,0.7068645465000003,0.3334221829999997
pal__lyx_ale2__1,-2.727817023532145,0.5297335114999999,0.2649081029999998
pal__lyx_ale2__2,-2.102426996613932,0.6778845904999997,0.3071416530000004
pal__lyx_ale4__1,-4.062709958618518,0.7214657344999997,-0.057655872999999865
pal__lyx_ale4__2,-3.6723452657040174,0.5677356234999991,-0.07060586499999921
pal__5drib_ale10_f18__1,-2.088681658444726,0.4338951314999999,-0.06913953699999986
pal__5drib_ale10_f18__2,-2.34968651303987,0.4625969264999998,-0.022394786999999642
pal__5drib_ale10__1,-0.3154601344938466,0.7275510575000004,0.4018362730000007
pal__arab_ale14_f9__1,-3.4698149580535964,0.12540824650000015,0.24554710299999985
pal__arab_ale14_f9__2,-3.57447231119407,0.24935957050000024,0.4127220729999994
pal__arab_ale14__1,-2.856525723654562,0.19727769650000135,0.3767839330000005
pal__arab_ale14__2,-2.2775937133373017,-0.013156599500000254,0.3756092130000006
pal__arab_ale16__1,-5.024759068004726,1.0312401824999995,0.02985453700000029
pal__arab_ale16__2,-5.405141034971981,0.9095772834999992,0.10976642500000013
pal__tartr_ale26_f10__1,-4.357826340970218,0.2703375965000001,0.3119472930000011
pal__tartr_ale26_f10__2,-3.616396498665375,0.16453800849999922,0.19927317299999991
pal__tartr_ale26__1,-5.108354473651187,0.33585777450000004,0.3850793330000002
pal__tartr_ale26__2,-5.712048832196137,0.16672476050000018,0.334463263
pal__tartr_ale28_f10__1,-1.8389002683761653,-0.17432240750000005,-0.003712276999999986
pal__tartr_ale28_f10__2,-4.199541254888598,-0.05350676950000022,-0.0986905509999989
pal__tartr_ale28__1,-4.901041195186087,0.3699981225000002,0.27296854300000106
pal__tartr_ale28__2,-5.857844064495982,0.4313940614999998,0.2684948929999997
efeU__delmenFentC_citr__1,0.6574948619066842,-0.5193969315000002,0.4221979430000005
efeU__delmenFentC_citr__2,1.6699556499810984,-0.6375158865000009,0.5677252629999998
efeU__delmenFentC__1,-0.0843918828965368,-0.8474825855000008,0.6961985229999996
efeU__delmenFentC__2,-0.242693015805795,-0.7100893235000001,0.7362106530000005
efeU__menFentC_ale39__1,2.310686437569096,-0.1266093865000002,0.5420487930000011
efeU__menFentC_ale39__2,2.7440487439955046,-0.07147618150000046,0.5730386230000004
efeU__menFentC_ale29__1,2.0105404218741203,-1.6316817044999998,0.9115027730000004
efeU__menFentC_ale29__2,1.9830798911858172,-1.2949912914999997,0.9432762930000004
efeU__menFentC_ale30__1,-1.0645107387978876,-0.2749064274999995,0.10668520800000003
efeU__menFentC_ale30__2,0.1710389084605345,-0.2326997415000003,0.06397155600000026
efeU__menFentCubiC_ale36__1,-2.651037390972848,-0.3807180194999997,0.8218575829999999
efeU__menFentCubiC_ale36__2,-2.5161977990867705,-0.20928959050000007,0.6481697730000011
efeU__menFentCubiC_ale37__1,-1.6569952496038027,-0.17652369950000055,0.8430776529999999
efeU__menFentCubiC_ale37__2,-1.4432369235982827,-0.23090554050000026,0.8884085729999995
efeU__menFentCubiC_ale38__1,-0.1790925617022302,0.17196360249999998,0.3484389429999997
efeU__menFentCubiC_ale38__2,-0.3299174377337768,-0.039560497499999236,0.30990829299999945
misc2__salc_glc__1,-2.7588352176322126,-0.7403228615000009,-0.03094168600000025
misc2__salc_glc__2,-2.053525737890058,-0.6254559694999999,-0.041858421999998896
misc2__dbcn_glc__1,-0.276146156182056,-0.5658172004999997,-0.41418928399999894
misc2__dbcn_glc__2,-0.7185249542738977,-0.6963343874999994,-0.32218037899999885
misc2__tyr_glc__1,-2.659606511067051,-0.2900430195000005,0.4823384130000008
misc2__tyr_glc__2,-2.9597501611544343,-0.30797657150000024,0.5197261330000007
misc2__arg_cytd__1,4.435793835911482,-0.15524017450000027,0.10509646700000096
misc2__arg_cytd__2,3.81852415011042,-0.19585157050000035,0.09710128400000073
misc2__delyheO_pyr__1,-2.182386076931137,0.05410623150000138,1.0004127829999998
misc2__delyheO_pyr__2,-2.484764590386266,-0.05965817349999991,1.0134814930000005
misc2__dellon_glc__1,0.132048805951632,-0.5206204115000004,0.4872481129999997
misc2__dellon_glc__2,0.4942916717379361,-0.9711645515000004,0.2154419530000009
nquinone__delubiC__1,-1.7425432338185405,-0.4884991445000004,0.4464799330000009
nquinone__delubiC__2,-1.428146390006953,-0.5632535734999999,0.6182852329999999
nquinone__ubiC_ale1__1,-1.6601524706160609,-0.4889147955000004,0.4621411030000005
nquinone__ubiC_ale1__2,-1.6164329808149502,-0.3611020084999996,0.5186398529999998
nquinone__ubiC_ale2__1,-0.9983743972020714,-0.8336024865000002,0.4747234030000005
nquinone__ubiC_ale2__2,-0.5428897983717771,-0.7628204974999999,0.4297995330000006
nquinone__ubiC_ale3__1,0.1707482290489219,-1.1982801255000002,0.026469302000000642
nquinone__ubiC_ale3__2,-0.1317624709760774,-1.3397890065000002,0.09906102300000086
nquinone__ubiC_ale4__1,-1.0256630150654218,-0.8519088424999994,0.493212583
nquinone__ubiC_ale4__2,-0.7433337733404933,-0.6667576134999997,0.5086079229999996
nquinone__delpdhR__1,-2.444299887353748,-0.4506822845,0.3856681930000008
nquinone__delpdhR__2,-1.994576713981643,-0.3377596955,0.36299017299999997
quinone__glu_ale4__1,-1.4766457904654913,-0.4254294575,0.3684261329999998
quinone__glu_ale4__2,0.4558585033768947,-0.4512893715000006,0.7361257729999995
quinone__delmenF__1,-0.1921225192546422,-0.3567545705000006,0.5532796730000005
quinone__delmenF__2,-0.0559382317061611,-0.3881035905000001,0.4243016730000004
quinone__menF_ale5__1,1.6257829865310347,-0.6776203815000006,0.9045305230000018
quinone__menF_ale5__2,2.094903021526394,-0.8224078965000006,0.9292543930000008
quinone__menF_ale6__1,1.934498948274224,-0.5123609795000004,0.928937233000001
quinone__menF_ale6__2,1.9822936049024915,-0.32965812050000043,0.9358953230000004
quinone__menF_ale7__1,2.290093847670557,0.07628528449999994,0.8647486830000002
quinone__menF_ale7__2,2.287375510674304,0.09667918949999964,0.8297670830000001
quinone__menF_ale8__1,3.281815325235941,-0.4956333024999999,1.0002332430000005
quinone__menF_ale8__2,4.187784949561557,-0.9058790885,0.9954071830000012
quinone__delmenFubiC__1,0.3953918495432404,-0.5382116495,0.5032428030000009
quinone__delmenFubiC__2,0.4304747761196272,-0.8781148865000006,0.5733612729999997
quinone__menFubiC_ale1__1,1.970170183673603,-0.1903497045,0.6889852029999997
quinone__menFubiC_ale1__2,1.8277597501234035,-0.2183370215000009,0.6891632330000004
quinone__menFubiC_ale2__1,2.597282143183445,-0.4294957315000003,0.5664049030000005
quinone__menFubiC_ale2__2,3.495472005760114,-0.4067025035,0.587592463
quinone__menFubiC_ale3__1,-0.0163656693541078,-0.5421081135000003,0.1084791789999997
quinone__menFubiC_ale3__2,-0.1885558670200867,-0.3458016845000005,0.1436014399999994
quinone__menFubiC_ale4__1,0.9210028774362642,-0.7964609994999998,1.042582673
quinone__menFubiC_ale4__2,0.8483745321585288,-0.6191129924999998,1.0279896629999996
oxyR__wt_glc__1,-1.8533950909569727,-0.11087565950000043,0.09382866099999987
oxyR__wt_glc__2,-2.085858100495082,-0.2355144215000005,0.13043923000000035
oxyR__wt_h2o2__1,-1.6041608700237655,-0.2616837335,0.05757602200000101
oxyR__wt_h2o2__2,-1.3818157903608377,-0.5424795715000004,0.4618741830000008
oxyR__glu_ale4__1,0.1424583987712391,-0.3344598464999997,0.7723290729999999
oxyR__glu_ale4__2,0.01123919898211,-0.2657714625000001,0.49579595299999996
oxyR__glu_ale4_h2o2__1,0.1537115129039261,-0.1592386284999998,0.6213283730000008
oxyR__glu_ale4_h2o2__2,0.1337067279675853,-0.27991964150000026,0.4863484329999999
oxyR__oxyR_ale17__1,-0.032071874202033,-0.22810304650000024,0.13801763000000022
oxyR__oxyR_ale17__2,0.0694036531757968,-0.32589216850000025,0.15520324300000074
oxyR__oxyR_ale17_h2o2__1,-0.1533391566690554,-0.20327956349999976,0.21122745300000112
oxyR__oxyR_ale17_h2o2__2,-0.7047657189727488,-0.3763274425000001,0.156206473000001
oxyR__oxyR_ale18__1,-2.753258000010044,-0.1870019134999996,-0.2332659079999999
oxyR__oxyR_ale18__2,-2.9112861413923703,-0.24624208749999976,-0.08594182799999928
oxyR__oxyR_ale18_h2o2__1,-0.902058404715342,-0.4974196945000005,0.027939159000000657
oxyR__oxyR_ale18_h2o2__2,-0.617921391344685,-0.2332744985000001,0.09512536300000107
oxyR__oxyR_ale19__1,-3.045957603390208,-0.1583360745000002,-0.1866830670000006
oxyR__oxyR_ale19__2,-2.8888383428585733,0.054234680499999584,-0.08065952299999958
oxyR__oxyR_ale19_h2o2__1,-3.0107167615405888,-0.17590321650000096,-0.3216936859999997
oxyR__oxyR_ale19_h2o2__2,-3.1199446661163246,-0.17675266650000054,-0.22926116100000016
