,A,Fnr,NsrR,NarP,Fis,flhD,NarL,ihfB
SRX5694257,-4.3716856426,0.4656249649,0.0799654781,-0.36014899040000004,0.147434414,-0.2450918176,-0.1664938681,-0.24371025970000001
SRX5694258,-0.14134118110000002,-0.3784852643,0.059539330800000005,-0.4676117134,-0.7709696535,-0.0339004138,0.5350788069,0.3294536628
SRX5694259,-4.565129327,0.3019332691,1.4410314397000001,0.4629083968,1.8644089753,-1.7914813412,-1.1516025581,-1.0253066066
SRX5694260,4.8724860977,0.0320312785,0.3169623364,0.0851830803,-0.3006031253,0.47528773360000004,0.2589008747,-1.1929652783
SRX5694261,-4.841905583,-2.6112045671,-1.6052379932,-0.8365717475000001,0.5347225265000001,-6.3287632435,0.6985329095,0.8805616572
SRX5694262,1.7530445398,0.2482154852,-0.1461348632,0.5061302001,-0.315531422,-2.0025559367,1.5091314717,1.9132335694
SRX5694263,0.9291738667,0.0230880885,0.7432808225,0.3847222361,-0.27706315800000003,0.8020303577,0.0599282165,-1.1279696429000001
SRX5694264,-5.3523749459,0.3075812793,-0.2166065815,-0.06551305810000001,-1.0515561892,-0.1760221155,-0.3923176547,-0.9605612867000001
SRX5694265,1.9646585594000001,-0.7038356709,-0.1369015042,0.2361240816,0.45988812300000004,-1.2812287982,-0.4271510985,-0.7856317823000001
SRX5694267,0.7449086699,-0.2244639849,-0.7326129115000001,-0.2733503608,-0.1227531806,-0.047958574100000005,0.2821523801,0.10447339950000001
SRX5694268,-2.2484118723,0.32801548280000004,0.166517724,0.3720560761,-0.7439088252,0.06273733840000001,0.07094828710000001,-1.1566112913
SRX5694269,2.0464626679,-0.0363903054,0.3759936703,0.1109293113,-0.3382359766,0.040339321000000004,0.19399510790000002,-0.5151260577
SRX5694271,-2.721819127,0.1539794799,0.0522659552,0.0975458241,-0.46712865400000003,0.2604155429,0.0642121101,-0.3442757495
SRX5694273,3.4987160731,-0.315089026,-0.30502947610000003,-0.1415011829,1.2231535145,0.4108135992,-0.07041621590000001,-2.3813583609
SRX5694274,1.0216670878,-0.19593564700000002,0.30969323190000003,0.2943684521,-0.8780742082,-0.410395599,0.2387249998,-1.0600417401
SRX5694275,9.1594322097,0.1826918599,-1.4834810803,-0.1182591057,-0.3190684022,-0.3351232118,0.4765491027,-2.7828060503
SRX5694276,-0.1080767952,0.6125076868,0.759732116,0.21852763760000002,0.9380870463000001,0.7158480443,-0.9480551533,-0.938501404
SRX5694277,0.6159385428,0.518483773,0.7035451895,0.3719915205,-0.5544290879,0.4134592559,0.3874315129,-1.1086632386
SRX5694278,-4.4897979697,0.6077452839,0.4149064598,0.8872135585,0.499138858,1.5692669112000002,-0.30677911280000003,-1.5186830960000002
SRX5694279,-2.1075415814,0.7489705412000001,0.47671043430000004,0.3886492084,0.1323222643,0.6637785565000001,0.45546757130000004,-1.0835463994
SRX5694280,-2.0758605804,-1.2905505804000001,-1.6526408947,-1.1287978512,0.2073111051,-3.1494975245,0.8811496315,-0.2108301915
SRX5694281,0.5935889181,0.4743514224,0.25232027760000003,0.1035965041,-0.25733282500000004,0.4066258869,0.5259159415,-1.1932094615
SRX5694282,-3.8741100542,0.8302627999000001,0.44411644110000004,1.1049926991,-0.43288717800000004,-1.2742907023,-1.1704676525,0.5828825608
SRX5694283,1.5069207789,-0.8002749045,-0.7487147498000001,0.0806093745,-0.1847626776,-0.6859030291,-0.1456506972,-0.9701385051
SRX5694284,-0.188269859,-1.6551107114999999,-0.0278641568,0.0014017051,0.9230981104,-3.4972278364,-0.0240085228,-0.8524414069
SRX5694285,4.4779820378,0.21844817860000001,-1.8046369100000001,-0.1979834949,0.418788309,-0.0243372955,0.5443759374,-1.405760481
SRX5694286,8.16439033,0.0879280571,-1.2122543403,-0.1569156836,0.2659133738,0.052015979600000005,0.9783104235000001,-2.0779262437
SRX5694287,0.4461525626,0.8900785727,-0.9650439825,0.3661053718,-1.8737666673,-0.6678377496,0.7166860521,-0.1903310601
SRX5694288,0.1428138461,-0.0313845657,-0.0833587065,-0.2629685692,-0.7529405576,-0.2088230942,-0.0818044565,-1.0812140072
SRX5694289,0.9496899168,-0.4150383489,-0.9951298784,-0.4385959025,0.40104904210000003,-0.3703726289,0.2538442496,-0.026524093000000002
SRX5694290,-4.5208554848,0.2272209504,-0.1863491189,-0.28319217420000004,-0.5866514008,-0.0336465175,-0.32002223220000003,-1.0022560843
SRX5694291,-3.7816263817999998,0.16806743940000002,-0.4984894287,-1.6058511883,0.1670368142,-3.6555873421,-1.4231800896,-1.7171008209
SRX5694292,0.3339965291,0.40832126950000003,0.2394244744,0.21582440830000002,-0.18329488400000002,0.41571797380000003,0.371962511,-0.8705550239000001
SRX5694293,-2.0552101182999998,0.0877333852,0.1168794321,0.1165515869,-0.44714341750000003,0.040740959,0.040928029000000005,-0.6341559143000001
SRX5694294,-0.9565044386,-0.1654402185,-0.15490831100000002,-0.2907956102,-1.1044765928,0.4771166754,0.3072546497,0.5477587571
SRX5694295,-3.7054292336,-0.12067474560000001,-1.2126126689,-0.4398574484,2.01999203,0.2040171285,0.3371132867,-1.3179166312000001
SRX5694296,0.6984291286000001,0.1613415464,0.1916600448,-0.3527733799,-0.11737753790000001,-0.3127311225,0.3899857407,-0.09633023900000001
SRX5694297,-3.737081227,0.257224454,1.1935890698,1.3288510418000001,1.1007515523,-0.6723734014,-1.9056921008,0.6487792296
SRX5694298,5.4696240696,0.047755995,-1.8055287487,-0.7089910410000001,-0.1059151671,0.45815496310000003,1.3605355026,-1.398343179
SRX5694299,-1.5199062264,-0.1308553567,-0.397322789,-0.2711287174,-0.1809852853,-0.19542334520000001,-0.1621879518,-0.0548211138
SRX5694300,3.3197429304,-0.3609283863,-0.5123824087000001,-0.5093581558,-0.4078044901,0.2662724112,-0.4011629601,-0.4764255264
SRX5694301,-0.5924504042000001,0.20815252,-0.0186931896,0.0364477442,-0.4056936109,0.5706940822000001,0.6602530221,-0.9915859493
SRX5694302,-2.6393700095,0.0028938907,0.7157952998,-0.25856244240000004,-0.2755809595,0.023803539300000003,-0.3741219792,-1.1529412139
SRX5694303,-0.6705638844,0.11078089020000001,0.5109925347000001,0.0550519451,-0.0218445443,0.1789866654,-0.3082369024,-1.0626874924
SRX5694304,3.0497352355,-0.2836689398,-0.2833547597,-0.32598421250000004,-0.3603364043,-0.1519309597,-0.3006640419,-0.9260874235000001
SRX5694305,-1.0254304233,0.0804674744,0.2404462869,0.4420436025,0.5386924691,-0.441945124,-1.1971011775,-1.3048554744
SRX5694306,-0.9721871938000001,-0.2221077391,-0.3919295349,-0.2643984723,-1.1777016044,-2.609172495,1.5801977473000002,2.186138402
SRX5694307,-2.9818160858000002,0.6605546913,0.4713974187,1.5217850224,0.4569554622,-1.8530520526,-0.884127384,0.9100277827000001
SRX5694308,-0.0990444733,0.030807355300000002,0.025203613700000002,0.0190431771,0.62288687,-0.1542357583,-0.452432223,-0.8877531976
SRX5694309,-2.683489218,0.1635488437,1.1520104852,-0.33719525100000003,2.3050038891,0.7147943751,-1.3563246039,-1.5251338072
SRX5694310,-4.0881385864,-0.4774994905,-1.6364548456999999,-0.4628079016,-0.034645267800000004,-3.5635347109,-0.6817547788,-1.4504833334
SRX5694311,-2.4738271608,0.0987552064,1.1470947856,0.4495089318,1.6454385256,-0.0843130528,-1.3195528967999999,-1.2200697843000001
SRX5694312,1.5026936489,0.2741965069,-0.1406155079,0.1744438962,-0.862049083,-2.0724436972999998,1.3047365667,1.7775761065
SRX5694313,-1.4416092155,0.12295077100000001,-1.3455176474,0.008755924600000001,1.5046348551,0.143207821,0.0825550003,-1.2855187251
SRX5694315,0.8400283658000001,-0.3737381984,-0.1912980384,0.2622974283,-0.7560279758,0.024322288900000003,-0.2047876144,-0.8769879084000001
SRX5694317,-5.0342477237,1.3424886167,-0.591423064,1.059662953,-0.9570480503000001,0.5472886571,0.6570030657,-1.2793691829
SRX5694319,0.7313835702,0.09932130680000001,-0.16638508100000002,-0.5126311683,-0.2310521848,-0.1387724002,-0.0042746708,-1.080054735
SRX5694320,-2.8044926949,0.0559133562,-0.014549161500000001,-1.7429741852,0.0384749824,-2.5939861389,-1.6268601596,-1.4207421173
SRX5694321,-0.8260617123,-0.2242105774,-0.3450232693,-0.4913291436,-0.27164175360000004,0.0282411685,-0.2149626757,-0.36320266970000004
SRX5694322,-5.1284854463,0.41129122560000003,-0.17598022900000002,0.405030378,-0.9889467527,-2.8463544232,-0.0023401669,3.0734252999
SRX5694323,-1.9389805713000001,-0.2049744387,-0.5562611027000001,-0.7977427117,-0.7642554466,-0.0053740682,-0.1358000564,-0.1474923579
SRX5694324,-3.7603861444,0.1866328231,-0.4909730004,0.5384543401,-0.2785421886,-2.0607787793,-1.2077453185,-0.8603384773
SRX5694325,-3.4056948448,-0.8589924069,-1.3949975515,0.1082156185,0.37938326920000004,-3.1172038726,-0.4745572525,0.0810143052
SRX5694326,4.4328076546,-0.18501779240000002,0.2150596203,-0.0427401263,0.0592087638,0.2688373166,0.7236428398,-0.8766338815
SRX5694327,-4.7957084961,-0.3986390476,-1.1055948067,-0.0107323025,0.2957838322,-2.9197543414,-0.4942506949,-1.0401998064
SRX5694328,0.4777693217,-0.11461450370000001,0.1351941967,0.2506141943,-0.9272936324000001,-0.1768880331,-0.1796711266,-1.1131732022
SRX5694329,-1.9329159962,0.1534325597,0.4248049696,-0.2171867614,1.1044165911,0.2146100155,-0.23408638040000002,1.1241333731
SRX5694330,2.2614270569,0.4256416268,0.15273250630000001,0.2987113913,-1.0044740437,-2.3126405164,1.4636209179000002,1.0533152899
SRX5694331,-2.4479772244999998,0.1918842788,0.0567076329,-0.2025213412,-0.3681309666,-0.0479811407,-0.0738028359,-0.2205498512
SRX5694332,0.7718110816,0.2575678173,0.39856100400000005,-0.020084199100000002,0.49882963830000004,0.1824769202,-0.2211989576,-0.9253991697
SRX5694334,-0.7578760514,0.7809611414000001,0.3415437246,-0.1599746149,0.566920077,-0.7486896812,-0.32526084780000003,-0.6949207847000001
SRX5694335,-2.4186124626,-1.0905972262999999,-0.0781341396,0.9545101337,2.0234284253,-0.1745971313,0.9832435012,0.3662144094
SRX5694336,-1.2820599847,0.0295461953,0.4558157231,0.2129200557,-0.22959920490000002,1.306968395,-1.741102497,-0.9221896544
SRX5694337,0.7120088195000001,-0.9098451584,0.37579572380000004,-0.3919223859,-0.0980294456,-1.9880221804,0.3338762417,-0.3053163494
SRX5694338,-2.1068361625,0.11093211330000001,-0.1013788312,0.19983134200000002,-0.459732,0.4637735116,0.356397116,-1.4155199507
SRX5694339,1.178664614,-0.2660034833,0.0826997019,-0.40460818390000003,-0.3283958898,-0.3062661521,-0.2272100971,-1.0599211097
SRX5694340,2.6108439036,0.1360391327,-1.9326071197,-1.2809293815,0.5310775656,-0.15011868420000002,1.7463769081,-1.4386345449
SRX5694341,-5.8805507358,0.3253789217,1.5766745735,1.0805292125000001,1.8115914355,0.0831291111,-0.3890854292,-0.2803295697
SRX5694342,-3.2341732564,0.33467356740000004,1.1326352811,1.4267336037,1.6412196845,0.0607207949,-1.6884538489,0.6293734383
SRX5694343,0.0798601778,-0.7654036895,0.45794533,0.4273007978,0.5688580452,-0.1364899058,0.6145146939,-0.2010869699
SRX5694344,-3.1084030288,0.0720316185,0.565346326,-0.1459043831,1.2367111817,0.20054398140000002,-0.335661769,1.2525770415
SRX5694345,-1.1781937252,-0.1127364899,-0.131737561,0.1586559508,0.5325024357,-0.5745220569,-0.1154299023,-0.2896248806
SRX5694346,-1.1165949412,-0.1452747475,-0.2220314505,-0.4885066871,-0.4511907362,-0.4139537404,0.0956653423,-0.5997892775
SRX5694347,1.1312153600000001,-0.2103049645,-0.31352496690000003,0.0296494853,0.277694506,-0.15704729750000002,0.23881420290000002,0.1237988565
SRX5694348,-2.4877551118,0.6194313426,-0.5861921527,0.4304443738,-1.0363960574,0.49249635300000005,0.6441814068,-1.5734086149
SRX5694349,-3.0970583401,-0.0340580552,-1.2274705445,-0.3569003075,-0.5469996683,-0.3104736417,0.44933268930000003,-1.8638919299
SRX5694350,-3.2133219419,-1.5589165824,-0.1575783937,0.4464629396,2.0394370277,-0.43504833860000003,1.197837956,0.6829585180000001
SRX5694351,-0.7298354052,0.2389667466,-0.44589467120000004,-0.0915679966,0.6814291384000001,-1.5174490577,-0.7705163065,0.9236742301
SRX5694352,-0.9258351146,-0.1301723133,-0.7418148667000001,-0.7656583164,-0.0301321781,-1.5549778523,0.42316666420000004,-1.7925095215
SRX5694353,1.1946781559,0.0567992999,0.1731569331,-0.07555889040000001,-0.1249819187,0.24839610210000002,0.37644281350000003,-1.0856227286
SRX5694354,-4.5218920322,0.4463184544,-0.8173543594,-0.4933719915,-0.5284590883,0.4977978239,0.3676884166,-1.5969538419
SRX5694356,1.8939499503000001,-0.011770757000000001,0.2442831423,-0.5430244888,-0.1497972132,0.0442897882,0.3141558765,-1.1365814194000001
SRX5694357,-3.8261351211,0.4703427457,1.3546064089,1.7156796893,2.0380877735,-0.3345278946,-0.7713514634,0.9335471945
SRX5694358,-3.5656825278,0.7891519738,-0.44398007450000004,-2.0543147824,0.0052233307,-1.5525288251,-1.9558634060000002,-0.9001345086
SRX5694359,6.4976779358,0.0823465979,-1.1011914295,-0.4253322949,0.4784042827,0.08404858080000001,1.2346799578,-1.5787237146000002
SRX5694360,6.4151498048,-0.21446519260000002,-0.7682331549,-0.40653318660000004,-0.1817873103,0.014220288800000001,0.5304175659,-1.5363409356000002
SRX5694361,-4.5581386567,0.5545946817,-0.1139160159,0.5058802737,-1.6733663526,-5.4271297658,-0.48062680010000003,3.3245249795
SRX5694362,0.8868891996,-0.1556899832,-0.5812635049,0.058172736600000004,-1.4923286758,-2.1347973825,1.4968619098,1.3672523569
SRX5694363,-4.1566715172,0.40866825960000003,0.34962264260000003,-0.3005954981,0.0575286216,0.1241881737,-0.2002604006,-0.2511288672
SRX5694364,-3.5375438398,-0.0307498051,1.3161354993,0.095882878,2.0216415702,0.6514211433,-1.8801459853,-1.2241393744
SRX5694365,-7.4503862216,1.8984960352,-0.3944191764,-0.9136579141000001,-1.5202731443,-1.2290970377,1.5862913974000001,2.2712715973
SRX5694366,-3.5138708477,0.11935505780000001,0.0306528923,-0.7939913125,-0.37419296630000004,-0.3095138114,-0.2314427329,-1.1236160881
SRX5694367,-3.5622873611,-0.7716038602,-1.1975083431,-0.0712362409,0.6656975378000001,-3.3963695321,-0.6522742559,0.16848949670000002
SRX5694368,0.9830649313000001,-0.1062377801,0.5611618831,-0.1621612355,-0.285459375,-0.006235324,-0.49739226270000003,-1.2601444012
SRX5694369,4.7727012875,-0.0429042057,-0.4580394967,-0.0158619037,-0.5478844172,0.12707968420000001,0.6304378737,-1.4558741109
SRX5694370,2.6644731928,-0.1697118587,0.9441150572,-0.0407747313,-0.9426291372000001,0.2065048893,-0.1934353014,-1.5760854295
SRX5694371,-1.3829593064,-0.046749594000000005,0.8560452596,-0.2011381768,2.365706667,1.0557329767,-1.5593456345,-1.4715961776
SRX5694372,7.5484867157,0.060263538500000005,-1.3447048369,-0.571705648,0.44815050570000003,0.2214268097,1.3837328354,-1.5589412839999999
SRX5694373,-3.3860208834,-1.4686879149,-0.1917818249,0.5616910901000001,2.2319022165,-0.3504350666,1.0818833664,0.3994912939
SRX5694374,0.3514668546,0.2258676651,-0.4538369612,-2.1742655912,0.9714924580000001,-2.7753189692999998,-1.3957788496,-0.9678017240000001
SRX5694375,-0.5294331716,-0.0180107938,0.2690134337,-0.1130217979,-0.3183097434,0.2172820481,0.2339403894,-0.9608040567
SRX5694376,0.41138357130000003,0.12440957970000001,-0.6730369657,-0.7274217628,0.4595702441,-0.6120320406,1.5570266128,1.2447894583
SRX5694377,-2.1222877568,0.7205527484,-0.12628103940000002,-2.278213256,0.3188663069,-2.1435260193,-2.0014040988,-1.191436742
SRX5694378,7.3459612296,-0.064859922,-1.351614657,-0.6882414568,-0.29555656550000003,-0.1295221233,0.6053981366,-1.9337324817
SRX5694379,3.2002949411,-0.0946227506,-1.9709263086000002,-1.3066296088,0.3466464765,-0.2194067828,1.604092458,-1.1366547883
SRX5694380,-1.4436630614000001,-0.1504039911,0.0161469828,-0.8226361050000001,-0.1199930824,-0.4133308842,0.6228761494,-0.7399595053
SRX5694381,-4.9207203224,1.0932260792,1.3459001342999999,2.1943823936,1.8591924979,-0.5270457155,-0.8243217897,0.923138631
SRX5694382,0.5612931315,-0.3495048284,-0.548479059,0.3364447853,-0.8229845064,0.0187277888,-0.6210031891000001,-0.6534829936000001
SRX5694383,-0.0152381567,-0.19216870800000002,-0.6127239321,-0.32548817700000005,-0.0098665728,0.0471940184,0.46369876390000003,-1.1495585992
SRX5694384,-1.8640073313,0.2508705046,0.1230922574,-0.0572439946,-0.22942625560000002,0.06383159940000001,0.0115520281,-0.3206835072
SRX5694385,-3.1073993798,1.0236963855,-0.5702290436,0.9599814641000001,-0.6399566405,-1.3319311646,-1.044426633,-0.8808770448000001
SRX5694386,-2.7212523683,0.8645055481,0.1229693956,0.8907982246,0.4801023406,0.8869315514,-0.46185970600000004,-2.0232756272
SRX5694387,-3.5171466297,0.1051428429,-0.17247340900000002,-0.2457727821,-0.30825317760000004,-0.1895489367,-0.3703789377,-1.1867332256
SRX5694388,-3.5315786957,0.2708431966,-0.2841610572,0.4003051926,-0.5175083398,-2.5762372585,-1.1513063757,-0.9006154946
SRX5694389,5.5159820667,0.2606390819,-1.1338164168,-1.0962010883,-0.2185033082,-0.4694516748,1.4684025725,-1.631366638
SRX5694390,0.5267729113,0.3504676022,0.0702058415,-0.1483909361,-0.2470005291,0.4069309336,0.3922415131,-1.033868219
SRX5694391,-5.8745616555,1.4535275098,-0.6530692228,0.3407571019,-1.695413108,-0.3228416099,0.6149460887,-0.7600665551
SRX5694392,3.7869426001,0.0944210472,-0.7286710676,-0.4340730082,-0.0019591802,0.3160195196,1.2176890491,-0.4911206664
SRX5694393,-3.2082337738,0.2067024995,-0.08947879090000001,0.0149469388,-0.41536759040000004,0.16985497530000002,0.0786879999,-0.30821672310000003
SRX5694394,-1.3891105273,0.5219782296000001,0.37628155220000004,0.3048665491,-0.2445014006,0.7145446211,0.4392596675,-1.1953659872
SRX5694395,-4.3102508755,0.5121052174,0.10654146490000001,-0.41623245750000004,-0.24004343990000002,0.10043686900000001,-0.2137913818,-0.137280135
SRX5694396,-1.8774522221,0.28659288180000003,-0.5204822863,0.287914174,0.13992067500000002,-1.0968315312,-0.9419717976,1.2171043994
SRX5694397,-4.6763986924,0.2130377387,-0.5227066614,-0.39581197770000004,-0.722319177,0.1534776173,0.1814334535,-1.5275886062000001
SRX5694398,-2.5929618766,0.1522575818,-0.5577824179,-0.018352238400000002,-0.4136282455,0.4429498888,0.48796528650000004,-1.9308061206
SRX5694399,-0.3374050396,-0.35454569550000004,-0.2752435944,-0.2326673726,-0.5687207573,0.0131545627,0.3898016124,0.33441959600000004
SRX5694400,6.6587157554,-0.3062884087,-1.0213914401,-0.2546286108,0.483350804,0.3213024161,0.9646124930000001,-1.6562199957
SRX5694401,3.4574233155,-0.0252304237,-0.1277657602,0.3950960525,-1.2496100656,-0.0302465963,0.3186268997,-0.9106399612
SRX5694402,-2.9802242412,0.7271274121,-0.0778258473,0.8610139065,0.5186651994,1.1739271801,-0.6661033798,-1.9080504914
SRX5694403,-0.061697146300000005,-0.903332961,-0.6352693246000001,-0.6986074468,0.9782994344,-1.6613654743000001,-0.5742892551000001,-0.9515812199
SRX5694404,-2.9604306746,0.6936041281,0.2200507515,-0.0320350164,0.2113714276,0.4405296272,0.2068721395,-1.2671154485
SRX5694405,-0.8206985164,-0.7666040526,0.059526114000000005,0.5155815996,0.5784329789,0.2476099294,0.8425442237,-0.0163777134
SRX5694406,3.3929100719,0.2468405504,0.47240325390000004,0.5002942189,0.3899879865,1.6616152994000002,0.10017048020000001,-1.1819124107
SRX5694407,2.1824654877,-0.4892115863,0.47358810970000004,-0.1905824414,-0.12475402370000001,-0.4419209753,0.6332738483,-0.8976499983
SRX5694408,2.2522218107,-0.129152751,0.2789945636,0.1163194805,-0.440646719,0.1712580785,-0.0869541332,-0.7905816784
SRX5694409,-2.1611597489,0.2983443387,1.9167743804000001,1.7408995561,0.9389394508000001,1.040503405,-0.46924192730000003,-0.8527907562
SRX5694410,-0.4848261317,0.12871355610000002,-0.2186596848,-0.4592834108,-0.7376719052,-2.0588765365,1.6275674107,1.3728449627
SRX5694411,-3.3921733501,1.4088048351,-1.3127952883,-0.1690616091,0.3206533466,-1.6912800863,0.0717431857,0.5807675425000001
SRX5694412,-4.1923344517,0.08708125080000001,-1.482931088,-0.2498896414,-0.8841602868,-0.16340206810000002,0.1418999508,-1.8941859509
SRX5694413,1.8327197217000002,-0.42460153910000004,-0.1835715239,-0.5528055072,-1.0325870926,-2.0722140842,1.3045613756,0.3180122541
SRX5694414,-7.164011011,0.9037219768,1.3927273854,2.2058813019,1.9019208756000001,-0.9161229601,-1.2192577822,0.8686363537
SRX5694415,1.1787163134,0.35278275610000004,0.3427036022,-0.1029181706,-0.0131461132,-0.16102312400000002,0.5364471703,-0.8441132099
SRX5694416,0.43860263800000004,-0.1301828894,-0.012389847,0.0928433494,-0.1145241468,-0.1549375618,-0.0076170702,0.0625105212
SRX5694417,0.0725206113,0.1499766492,-0.10346841150000001,0.3896896489,-0.7914818317000001,0.27465352590000003,-0.27625373140000004,-0.8835196625
SRX5694418,-5.3505328725,0.8640746426,0.8918104360000001,0.5028083919,0.4437090339,0.8065328923,-1.0222917741,-1.2250992002
SRX5694419,0.48850288220000004,-0.014793680600000001,0.4592776147,0.365963601,-0.1042384143,1.3989402337999999,-1.5087092232,-1.2535987095
SRX5694420,-0.36408522660000003,-0.0468660871,0.5004687886,-0.015579095400000001,0.0120616401,0.3106630419,-0.5589211898,-0.15609256470000002
SRX5694421,-1.1623656421,0.1322961821,0.22511310240000001,0.010017483300000001,0.0576059274,0.5956004334,0.068627529,-0.5219061525
SRX5694422,-2.3089365245,0.619159111,-0.7063451773,0.3834222818,-1.0213243068,0.0555872779,0.23941269040000002,-0.6248932219000001
SRX5694423,0.4481181996,-0.0780351353,0.3860685991,0.0265362937,0.5841235968,-0.7051069360000001,-0.3793496945,-0.8532571789000001
SRX5694424,-3.4412824652,-0.5733023752,-0.8353224108,-0.0006106717,-0.0187767106,-0.8484077354,0.09514280300000001,-0.8440673101
SRX5694425,-2.8349024719,0.3346755523,-0.2535033693,-0.0340331285,-0.35451390790000004,0.290439,0.3216977505,-1.6423178196000001
SRX5694426,0.8837783775,0.6157335293,1.0836439757,-0.0924264459,1.1103280613,-0.3536148811,-0.3478318655,-0.7419004346
SRX5694427,1.9935846502999999,-0.029816820400000003,0.36388585560000003,0.1401014203,-1.0845554723,0.1851617341,0.1757205838,-1.0228097095
SRX5694428,1.9689166944,-0.1057688244,-0.9411383093000001,0.4136077099,-0.8564956914,-0.0377915444,0.36504344,-0.8209870645
SRX5694429,-4.9265390712,1.4863412037,-1.1187975574,0.41166055090000003,0.1351663382,-2.1039566712,-0.3366484642,0.5544799185
SRX5694430,2.7853546810000003,-0.0200467158,0.5696561543,0.290420389,-0.6193977612,0.2405649728,0.1457238569,-0.6908904131
SRX5694431,-2.7692779893,0.6682181821000001,0.1373188703,-0.026877961500000002,-0.0234824324,0.5008920927,-0.173456255,0.11122089040000001
