,A,ArcA,PdhR,Fur,Fis,Fnr
SRX5694323,2.8581525336,-0.5853874625000001,-1.0286376569,0.2378312514,-0.7642554466,-0.2049744387
SRX5694324,1.6236232653,-0.9406118542,-0.3900090181,0.3246086132,-0.2785421886,0.1866328231
SRX5694325,4.4015729028,-0.28599873,0.3916022518,0.5482222344000001,0.37938326920000004,-0.8589924069
SRX5694326,5.8806685625,-0.6848857907,-0.6139734105,-0.010888811600000001,0.0592087638,-0.18501779240000002
SRX5694327,6.0652052503,-0.619184327,0.0134662168,-0.2638272614,0.2957838322,-0.3986390476
SRX5694328,4.2305843504,-0.7077585323000001,-0.2786400758,-0.036860092500000004,-0.9272936324000001,-0.11461450370000001
SRX5694329,-3.41288264,-0.3164502813,-0.5352352775,1.0691590726,1.1044165911,0.1534325597
SRX5694330,2.8338583243,0.6378008244000001,1.7065577897000002,-2.3252710335,-1.0044740437,0.4256416268
SRX5694331,2.0870569171,-0.2497476536,-0.7114469910000001,0.4110728621,-0.3681309666,0.1918842788
SRX5694332,0.168893087,-0.3739455369,-0.4062820858,0.20007652210000001,0.49882963830000004,0.2575678173
SRX5694334,2.2802887731,-0.4412101766,1.1323660895,0.1010918916,0.566920077,0.7809611414000001
SRX5694335,-2.0245859512,-0.5310190811000001,-0.5028850884,0.3957199563,2.0234284253,-1.0905972262999999
SRX5694336,-3.0771185645,-0.45421179570000003,-1.897170357,0.3948733358,-0.22959920490000002,0.0295461953
SRX5694337,8.4172449861,-0.305938729,0.1384413032,0.3573052694,-0.0980294456,-0.9098451584
SRX5694338,5.5855784375,-0.6137315737,-0.1544561085,-0.4525821431,-0.459732,0.11093211330000001
SRX5694339,2.7832918799,-0.7445127357,0.34029836890000004,-0.0191556582,-0.3283958898,-0.2660034833
SRX5694340,8.3546493683,-0.440766099,-0.449618785,0.0293777617,0.5310775656,0.1360391327
SRX5694341,3.2715538902,-0.1313631139,2.7152643049,0.9859149752,1.8115914355,0.3253789217
SRX5694342,-2.493419863,0.2026076278,1.6077031243,0.6808311431,1.6412196845,0.33467356740000004
SRX5694343,-2.0806141865,-0.7345121231,-0.1452984927,0.5317095390000001,0.5688580452,-0.7654036895
SRX5694344,-1.3956187946,-0.33577681130000003,-0.233597714,0.9360842386,1.2367111817,0.0720316185
SRX5694345,2.9670804145,-0.3764485198,0.1842955241,0.0201775326,0.5325024357,-0.1127364899
SRX5694346,-0.9430517780000001,-0.9055701749,-1.8900768642,-0.1146899157,-0.4511907362,-0.1452747475
SRX5694347,0.8223774655,-0.7128745584,-1.0885010201,0.2708414096,0.277694506,-0.2103049645
SRX5694348,7.134462645,-0.3365434024,0.33415471880000003,-0.1572171319,-1.0363960574,0.6194313426
SRX5694349,6.2359355716,-0.9118016409,0.163974729,-1.0886919379,-0.5469996683,-0.0340580552
SRX5694350,1.3043654963,-0.2723243866,-0.9465467362000001,0.144184582,2.0394370277,-1.5589165824
SRX5694351,-0.5550893555,0.7195692725,-0.11527832730000001,1.3811692108,0.6814291384000001,0.2389667466
SRX5694352,3.7105478849,-0.7211493992,-1.6774971662,-0.114163683,-0.0301321781,-0.1301723133
SRX5694353,1.7239898853,-1.1035471096,-0.5065759217,-0.011465710300000001,-0.1249819187,0.0567992999
SRX5694354,7.3924755076,-0.8090334449000001,-0.5628886394,-0.5847029634,-0.5284590883,0.4463184544
SRX5694356,1.1953448311,-1.0282208658,-0.7358977565,0.055385097200000004,-0.1497972132,-0.011770757000000001
SRX5694357,-2.6498571067,0.1033229876,1.7595576955,0.9606707476,2.0380877735,0.4703427457
SRX5694358,-1.045079977,-0.989631354,-3.5277934386,1.2914517682,0.0052233307,0.7891519738
SRX5694359,8.1209365752,-0.6898793059,0.6800925502,-0.2855045002,0.4784042827,0.0823465979
SRX5694360,8.3999605452,-0.9385224537,0.0690848901,-0.638620278,-0.1817873103,-0.21446519260000002
SRX5694361,-0.8764335416,1.0977147786,1.8034974754,-1.5132484745,-1.6733663526,0.5545946817
SRX5694362,2.5501114396,0.36099427310000004,1.2636687302,-1.9652494854,-1.4923286758,-0.1556899832
SRX5694363,0.6717228671000001,-0.600790616,0.051329992000000005,1.2542890818,0.0575286216,0.40866825960000003
SRX5694364,-1.3267770911,-0.5144488377,-0.6355700000000001,0.7876454059,2.0216415702,-0.0307498051
SRX5694365,4.4830512173,1.4841765936,3.0086459954,0.8906258525,-1.5202731443,1.8984960352
SRX5694366,2.8228742098,-0.7392321765000001,1.0393897033,0.2089985611,-0.37419296630000004,0.11935505780000001
SRX5694367,3.657802,-0.2944956992,0.1199381191,0.5213602361,0.6656975378000001,-0.7716038602
SRX5694368,4.059830154,-0.8669199153,-0.9546299443,-0.018460327500000002,-0.285459375,-0.1062377801
SRX5694369,7.636780735,-0.5948867843,-0.3625229781,-0.1647844436,-0.5478844172,-0.0429042057
SRX5694370,4.1819887026,-0.5244472115000001,-0.6755486363000001,0.0016327890000000002,-0.9426291372000001,-0.1697118587
SRX5694371,1.5962297972,-0.786795397,1.1364678129,0.8165281951000001,2.365706667,-0.046749594000000005
SRX5694372,8.6413159447,-0.5681068862,0.4532699526,-0.3342762494,0.44815050570000003,0.060263538500000005
SRX5694373,1.5507401758000001,-0.6737367768,-0.44597501440000004,-0.0047591478,2.2319022165,-1.4686879149
SRX5694374,2.8554737651,-0.9874018292000001,-0.9021733236,0.7615916478,0.9714924580000001,0.2258676651
SRX5694375,4.2901898203,-0.704628555,-0.29392495820000003,-0.23131398720000002,-0.3183097434,-0.0180107938
SRX5694376,1.7525358356,0.6390051229,1.7575499723,0.6436264924,0.4595702441,0.12440957970000001
SRX5694377,0.230585855,-1.119492052,-2.2880616785,0.7703477697000001,0.3188663069,0.7205527484
SRX5694378,9.5419654778,-0.5892935844,-0.1260430246,-0.5006761838,-0.29555656550000003,-0.064859922
SRX5694379,8.527409455,-0.7488069058,-0.6224222674000001,-0.2285719789,0.3466464765,-0.0946227506
SRX5694380,0.2081459973,-0.9849220242000001,-0.4991096861,0.1261078601,-0.1199930824,-0.1504039911
SRX5694381,0.142764749,0.0536946161,2.8750119271,1.5005765341,1.8591924979,1.0932260792
SRX5694382,-0.24072291750000002,-0.4765596486,-0.6416532500000001,0.49058279860000004,-0.8229845064,-0.3495048284
SRX5694383,5.4648028579,-0.9315031237,-0.39564770450000003,-0.5617845917000001,-0.0098665728,-0.19216870800000002
SRX5694384,2.034985188,-0.306814501,0.1878611425,0.28859365800000003,-0.22942625560000002,0.2508705046
SRX5694385,6.6458137214,-0.14971446900000002,0.1596236761,0.49805841980000004,-0.6399566405,1.0236963855
SRX5694386,4.4339438974,-1.7867935451,-0.8464006367,-0.7357423173000001,0.4801023406,0.8645055481
SRX5694387,3.5894053706999998,-0.5907873538,0.6296171002000001,0.1905704846,-0.30825317760000004,0.1051428429
SRX5694388,1.1702558567999999,-0.8765617776,-0.21805504280000002,0.4894669426,-0.5175083398,0.2708431966
SRX5694389,6.9614223561,-0.5076306448,-0.7590008223,0.0464077509,-0.2185033082,0.2606390819
SRX5694390,4.2733201151,-0.9455588033000001,-0.0032073790000000002,-0.1638455209,-0.2470005291,0.3504676022
SRX5694391,6.1883291511,-0.0546648603,1.4435760144,0.2652531168,-1.695413108,1.4535275098
SRX5694392,4.8429977752,-0.7995883998000001,-1.0260677785,-0.0643523617,-0.0019591802,0.0944210472
SRX5694393,2.0455900358,-0.2305797444,-0.6519718255,0.4487898696,-0.41536759040000004,0.2067024995
SRX5694394,4.3954572567,-0.2681092712,0.261166871,-0.1239980744,-0.2445014006,0.5219782296000001
SRX5694395,1.1950710965,-0.6702235864,0.1619025955,1.3081476157,-0.24004343990000002,0.5121052174
SRX5694396,-1.4532647938,0.8816852332,-1.1021793901,1.4076040301,0.13992067500000002,0.28659288180000003
SRX5694397,6.1256035159,-0.8235027764,0.023180969000000003,-0.5370945714,-0.722319177,0.2130377387
SRX5694398,7.757634469,-0.4419145841,0.0228896086,-0.6547982996,-0.4136282455,0.1522575818
SRX5694399,0.7286490742,-0.7824784504000001,-1.3316720743000001,0.44247998860000004,-0.5687207573,-0.35454569550000004
SRX5694400,8.1672285883,-0.8957583694000001,0.10431136960000001,-0.6125086075,0.483350804,-0.3062884087
SRX5694401,5.8689790039,-0.46520850020000004,-1.1348177466,-0.20422094540000002,-1.2496100656,-0.0252304237
SRX5694402,3.4484706571,-1.9027115429,-0.5021852574,-0.9583442195,0.5186651994,0.7271274121
SRX5694403,4.3440246694999995,-0.5633653791000001,-0.8109298492,0.1071730481,0.9782994344,-0.903332961
SRX5694404,3.3410362341,-0.4577927678,0.8947460851000001,-0.3003964322,0.2113714276,0.6936041281
SRX5694405,1.9741380125,-0.5244412812,-0.4245853972,0.2357032725,0.5784329789,-0.7666040526
SRX5694406,5.2658094701,-0.4069620828,0.4786198345,0.0693949259,0.3899879865,0.2468405504
SRX5694407,7.5458607742,-0.6797229178,-0.47065052,0.0371632972,-0.12475402370000001,-0.4892115863
SRX5694408,2.5279192627000002,-0.7931955938,-1.3783743383,0.0265961863,-0.440646719,-0.129152751
SRX5694409,0.3659771351,-0.7313918552,0.9010077183,0.3036734732,0.9389394508000001,0.2983443387
SRX5694410,1.6026106879,0.5205305132,1.7212183656,-0.4648872027,-0.7376719052,0.12871355610000002
SRX5694411,5.8252840384999995,1.2752649621,1.6380525906,1.1538115976,0.3206533466,1.4088048351
SRX5694412,5.9364951127,-0.8681426453000001,-0.8634437747,-0.9291934891,-0.8841602868,0.08708125080000001
SRX5694413,-4.2672210667,0.0039227364,0.8500895152,-0.570691755,-1.0325870926,-0.42460153910000004
SRX5694414,0.6231385236,0.1272974469,2.7092636837,1.6509193769000001,1.9019208756000001,0.9037219768
SRX5694415,3.0441812917,-1.0048620916,0.332572566,-0.1991500789,-0.0131461132,0.35278275610000004
SRX5694416,0.1515763853,-0.0255081624,-0.2097590615,0.0154779333,-0.1145241468,-0.1301828894
SRX5694417,2.277115087,-0.37877042,-0.6135971464000001,0.3500808745,-0.7914818317000001,0.1499766492
SRX5694418,4.9611140764,-0.8464666129,2.3263255445,-0.0752501554,0.4437090339,0.8640746426
SRX5694419,-2.6638342631,-0.3984785491,-1.6661178604,0.1823640506,-0.1042384143,-0.014793680600000001
SRX5694420,0.29535228,-0.302497715,-0.7963523501,0.22165850820000002,0.0120616401,-0.0468660871
SRX5694421,6.8976618932000004,-0.6099977714,0.6676015018,0.3020195341,0.0576059274,0.1322961821
SRX5694422,10.0834657995,-0.068855287,0.611818948,0.097195029,-1.0213243068,0.619159111
SRX5694423,5.2299330624,-0.5813589195000001,0.2941291088,-0.2056130554,0.5841235968,-0.0780351353
SRX5694424,7.2206740921,-0.4586027053,0.29582476960000004,-0.3920706658,-0.0187767106,-0.5733023752
SRX5694425,4.9496459656,-0.8332605673,0.4211354343,-0.5587581914,-0.35451390790000004,0.3346755523
SRX5694426,0.3915648123,-0.7600289733000001,1.092421801,0.1130672716,1.1103280613,0.6157335293
SRX5694427,4.1031643406,-0.3639876078,-0.9959728360000001,0.16881575040000002,-1.0845554723,-0.029816820400000003
SRX5694428,4.9001985821,-0.6349855048,-1.1785853659,-0.6207653771,-0.8564956914,-0.1057688244
SRX5694429,4.2183325361,1.262363916,1.4194255879,1.4680549083,0.1351663382,1.4863412037
SRX5694430,2.150689615,-0.5589086929,-0.5654526825,-0.0448960912,-0.6193977612,-0.0200467158
SRX5694431,-0.7848476507000001,-0.11194467350000001,-0.0817218317,1.2286839221,-0.0234824324,0.6682181821000001
SRX5694432,9.1357177181,-0.576840738,0.2844940982,-0.4490090364,-0.182629971,0.1093383753
SRX5694433,-3.6852643638,0.38963961950000003,0.3247935293,-0.7208105544000001,-0.9708737299,-0.42024945410000003
SRX5694434,-0.2943862856,-0.3241111343,0.0287174311,0.3947796242,0.6080896798000001,-1.0686406259
SRX5694435,3.5744430567,-0.25701469,2.3413050593999998,0.2956843415,0.8490393866,0.2624442987
SRX5694436,-0.1762165058,-1.3601739322,1.5430646228,0.42789014810000003,1.7872922632,0.1838410419
SRX5694437,6.2723279640000005,-0.0437337862,2.2689011297,0.8442368139,-0.6958508876,1.4458719120999999
SRX5694438,3.6781706537,-0.8291054388,-0.1137787614,-0.3721850478,-0.16191133970000002,0.061060066100000004
SRX5694439,4.1464233809,-0.51258285,-0.408164154,1.337922803,1.2088581859,0.8339819837
SRX5694440,2.5240660345,-0.37249924100000004,0.1779227555,0.29294730900000004,-0.16045119600000002,0.2749615761
SRX5694441,-1.7921009574000002,-0.230511501,-0.4830104558,0.9038915123000001,1.2692086651,0.1675077619
SRX5694442,0.8586056069,-0.8200548711000001,0.1846776134,0.3475303811,0.096913566,0.2359552994
SRX5694443,4.5846386003,-0.4406184697,-0.5579709116,0.1461081123,-0.5299322348000001,-0.1143720156
SRX5694444,6.1064766257,-1.0535215027,0.19114676800000002,-0.5047931029,-0.1474155264,0.19924687600000002
SRX5694445,0.9201976825,-0.6204594402,-0.5998606199000001,-0.0963860097,-0.31032173890000003,-0.1930182149
SRX5694446,1.8460724247,-1.0780453714,-0.5849807367000001,0.0642681642,-0.2070586725,0.021624803
SRX5694447,6.7566630389,-0.2826101176,0.9691723634,-0.5687338293,0.7467306572,0.1404174962
SRX5694448,3.162216804,0.3674181562,1.5979652084,0.3758068667,-0.0470006762,0.7190717129
SRX5694449,3.5498504773,-0.5328863570000001,-1.0068605655,-0.0819475583,-0.5280203292,-0.106792127
SRX5694450,2.5736214995,-0.4055443481,0.40523894190000004,0.051113270100000004,-0.23178273600000002,-0.5226446066
SRX5694451,3.1579639238,-0.6397645289,0.0277423698,-0.5188799213,-0.19347923590000002,-0.9448240483
SRX5694452,-0.3189230182,0.7842886771,-0.7269173316,1.3284796005000001,0.6331787659,0.3519942873
SRX5694453,-1.7414099405,0.0852071991,1.1378334358,-0.42831274,-0.6381908614,-0.3420308308
SRX5694454,2.5274393174,-0.18555417640000002,-0.0221615997,0.3853152326,-0.12259243630000001,0.2237971175
SRX5694455,-0.2746094907,-0.3648115819,-0.8773841771,0.2002885996,0.5383172481,-0.09366302650000001
SRX5694456,2.6451488975,-0.5856403514,0.5746642230000001,-0.050738027500000005,0.010780811500000001,0.1884711132
SRX5694457,2.4208271801,-0.6155918729000001,-0.9546694867000001,0.2816577342,-0.31651521790000003,0.1897163396
SRX5694459,2.0230011722,-0.8278137878,-0.6023950366,0.2553240309,0.49990663900000004,0.46955750020000003
SRX5694460,2.5221914208,-0.346563681,2.5298865425,-0.050013209600000004,1.8605806696,0.079054857
SRX5694461,10.1143847748,-0.6241635859,0.5733171209,-0.4906930928,0.5064505429,0.1562169847
SRX5694462,-0.36830841400000003,-0.7549218009,0.1539947966,-0.21113936760000002,0.5188505368,0.5560831223
SRX5694463,2.0631756846,-0.5317721226000001,-0.1057692011,0.0480338364,-0.0285147619,0.16093619850000002
SRX5694464,7.8560537901,-0.42569096170000004,0.3525624363,-0.1506201971,0.310465981,0.21465859110000002
SRX5694465,4.8926318809,-0.7787333394,-0.8582718675000001,0.10842674740000001,0.320027795,-0.4506960218
SRX5694466,9.6429385606,0.2849311861,1.5460657521,0.36164030700000005,-0.6246043915,1.4078249743
SRX5694467,1.9541133903999999,-0.6791321378,-0.338155248,-0.028866696900000002,0.2753504894,-0.024926434900000002
SRX5694468,-3.7125503915999998,-0.5489293682,-2.7097884011,1.3411166713,0.1940619139,0.28331731590000003
SRX5694469,1.7070896332,-0.4651611836,0.040824517000000005,0.1894458983,0.0017833729000000002,0.1656484172
SRX5694470,-0.0843098533,-0.0026546786,-0.0346983853,-0.012323741800000001,0.1853942542,0.0397621094
SRX5694471,2.6396712733000003,-0.4027529064,-0.6031391581000001,-0.0956156261,0.0413358759,0.0295181061
SRX5694472,0.7989443778,-0.2620807039,0.4405357697,0.4640246576,0.9407321831000001,0.6765520599
SRX5694474,5.0431728134,-0.1322773285,-0.4426223392,-0.4630555241,-0.3611944224,-0.1313395527
SRX5694475,5.7426076876,-0.24219310500000002,0.2513184476,-0.0421126405,-0.2338200798,-1.1849000443
SRX5694476,4.3629630284,-0.8656861585000001,0.6231524575,-0.6720264656,-0.6861415363000001,0.1917764428
SRX5694477,2.8387942074,-0.0965249888,1.6584761082,-0.6327040586,1.9108960705,-0.1254083886
SRX5694478,6.1600640259,-0.6125686037,-1.0349208702,-0.068631683,-0.141236469,0.0413045956
SRX5694479,-1.9703306253,-0.6780251964,-0.5779139507000001,0.4188483109,2.3897203549,-1.2130654544000001
SRX5694480,-1.0807595303,-0.3036139091,-1.200123335,0.5758221298,1.3052757481000001,-1.1475451275
SRX5694481,6.9377485092,-0.32311821100000004,1.0188274883,-0.2833549239,0.2945953617,0.23990241980000002
SRX5694482,5.1421162973,-0.6472823522000001,-0.9591141556,-0.121409896,-0.9076890374000001,-0.042177127
SRX5694483,5.0075210625,-0.6886665677,-0.48678795020000004,-0.014439360600000001,-0.0095143786,-0.341587067
SRX5694484,7.1841207584,-0.8571132198,0.4173870995,-0.43850402190000004,0.5018396705,0.1067217318
SRX5694485,7.2196001099,0.1284023329,1.5075158116,0.24091423920000002,-2.0938834403,1.3284647298
SRX5694486,2.5127261597,-0.4840414957,-0.4197426429,0.0229450333,-0.2423271707,0.13667702310000002
SRX5694487,6.7102414699,-0.5855811282,0.0371117412,-0.3495884295,-0.0977832299,0.0400555976
SRX5694488,7.4372632291,-0.6483210227,-0.1318831091,-0.6067594638,-0.1792065887,0.1579017148
SRX5694489,3.2389096172,-0.7268829535,-0.7855418463,-0.130523151,-0.952066088,-0.2295144067
SRX5694491,6.508856633,-0.6520774905000001,0.9942240452000001,-0.6168601113000001,0.8027407688,-0.40999634500000004
SRX5694492,1.0092558119,-0.5106188083000001,-0.18553622220000002,-0.10246706500000001,1.1656425385,0.41635551470000004
SRX5694493,0.4269932984,0.24239025290000002,-0.8518931401000001,1.3498864963,-1.1510105446,0.8852669989
SRX5694494,6.5759005616,-0.117810119,1.2043127801,-0.2562040859,0.2760050115,0.47019160320000003
SRX5694495,1.5702959778999999,-0.17484840610000002,-0.1367536986,0.672179446,-0.4524599265,0.4263555999
