,A,LexA
ecoli_00091,-0.0487620376,0.395094461
ecoli_00092,1.0380616041,0.4527371
ecoli_00093,0.138151026,0.21120409999999998
ecoli_00094,-1.0353004708,0.115861082
ecoli_00095,-0.6190844056,0.10519502400000001
ecoli_00096,0.2136754608,0.32253442400000004
ecoli_00097,0.0969253166,-0.146852544
ecoli_00098,0.8458636824,0.602168711
ecoli_00099,1.1733800579,0.546239848
ecoli_00100,-0.015463852200000001,-0.009141701
ecoli_00101,1.070730894,0.311997603
ecoli_00102,1.1626275186,0.37878193200000004
ecoli_00103,0.1031084738,0.30155813800000003
ecoli_00104,0.2969861158,0.345624941
ecoli_00105,0.4754582154,0.41094120700000003
ecoli_00106,0.5328712528,0.295248667
ecoli_00107,0.2109088003,0.280580433
ecoli_00108,0.2014565572,0.6545104930000001
ecoli_00109,0.95602226,0.766889661
ecoli_00110,-0.5261463724000001,0.217225936
ecoli_00111,-0.0290449128,0.284224517
ecoli_00112,0.113556286,0.275837196
ecoli_00113,0.4138706935,0.6777386360000001
ecoli_00114,1.2590639566,0.529434943
ecoli_00115,0.7890429985,0.631846176
ecoli_00116,0.6348183302,0.210532459
ecoli_00117,0.0636466903,0.134736461
ecoli_00118,0.9556814916,0.162243928
ecoli_00119,0.0796778881,0.142282562
ecoli_00120,0.12857185000000002,0.19953783200000003
ecoli_00121,0.38063478300000003,0.196619929
ecoli_00122,-0.0300703527,0.056121277000000004
ecoli_00123,0.07006949700000001,-0.00044538900000000003
ecoli_00124,0.051189547700000004,0.112471547
ecoli_00125,1.706985268,2.138995332
ecoli_00126,0.7285923625,0.569862261
ecoli_00127,-0.7132476115,0.336825717
ecoli_00128,1.0609205337,0.21949732100000002
ecoli_00129,0.9298657805,1.417474474
ecoli_00130,2.1812453984,1.265055409
ecoli_00131,1.2042108081,1.648543177
ecoli_00132,0.2585055761,0.24803977900000002
ecoli_00133,0.020003012400000002,0.98668652
ecoli_00134,0.3600036488,0.34133721300000003
ecoli_00135,-0.9005086887,0.314313954
ecoli_00136,2.2540813799,0.800422869
ecoli_00137,-0.9614440245,-0.005749555
ecoli_00138,3.1644855107,1.458128533
ecoli_00139,2.2096157405,1.18683393
ecoli_00140,-0.2854562599,0.205305241
ecoli_00141,1.8290689339,1.039494442
ecoli_00142,-0.1165388767,-0.44379989400000003
ecoli_00143,-0.3142351329,-0.257701041
ecoli_00144,1.9504178383,0.955905148
ecoli_00145,1.5604456196,1.227251203
ecoli_00146,0.0009538176,0.248271554
ecoli_00147,-0.1027869258,0.5967927660000001
ecoli_00148,0.4287720175,0.966864783
ecoli_00149,0.2605612896,0.319625512
ecoli_00150,0.3060830081,0.796784559
ecoli_00151,-1.6487792465000002,0.6816533880000001
ecoli_00152,-0.5084996196,0.830536084
ecoli_00153,-1.7862584184,0.443017985
ecoli_00154,-0.34350002490000003,1.121833862
ecoli_00155,-2.6553898796,0.49414568200000003
ecoli_00157,-0.7753087865,0.844470767
ecoli_00158,-0.9412036946000001,0.784991573
ecoli_00159,-0.0359840083,0.565207747
ecoli_00160,-0.6081317866,0.273815757
ecoli_00169,-1.9125300511,-0.10431765300000001
ecoli_00170,-1.8407662408,-0.18973378700000001
ecoli_00171,-1.3463858033,0.44814287700000005
ecoli_00172,-1.449074672,0.040452793
ecoli_00173,-1.2117042248,-0.32879255100000004
ecoli_00174,-0.4295520015,-0.08562074
ecoli_00175,-0.0965879845,0.017440852
ecoli_00176,-0.20396970390000002,0.181738364
ecoli_00177,3.5741239046,0.337505357
ecoli_00178,3.1944091437,0.7988606260000001
ecoli_00179,-0.6500617482000001,0.06626314400000001
ecoli_00180,-0.43775308830000004,0.00609205
ecoli_00181,-1.3515439276,-0.219214712
ecoli_00182,-1.2261265613,-0.30131531300000003
ecoli_00183,-0.4978214627,-0.039481016
ecoli_00184,-0.149603429,0.051303718000000005
ecoli_00185,-1.3076927015,-0.360789809
ecoli_00186,-0.9786012617000001,-0.331449482
ecoli_00187,-1.6661548895,-0.136682182
ecoli_00188,-2.0273929728,-0.155525518
ecoli_00189,-1.3343549117,-0.118423813
ecoli_00190,-1.2504443931,-0.090532898
ecoli_00191,-1.5858226825,-0.08518930100000001
ecoli_00192,-1.0392194125,0.060517396
ecoli_00193,-1.3190390893,0.261641406
ecoli_00194,-1.3704025884,0.061571352
ecoli_00195,-2.2776681749,0.233257493
ecoli_00196,-0.7352875598,0.673055511
ecoli_00197,-1.1642612709,0.5989023800000001
ecoli_00198,-1.7880396914,0.23156567300000003
ecoli_00199,-0.6305328274,0.267610614
ecoli_00200,-0.5742809279000001,0.46722675300000005
ecoli_00201,-0.5199805318,0.33480474600000004
ecoli_00202,-0.3720533247,0.44875549000000003
ecoli_00203,-1.3142541606,0.272913477
ecoli_00204,-1.8201809709,-0.005306504
ecoli_00205,-0.863739323,0.31721612200000004
ecoli_00206,-0.0017714451,0.31049819100000003
ecoli_00207,-0.7276850939,0.563174283
ecoli_00208,-0.4488143376,0.49022772900000006
ecoli_00209,-0.8967309626000001,-0.10050463300000001
ecoli_00210,-0.5441630031,-0.16506662800000002
ecoli_00211,-0.6502762994,0.040745677
ecoli_00212,-0.8318419174,0.064948504
ecoli_00213,-0.7429918751,0.251752975
ecoli_00214,-0.574088119,0.460181881
ecoli_00215,-0.7296852916000001,0.004748924000000001
ecoli_00216,-0.43071265140000004,0.115198535
ecoli_00217,-0.4615171624,0.631183088
ecoli_00218,-0.459725486,0.70274105
ecoli_00219,-1.2816857823,-0.132244253
ecoli_00220,-0.6592642634,-0.133309646
ecoli_00221,-0.25165038170000004,-0.0046146500000000005
ecoli_00222,-0.5719576954,0.12384775
ecoli_00223,-0.4345456514,0.139827888
ecoli_00224,-0.5375095574000001,0.17684211100000002
ecoli_00225,-0.9062042069,0.27467540500000004
ecoli_00226,-1.0433468886,0.493187474
ecoli_00227,-0.9148776432,0.152042967
ecoli_00228,-0.9079858687000001,-0.035456743
ecoli_00229,-0.8304158336,0.249458385
ecoli_00230,-1.2446102565000001,0.097132093
ecoli_00231,-1.5294853015,-0.041482729
ecoli_00232,-1.2524090923,0.11332959100000001
ecoli_00233,-0.9869466766,0.137495958
ecoli_00234,-1.2378554051,-0.080830764
ecoli_00235,1.0249785216,0.150151757
ecoli_00236,1.2714216517999999,0.268277533
ecoli_00237,-0.7623513555,-0.022523642
ecoli_00238,-0.8862989548,-0.146509107
ecoli_00239,-0.8935918877000001,0.069486713
ecoli_00240,-0.9531638932000001,-0.005670491000000001
ecoli_00241,0.291445548,0.060451566000000005
ecoli_00242,-0.8167880961,0.24312846300000002
ecoli_00243,-0.7768371906,0.211693091
ecoli_00244,-0.2663789956,0.227603779
ecoli_00245,0.1091840344,0.134042312
ecoli_00246,-1.3141667444,0.38084881
ecoli_00247,-0.6081790596000001,0.310001452
ecoli_00248,1.2160187598,0.825825632
ecoli_00249,1.5437703712,0.716908298
ecoli_00250,1.7812374078,0.686314968
ecoli_00251,3.98154222,0.738603863
ecoli_00252,4.0234159986,0.708904289
ecoli_00253,0.9150644405,0.627286715
ecoli_00254,0.17712652480000002,0.5947810520000001
ecoli_00255,3.4354077117,0.39983306700000004
ecoli_00256,3.9256648333,0.296127715
ecoli_00257,1.3023836859,0.039436599
ecoli_00258,0.958373985,-0.041009329000000004
ecoli_00259,1.7471067621,-0.07659863
ecoli_00260,1.3962605144,0.011799893
ecoli_00261,1.334779138,0.353302649
ecoli_00262,2.1325727765,0.793480417
ecoli_00263,-0.6632737735,0.083129777
ecoli_00264,-0.5924868863,0.312847831
ecoli_00265,-0.49912618670000003,-0.207690854
ecoli_00266,-0.55888076,-0.226551617
ecoli_00267,-0.0999251818,0.970178631
ecoli_00268,-0.07565013,0.988985065
ecoli_00269,-0.7023740363000001,1.024064403
ecoli_00270,-0.8295580353,1.147578897
ecoli_00271,-0.8351387377,0.19350118600000002
ecoli_00272,-1.2849990561,0.20186377100000003
ecoli_00273,-0.1265054601,0.024564438
ecoli_00274,-0.4774553492,-0.031654209
ecoli_00275,0.1509527644,0.075143003
ecoli_00276,-0.2310216042,0.017054834
ecoli_00277,0.4395854207,0.09498068300000001
ecoli_00278,0.29129628220000003,0.031197782
ecoli_00279,0.2064741906,-0.19138754900000002
ecoli_00280,0.1101201475,0.313834701
ecoli_00281,0.2093526896,0.6639289660000001
ecoli_00282,-0.9911062331,0.673674151
ecoli_00283,-1.0886467422,0.187107923
ecoli_00284,-1.4656500696,0.33565277200000004
ecoli_00285,-0.9558576384,0.07170214100000001
ecoli_00286,-0.9744707054,0.11785943800000001
ecoli_00287,-0.1955376828,0.047668515
ecoli_00288,-0.4214707827,0.003654319
ecoli_00289,-1.2594490841,0.050485069
ecoli_00290,-1.1143597764,0.09918148900000001
ecoli_00291,-0.7589616188,0.09117222100000001
ecoli_00292,-0.9899209007,-0.17394893
ecoli_00293,-0.4668789326,-0.083777792
ecoli_00294,-0.4886571447,-0.049852054
ecoli_00295,-2.4118907347,-0.27064172200000003
ecoli_00296,-2.3258897546,-0.27141653800000004
ecoli_00297,-0.3573141595,-0.146910595
ecoli_00298,-0.8266403627000001,-0.099201576
ecoli_00299,-0.2665619823,-0.018943963
ecoli_00300,-0.882619291,-0.140246707
ecoli_00301,-0.575006297,0.191158128
ecoli_00302,-0.3842548501,0.588046429
ecoli_00303,-0.6778203576,0.210803183
ecoli_00304,-0.4131303224,-0.19996401600000002
ecoli_00305,-0.2656825655,0.8186625550000001
ecoli_00306,-0.4297791877,0.592832596
ecoli_00307,-0.535055067,0.709249157
ecoli_00308,-0.14248902630000002,0.673568489
ecoli_00309,-0.6541134734,0.651196019
ecoli_00310,-0.5951048844,0.677039833
ecoli_00311,-0.3699604728,1.053919981
ecoli_00312,-0.0038987394,1.127666542
ecoli_00313,-0.7579757839,0.10127228
ecoli_00314,-0.9467540656000001,0.20231088600000002
ecoli_00315,0.0865234245,0.726589593
ecoli_00316,0.0985695235,0.686980449
ecoli_00317,-0.6197830956,0.552609243
ecoli_00318,-0.2899423943,0.589074298
ecoli_00319,-0.6638798418,-0.01915343
ecoli_00320,-0.9647786033,-0.035882927
ecoli_00321,-0.3387184218,1.087802245
ecoli_00322,-0.2166194176,1.157347935
ecoli_00323,-1.1439700656,0.285094067
ecoli_00324,-1.2585818742,0.323520468
ecoli_00325,3.3762826326,0.8290911940000001
ecoli_00326,3.6458020949,1.052256447
ecoli_00327,-0.5825586096,0.6451073220000001
ecoli_00328,-0.1131902805,0.501784812
ecoli_00329,4.0117224454,1.262429193
ecoli_00330,4.1320550151,1.2228564180000001
ecoli_00331,-1.1454593089,0.442465337
ecoli_00332,-1.2704981233,0.22656546600000002
ecoli_00333,-1.0328975872,0.343846494
ecoli_00334,-1.4691216292,0.32311716100000004
ecoli_00335,-1.3436044487,-0.06568399600000001
ecoli_00336,-1.4976529312,0.097510621
ecoli_00337,-0.045212757400000005,0.34302618300000004
ecoli_00338,-0.049318039200000004,0.45732819100000005
ecoli_00339,-1.264705653,0.12052039900000001
ecoli_00340,-1.5478228276000001,0.23622431100000002
ecoli_00341,-0.5793720393,0.193123433
ecoli_00342,-0.6839467092,0.143012094
ecoli_00343,-1.1209847029,0.052953274
ecoli_00344,-1.5812561175000002,-0.0017975690000000002
ecoli_00345,-1.2014805054,0.25100467
ecoli_00346,-0.9500835559,0.247138877
ecoli_00347,-1.2335166893,0.219874599
ecoli_00348,-1.0896251641,0.229533744
ecoli_00349,-1.3627877859,0.212305609
ecoli_00350,-1.5030015714,0.38396538500000005
ecoli_00351,-0.4723087998,0.404775457
ecoli_00352,-1.1362383097,0.33582512400000003
ecoli_00353,-1.6533864818000001,0.262826014
ecoli_00354,-1.1842273818,0.363463313
ecoli_00355,-1.0302757094,0.45932282
ecoli_00356,-0.7402002789000001,0.424026818
ecoli_00357,-1.1435921149000001,0.44985309500000004
ecoli_00358,-0.9952284053,0.370519988
ecoli_00359,-0.701818165,0.544502161
ecoli_00360,-0.7811346554,0.46457182300000005
ecoli_00361,-0.955896005,0.48416026300000004
ecoli_00362,-0.49751589999999996,0.6146629
ecoli_00363,2.2138211401,0.7813572830000001
ecoli_00364,2.49269026,0.9366380980000001
ecoli_00365,3.1997604927,1.342657242
ecoli_00366,3.5094111765,1.571165244
ecoli_00367,1.9263506316,0.657071916
ecoli_00368,1.452364447,0.391472877
ecoli_00369,2.7329783057,0.8604453950000001
ecoli_00370,1.4232816856000001,0.592551994
ecoli_00371,3.4959734244,1.114485743
ecoli_00372,3.6875803809,1.2504670660000001
ecoli_00373,1.4698201114,-0.035567996000000004
ecoli_00374,1.4961962157,0.253283281
ecoli_00375,2.6392201009000003,1.166930654
ecoli_00376,1.9992475113000001,1.274856221
ecoli_00377,3.4512922859,1.213262451
ecoli_00378,3.5849711259,1.232892875
ecoli_00379,3.7751861564,1.487503781
ecoli_00380,3.2691429879,1.416526173
ecoli_00381,2.0586719275,0.9565835250000001
ecoli_00382,2.0163859393,0.9776690650000001
ecoli_00383,10.0553488545,2.537915982
ecoli_00384,10.5387114729,2.54810393
ecoli_00385,2.9129036038000002,1.249577934
ecoli_00386,2.9578897061,1.375937118
ecoli_00387,15.4706832848,2.985047958
ecoli_00388,16.0042721479,3.098837558
ecoli_00389,17.40033888,3.227130438
ecoli_00390,17.4902399348,3.111032838
ecoli_00391,18.3902721725,2.084396254
ecoli_00392,18.7889950335,2.245900243
ecoli_00393,-0.8625403086000001,0.539876671
ecoli_00394,-1.5545840386,0.51361071
ecoli_00395,-0.9744249665,0.26052157400000003
ecoli_00396,-0.8673281917000001,0.12155141800000001
ecoli_00397,0.34838686680000003,0.485356879
ecoli_00398,0.1764018696,0.353619349
ecoli_00399,-2.6245465831,0.6031164640000001
ecoli_00400,-2.9790223115,0.524620245
ecoli_00401,-1.1388276124,0.028403261000000003
ecoli_00402,-1.0928797139,0.12649608
ecoli_00403,0.5405975375000001,0.325967312
ecoli_00404,0.8803701066,0.414197929
ecoli_00405,-2.6894470415000002,0.30805159200000004
ecoli_00406,-1.9053453604000001,0.44034867
ecoli_00407,-1.573815639,0.062041906
ecoli_00408,-0.9191622816,0.09677914400000001
ecoli_00409,0.8573527563000001,0.359602334
ecoli_00410,0.7486080496,0.202157672
ecoli_00411,-0.3833483807,0.60627927
ecoli_00412,-0.206552846,0.5497069640000001
ecoli_00413,0.0701837138,0.01620249
ecoli_00414,0.0874492627,0.26269444200000003
ecoli_00415,0.4161620258,0.47235222600000004
ecoli_00416,0.7246082121,0.28861064200000003
ecoli_00417,-0.7053381273,0.41863475600000005
ecoli_00418,-0.7221510674,0.473989955
ecoli_00419,0.3565236706,0.13332917700000002
ecoli_00420,0.3334631965,0.21915135100000002
ecoli_00421,0.13175137580000001,0.45013337900000006
ecoli_00422,-0.0946067223,0.482848406
ecoli_00423,-2.2412664965,0.591931836
ecoli_00424,-2.5071071530999998,0.448178171
ecoli_00425,-1.0933738333,0.508181055
ecoli_00426,-1.0876824485,0.471100799
ecoli_00427,-1.101944435,0.069106176
ecoli_00428,-1.0535902199,0.082703495
ecoli_00429,-0.6204649702,0.064113445
ecoli_00430,-0.8401769290000001,0.050840143000000004
ecoli_00431,0.2005607297,0.5922794650000001
ecoli_00432,0.2808394325,0.389965628
ecoli_00433,0.0053946129,0.39412193700000003
ecoli_00434,-0.0922964166,0.40807618500000004
ecoli_00435,-1.7933498572,0.516376366
ecoli_00436,-1.5847487582,0.585861234
ecoli_00437,-0.9656948236,0.003601505
ecoli_00438,-0.6512028692,0.10444323200000001
ecoli_00439,1.1203888875,0.628197038
ecoli_00440,0.7421136877000001,0.654119156
ecoli_00441,-1.1725978837,0.573776264
ecoli_00442,-1.2999934992,0.5458327780000001
ecoli_00443,-0.7712143641,0.10055358
ecoli_00444,-0.8033430680000001,0.029395194000000003
ecoli_00445,-0.15527308450000002,0.726543059
ecoli_00446,0.0628542329,0.892356935
ecoli_00447,-1.9124017282999999,0.08354657800000001
ecoli_00448,-1.756200586,0.066359687
ecoli_00449,-0.3009553225,0.12053773
ecoli_00450,-0.3608950838,0.268666355
ecoli_00451,-0.9257327893,0.033798612
ecoli_00452,-1.1379572311,0.119747745
ecoli_00453,-0.3214943142,-0.004409084000000001
ecoli_00454,-1.1528716843,-0.14994353900000001
ecoli_00455,0.5742593005000001,0.7430947790000001
ecoli_00456,0.6874413453,0.838165751
ecoli_00457,0.7842381097000001,0.758878526
ecoli_00458,0.5181888118,0.784316942
ecoli_00459,0.40660489380000003,0.9174851180000001
ecoli_00460,0.34127588670000003,0.915885645
ecoli_00461,1.473209241,0.431569874
ecoli_00462,1.9727358011,0.5374204410000001
ecoli_00463,-0.6834912135,0.461893653
ecoli_00464,-0.2171008334,0.516842429
ecoli_00465,1.390348292,0.151258787
ecoli_00466,1.2049967888,0.21282789400000002
ecoli_00467,-1.0066547028,1.321834941
ecoli_00468,-0.8067719559000001,1.302982138
ecoli_00469,2.1179508386,0.175891989
ecoli_00470,1.7815963194000002,0.16983903
ecoli_00471,1.4024309416,0.573671362
ecoli_00472,1.312721298,0.622396597
ecoli_00473,0.540339439,0.7136152060000001
ecoli_00474,0.31008522510000003,0.6772036250000001
ecoli_00475,0.0759310732,0.952422278
ecoli_00476,-0.7407111584,1.113947865
ecoli_00477,0.8031556364,1.538881982
ecoli_00478,0.8477998040000001,1.633993306
ecoli_00479,0.2233048604,-0.115971343
ecoli_00480,0.0431187779,0.041322337
ecoli_00481,0.4701172759,-0.06629359900000001
ecoli_00482,0.7369599303000001,0.129336674
ecoli_00483,0.2405641702,0.7337888
ecoli_00484,0.2086949957,0.7811951490000001
ecoli_00485,2.9109869667,0.9082609540000001
ecoli_00486,2.864301255,0.9050269630000001
ecoli_00487,1.4819186416,0.15159827
ecoli_00488,1.3336599107,0.114181394
ecoli_00489,-0.24177800840000002,0.42634589100000003
ecoli_00490,0.0819677347,0.412236998
ecoli_00491,-3.119814253,0.7656250760000001
ecoli_00492,-3.0465162116,0.67046699
ecoli_00493,-2.0148389628,0.692050609
ecoli_00494,-2.0325989019,0.645044272
ecoli_00495,0.9559002007,0.259103434
ecoli_00496,1.010834347,0.253349388
ecoli_00497,0.9101360340000001,0.04260404
ecoli_00498,1.1034708567,0.059490172
ecoli_00499,-0.1208340648,-0.054000562
ecoli_00500,0.017558872200000002,-0.035869065000000006
ecoli_00501,-1.5018991889,0.9306101290000001
ecoli_00502,-1.6918031555000002,0.9776576830000001
ecoli_00503,-0.8260562301000001,-0.23119144400000002
ecoli_00504,-0.9584013324,-0.141167277
ecoli_00505,-0.8088298361,0.139757408
ecoli_00506,-0.2284136964,0.19692742900000001
ecoli_00507,0.0448710401,0.582440103
ecoli_00508,0.084612902,0.5899629590000001
ecoli_00509,0.2015283683,0.754916079
ecoli_00510,0.6261672994,0.703864948
ecoli_00511,2.815035514,1.0711211330000001
ecoli_00512,3.0512907691,1.086582139
ecoli_00513,0.8461946347,0.028065392
ecoli_00514,0.8852253301,0.039227753000000004
ecoli_00515,-1.9102568527,0.82823835
ecoli_00516,-1.7862321655,0.776266215
ecoli_00517,5.5360775187,1.402905576
ecoli_00518,5.7750030838,1.5526636630000001
ecoli_00519,5.6668010924,1.879341438
ecoli_00520,5.7312507218,1.540577949
ecoli_00521,5.6421957586,1.6872916070000001
ecoli_00522,5.1372274532,1.8444533889999999
ecoli_00523,5.4495486054,1.833111357
ecoli_00524,1.8565663963999999,0.966873182
ecoli_00525,2.0690844509,0.9863749780000001
ecoli_00526,1.9505143059,0.995187652
ecoli_00527,1.2318851817,1.095692393
ecoli_00528,14.8113363096,3.066488718
ecoli_00529,13.4939808649,2.869647048
ecoli_00530,10.8517187736,2.918263068
ecoli_00531,18.028321398,3.050926238
ecoli_00532,4.684200243,2.3521298
ecoli_00533,3.913262883,2.205672209
ecoli_00534,4.0740499738,2.593869795
ecoli_00535,3.7495825122,2.448905092
ecoli_00536,3.7777644173000002,1.9450822950000002
ecoli_00537,3.0892044385,2.020552326
ecoli_00538,3.3435726682,1.8035812999999998
ecoli_00539,3.411049249,1.8953976780000001
ecoli_00540,11.1088137778,2.754088778
ecoli_00541,10.495279913,2.836806998
ecoli_00542,14.4247667663,3.204901998
ecoli_00543,16.373433296400002,3.551763308
ecoli_00544,13.3669997024,2.929201048
ecoli_00545,14.1946868759,2.9869017380000003
ecoli_00546,6.1008526454,1.746261401
ecoli_00547,5.8150218411,1.6355483620000002
ecoli_00548,6.3764714835,1.683905545
ecoli_00549,6.1951995311,1.840069979
ecoli_00550,7.0808716666,1.976506048
ecoli_00551,6.9904916934,2.089847127
ecoli_00552,5.0019349545,1.980057664
ecoli_00553,4.6278583892,1.8662496530000001
ecoli_00554,5.6370361872,2.048261793
ecoli_00555,4.8243583425,1.956661884
ecoli_00556,5.9056296164,2.21202542
ecoli_00557,6.0884215191,2.160710999
ecoli_00558,4.7022374626,2.362118684
ecoli_00559,4.1838404297,2.233470521
ecoli_00560,3.8641732014,2.234646761
ecoli_00561,3.5764225296000003,2.129810427
ecoli_00562,4.5199055407,1.9679109970000002
ecoli_00563,4.5609223881,1.9270447970000002
ecoli_00564,1.0390348432,0.366254758
ecoli_00565,0.9092294527,0.40652350600000003
ecoli_00566,4.4907747177,1.952158823
ecoli_00567,5.0744811775,2.092971457
ecoli_00568,-0.7080661367000001,0.235592088
ecoli_00569,-0.19773274640000002,0.281863273
ecoli_00570,-0.6341379121,0.205200496
ecoli_00571,-0.5058271869000001,0.267552265
ecoli_00572,5.2344945318,1.628375614
ecoli_00573,4.9788687344,1.866799721
ecoli_00574,5.1290038929,1.939030731
ecoli_00575,5.2691098445,2.024789137
ecoli_00576,3.4689060645,1.798688457
ecoli_00577,4.6012324694,2.246997891
ecoli_00578,4.5724602998,2.366361422
ecoli_00579,3.5341212406,2.100979348
ecoli_00580,5.5837387034,2.273689561
ecoli_00581,5.5977031351,2.082339451
ecoli_00582,0.7528067174,0.672789132
ecoli_00583,0.8918018487,0.46092338200000005
ecoli_00584,4.9526916128,2.384271851
ecoli_00585,4.701970213,2.475803901
ecoli_00586,-0.086725698,0.273260663
ecoli_00587,-0.1038412207,0.09138797700000001
ecoli_00588,-0.559564763,0.051251962000000005
ecoli_00589,-0.7029238656,0.12121218400000001
ecoli_00590,5.4697483541,1.83160679
ecoli_00591,6.1550204372,1.8019790370000002
ecoli_00592,4.2667982144,2.394098304
ecoli_00593,3.8373219743,2.360587982
ecoli_00594,4.3460004129,2.561595144
ecoli_00595,4.2842144799,2.683039538
ecoli_00596,4.3725981693,2.440057198
ecoli_00597,6.1847763043,2.388203252
ecoli_00598,2.9440039298,2.728666898
ecoli_00599,3.6233512710999998,2.590201215
ecoli_00600,7.4691621567,2.147728665
ecoli_00601,6.0554180821,2.245171809
ecoli_00602,6.039793339,2.220674137
ecoli_00603,5.9714513532,2.183112435
ecoli_00604,5.6255433239,2.277722202
ecoli_00605,5.614215666,2.1736869580000002
ecoli_00606,7.1521202216,1.6817330890000002
ecoli_00607,6.8518630234,2.021713038
ecoli_00608,7.7343119278,1.7430217350000001
ecoli_00609,7.1381724979,1.862556309
ecoli_00610,7.0389878413,1.912054977
ecoli_00611,5.96584464,1.891206048
ecoli_00612,9.9817006894,2.523638161
ecoli_00613,8.9251402444,2.5501965970000002
ecoli_00614,7.9930958268,2.298012621
ecoli_00615,7.5747766572,2.067085165
ecoli_00616,8.3829622004,2.408607295
ecoli_00617,8.9135302507,2.36412855
ecoli_00618,0.1413851363,0.21433227300000002
ecoli_00619,-0.0920656576,0.112185371
ecoli_00620,0.4325678753,0.894226991
ecoli_00621,0.7782541225,0.8971669590000001
ecoli_00622,-0.6205681528,0.44324524200000004
ecoli_00623,-0.7368529516,0.443767104
