,A,AnsR,MtlR,SigA
G135_3,11.0406937602,-0.6996666666666673,0.545300000000001,-0.5351666666666652
G150_1,9.996350002,0.9002333333333326,1.962200000000001,0.06003333333333494
G150_2,4.0843554385,1.5767333333333315,1.2993000000000006,0.8795333333333346
G150_3,11.4842549002,1.0527333333333324,2.686300000000001,0.7559333333333349
G180_1,7.6176644956,0.9493333333333318,0.9376000000000015,0.8065333333333342
G180_2,5.3616212242,1.2734333333333314,1.2822000000000013,1.140833333333335
G180_3,8.0601931568,0.10403333333333187,0.8010000000000019,0.016233333333333988
C30_1,15.3025799559,1.9979333333333322,0.32560000000000144,0.45133333333333425
C30_2,16.5907762108,1.9501333333333317,0.6008000000000013,0.4866333333333337
C90_1,-3.7669468424,-0.2599666666666671,-0.33889999999999887,0.4576333333333338
C90_2,-5.3211914973,-0.10396666666666832,-0.2922999999999991,0.5262333333333338
BI_1,7.1510797339,1.696233333333332,2.1273000000000017,0.5050333333333352
BI_2,8.0243929631,1.8146333333333313,2.113200000000001,0.7180333333333344
BC_2,-1.6452515467,0.3357333333333319,3.5550000000000015,1.096633333333335
BC/t_1,-0.3378386373,0.024033333333331797,3.0974000000000004,0.9815333333333349
BC/t_2,-2.6423948903000003,0.6120333333333328,3.3557000000000006,1.0916333333333341
BC_1,-1.576958322,-0.36856666666666804,3.110900000000001,0.5115333333333343
Sw_1,2.5680908955,1.6493333333333329,3.313900000000002,1.045933333333334
Sw_2,1.4864441216,1.2497333333333316,3.8005000000000013,1.047833333333335
BT_1,1.91446526,-1.4542666666666673,0.5018000000000011,0.5767333333333351
BT_2,0.8976363693,-1.9128666666666678,-0.04949999999999832,-0.033466666666665645
B36_1,3.3595146477,-0.1073666666666675,0.8191000000000006,0.09323333333333395
B36_2,1.1408437696,-0.08006666666666717,0.39200000000000124,-0.2855666666666661
B60_1,7.1435993188,-0.5396666666666672,1.8704000000000018,-0.8806666666666647
B60_2,4.9654147296,-0.11076666666666846,1.597100000000001,-1.417866666666665
M9exp_1,-0.281011717,0.2068333333333321,0.23370000000000068,0.45003333333333373
M9exp_2,-0.4121634839,-0.033366666666667655,-0.012399999999999523,0.04283333333333417
M9exp_3,0.6931752009000001,-0.173466666666668,-0.22129999999999939,-0.4928666666666661
M9tran_1,2.0349512895,-0.4004666666666683,0.572300000000002,-0.5197666666666656
M9tran_2,1.4453586347,-0.2835666666666672,0.4637000000000011,-0.4929666666666659
M9tran_3,2.8178566485000003,0.0004333333333317313,0.6834000000000007,-0.28266666666666573
M9stat_1,-0.6667154117,-1.0233666666666679,0.899700000000001,-2.3677666666666664
M9stat_2,-0.3242539102,-1.049266666666668,0.5527000000000015,-2.5926666666666662
M9stat_3,0.1771204245,-1.3821666666666683,0.4186000000000014,-2.8581666666666656
M+G_1,0.4484526831,-0.11356666666666726,0.4559000000000015,-0.26516666666666566
M+G_2,1.1490026473000001,-0.40446666666666786,0.2931000000000008,-0.06986666666666608
M+G_3,0.404364424,-0.4043666666666681,0.16630000000000145,0.020233333333335324
Glu_1,1.1235972088,0.18833333333333258,0.911900000000001,0.03853333333333531
Glu_2,2.2673104757,0.20723333333333294,1.2437000000000005,0.14113333333333422
Glu_3,1.9981651996,0.2909333333333315,1.0038000000000018,0.2310333333333343
Fru_1,3.0236255117,0.11023333333333163,1.025800000000002,0.5758333333333336
Fru_2,3.1794285669,0.1252333333333322,1.5444000000000013,0.6035333333333348
Fru_3,1.8008280554,-0.35886666666666756,0.8423000000000016,-0.3261666666666656
Mal_1,5.1650318718,-0.9091666666666676,1.5545000000000009,-0.0330666666666648
Mal_2,3.1061984799,-0.46336666666666737,1.1190000000000015,0.14333333333333442
Mal_3,2.0207696495,-0.6953666666666685,1.4539000000000009,-0.0349666666666657
G+S_2,1.5472243716,0.08743333333333148,1.826600000000001,0.4199333333333346
G+S_3,0.5574937949000001,0.20863333333333145,1.7025000000000006,0.19643333333333501
Pyr_1,-3.660134532,-0.40426666666666833,1.074300000000001,-1.0976666666666652
Pyr_2,-0.4853530159,0.05873333333333264,1.7933000000000021,0.054233333333334244
Pyr_3,-2.5099183284,-0.07726666666666837,1.5733000000000015,-0.48926666666666563
Gly_1,0.2520000052,-0.8071666666666673,1.2250000000000014,-0.9769666666666659
Gly_2,1.1509855065,-0.34006666666666696,1.8783000000000012,0.18693333333333406
Gly_3,0.4467146279,-1.3953666666666678,0.947000000000001,-1.3730666666666664
Glucon_1,-0.3415927025,-0.3935666666666684,1.0158000000000005,-0.7808666666666664
Glucon_2,-0.3683219598,-0.04246666666666776,1.5899000000000019,-0.4182666666666659
Glucon_3,-1.5068217234999999,-0.5460666666666683,0.9380000000000006,-1.2729666666666652
aero_1,-2.937056734,-0.09246666666666847,0.8073000000000015,0.621733333333335
aero_2,-1.5257837495,-0.645266666666668,-0.33729999999999905,-0.41626666666666523
aero_3,0.7463717625,0.23873333333333235,0.511000000000001,0.5514333333333337
nit_1,-0.6944791831,-0.18276666666666763,1.0126000000000008,0.05373333333333363
nit_2,-1.3247439021,0.16133333333333155,1.0152000000000019,0.0560333333333336
nit_3,-0.7960641690000001,0.05923333333333147,0.9379000000000008,-0.2976666666666663
ferm_1,-1.3898912693,-0.9541666666666675,0.7320000000000011,-0.18116666666666603
ferm_2,3.6046747176,-0.211566666666668,0.7994000000000021,-0.039966666666666484
ferm_3,1.1491672008,0.26783333333333204,1.4987000000000013,0.592433333333334
T-5.40H_1,1.1453445682,0.5758333333333319,1.0223000000000013,0.28563333333333496
T-4.40H_1,1.8956668299000001,0.4523333333333319,1.0568000000000008,0.4948333333333341
T-3.40H_1,2.1666863709,0.2989333333333324,1.0470000000000006,0.22873333333333434
T-2.40H_1,1.8638914946,-0.0020666666666677713,0.9504000000000019,0.07293333333333507
T-1.40H_1,2.3804935101,0.1838333333333324,0.6599000000000004,0.046833333333333727
T-1.10H_1,2.5737733481,0.11533333333333218,0.680200000000001,0.19213333333333438
T-0.40H_1,1.3614196627,0.4653333333333318,0.4707000000000008,-0.304666666666666
T0.0H_1,3.7405530548,0.15333333333333243,1.2152000000000012,-0.3593666666666664
T0.30H_1,2.1637542267,-0.4902666666666686,1.6750000000000007,-1.011966666666666
T1.0H_1,1.9776488088000002,-0.8290666666666677,1.1353000000000009,-1.1535666666666664
T1.30H_1,-0.2227434439,-0.6398666666666681,1.240400000000001,-1.281466666666665
T2.0H_1,-1.0914608725,-0.6381666666666685,1.1580000000000013,-1.3330666666666655
T2.30H_1,1.6184754775,-0.03586666666666716,1.9097000000000008,-0.7498666666666658
T3.0H_1,0.8148511822000001,-0.5517666666666674,1.3835000000000015,-1.1512666666666664
T3.30H_1,0.2234116891,-0.024066666666668013,1.778500000000001,-1.281066666666666
T4.0H_1,-0.45798509530000003,-0.33476666666666866,1.7409000000000017,-1.7384666666666657
T5.0H_1,-2.3962489221,-0.7026666666666674,1.217600000000001,-2.076466666666665
HPh_1,-1.0476252868,0.34213333333333296,0.4444000000000017,0.5045333333333346
HPh_2,-1.0628091033,0.024033333333331797,0.12500000000000178,0.39183333333333437
HPh_3,-0.5672859663,0.22213333333333196,0.3371000000000013,0.49003333333333465
LPh_1,-0.8553618839,0.1318333333333328,0.320800000000002,0.5711333333333339
LPh_2,-0.5512201083,0.5764333333333322,0.5963000000000012,1.1716333333333342
LPh_3,0.2974132746,0.024933333333331476,0.2635000000000005,0.6312333333333342
LPhT_1,1.2694532364,0.11533333333333218,0.08800000000000097,-0.222766666666665
LPhT_2,1.2873854692,-0.03896666666666704,-0.040599999999999525,-0.3203666666666649
LPhT_3,2.1868008219,0.163433333333332,0.4147000000000016,-0.1312666666666651
SMMPr_1,1.4115094246,-0.49186666666666845,0.7149000000000019,0.5559333333333338
SMMPr_2,0.5700929932000001,-0.561866666666667,0.7786000000000008,0.5471333333333348
SMMPr_3,1.3793440123,-0.6211666666666673,1.0005000000000006,0.5252333333333343
HiTm_1,5.5099816736000005,-1.391466666666668,0.6767000000000021,0.626733333333334
HiTm_2,4.4859710513,-0.32516666666666794,0.9294000000000011,-0.18026666666666635
HiTm_3,2.7528802304,-0.046366666666667555,0.483900000000002,0.09953333333333525
LoTm_1,1.485814667,0.45363333333333244,1.3036000000000012,-1.1258666666666652
LoTm_2,0.7475997402,0.1415333333333315,0.6555000000000017,-1.263166666666665
LoTm_3,0.41527171220000003,0.013833333333332476,0.8187000000000015,-1.2358666666666647
HiOs_1,2.3059831181,-0.07846666666666735,0.6744000000000021,-0.2702666666666662
HiOs_2,1.353087396,0.06873333333333242,0.4574000000000016,-0.3356666666666648
HiOs_3,2.9137747862000003,0.06043333333333223,0.622300000000001,-0.21426666666666527
BMM_1,-0.3134832394,-0.40646666666666853,-0.22769999999999868,-0.04176666666666584
BMM_2,-0.6939205608,-0.4911666666666683,-0.4167999999999985,-0.17106666666666648
BMM_3,-3.0888794492,-0.3794666666666675,-0.3935999999999993,0.05463333333333509
Heat_1,0.2306395614,-0.14926666666666755,0.9894000000000016,-0.258166666666666
Heat_2,0.0327079886,-0.4546666666666681,0.7256000000000018,-0.49306666666666565
Heat_3,-0.9762974921,-0.6812666666666676,0.6440000000000019,-0.5707666666666658
Cold_1,4.1979188229,2.664933333333332,0.5310000000000006,1.328733333333334
Cold_2,3.8891031437,2.2447333333333326,0.040300000000002,0.6937333333333342
Cold_3,3.4870543916,1.7721333333333327,-0.1927999999999983,0.26473333333333393
Etha_1,0.6780550722,-1.1585666666666672,-0.8875999999999991,-0.6342666666666652
Etha_2,-0.13364153110000002,-1.557566666666668,-0.8028999999999993,-0.7672666666666661
Etha_3,0.48936607860000003,-1.2625666666666682,-0.9498999999999986,-0.5228666666666655
SMM_1,0.9422762481,-0.4685666666666677,0.5286000000000008,0.013633333333334718
SMM_2,1.715569702,-0.21476666666666766,0.5885000000000016,-0.07516666666666616
SMM_3,0.9787997096000001,-0.5363666666666678,0.6744000000000021,0.03293333333333415
Salt_1,-5.778755998,-0.7812666666666672,-0.38049999999999784,-0.010366666666666191
Salt_2,-5.9678363029,-0.9400666666666684,-0.3963999999999981,-0.16296666666666582
Salt_3,-5.3557706705,-1.200566666666667,-0.29529999999999923,0.09823333333333473
Mt0_1,5.9986530385000005,1.884433333333332,1.2216000000000005,0.6742333333333352
Mt0_3,4.2848113043,2.0089333333333315,2.186700000000002,0.5918333333333337
M0t45_1,1.116078665,-1.1613666666666678,1.5318000000000005,0.6627333333333336
M0t45_2,11.3325115324,0.6313333333333322,1.753400000000001,0.6930333333333341
M0t45_3,-2.4392536591000002,-0.796166666666668,1.146200000000002,0.7735333333333347
M0t90_1,0.3951617309,-1.497066666666667,0.7025000000000006,-0.8367666666666658
M0t90_2,-1.1493180132,-0.4380666666666677,1.8384000000000018,0.2521333333333349
M0t90_3,-0.3029367415,-0.7585666666666686,1.395900000000001,-0.17586666666666595
M40t45_1,3.0444205378,-1.512266666666667,1.642900000000001,0.15093333333333447
M40t45_2,2.228038201,-0.7683666666666671,2.256800000000002,0.5476333333333336
M40t45_3,-2.4181104838,-0.564466666666668,1.1151000000000018,0.6054333333333339
M40t90_1,1.3232719486,-1.3222666666666676,1.068900000000001,-0.4538666666666664
M40t90_2,0.3084020156,-0.8296666666666681,1.7829000000000015,-0.385866666666665
M40t90_3,1.4886284384000001,-0.844966666666668,1.7192000000000007,0.10243333333333382
dia0_1,8.8661721713,1.618033333333333,1.3565000000000005,0.20543333333333358
dia0_2,8.0754756077,1.7623333333333324,1.5535000000000014,0.3444333333333347
dia0_3,8.9510550182,1.917533333333333,1.4503000000000021,0.7850333333333346
dia5_1,12.9434425037,1.2196333333333325,3.6883000000000017,-1.0404666666666653
dia5_2,9.5518573395,1.4281333333333315,2.069000000000001,-1.036366666666666
dia5_3,8.2908401919,1.502933333333333,1.6183000000000014,-0.8109666666666655
dia15_1,2.4129744957,0.8512333333333313,1.5184000000000015,0.1478333333333346
dia15_2,1.73317648,2.2730333333333324,0.4972000000000012,0.9208333333333343
dia15_3,0.752569876,1.3728333333333325,-0.1866999999999983,-0.268066666666666
Diami_1,2.0450419471,0.26333333333333186,0.3323000000000018,-1.1459666666666664
Diami_2,-0.1162403926,0.37343333333333284,0.4692000000000007,-0.5841666666666647
Diami_3,1.6039260822,0.7214333333333318,0.6022000000000016,-0.6146666666666665
Paraq_1,2.6381962846,2.0572333333333326,1.037700000000001,0.7408333333333346
Paraq_2,1.175547521,1.9923333333333328,1.3289000000000009,0.9730333333333352
Paraq_3,0.7174800735,0.643933333333333,-0.15689999999999849,-0.43976666666666553
H2O2_1,-0.1556255028,1.6025333333333318,1.2445000000000004,0.4620333333333342
H2O2_2,-0.9068487852,1.9019333333333321,1.373400000000002,0.6901333333333337
H2O2_3,-1.0231300982,1.7718333333333316,0.6981000000000019,0.42723333333333535
Oxctl_1,6.2718159656,1.430933333333332,1.031600000000001,0.36833333333333407
Oxctl_2,5.5798093881,1.5835333333333317,0.9446000000000012,0.2219333333333342
Oxctl_3,3.3333584575,1.9990333333333314,1.229300000000002,0.9864333333333342
GM-0.1_1,1.300963721,-0.11986666666666856,0.5876000000000019,-0.07256666666666511
GM-0.2_1,2.7174855186,-0.20926666666666804,0.7190000000000012,-0.11566666666666592
GM+5_1,2.1526507918,-0.46976666666666844,0.24480000000000146,-0.12016666666666609
GM+15_1,-0.1901688929,0.04593333333333227,0.15990000000000038,0.040033333333335364
GM+25_1,0.3728310923,0.3523333333333323,0.026300000000000878,0.3367333333333349
GM+45_1,0.5261821754,0.17843333333333256,0.21640000000000192,0.32523333333333504
GM+60_1,1.1915323159,0.013833333333332476,0.14630000000000187,0.4418333333333351
GM+90_1,1.6933557605,0.10333333333333172,0.44560000000000066,0.3171333333333344
GM+120_1,5.4154022243,-0.6331666666666678,0.18880000000000052,-0.6702666666666648
GM+150_1,3.1437622496,-0.45046666666666724,0.3157000000000014,-0.09006666666666518
GM-0.1_2,1.9320765227,0.17783333333333218,0.9314000000000018,0.26043333333333507
GM-0.2_2,1.1124039007,0.23233333333333306,0.8881000000000014,0.37923333333333353
GM+5_2,1.6379681482000001,-0.057366666666668564,0.6972000000000005,-0.013666666666665606
GM+10_2,0.46592934550000004,-0.047366666666667,0.15030000000000143,0.05173333333333474
GM+15_2,-0.6804394757000001,-0.03546666666666809,-0.1993999999999989,-0.19186666666666596
GM+25_2,0.0946313171,-0.04346666666666721,-0.23779999999999824,0.000433333333335284
GM+45_2,0.9710989152,-0.8578666666666681,-0.8801999999999985,-0.4550666666666654
GM+60_2,1.6201967024,-1.0166666666666675,-0.463499999999998,-0.6092666666666648
GM+90_2,3.3911203066,0.28993333333333204,0.37650000000000183,0.28073333333333395
GM+150_2,4.195723658,-0.9800666666666675,0.946200000000001,-0.7810666666666659
GM-0.1_3,0.6774423282,0.12933333333333152,0.6975000000000016,-0.057266666666665245
GM-0.2_3,1.3844307986,0.013933333333332243,0.5039000000000016,0.06363333333333365
GM+5_3,1.6742093011999999,0.36733333333333285,0.6796000000000006,0.09503333333333508
GM+10_3,1.9058896572,-0.8827666666666669,-0.4076999999999984,-0.7991666666666664
GM+15_3,-0.31674896610000003,-0.047466666666668544,-0.09279999999999866,-0.1754666666666651
GM+25_3,0.2029469104,-0.5443666666666687,-0.3808999999999987,-0.33346666666666636
GM+45_3,-0.1877191293,-0.3946666666666676,0.08030000000000115,-0.6200666666666663
GM+60_3,0.9582428944,-0.965366666666668,-0.17499999999999893,-0.5594666666666654
GM+90_3,2.0030044812,-0.686066666666667,0.18420000000000059,-0.051366666666664784
GM+120_3,3.6461810823,-0.11666666666666714,0.4585000000000008,-0.001966666666666228
GM+150_3,2.5518121888,-0.467666666666668,0.5016000000000016,0.006733333333334812
MG-0.1_1,1.7969685544,-0.14726666666666866,1.3065000000000015,0.11073333333333402
MG+5_1,0.9223748920000001,-0.03796666666666759,0.4231000000000016,0.12543333333333528
MG+10_1,0.5048001768,0.24493333333333211,0.2994000000000021,0.4738333333333351
MG+15_1,1.5530476097,-0.556066666666668,-0.3699999999999992,-0.37076666666666647
MG+25_1,1.9588093523999999,-0.16796666666666837,-0.10409999999999897,0.26933333333333387
MG+45_1,2.7928313868,-0.19526666666666692,-0.004599999999998161,0.04903333333333393
MG+120_1,0.9982339849,-0.41226666666666745,0.33220000000000205,-0.39686666666666603
MG+150_1,4.5544101613,-0.38926666666666776,0.4859000000000009,-0.2510666666666648
MG-0.1_2,2.2704464030000002,-0.9865666666666684,0.4334000000000007,-0.6843666666666657
MG-0.2_2,2.5962731497,-0.46586666666666865,0.7866000000000017,-0.14826666666666632
MG+5_2,1.0774564493,-0.38206666666666855,-0.1512999999999991,-0.1624666666666652
MG+10_2,1.8170207842,-0.10046666666666759,-0.022199999999998,0.2072333333333347
MG+15_2,0.8551221441,0.2596333333333316,0.6821000000000019,0.9027333333333338
MG+25_2,1.4415810905,-0.47696666666666765,-0.08899999999999864,-0.15716666666666512
MG+45_2,2.5479194577,-0.647566666666668,-0.2566999999999986,-0.6668666666666656
MG+60_2,2.8113745064,-0.4480666666666675,0.13670000000000115,0.033833333333333826
MG+90_2,2.0907803138,-0.5899666666666672,-0.25019999999999953,-0.44416666666666593
MG+120_2,1.1053628368,0.010433333333331518,0.710700000000001,-0.06026666666666536
MG-0.1_3,3.0120682746,0.10713333333333175,1.771700000000001,0.494133333333334
MG-0.2_3,2.2518840261,-0.19456666666666855,1.218300000000001,0.16453333333333475
MG+5_3,1.0561310266,-0.2190666666666683,0.03950000000000209,-0.17206666666666592
MG+10_3,1.5817415106000001,-0.9278666666666684,0.13190000000000168,-0.29096666666666593
MG+15_3,1.74339712,0.11143333333333238,0.30320000000000036,0.29643333333333466
MG+25_3,1.2585923154,-0.1465666666666685,0.20200000000000173,0.1802333333333337
MG+45_3,1.6647045880000002,0.06973333333333187,0.5573000000000015,0.30753333333333366
MG+60_3,0.0348671845,-0.0899666666666672,0.10160000000000124,-0.14326666666666554
MG+90_3,1.0801387542,-0.2232666666666674,0.4261000000000017,0.1077333333333339
MG+120_3,0.1800485667,-0.7670666666666683,0.2881000000000018,-0.3436666666666657
MG+150_3,3.0413355348,-0.23056666666666814,0.36930000000000085,-0.4068666666666658
