,A,SigW
ERX3440916,1.240352558668949,0.004625684051895007
ERX3440917,0.5747920716228944,0.007010503870739981
ERX3440918,20.194418810652124,2.1479040771474387
ERX3440919,21.76496452390812,2.0912212917849797
ERX3440920,20.974068566992074,2.093998496746856
ERX3440921,6.451624788487238,0.433379962511868
ERX3440922,5.876184619476162,0.3569788089854757
ERX3440923,4.0142809128922545,0.03686819652594586
ERX3440924,3.686513389908636,0.06211972372173946
ERX3440925,-0.4020008744928935,-0.09302467444070396
ERX3440926,3.4347586001396277,0.036537622857302665
ERX3440927,3.700447974253208,-0.027022474597913515
ERX3440928,2.1034869186076115,-0.23748646352896685
ERX3440929,1.9853858493028844,-0.2753924297407373
ERX3440930,1.397912130332006,-0.24356593911864266
ERX3440931,5.29110661510496,0.24766396920218806
ERX3440932,4.106805886504486,0.16319606573627432
ERX3440933,5.19172880837575,0.11774548176553525
ERX3440934,0.6083240835261583,0.12415863314017628
ERX3440935,0.044847688913328916,0.01043639527573603
ERX3440936,1.9768689267089068,0.14338756043952114
ERX3440937,0.475943662276025,0.03365314716226386
ERX3440938,0.2809815122225436,0.002926023032545189
ERX3440939,0.6357845923921934,0.03945576763381276
ERX3440940,1.9107322168389973,-0.11609242525085504
ERX3440941,1.123073009649315,0.14692501614018386
ERX3440942,2.0614275160189237,0.07850965568264989
ERX3440943,3.957973154093069,0.3978839841058992
SRX5347612,-2.2563232071196664,-0.49161830612743
SRX5347613,0.5766528625611851,0.11948939478220487
SRX5347614,1.6796703445584888,0.3721289113452269
SRX5347615,-7.854700603682878,-0.7424420647269248
SRX5347616,-10.390830078976562,-0.7740555118170676
SRX5347617,-5.106943988078855,-0.24035897493769376
SRX5347618,-5.037208679941625,-0.21842307088020266
SRX5347619,-8.019583710166271,-0.2887077661253965
SRX5347620,-5.315545251196528,-0.2777818909669598
SRX5347621,-3.107791931790908,-0.05307533744063875
SRX5347622,-6.486672385333593,-0.5472747860599636
SRX5347623,-1.1578718777171424,0.09346357282856843
SRX8170783,-0.6611016236171787,-0.02361255734050793
SRX8170784,-0.3801659536290042,-0.0905756427890303
SRX8170785,1.0412675772461946,0.11418820012953645
SRX8170786,32.08936115639336,2.308007873038818
SRX8170787,29.858110368851023,2.284415182555186
SRX8170788,25.122661798293123,2.2718877956578467
SRX5177009,-8.824407790091168,0.8977140963696879
SRX5177010,-7.340368046677805,1.1707681079766044
SRX5177011,-7.399468701929019,1.5013188305466263
SRX5177012,-5.996335978166888,1.443486825867792
SRX7354731,-1.6959688580163044,-0.08424404514296135
SRX7354732,1.6959688580163066,0.08424404514296135
SRX7354733,5.959118852809191,1.7415906030876886
SRX7354734,9.46297603011696,2.2134109136608497
SRX7354735,1.3073564443331207,1.3495298044106612
SRX7354736,3.49418148544979,1.5031133894966189
SRX7354737,-2.7813225441794485,1.5221199521138438
SRX7354738,-4.945581350918972,1.2180220918209166
SRX2508581,-0.7043900336759076,-0.06273267808318472
SRX2508582,2.6692558887008824,0.11350104178250575
SRX2508583,3.7644975704940062,0.8222140479485684
SRX2508584,3.3261863133106773,0.8597109061751755
SRX2508585,0.4670131063453586,0.023990210451415802
SRX2508586,2.419377213606417,0.04555772668703817
SRX2508587,2.918605641575604,0.7737533984828353
SRX2508588,3.3119631640620377,1.02860284312702
SRX2508589,0.23737692733055374,0.038742467631767134
SRX2508590,2.2764539185096417,0.1293001468216488
SRX2508591,6.266660361966473,0.932099547427642
SRX2508592,7.042825133361715,0.981045602373822
SRX1736086,0.31230676035336313,-0.08189476658295636
SRX1736087,-0.968648103118676,-0.08814857244438379
SRX1736088,0.6563413427653038,0.17004333902733834
SRX1736089,-13.882470436764125,-2.4437273648488542
SRX1736090,-13.458347278608814,-2.0920648976521967
SRX1736091,-11.407061334568176,-2.191046651536202
SRX1736092,-2.157913837199628,0.0206762467334638
SRX1736093,-2.020821058935,-0.2840074164081834
SRX1736094,1.4785726199726632,-0.44400223844371656
SRX1736095,-13.227053132813099,-2.1999741298949003
SRX1736096,-12.896703505095653,-2.460768892812247
SRX1736097,-11.669570315719195,-2.4413098584773656
SRX7176371,0.4248789118185665,-0.05093364753664531
SRX7176372,-1.209964383577537,-0.07562335543539511
SRX7176373,0.7850854717589784,0.1265570029720422
SRX7176374,4.786345598942414,0.7219066986734539
SRX7176375,4.697241137462118,0.7282695321451519
SRX7176376,7.037285556851022,0.9525199582684252
