,A,OxyR
SRX254741,1.269782604,-0.1447587555
SRX254742,1.5736362901,-0.1141699077
SRX254743,1.0472651628,-0.1437931384
SRX254744,1.2333352297,-0.1102081724
SRX254745,0.8276308913,-0.3996856239
SRX254746,0.5292410387,-0.4546782414
SRX254747,0.3170278516,-0.30920178200000004
SRX254748,3.6708849031,0.0015044082000000001
SRX254749,2.0898899406,-0.1452797354
SRX254750,1.4926786335,0.0534527029
SRX254751,4.3167777582,-0.0221246343
SRX254752,5.0714062031,0.4542743168
SRX254753,4.3991505412,0.34071332600000004
SRX254754,2.4275798839,1.1193419123
SRX254755,3.2918263268,1.1303002757
SRX254756,3.4098096592,1.3583462796
SRX254757,0.6650049057,-0.7708603598
SRX254758,1.3203468636,-0.6350937680000001
SRX254759,0.43791674010000003,-0.6840043376
SRX254760,3.1761960981,0.1930568672
SRX254761,3.4439997651,0.0767049097
SRX254762,3.8496726768,0.0832651191
SRX254763,1.9109354413,0.8120807374
SRX254764,2.4423026236,0.8103625756
SRX254765,1.95321239,0.6359014245
SRX254766,1.0249748234,-0.607436937
SRX254767,1.2206506376,-0.7096034
SRX254768,1.231607195,-0.9531460312000001
SRX254772,1.3761034279,-0.024544508000000003
SRX254773,0.8036444378,-0.6514595302
SRX254774,2.2252323645,-0.0658960569
SRX254775,-0.5471060155,-0.0248844189
SRX254776,0.21562260800000002,-0.07361331
SRX254777,-0.7803277737000001,0.3598518401
SRX254778,0.2253657142,0.1768149402
SRX254779,1.0937924356,0.0231487919
SRX254780,0.9416491787000001,-0.3441264895
SRX254781,-0.14499949480000002,0.3756988806
SRX254782,0.4030638711,0.1840654821
SRX254783,0.0685101879,0.4204545872
SRX254784,-1.1136535964,0.6053017208
SRX254785,-0.7758906564,0.2115315642
SRX254786,-0.8024517861,0.2117800223
SRX7136401,0.43209601810000003,-0.1095155961
SRX7136403,-0.1868627083,0.0366571773
SRX7136405,0.1024765906,-0.1758902317
SRX7136407,-0.34053637270000003,0.0539226898
SRX7136409,0.2183199916,0.5919922425
SRX7136411,-0.24523330980000002,0.0728584188
SRX3754949,0.25024481200000004,0.0125910242
SRX3754950,0.3413870828,0.0463902831
SRX3754951,-0.5916318947,-0.0589813073
SRX3754952,0.4216345278,0.0338806808
SRX3754953,0.1781424673,0.0228117234
SRX3754954,-0.48924845380000004,-0.0243702118
SRX3754955,-1.9517936156000002,-0.6981744482000001
SRX3754956,-1.9531805271,-0.7411584322
SRX3754957,-2.1568941645,-0.8070629664000001
SRX3754966,0.11379594920000001,-0.0279023881
SRX3754967,0.0809422222,-0.0699321358
SRX3754969,-0.20755605400000002,-0.1372375962
SRX1424798,-0.08442775450000001,0.0395854072
SRX1424799,0.08442775450000001,-0.0395854072
SRX1424800,-0.22683543900000003,0.31233467400000003
SRX1424801,-0.0817337877,-0.1692762836
SRX1424802,0.20764330020000002,0.532035593
SRX1424803,0.5090483709,0.4383208052
SRX1424804,0.0666352853,1.0716827692
SRX1424805,0.3900532118,1.3205933994
SRX1424806,-0.09210263140000001,0.43223311210000004
SRX1424807,0.1329163639,0.45307540630000004
SRX1424808,0.4590365276,0.3102897914
SRX1424809,0.3529268443,0.4519487693
SRX1424816,1.0109662586,0.9950128218000001
SRX1424817,0.48548914260000003,0.9106250374
SRX1424818,0.11672082090000001,-1.0179301567
SRX1424819,0.3180996411,-1.1185322971
SRX1424824,0.7789371235,-0.1556387725
SRX1424825,1.4478039925,0.0805545616
SRX1424826,0.5971387879,-0.5833416097
SRX1424827,0.6593391122000001,-0.36431383370000003
SRX1424828,2.9550665246000003,-1.0097544793
SRX1424829,3.4407107675,-1.0464374464
SRX1424830,3.7939978971,-0.7687617394
SRX1424831,3.3205951571,-0.8393275125
SRX1424834,6.0249196355,-0.7139139604
SRX1424835,5.5957065702,-0.5214235131
SRX1424840,8.0534868032,-0.23980507920000002
SRX1424841,7.6587461284,-0.2950094259
SRX1424842,7.2027781096,-0.6379900529
SRX1424843,7.9166498451,-0.9253937964000001
SRX1424844,6.549553357,1.3792827915
SRX1424845,6.3786398134,1.5056847676
SRX1424846,0.8679432447000001,-0.3432476075
SRX1424847,0.9170924204,0.4164242262
SRX5060277,0.1166257036,-0.0823304121
SRX5060279,0.5723582403,-0.9182638103
SRX5060281,-0.1166257036,0.0823304121
SRX5060283,1.076637649,-0.8145133841000001
SRX5936089,0.2432358362,-0.0699864005
SRX5936090,0.0529227856,0.0984837085
SRX5936091,0.1445241979,0.0072070025
SRX5936092,-0.4406828197,-0.0357043105
SRX5936093,-0.8103873376,-0.1382332755
SRX5936094,-0.48022276750000004,0.0708418579
SRX5936095,-0.5621814661,-1.0447818237
SRX5936096,-0.2083240576,-0.9771343184000001
SRX5936097,-2.3831478779,-2.215379076
SRX5936098,-1.8816810228,-2.180860563
SRX5936099,-1.8861971212,-2.5213724322999997
SRX5936100,-2.4049527271,-2.2613609707
SRX5936101,-3.1006892006,-3.1836959147
SRX5936102,-3.5657797152,-3.0041005599
SRX5936103,-3.5816858837,-3.2208786493
SRX5936104,-2.9463205637,-3.342721736
SRX5936105,-3.36617015,-4.0382638126
SRX5936106,-3.5854955957,-3.3746284169000003
SRX5936107,-2.9793116665,-3.6193782819
SRX5936108,-3.6476568815,-3.504141631
SRX5936109,-3.9206554682,-3.6309767997
SRX5936110,-3.7400284672,-3.7384791209
SRX5936111,-3.601112868,-3.787824982
SRX5936112,-4.732477951,-3.5320997474
SRX5936113,-5.0128619055,-3.1736604244
SRX5936114,-4.4643501446,-3.2925308781
SRX5936115,-4.1925063988,-3.590840569
SRX5936116,-4.3921514411,-3.5759873206
SRX5936118,-3.9114943379,-3.1490437504
SRX5936119,-4.537782385,-2.6956544016
SRX5936121,-4.3227397918,-2.5409761647
SRX5936122,-4.0361556459,-2.3064370487
SRX5936123,-3.2337880108,-2.4860306425
SRX5936124,-3.802478783,-2.5874558675
SRX5936125,-3.0337368015,-2.6270989587
SRX5936126,-2.4326263953,-2.8675904874
SRX5936128,0.32365876400000004,0.2494893225
SRX5936129,-0.2874069711,0.3434458118
SRX5936130,-0.3138686175,0.2633399836
SRX5936131,-0.3117291612,0.07342689940000001
SRX5936132,1.0114243922,1.0376730978
SRX5936133,0.3185149833,1.2608752419
SRX5936134,-0.0007508485,0.3059402325
SRX5936135,-0.1454090398,0.2548394701
SRX5936137,-0.508506012,0.5472754707
SRX5936138,-0.6112448539,0.4219184515
SRX5936139,-1.0455608723,0.46796724910000004
SRX5936140,-1.0438073574,0.6621512846000001
SRX5936141,-1.0732736902,0.3799389865
SRX5936142,-1.1850482301,0.33814606810000003
SRX5936143,-0.7890831583,0.1863562815
SRX5936144,-0.6795482456,0.2230693332
SRX8557650,-0.15555072350000002,0.057274132400000004
SRX8557651,0.0825424838,-0.0426031029
SRX8557652,0.0730082397,-0.0146710295
SRX8557653,1.0873903078,-0.31900038610000003
SRX8557654,1.1802411414,-0.4425528506
SRX8557655,1.5071347112,-0.3963167838
SRX8557656,-0.2129006481,-0.270607127
SRX8557657,-1.3732716042,-0.1042102929
SRX8557658,-1.3275791834000001,-0.19398850750000002
SRX8557659,-4.3392931626,1.5950468864
SRX8557660,-3.5254228017,1.3959834363999999
SRX8557661,-3.3500439096,1.5327942428
SRX8557662,-2.1338508805,0.47878499500000005
SRX8557663,-2.0285641679,0.46811140370000004
SRX8557664,-2.0881365385,0.3378886789
SRX8557665,-2.5583776351000003,0.7611315864
SRX8557666,-2.8237221415000002,0.8698217825000001
SRX8557667,-2.0141038409,0.4843357499
SRX3405147,0.0243701979,-0.21566473260000002
SRX3405148,0.5974898722,-0.0001393978
SRX3405149,-0.6218600701,0.21580413040000002
SRX3405150,-1.1998297407,-0.3532982102
SRX3405151,-1.0369869388,0.1476247726
SRX3405152,0.1654492376,0.2284206547
SRX3405153,0.4841142591,-0.25963018260000004
SRX3405154,-0.4332690071,-0.1480864127
SRX3405155,-0.0285254633,-0.0606225665
SRX3405156,1.4124626461,0.270983951
SRX3405157,-0.35744341490000003,0.2738627354
SRX312063,-0.0057553666,-1.0637018946
SRX312064,0.2327413116,-0.9995010969
SRX312065,-0.4361040048,-1.2735559851
SRX312066,-0.0935215739,-2.8301899768
SRX312067,0.142688949,-2.8539377186
SRX312068,0.4579939382,-3.0192090855
SRX312069,0.4847804378,-3.0754742353
SRX312070,-0.0599721447,0.0100210598
SRX312071,0.0599721447,-0.0100210598
SRX312072,1.8484347698999999,-2.5309931234
SRX312073,1.6614710185,-2.5514107052
SRX312074,1.6943042503,-2.4295067496
SRX312075,1.7880326315000001,-2.4257616182
SRX312076,1.3072183017,-2.5555145413
ecoli_00001,0.1265372934,-0.1081252855
ecoli_00002,-0.1265372934,0.1081252855
ecoli_00003,-0.1180816207,-0.3918510385
ecoli_00004,-0.33073585710000003,-0.4480737175
ecoli_00005,-0.0745795031,-0.1996109245
ecoli_00006,-0.3140995827,-0.3065217235
ecoli_00007,-1.1345956183,-0.3722405595
ecoli_00008,-1.7406313913,-0.4208417975
ecoli_00009,-0.8439125495,-0.1370534665
ecoli_00010,-0.7028584129000001,-0.1774416935
ecoli_00011,0.1356435503,-0.1679093065
ecoli_00012,-0.1179101023,-0.18165538250000002
ecoli_00014,-0.6266830955,-0.3418093025
ecoli_00015,-0.0475189076,-0.3140331925
ecoli_00016,0.1355304038,-0.32090364050000003
ecoli_00017,0.30956476120000004,-0.14734041550000002
ecoli_00018,0.0012907403,-0.12434423750000001
ecoli_00019,7.5712837834,0.4065757565
ecoli_00020,7.5891179926,0.4663710915
ecoli_00021,0.054301106,-7.3223905695
ecoli_00022,0.0377959536,-7.2472015085
ecoli_00023,6.9918948948,0.4224045575
ecoli_00024,6.7534836867,0.3283901675
ecoli_00025,6.5071688388,0.5741355695
ecoli_00026,6.4459222085,0.5985670835
ecoli_00027,0.5360452899,-0.4189141985
ecoli_00028,0.0356941452,-0.3099967165
ecoli_00029,0.3014637389,-0.20551874650000002
ecoli_00030,0.2842806133,-0.2493221025
ecoli_00031,0.763457507,-0.2058091705
ecoli_00032,0.3200450288,-0.1138715545
ecoli_00033,0.6088604299,-0.5718306155
ecoli_00034,1.1016237824,-0.1799272375
ecoli_00035,-0.055738070800000004,-0.1563031785
ecoli_00036,-0.06869876,-0.1675225945
ecoli_00037,-0.11498444070000001,-0.1807452805
ecoli_00038,0.0344590272,-0.33312143250000004
ecoli_00039,-0.1228262073,-0.1993380355
ecoli_00040,-0.203032404,-0.1702346615
ecoli_00041,0.1846189382,-0.1135025685
ecoli_00042,0.0770592472,-0.1290555645
ecoli_00043,-0.7934848039,-0.2321644455
ecoli_00044,-0.5619939780000001,-0.1655780705
ecoli_00045,-0.713369491,-0.1458814505
ecoli_00046,-0.9631804970000001,-0.16644321450000002
ecoli_00047,-0.28948741100000003,-0.08309116350000001
ecoli_00048,-0.5577548870000001,0.022310990500000003
ecoli_00049,-0.0944610952,-0.3045469085
ecoli_00050,-0.6817029218,-0.5431214025000001
ecoli_00051,-0.4739784361,-0.4748256745
ecoli_00052,-0.8904165994000001,-0.2586389655
ecoli_00053,-1.0904736758,-0.2489694985
ecoli_00054,-1.4720352846,-0.24507301550000002
ecoli_00055,-1.3421836632,-0.33987982850000004
ecoli_00056,-0.3006497613,-0.39547401050000003
ecoli_00057,-0.37347287370000004,-0.4315139685
ecoli_00058,-0.3739814569,-0.3313545775
ecoli_00059,-0.4221120913,-0.3578000145
ecoli_00060,-0.07119831930000001,-0.2077545215
ecoli_00061,0.1158494781,-0.0215452965
ecoli_00062,-0.3677934543,-0.1661262665
ecoli_00063,-0.0508547044,-0.1821611935
ecoli_00064,-1.3377782034,-1.4465105894999999
ecoli_00065,-0.8055970457,-1.2158865535
ecoli_00066,-1.0863063539,-1.0717352625
ecoli_00067,-0.9370092529,-1.2333115975
ecoli_00068,-0.5594830888,-0.9075011695
ecoli_00070,-0.6172384169,-0.7476330745
ecoli_00071,-0.7620800295,-0.9997614055
ecoli_00072,-0.864902028,-0.7447434655
ecoli_00073,-1.5041934616,-1.0412229585
ecoli_00074,-2.5345451371000003,-0.5333412675
ecoli_00075,-0.967243661,-0.3834076595
ecoli_00077,-0.6740514283,-0.27600491050000003
ecoli_00078,-1.3347268115,-0.6046629535
ecoli_00079,-0.3238995877,0.0164189645
ecoli_00080,-0.4786490821,-1.2418590145
ecoli_00081,-0.8002680476,-0.7684764395
ecoli_00082,-1.1623568468,-1.2459585425
ecoli_00083,-1.0091630899,-1.1455232055
ecoli_00084,-1.1326999337,-0.6898650915
ecoli_00085,-0.6538264253,-0.8067937475
ecoli_00086,-0.3082960737,-0.45943224050000003
ecoli_00087,-0.1610710106,-0.4761669905
ecoli_00088,-0.5483563194000001,-0.12078040350000001
ecoli_00089,-0.6099157622,-0.1552402065
ecoli_00090,-0.40537592720000004,-0.1046018405
ecoli_00091,-0.0161378915,-0.0338630295
ecoli_00092,-0.5867177159,-0.3449942185
ecoli_00093,-0.045724152500000004,-0.3513566235
ecoli_00094,-1.1396959937,-0.4529699505
ecoli_00095,-1.1751952591000001,-0.5032740525
ecoli_00096,0.48512461100000004,-0.3881231295
ecoli_00097,0.6683074306,-0.3097270755
ecoli_00098,0.1836988629,-0.4103320025
ecoli_00099,-0.4579291863,-0.4889494455
ecoli_00100,-0.3686453532,-0.09000047950000001
ecoli_00101,-0.5146406498,-0.5717059175
ecoli_00102,-0.7691518604,-0.5596853935
ecoli_00103,-0.742246532,-0.9679668525
ecoli_00104,-0.6642078907,-0.9159937825000001
ecoli_00105,-0.8767542459000001,-0.3871375205
ecoli_00106,-0.8549591963000001,-0.4173096645
ecoli_00107,-0.8043388694,-0.5167248275
ecoli_00108,-1.0770374783,-0.054450620500000005
ecoli_00109,-1.1299542043,0.2232446855
ecoli_00110,0.0204013803,-0.3087415325
ecoli_00111,0.031082948500000002,-0.22387192050000002
ecoli_00112,0.1942096322,-0.2399325655
ecoli_00113,-1.0446625973,0.1394869225
ecoli_00114,-1.0367064025,0.1519162385
ecoli_00115,-1.1097629246,0.1177022425
ecoli_00116,-0.3315383994,-0.3219032375
ecoli_00117,-0.4198124972,-0.1366913865
ecoli_00118,-0.0682890278,-0.3756417265
ecoli_00119,0.33357032010000004,-0.0688420555
ecoli_00120,0.48353596390000003,-0.1157882055
ecoli_00121,-0.0094996952,-0.0688141315
ecoli_00122,0.07586860150000001,-0.0446154595
ecoli_00123,-0.4698508033,-0.1298417085
ecoli_00124,-0.5972942768,-0.2013303665
ecoli_00125,-0.1412512065,0.5285798855
ecoli_00126,-0.4650486339,0.009107618500000001
ecoli_00127,0.069434829,-0.3488621115
ecoli_00128,-0.8820666464,-0.7081105395
ecoli_00129,-1.1271331208,0.5153997865000001
ecoli_00130,-0.5286240868000001,0.1834614625
ecoli_00131,-0.1694307747,0.1218008205
ecoli_00132,0.0026726707,-0.1682068585
ecoli_00133,-0.3668940267,0.6111901275
ecoli_00134,-0.5818039612,-0.1122373675
ecoli_00135,-0.4086016035,0.0488370745
ecoli_00136,-0.5579728183,0.0634520135
ecoli_00137,-0.5983225486,-0.5432408075
ecoli_00138,-1.8836342833000002,1.1449694235
ecoli_00139,0.0453642233,0.38481999850000004
ecoli_00140,-0.9552051655,-0.19007899350000002
ecoli_00141,-1.38139401,0.3058746335
ecoli_00142,0.1451708365,-1.3759561215
ecoli_00143,-0.11807397300000001,-1.0027805915
ecoli_00144,-0.6565773671,-0.2503675835
ecoli_00145,-2.631586145,-0.1790851705
ecoli_00146,-0.1867863669,-0.2639531795
ecoli_00147,0.012593746000000001,-0.0765549115
ecoli_00148,-0.5530699218,0.1906220305
ecoli_00149,0.2032924455,0.1079745265
ecoli_00150,-0.8365424554,-0.1670612955
ecoli_00151,-1.242224029,-0.5350650705000001
ecoli_00152,-1.5649707942000002,-0.12520912550000002
ecoli_00153,-1.5917967791,-0.5141251435
ecoli_00154,0.6346591586,0.0884898465
ecoli_00155,-0.7586631432000001,-0.4921805725
ecoli_00157,-0.5131472087,-0.06555387950000001
ecoli_00158,-1.1072797831,-0.3702936075
ecoli_00159,-1.3653039009,-0.6754592145
ecoli_00160,-0.9552959117,-0.5623145625
ecoli_00169,-1.5107209844,-1.1647344215
ecoli_00170,-1.5739682727000002,-1.1733867595
ecoli_00171,-0.6377752739,-0.4252113555
ecoli_00172,-1.0563744554,-0.8413227025000001
ecoli_00173,-1.9004416723,-1.0841013495
ecoli_00174,-1.5990359001,-1.0787044725
ecoli_00175,0.3453184567,-1.1548345755
ecoli_00176,0.4470857527,-1.4943932255
ecoli_00177,0.0495465228,-0.6864709065
ecoli_00178,0.1741522287,-0.5690592065
ecoli_00179,-0.44504244,-1.1779433235
ecoli_00180,-0.41378196510000004,-1.3159117025
ecoli_00181,-1.7888364361,-1.2440466385
ecoli_00182,-1.8326239402,-1.2261424635
ecoli_00183,-0.7973343568,-0.7140987165
ecoli_00184,-1.1004647123,-0.9501209665
ecoli_00185,-0.8063231506,-1.0313569195
ecoli_00186,-0.8972056073,-0.9785833985000001
ecoli_00187,-0.4077612292,-0.7195168935
ecoli_00188,-0.4450568962,-0.7026251785000001
ecoli_00189,-0.7999820729,-0.9694879705
ecoli_00190,-1.1532925813000001,-1.0167970505
ecoli_00191,-1.0784844865,-0.9644738135
ecoli_00192,-0.8891577974,-1.1305137135
ecoli_00193,-0.49051465980000003,-0.5388610005
ecoli_00194,-0.10541371420000001,-0.5261020825
ecoli_00195,-1.2865120424,-0.9248504735
ecoli_00196,-0.5832757196,-0.4026754395
ecoli_00197,-0.5868952510000001,-0.5064871135
ecoli_00198,-0.8275646169,-0.9009499005
ecoli_00199,-1.1201096496,-0.7465721585
ecoli_00200,-1.3669031606,-0.7122070205000001
ecoli_00201,0.3672153521,-0.6445652655
ecoli_00202,-0.1004166348,-0.5769429405000001
ecoli_00203,-0.3805746759,-0.3036139975
ecoli_00204,-0.009014323000000001,-0.6401710775
ecoli_00205,-0.2293256073,-0.6387944065000001
ecoli_00206,-0.5733447958,-0.6782936145
ecoli_00207,-0.9512392458000001,-0.2085021155
ecoli_00208,-1.0828461023,-0.4105978985
ecoli_00209,-0.6219883504,-0.9118704745
ecoli_00210,-0.6095171025,-0.9170142135
ecoli_00211,-0.9564617038000001,-0.6687048935000001
ecoli_00212,-0.4278877021,-0.5954199155000001
ecoli_00213,-0.1021328148,-0.6425739515000001
ecoli_00214,-0.6459077379,-0.2841707585
ecoli_00215,-0.2412502933,-0.6108142025000001
ecoli_00216,-0.3586603631,-0.6072561935
ecoli_00217,-1.3349695736,-0.6604464925
ecoli_00218,-1.0991094183,-0.38373789150000004
ecoli_00219,-0.33274505990000003,-0.9952086625000001
ecoli_00220,-0.5229334052,-1.0559143555
ecoli_00221,-0.18913189260000002,-0.6927507895
ecoli_00222,-0.8048461288000001,-0.7724768655
ecoli_00223,-0.2153736218,-0.3589342035
ecoli_00224,-0.14615775150000002,-0.3634035155
ecoli_00225,0.2112386402,-0.6413710035
ecoli_00226,-0.21914525880000002,-0.37468471950000004
ecoli_00227,-0.6084319331,-0.8902160585000001
ecoli_00228,-0.5710512486,-0.7286517805
ecoli_00229,-0.5483000209000001,-0.6539975915
ecoli_00230,-0.9458809289000001,-0.8012200095
ecoli_00231,-1.0393235279,-1.1462956155
ecoli_00232,-0.8880148880000001,-1.0022626945
ecoli_00233,-0.5671400763000001,-0.8879811465
ecoli_00234,-0.42270316830000004,-0.8856957215
ecoli_00235,-0.23329857080000002,-1.6096280735000001
ecoli_00236,-0.5498884364000001,-1.3695951065
ecoli_00237,-1.0401397158,-1.5028601515
ecoli_00238,-1.0542071834,-1.3479942225000001
ecoli_00239,-1.0177571798,-1.2880432145
ecoli_00240,-0.9579634989,-1.2657711625
ecoli_00241,-0.5852480319000001,-0.7370300685000001
ecoli_00242,-0.3250477739,-0.4125634455
ecoli_00243,-0.838644669,-0.46911723850000003
ecoli_00244,-0.5805264979,-0.7544575505000001
ecoli_00245,-0.21330274230000001,-0.8055475565
ecoli_00246,-0.7311778657,-1.0362983395
ecoli_00247,-0.8247425548,-1.0005388265
ecoli_00248,-0.5271496953,-0.9527848745
ecoli_00249,1.01537553,-0.5816747775000001
ecoli_00250,1.3730464655,-0.5494630605
ecoli_00251,0.0864648264,-0.5377603785
ecoli_00252,0.1669217722,-0.49580016050000003
ecoli_00253,-0.7642321481000001,-0.4372014215
ecoli_00254,-0.6662551612000001,-0.6010224645000001
ecoli_00255,-0.6253826484,-1.0127981625
ecoli_00256,-0.6530241608,-0.9102793655
ecoli_00257,0.423476389,-0.8622396035000001
ecoli_00258,0.3394919988,-0.8814512005
ecoli_00259,0.5562340377,-1.1640991815
ecoli_00260,0.079787233,-1.2902975615
ecoli_00261,0.40491974620000004,-0.9882914905
ecoli_00262,0.0404681662,-0.8063985665000001
ecoli_00263,-1.2206143049,-0.6396190855
ecoli_00264,-0.9690554788,-0.7526173175
ecoli_00265,-1.3399078944,-0.9510594615
ecoli_00266,-1.5337163515,-0.9824532035
ecoli_00267,-0.0139859387,-0.0090301475
ecoli_00268,0.24173135980000002,-0.0188152945
ecoli_00269,16.5896749244,1.0465593895
ecoli_00270,16.210461583,1.0475618495
ecoli_00271,9.6893012185,0.4060175025
ecoli_00272,10.3666734011,0.40942598350000003
ecoli_00273,-0.8140692682,-0.6359555065
ecoli_00274,-1.0969870702,-0.5556924655000001
ecoli_00275,-1.4128171504,-0.8343870225000001
ecoli_00276,-1.6037819711,-0.7470395655000001
ecoli_00277,-0.5580058681,-0.7127051045
ecoli_00278,-0.520119393,-0.5749366895
ecoli_00279,-0.2739655686,-1.1131053255
ecoli_00280,0.33466686560000003,-0.7267461455
ecoli_00281,-0.0988444361,-0.8160596295
ecoli_00282,0.4700473121,-0.4112901695
ecoli_00283,-0.35432032290000004,-0.3573476645
ecoli_00284,-0.48052985260000003,-0.36166994950000003
ecoli_00285,-0.7336988439000001,-0.6593837385
ecoli_00286,-0.7191412304,-0.5745170285
ecoli_00287,-1.0072909673,-0.8042408445
ecoli_00288,-1.0569078531,-0.7409029815
ecoli_00289,-0.8759595305000001,-0.5304742965
ecoli_00290,-1.0577196987,-0.4765539975
ecoli_00291,-1.0124237217,-0.4959383835
ecoli_00292,-1.52261811,-0.6757416205
ecoli_00293,-0.7560356046000001,-0.6116058595
ecoli_00294,-0.6470987693,-0.6797727655
ecoli_00295,-0.5936454775000001,-1.0357764855
ecoli_00296,-0.5248335053000001,-1.0749782225
ecoli_00297,-0.5418504027000001,-0.8555743145
ecoli_00298,-0.7934348212000001,-0.7196557865000001
ecoli_00299,-0.8349311251,-1.0106217715
ecoli_00300,-0.9852182032000001,-1.0030725985
ecoli_00301,-0.9003448047,-0.5905795655
ecoli_00302,-1.6003866737,-0.2146487235
ecoli_00303,-0.2375508865,-0.7383647585
ecoli_00304,-0.982605354,-0.6706331155
ecoli_00305,-0.9936711520000001,-0.1475599705
ecoli_00306,-1.1321534014,-0.3644170315
ecoli_00307,-1.3368617594,-0.3262592795
ecoli_00308,-1.3147859642,-0.2545275715
ecoli_00309,-1.2850378655,-0.08753164150000001
ecoli_00310,-1.1480005696,0.0135159385
ecoli_00311,-0.1131658987,0.3137363375
ecoli_00312,-0.1744693879,0.49298523650000003
ecoli_00313,-0.8763509128,-0.6024284515
ecoli_00314,-0.6055894372,-0.4996967745
ecoli_00315,-0.0608022111,-0.0666397165
ecoli_00316,-0.1865112231,-0.1373311885
ecoli_00317,-0.6080922141,-0.1639215195
ecoli_00318,-0.2909159485,-0.1806660705
ecoli_00319,-0.3624394925,-0.6955871425
ecoli_00320,-0.11921425370000001,-0.8340258335
ecoli_00321,-0.749482192,-0.029725413500000002
ecoli_00322,-0.7217456507000001,0.0629504375
ecoli_00323,-0.39882028610000003,-0.7762858695
ecoli_00324,-0.3885174925,-0.7315106075000001
ecoli_00325,-0.7190535072,-0.8608678875
ecoli_00326,0.0086218784,-0.6417562975000001
ecoli_00327,-0.0853453998,-0.3669767955
ecoli_00328,-0.8319310940000001,-0.4587811055
ecoli_00329,0.913706738,-0.2914112135
ecoli_00330,-1.2272882442,-0.47630707450000004
ecoli_00331,15.5211149125,-0.0070996825
ecoli_00332,15.6528872081,-0.1637382055
ecoli_00333,14.8010492742,0.1588531655
ecoli_00334,13.9842060768,-0.0370105325
ecoli_00335,10.9970860402,-0.1339212455
ecoli_00336,10.9700180339,-0.1727940795
ecoli_00337,14.0893472544,-0.0722966015
ecoli_00338,14.0775662291,-0.0032322065000000002
ecoli_00339,15.1639501025,-0.6219436925
ecoli_00340,15.7506055511,-0.27047938050000003
ecoli_00341,14.8051592952,-0.6421598065
ecoli_00342,14.6570286802,-0.6175757645000001
ecoli_00343,21.5001783335,-1.8714874025000001
ecoli_00344,21.8143617632,-1.9426510605
ecoli_00345,18.6242936155,-0.39616988350000004
ecoli_00346,18.8236071588,-0.5811615765
ecoli_00347,-1.1576462374,-0.6874707455
ecoli_00348,-1.1350862617,-0.6716832325000001
ecoli_00349,-1.0018509852,-0.7371168745000001
ecoli_00350,-1.3100899673,-0.6780081365
ecoli_00351,0.8661286494,-0.22233426750000002
ecoli_00352,-0.7815421193000001,-0.6129131765
ecoli_00353,-1.0602884308,-0.6082892115
ecoli_00354,-1.1219788377,-0.6713226245
ecoli_00355,-0.8355374162,-0.4929245145
ecoli_00356,-1.0320359283,-0.5660375945
ecoli_00357,-0.7423146524,-0.45476581250000003
ecoli_00358,-0.8214849504,-0.5093540145000001
ecoli_00359,0.2665238987,-0.4219021395
ecoli_00360,0.44267969290000003,-0.4063010315
ecoli_00361,1.2822422875,-0.3996848405
ecoli_00362,0.8706320188000001,-0.4003358705
ecoli_00363,-1.4172837736,-1.1341344335
ecoli_00364,-1.3742478685,-1.3039064855
ecoli_00365,-1.3560254978000001,-1.6587171575
ecoli_00366,-2.5127622305,-1.3098649305
ecoli_00367,-2.3471423587,-2.6618640635
ecoli_00368,-2.7610271566,-2.5839555885000003
ecoli_00369,-2.035433996,-2.0202637855
ecoli_00370,-1.8244558471999999,-1.3308809635
ecoli_00371,-2.4522355616000002,-2.1562975404999998
ecoli_00372,-2.659521206,-1.7991094215
ecoli_00373,-3.1289603399,-3.1597899535
ecoli_00374,-3.0465169357,-2.9159904475
ecoli_00375,-2.6963788328,-0.5631937385
ecoli_00376,-2.6515589433,-0.5144191885
ecoli_00377,-2.2606699527,-1.8583246105
ecoli_00378,-2.2278992494,-1.8613604535000001
ecoli_00379,-3.3584219992,-2.0097135915
ecoli_00380,-2.9322451371,-2.1296935325
ecoli_00381,-2.6905266588,-1.0261094745
ecoli_00382,-2.6882064415,-0.9500824095
ecoli_00383,-4.6688363764,-1.3162538115
ecoli_00384,-4.6298082714,-1.2779827745
ecoli_00385,-3.9927279667,-1.8820067145000001
ecoli_00386,-3.4731537943,-1.8741865285000001
ecoli_00387,-1.3367023440999999,-0.4997634305
ecoli_00388,-2.2359254653,-0.4811303765
ecoli_00389,-3.3286123819,-1.4429641715
ecoli_00390,-2.6482650234,-1.3101272095
ecoli_00391,-2.2692960196,-2.5234814525
ecoli_00392,-2.4890758497,-2.5774133985
ecoli_00393,-0.8120424701000001,-0.8234281505000001
ecoli_00394,-1.3317668953,-0.8052780635
ecoli_00395,-0.6046680341,-0.6229068465
ecoli_00396,-0.5954407069000001,-0.6429385005
ecoli_00397,-0.5487549551,-0.33780963350000004
ecoli_00398,-0.5047781722,-0.4034147065
ecoli_00399,0.6177855723,-0.6972141705
ecoli_00400,-0.1937351428,-0.7321652355
ecoli_00401,0.8401689856000001,-0.7543950685
ecoli_00402,0.6905431296,-0.6435219065000001
ecoli_00403,-0.9458902336,-0.7297927915
ecoli_00404,-0.7089606195,-0.4675198615
ecoli_00405,-0.3769925287,-0.7310937005
ecoli_00406,0.0195013141,-0.7754885575
ecoli_00407,0.28050271730000004,-0.7744561925
