,A,OxyR
SRX5694337,1.2934341923,-0.39778030070000003
SRX5694338,-1.2596878440000001,0.1896797514
SRX5694339,-0.47027036450000004,0.3236207237
SRX5694340,-2.026246725,-0.22484949110000002
SRX5694341,-1.4050921272,-0.8536599057
SRX5694342,-2.3418380013,-0.5900658224
SRX5694343,-1.5729217586000002,0.1894842692
SRX5694344,0.38159730550000004,-0.33136878610000003
SRX5694345,-0.3502025737,0.1611309252
SRX5694346,-1.4994369247,-0.1788075639
SRX5694347,0.5514342081,-0.2141337717
SRX5694348,-1.4495048852,-0.6056949951
SRX5694349,-1.8185698944,0.0637917067
SRX5694350,-0.8628581564000001,0.2587173383
SRX5694351,-1.1090694821,0.1857726423
SRX5694352,-2.0123655532,0.8701136964
SRX5694353,-0.9802946618,0.2929663447
SRX5694354,-1.352257774,-0.3890133014
SRX5694356,-1.0717263358,0.4373809407
SRX5694357,-2.2264247576,-0.7605353888
SRX5694358,0.28942573450000003,0.29432758000000003
SRX5694359,-3.5259088076,0.0930902465
SRX5694360,-2.4832954021,0.3560389123
SRX5694361,-0.5511135358,1.0689489052
SRX5694362,0.1505123402,-0.0319596933
SRX5694363,1.3959161252,-0.1104822686
SRX5694364,-2.5606017571,-2.0120564179
SRX5694365,0.5083615592,-1.2876030424
SRX5694366,-0.2914934582,0.8168912925
SRX5694367,0.2418512115,-0.2381367037
SRX5694368,-1.6477292148,0.705227043
SRX5694369,-1.0872178817,0.1017528077
SRX5694370,-1.5781543597,-0.1452791521
SRX5694371,-2.2912238633,-1.9463566853
SRX5694372,-2.5890636985,0.20988181800000003
SRX5694373,-1.2519493672,0.6006237057
SRX5694374,0.1002898742,0.5059910935
SRX5694375,-0.8829349484000001,0.021079852
SRX5694376,-0.9257062202,-0.3320230039
SRX5694377,-0.3070295348,0.39145168700000005
SRX5694378,-2.3701714577,0.4707440613
SRX5694379,-2.235145292,-0.10510943040000001
SRX5694380,-2.0654771703,-0.1317797432
SRX5694381,-1.0352431653,-0.5933350275
SRX5694382,-1.4684385771000001,-0.4892401904
SRX5694383,-1.0834541916,-0.20752996240000002
SRX5694384,0.2067038576,0.1546435586
SRX5694385,-0.6796605446,0.2970612989
SRX5694386,-3.1783743294,-2.5687673299
SRX5694387,-0.1463820723,0.6313458585
SRX5694388,-0.9710729033000001,-1.3428817061
SRX5694389,-1.7914997437,-0.0836574961
SRX5694390,-1.1952607114,0.0345073274
SRX5694391,-0.4309055972,-0.043870758100000004
SRX5694392,-2.1790212161,-0.39854902080000004
SRX5694393,-0.038549159300000004,0.16105712500000002
SRX5694394,-1.4995935031,0.1483662926
SRX5694395,0.7964677908000001,-0.0495597932
SRX5694396,-0.3082067683,-0.33790360410000003
SRX5694397,-2.6845261982,-0.1284335396
SRX5694398,-1.6838987966999999,-0.2568365483
SRX5694399,0.7835934955,-0.7234677727000001
SRX5694400,-3.3014671101,-0.09438949170000001
SRX5694401,-1.0128414782,0.1145601836
SRX5694402,-4.1824672326,-2.8750776525
SRX5694403,-0.0934474693,-0.6066680475
SRX5694404,-1.3453579063,-0.1560825663
SRX5694405,-0.4596144548,0.2707445898
SRX5694406,-1.5337148999,-0.5016456964
SRX5694407,-0.0404244457,-0.3281088647
SRX5694408,-0.2906958192,-0.0278925706
SRX5694409,-3.0255331231,-1.0952266231
SRX5694410,-2.0279028046,0.10190430210000001
SRX5694411,-2.3461186592,0.5713477702
SRX5694412,-2.4546071766,-0.15551002860000002
SRX5694413,-2.4681282114,0.3874817746
SRX5694414,-1.3133686952999999,-0.5541630968
SRX5694415,-1.2942552578,-0.2804047542
SRX5694416,-0.25057961630000003,-0.0797522799
SRX5694417,-0.9600982942,-0.1515780562
SRX5694418,-0.4852147611,-1.6682734005
SRX5694419,-1.1265091605,-1.4443978886
SRX5694420,-0.0830216576,-0.683566701
SRX5694421,-0.8415774164000001,-0.728899144
SRX5694422,-0.3141859815,-0.1351303097
SRX5694423,-1.6200488283,-0.1520775495
SRX5694424,-1.9177891677,-0.277762817
SRX5694425,-1.462233731,0.6174285355
SRX5694426,-0.9124431502,0.4064454746
SRX5694427,-0.37721593070000004,0.1802860537
SRX5694428,-1.3173206695,-0.1077187289
SRX5694429,-3.0528774254,0.4592778326
SRX5694430,0.11449509270000001,0.1102921062
SRX5694431,0.7877802326000001,-0.5290387987
SRX5694432,-2.5421189458,0.3791599847
SRX5694433,-2.2015222439,0.5744331732
SRX5694434,-1.1486979019,-0.2634367104
SRX5694435,-1.5227398737,-2.1413680056
SRX5694436,-3.6273275924,-1.5509186316
SRX5694437,0.026333020000000002,-0.20537973750000002
SRX5694438,-0.8728957972,0.0825078526
SRX5694439,0.0333891941,0.1137190072
SRX5694440,0.2967518523,0.3371333917
SRX5694441,-0.8008826321,-0.2041168281
SRX5694442,-1.1924081596,-1.4688570847
SRX5694443,-0.9627628836000001,0.3550588022
SRX5694444,-1.0074490771,-0.2648405163
SRX5694445,-1.9151243196,-1.9686923835
SRX5694446,-1.641467122,0.28310995650000004
SRX5694447,-1.4751547019,-0.1145661511
SRX5694448,-1.5421975779000001,0.3144814278
SRX5694449,-0.7053930675,0.1766688301
SRX5694450,-1.1517419521,0.23847404130000002
SRX5694451,-1.7658594295,-0.11342818260000001
SRX5694452,0.0893931901,-0.06322802400000001
SRX5694453,-1.7636344432,0.3490783653
SRX5694454,0.20870132930000002,-0.08745109999999999
SRX5694455,-0.5730303093,-1.4361349292
SRX5694456,-0.7247301961,0.6699296034000001
SRX5694457,-0.9516160797000001,0.0811312784
SRX5694459,-1.3982815056,-0.047057486600000004
SRX5694460,-3.7973324212,-1.4269183512999999
SRX5694461,-2.9588034792,0.2098591165
SRX5694462,-2.9872309875000003,-2.0737414882
SRX5694463,-1.1502089095999999,0.1404600076
SRX5694464,-2.3336790599,0.3628200455
SRX5694465,-2.4445353597,-0.0223618491
SRX5694466,-0.21912323590000002,-0.06484211
SRX5694467,-0.9480727001,0.0508629706
SRX5694468,-0.4869301018,0.9789577642
SRX5694469,-0.1567418389,0.0253954781
SRX5694470,0.437163942,-0.1656009578
SRX5694471,-1.4095611678,0.19749621050000002
SRX5694472,-0.9386469751000001,0.13868503470000001
SRX5694474,-0.4916389055,-0.0490163127
SRX5694475,-1.7801523124,0.0863680118
SRX5694476,-2.3043915784,-0.0516537071
SRX5694477,-4.6086806272,-1.3458894041
SRX5694478,-2.1124109712,-0.1384575824
SRX5694479,-0.9915276692,-0.2780401019
SRX5694480,-0.5467791864,0.0565789135
SRX5694481,-1.6816449621,-0.2254782119
SRX5694482,-0.35412290090000004,0.4240439682
SRX5694483,-0.2159361539,0.10015034390000001
SRX5694484,-3.2960348839,0.0901457661
SRX5694485,-0.5156032531,0.0776538023
SRX5694486,-0.3053831142,0.22268565210000002
SRX5694487,-2.3079883577,0.2851062649
SRX5694488,-2.486698521,-0.2852152759
SRX5694489,-1.7147325816999999,-0.0234757214
SRX5694491,-3.3530286033,-1.2981653071
SRX5694492,-1.1994400514,-1.566288372
SRX5694493,0.7183724081,-0.6787906057
SRX5694494,-1.2702918404,0.1056100765
SRX5694495,-0.0833763757,0.10828042460000001
SRX5694496,-0.2637552228,0.1053325906
SRX5694497,-1.6809682191,-0.053371423200000004
SRX5694498,-0.9655250906,0.10680643690000001
SRX5694499,-3.2086825195,-0.2045374889
SRX5694500,-1.7475440401,-0.6181857483000001
SRX5694501,-2.5855826136999998,-0.0960648265
SRX5694502,-1.9043682363,-1.2519070791
SRX5694503,-1.2242456282,-0.7736074092
SRX5694504,-0.3152776645,0.0296366749
SRX5694505,-3.3113929049,-1.3259673003999999
SRX5694506,-2.792433494,0.4220105256
SRX5694507,-0.0828259888,0.11041076470000001
SRX5694508,-0.5094129986,0.3679819347
SRX5694509,-0.8322779701,0.21043772830000002
SRX5694510,-0.42809236640000004,0.0491910984
SRX5694511,-0.584608488,0.22673573830000002
SRX5694512,-4.1973680491,-1.7027609752
SRX5694513,-0.7555364888,-0.06359112630000001
SRX5694514,-3.7611718619000003,-1.545542405
SRX5694515,-0.10187845720000001,0.3501325575
SRX5694516,-0.386920403,-0.1008253062
SRX5694517,-2.1423247951,0.11845653800000001
SRX5694518,-1.4370730634,0.2942719052
SRX5694519,0.1193724781,-0.6596144348
SRX5694520,-1.1953040184,-0.4218194081
SRX5694521,-0.8740562906,0.2092471579
SRX5694522,-1.1181137066,-0.140981192
SRX5694523,-2.1529834462,-0.1944790295
SRX5694524,-2.0811760088,-0.198675716
SRX5694525,-0.6047648945,0.0916139026
SRX5694526,-1.8998428738,0.9604721308
SRX5694527,-1.5650951371000001,-0.6434039043
SRX5694528,-1.189841452,-0.6335092765
SRX5694529,-0.8360531074,-0.2987002315
SRX5694530,-2.5530485571,-0.24017820850000002
SRX5694532,0.0035460783,-0.8291565329
SRX5694533,-2.4457050302,-0.6599494237
SRX5694534,-1.4841119978,0.5746855444
SRX5694535,-0.5198113564,0.1457070682
SRX5694536,-2.4326215507,0.21342112270000002
SRX5694537,-0.955326717,0.6770585104
SRX5694538,-1.0600574733,0.6194901649
SRX5694539,-1.5140539972,-0.1730548438
SRX5694540,-0.032640757,-0.7722859624
SRX5694541,-2.5594597011999998,0.1259929359
SRX5694543,0.1249266956,0.1526923124
SRX5694544,-2.7287679017,0.074122225
SRX5694545,-1.3645686502,-0.0682363968
SRX5694546,-2.2576172202,0.7887859307
SRX5694547,-0.44069116340000003,-0.0762601239
SRX5694548,-0.1865843257,0.2453532377
SRX5694550,-0.5728826453,-0.3105899471
SRX5694551,-2.7832089616999998,-0.3115587489
SRX5694552,0.2058645707,-0.1176520825
SRX5694553,-0.2934412649,-0.0006619206000000001
SRX5694554,-0.2707379304,0.160681766
SRX5694555,-1.0595419542,-1.0918511074
SRX6072760,-2.1656917564000002,-0.9685021914
SRX6072761,-2.8260864835,-0.9850213483
SRX6072762,-1.8112270535000001,-0.7246791330000001
SRX6072763,-1.4843891603000001,-0.4428620776
SRX6072764,-1.862643883,-1.4525700193
SRX6072765,-1.8775342086000002,-0.4468909817
SRX6376491,-1.0877536061,-0.7279438515000001
SRX6376492,-1.882078369,-1.2421695897
SRX6376493,-2.0370982191,-1.1984909002
SRX6376494,-2.4510833025,-0.7093318205
SRX6376495,-1.2572836738,-0.2036988097
SRX6376496,-0.8593864793,-1.0338522335
SRX2723951,1.5689997185,0.2990630262
SRX2723952,1.317208841,0.6398202399
SRX2723953,1.6834657742,0.5519689766
SRX2723954,1.5243796754,0.9540463816
SRX2723955,0.7227545032,-0.169362374
SRX2723956,0.9270374251,0.47683727010000004
SRX2723957,0.617553499,0.12435866500000001
SRX2723958,1.0312487313,0.1142232396
SRX2723959,0.3363315478,-0.0398077611
SRX2723960,1.8403360921,0.49789318130000004
SRX2723961,1.2579461261,1.0847437312000001
SRX2723962,1.1285169045,0.3810979626
SRX2723963,0.9972279835000001,-0.314136215
SRX2723964,0.8311652312000001,-0.20105313
SRX2723965,0.8568704626,0.1429421543
SRX2723966,0.4749995644,0.1708544645
SRX2723967,-0.7100389035,-0.08408189390000001
SRX2723968,0.23503933910000002,-0.08677257070000001
SRX6977206,1.0060887152,-0.8175446147000001
SRX6977207,0.5719554362,-0.6632085968
SRX6977208,0.5232659072,0.3840311376
SRX6977209,0.39271456460000004,0.32644854630000003
SRX6977210,0.7339283619,0.1789529816
SRX6977211,0.1903360497,-0.3183676681
SRX6977212,0.1325488267,0.10214679530000001
SRX6977213,-0.3228848764,0.2162208729
SRX6977214,0.8774079305,-0.6070250705
SRX1153733,-0.20094230470000002,0.116600295
SRX1153734,0.20094230470000002,-0.116600295
SRX1153735,0.44985260590000004,0.11661985970000001
SRX1153736,1.026011991,0.0525555657
SRX5204053,0.3245799217,-0.1844246037
SRX5204054,0.37408881180000003,0.042495368000000006
SRX5204055,0.1585982113,-0.08382861900000001
SRX5204056,0.1504069877,-0.2603444177
SRX5204057,0.5830625926,-0.2611946566
SRX5204058,0.35031183720000003,-0.21353137600000002
SRX5204059,0.1065185468,0.08535119520000001
SRX5204060,0.1263163012,0.0462513754
SRX5204061,0.363001734,-0.043416740100000004
SRX5204062,0.22088643330000002,-0.08739029770000001
SRX5204063,-0.32832690740000003,-0.0498395067
SRX5204064,-0.1650503224,0.0077515524
SRX5204065,0.1081277824,-0.1451444459
SRX5204066,0.33578337150000004,-0.1235944632
SRX5204067,0.21289469260000002,-0.17161499060000002
SRX5204068,0.41480840010000003,-0.2020726252
SRX5204069,-0.11856432880000001,-0.12551173000000002
SRX5204070,0.2728032066,-0.2838584789
SRX5204071,0.9260035945,-0.0842989888
SRX5204072,1.0663250929,-0.0385717749
SRX5204073,0.3998352116,-0.1359553319
SRX5204074,-0.12867841330000002,-0.3835260681
SRX5204075,0.3183105684,-0.0449183552
SRX5204076,0.0826064829,-0.2074411884
SRX5204077,0.20172495880000002,-0.1688013898
SRX5204078,-0.0946813029,-0.0761124155
SRX5204079,0.1290535404,-0.1342158832
SRX5204080,0.7569218588000001,-0.0161176765
SRX5204081,0.4449611027,-0.13588709000000002
SRX5204082,0.2649644746,-0.1551306727
SRX5204083,0.3693739917,0.3537742588
SRX5204084,0.49774037590000003,0.2380140416
SRX5204085,0.4943410438,0.3075298059
SRX5204086,-0.5422576682,-0.3048283613
SRX5204087,0.1117296812,0.09111780550000001
SRX5204088,-0.0382250737,-0.22253639390000002
SRX5204089,0.8532135249,0.19098526870000002
SRX5204090,0.9405528954000001,0.1683964443
SRX5204091,0.8113278195,0.0810275832
SRX5204092,0.08908820020000001,-0.07012903420000001
SRX5204093,-0.0648801008,-0.1017763133
SRX5204094,-0.1356860808,0.08692080840000001
SRX5204095,0.0708720197,0.0414321058
SRX5204096,-0.1718419685,-0.0036331280000000002
SRX5204097,0.1009699488,-0.0377989778
SRX683459,0.0876090276,-0.046102712600000005
SRX683460,3.4381111895,0.7071958975
SRX683461,-0.0295397102,-0.0837585145
SRX683462,4.3888656891,0.7663032787
SRX683463,-0.0580693173,0.1298612271
SRX683464,4.0648729318,0.2345714734
SRX683465,0.8302502039,-0.5523267862
SRX683466,4.7474648574,0.4522151961
SRX683467,-0.0331702356,-0.1597610628
SRX683468,5.658130015,0.1986196225
SRX683469,0.45945784510000004,-0.6674499411
SRX683470,5.2467789119,0.10662998850000001
SRX322077,0.66317875,0.11095402310000001
SRX322078,0.3820015939,0.0680008504
SRX322079,0.45041155450000003,0.5203612772
SRX322080,0.44329568490000004,-0.33525749800000004
SRX322081,-0.0108895393,0.2138788512
SRX322082,-0.0852306296,0.3076250922
SRX322083,-0.5998426153,-0.1189109515
SRX322084,0.8421314917,-0.4916995427
SRX322085,-0.2422888763,0.6106104943
SRX2708592,-0.09581061540000001,0.3419761794
SRX2708593,-1.1654319981,0.3626756143
SRX2708594,-0.8070502185,0.12466376870000001
SRX2708595,-0.0196732469,-0.0262899813
SRX2708596,-0.1148034319,0.1768837551
SRX2708597,0.1344766788,-0.1505937738
SRX2708598,-0.7813072346000001,0.0041453781
SRX2708600,0.1663542465,-0.0650145542
SRX2708601,0.07665718810000001,-0.0995960483
SRX2708602,-0.6385664065000001,-0.3062597166
SRX2708603,0.3370676233,-0.6181929248
SRX3073814,0.1204470822,-0.048979302700000005
SRX3073815,0.1475925367,0.1513641584
SRX3073816,0.3271332501,0.4981342805
SRX3073817,2.430876207,0.2966874392
SRX3073818,2.5320094947,-0.2696352003
SRX3073819,0.3149900258,0.39104556690000003
SRX3073820,-0.015844764100000002,0.4850944005
SRX3073821,-0.1283856844,1.006601269
SRX3073822,-0.1193070945,0.6482007539
SRX3073823,0.7044031022,0.2143553517
SRX3073824,-0.1204470822,0.048979302700000005
SRX3073825,0.0261825566,0.6590267123
SRX3073826,0.6696570281,0.9256502211000001
SRX3073827,3.4044623977,0.585810595
SRX3073828,4.41700028,0.16962399920000001
SRX3073829,0.1999539995,0.3447137772
SRX3073830,-0.8213872429,0.33705303810000004
SRX3073831,-0.039795392900000004,0.7045387908
SRX3073832,0.0668552251,0.8273874482
SRX3073833,0.022199937700000002,0.49456817880000004
SRX2391456,-0.1389715952,0.0019850144
SRX2391457,-0.693284305,-0.1628002071
SRX2391458,-0.5525048046000001,0.016833466800000002
SRX2391459,-0.5415081380000001,-0.008913361600000001
SRX2391460,-0.5700136537,0.0169181963
SRX2391461,-0.4618733305,0.07852815390000001
SRX2391462,-0.18186153670000002,0.080759539
SRX2391463,-0.3187416608,0.12768886000000002
SRX2391464,-0.3858549136,0.052170379
SRX2391465,-0.12084595390000001,0.13531482420000002
SRX2391466,-0.17754345200000002,0.043446971300000005
SRX2391467,0.0337881219,-0.0387262505
SRX2391468,0.12168228240000001,-0.0793763213
SRX2391469,0.0522415025,-0.0039801118
SRX2391470,0.2952730564,0.234126415
SRX2391471,-0.0017689712000000001,0.0433509694
SRX2391472,-0.0245711186,0.1380624412
SRX2391473,-0.3826823499,0.0063218261000000005
SRX2391474,-0.7784074433,-0.09269366030000001
SRX2391475,-0.2996220328,0.1311525396
SRX2391476,-0.0800540906,0.1633622055
SRX2391477,-0.1566947629,0.09324426300000001
SRX2391478,-0.0563396933,-0.1362002407
SRX2391479,-0.0240150046,0.1838559048
SRX2391480,0.4783140456,0.13180710140000002
SRX2391481,0.2431139783,0.0150307923
SRX2391482,0.4308949644,0.12330295720000001
SRX2391483,-0.0432739501,0.0108811679
SRX2391484,-0.3763870307,-0.18564243090000002
SRX2391485,-0.6009123618000001,-0.0509504761
SRX2391486,-0.6298997074,-0.0214096603
SRX2391487,-0.7205787553,-0.0208063775
SRX2391488,-0.4253647339,0.0012084469
SRX2391489,-0.097432869,0.1019687346
SRX2391490,-0.049205000400000004,0.1038528777
SRX2391491,-0.0654302833,0.0635743038
SRX2391492,-0.2218667565,0.0638020173
SRX2391493,-0.0609036232,0.1205608912
SRX2391494,-0.270122578,0.0934152244
SRX2391495,-0.0337881219,0.0387262505
SRX2391496,-0.3171079215,0.0691897281
SRX2391497,-0.10753678800000001,0.0109522736
SRX2391498,-0.0043794358,0.0883572284
SRX2391499,-0.2606069115,-0.0031841461
SRX2391500,-0.2437649033,0.0543522688
SRX2391501,-0.6402176413,-0.0255577706
SRX2391502,-0.6808669532,-0.0820800406
SRX2391503,-0.41727789120000003,0.0988559323
SRX2391505,0.1102311019,0.18760668090000002
SRX2391506,-0.0999587651,-0.007302078
SRX2391507,-0.3828092111,0.0613181177
SRX2391508,0.2750932338,0.1362730647
SRX2391510,0.476437015,0.1539198849
SRX2391512,0.43132992070000004,0.1671943333
SRX2391513,0.0268602788,0.1002102109
SRX2391514,-0.21797193750000002,0.0747952702
SRX5632598,-0.7795819514000001,1.0639653832
SRX5632599,0.2342688768,0.7675537119
SRX5632600,0.1449775063,0.7649315919
SRX5632601,0.5218797674,0.8218165455
SRX5632602,0.3688505889,1.3907669948999999
SRX5632603,0.7692000363,1.4215199669
SRX5632604,0.5961612674,1.196181381
SRX5632605,0.1371053634,1.4732495367
SRX5632606,0.3303279584,0.7809281222000001
SRX5632607,-0.0363854894,0.40483381160000004
SRX5632608,-0.4290264411,-0.1864842107
SRX5632609,0.7207378429,0.4033002989
SRX5632610,0.2095322974,-0.0037977114
SRX5632611,-0.2917114019,-0.2168160882
SRX5632612,-0.6677311775,-0.0215171854
SRX5632613,0.3658185742,0.5987456263000001
SRX5632614,0.3117409571,0.0971336928
SRX5632615,-0.1679349677,0.10428504100000001
ERX2874132,-1.1789337905,1.2776032355
ERX2874133,-1.3299894282,1.4809486588
ERX2874134,1.3261322122,2.3357678957
ERX2874135,1.3970525303999999,2.5308394461
ERX2874136,0.5313353267,2.6986031822000003
ERX2874137,-0.0333943231,2.7180365921
ERX2874138,0.3684301199,1.7110880713
ERX2874139,0.006002325,1.6363529362
ERX2874140,0.0953705994,-0.0747247649
ERX2874141,-0.0953705994,0.0747247649
ERX2874142,0.8663503439,2.0023521792
ERX2874143,-0.019650965700000002,2.2577391181
ERX2874144,-0.6457946607,1.6344067303
ERX2874145,-1.1212123968,1.8701812327
ERX2874146,0.201355108,0.7904800519
ERX2874147,-0.09336276760000001,0.9487224137
SRX1300292,0.5712899401,-0.30707929900000003
SRX1300293,-0.5712899401,0.30707929900000003
SRX1300299,0.0426624031,0.0823144044
SRX1300300,0.2768813375,0.0457291221
SRX1300304,0.153278396,0.4882811608
SRX1300305,1.2424362471000001,0.0191351121
SRX1300306,0.586266111,-0.0735464515
SRX1300310,1.2869410924,0.2789474428
SRX1300311,0.4572811774,0.2976531979
SRX7291195,-1.8836142994,0.2681784555
SRX7291196,-1.7694092475,0.20646191760000002
SRX7291197,-1.4361568899,0.2218568327
SRX7291198,0.2758503856,-0.0067894466
SRX7291199,-0.0964414544,0.061242807100000005
SRX7291200,-0.17940893130000002,-0.054453360400000005
SRX7291201,-1.4107857388,0.1625364926
SRX7291202,-1.5489377757,0.21673967160000002
SRX7291203,-1.4660978558,0.1804236005
SRX7291204,0.1519955543,0.0344578973
SRX7291205,0.014022218500000001,0.026575983600000002
SRX7291206,0.0727730719,-0.013284038500000001
SRX2436955,2.0367012826,-0.0754560393
SRX2436956,-0.0107349197,1.0857035386
SRX2436957,0.21636333770000002,1.0490374047
SRX2436958,0.8570391461,1.2317250291
SRX2436959,0.2516545016,0.1274230886
SRX2436960,1.6114523040000002,0.18469000000000002
SRX2436961,0.0198899778,0.7490383391000001
SRX2436962,2.2735963345,0.4914404392
SRX2436963,-0.6304746071,0.1481433258
SRX2436964,-1.3890293825,0.9209725865
SRX2436965,1.1928554418,0.5654325991
SRX2436966,2.3854475833,0.19237781610000002
SRX2436967,-0.1032716795,1.1360808707
SRX2436969,-0.854078765,0.0644486381
SRX2436970,2.4952945862,0.041867431600000005
SRX2436971,-0.2509374485,1.1042296614
SRX2437029,2.4554904977,0.5279233559000001
SRX2437030,2.2179986455,0.1437894823
SRX2437031,1.1035848627,-0.0466630127
SRX2437032,1.3654057095,-0.0449169632
SRX2437033,-1.3585993068,0.11973269060000001
SRX2437034,1.261339041,0.6586896406
SRX2437035,-0.064131663,0.5868230017
SRX2437036,-0.200876509,0.9206127445000001
SRX2437037,-1.2791401513,0.7532937095000001
SRX2437038,2.573452827,0.1487588826
SRX2437039,1.1895595525,-0.2718889934
SRX2437040,-0.2577069007,0.9121353006
SRX2437041,1.9298556865,0.0175779914
SRX2437042,-0.39070104710000003,-0.0229063901
SRX2437043,-1.714601241,0.9276342572
SRX2437044,-0.6763509002,-0.07337238360000001
SRX4705203,-1.7961098895,-0.1095851045
SRX4705204,-0.1569014759,-0.4707496303
SRX4705205,0.2402244814,-0.2766945422
SRX4705206,0.3814395196,-0.1699944146
SRX4705207,-1.3449744018,-0.1759276612
SRX4705208,0.6549705534,-0.3528647089
SRX4705209,-1.077235694,-0.2216550891
SRX4705210,-0.5228949694,-0.1599314635
SRX4705211,0.0832202588,-0.0808040869
SRX4705212,-0.0218608153,-0.0648371617
SRX4705213,0.6587969383000001,0.111565404
SRX4705214,0.5934027102,0.3032236002
SRX4705215,-0.2449799989,-0.2534954014
SRX4705216,0.5046782019,0.3267198511
SRX4705217,-0.6017607559,-0.38436807170000004
SRX4705218,-0.9101370956,-0.1036453822
