,A,PhoB
abx_mega__teix_dmso__4,-0.9542762903,-0.2576046933
abx_mega__ethanol-10__1,2.2978717945,-0.112015105
abx_mega__inh_h2o__1,0.0784692574,-1.3112966129
abx_mega__rif_dmso__3,1.1646848289,0.508958763
abx_mega__van_dmso__3,3.2075553848,2.1898243966
abx_mega__doxo_dmso__1,0.1698336486,-0.780776718
abx_mega__tmp_dmso__1,-0.2376759132,-0.0694318892
abx_mega__ethanol-10__2,1.2312173802,-0.049931477200000005
abx_mega__tmp_dmso__2,-0.7286345554,-0.1650930506
abx_mega__amyc-d_dmso__5,2.6973776987,1.7504704567
abx_mega__novo_h2o__4,-1.4854531294,-1.448580114
abx_mega__cro_h2o__2,-1.3635018908,-0.2921222945
abx_mega__cro_h2o__3,-2.000709878,-0.7484970482000001
abx_mega__gen_h2o__2,3.7745076883,2.418665
abx_mega__phos_h2o__4,0.10704029970000001,0.1592255967
abx_mega__metro_dmso__2,-0.6347180949,0.0766832049
abx_mega__ery_h2o__2,0.0045813267,-5.0599803669
abx_mega__sacet_h2o__1,8.3423791255,3.6597915292
abx_mega__nal_naoh__5,0.421909637,-0.5299373236
abx_mega__bacit_h2o__4,6.3944901986,2.9690417263
abx_mega__cip_naoh__3,0.6087256699,-0.5242974328000001
abx_mega__ethanol-8__1,-0.4174127835,-0.3446758152
abx_mega__h2o-8a__1,0.46693658190000004,-0.3704789854
abx_mega__ery_h2o__3,1.8190096827,-0.6739987376000001
abx_mega__flavo_dmso__2,-0.4982140048,-0.0442498219
abx_mega__rif_dmso__4,0.8966918111000001,0.4193082342
abx_mega__novo_h2o__5,0.7508498718000001,-0.1694027498
abx_mega__teix_dmso__5,1.8399805806,0.6652342687
abx_mega__naoh-2__1,-1.117141779,0.12867025240000002
abx_mega__novo_h2o__6,0.2874982343,-1.1349715044
abx_mega__ctx_h2o__3,-1.4116324592,-0.5379352187
abx_mega__rach_dmso__3,0.8009632001,-0.5771027474
abx_mega__valin_dmso__2,0.8187651829,0.9327633556
abx_mega__amyc-d_dmso__6,5.3908393321,3.036089275
abx_mega__dox_dmso__2,-1.6484423956,0.4072180225
abx_mega__teix_dmso__6,1.443432451,-0.076928538
abx_mega__naoh-6__2,-1.5127057020999999,-0.1169496185
abx_mega__inh_h2o__2,12.7649201858,3.3406417124
abx_mega__chl_h2o__3,9.561257696,0.5074864448
abx_mega__nal_naoh__6,0.6241999428,-0.2983811386
abx_mega__chl_dmso__2,3.6823440973,1.1229439434
abx_mega__rach_dmso__4,1.2457032154,-0.4363378492
abx_mega__teix_dmso__7,0.017778647300000002,-0.3077458451
abx_mega__ceru_ethanol__1,7.7808384994,2.3222009132
abx_mega__dmso-7__1,0.7375200963,-0.0970864365
abx_mega__naoh-6__3,-1.3618232683,0.0411323051
abx_mega__phos_ethanol__2,-0.2690867359,-0.19749690250000002
abx_mega__metro_dmso__3,0.0071871093,0.8287469030000001
abx_mega__van_dmso__4,2.3934310662,1.9349936451
abx_mega__h2o-10__1,1.2971475004,-0.5178092298
abx_mega__h2o-10__2,1.9973581732999999,-0.6421503043
abx_mega__dmso-6__3,0.5747862614,0.5371884362
abx_mega__mem_dmso__1,-0.4778476602,-0.21749051800000002
abx_mega__ethanol-8__2,0.41716518750000003,-0.2988452689
abx_mega__chl_h2o__4,9.7505041962,0.5527624539
abx_mega__van_h2o__1,5.4280969576,2.1740694521
abx_mega__dcs_h2o__1,0.0875118686,-0.31156689590000003
abx_mega__rif_dmso__5,-0.41985208090000004,0.31794019300000004
abx_mega__dox_dmso__3,0.1386581534,0.0308927271
abx_mega__mem_dmso__2,-0.4298851305,-0.4347272689
abx_mega__lvx_dmso__2,0.3559634869,0.09918721200000001
abx_mega__tet_h2o__2,2.7017816704,0.311481157
abx_mega__phos_h2o__5,0.2601933407,0.0704286636
abx_mega__monac_dmso__1,2.7717739485,1.6903933196
abx_mega__str_h2o__3,-0.0170780225,-0.9913024321
abx_mega__zeocin_h2o__2,-2.3314466916,1.5792732111
abx_mega__amyc-d_dmso__7,5.9331638071,2.8815402185
abx_mega__fidax_dmso__1,0.8423241935,-0.551549269
abx_mega__h2o-1a__1,0.0689866632,0.2363791415
abx_mega__dox_dmso__4,-1.4623063436,0.0181999734
abx_mega__lzd_dmso__2,2.9416953264,-0.2189674747
abx_mega__tet_h2o__3,-2.1089799013,-1.4284343053000002
abx_mega__dmso-1__2,-0.6383051745,-0.1938575455
abx_mega__sxt_dmso__2,2.6271667213,0.1619639846
abx_mega__tric_ethanol__2,0.525499821,0.1187173173
abx_mega__teix_dmso__8,-0.26449284900000003,-0.17888464710000002
abx_mega__ramo_h2o__2,4.9088127887,1.2686694878
abx_mega__inh_h2o__3,0.103409079,-0.35115507630000004
abx_mega__cst_h2o__3,-1.6398551682,-0.1863823839
abx_mega__dmso-9__1,0.09636094740000001,-0.008076465100000001
abx_mega__ethanol-8__3,0.6488198885,-0.0473434162
abx_mega__monac_dmso__2,5.5226849935,3.1525484397
abx_mega__dmso-9__2,0.19888488410000002,0.22176839680000002
abx_mega__metro_dmso__4,-1.0140978694,0.6879420708
abx_mega__ctx_h2o__4,-1.3898102299000001,-0.4921433747
abx_mega__zeocin_h2o__3,-1.5436506611,1.2076057018
abx_mega__bacit_h2o__5,3.3788672931,2.6092894175
abx_mega__reta_dmso__1,3.4750810447,-0.2963130127
abx_mega__ery_h2o__4,3.620968623,-0.00050964
abx_mega__ceru_ethanol__2,8.1990993233,2.9501358344
abx_mega__fidax_dmso__2,0.1156931447,-0.6220983531000001
abx_mega__novo_dmso__1,6.1213097045,1.6250259691
abx_mega__naoh-6__4,-1.2665987999000001,-0.27054652500000004
abx_mega__amyc-d_dmso__8,0.4137966839,0.8394584190000001
abx_mega__chl_dmso__3,3.9694035385,0.9468347951
abx_mega__nal_naoh__7,-1.6981509596,-0.1600291151
abx_mega__teix_dmso__9,0.49842945850000003,-0.6196192891
abx_mega__ery_dmso__3,0.8785142646,-0.6182054455
abx_mega__tmp_dmso__3,-0.6865028082,0.09783128220000001
abx_mega__sxt_dmso__3,0.8762234206,0.033823894800000004
abx_mega__polmyx_h2o__4,-1.6338048886,0.2993884409
abx_mega__mem_dmso__3,-0.18182939720000002,0.09455541910000001
abx_mega__nal_naoh__8,1.1412601277,0.0153174672
abx_mega__pen_h2o__3,4.1593773537,1.4587434848
abx_mega__van_dmso__5,2.8705321502,2.2651197407
abx_mega__zeocin_h2o__4,-0.4156942898,2.22525034
abx_mega__h2o-6__2,-1.5573758653,0.0305671292
abx_mega__tet_h2o__4,-1.2235642185,-0.6159305841
abx_mega__nor_naoh__4,-0.23801062150000002,-0.11311851140000001
abx_mega__cip_naoh__4,-0.013083926400000001,0.1056794576
abx_mega__tmp_dmso__4,-0.46475675590000004,-0.015591816900000001
abx_mega__reta_dmso__2,0.6741491671000001,-0.58304412
abx_mega__mem_dmso__4,-0.6596223476,-0.9811818135
abx_mega__dox_dmso__5,-0.2781852512,-1.282169456
abx_mega__tmp_dmso__5,0.3177966976,0.259380692
abx_mega__flavo_dmso__3,-0.11694996290000001,-0.3298617042
abx_mega__tmp_dmso__6,-0.046006904200000004,-0.3224278857
abx_mega__ceru_ethanol__3,10.074591418,2.7889110394000003
abx_mega__teix_dmso__10,-0.5660537093,-0.1321580488
abx_mega__novo_h2o__7,1.2367400551,-0.38224935520000003
abx_mega__fidax_dmso__3,0.9136522589,0.2772096718
abx_mega__h2o-1a__2,0.16846818930000002,-0.0762441465
abx_mega__dcs_h2o__2,-1.2071298289,-0.7982579995
abx_mega__cst_h2o__4,-1.64764634,-0.0813988331
abx_mega__van_h2o__2,6.6398981567,2.3819527842
abx_mega__pen_h2o__4,2.0540480348,1.1495729516
abx_mega__h2o-8b__2,-0.4904448249,-1.3730311866
abx_mega__reta_dmso__3,0.6310442359,-0.5734855603
abx_mega__dmso-7__2,0.6416825312000001,0.2626254233
abx_mega__rfp_h2o__2,2.7307142764,1.6513759818
abx_mega__rif_dmso__6,1.3050771719,1.4615497973
abx_mega__sxt_dmso__4,0.4071818491,-0.3823013592
abx_mega__cip_naoh__5,-0.6608857644,-0.4589221382
abx_mega__dmso-9__3,0.0390827147,-0.0332975503
abx_mega__mem_dmso__5,-0.3371351376,-0.5467613207
abx_mega__tric_h2o__2,2.1014832681,0.5337156492
abx_mega__phos_h2o__6,-2.2920346546,-0.1940934124
abx_mega__h2o-7__2,-1.0470883642,-0.20017797210000002
abx_mega__h2o-10__3,1.6295627854,-0.5172933083
abx_mega__h2o-8a__2,0.5088822046,-0.2695963579
abx_mega__thio_dmso__3,1.2906601043,-0.8222616411
abx_mega__lzd_dmso__3,-1.9147271398,-0.7199684907
abx_mega__monac_dmso__3,6.2339238714,3.44683685
abx_mega__polmyx_h2o__5,0.16550145830000002,0.0902741081
abx_mega__naoh-6__5,-1.0240179759,0.1115148125
abx_mega__teix_dmso__11,0.3461446091,0.7678033785
abx_mega__van_h2o__3,7.3008563868,2.3103842681
abx_mega__teix_dmso__12,-0.5446788012,0.464198172
abx_mega__dox_dmso__6,0.5884528687,0.2250775691
abx_mega__teix_dmso__13,2.1020598073,0.3234093188
abx_mega__h2o-7__3,-1.1122685294,-0.5882067815
abx_mega__str_h2o__4,-0.7005383430000001,-0.4230281636
abx_mega__tec_h2o__3,1.1205917062,0.7343401916000001
abx_mega__phos_h2o__7,-1.9533900969,-0.2410238268
abx_mega__chl_h2o__5,0.266127752,-0.6359217789
abx_mega__polmyx_h2o__6,-0.4219121402,0.6862213629
abx_mega__teix_dmso__14,0.7851910847,0.9978786601
abx_mega__rif_dmso__7,0.6838585068,1.0237846145
abx_mega__ramo_h2o__3,2.7922869904,0.6758144222
abx_mega__fidax_dmso__4,0.7302164148,0.3015162867
abx_mega__teix_dmso__15,0.0826440813,-0.44223413240000004
abx_mega__thio_dmso__4,1.299150348,-0.6931450718000001
abx_mega__rif_dmso__8,-0.4991872422,0.9800035956
abx_mega__reta_dmso__4,1.4653069244,-0.3711909064
abx_mega__inh_h2o__4,13.2015122167,3.3914647803
abx_mega__novo_dmso__2,4.7083372818,1.4559832073
abx_mega__dcs_h2o__3,-0.8433347828000001,-0.27676079330000003
abx_mega__h2o-8b__3,-1.3924097643,0.0003951882
abx_mega__valin_dmso__3,2.7495352326,0.3158130818
abx_mega__h2o-2__1,-0.4835270223,-0.1542568286
abx_mega__cro_h2o__4,-1.0466234139,-0.5297967685
abx_mega__dcs_h2o__4,-0.44031653070000004,-0.6331813268
abx_mega__str_h2o__5,0.1235472952,-0.818745359
abx_mega__h2o-8a__3,0.0016870441,-0.9864332369000001
abx_mega__dox_dmso__7,-1.4888873984,-0.2681026005
abx_mega__doxo_dmso__2,0.263310578,-0.8148304095000001
abx_mega__teix_dmso__16,2.4296877522,0.4718514767
abx_mega__rfp_h2o__3,2.0564128358,1.2555101217
abx_mega__ethanol-10__3,2.8693394409,-0.205691422
abx_mega__naoh-2__2,-0.3833606874,0.729893326
abx_mega__van_h2o__4,6.0823637213,2.4010226967
abx_mega__sacet_h2o__2,7.8769223087,3.3873656029
abx_mega__monac_dmso__4,4.7662407635,2.7548591139000003
abx_mega__h2o-2__2,0.0619197811,1.327599618
abx_mega__zeocin_h2o__5,0.5587111122,-0.5901869005
abx_mega__nor_naoh__5,-1.0210131974,-0.47369081220000003
abx_mega__naoh-9__2,-0.9722921342,-0.28052759120000004
abx_mega__dmso-7__3,0.31227509200000003,-0.5760016513
abx_mega__van_h2o__5,4.7957065734,2.1587018238
abx_mega__flavo_dmso__4,0.7059899481,-0.1376374148
abx_mega__novo_dmso__3,6.4101025699,1.9610486671
abx_mega__polmyx_h2o__7,-0.004986804300000001,-0.3576458847
abx_mega__teix_dmso__17,2.0978669256,0.0887660913
abx_mega__doxo_dmso__3,1.0442203171,-0.8174514690000001
abx_mega__mem_dmso__6,0.5023088846,0.3134763658
abx_mega__h2o-1a__3,-0.2374548524,-0.160134995
abx_mega__bacit_dmso__3,0.8421505669,1.2150492734
abx_mega__dox_dmso__8,0.54229839,0.41590938
abx_mega__teix_dmso__18,-0.8497954790000001,0.0687567618
abx_mega__h2o-6__3,-1.3609746652,0.2029816492
abx_mega__pen_h2o__5,-1.3307341058,0.0124249554
abx_mega__lzd_dmso__4,-1.7980865098,-0.5640112220000001
abx_mega__daro__1,2.9624050321,-0.8708381525000001
abx_mega__solv__1,3.6670679186,-0.0061583291
abx_mega__daro__2,2.2393291845,-0.31487804620000004
abx_mega__daro__3,3.3301492789,0.0016736551
abx_mega__solv__2,3.8549934401,-0.4975104061
abx_mega__solv__3,2.9946339159,-0.0598926254
abx_mega__dmso-4__1,-0.7305802285,0.8362272231000001
abx_mega__kirr_dmso__1,0.36143130840000004,-0.2111185528
abx_mega__kirr_dmso__2,1.1280563874,0.0140185979
abx_mega__kirr_dmso__3,0.5287408127000001,0.3437332133
abx_mega__dmso-4__2,-0.43550930790000003,1.2633022024
abx_mega__dmso-4__3,-0.8368019535000001,0.6959382994000001
ackA_pta__dnaA46_del_ackA__1,-0.0369039488,0.4003063263
ackA_pta__dnaA46_del_ackA__2,-0.0062296336,0.4031138131
ackA_pta__dnaA46_del_ackA__3,1.2621319816,0.7650684934
ackA_pta__dnaA46_del_pta__1,-2.9384554188000003,0.5089831707
ackA_pta__dnaA46_del_pta__2,0.033628533,0.32362925330000003
ackA_pta__dnaA46_del_pta__3,-2.1207285978,-0.29226051950000004
ackA_pta__dnaA46__1,0.24406809740000002,0.2547285144
ackA_pta__dnaA46__2,1.9860801525,0.2862065514
ackA_pta__dnaA46__3,0.3225222149,0.2559450937
ackA_pta__del_ackA__1,0.3341149738,0.3701647328
ackA_pta__del_ackA__2,-0.9785666759,0.6497338815
ackA_pta__del_ackA__3,0.18864606280000001,0.105830692
ackA_pta__del_pta__1,-0.5419656986,-0.3348079724
ackA_pta__del_pta__2,-1.3425656352,0.27387417010000004
ackA_pta__del_pta__3,-1.4471759375,0.25172497720000003
ackA_pta__wt__1,-0.234865661,0.2045716807
ackA_pta__wt__2,-0.8495274958,-0.341227461
ackA_pta__wt__3,1.0843931568,0.1366557803
anticancer__5fu__1,1.3734044578,-0.8585891033
anticancer__5fu__2,1.3275222203,-0.4251082295
anticancer__cap__1,4.1794168886,1.8125402179
anticancer__cap__2,4.0105621691,1.7026388219
anticancer__cap__3,4.2141572695,1.9822565092
anticancer__wt__1,-0.032454103000000005,-0.0478759895
anticancer__wt__2,-0.23578120760000001,0.0848931498
anticancer__wt__3,0.2682353106,-0.037017160300000004
anticancer__5fu__3,2.0321426085,-0.39509782590000003
bio_pln__aero_pln__1,-0.1175849426,-0.1109931823
bio_pln__aero_pln__2,0.1175849426,0.1109931823
bio_pln__anaero_pln__1,-0.7651755238,-0.44250632
bio_pln__anaero_pln__2,-0.6552014144,-0.7156184694000001
biocide__bzcl_12h__1,1.755479608,0.5952531639
biocide__bzcl_12h__2,2.5955774495,0.5647448427
biocide__bzcl_12h__3,1.9680932442999999,0.44847398450000003
biocide__etoh_12h__1,3.8521647461,1.0030704521
biocide__etoh_12h__2,3.9186048208,1.2932910180000001
biocide__etoh_12h__3,4.3685541636,1.1453139152
biocide__gluald_12h__1,1.7491995538,0.4949959031
biocide__gluald_12h__2,1.9228212546,0.6320347947
biocide__gluald_12h__3,2.0846378208,0.4100507357
biocide__h2o2_12h__1,1.9806162746,0.8627950707
biocide__h2o2_12h__2,1.9064784252,0.4934181808
biocide__h2o2_12h__3,-0.1817911057,0.5151054503
biocide__2ppoh_12h__1,4.2181179879,1.0772428017
biocide__2ppoh_12h__2,4.5275422621,1.2000245065
biocide__2ppoh_12h__3,3.6149707158,1.2093959711
biocide__paa_12h__1,-0.4205508456,0.4160649323
biocide__paa_12h__2,0.2727583571,0.3769124739
biocide__paa_12h__3,-0.2235933125,0.2436166095
biocide__phe_12h__1,1.3445117203999999,0.7150172587
biocide__phe_12h__2,1.2089204807,0.18707333980000002
biocide__phe_12h__3,0.8653035534,0.6210418328
biocide__pvp-i_12h__1,-0.3613940858,0.288357274
biocide__pvp-i_12h__2,0.0111907355,0.3523633333
biocide__pvp-i_12h__3,-0.30557688180000003,0.38038589440000004
biocide__bleach_12h__1,-0.0906663032,0.10267237400000001
biocide__bleach_12h__2,-0.39596359470000003,0.40655981290000004
biocide__bleach_12h__3,-0.6578972942,0.5343131702
biocide__chx_12h__1,-0.4646457456,0.44635871250000003
biocide__chx_12h__2,0.5571958077,0.4962290714
biocide__chx_12h__3,0.5341838147,0.36972907390000004
biocide__bzcl_30m__1,3.511557269,0.5460470683
biocide__bzcl_30m__2,4.7273520516000005,0.8579209680000001
biocide__bzcl_30m__3,3.9480914539,0.8966910404
biocide__phe_30m__1,0.31445982640000003,-0.1099641445
biocide__phe_30m__2,3.7094184424,0.7073889545000001
biocide__phe_30m__3,1.2035532161,0.4376492979
biocide__pvp-i_30m__1,3.6250127181,1.330417818
biocide__pvp-i_30m__2,3.3559683958,1.1767067303
biocide__pvp-i_30m__3,3.4577373368,1.1305653774
biocide__ctrl_12h__1,1.1386313961,0.2188050326
biocide__ctrl_12h__2,1.0639909986,0.5486562070000001
biocide__ctrl_12h__3,1.9193048688,0.5543185971
biocide__ctrl_30m__1,0.45168835490000003,0.1884400692
biocide__ctrl_30m__2,-0.7611287897,-0.1867221873
biocide__ctrl_30m__3,0.3094404348,-0.0017178819
clpP__wt__1,0.2394643894,0.004458338300000001
clpP__wt_DPTA__1,-4.7514732822,0.3061044878
clpP__wt__2,-1.1692635079,-0.38180194630000003
clpP__wt_DPTA__2,-3.8647044853,0.2499634728
clpP__wt__3,0.9297991185000001,0.377343608
clpP__wt_DPTA__3,-5.359520358,0.5014370243
clpP__delclpP__1,-0.4302325661,0.0119288177
clpP__delclpP_DPTA__1,-3.9772688754,0.0315734718
clpP__delclpP__2,-0.5898517519,-0.041176533200000004
clpP__delclpP_DPTA__2,-4.6287604569,-0.3538652745
clpP__delclpP__3,0.1933900328,0.033565964000000004
clpP__delclpP_DPTA__3,-4.3671762919,-0.20565982500000002
colombos2__delydcR__1,0.3318696962,0.2893436061
colombos2__delydcR__2,0.9679253915,0.5825379843
colombos2__delydcR__3,2.0089415805,0.3113008839
colombos2__delyjiR__1,0.40635365500000004,0.2159130777
colombos2__delyjiR__2,0.7135642741,0.0015800703000000001
colombos2__delyjiR__3,-0.11135793940000001,0.6744941949000001
colombos2__wt__1,-0.5875160534,-0.179634959
colombos2__wt__2,0.015351488200000001,0.1952147128
colombos2__wt__3,0.5721645652,-0.0155797538
crp_k100__ar1_ar2__1,11.2254783006,2.7191671651
crp_k100__ar1_ar2__2,8.9204882795,1.8066656074
crp_k100__ar1_ar2__3,9.5236327128,3.0204019355
crp_k100__wt__1,0.7353054608,0.5752581135
crp_k100__wt__2,-0.1973674471,-0.304635772
crp_k100__wt__3,-0.5379380138000001,-0.27062234150000003
crp_k100__K100Q__1,-1.7430537815,-0.46639725600000004
crp_k100__K100Q__2,-0.387474115,-0.1474000863
crp_k100__K100R__1,-1.5291084155,-0.036769523400000004
crp_k100__K100R__2,4.0853280729,2.0900782089
crp_k100__K100R__3,1.8464057898,0.6488053299000001
csrA__wt_t00__1,0.1696918541,-0.1372006432
csrA__wt_t02_30__1,0.45545471340000004,-0.1968397239
csrA__wt_t05__1,1.8114653068000002,-1.0728660732
csrA__wt_t10__1,3.1720994309,-0.3823449115
csrA__wt_t15__1,3.5713307714,0.2577930183
csrA__delcsrA_t00__1,1.0755332839,0.7169932025
csrA__delcsrA_t02_30__1,0.38754565,-0.6722364682
csrA__delcsrA_t05__1,1.5065049621000002,-1.3305041067
csrA__delcsrA_t10__1,3.2185278307,-0.6574733865
csrA__delcsrA_t15__1,4.5944909984999995,0.1879924821
csrA__wt_t00__2,-0.1696918541,0.1372006432
csrA__wt_t02_30__2,0.0146635943,0.1838221978
csrA__wt_t05__2,1.3560733957,-0.6472181982
csrA__wt_t10__2,3.2999167599,-0.25924533040000003
csrA__wt_t15__2,4.2775299152,0.3970056294
csrA__delcsrA_t00__2,1.2794431792,0.4568151447
csrA__delcsrA_t02_30__2,0.5092155754000001,-0.9136022920000001
csrA__delcsrA_t05__2,2.042849696,-1.2799920476
csrA__delcsrA_t10__2,3.2476160008,-0.4781973076
csrA__delcsrA_t15__2,3.1372539978,-0.20191591520000002
cstr_pfr__str_0005m__1,0.0210624987,0.1957036916
cstr_pfr__str_0010m__1,-0.37447011960000004,0.0884592381
cstr_pfr__str_0025m__1,-0.0177397177,0.1467068792
cstr_pfr__str_0045m__1,-0.1621863656,0.15147505390000002
cstr_pfr__str_0075m__1,-0.5093258564,-0.0445970511
cstr_pfr__str_0120m__1,-0.2275604443,-0.0376781001
cstr_pfr__str_0210m__1,-0.4167459027,0.0044156397000000005
cstr_pfr__str_0330m__1,-1.0911118736,0.0093084336
cstr_pfr__str_1500m__1,-1.1860053084,0.0301873027
cstr_pfr__str_1560m__1,-0.4631208231,0.0843868685
cstr_pfr__str_1680m__1,-0.41384249830000003,0.0527102844
cstr_pfr__str_ref1__1,-0.0030605774000000002,0.0503002899
cstr_pfr__str_ref2__1,-0.1142971091,0.050213263300000005
cstr_pfr__str_ref3__1,-0.1851238207,0.15236062150000002
