,A,TrpR,TyrR
DDB2__PD-003_del-phoB_Fed-batch_21h__1,-3.117529032052236,0.5169322462943889,0.020657687392445997
DDB2__PD-003_del-phoB_Fed-batch_21h__2,-3.603456429986849,0.1920563377485225,-0.4259002759760975
DDB2__PD-004_del-qseB_Batch_6h__1,0.4711046274106148,0.3003233105941128,-0.05322937592593302
DDB2__PD-004_del-qseB_Fed-batch_6h__1,-4.395032271647043,0.1892466270128752,-0.055759861461274866
DDB2__PD-004_del-qseB_Fed-batch_6h__2,-4.244642394540408,-0.3172692613579873,0.1119550113724399
DDB2__PD-004_del-qseB_Fed-batch_15h__1,-3.1214735611479334,0.4352641814452421,-0.190540704671518
DDB2__PD-004_del-qseB_Fed-batch_15h__2,-3.4210895506631966,0.2847651912469402,-0.4160732543719448
DDB2__PD-004_del-qseC_Batch_6h__1,0.6487511992418666,0.18186073302169348,-0.00890373567284808
DDB2__PD-004_del-qseC_Batch_6h__2,0.1094264578022657,0.7070921494257476,-0.125830913092722
DDB2__PD-004_del-qseC_Fed-batch_6h__1,-5.086389589943502,0.4877250520862129,-0.22411094549353905
DDB2__PD-004_del-qseC_Fed-batch_6h__2,-3.133068015455309,0.4498144504106509,0.025971769061932548
DDB2__PD-004_del-qseC_Fed-batch_15h__1,-3.4435791132970253,0.15604181344145385,-0.3673933146488526
DDB2__PD-004_del-qseC_Fed-batch_15h__2,-3.605408705419576,0.10926895425397733,-0.3489037159650579
DDB2__PD-005_del-qseF_Batch_6h__1,0.1733326438263859,-0.04249196325651994,-0.4083040415957191
DDB2__PD-005_del-qseF_Batch_6h__2,0.7544684918051012,0.34829288759700283,-0.003039126694790007
DDB2__PD-003_del-qseF_Batch_6h__1,0.8192420764750082,-0.3169865663095717,-0.11005389216038264
DDB2__PD-003_del-qseF_Batch_6h__2,0.7312413662605535,0.12587893316196386,-0.07648170730395698
DDB2__PD-003_del-qseF_Fed-batch_6h__1,-2.6715256562947305,0.0988083593069966,-0.2975948747191275
DDB2__PD-003_del-qseF_Fed-batch_6h__2,-3.01666523673124,0.4705136891856174,-0.14963419487263696
DDB2__PD-005_del-qseF_Fed-batch_6h__1,-1.7158933792460465,0.7649900119551027,-0.14364952003323062
DDB2__PD-005_del-qseF_Fed-batch_6h__2,-2.2641165829359498,0.5994746592453346,-0.4239878451696173
DDB2__PD-005_del-qseF_Fed-batch_6h__3,-1.953970577826496,0.4698086205543648,-0.09459927946276814
DDB2__PD-005_del-qseF_Fed-batch_15h__1,-3.134286296016364,0.1300086137235823,-0.3758740953694311
DDB2__PD-005_del-qseF_Fed-batch_15h__2,-3.817393998719068,0.5397199063865541,-0.5536587443551717
DDB2__PD-003_del-qseF_Fed-batch_21h__1,-2.713034994658792,0.5266484308971009,-0.049896635275651136
DDB2__PD-003_del-qseF_Fed-batch_21h__2,-3.2942271777748875,0.295763054717094,0.04527620523770093
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,0.6845599384901572,0.6406561246892046,-0.13541035191311845
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,-0.0498539047333812,0.08337542175519896,-0.15197248107887784
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,-0.5850289026685991,-0.4209825579127182,-0.2351658493037565
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,-3.568944673956216,0.13712045011748675,-0.1963633454359197
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,-3.1357794434991337,0.34652273002942824,-0.16148299062828195
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,-3.681407939647097,-0.16101146295227942,-0.16545422679849509
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,-3.620665085214157,0.033887540422887774,-0.2495945890385176
DDB3__PD-009_del-arcA_Batch_6h__1,1.4141425235876084,-0.20027819680158654,-0.27152120963970994
DDB3__PD-009_del-arcA_Batch_6h__2,0.4472773282553002,0.08318929806284814,-0.3124867401440321
DDB3__PD-009_del-arcA_Fed-batch_6h__1,-2.171598027848853,0.3925001236083139,-0.4238233492415473
DDB3__PD-009_del-arcA_Fed-batch_6h__2,-3.211440934783909,0.2390242223142396,-0.604551204206822
DDB3__PD-009_del-arcA_Fed-batch_15h__1,-3.5943837220926884,0.21842226543267707,-0.23516533690828198
DDB3__PD-009_del-arcA_Fed-batch_15h__2,-3.640012308398745,0.4223420509497053,-0.2673068607350961
DDB3__PD-006_del-baeR_Batch_12h__1,1.2428429420003009,1.0769867940882527,-0.1611428634113743
DDB3__PD-006_del-baeR_Batch_12h__2,0.187201303829789,0.8171388014409491,-0.2564400760928942
DDB3__PD-009_del-baeR_Batch_12h__1,0.7740830763091746,1.1192741219585065,-0.060206166971383375
DDB3__PD-009_del-baeR_Batch_12h__2,0.1321325580750126,0.7401309883992121,-0.1082229536301922
DDB3__PD-006_del-baeR_Fed-batch_12h__1,-3.365214725986976,0.15208543996404078,-0.15990898839511036
DDB3__PD-006_del-baeR_Fed-batch_12h__2,-3.0868100350291483,-0.2882863884849796,-0.11311558167497272
DDB3__PD-009_del-baeR_Fed-batch_12h__1,-2.6904783543763635,0.5054452018204758,-0.286495641357007
DDB3__PD-009_del-baeR_Fed-batch_12h__2,-1.9084817981547328,1.0119490815344525,-0.5613450296036371
DDB3__PD-009_del-baeR_Fed-batch_18h__1,-2.257061339484829,1.0362497446526495,-0.1360725961841025
DDB3__PD-006_del-lsrB_Batch_6h__1,1.2921289502986346,0.3533760735192182,-0.02404695116551281
DDB3__PD-006_del-lsrB_Batch_6h__2,1.5450771461598327,0.061931330592802425,-0.2262827183608973
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,-3.837606019096156,0.5128579523911929,-0.4155189905133163
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,-3.422959570354455,0.2849199967493661,-0.35534587674647705
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,-3.364809834771762,0.3401075506646283,-0.21101499671970106
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,-3.5575545240123545,0.0688741403429054,-0.2239993611770501
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,-3.7315568576484126,0.4318879667870723,-0.33561962308711024
DDB3__PD-009_del-lsrK_Batch_6h__1,1.3819640037645635,-0.4603753471902037,-0.3139798577351369
DDB3__PD-009_del-lsrK_Batch_6h__2,1.1538714949549886,0.4954581239465625,0.020231467747009013
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,-2.936029947443753,0.6543490478883625,-0.0676250282034081
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,-2.158824902399453,0.3999789549765804,-0.3295574226620843
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,-3.7950723246338978,0.35234425884834764,-0.4417347898778568
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,-4.017003452860821,0.7210682430045505,-0.1959072506694932
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,-4.09284548477278,0.481966935949929,-0.28072162669984196
DDB3__PD-006_del-lsrR_Batch_6h__1,0.697952637300819,-0.18884364223359995,-0.3001691418276167
DDB3__PD-006_del-lsrR_Batch_6h__2,1.0596858160113398,-0.2518824972934208,-0.3050639561147177
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,-2.9171076998882364,0.4107449316291518,-0.2400925189121379
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,-2.588200013979341,0.5406333626571929,-0.19804165146193764
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,-3.647068599197402,0.7346440687156379,-0.03433420109599794
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,-4.033099627587951,0.6985286047522532,-0.45658388602551
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,-3.917144962780305,0.3608750048626472,-0.5206040059125217
DDB3__PD-009_del-luxS_Batch_6h__1,0.6111572784817331,-0.0002776101389878605,-0.20791785491133646
DDB3__PD-009_del-luxS_Batch_6h__2,1.0329324233562824,-0.2333092807178305,-0.29151501231135496
DDB3__PD-009_del-luxS_Fed-batch_6h__1,-2.35038756171146,0.6864168365690811,-0.1900057639361652
DDB3__PD-009_del-luxS_Fed-batch_6h__2,-2.320355883205434,0.8469812486599873,-0.15391362786086216
DDB3__PD-009_del-luxS_Fed-batch_15h__1,-3.204377779436941,0.5048423082186675,-0.4236747841875408
DDB3__PD-009_del-luxS_Fed-batch_15h__2,-2.9912039358705163,0.3153702675511525,-0.3936295357593265
DDB3__PD-006_del-rpoS_Batch_9h__1,-1.2066462972443706,0.4616667679181861,-0.2087278343296397
DDB3__PD-006_del-rpoS_Batch_9h__2,-1.152642207820438,0.12355806360923792,-0.34589201089942107
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,-4.43208279221244,0.5574943449046836,-0.3975354530574773
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,-4.9296223463104925,0.5385346670877924,-0.4512123968061221
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,-4.734098250375525,0.5558748952977526,-0.5515031987114121
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,-4.125631231470966,0.13899964815114352,-0.4516681599459016
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,-5.5986287752537525,0.24324375416733626,-0.6666467970348711
DDB3__PD-009_del-tnaA_Batch_6h__1,1.886720003681636,-0.08386850147568747,-0.34827373515742543
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,-1.558997124289921,0.662266320593754,-0.1684429665255225
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,-3.6003902161943766,0.2579945119963334,-0.13517399319722312
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,-3.4871397230521133,0.4792813572495902,-0.1643056852475704
