,A,LldR,ArcA
SRX3648455,0.4653970955,0.1403541054,-0.7081142331
SRX3648456,0.8012259515,0.6124625406,-0.6930128134
SRX3648457,-0.9589241365000001,0.4471968978,-0.0883783216
SRX3648458,-1.1664768223,0.1171483339,-0.099391956
SRX3648459,-1.0130392944,-0.4065750299,-0.6044773846
SRX3648460,1.5130041452,0.10141470600000001,0.1316656856
SRX3648461,0.6518046429000001,-0.1682399061,-0.3193606792
SRX3648462,0.4638152216,-0.5167383299,-0.6585030624
SRX3648463,0.2236077656,0.7004218471,0.1392440415
SRX3648464,-0.0415772509,-0.09796930840000001,-0.0994532634
SRX3648465,-0.4205941805,-0.3926590313,-0.480013075
SRX3648466,0.3194458919,0.6069452094000001,0.1603490528
SRX3648467,0.0182601357,-0.0486031712,0.1481114442
SRX3648468,-0.5240518975,-1.016704067,-0.2173357595
SRX3648469,4.0052698052,2.6433235224000002,-1.7811438781
SRX3648470,3.4359598878,2.3795125492,-2.1307990097
SRX3648471,2.5924086328,1.7616475055,-2.1228927186
SRX3648472,3.0476526,1.810687057,-2.2152411398
SRX3648473,2.2390904462,1.5877876359,-1.7852927123
SRX3648475,1.2324295736,-0.058233325100000004,0.0597515543
SRX3648476,1.4285022748,-0.050944267800000005,-0.43789696110000004
SRX3648477,1.1340494262,-0.7591295714,-0.8230746571
SRX3648478,-1.0233456807,0.5465021456,-0.12524527800000002
SRX3648479,-1.0826186345,0.4292501601,0.0012504047000000001
SRX3648480,-1.3470724534,0.25202898490000003,-0.38562192500000003
SRX3648481,1.119298133,0.5588087139,-0.30334683100000004
SRX3648482,1.7823590105,0.1071894236,-0.3516716362
SRX3648483,2.3269869286000002,0.0513285323,-0.6353873038
SRX1429221,0.5140948247,0.0229605673,-0.0732650834
SRX1429222,-0.18227233880000002,-0.1433250612,0.1451301475
SRX1429223,-0.3318224859,0.12036449390000001,-0.0718650641
SRX1429224,0.7068330389,0.1542871009,0.1429632599
SRX1429225,1.2174260783,0.0174160617,-0.0811107971
SRX1429226,1.2278512194,0.052472962000000005,-0.0296220658
SRX1429227,1.4377603547,0.26097589390000003,0.0344344757
SRX1429228,0.7338691546,-0.07379807940000001,0.11639725370000001
SRX1429229,1.2927305882,-0.2195515352,-0.0099816008
SRX1429230,0.2903288672,-0.1550772202,0.027381407000000003
SRX1429231,-0.9337418383,-0.3848861709,-0.0021052977
SRX1429232,0.1541851693,-0.2010534303,0.007675045100000001
SRX1429233,-1.1862927414,-0.7620408558,-0.0219615704
SRX1429234,-1.4508817498,-0.6961615384000001,-0.0384265959
SRX1429235,-0.7633505912,-0.5676935121000001,0.0027122553
SRX1429236,-1.2707938344,-0.5564980042000001,0.0488622045
SRX1429237,-2.1132397389,-1.1490330235,-0.0521707852
SRX1429238,-2.0272120606,-1.0152105073,0.0536458234
SRX1429239,-2.0190327541,-1.1242807891,0.2102355732
SRX1429240,-2.5807797336,-1.389550566,0.0696474088
SRX1429241,-1.803203827,-0.9896708645000001,0.27220808020000004
SRX1429242,-3.8205260691,-1.7901300574999999,-0.0391154083
SRX1429243,-2.4971033041,-1.2970383883,0.1597704819
SRX1429244,-2.9240331557,-1.4624385626,0.0795000183
ERX2339161,-0.3619247447,-0.1507755862,-0.1884936433
ERX2339162,0.3619247447,0.1507755862,0.1884936433
ERX2339163,0.15230149780000002,0.9688360177,-1.7190140109
ERX2339164,-0.486267426,0.7462460536000001,-1.2072022831
ERX2339165,3.2716995724,0.9676734831,-0.6177819627000001
ERX2339166,4.5340460224,1.5983620416000002,0.26971364000000003
ERX2339167,3.8020630357,1.5839099356,-0.22090745590000002
ERX2339168,1.0134590275,0.23770205760000002,0.3425865314
ERX2339169,0.8079716266,0.13451117710000002,0.5901344861
ERX2339170,0.0264669444,1.0312824159,-1.6983132169
ERX2339171,-0.12590469240000002,0.6419747103,-1.3588102909
SRX7656012,0.23949313460000002,0.39190487420000003,0.23653916330000002
SRX7656013,-0.011669267700000001,-0.09799180240000001,0.085487013
SRX7656014,1.166968129,0.7252767734000001,0.41686511940000004
SRX7656015,1.0155796942,0.4302488145,1.0194685422
SRX7656016,-0.3002387328,0.12120638190000001,0.4204358036
SRX7656017,-0.8739036694000001,-0.2589083807,0.4085579958
SRX7656018,-0.6805378811,0.1717941066,0.27011051210000003
SRX7656019,1.3095059696,0.5473732156000001,0.8941414236
SRX7656020,-0.6375888976,0.0841605499,0.0156877098
SRX7656021,0.2635225536,0.34521560490000003,0.5051920776000001
SRX7656022,0.4231909119,0.3638520313,0.5877604111
SRX7656023,0.1570197783,0.2154374139,0.30915803750000004
SRX7656024,2.4860670018,1.1833452761,0.9327927276
SRX7656025,2.0114915738,1.2184814733,0.4536204331
SRX7656026,2.4817221254,1.2900044251,0.5602036195
SRX7656027,0.9049904285,0.4318425677,0.0909256163
SRX7656028,0.7906292669,0.5854452526,0.0884640688
SRX7656029,1.0984263081,0.2891499339,0.1923271449
SRX7656030,0.8011658765,0.3188844429,0.48588744580000004
SRX7656031,0.5636246925,0.3103693305,0.27600203360000003
SRX7656032,1.3599358039,0.3864150227,0.21350687470000002
SRX7656033,0.42324443440000004,-0.0377889241,0.1951776101
SRX7656034,1.0549856127,0.6768590077000001,0.199062456
SRX7656035,1.0999393773,0.4935269309,0.4182409442
SRX7656036,0.6774452711000001,0.4975156988,0.22426504860000002
SRX7656037,1.0488572452,0.5077498158,0.1504918488
SRX7656038,1.0686806743,0.5187791155,0.2183913043
SRX7656039,0.206600329,-0.2254724992,-0.0092459692
SRX7656040,0.0911618185,0.06770626290000001,0.116360898
SRX7656041,-0.2977621475,0.1577662363,-0.1071149289
SRX7656042,-1.3201243426,-1.1589475743,-0.039059609200000005
SRX7656043,-1.9816953228,-1.9119120151,-0.054930333500000005
SRX7656044,-0.2320817459,-0.9051214022,0.21852969390000002
SRX7656045,-2.1073292766,-2.137438327,-0.1943326615
SRX7656046,-0.9814463637,-1.5870981554,-0.0943830518
SRX7656047,-0.9952532433000001,-0.8673996772,-0.2434598614
SRX7656048,-1.8223911003,-2.0285995382,-0.2931934637
SRX7656049,-0.9430737069,-1.0797688508,-0.212712759
SRX7656050,-0.7989811759000001,-0.1401243026,0.1472130576
SRX7656051,-0.1789540061,-0.8127256795000001,-0.23707851400000002
SRX7656052,-1.825153118,-2.1192568973,-0.2859039242
SRX7656053,-0.6711259316,-0.8372922887,-0.337610083
SRX7656054,2.0062551175,0.9720150649,0.4890997312
SRX7656055,1.0378889475,0.6463286727,0.5009889858000001
SRX7656056,1.2700690385,0.820164886,0.5543321488
SRX7656057,2.0386537121,0.8582250373,0.6101591093000001
SRX7656058,2.3584062051,1.0873017658,0.4789740021
SRX7656059,1.5060710403000002,0.5518882556,0.5165466381
SRX7656060,1.4460436523,0.6266497588000001,0.4417161377
SRX7656061,1.4336832293000001,0.6815778927,0.4526815122
SRX7656062,2.3343520423,1.0166001352,0.5544041639
SRX7656063,3.1273383916,1.728994737,-0.0884834688
SRX7656064,3.3975608108,1.6202228094,-0.0741714435
SRX7656065,3.3548672288,1.8702877245,0.0417403135
SRX7656066,2.2630103625,1.1627943389,1.2348558833
SRX7656067,2.6035443651,0.8568534902,1.1375740396
SRX7656068,2.6967967443000003,0.9674009053,1.0816160664
SRX7656069,2.4992585791,0.9926069942,1.0179338555
SRX7656070,2.2810847954,0.9232273645,0.9822375756
SRX7656071,1.9420959653,1.2615990975,0.8685840559
SRX7656072,2.8090603397000002,1.0900984492,1.0186291381
SRX7656073,3.2349221575,1.1295521848,0.9619419754
SRX7656074,2.3334777087,1.1673699881,0.9689489259
SRX7656075,2.4162360561,0.9531147013000001,-0.5507169554
SRX7656076,1.9687783126,0.8647689689,-0.5128883775
SRX7656077,2.1116239807,1.1500036643,-0.5507199287
SRX7656078,0.5166342305,-0.23094199780000002,-0.0017372771
SRX7656079,-0.16742620300000002,0.1165640617,-0.2253891458
SRX7656080,-0.41878701500000004,0.0671720063,-0.2253094873
SRX7656081,-0.5832959333000001,-0.8628440611,-0.1950844514
SRX7656082,-0.9942178730000001,-0.2767415033,-0.38321609770000004
SRX7656083,0.4506391434,-0.0060528108,-0.3281746144
SRX7656084,-0.3113772829,-0.3963459803,-0.2075052722
SRX7656085,-0.17797841250000002,-0.1440083694,-0.2980292464
SRX7656086,0.1906703999,0.0186421362,-0.20525045360000002
SRX7656087,0.391283331,-0.2604095342,-0.3935014968
SRX7656088,0.1895545344,-0.0115319001,-0.2939316055
SRX7656089,-0.7476872645,-0.9325941517,-0.3581052254
SRX7656090,0.8528333844,-0.08822443420000001,0.0595775361
SRX7656091,0.5583769388000001,0.41498715820000004,0.0305288252
SRX7656092,0.2901731596,0.101402685,0.009163633400000001
SRX7656093,1.0702924614,0.36211059500000004,-0.045989096300000004
SRX7656094,1.3155413127,0.6793461856,-0.0767669512
SRX7656095,1.0264718536,0.4237876413,-0.0643436574
SRX7656096,1.1424122163,0.5876988825,0.2997862374
SRX7656097,0.9493166123000001,0.4638132236,0.2287315863
SRX7656098,1.3546340862,0.6324484324,0.3750959031
SRX7656099,3.1684310616999998,1.5813220676,0.1323316051
SRX7656100,2.912704171,1.6084266114,0.11663640500000001
SRX7656101,3.2988218314,1.617568734,-0.0232740238
SRX7656102,0.2381606007,0.16603324960000002,0.223540442
SRX7656103,0.3214347926,0.4020376429,0.2613960658
SRX7656104,0.37329877580000004,0.37039187960000003,0.27626287850000003
SRX7656105,3.2992082122,1.3803041884,0.049997639100000005
SRX7656106,3.1192122275,1.5943154757,0.0722391331
SRX7656107,3.1605565241,1.4075661697,-0.14921615200000002
SRX7656108,-0.2393349833,0.1362702518,-0.0294394678
SRX7656109,-0.2421931636,0.6086117342,0.2672901672
SRX7656110,-0.11552053970000001,0.8589219492,-0.0787248516
SRX7656111,0.8107281569,0.5693451820000001,0.44423051760000004
SRX7656112,0.8795169286000001,0.5520085366,0.3099130599
SRX7656113,0.2544085742,0.9374251549,-0.0743932271
SRX7656114,-0.1865045481,0.0783850398,-0.23124170230000002
SRX7656115,0.2605621547,0.5509160470000001,0.0582030097
SRX7656116,0.7333087549,0.85502313,-0.3375194963
SRX7656117,1.7530736995,1.5634514343,-0.0309933135
SRX7656118,2.4549681152,1.7891363666000002,-0.2579601595
SRX7656119,1.5764212093,1.5516324973,-0.3064693972
SRX7656120,1.7138362167999999,0.19852165,0.36746614920000004
SRX7656121,0.9329609824,0.5120886086,0.2961635037
SRX7656122,0.2798124828,-0.1203030563,0.2408168843
SRX7656123,0.36091301600000003,0.2579340872,0.0039371689
SRX7656124,0.2608210211,0.0770394566,0.0616059978
SRX7656125,-0.0476708226,-0.12282144660000001,0.148656964
SRX7656126,1.1006404911,0.4630941221,0.4149453925
SRX7656127,0.9991015889,0.1888878776,0.2256326432
SRX7656128,1.4225863096,0.6153865346,0.092761073
SRX7656129,2.4642420288,1.4151024403,-0.21925000730000002
SRX7656130,2.5668466562,1.8098353158,-0.1713432605
SRX7656131,2.3596861078,1.1688470452,-0.1275550754
SRX7656132,2.6499927869,1.5876352149000001,-0.1188444966
SRX7656133,2.7093061377,1.5217138274000002,-0.1361487248
SRX7656134,2.2312565824,1.4450616184,-0.11329185450000001
SRX7656135,-0.8991784516,-0.6005956427,-0.3721373451
SRX7656136,-1.335342575,-0.0789927953,-0.37419648920000004
SRX7656137,-1.3939110172,-0.6720093032000001,-0.4224466892
SRX7656138,-1.3568361916,-1.1041712086,-0.29863394050000003
SRX7656139,-2.0030204927,-1.2439770808,-0.3570339716
SRX7656140,-1.3686083593,-0.7890651718,-0.38204602730000004
SRX7656141,-0.1617035812,-0.9563238754000001,-0.3324084704
SRX7656142,-0.9997049352,-0.826236111,-0.38286241060000004
SRX7656143,-0.0100118017,-0.3477460403,-0.26085353170000003
SRX7656144,2.7697711117,1.4965015884000001,-0.2339598869
SRX7656145,2.6274389136,1.4007661708999999,-0.2886403155
SRX7656146,2.094385889,1.361140054,-0.1376267776
SRX5388319,0.9005098304,0.3749828036,-0.21440200510000001
SRX5388320,0.457955524,0.2838342431,-0.1576300118
SRX5388321,-1.3584653544,-0.6588170467000001,0.37203201690000004
SRX5388322,-3.7424597061,-2.2150793677,-0.1497389388
SRX5388323,-4.1528275524,-2.3421463599,-0.0369705902
SRX5388324,-4.7254416012,-2.5760414167,0.7431410647000001
SRX5388325,-3.9966245128,-2.3538807316,-0.2876900969
SRX5388326,-4.9849747151,-2.2884002736999998,0.2433380028
SRX5388327,-4.972875207,-2.4557187625,0.8701147989
SRX8708326,-5.2221820876,-2.6004178724,0.21438425600000002
SRX8708328,-3.9971164432,-2.286523562,-0.30035051360000004
SRX8708335,2.9115948507000002,1.7510724487,-0.140268331
SRX8708336,0.6291343465,0.2586351941,0.2020150476
SRX8708337,0.45638724610000003,0.27681591910000003,0.238603797
SRX8708338,0.3726427706,0.8159751594,-0.6188908344
SRX8708339,0.8055824991,0.9209865678,-0.5476349758
SRX8708340,0.2443707259,0.5464954118,-0.5547466482
SRX8708365,-0.1945215578,0.673298991,0.39890568
SRX8708366,-0.043608587500000004,0.8541594168000001,0.4232890375
SRX8708368,-0.3004830432,0.6404693123,0.4018782829
SRX8708369,1.4699872838,1.0620170738,0.039621208500000005
SRX8708370,5.075363721,3.3589034227,0.2716691263
SRX8708371,0.5250033951,0.3528689143,0.0246632748
SRX4166001,0.3887449726,0.41975029960000004,0.0448693536
SRX4166002,-0.15526797250000002,-0.47994149880000003,0.0930905695
SRX4166003,-0.2334770001,0.0601911992,-0.1379599231
SRX4166004,-0.5230265619,-0.0174391651,-0.5457864885
SRX4166005,-0.6936881988,-0.2401984436,-0.4753633935
SRX4166006,0.0357942282,0.2176419273,-0.19267576560000002
SRX4166007,0.8234733186000001,1.4053202791000001,0.2041435115
SRX4166008,-0.9070746183,-0.3428159583,0.27431298800000004
SRX4166009,-0.7282099573,-0.1636125169,0.22746084330000002
SRX4166010,0.9619751721,0.807627716,-0.4405345269
SRX4166011,4.4258204223,2.6440300256000002,-0.2830870253
SRX4166012,3.3866763025,2.2402864184,-0.3873081933
SRX5000481,-0.0049874107,0.18376345330000002,0.1620239536
SRX5000482,0.3814925666,0.06270299600000001,0.12471851810000001
SRX5000483,0.5243917313,0.2415432489,1.3063350111
SRX5000484,-0.0524309628,0.0648083126,1.0700722438
SRX5000485,-0.1484095444,0.1608942818,1.3110525301
SRX5000486,0.24370532420000002,0.38442574690000003,1.4065528255
SRX5000487,-0.7888957050000001,-0.0518079898,0.7048026657
SRX5000488,-0.5244091038,-0.0078564476,0.4601408712
SRX5000489,-0.26261344810000004,0.17217258300000002,0.9813567482000001
SRX5000490,0.0525015064,0.3874903273,1.0470302386
SRX5000491,-0.5811598385,-0.0816753281,0.563147705
SRX5000492,2.9690007833000003,1.0549093767,2.2553511942
SRX5000493,1.4797984996,0.7455884865,1.453166348
SRX5000494,1.8748226167,0.9714014295000001,1.5121257571
SRX5000495,3.4030168553,1.3728849213,2.2442103555
SRX5000496,3.4146372942,1.1473163585,2.289547288
SRX5000497,0.09962792990000001,0.148561575,0.07823853530000001
SRX5000498,0.1158278892,0.040099924700000004,-0.0595165218
SRX5000499,2.2395576862,1.024150567,1.4546496266
SRX5000500,-0.2154558191,-0.1886614997,-0.018722013500000002
SRX5000501,-0.6369011347,-0.2445727215,0.9007452943
SRX5000502,-1.3480216682,-0.0887146679,0.7772417636000001
SRX5000503,-0.5302980039,-0.0137922943,0.8209610593000001
SRX5000504,0.255492086,0.0955373167,0.6236913775
SRX5000505,0.1290162013,0.2899547303,0.6223916111000001
SRX5000506,0.17282193310000002,0.25205887650000003,0.5376040695000001
SRX5000507,-0.3135236101,0.4031502753,0.6762737721000001
SRX5000508,-0.28337486630000003,0.0568880695,0.201879105
SRX5000509,-0.0627076662,0.0102700447,0.45632683420000003
SRX5000510,-0.512206567,0.035670836000000004,0.44274077380000004
SRX5000511,-0.3194456611,-0.0965212175,0.5074049783
SRX5000512,-0.7865817941000001,-0.26000309850000003,0.2066540851
SRX5000513,-0.7934452145,-0.4431455123,0.321622073
SRX5000514,-1.0164920113,-0.18353606620000001,0.7557021915000001
SRX5000515,-0.6381363098,-0.0912133863,0.9368418241
SRX5000516,-0.7281063163,-0.1829299385,0.8506512747
SRX4124772,3.0220533865,2.165734539,-0.8681587916
SRX4124773,0.4917472311,0.3751207744,-0.7394498977
SRX4124774,-0.7444363676,-0.4445057744,0.036210261300000005
SRX4124775,0.7444363676,0.4445057744,-0.036210261300000005
SRX5323946,0.09135291920000001,0.0694493538,-0.0387355869
SRX5323947,-0.09135291920000001,-0.0694493538,0.0387355869
SRX5323948,-0.1982636657,0.3995172916,0.5055877661
SRX5323949,-0.2429703147,0.2968219366,0.5518146645
SRX5323950,-0.49540128370000003,0.0797700315,0.1582199441
SRX5323951,-0.48500860370000004,-0.1939655314,0.0067155102
SRX5323952,-0.6255292966,-0.41193872140000004,-0.20791819690000002
SRX5323953,-1.0174883218,-0.8145664548,-0.19365682850000002
SRX5323954,-1.5236162653,-0.8403784615000001,-0.082813973
SRX5323955,-2.0766652062,-1.3746902461000001,-0.12364642190000001
DRX093856,0.269841166,-0.0817441773,0.0917961189
DRX093857,-4.1052432072,-1.2314576194,0.43684676520000004
DRX093858,-5.3019043728,-1.3596340176,0.522254579
DRX093859,-4.9323962338000005,-1.2764766684,0.5563993884
DRX093860,-7.9591079773,-3.4251911141,-0.1029413869
DRX093861,-0.1381274578,0.0299191616,-0.1427980245
DRX093862,-4.9926073975000005,-1.2035747754,0.3677988023
DRX093863,-5.6051220363,-1.220099251,0.2865146461
DRX093864,-5.3070991447,-1.5067257323,0.8909108266
DRX093865,-7.716970374,-3.3480258011,-0.1946073646
DRX093866,-0.1317137083,0.051825015700000004,0.0510019056
DRX093867,-5.0707024105,-1.3592567025,0.3482362634
DRX093868,-5.6867320759,-1.0495807366,0.08828627160000001
DRX093869,-3.5620984903,-0.5391862592000001,0.467396951
DRX093870,-7.2854791225,-3.2477006974,-0.11413830750000001
SRX6366242,0.5298845326,0.4077600341,-0.1525709423
SRX6366243,0.5534767414,-0.11447260960000001,-0.2339680777
SRX6366244,-2.8325907936,-1.3361271364,-1.9321320885
SRX6366245,1.2678618112,0.3298488432,0.1425099832
SRX6366246,0.7303109367,0.2676782937,0.0276660196
SRX6366247,-3.0403826859,-1.9000675445000001,-1.7251881255
SRX6366248,-0.1181016049,0.07557934670000001,-0.2232967539
SRX6366249,-0.1662295734,-0.0318723776,-0.3382124423
SRX6366250,0.3006659169,0.1084729033,-0.1024671756
SRX6366251,0.9295599573000001,0.2375079118,-0.2333492755
SRX6366252,0.2267405059,0.1013000352,-0.0869106188
SRX6366253,-0.2267405059,-0.1013000352,0.0869106188
SRX254739,-3.5682344299,-1.7750759365,-0.9591483862
SRX254740,-2.9264918537,-1.4497840106,-0.9069556407
SRX254741,-3.1912688057,-1.3565354645,-0.9805255295
SRX254742,-2.8395987138,-1.3785430769,-0.9351694974
SRX254743,-2.8236102378,-1.3704217135,-0.9049785276000001
SRX254744,-2.7993812467,-1.4230455061,-0.9910953517000001
SRX254745,-2.7577913882000002,-1.885533742,-0.847915772
SRX254746,-3.3504948150000002,-2.508958121,-1.0447402794
SRX254747,-3.3862154695,-2.7073998770000003,-0.8083185378000001
SRX254748,1.9622043603,0.7071522074000001,-0.251267234
SRX254749,1.2356177128,0.0454150835,-0.5238376862
SRX254750,0.9515642133000001,-0.1847266904,-0.6034573715
SRX254751,0.4770918635,0.0268893499,-0.3508205254
SRX254752,0.48621632070000004,-0.1274861079,-0.25833767490000004
SRX254753,1.0034445212,-0.0052270882000000005,-0.2510583381
SRX254754,-3.8944441319000003,-2.248092312,0.6010919005
SRX254755,-3.3942377201,-2.6341339692,0.3757489328
SRX254756,-4.5151255248,-2.2735379033,0.46132468460000003
SRX254757,-1.5157280829,-1.5941362999000002,-1.0414098383
SRX254758,-0.8016931598,-1.0849966478,-0.9159551937
SRX254759,-2.2102637755,-1.3391843119,-0.9083989386
SRX254760,2.7601895452000003,0.645175622,-0.1170991074
SRX254761,2.1717093673,0.5797784106,-0.39377184200000004
SRX254762,2.4370836453,0.5966947818,-0.2477501017
SRX254763,-1.5243425239000001,-1.2105202744,0.32667003380000004
SRX254764,-2.736516228,-1.2699550469,0.12583580960000001
SRX254765,-3.5421125553,-1.5916656079,0.1471643461
SRX254766,-0.8212716710000001,-1.5221172743,-1.0362206284
SRX254767,-3.144156833,-1.5717225302,-0.6122604305
SRX254768,-3.4768784606,-2.2419710414,-0.8550408235
SRX254772,-1.0627293212,-1.3591584442,0.6630495898000001
SRX254773,-2.3883722156,-0.9902499472,1.0630222116999999
SRX254774,-1.737486423,-2.0010305164,0.9014951861
SRX254775,1.6715787914,0.440076095,0.0964044275
SRX254776,1.9034150688,-0.27056049190000003,0.17957707620000002
SRX254777,2.2103337004,1.2728521123,-0.1063888255
SRX254778,-1.2052220301,-0.1710465054,0.6193695864000001
SRX254779,-1.2444155883,-0.9720926925000001,0.6065092066000001
SRX254780,-0.9168860282,-0.4271722751,0.9798709129000001
SRX254781,-0.1785935968,0.445092282,0.8557101366000001
SRX254782,-1.2822096619,0.04349604,1.1863850382
SRX254783,0.6324207093,0.9969956839,0.5824803033
SRX254784,1.5231183191,1.0662432187,-0.3142659602
SRX254785,0.4450428936,0.8080428959,0.0337538764
SRX254786,0.5172007406,0.5335730099,-0.0101341902
SRX7136401,-0.6461554237,-0.4270257827,-0.288400054
SRX7136403,-0.6263093305,-0.2972531525,0.2116526986
SRX7136405,0.4155604048,0.2054270793,0.4593202712
SRX7136407,1.0999111159,1.1752746471,0.1422261995
SRX7136409,-0.051896337300000005,-0.0946080228,0.5915402557
SRX7136411,1.2724647543,0.7242789352,0.07674735540000001
SRX3754949,0.2207850365,-0.0793884442,0.0615930873
SRX3754950,0.1352801216,-0.1589570404,0.0329385384
SRX3754951,-0.35606515800000005,0.23834548460000002,-0.0945316257
SRX3754952,0.2579341379,-0.2222726605,0.2010524682
SRX3754953,0.15763593180000002,-0.2509926351,0.1186669462
SRX3754954,-0.5850611612000001,0.14676246780000002,-0.0141325402
SRX3754955,-1.3482142434,0.0670368194,-1.4564848430000001
SRX3754956,-1.413591134,-0.0615976634,-1.6013969880999999
SRX3754957,-1.4334407559,0.0661261764,-1.553788613
SRX3754966,0.7578234014,0.1889685418,-0.040139883200000004
SRX3754967,0.6388184753,0.0326540647,-0.034554307400000005
SRX3754969,0.730968767,0.2926660414,-0.0101406957
SRX1424798,-0.0500761944,-0.030444248200000003,0.06144421
SRX1424799,0.0500761944,0.030444248200000003,-0.06144421
SRX1424800,0.14246328600000002,0.34239045690000003,0.19347264390000002
SRX1424801,-0.2471748347,-0.1245836193,0.0563999518
SRX1424802,-0.44750984450000003,0.42723254450000003,0.6973582141
SRX1424803,-0.3545635962,0.5271365202,0.8590970490000001
SRX1424804,-1.6291398651,0.7313913599,-0.5461354771
SRX1424805,-1.3663066244,1.1427008284,-0.7401518561
SRX1424806,1.0306077723,0.4139844896,1.2522616008
SRX1424807,0.18258285400000002,-0.0165388388,1.1799221578
SRX1424808,0.5962333346,0.004654407,-0.2583467527
SRX1424809,0.7511783523000001,-0.0616208278,-0.2709250874
SRX1424816,0.45941828440000004,0.1223416679,-0.44889419210000003
SRX1424817,1.5371532860000001,0.7367170672000001,-0.2810780755
SRX1424818,1.5914565174000002,-0.2032372966,-3.019829697
SRX1424819,1.02737945,-0.5081957719,-2.6323871114
SRX1424824,1.6363460034,0.469043761,-1.7908955562000002
SRX1424825,1.1878391593,0.2607478999,-1.6025699759
SRX1424826,-0.3477762461,0.18961935060000001,-1.9418032751
SRX1424827,-0.1698200732,-0.0032675091,-1.9856962374
SRX1424828,0.6773132634,-0.33826430630000004,-2.3669895668
SRX1424829,1.1187024317,-0.028861196300000003,-2.3710449179
SRX1424830,1.2958913459999999,-0.1018687951,-2.6855156997
SRX1424831,1.914215596,0.2342687683,-2.6965056526
SRX1424834,1.9650612601000002,0.8885677822,-0.0961931421
SRX1424835,2.2335497442,1.2098069481,-0.07376151930000001
SRX1424840,1.0314847286,0.23009304830000002,-1.0278026086
SRX1424841,0.9823267468,-0.022362815,-0.6743482373
SRX1424842,1.8749595277000002,0.1086156533,-1.7238647785999999
SRX1424843,1.0625660677,-0.3722252689,-1.8713873546
SRX1424844,3.1225047702,1.4111452826,-1.5251290974
SRX1424845,2.9003077877,1.2383762313,-1.4189196877
SRX1424846,2.3083048393,0.7651114679000001,-2.0082628339
SRX1424847,2.8681022333,1.4096490644,-1.7747494978
SRX5060277,2.5399063423,1.5373939354,0.5521880466
SRX5060279,2.5756136209,0.9421702085,0.5492686969
SRX5060281,-2.5399063423,-1.5373939354,-0.5521880466
SRX5060283,3.3502839267,1.3213321944,0.690038118
SRX5936089,0.0035663342,-0.08698489200000001,0.0215765713
SRX5936090,0.2553729652,0.08859030720000001,0.0549445758
SRX5936091,-0.3707440097,-0.2193751066,0.0584711486
SRX5936092,0.1118047103,0.21776969140000002,-0.13499229570000001
SRX5936093,5.1074471561,2.0019092187,1.7274012238
SRX5936094,4.554732491,0.9660219585,1.4102260688000001
SRX5936095,9.0269971996,3.6609077340000002,2.5557166427
SRX5936096,9.3547086077,3.7350462142,2.5107172164
SRX5936097,8.6592471722,3.0461011012,3.2090310107
SRX5936098,8.9782027315,3.1692704194,3.3160605602
SRX5936099,9.2631730061,3.3834086518,3.2952809134
SRX5936100,9.76810459,3.4312613202,3.2293741439
SRX5936101,6.7027419792,2.0148397046,3.3666785997
SRX5936102,7.5266147093,2.1094220921,3.7109145168
SRX5936103,6.7991276787,1.8240481111,3.4161205438
SRX5936104,6.7407967178,1.9621299083000001,3.3943370553
SRX5936105,5.8125178937,1.7365118989,3.3162868577
SRX5936106,6.3319486052,1.8969197468,3.4466551443
SRX5936107,5.0324285499,1.2398514952,3.2743984179
SRX5936108,5.3090658148,1.0621767309,3.4705021146
SRX5936109,4.1614501134,0.8551429468,3.206084659
SRX5936110,4.5872266128,0.7009496729,3.181396917
SRX5936111,3.9217733187,0.5020112446,3.2529133971
SRX5936112,4.2521433341,0.45850568550000004,3.5122064255
SRX5936113,3.8394785276,0.16888450430000002,3.4949934231
SRX5936114,3.8291383652,0.638158529,3.462883138
SRX5936115,2.1051377943,-0.11814439600000001,3.1402061795
SRX5936116,2.2754683858,-0.1215530626,3.1607870235
SRX5936118,2.1549777655,-0.08040532160000001,3.1625844513
SRX5936119,2.9353842922,-0.1396037126,3.3466020633999998
SRX5936121,2.2682081198,0.027760812000000003,3.0745868094
SRX5936122,1.8723926080000002,-0.08471816580000001,3.0672020863
SRX5936123,1.8606532957000002,0.1166590909,2.9981207395
SRX5936124,2.6952786942999998,0.2953139397,3.0662015866
SRX5936125,1.8902954467000002,-0.08607579110000001,3.096136478
SRX5936126,2.280017451,-0.1746111163,2.9554343404
SRX5936128,1.2744204927,-0.6360872455000001,-1.4542525062
SRX5936129,1.494110574,-0.5717939201000001,-1.4923556801
SRX5936130,2.181145043,-0.2163273798,-1.3369239388
SRX5936131,2.3501871832,-0.030849572000000002,-1.5765010623
SRX5936132,3.2465008518,0.7757920419000001,-0.24872552250000002
SRX5936133,3.7865199614,0.9273285095,0.1474207494
SRX5936134,1.6230850011,0.3410874813,-0.6741092028
SRX5936135,1.4206113397,0.30157827730000003,-0.6760015424
SRX5936137,1.0908330763,-0.1233813821,-0.5550853591
SRX5936138,0.9757409329000001,0.0001364588,-0.6534195918
SRX5936139,0.9296162152,-0.015865381300000002,-0.5519787117
SRX5936140,1.7825158295999999,-0.046390208100000004,-0.4942073045
SRX5936141,1.2450397454,0.1030877471,-0.6968109447
SRX5936142,1.1427863145,0.007908227,-0.5935545122
SRX5936143,0.74906071,-0.0371296562,-0.0220025727
SRX5936144,0.9773389091,-0.2410912067,-0.0403046537
