,A,LldR,ArcA
SRX5694523,0.8134650494000001,0.30690969100000004,-0.8069696731
SRX5694524,4.2991869378,2.6469486981,-0.8317090932000001
SRX5694525,-0.8893202656,-0.4308022407,-0.48981127210000003
SRX5694526,-2.2246633313,-1.2502112081,-0.7361761565
SRX5694527,-2.4373779126,-0.3599270733,-0.7635762723
SRX5694528,-0.0994031962,0.7006125978000001,-0.673219145
SRX5694529,-0.6580896645000001,-0.6520986393,-0.6117182999
SRX5694530,-1.3142658509,-0.7025359456,0.8249116608
SRX5694532,0.8698212941000001,0.8924253303,-0.1835209761
SRX5694533,-1.0085670562,0.6424292627,1.2297299564
SRX5694534,2.3338113726,1.2360061884,0.8964491817
SRX5694535,3.370231452,1.0417692887,0.6051719506000001
SRX5694536,1.2199961747,0.5521710528,-0.7366201193
SRX5694537,0.5897697707,0.7558178485,-0.6509915197
SRX5694538,-0.1593795124,0.5007420851000001,-0.3619950656
SRX5694539,-1.3195271575,-0.26321433710000003,-0.48443834680000003
SRX5694540,-0.472569255,-0.0944389757,-0.5860169708
SRX5694541,-2.0526726636,-0.9078984703,-0.4899706324
SRX5694543,-4.6083399263,-1.3986625011,-0.6916261842
SRX5694544,-0.4891172541,0.30110935780000003,-0.7723148823
SRX5694545,-0.7922209370000001,-0.2346253804,-0.9345604604000001
SRX5694546,-0.7739304041,-0.5820984013,-0.7274115978
SRX5694547,-0.5971324566,0.0164576143,-0.3357729393
SRX5694548,0.26348449020000003,-0.023762745000000002,0.028162841
SRX5694550,2.7176592949,2.2350489242,-0.7346413894
SRX5694551,-0.6236892011,-0.47816584240000004,0.4764316374
SRX5694552,-0.4351003962,0.0893309154,-0.7448938301
SRX5694553,-0.2315408069,-0.2852829165,-0.3273924877
SRX5694554,0.5287482631,-0.41726368880000003,-0.4181937543
SRX5694555,-1.4152359927,-0.5426022505,-0.2452545928
SRX6072760,5.2949299628,3.420970203,-1.0870508238
SRX6072761,-0.3590415451,0.48439007510000004,-0.9961289279000001
SRX6072762,6.9731524823,4.3060928969,-0.771228957
SRX6072763,7.2898808575,4.8094768208000005,-0.2988503818
SRX6072764,-0.6259840406,0.1609433189,-1.3060500737
SRX6072765,6.3823946622,4.4897711727,-0.4698493415
SRX6376491,1.7663331534000002,1.7526255428000002,-0.431836726
SRX6376492,-1.867466925,-0.4493420846,-0.2479315403
SRX6376493,-2.0791913784,-0.49025663410000003,-0.3208997619
SRX6376494,-1.3950444821,0.35733665130000003,-0.5793796718
SRX6376495,2.5575549438,2.0845073227,-1.0214167472
SRX6376496,1.4265596076,1.4133137542,-0.3290600459
SRX2723951,1.5558803305,0.9638104648,0.6598914536
SRX2723952,2.722892028,1.42754697,0.9832884074
SRX2723953,2.4895389678,1.0915665605,0.8721664519000001
SRX2723954,6.1894394148,3.6828205344000002,2.1359526484
SRX2723955,1.6622361576,0.9328102641,0.2737678919
SRX2723956,0.6170959918000001,0.6962603665,0.695521326
SRX2723957,0.3252998114,0.3168480816,0.0027797833
SRX2723958,0.9120473174,-0.31956786070000004,0.40495222070000003
SRX2723959,0.4750288354,0.6350247450000001,0.060148937000000006
SRX2723960,2.6605126136,1.7640402036,0.5717783675
SRX2723961,4.8058029713,2.7570067355,2.013377032
SRX2723962,1.2468271709,1.0083541571,0.5681472350000001
SRX2723963,-0.48530826920000003,-0.2880258894,0.010549156700000001
SRX2723964,1.1190869133,0.5146721267000001,0.4934227188
SRX2723965,0.43078168580000004,0.8048988791,0.5664943758000001
SRX2723966,1.2418701966,0.8511659952,0.0090813135
SRX2723967,-0.6617581085,-0.43600424860000003,-0.0779921871
SRX2723968,-0.5801120882,-0.4151617466,0.0689108736
SRX6977206,-9.3690571317,-4.6643311627,-0.2660637843
SRX6977207,-9.0903368969,-4.4804251184,-0.1977449234
SRX6977208,-7.2658144404,-2.7833026591000003,-0.8011750807
SRX6977209,-8.6398227458,-3.6057904995,-0.7229537595000001
SRX6977210,-8.5993501338,-3.6653761249,-0.7316805148000001
SRX6977211,0.0316071838,-0.2216013091,0.24226025480000002
SRX6977212,-0.1564933175,-0.1548611487,0.035584912600000004
SRX6977213,0.12488613380000001,0.37646245780000004,-0.27784516740000004
SRX6977214,-9.1902168419,-4.7750443894,-0.45637460430000004
SRX1153733,-0.0145836343,0.0377890777,-0.0047153767
SRX1153734,0.0145836343,-0.0377890777,0.0047153767
SRX1153735,0.1811251216,0.15828310510000002,-0.642745039
SRX1153736,-1.4081343156,-0.7223042735,-0.5084827087
SRX5204053,0.8007214652,0.5485878668,-0.08529558670000001
SRX5204054,1.4653585859,0.9541561797,0.8012682941
SRX5204055,0.6161272673,0.20951625670000001,0.1542748704
SRX5204056,-0.0277037169,-0.13389269480000002,0.1090142038
SRX5204057,0.0781881299,-0.08039006700000001,0.0078292888
SRX5204058,-0.025367954600000003,0.1557333679,0.1253351143
SRX5204059,0.9012229674000001,0.47733601940000003,0.5831462612
SRX5204060,0.42617939860000004,0.074735148,0.41584700280000003
SRX5204061,0.2530865878,0.26675347990000003,0.6879144689000001
SRX5204062,0.3419586223,0.049338306000000005,0.3425481281
SRX5204063,0.106347379,0.0504507053,0.5119545347
SRX5204064,-0.9954208454000001,-0.2823448818,-0.0117761242
SRX5204065,0.7357245153,0.5266742693,-0.095873567
SRX5204066,1.3369020647,0.7535074575,-0.0802858917
SRX5204067,1.1557177952,0.3773343451,-0.127856044
SRX5204068,-0.8308713976000001,-0.8144160807,0.1746383879
SRX5204069,-0.9394451072000001,-0.6136984055,0.3394955556
SRX5204070,-1.4042482042,-1.1201832811,0.1148926958
SRX5204071,-0.3119651014,-0.6605316753,0.15453108570000001
SRX5204072,-0.6623095013,0.0190181952,0.23635940800000002
SRX5204073,0.040143653700000004,-0.1289254969,0.23717754370000002
SRX5204074,-1.3111975911,-0.8430967882,0.2930704619
SRX5204075,-0.0410598608,-0.2764162972,0.1857983671
SRX5204076,-0.6740623593,-0.6126401147,0.019161760700000002
SRX5204077,-0.8835792827000001,-0.8359262597,-0.0826576492
SRX5204078,-0.9766824414,-1.0906022376,-0.2361644672
SRX5204079,-1.4241430089,-0.9056918013,-0.12815926800000002
SRX5204080,-1.3050110244,-0.9074028613,0.1660170045
SRX5204081,-0.0749023965,-0.0021288806,0.1192504917
SRX5204082,0.1405167275,-0.3543896603,0.09662175020000001
SRX5204083,-0.19562238040000002,-0.0026314628,0.1154296665
SRX5204084,-0.7322581383,-0.08731842840000001,0.023372325500000003
SRX5204085,0.1401756794,0.264751566,0.0679530203
SRX5204086,0.20209866980000002,0.046027449500000005,-0.6046974157
SRX5204087,0.138567722,0.8996919533000001,-0.38429209540000003
SRX5204088,0.0614840633,0.2126461227,-0.5186902934000001
SRX5204089,0.43630286890000003,0.0524887057,0.2186115154
SRX5204090,1.1211508044,0.2303572241,0.2820235584
SRX5204091,0.5162232306,0.0402206411,0.2637065304
SRX5204092,0.6274113207,0.6421454452,0.283266057
SRX5204093,0.3740255871,0.343995256,0.2464858514
SRX5204094,0.8401683118000001,0.5521882362,0.43201735620000004
SRX5204095,-0.1696936873,-0.21910560750000002,0.1567052096
SRX5204096,-0.0286436696,0.0928786094,-0.1563113709
SRX5204097,0.1983373569,0.12622699810000002,-0.0003938387
SRX683459,-0.10908256000000001,0.1992241135,-0.10668910940000001
SRX683460,-2.2090788788,-1.6937743416000002,-0.37610427960000004
SRX683461,0.0384729063,-0.7433415829000001,-0.3472299849
SRX683462,-3.1881387064,-2.6962288262,-0.2737152619
SRX683463,0.0706096537,0.5441174694,0.4539190943
SRX683464,-2.0500166519,-1.371049278,-0.36715026040000004
SRX683465,-0.7361064132,-0.6950517389,-0.1900522406
SRX683466,-2.8215716826,-2.6962288262,0.4586848329
SRX683467,-0.8492902648,0.0361604535,-0.1137331701
SRX683468,-1.4801640863,-2.4782194458,0.351457515
SRX683469,-0.45929946110000003,0.340708396,0.38930109500000004
SRX683470,-1.3456101685,-1.9955741491,0.2544534292
SRX322077,-0.3233410179,-0.12614314640000002,0.19182513380000002
SRX322078,1.0261867428,0.046293119800000004,0.130973745
SRX322079,0.6043749167,0.401982094,0.1069520676
SRX322080,1.7172887913000001,0.176422873,0.2023433892
SRX322081,-0.6014480214,-0.5921046217,0.1335451758
SRX322082,0.8044029923,0.6704728694000001,0.20095338040000002
SRX322083,-0.5786079918,-0.0929993635,0.2056374265
SRX322084,0.25233103230000004,0.3289311393,-0.059188026500000004
SRX322085,0.3262769595,-0.23593177580000002,-0.14644939999999998
SRX2708592,-0.10244207470000001,-0.7526136998,-1.7960660373000001
SRX2708593,0.0728998094,-0.7745448007,-1.753761413
SRX2708594,0.6683084114000001,0.2735276698,-0.8866115556
SRX2708595,-0.596151823,-0.1126411301,0.0366773828
SRX2708596,0.9554815364,0.3793901796,0.044415883100000005
SRX2708597,-0.3593297133,-0.2667490495,-0.0810932659
SRX2708598,-0.9913724011,-0.1871124187,-0.3119249987
SRX2708600,-0.8081333460000001,-0.1333938383,-0.1038033336
SRX2708601,-0.22862190270000002,0.5025750118,0.18864385660000002
SRX2708602,1.104269712,0.841603049,0.3724957179
SRX2708603,0.7564509872,0.4437869076,0.0447130736
SRX3073814,-0.0607374657,-0.1531196481,-0.3108098738
SRX3073815,-0.3027918369,-1.4465206651,-0.3938586915
SRX3073816,-0.3018877769,-2.1963551402,-0.43797418
SRX3073817,-1.4038510253,-4.0763583299,-1.0373322502
SRX3073818,-3.3133938709,-3.7693011951,-0.8228630646
SRX3073819,1.0614098606,0.2213875599,0.0260618476
SRX3073820,1.4671491079,-0.2946736077,-0.7228986307
SRX3073821,1.394508962,-1.0869769039,-1.2012400512
SRX3073822,-1.9412616338,-3.7956179673,-1.2784560322
SRX3073823,-2.18876535,-3.4731552993,-1.4956265605
SRX3073824,0.0607374657,0.1531196481,0.3108098738
SRX3073825,2.1946114535,-0.0297618573,-0.1162291865
SRX3073826,1.7537030673,-1.1268095586,-0.26008587
SRX3073827,0.3843614011,-3.0394934007,-0.9215448220000001
SRX3073828,-2.5161825667,-3.4233372154,-0.9344902321
SRX3073829,0.383556689,0.0971865925,-0.2065365245
SRX3073830,0.9608741984,-0.6903667643,-0.963196802
SRX3073831,-1.104296592,-2.5549532021,-1.2098262852000001
SRX3073832,-1.9425780428000001,-3.3191627927000003,-1.5012770128000001
SRX3073833,-3.4464209877,-3.6232863185,-1.1239316736
