,A,HutC
Carbon:Ferulate:2.0,-2.8006446905821383,0.1850039505000005
Carbon:Ferulate:3.0,-2.18428603321612,0.3848843915000008
Carbon:Glucose:1.0,-0.0355226859011078,0.0287305695000004
Carbon:Glucose:2.0,0.0355226862181303,-0.0287305694999995
Carbon:Serine:1.0,-1.1767818644004218,0.033079583500001
Carbon:Serine:2.0,-0.96193486179753,0.0296157515000006
Carbon:Serine:3.0,-1.7802257858551014,-0.6995562654999992
Carbon2:Glucose:1.0,-0.2919113938240799,-0.0857763653333325
Carbon2:Glucose:2.0,0.2889425874316664,-0.0058865483333327
Carbon2:Glucose:3.0,0.002968803364917,0.0916629136666671
Carbon2:Coumarate:1.0,-0.8919095232968597,0.2093741776666675
Carbon2:Coumarate:2.0,-1.397917422447109,0.1417825146666675
Carbon2:Coumarate:3.0,-1.4666784030017186,0.2955895476666672
Crc:Control:1.0,-0.2655290463096089,-0.0359158395000003
Crc:Control:2.0,0.2655290459847882,0.0359158394999994
Crc:Del_crc:1.0,-1.3936113996079913,-0.4455783715000008
Crc:Del_crc:2.0,-0.5263545903213059,-0.4130780365000008
Crc:Del_crcZ_crcY:1.0,-1.2523618816900104,-0.1034567455000008
Crc:Del_crcZ_crcY:2.0,-2.196644090941094,-0.3520433965
FinR:Control:1.0,0.0647753996829957,0.1795366220000001
FinR:Control:2.0,-0.2027876931224316,-0.2316419659999997
FinR:Control:3.0,0.1380122915882282,0.0521053440000001
FinR:Del_finR:1.0,23.59596730647341,1.690925253
FinR:Del_finR:2.0,23.959272723450635,1.7074553790000002
FinR:Del_finR:3.0,23.826243436175705,1.8275124150000008
FleQ:Del_fleQ:1.0,-0.7785451002378232,0.1784150179999999
FleQ:Del_fleQ:2.0,-0.9787994989476044,0.025583219
FleQ:Del_fleQ:3.0,-1.6611502668927072,-0.3179679640000001
FleQ:OE_wspR:1.0,23.053136027138684,2.1272704630000003
FleQ:OE_wspR:2.0,23.20744121531889,2.165662569
FleQ:Control:1.0,0.1432800814212772,0.0521063800000001
FleQ:OE_wspR:3.0,23.69682606743853,2.0880411370000003
FleQ:Control:2.0,0.0494244071862712,0.1795362339999999
FleQ:Control:3.0,-0.1927044864351732,-0.231642614
Fuel:Butanol:1.0,4.172598353759081,-0.5341480489999997
Fuel:Butanol:2.0,3.79159316568476,-0.6228079089999996
Fuel:Control:1.0,-0.1744557318288535,-0.0933366270000002
Fuel:Control:2.0,0.1744557317608311,0.0933366270000002
Fuel:Isopentanol:1.0,-8.210701147108237,-1.3704181669999995
Fuel:Isopentanol:2.0,-9.211460654460195,-1.281580065
Glycolaldehyde:Glycolaldehyde:1.0,-1.6435562780649795,-0.3887025309999998
Glycolaldehyde:Control:1.0,0.0063091761451668,-0.1162366650000006
Glycolaldehyde:Glycolaldehyde:2.0,-2.5760045462705703,-0.748440435
Glycolaldehyde:Control:2.0,-0.00630917670603,0.1162366649999997
HNS_protein:Control_ex:1.0,0.354534051522939,0.0852952920000005
HNS_protein:Del_turB_ex:1.0,-0.9260761957673912,-0.3338387499999999
HNS_protein:Del_turB_ex:2.0,-1.5548731744075688,-0.1789577489999994
HNS_protein:WT_pCAR1_ex:1.0,-1.2264264040365285,-0.2561584629999993
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,-1.9007932926816504,-0.0822411120000001
HNS_protein:WT_pCAR1_Del_turA_st:1.0,-1.440872422305575,-0.2999825769999997
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,-1.0306087272406588,0.1155307780000001
HNS_protein:WT_pCAR1_Del_turA_st:2.0,-0.9921273310909274,-0.3353603839999994
HNS_protein:WT_pCAR1_ex:2.0,-1.5069683976515855,-0.2486484749999995
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,-1.4370497396424633,-0.218873222
HNS_protein:WT_pCAR1_Del_turB_st:1.0,-1.4404861088174905,-0.0529706239999994
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,-2.105316571685941,-0.384449053
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,-2.0981725159165814,-0.4726940329999998
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,-1.824963023425864,-0.343712397
HNS_protein:WT_pCAR1_Del_turB_st:2.0,-1.34687324860535,0.0392414300000005
HNS_protein:Control_ex:2.0,-0.3545340513147018,-0.0852952919999996
HNS_protein:WT_Del_turA_ex:1.0,0.8065430953887749,-0.0331579749999999
HNS_protein:WT_Del_turA_ex:2.0,1.9321418678848388,-0.4459139829999996
Mobile_gene:2737_exp:1.0,0.1531564796529475,-0.05829534125
Mobile_gene:2737_exp:2.0,-0.3593770198091201,-0.0213384812499999
Mobile_gene:2737_exp:3.0,0.3776564216921865,0.0072019757500001
Mobile_gene:2737_exp:4.0,-0.1714358800592685,0.0724318467499998
Mobile_gene:2737_reg:1.0,1.6766414646903849,0.0457583157499996
Mobile_gene:2737_reg:2.0,1.627939662493039,0.0891234067499997
Mobile_gene:2737_reg:3.0,1.8617980590432968,0.3241774837499998
Mobile_gene:2737_reg:4.0,2.0633755587383606,0.2154400347500003
Mobile_gene:3227_exp:1.0,0.0319649392235286,-0.0658572672500001
Mobile_gene:3227_exp:2.0,-0.0263973177310494,0.03421308375
Mobile_gene:3227_exp:3.0,0.1798346452825674,-0.0644554402499997
Mobile_gene:3227_exp:4.0,0.676992698368166,0.1025810747499997
Mobile_gene:3227_reg:1.0,0.909509536746668,0.3592326217500003
Mobile_gene:3227_reg:2.0,1.0942793136219433,0.2560151047500003
Mobile_gene:3227_reg:3.0,0.9298390291818536,0.09175264875
Mobile_gene:3227_reg:4.0,1.1071973333655172,0.2160345457500003
Mobile_gene:mfsR_exp:1.0,-2.479440608549542,-1.85907021625
Mobile_gene:mfsR_exp:2.0,-3.458211633590248,-3.11856454025
Mobile_gene2:Condition1:1.0,-2.5662497184268047,-0.4216697800000002
Mobile_gene2:Condition1:2.0,1.9421711398336143,0.2496815459999997
Mobile_gene2:Condition2:1.0,-1.989416020987648,-0.2941218189999999
Mobile_gene2:Condition2:2.0,-1.2159752363820109,-0.0643615530000003
Mobile_gene2:Condition2:3.0,-0.4311809179293904,0.0808731099999997
Mobile_gene2:Condition2:4.0,3.636572173655912,0.2776102619999996
Muconate:CJ522_fructose:1.0,-0.5703991986943717,0.3097923986666657
Muconate:CJ522_fructose:2.0,-1.804252162861328,0.3041119406666661
Muconate:CJ522_fructose:3.0,-1.1323659316160353,-0.2540271583333338
Muconate:CJ522_fructose_glucose:1.0,-2.4847985266486523,0.2942346826666657
Muconate:CJ522_fructose_glucose:2.0,-1.8919465342794024,0.4014598866666663
Muconate:CJ522_fructose_glucose:3.0,-2.106014456496304,-0.031143082333334
Muconate:CJ522_fructose_glucose_gluconate:1.0,-1.1411632919425208,0.4168335106666658
Muconate:CJ522_fructose_glucose_gluconate:2.0,-0.8704957892916222,0.0141360026666657
Muconate:CJ522_fructose_glucose_gluconate:3.0,-0.3962118099769345,0.485825537666666
Muconate:CJ522_glucose_gluconate:1.0,-3.45526861359543,-0.018795192333334
Muconate:CJ522_glucose_gluconate:2.0,-2.7799415632205826,0.1378049836666663
Muconate:CJ522_glucose_gluconate:3.0,-3.401908494740679,0.1869103846666657
Muconate:CJ522_gluconate:1.0,-3.16838059077122,-0.0335588903333339
Muconate:CJ522_gluconate:2.0,-3.757229878847369,0.0255059256666658
Muconate:CJ522_gluconate:3.0,-2.5732686420311213,0.1624913806666663
Muconate:CJ522_glucose:1.0,-3.1508008405286683,0.5157346096666657
Muconate:CJ522_glucose:2.0,-2.9401647973117107,0.655628323666666
Muconate:CJ522_glucose:3.0,-3.103782392507299,0.836598008666666
Muconate:GB032_fructose:1.0,-2.433534201479381,0.5215347176666665
Muconate:GB032_fructose:2.0,-2.066142659004588,-0.0568676863333337
Muconate:GB032_fructose:3.0,-1.4310131838705111,0.5835423906666666
Muconate:GB032_fructose_glucose:1.0,-3.082795150545893,0.0525070696666665
Muconate:GB032_fructose_glucose:2.0,-1.882365749036316,0.3573366686666661
Muconate:GB032_fructose_glucose:3.0,-1.7873269838848165,0.3905623756666658
Muconate:GB032_fructose_glucose_gluconate:1.0,-3.030065708035946,0.0588478356666657
Muconate:GB032_fructose_glucose_gluconate:2.0,-2.245042337758855,0.2694277206666662
Muconate:GB032_fructose_glucose_gluconate:3.0,-2.637733150365112,0.1197896656666657
Muconate:GB032_glucose_gluconate:1.0,-0.9185688387361364,0.7658127966666664
Muconate:GB032_glucose_gluconate:2.0,-3.8065090800987376,0.2791961276666663
Muconate:GB032_glucose_gluconate:3.0,-1.8507362016288489,0.3091989306666658
Muconate:GB032_gluconate:1.0,-1.2238329416218168,0.4388771386666663
Muconate:GB032_gluconate:2.0,-1.5611139413952952,0.3396689706666658
Muconate:GB032_gluconate:3.0,-2.0044824002163635,-0.0187519523333339
Muconate:GB032_glucose:1.0,-2.385703851392893,0.8159250646666658
Muconate:GB032_glucose:2.0,-3.9725441596842894,0.8751460746666657
Muconate:GB032_glucose:3.0,-2.6300530576879915,0.902606781666666
Muconate:GB045_fructose:1.0,-2.8822724070758805,0.803574794666666
Muconate:GB045_fructose:2.0,-2.762426075731737,0.9805632556666666
Muconate:GB045_fructose:3.0,-2.026244299649812,1.1071479186666655
Muconate:GB045_fructose_glucose:1.0,-2.121687523695248,0.6733172796666658
Muconate:GB045_fructose_glucose:2.0,-1.1987325294590812,1.081757211666666
Muconate:GB045_fructose_glucose_gluconate:1.0,-2.0960750060059845,0.5243240806666662
Muconate:GB045_fructose_glucose_gluconate:2.0,-3.5981335171308086,1.2440273826666663
Muconate:GB045_fructose_glucose_gluconate:3.0,-2.563327011928381,0.950132398666666
Muconate:GB045_glucose_gluconate:1.0,-1.128942888714699,1.2423750646666658
Muconate:GB045_glucose_gluconate:2.0,-2.272068616549304,1.2982190866666663
Muconate:GB045_glucose_gluconate:3.0,-1.614650204283646,1.6437099676666662
Muconate:GB045_gluconate:1.0,-0.0641809637064099,0.3245746836666665
Muconate:GB045_gluconate:2.0,-0.1055151679645565,0.7301612036666665
Muconate:GB045_gluconate:3.0,-0.225210773491146,1.025381824666666
Muconate:GB045_glucose:1.0,-2.48681246436395,0.5662751286666659
Muconate:GB045_glucose:2.0,-2.118904951827617,-0.0094984593333338
Muconate:GB045_glucose:3.0,-1.4106598004626658,1.2436954716666664
Muconate:GB062_fructose:1.0,-0.9243028485891672,-0.242515442333334
Muconate:GB062_fructose:2.0,-1.1741290217540623,0.1005538936666665
Muconate:GB062_fructose:3.0,-0.1297352619631209,0.4635572486666666
Muconate:GB062_fructose_glucose:1.0,-3.100247782173976,-0.1426690573333338
Muconate:GB062_fructose_glucose:2.0,-2.3170761098201145,0.2088277046666657
Muconate:GB062_fructose_glucose:3.0,-1.2935425814812491,0.4247883266666665
Muconate:GB062_fructose_glucose_gluconate:1.0,-2.7468701029140936,0.4348986186666659
Muconate:GB062_fructose_glucose_gluconate:2.0,-2.650704969044934,-0.1975652063333339
Muconate:GB062_fructose_glucose_gluconate:3.0,-1.710095626693461,0.5503844756666663
Muconate:GB062_glucose_gluconate:1.0,-2.8507583503569545,0.252896348666666
Muconate:GB062_glucose_gluconate:2.0,-3.142796838575112,0.2091114076666658
Muconate:GB062_glucose_gluconate:3.0,-3.03520250409198,0.5060228296666658
Muconate:GB062_gluconate:1.0,-4.486942837937444,0.1752399796666663
Muconate:GB062_gluconate:2.0,-4.313727014401764,0.4337124926666664
Muconate:GB062_gluconate:3.0,-2.936395629471386,0.3967994906666661
Muconate:GB062_glucose:1.0,-1.7927857320581977,0.4657527586666665
Muconate:GB062_glucose:2.0,-1.1642510416174678,0.5480360466666658
Muconate:GB062_glucose:3.0,-1.6771190757539314,0.7563810456666662
Muconate:KT2440_fructose:1.0,-3.721383032235827,0.8460120186666664
Muconate:KT2440_fructose:2.0,-3.39814146198869,0.2003121546666664
Muconate:KT2440_fructose:3.0,-2.9778698671699377,0.3371135176666664
Muconate:KT2440_fructose_glucose:1.0,1.2059663749178362,0.3755261006666659
Muconate:KT2440_fructose_glucose:2.0,0.6162271789562197,0.244099353666666
Muconate:KT2440_fructose_glucose:3.0,0.4213249445156845,0.3926346566666661
Muconate:KT2440_fructose_glucose_gluconate:1.0,-0.8110187515065868,0.5113599026666664
Muconate:KT2440_fructose_glucose_gluconate:2.0,-1.5089850296822416,0.1643228746666665
Muconate:KT2440_fructose_glucose_gluconate:3.0,-0.8208670224961413,0.2573290206666661
Muconate:KT2440_glucose_gluconate:1.0,-0.3239674288288806,0.1070586606666665
Muconate:KT2440_glucose_gluconate:2.0,-0.416034994694143,0.7491151726666665
Muconate:KT2440_glucose_gluconate:3.0,-0.2123800735852407,0.4454375726666661
Muconate:KT2440_gluconate:1.0,-0.4540986299892616,0.1591052396666663
Muconate:KT2440_gluconate:2.0,1.0006406380449715,0.4344131876666663
Muconate:KT2440_gluconate:3.0,-0.0328243770348515,-0.247006842333334
Muconate:KT2440_glucose:1.0,0.1762173291486394,0.1371116386666662
Muconate:KT2440_glucose:2.0,0.1257907514093556,-0.3061208383333338
Muconate:KT2440_glucose:3.0,-0.3020080805237821,0.1690091996666662
Multistress:Control:1.0,-0.1571806779532623,0.0026675340000004
Multistress:Control:2.0,0.4400350265679092,-0.1050493589999996
Multistress:Control:3.0,-0.282854348000063,0.1023818250000001
Multistress:NaCl_7min:1.0,0.0418349271356448,-0.5286087610000001
Multistress:NaCl_60min:1.0,-6.708305914618205,-1.3461467379999998
Multistress:NaCl_7min:2.0,-0.2466609331126831,-0.5009583170000003
Multistress:NaCl_60min:2.0,-6.987562826619299,-1.411169873
Multistress:NaCl_7min:3.0,0.5832507692252252,-0.7888519939999998
Multistress:NaCl_60min:3.0,-7.084456650567784,-1.552894411
Multistress:Imipenem_7min:1.0,-0.2790278039947978,0.0406849820000001
Multistress:Imipenem_60min:1.0,-3.1955391065727565,-1.310226938
Multistress:Imipenem_7min:2.0,0.0778155220350345,-0.8453744580000002
Multistress:Imipenem_60min:2.0,-2.096800217467828,-0.6217337860000001
Multistress:Imipenem_7min:3.0,0.1489331942342985,-0.5453009149999994
Multistress:Imipenem_60min:3.0,-2.438141136697772,-0.1723278629999995
Multistress:H2O2_7min:1.0,0.793066502448953,0.0163663850000004
Multistress:H2O2_60min:1.0,-0.96212351452027,0.0779071160000004
Multistress:H2O2_7min:2.0,0.6326155017973151,-1.2734188239999995
Multistress:H2O2_60min:2.0,-1.968955450138718,-0.0257094339999994
Multistress:H2O2_7min:3.0,1.5959885735380213,-0.0341704819999995
Multistress:H2O2_60min:3.0,-1.5418711302226795,0.1101204080000002
Myristic_acid:Control:1.0,-0.3636082947635606,-0.5478471606666666
Myristic_acid:Control:2.0,-1.2811787967031132,-0.0768712406666667
Myristic_acid:Control:3.0,1.6447870883315403,0.6247184013333338
Myristic_acid:Myristic_acid:1.0,-1.4212202694955332,0.6443763353333334
Myristic_acid:Myristic_acid:2.0,-2.5223053236772484,0.8981499533333337
Myristic_acid:Myristic_acid:3.0,-1.753064249352491,1.0458277643333331
Phase:WT_Tr:1.0,16.532527206223435,1.5825447874999998
Phase:WT_Tr:2.0,17.388580943928662,1.5595724784999998
Phase:WT_Ex:1.0,0.4638808427832552,0.2032439074999992
Phase:WT_Ex:2.0,-0.463880842709205,-0.2032439075000001
Phase:WT_Tr:3.0,13.99364094790532,1.640552340499999
Phase:WT_Tr:4.0,13.516100061359934,1.5926288794999994
Phase:WT_St:1.0,-1.5776507186281463,0.0274539014999994
Phase:WT_St:2.0,-1.151860069126956,-0.0216308945000003
RelA:Control:1.0,0.3144483855037192,0.1982844269999999
RelA:Control:2.0,-0.0647039805697811,0.015540198
RelA:Control:3.0,-0.249744404300744,-0.213824625
RelA:Del_relA:1.0,-1.580811119181616,0.206899109
RelA:Del_relA:2.0,-2.0188330495868203,0.0903947279999997
RelA:Del_relA:3.0,-0.6102347949477854,1.0884406570000005
RelA:Del_relA_lignin:1.0,-4.635661538525885,0.113844222
RelA:Del_relA_lignin:2.0,-4.555748324478615,0.3191425959999998
RelA:Del_relA_lignin:3.0,-5.288337183915889,0.1012615490000001
Zn:Zn_ion:1.0,-2.0447340804463514,0.2679590883333329
Zn:Zn_ion:2.0,-1.9421270449633363,0.2085699813333326
Zn:Zn_ion:3.0,-1.9408152285187823,0.2322299213333334
Zn:Control:1.0,-0.2722136562059316,0.0365842743333333
Zn:Control:2.0,0.1602809496879972,-0.0251954496666666
Zn:Control:3.0,0.1119327081553585,-0.0113888246666666
ZnO:Control:1.0,0.4625182721941347,0.0770544815000002
ZnO:Control:2.0,-0.462518271035533,-0.0770544814999993
ZnO:Nano:1.0,0.7106366121426109,0.1297591585000006
ZnO:Nano:2.0,1.1607385516412492,0.3270728935000004
ZnO:Nano:3.0,0.3041503562076617,-0.0503581494999991
ZnO:Zn_ion:1.0,0.2480821703054502,0.1245401465000002
ZnO:Zn_ion:2.0,0.6715930112019859,0.1638493325000007
ZnO:Zn_ion:3.0,-0.3341919263210162,-0.0030503724999997
