,A,VanR
Bioreactor2:S_15min:2.0,0.441396820253249,0.4127127109999993
Bioreactor2:P1_15min:2.0,0.5869390228671709,-0.1791528740000005
Bioreactor2:P3_15min:2.0,0.8914449757671803,0.4598979189999994
Bioreactor2:P5_15min:2.0,0.7617262800391766,-0.0935983220000009
Bioreactor2:S_1h:2.0,0.7361018649429149,-0.2887617640000006
Bioreactor2:S_3h:2.0,0.6086370535985758,-0.1343791540000003
Bioreactor2:S_9h:2.0,0.2506417336332546,0.3355565449999993
Bioreactor2:S_25h:2.0,0.2011466094092099,0.2926856169999992
Bioreactor2:P1_25h:2.0,0.4589626634316881,-0.0218540450000004
Bioreactor2:P3_25h:2.0,0.5760281202166236,-0.3556534950000003
Bioreactor2:P5_25h:2.0,0.0814233544564834,-0.5663919160000006
Bioreactor2:S_0min:3.0,-0.2983737767049228,-0.3747223390000007
Bioreactor2:S_15min:3.0,1.127537011041836,0.2114708849999997
Bioreactor2:P1_15min:3.0,1.256772162297256,-0.7968139340000007
Bioreactor2:P3_15min:3.0,1.24152091119452,-0.0923322550000005
Bioreactor2:P5_15min:3.0,0.6885271288112846,-0.5881944460000006
Bioreactor2:S_1h:3.0,0.7031934803199288,0.0513615749999996
Bioreactor2:S_3h:3.0,0.8601243177706311,0.087658758999999
Bioreactor2:S_9h:3.0,1.0087382632314672,-0.0704157960000007
Bioreactor2:S_25h:3.0,0.3770897748712083,-0.6930922540000006
Bioreactor2:P1_25h:3.0,0.7377694073042734,-0.1397199320000002
Bioreactor2:P3_25h:3.0,1.2291429519911945,-0.7467289230000005
Bioreactor2:P5_25h:3.0,0.6218323865024419,-0.6250004340000004
Carbon:Citrate:1.0,-1.5040144414280252,0.7086211530000002
Carbon:Citrate:2.0,-1.2010866003363148,0.7504435559999996
Carbon:Citrate:3.0,-1.0842799380158368,0.2883434060000001
Carbon:Ferulate:1.0,15.743371284054742,1.130196678
Carbon:Ferulate:2.0,14.536569542884491,1.259676001
Carbon:Ferulate:3.0,14.96571458546148,1.207090978
Carbon:Glucose:1.0,-0.1887862337950183,-0.2009853240000003
Carbon:Glucose:2.0,0.188786233503498,0.2009853239999994
Carbon:Serine:1.0,-1.2854751033385312,1.0680591339999994
Carbon:Serine:2.0,-1.09864934349982,0.5217417929999995
Carbon:Serine:3.0,-0.8254981587960687,0.1157872289999994
Carbon2:Glucose:1.0,-5.093474550023874e-05,-0.0775611646666663
Carbon2:Glucose:2.0,0.3235472574477239,-0.0121035236666662
Carbon2:Glucose:3.0,-0.323496322188006,0.0896646883333334
Carbon2:Coumarate:1.0,-6.338377579306138,0.4994027933333331
Carbon2:Coumarate:2.0,-6.880571312919256,0.3300132773333333
Carbon2:Coumarate:3.0,-6.981679620097753,0.3891196883333334
Crc:Control:1.0,0.393633364830013,0.1437336609999997
Crc:Control:2.0,-0.3936333650269822,-0.1437336609999997
Crc:Del_crc:1.0,1.1777391456062585,0.0076617720000005
Crc:Del_crc:2.0,1.7406370511239613,-0.4222226569999998
Crc:Del_crcZ_crcY:1.0,2.5224441614895947,0.1232722459999999
Crc:Del_crcZ_crcY:2.0,2.113147881426604,-0.0741212909999999
FinR:Control:1.0,0.5168439048962952,-0.0224102096666665
FinR:Control:2.0,-0.6324917779846071,-0.1654917076666664
FinR:Control:3.0,0.1156478735182459,0.1879019173333334
FinR:Del_finR:1.0,2.0676429172234654,0.3136094933333333
FinR:Del_finR:2.0,2.200091045089112,-0.0033348166666664
FinR:Del_finR:3.0,1.6302050263714891,0.2545743993333338
FleQ:Del_fleQ:1.0,0.4531229392333231,0.8759896063333339
FleQ:Del_fleQ:2.0,0.7264479298542679,0.2922842933333336
FleQ:Del_fleQ:3.0,0.4556282125206262,0.7075134243333339
FleQ:OE_wspR:1.0,-0.4139073112836081,-0.4303680706666664
FleQ:OE_wspR:2.0,0.4108804370187671,-0.2490381596666662
FleQ:Control:1.0,0.1109616935959264,0.1879029633333337
FleQ:OE_wspR:3.0,-0.1507214124216228,-0.4341196986666662
FleQ:Control:2.0,0.5008752313836637,-0.0224105936666663
FleQ:Control:3.0,-0.6118369240106215,-0.1654923696666661
Fuel:Butanol:1.0,-0.8058436598298593,0.1237706920000007
Fuel:Butanol:2.0,-1.0779308438341877,-0.1010912529999998
Fuel:Control:1.0,-0.1616731433000683,-0.0484982169999996
Fuel:Control:2.0,0.1616731435773218,0.0484982170000005
Fuel:Isopentanol:1.0,3.961423668468184,-0.4443530600000001
Fuel:Isopentanol:2.0,2.289836614238579,-0.0623831959999998
Glycolaldehyde:Glycolaldehyde:1.0,0.4832848231203794,-0.0298595415000004
Glycolaldehyde:Control:1.0,0.051644327284325,-0.0403906254999997
Glycolaldehyde:Glycolaldehyde:2.0,0.1895784026000541,-0.2303952675000005
Glycolaldehyde:Control:2.0,-0.0516443272539898,0.0403906254999997
HNS_protein:Control_ex:1.0,-0.0286625877843915,-0.0482120940000001
HNS_protein:Del_turB_ex:1.0,0.294577592406753,-0.5930613330000005
HNS_protein:Del_turB_ex:2.0,0.3289943591084013,-0.2628372930000004
HNS_protein:WT_pCAR1_ex:1.0,0.6492508070839362,-0.0720498770000004
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,2.202567036176525,0.2859857869999995
HNS_protein:WT_pCAR1_Del_turA_st:1.0,0.4438579037772704,0.4366034869999993
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,1.8941710140647456,0.2310989909999996
HNS_protein:WT_pCAR1_Del_turA_st:2.0,0.6244735488962597,0.422547451999999
HNS_protein:WT_pCAR1_ex:2.0,0.7764467013230438,-0.2114040580000002
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,1.43671134553407,0.2783694839999997
HNS_protein:WT_pCAR1_Del_turB_st:1.0,0.3405936135429156,0.5044990219999992
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,2.057961903542978,-0.0100048970000008
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,1.53757838090874,0.2055370819999993
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,1.8021722387900945,0.4535143909999997
HNS_protein:WT_pCAR1_Del_turB_st:2.0,1.2738584943833562,0.6708670079999992
HNS_protein:Control_ex:2.0,0.0286625877042263,0.0482120939999992
HNS_protein:WT_Del_turA_ex:1.0,1.0950322033042508,-0.1154366710000003
HNS_protein:WT_Del_turA_ex:2.0,1.1798369172826386,-0.1240547600000008
Mobile_gene:2737_exp:1.0,0.0555167176822274,-0.1607210752499996
Mobile_gene:2737_exp:2.0,0.2987009498107334,-0.07121308425
Mobile_gene:2737_exp:3.0,-0.3653572915298261,0.2096219087499999
Mobile_gene:2737_exp:4.0,0.011139623541813,0.0223122507499997
Mobile_gene:2737_reg:1.0,-1.2809260812568348,0.1099269067500001
Mobile_gene:2737_reg:2.0,-1.4287765436108426,0.1341427737499998
Mobile_gene:2737_reg:3.0,-1.4167549345116364,0.1309639917499998
Mobile_gene:2737_reg:4.0,-1.6127799610387734,0.1886813577500001
Mobile_gene:3227_exp:1.0,0.0420496930369208,-0.0037804762500002
Mobile_gene:3227_exp:2.0,0.0240602398017614,-0.1088805092500004
Mobile_gene:3227_exp:3.0,-0.1242998290756773,-0.30747004925
Mobile_gene:3227_exp:4.0,0.9141824808216914,-0.1010279872500001
Mobile_gene:3227_reg:1.0,-1.371444710197533,-0.0847840772500001
Mobile_gene:3227_reg:2.0,-1.4221729490344155,0.1756772407499998
Mobile_gene:3227_reg:3.0,-1.3850632912377276,0.0038370497499995
Mobile_gene:3227_reg:4.0,-1.2228482056398813,-0.0453202002499999
Mobile_gene:mfsR_exp:1.0,1.809110910721822,-2.07547424825
Mobile_gene:mfsR_exp:2.0,1.0900511041892311,-3.31569441525
Mobile_gene2:Condition1:1.0,0.2002434753935303,-0.1925313314999996
Mobile_gene2:Condition1:2.0,1.1726406207455704,0.0202208325000006
Mobile_gene2:Condition2:1.0,0.800541452163668,0.1062812505000003
Mobile_gene2:Condition2:2.0,-0.5706485208313524,-0.1693230024999996
Mobile_gene2:Condition2:3.0,0.1672270134273193,-0.0921201885
Mobile_gene2:Condition2:4.0,-0.3971199461625808,0.1551619405000002
Muconate:CJ522_fructose:1.0,-3.3201569073184647,0.1161368229999997
Muconate:CJ522_fructose:2.0,-3.0352746240115795,0.1248283349999992
Muconate:CJ522_fructose:3.0,-2.6273871949182053,1.0645084729999992
Muconate:CJ522_fructose_glucose:1.0,-4.2569907815166825,0.6094380099999999
Muconate:CJ522_fructose_glucose:2.0,-4.064374224365584,0.1658972949999997
Muconate:CJ522_fructose_glucose:3.0,-4.015282226543997,0.7802790839999991
Muconate:CJ522_fructose_glucose_gluconate:1.0,-4.1392617210904215,0.7873386749999991
Muconate:CJ522_fructose_glucose_gluconate:2.0,-4.26510631318799,1.0342328839999997
Muconate:CJ522_fructose_glucose_gluconate:3.0,-3.921424427086552,1.2171959249999995
Muconate:CJ522_glucose_gluconate:1.0,-4.50186848585976,0.5844716189999994
Muconate:CJ522_glucose_gluconate:2.0,-3.1268688689656954,0.8343459349999991
Muconate:CJ522_glucose_gluconate:3.0,-2.74630761731908,0.6442439849999992
Muconate:CJ522_gluconate:1.0,-4.338381913935984,0.4680086679999995
Muconate:CJ522_gluconate:2.0,-3.3022988594375344,0.5265145379999998
Muconate:CJ522_gluconate:3.0,-4.85569770720384,0.4307573859999998
Muconate:CJ522_glucose:1.0,-4.053910983266595,0.6797095509999993
Muconate:CJ522_glucose:2.0,-3.930869929475592,0.9715796869999992
Muconate:CJ522_glucose:3.0,-4.72257479953824,0.6120947329999993
Muconate:GB032_fructose:1.0,-2.5124097923452933,1.0766165289999998
Muconate:GB032_fructose:2.0,-1.896125739608824,0.9613314739999996
Muconate:GB032_fructose:3.0,-2.949915562973145,1.588678882
Muconate:GB032_fructose_glucose:1.0,-4.38932116840195,1.2147322679999997
Muconate:GB032_fructose_glucose:2.0,-4.099629702773138,1.4767518199999996
Muconate:GB032_fructose_glucose:3.0,-4.182617483294742,0.9753367539999998
Muconate:GB032_fructose_glucose_gluconate:1.0,-5.042281611765778,1.3386722999999998
Muconate:GB032_fructose_glucose_gluconate:2.0,-3.701633470334034,1.0666084039999992
Muconate:GB032_fructose_glucose_gluconate:3.0,-5.426621046083397,1.160466723
Muconate:GB032_glucose_gluconate:1.0,-3.3800651733418827,0.8781219459999994
Muconate:GB032_glucose_gluconate:2.0,-2.725674230623584,1.1864717029999996
Muconate:GB032_glucose_gluconate:3.0,-2.01757462583289,1.1063807049999994
Muconate:GB032_gluconate:1.0,-2.2239243328315776,0.8443633969999995
Muconate:GB032_gluconate:2.0,-3.1822290918161853,0.9842453589999992
Muconate:GB032_gluconate:3.0,-2.522156757618752,0.3581811819999991
Muconate:GB032_glucose:1.0,-2.7937307595064254,1.324102451999999
Muconate:GB032_glucose:2.0,-2.8298045827893272,1.1920465229999992
Muconate:GB032_glucose:3.0,-3.507232264783436,1.4266287169999998
Muconate:GB045_fructose:1.0,-2.161491118664677,1.480038842
Muconate:GB045_fructose:2.0,-1.6055041145853035,1.3998072549999998
Muconate:GB045_fructose:3.0,-2.432845271699397,1.382705723
Muconate:GB045_fructose_glucose:1.0,-0.6079465770791057,1.0104067239999992
Muconate:GB045_fructose_glucose:2.0,-0.3891267163117942,0.5813330889999992
Muconate:GB045_fructose_glucose_gluconate:1.0,-3.01854313457944,1.5260902479999991
Muconate:GB045_fructose_glucose_gluconate:2.0,-3.78788523829736,1.8303539399999995
Muconate:GB045_fructose_glucose_gluconate:3.0,-4.301625189628312,1.4718178549999994
Muconate:GB045_glucose_gluconate:1.0,-2.240948364728246,1.264947125
Muconate:GB045_glucose_gluconate:2.0,-1.1411949477601084,1.4372720179999998
Muconate:GB045_glucose_gluconate:3.0,-1.162167518629893,1.3183569539999995
Muconate:GB045_gluconate:1.0,0.1531410954925653,0.2471109029999993
Muconate:GB045_gluconate:2.0,-0.1773030732680323,0.7083067929999993
Muconate:GB045_gluconate:3.0,-0.4773892740501578,0.8292534639999998
Muconate:GB045_glucose:1.0,-2.0402754421334035,0.9319357919999992
Muconate:GB045_glucose:2.0,-2.665149825927172,0.8583487449999998
Muconate:GB045_glucose:3.0,-2.741033369726872,1.294953809
Muconate:GB062_fructose:1.0,-3.737733414734114,0.2969263509999997
Muconate:GB062_fructose:2.0,-3.954276458996184,0.2314629699999999
Muconate:GB062_fructose:3.0,-3.9987595466732295,0.6446168049999992
Muconate:GB062_fructose_glucose:1.0,-4.061208598151,0.3182376509999995
Muconate:GB062_fructose_glucose:2.0,-4.593208837204611,0.3490997269999996
Muconate:GB062_fructose_glucose:3.0,-3.831723844549273,0.4951741399999996
Muconate:GB062_fructose_glucose_gluconate:1.0,-3.106775966551199,1.034237299
Muconate:GB062_fructose_glucose_gluconate:2.0,-4.613497134628823,0.9227053379999992
Muconate:GB062_fructose_glucose_gluconate:3.0,-3.6076807105235935,0.8379055889999991
Muconate:GB062_glucose_gluconate:1.0,-2.486440220368792,0.9353358359999993
Muconate:GB062_glucose_gluconate:2.0,-3.314802224268904,0.7116600829999999
Muconate:GB062_glucose_gluconate:3.0,-3.845282200612321,0.7248085249999994
Muconate:GB062_gluconate:1.0,-2.700695830764209,0.2919232639999993
Muconate:GB062_gluconate:2.0,-5.017498122535117,0.4555226979999993
Muconate:GB062_gluconate:3.0,-3.753128987917114,0.918140759
Muconate:GB062_glucose:1.0,-2.9658274088346683,0.8160154959999995
Muconate:GB062_glucose:2.0,-1.974900805459136,0.7337144739999992
Muconate:GB062_glucose:3.0,-2.362110304422184,0.8869174919999994
Muconate:KT2440_fructose:1.0,-1.3472772254539809,1.0805533669999994
Muconate:KT2440_fructose:2.0,-0.7387703801533939,0.7575826779999995
Muconate:KT2440_fructose:3.0,0.2767079185744865,0.6935352639999994
Muconate:KT2440_fructose_glucose:1.0,0.2849465382042383,0.3790915479999999
Muconate:KT2440_fructose_glucose:2.0,1.0071643868464328,0.3737276219999996
Muconate:KT2440_fructose_glucose:3.0,0.3454666061132054,0.1515705559999993
Muconate:KT2440_fructose_glucose_gluconate:1.0,-0.3035730066940679,0.0248535779999992
Muconate:KT2440_fructose_glucose_gluconate:2.0,1.3389101727489687,-0.1721767310000004
Muconate:KT2440_fructose_glucose_gluconate:3.0,0.8889988188347339,-0.3331582530000005
Muconate:KT2440_glucose_gluconate:1.0,-0.2670507517769038,-0.0438262230000008
Muconate:KT2440_glucose_gluconate:2.0,0.9226236018456812,0.4666787919999997
Muconate:KT2440_glucose_gluconate:3.0,1.7646395268062858,0.3597617269999995
Muconate:KT2440_gluconate:1.0,-0.6086943977636456,0.4119331659999998
Muconate:KT2440_gluconate:2.0,-0.147962807970735,-0.0436964190000006
Muconate:KT2440_gluconate:3.0,0.6319311157228461,-0.2219969170000002
Muconate:KT2440_glucose:1.0,-0.1066468799719633,-0.1401877200000001
Muconate:KT2440_glucose:2.0,0.0622459435495895,-0.0551423470000003
Muconate:KT2440_glucose:3.0,0.0444009366845934,0.1953300669999995
Multistress:Control:1.0,-0.5631616147033373,-0.1688820253333336
Multistress:Control:2.0,0.380682391350396,0.0149464146666664
Multistress:Control:3.0,0.1824792244985795,0.1539356106666662
Multistress:NaCl_7min:1.0,0.3755246984510964,-0.4997808493333338
Multistress:NaCl_60min:1.0,-1.3170581464522877,-1.2062647763333336
Multistress:NaCl_7min:2.0,-0.0842530922553207,-1.0381957133333335
Multistress:NaCl_60min:2.0,-1.92311170837308,-0.7186616153333336
Multistress:NaCl_7min:3.0,-0.1201716653798899,-0.710573661333334
Multistress:NaCl_60min:3.0,-2.261156973512814,-1.0726112243333334
Multistress:Imipenem_7min:1.0,-2.3801090559498177,0.3235471786666659
Multistress:Imipenem_60min:1.0,-1.6215431869794776,0.2559803186666665
Multistress:Imipenem_7min:2.0,-0.6558246525629601,-0.0896958883333338
Multistress:Imipenem_60min:2.0,-1.9525352965135483,-0.0552067113333336
Multistress:Imipenem_7min:3.0,-0.1410187780678413,-0.0837399523333335
Multistress:Imipenem_60min:3.0,-0.2922529180477218,-0.2385715763333333
Multistress:H2O2_7min:1.0,-0.3027620871101827,0.6405427346666661
Multistress:H2O2_60min:1.0,-3.1855438841036947,0.4290710926666659
Multistress:H2O2_7min:2.0,0.7439959565049438,0.3693401946666661
Multistress:H2O2_60min:2.0,-3.2483037057706805,0.5259768176666659
Multistress:H2O2_7min:3.0,-0.5309832631856968,0.0949818526666659
Multistress:H2O2_60min:3.0,-1.6808250327317251,1.129688391666666
Myristic_acid:Control:1.0,1.1539614832296972,-0.2356110926666668
Myristic_acid:Control:2.0,-0.6313527003852765,0.1132573813333337
Myristic_acid:Control:3.0,-0.5226087816935459,0.1223537113333339
Myristic_acid:Myristic_acid:1.0,-0.968178762383428,-0.3134387206666664
Myristic_acid:Myristic_acid:2.0,-0.3710934948773172,-0.2081182136666663
Myristic_acid:Myristic_acid:3.0,-0.83843617421549,0.0455692333333335
Phase:WT_Tr:1.0,4.194110025055596,-0.0534012970000006
Phase:WT_Tr:2.0,3.367663764976078,-0.6167137500000006
Phase:WT_Ex:1.0,-0.0114462371984236,-0.088115031
Phase:WT_Ex:2.0,0.0114462367546478,0.088115031
Phase:WT_Tr:3.0,2.0425869895103257,0.1761836459999992
Phase:WT_Tr:4.0,1.7873660684887336,0.3204908229999992
Phase:WT_St:1.0,1.6011519545774129,-0.0955900630000003
Phase:WT_St:2.0,-0.2136906155533177,0.3041940399999996
RelA:Control:1.0,-0.1564691248896335,0.119891608333333
RelA:Control:2.0,0.069904463297276,-0.0554787476666671
RelA:Control:3.0,0.0865646614814269,-0.0644128606666667
RelA:Del_relA:1.0,-1.4767171514565165,0.260423293333333
RelA:Del_relA:2.0,-1.7096582282097763,0.0719030703333327
RelA:Del_relA:3.0,-1.959178254154176,0.5727402083333333
RelA:Del_relA_lignin:1.0,5.43354872905424,1.1710672423333328
RelA:Del_relA_lignin:2.0,4.839161023766318,1.0890401563333327
RelA:Del_relA_lignin:3.0,5.018185469874314,1.1544598553333332
Zn:Zn_ion:1.0,2.9092998988968493,-0.0184693473333332
Zn:Zn_ion:2.0,3.0475921673310493,-0.0422124613333334
Zn:Zn_ion:3.0,1.808831054823754,-0.2556400123333331
Zn:Control:1.0,-0.0021738832523186,0.1276891916666667
Zn:Control:2.0,0.0269958638330013,-0.0900426973333328
Zn:Control:3.0,-0.0248219819623787,-0.037646494333333
ZnO:Control:1.0,0.1673028014143864,0.2061075529999998
ZnO:Control:2.0,-0.167302801270575,-0.2061075529999998
ZnO:Nano:1.0,0.3083446227646025,0.0308368699999999
ZnO:Nano:2.0,0.4583089724847417,-0.0082174950000002
ZnO:Nano:3.0,0.0080957583894133,-0.0815337989999998
ZnO:Zn_ion:1.0,0.1838705326448891,0.0663827929999998
ZnO:Zn_ion:2.0,0.1760357756994341,0.1797146359999999
ZnO:Zn_ion:3.0,-0.193005581046047,-0.1473590879999999
