,A,GlpR
42c__42c_ale8__1,0.4736170066,-0.330187442
42c__42c_ale9__1,0.1127014333,0.475039423
42c__42c_ale10__1,-0.6228623637,-0.7100532730000001
ssw__wt_ac__1,-3.035381856,-1.070306958
ssw__wt_glc__1,0.25976637210000003,-0.0049433540000000005
ssw__wt_glyc__1,1.7110850648,-0.37123411300000003
ssw__wt_xyl__1,-2.6624246803,-1.57046481
ssw__glc_ale1__1,-1.5199289728,-0.203856756
ssw__glc_ale2__1,-2.9644207849,-0.966998079
ssw__glc_ale3__1,-1.9460247687,-1.287364835
ssw__glyc_ale1__1,-0.4282665805,-0.13121143300000002
ssw__glyc_ale2__1,-2.3499765345,-0.992577963
ssw__xyl_ale1__1,-1.5163137952999999,-0.36006729200000004
ssw__xyl_ale2__1,-1.9406447284000001,-0.25526925300000003
ssw__xyl_ale3__1,-1.0655523004,-0.344516567
ssw__glc_ac_ac2__1,-3.6087024423000003,-1.5522769790000002
ssw__glc_ac_glc1__1,0.1761154564,-1.2686728760000001
ssw__glc_glyc_glc__1,1.9074943173,-1.897700498
ssw__glc_glyc_glyc__1,-1.1085968085,-1.931153138
ssw__glc_xyl_glc__1,-2.5488228391,-0.8172944050000001
ssw__glc_xyl_xyl__1,-1.0486111086,-0.5668599280000001
ica__wt_glc__1,-0.5595079136000001,-1.23124187
ica__wt_glc__2,-0.355590034,-1.162757389
ica__wt_glc__3,0.8564142597000001,-0.9901835720000001
ica__wt_glc__4,0.2185989045,-1.195954057
ica__arg_sbt__1,-1.6939318145,-1.528180593
ica__arg_sbt__2,-3.2989533336,-1.270961893
ica__cytd_rib__1,-3.137810676,-2.241838438
ica__cytd_rib__2,-2.288691944,-2.101720037
ica__gth__1,-0.2152772868,-1.329295289
ica__gth__2,0.8427847021,-0.7702354370000001
ica__leu_glcr__1,-1.602935465,-1.146669498
ica__leu_glcr__2,-1.268173768,-1.2203529340000001
ica__met_glc__1,-0.8364716757,-1.275664063
ica__met_glc__2,-0.9022297092,-1.261745044
ica__no3_anaero__1,-1.0921812949,-1.5122890039999999
ica__no3_anaero__2,-1.1991915524,-1.399776562
ica__phe_acgam__1,-0.6809481753000001,-1.164851755
ica__phe_acgam__2,-0.3323104276,-1.074839196
ica__thm_gal__1,-1.9845063793,-1.188940304
ica__thm_gal__2,-1.3094374534,-1.005169026
ica__tyr_glcn__1,-0.5461924736,-1.235228672
ica__tyr_glcn__2,-0.8140166518,-1.150305394
ica__ura_pyr__1,-0.7286045675,-1.364621626
ica__ura_pyr__2,-1.8962468338,-1.335382343
ica__wt_glc__5,-0.4868079528,-1.024161821
ica__wt_glc__6,-0.49816871900000004,-0.985055007
ica__bw_delpurR_cytd__1,-0.33822914870000004,-1.047027155
ica__bw_delpurR_cytd__2,0.1074198776,-0.9591620730000001
ica__ade_glc__1,0.2308130244,-0.9921211520000001
ica__ade_glc__2,-0.4020386715,-0.9578064230000001
ytf__wt_glc__1,-0.45457089580000004,-1.028978315
ytf__wt_glc__2,-0.9939931569,-1.076767622
ytf__delyafC__1,-2.9007703768,-1.302289735
ytf__delyafC__2,-2.6472533739,-1.365766067
ytf__delyeiE__1,-1.7501740021,-0.5602020050000001
ytf__delyeiE__2,-1.3190349421,-0.616914331
ytf__delyiaJ__1,-3.1671972952,-1.378983058
ytf__delyiaJ__2,-2.8595379971,-1.470334693
ytf__delyieP__1,-2.5512774923,-1.110405271
ytf__delyieP__2,-1.0787052789,-1.268023057
ytf__wt_ph5__1,-0.2121480436,-0.9808921060000001
ytf__wt_ph5__2,0.10473190780000001,-0.8338710920000001
ytf__wt_ph8__1,0.5847770699,-0.9193239550000001
ytf__wt_ph8__2,-0.4383164265,-0.976345938
ytf__delybaO__1,-3.986530662,-1.624385693
ytf__delybaO__2,-3.3595606422,-1.269982564
ytf__delybaQ__1,-0.0579394758,-1.106748563
ytf__delybaQ__2,-0.5005265449,-0.904087964
ytf__delybiH__1,0.1474415041,-1.5298214520000002
ytf__delybiH__2,-0.9757400730000001,-1.607655628
ytf__delydcI_ph5__1,0.2733325935,-0.9467292620000001
ytf__delydcI_ph5__2,0.3450294311,-0.836315596
ytf__delydcI_ph8__1,0.12377112720000001,-0.8726686870000001
ytf__delydcI_ph8__2,-0.5193944169,-1.262049692
ytf__delyddM__1,0.5935157457,-0.732400115
ytf__delyddM__2,1.0579317326,-0.68616779
ytf__delyheO__1,-3.4688368801,-1.6912771430000002
ytf__delyheO__2,-3.4753931034,-1.344137267
fps__bw_glc__1,-0.7541206838000001,-0.9394622850000001
fps__bw_glc__2,-0.91353575,-1.093616152
fps__fps_thrA_ale1__1,-0.7567290429,-0.681174224
fps__fps_thrA_ale1__2,-1.2756369759,-0.7739284590000001
fps__fps_thrA_ale2__1,-0.9199081298,-0.779300053
fps__fps_thrA_ale2__2,-0.8027744679000001,-0.70313178
fps__fps_serB_ale1__1,0.1543724027,-0.826971443
fps__fps_serB_ale1__2,0.22012759880000002,-0.7468777390000001
fps__fps_serB_ale4__1,0.6201727218,-0.998309772
fps__fps_serB_ale4__2,1.2925867617,-0.916107972
fps__fps_ptsI_ale1__1,-5.278150957,-1.518042997
fps__fps_ptsI_ale1__2,-4.9265119264,-1.3362301109999999
fps__fps_ptsI_ale3__1,-3.9967971921,-1.220355245
fps__fps_ptsI_ale3__2,-4.3145458551,-1.326056315
pal__lyx_ale2_f6__1,-4.0275845081,-1.098516101
pal__lyx_ale2__1,-4.1994708165,-0.626949502
pal__lyx_ale2__2,-4.0818736325,-0.593922288
pal__lyx_ale4__1,-3.6243406621,-1.054358465
pal__lyx_ale4__2,-4.6839023514,-1.040247515
pal__5drib_ale10_f18__1,-5.7831131994,-1.1217678
pal__5drib_ale10_f18__2,-5.1807802433,-1.125088657
pal__5drib_ale10__1,-5.5050021068,-0.739093632
pal__arab_ale14_f9__1,-0.9521207587,-0.763021595
pal__arab_ale14_f9__2,-1.4088669959,-0.8317769380000001
pal__arab_ale14__1,-1.3005500173,-0.7771742110000001
pal__arab_ale14__2,-2.2713349309,-0.8029038740000001
pal__arab_ale16__1,-3.3931773888,-0.308677554
pal__arab_ale16__2,-3.9622407868,-0.505049704
pal__tartr_ale26_f10__1,-3.7158102007,-0.864440681
pal__tartr_ale26_f10__2,-4.2937122635,-1.138193908
pal__tartr_ale26__1,-2.9694453215000003,-0.900017006
pal__tartr_ale26__2,-3.6578015441,-0.9127629030000001
pal__tartr_ale28_f10__1,-4.3637714257999995,-1.222144951
pal__tartr_ale28_f10__2,-4.5398999509,-1.200211864
pal__tartr_ale28__1,-3.3338315712,-1.079483642
pal__tartr_ale28__2,-3.2787475962,-0.842160165
efeU__delmenFentC_citr__1,-0.3015769882,-1.13739056
efeU__delmenFentC_citr__2,-1.4121227968,-1.128522759
efeU__delmenFentC__1,0.0631397424,-1.186268605
efeU__delmenFentC__2,0.37964459970000003,-1.123125892
efeU__menFentC_ale39__1,-3.1652636741,-1.7249671800000002
efeU__menFentC_ale39__2,-2.9650012572,-1.779302809
efeU__menFentC_ale29__1,-1.7325795194,-1.070486643
efeU__menFentC_ale29__2,-1.1437018342,-1.098697842
efeU__menFentC_ale30__1,0.9802236067000001,-0.714746022
efeU__menFentC_ale30__2,0.445061743,-0.790718753
efeU__menFentCubiC_ale36__1,0.6668587479,-0.749090068
efeU__menFentCubiC_ale36__2,0.4675393083,-0.664728902
efeU__menFentCubiC_ale37__1,0.1832411725,-0.560838503
efeU__menFentCubiC_ale37__2,0.1019232595,-0.7817858520000001
efeU__menFentCubiC_ale38__1,-2.3647879568,-0.6492109420000001
efeU__menFentCubiC_ale38__2,-1.4615676132,-0.8741335480000001
misc2__salc_glc__1,-0.0219405428,-0.9368265750000001
misc2__salc_glc__2,0.40670916290000003,-0.7069336770000001
misc2__dbcn_glc__1,0.7198561747000001,-0.8985417720000001
misc2__dbcn_glc__2,1.7043836111,-0.911382816
misc2__tyr_glc__1,1.3052522422,-1.062090037
misc2__tyr_glc__2,1.1239681907,-0.9217179790000001
misc2__arg_cytd__1,-0.1630741796,-0.8585983770000001
misc2__arg_cytd__2,0.48982753510000004,-0.888464804
misc2__delyheO_pyr__1,-2.7572673158,-0.9158523110000001
misc2__delyheO_pyr__2,-2.4316591815,-1.245480754
nquinone__delubiC__1,-1.2209147461,-1.057939637
nquinone__delubiC__2,-0.2192173615,-1.130849596
nquinone__ubiC_ale1__1,-0.4098585892,-0.6307086590000001
nquinone__ubiC_ale1__2,-0.2225261745,-0.897103336
nquinone__ubiC_ale2__1,-0.550434544,-0.797428028
nquinone__ubiC_ale2__2,-0.5045589275,-0.9402087360000001
nquinone__ubiC_ale3__1,1.7415660651,-1.443955576
nquinone__ubiC_ale3__2,1.8062976604,-1.302424108
nquinone__ubiC_ale4__1,-0.5122886184000001,-0.984808042
nquinone__ubiC_ale4__2,-0.1325353538,-0.9376989330000001
nquinone__delpdhR__1,0.5220402125,-0.912311183
nquinone__delpdhR__2,0.8395860916000001,-1.095802599
quinone__glu_ale4__1,0.2719422775,-0.7296594860000001
quinone__glu_ale4__2,-0.6403304075,-0.752773514
quinone__delmenF__1,0.6083873069,-1.09032134
quinone__delmenF__2,0.08438179900000001,-1.083059106
quinone__menF_ale5__1,-1.8880213432000001,-1.5130529080000001
quinone__menF_ale5__2,-1.5990125006,-2.041372953
quinone__menF_ale6__1,-1.8059721844,-1.692005017
quinone__menF_ale6__2,-2.6308870408000002,-1.692399599
quinone__menF_ale7__1,-3.3605917610000002,-1.619581796
quinone__menF_ale7__2,-3.3150378960999998,-1.6426365490000001
quinone__menF_ale8__1,-3.3542139495,-1.9984054599999999
quinone__menF_ale8__2,-2.1307023661,-2.0881464
quinone__delmenFubiC__1,0.2595940261,-1.143619366
quinone__delmenFubiC__2,0.6284337130000001,-1.055059846
quinone__menFubiC_ale1__1,-2.7022637111,-1.838766793
quinone__menFubiC_ale1__2,-2.5822993158000003,-1.918724155
quinone__menFubiC_ale2__1,-2.8515527174,-1.86400751
quinone__menFubiC_ale2__2,-3.1653140467,-1.908189968
quinone__menFubiC_ale3__1,0.5299113498,-0.804374299
quinone__menFubiC_ale3__2,0.4686881928,-1.067378479
quinone__menFubiC_ale4__1,-1.1128234045,-1.593906348
quinone__menFubiC_ale4__2,-1.0451886779,-1.247644313
oxyR__wt_glc__1,-0.1579827124,-0.5516543740000001
oxyR__wt_glc__2,-0.0205595623,-0.699269044
oxyR__wt_h2o2__1,-0.3781140637,-0.653255746
oxyR__wt_h2o2__2,-0.2032017979,-0.42942742500000003
oxyR__glu_ale4__1,0.21981632180000002,0.15457537400000002
oxyR__glu_ale4__2,-0.1144328767,0.126812321
oxyR__glu_ale4_h2o2__1,-0.1702576325,0.09696378600000001
oxyR__glu_ale4_h2o2__2,-0.1336727748,-0.08776752900000001
oxyR__oxyR_ale17__1,-0.8576673725,0.186885617
oxyR__oxyR_ale17__2,-0.7522459401,-0.028457366
oxyR__oxyR_ale17_h2o2__1,-0.8592322279,0.042497093
oxyR__oxyR_ale17_h2o2__2,0.2897883609,0.34616640800000004
oxyR__oxyR_ale18__1,-0.3188013105,-0.438886873
oxyR__oxyR_ale18__2,-0.2871032516,-0.354735307
oxyR__oxyR_ale18_h2o2__1,-0.9358602062,-0.323210694
oxyR__oxyR_ale18_h2o2__2,-0.3223211782,-0.19975869000000002
oxyR__oxyR_ale19__1,-0.19546368220000002,0.08792976100000001
oxyR__oxyR_ale19__2,-0.5479628109,0.19587541600000002
oxyR__oxyR_ale19_h2o2__1,0.0260564156,0.16044841
oxyR__oxyR_ale19_h2o2__2,0.2755122998,0.13052475700000002
oxyR__oxyR_ale20__1,-1.2420562889,0.9056956260000001
oxyR__oxyR_ale20__2,-1.1613648826,0.845616692
oxyR__oxyR_ale20_h2o2__1,-0.9861297581,0.557401464
oxyR__oxyR_ale20_h2o2__2,-1.1154801462,0.536823617
svns_pgi__BmePgi24_15__1,-1.3674515266,-0.550011252
svns_pgi__BmePgi24_15__2,-0.7100248711,-0.45508072400000005
svns_pgi__BmePgi24_26__1,-1.188491349,-0.494066983
svns_pgi__BmePgi24_26__2,-1.4589114657,-0.594858667
svns_pgi__BmePgi24_41__1,-0.7635959951,-0.052922692
svns_pgi__BmePgi24_41__2,-0.5952332806,-0.530959653
svns_pgi__BmePgi24_52__1,-1.1365515682,-0.46363825300000006
svns_pgi__BmePgi24_52__2,-1.0207604553,-0.662964698
svns_pgi__PaePgi2_34__1,-1.108512662,-0.303898802
svns_pgi__PaePgi2_34__2,-1.5081563907,-0.36519837200000005
svns_pgi__PaePgi2_63__1,-1.5292381653,-0.275536908
svns_pgi__PaePgi2_63__2,-1.5503042959000002,-0.174937274
svns_pgi__PaePgi24_54__1,-0.6805476624,-0.381707173
svns_pgi__PaePgi24_54__2,-0.6255973288000001,-0.37122145100000004
svns_pgi__PaePgi24_90__1,-0.4558504843,-0.455420021
svns_pgi__PaePgi24_90__2,-0.2053210966,-0.256678579
abx_media__m9_ctrl__1,0.0910338302,-0.945205092
abx_media__m9_ctrl__2,0.4910370093,-1.000636376
abx_media__rpmi_ctrl__1,-2.9362131864,-1.1439346989999999
abx_media__rpmi_ctrl__2,-2.4776107215,-0.6289949370000001
abx_media__camhb_ctrl__1,-4.0914512606,-0.9609363580000001
abx_media__camhb_ctrl__2,-4.0487873825,-1.017461242
abx_media__m9_mero__1,0.8711166822,-1.085423769
abx_media__m9_mero__2,0.09345073250000001,-1.134886085
abx_media__rpmi_mero__1,-3.3531219107,-1.149149459
abx_media__rpmi_mero__2,-3.5257270644,-1.271512226
abx_media__camhb_mero__1,-3.4680584531,-1.268850967
abx_media__camhb_mero__2,-3.7307797913,-1.159563304
abx_media__m9_trisulf__1,0.9866572167000001,-0.8534896460000001
abx_media__m9_trisulf__2,0.44321457340000003,-0.840509135
abx_media__rpmi_trisulf__1,-2.0234095014,-0.814883813
abx_media__rpmi_trisulf__2,-1.9818312598,-0.9188137430000001
abx_media__camhb_trisulf__1,-1.8329327943,-0.018803984000000003
abx_media__camhb_trisulf__2,-1.7835637837,-0.13776839400000002
abx_media__m9_cef__1,-0.16628231170000002,-1.190645435
abx_media__m9_cef__2,-0.3210039893,-1.061329291
abx_media__rpmi_cef__1,-2.002849859,-0.6000638570000001
abx_media__rpmi_cef__2,-1.8490063565,-0.49511849100000005
abx_media__camhb_cef__1,-1.5498878802,-0.501673875
abx_media__camhb_cef__2,-2.0311558814,-0.68894458
abx_media__m9_cipro__1,0.7217038474,-0.537222501
abx_media__m9_cipro__2,0.6722482172,-0.860101526
abx_media__rpmi_cipro__1,-2.0605793661,-0.266421353
abx_media__rpmi_cipro__2,-2.857862619,0.14514705900000002
abx_media__camhb_cipro__1,-2.372843264,-0.9082584370000001
abx_media__camhb_cipro__2,-2.0473296409,-0.744077909
hot_tale__42c_ale3_30c__1,0.2333785925,-1.469251066
hot_tale__42c_ale3_30c__2,-0.4200606334,-1.376331953
hot_tale__42c_ale3_37c__1,1.1552413967,-1.085349645
hot_tale__42c_ale3_37c__2,0.5146298108,-0.966885604
hot_tale__42c_ale3_44c__1,-1.7224448645,-0.304625986
hot_tale__42c_ale3_44c__2,-1.3690585521,-0.333626337
hot_tale__hot_ale3_mid_30c__1,-0.8680476431,-1.236484282
hot_tale__hot_ale3_mid_30c__2,-0.36989056130000003,-1.09508222
hot_tale__hot_ale3_mid_37c__1,0.5587540412,-1.004271515
hot_tale__hot_ale3_mid_37c__2,-0.9996439965,-0.9863172550000001
hot_tale__hot_ale3_mid_44c__1,-2.4535510018,-0.26087096200000004
hot_tale__hot_ale3_mid_44c__2,-2.0247220963,-0.6346904090000001
hot_tale__hot_ale3_30c__1,-0.6901853904,-1.47023838
hot_tale__hot_ale3_30c__2,0.0271002683,-1.4267258630000001
hot_tale__hot_ale3_37c__1,0.0513666907,-1.095330464
hot_tale__hot_ale3_37c__2,-0.4993631684,-1.134791104
hot_tale__hot_ale3_44c__1,-2.3569335758,-0.9334801660000001
hot_tale__hot_ale3_44c__2,-0.6096665061000001,-0.627441103
hot_tale__hot_ale4_30c__1,0.3591250499,-1.7157246499999999
hot_tale__hot_ale4_30c__2,0.37461635870000004,-1.470364595
hot_tale__hot_ale4_37c__1,-0.2787025414,-1.328440845
hot_tale__hot_ale4_37c__2,-0.6556268964,-0.9484461080000001
hot_tale__hot_ale4_44c__1,-0.2824081797,-0.365717516
hot_tale__hot_ale4_44c__2,-1.3990799024,-0.8129193450000001
hot_tale__hot_ale8_30c__1,-0.08771413260000001,-1.462851517
hot_tale__hot_ale8_30c__2,-0.1384627201,-1.268263498
hot_tale__hot_ale8_37c__1,0.23900491880000002,-1.1405408160000001
hot_tale__hot_ale8_37c__2,-0.2632170273,-0.939206984
hot_tale__hot_ale8_44c__1,-0.14897221830000001,-0.095223394
hot_tale__hot_ale8_44c__2,-0.28806182480000003,-0.25001950500000003
hot_tale__hot_ale9_mid_30c__1,-0.2433317897,-1.171764966
hot_tale__hot_ale9_mid_30c__2,-0.3605518775,-1.2524812170000001
hot_tale__hot_ale9_30c__1,-0.7668812273000001,-1.334148999
hot_tale__hot_ale9_30c__2,-0.5784464501000001,-1.261712342
hot_tale__hot_ale9_mid_37c__1,-0.6293469749,-1.087271169
hot_tale__hot_ale9_mid_37c__2,-1.1873117547,-0.9115261330000001
hot_tale__hot_ale9_37c__1,-0.20543463350000002,-1.152085171
hot_tale__hot_ale9_37c__2,0.035544025800000004,-1.302768062
hot_tale__hot_ale9_mid_44c__1,-0.7192571038000001,-0.32619303600000005
hot_tale__hot_ale9_mid_44c__2,-0.6980977639,-0.199195522
hot_tale__hot_ale9_44c__1,-0.224391952,-0.5721530140000001
hot_tale__hot_ale9_44c__2,-0.6313329750000001,-0.51065745
hot_tale__hot_ale10_30c__1,-0.054877547000000006,-1.113651177
hot_tale__hot_ale10_30c__2,0.20505181360000002,-1.196123328
hot_tale__hot_ale10_37c__1,-0.3671428994,-1.270044507
hot_tale__hot_ale10_37c__2,-0.1997003511,-1.168242011
hot_tale__hot_ale10_44c__1,-0.8514692702000001,-0.585241808
hot_tale__hot_ale10_44c__2,-0.9777198792,-0.41348572800000005
hot_tale__hot_ale16_30c__1,-0.2377259401,-1.467520736
hot_tale__hot_ale16_30c__2,-0.08453271750000001,-1.240618557
hot_tale__hot_ale16_37c__1,-0.3490704792,-1.20467075
hot_tale__hot_ale16_37c__2,-0.3619756557,-1.040919679
hot_tale__hot_ale16_44c__1,-1.8998161196,-0.302643912
hot_tale__hot_ale16_44c__2,-1.9474797217000002,-0.347591712
pdhr_ale__pdhR-13_51__1,-0.20985239600000002,-0.46374329700000005
pdhr_ale__pdhR-13_51__2,-1.2054477605,-0.623495208
pdhr_ale__pdhR-14_46__1,-0.48262952600000003,-0.763286012
pdhr_ale__pdhR-14_46__2,-0.20319471900000002,-0.8181448100000001
pdhr_ale__pdhR-15_51__1,-1.9900903300000001,-1.05436847
pdhr_ale__pdhR-15_51__2,-1.7457879397,-0.9613135220000001
pdhr_ale__pdhR-16_49__1,-1.6910323595999999,-1.073612474
pdhr_ale__pdhR-16_49__2,-0.8112639326000001,-0.8183174240000001
tcs__del_atoC_LiAcet__1,-2.6822589788,-1.5277928969999999
tcs__del_atoC_LiAcet__2,-2.5912054252,-1.190127997
tcs__del_atoC_LiCl__1,-2.3930884292,-1.227850625
tcs__del_atoC_LiCl__2,-1.7214987824999999,-1.324669394
tcs__del_atoC_m9__1,-2.5011045471999998,-1.3598439199999999
tcs__del_atoC_m9__2,-2.1945005115,-1.196667817
tcs__del_baeR_etoh__1,2.7655024532,-3.687042556
tcs__del_baeR_etoh__2,3.8504889786,-3.595362102
