,A,AtoC,RpoN
ecoli_00044,0.1997266876,-0.087552502,0.3284104245
ecoli_00045,0.3911385788,0.053453641,0.12483548650000001
ecoli_00046,0.4323799223,-0.216186396,0.1031144385
ecoli_00047,0.209762724,0.01823684,0.2262561375
ecoli_00048,-0.25968711,-0.174080552,0.2539545305
ecoli_00049,2.3416774442,-0.103451449,0.3646965855
ecoli_00050,0.43371473730000004,0.019463619,0.2962516995
ecoli_00051,0.34368178930000004,-0.34990036500000005,0.4666522205
ecoli_00052,-0.0272900332,-0.417088752,0.08866842550000001
ecoli_00053,0.5420850558,-0.33641933500000004,0.0568323675
ecoli_00054,4.9890141131,0.322283115,0.7135937785
ecoli_00055,4.2201099085,0.384911626,0.7710917565000001
ecoli_00056,1.9078938885,1.65663183,0.2626952735
ecoli_00057,0.5824209711,1.477082314,0.2125339715
ecoli_00058,0.8309189096,0.47594652400000004,-0.0719943285
ecoli_00059,0.9352630677,0.482932059,-0.1321674075
ecoli_00060,0.8451618943,-0.49444987300000004,0.08772091650000001
ecoli_00061,0.5959971078,-0.48171234300000004,0.0866318205
ecoli_00062,-0.6750009763,0.41440866800000004,0.13049388650000002
ecoli_00063,1.2606516632,0.387941429,0.0750394705
ecoli_00064,-0.07782533080000001,-0.36704300900000003,0.8458476445
ecoli_00065,0.8690733872,-0.20236135700000002,0.7361582905
ecoli_00066,0.6107554620000001,-0.43881584500000004,0.3376980425
ecoli_00067,0.0306544452,-0.779942207,0.3812324995
ecoli_00068,0.9491479986,-0.565938587,-0.23121805050000002
ecoli_00070,0.5396400049,-0.28471043700000004,-0.2809332425
ecoli_00071,1.1341610939,-0.397828318,-0.2902247825
ecoli_00072,-0.4953503643,-0.8232173380000001,-0.2054288275
ecoli_00073,1.4555236079,0.124604637,0.0389202145
ecoli_00074,0.8327639478000001,-0.48774708,0.0609900175
ecoli_00075,-0.57295507,0.9400275960000001,0.1072953325
ecoli_00077,0.1577287897,-0.647785264,0.0527145325
ecoli_00078,1.6936771385,-0.096491845,0.1089791855
ecoli_00079,0.46140473390000003,0.31413867700000003,0.2383428175
ecoli_00080,1.0919066469,-0.853041763,0.0018527365
ecoli_00081,0.9505514104,-0.289034958,-0.3356794605
ecoli_00082,1.0240209897,1.42513857,0.1917987605
ecoli_00083,0.9860344632,1.202893158,0.1532170935
ecoli_00084,0.5304783022,0.45898495400000006,0.2657675905
ecoli_00085,0.4965732164,0.600216811,0.3237425105
ecoli_00086,1.5300706892,0.982478002,-0.023381640500000002
ecoli_00087,1.163147989,1.034342475,-0.1429831305
ecoli_00088,0.7214900703,0.085635587,0.10736111150000001
ecoli_00089,0.44162526900000004,0.003218205,0.12499276150000001
ecoli_00090,0.1324317939,-0.146955137,-0.0261596815
ecoli_00091,-0.2596823038,0.103539322,-0.1007299425
ecoli_00092,0.281313132,1.016667011,-0.056968540500000005
ecoli_00093,1.0743466418,0.059663518000000006,0.22376482050000002
ecoli_00094,0.6151029114000001,1.168940971,-0.028158271500000002
ecoli_00095,-1.2615358948,1.5945164310000002,0.0103283685
ecoli_00096,1.6316510436,-0.26178609999999997,-0.1267133255
ecoli_00097,1.229766945,0.16407677,0.023719754500000002
ecoli_00098,-0.0327265149,0.96123534,-0.013294588500000001
ecoli_00099,0.6566736064,0.9563983930000001,-0.0162517615
ecoli_00100,0.6418981395000001,-0.43471406700000004,-0.5141145255
ecoli_00101,0.3049770538,-1.593742723,-0.2027603775
ecoli_00102,0.5399724504,-1.373746359,-0.22850633750000002
ecoli_00103,-0.2200235924,-0.208962262,-0.6724268015
ecoli_00104,-0.3601151664,-0.421511848,-0.5883223085
ecoli_00105,0.3678827729,0.174335126,-0.2614936275
ecoli_00106,-0.0726045287,0.498517191,-0.4111413085
ecoli_00107,-0.0958990643,0.62122513,-0.31615505250000003
ecoli_00108,0.8999402016,-0.0791294,0.6530569715
ecoli_00109,0.8358250267,0.029204473,0.6094381865
ecoli_00110,0.0201814973,-0.080241534,0.41063416150000004
ecoli_00111,0.052647014400000004,-0.45652647700000004,0.39263840650000004
ecoli_00112,0.552580971,-0.319706702,0.3384137365
ecoli_00113,1.2097195967,-0.42601063600000005,0.23901305750000001
ecoli_00114,0.5390952016,-0.41962044800000003,0.3881425055
ecoli_00115,-0.32080394230000003,-0.522979022,0.5417163865
ecoli_00116,0.4175266294,-0.238248372,0.48734105450000004
ecoli_00117,0.2973289742,-0.32399558100000003,0.6076043145000001
ecoli_00118,1.1329506559,-0.19767764100000002,0.4631423375
ecoli_00119,0.1915436024,-0.204381226,0.6373608285
ecoli_00120,0.589683796,-0.20369689,0.6669930295000001
ecoli_00121,0.8438023405,-0.288071623,0.5979555295
ecoli_00122,-0.46437594260000004,-0.436495886,0.4546922765
ecoli_00123,0.588583619,-0.255664283,0.47694144850000003
ecoli_00124,0.028114539,-0.162996572,0.4892179915
ecoli_00125,0.49747335260000003,-1.7551955110000002,-0.1601779305
ecoli_00126,-0.8324850987,-1.155110662,-0.2800279565
ecoli_00127,-0.216209263,-0.347951124,-0.6870798615
ecoli_00128,0.1488271106,-1.268331882,-0.5723060855000001
ecoli_00129,0.10308730270000001,-1.221535303,0.1635734905
ecoli_00130,-0.6283763655,-1.260976974,0.0031536635000000003
ecoli_00131,0.1534268806,-1.569303469,-0.2871971685
ecoli_00132,-0.610725508,-0.10730025,0.0244120205
ecoli_00133,-0.5175599657000001,0.45654614,0.3491200385
ecoli_00134,-0.4043868685,-0.8436266830000001,-0.3153191495
ecoli_00135,0.4128283696,-0.10644850900000001,0.09912298550000001
ecoli_00136,0.5504678796,-0.592149783,-0.1073433455
ecoli_00137,-0.1293557172,-0.09186865100000001,-0.2023175995
ecoli_00138,-0.23976259900000002,0.45679318300000005,0.8135905605
ecoli_00139,0.6938098473000001,-0.7149923340000001,0.32016739250000004
ecoli_00140,-0.34631227210000004,-0.16356114400000002,-0.0553719955
ecoli_00141,-0.0448188391,-0.14529555400000002,0.21542995750000002
ecoli_00142,-0.2822409247,0.39746266500000005,-0.2178078165
ecoli_00143,-0.606285172,-0.07374130200000001,-0.2212727485
ecoli_00144,2.1396497123,3.3686468830000003,-0.2125297985
ecoli_00145,2.2240715298,0.439108249,0.4108722805
ecoli_00146,1.0567006867,-0.5823632860000001,-0.7788251875000001
ecoli_00147,0.3624584262,-0.831483964,-0.0637925315
ecoli_00148,-0.049463930100000005,-0.6113134650000001,0.2370279345
ecoli_00149,-0.33724648360000004,0.221027723,-0.3120889155
ecoli_00150,0.41617300770000004,0.14072678900000002,0.2020547685
ecoli_00151,3.4862756105,-0.7201674020000001,-0.1082888095
ecoli_00152,1.6814037428000002,-0.37523841900000005,-0.1497820355
ecoli_00153,2.4198570284,0.40779845800000003,-0.3262490615
ecoli_00154,0.44676662770000003,0.227993248,-0.0901773505
ecoli_00155,2.7246819646000002,-0.407119019,-0.28990390050000003
ecoli_00157,1.5263161384,-0.9277476920000001,-0.2741644015
ecoli_00158,3.8986279071,-0.26985309500000004,-0.45250245850000004
ecoli_00159,0.8126746943000001,-1.040175233,-1.0410889935
ecoli_00160,1.4587527779,-0.9595954230000001,-0.8552477355
ecoli_00169,0.39672165810000004,-0.49341456600000005,-0.5082379055
ecoli_00170,-0.16984655440000002,-0.486014755,-0.4994340875
ecoli_00171,0.4097050813,-0.372248153,-0.1040741495
ecoli_00172,0.0783858383,-0.6391151340000001,-0.2792215905
ecoli_00173,4.4025098416,0.193594658,-0.2671002145
ecoli_00174,0.8886033157000001,0.205332346,-0.3823479205
ecoli_00175,0.2727058258,2.054275781,0.1386887865
ecoli_00176,2.0892990782,2.124805261,0.12476168450000001
ecoli_00177,1.0339387305,-0.090933966,0.3953586515
ecoli_00178,1.2922010753,-0.221704058,0.5102487215
ecoli_00179,-0.4176889313,-0.303066332,-0.2586659055
ecoli_00180,-0.0606843211,-0.348189526,-0.3374765535
ecoli_00181,-0.27848569630000003,-0.348087774,-0.8079442385000001
ecoli_00182,0.0769076457,-0.9202060190000001,-0.8131288585
ecoli_00183,-0.1732710314,-0.512129681,0.023476880500000002
ecoli_00184,-0.033788281,-0.5307444130000001,0.012221922500000001
ecoli_00185,0.053575457,-0.5428815810000001,-0.5329956575
ecoli_00186,0.1476355626,-0.7795391220000001,-0.5109843565000001
ecoli_00187,0.1313629922,0.5191540330000001,-0.1857659965
ecoli_00188,0.7201272708,0.51720565,-0.0851485565
ecoli_00189,-0.18213407040000001,-0.52699862,-0.3903549005
ecoli_00190,-0.1831681974,-0.283431223,-0.3410315705
ecoli_00191,2.0943200087,0.08763933700000001,-0.3768134025
ecoli_00192,3.205403917,0.239621526,-0.4399327825
ecoli_00193,0.6619609014000001,-0.7611872590000001,-0.5177360115
ecoli_00194,0.317624864,-0.47036955700000005,-0.49115702850000004
ecoli_00195,-0.3748521108,-0.669698633,-0.7443637615
ecoli_00196,1.9598119579,-1.270862376,-0.7433956735
ecoli_00197,0.6197771832,-1.114746471,-0.7138325825
ecoli_00198,0.6481265125,-0.958558322,-0.8051262665000001
ecoli_00199,1.3167550121,-0.198388901,-0.2177005135
ecoli_00200,1.2831368876,-0.133053594,-0.1777278635
ecoli_00201,0.24369173100000002,0.5049881270000001,0.1175472515
ecoli_00202,1.0351524764,0.577688777,0.1546335705
ecoli_00203,0.0017223035,0.466780103,0.0250697845
ecoli_00204,0.1464136531,-0.029715565000000003,-0.1486100975
ecoli_00205,1.0480933439,0.50157338,0.08753290150000001
ecoli_00206,0.9889994673,0.34120737100000004,0.23139318550000001
ecoli_00207,0.18264777540000002,0.06942501100000001,0.21411362450000002
ecoli_00208,0.5118318424,0.01568547,0.2065327435
ecoli_00209,1.5672729954,0.204612221,-0.1566763185
ecoli_00210,1.3167027568,-0.35989661100000003,-0.1216764105
ecoli_00211,0.09957176,0.06643686800000001,-0.2880566235
ecoli_00212,1.2041400804,-0.315479451,-0.3517970845
ecoli_00213,0.9305338809,0.8652278360000001,0.08682374550000001
ecoli_00214,-0.27587759840000003,0.8238775960000001,0.11715476650000001
ecoli_00215,0.17977282660000002,-0.342819555,-0.36648127750000004
ecoli_00216,0.106313135,-0.141458086,-0.4210866755
ecoli_00217,1.6071404869,-0.39461305,-0.08041245350000001
ecoli_00218,0.8703285877,-0.044547199,0.1485691505
ecoli_00219,1.2614262434999999,-0.20147255400000003,-0.2860461955
ecoli_00220,1.0490845993,0.17636436600000002,-0.2915660545
ecoli_00221,0.5663556039000001,-0.33754727100000004,-0.19775634250000002
ecoli_00222,0.18142702500000002,-0.5187870330000001,-0.4303054455
ecoli_00223,1.2537544026,0.0046133120000000005,0.0436795175
ecoli_00224,1.1279473548,-0.291124808,0.0510243685
ecoli_00225,0.195296361,0.556594574,0.0094733505
ecoli_00226,0.0223030086,0.796223231,0.024496082500000002
ecoli_00227,0.5237819673,-0.5071176230000001,-0.5196136545
ecoli_00228,0.26199555820000003,-0.708023869,-0.6788874785
ecoli_00229,0.7330567503000001,-0.43758959300000005,-0.3205594465
ecoli_00230,0.9879576331000001,-0.19557969600000003,-0.42812930250000003
ecoli_00231,1.5915040399,-0.587302481,-0.4658414105
ecoli_00232,1.3145509289000001,-0.515664561,-0.4076242355
ecoli_00233,0.5205151373,-0.5285107450000001,-0.3878105415
ecoli_00234,0.6565889865,-0.26534061000000003,-0.3348743525
ecoli_00235,1.3828463672,-0.210959419,-0.1907283005
ecoli_00236,2.1380080998,0.153531324,0.10126346950000001
ecoli_00237,0.3407583369,0.30328752600000003,-0.8559759545000001
ecoli_00238,0.9309609150000001,0.610423524,-0.7988730515
ecoli_00239,1.2920372779,0.046008003000000006,-0.8056928055
ecoli_00240,0.5609702292000001,0.00030919300000000003,-0.8484199965
ecoli_00241,0.5832035108,0.8811382780000001,-0.3722573105
ecoli_00242,0.8408210543,1.132649993,-0.5214724065
ecoli_00243,1.6671807446,0.8304493580000001,-0.4881702405
ecoli_00244,0.9557020930000001,0.389914021,-1.0848582725
ecoli_00245,0.6606204753,0.430886429,-1.0038269125
ecoli_00246,1.7150366861,1.98974771,0.6129173255
ecoli_00247,1.7867413772,1.8522026820000002,0.6364002815
ecoli_00248,0.9617602693,2.142601812,0.013956801500000001
ecoli_00249,1.5420625145,0.08766895400000001,-0.3592717405
ecoli_00250,1.3872734248,0.045883545000000005,-0.2363246525
ecoli_00251,0.9129890691,0.16226632400000002,-0.6221584905
ecoli_00252,0.1308700814,0.04308877,-0.6037325335
ecoli_00253,1.0173784709,0.6635552450000001,-0.3419427795
ecoli_00254,1.1241313312,0.841569796,-0.20152948750000002
ecoli_00255,15.2663245907,1.968960709,-0.3747926055
ecoli_00256,16.0043231808,2.046862903,-0.35274892150000003
ecoli_00257,1.4810965529,1.744618806,-0.45010071150000003
ecoli_00258,1.3362955313,1.796512001,-0.3057581085
ecoli_00259,11.7543692041,0.514806471,-0.4779141955
ecoli_00260,9.1738050097,0.9060918640000001,-0.48248354050000003
ecoli_00261,1.0998610119,0.7794053390000001,-0.5465418105000001
ecoli_00262,1.0348758098,0.6575667940000001,-0.6007871505
ecoli_00263,1.8261011223999999,-0.504511672,-0.3912163105
ecoli_00264,0.750915332,-0.523448753,-0.5284220465
ecoli_00265,1.0774317318,0.060609806,0.08356590650000001
ecoli_00266,1.2303746879,-0.010278483000000001,0.053814073500000004
ecoli_00267,1.3282640355,-0.71707367,-0.3340089295
ecoli_00268,0.7695979849,-0.639668856,-0.2956222475
ecoli_00269,0.8285400139,-1.413894943,-0.0378373955
ecoli_00270,1.4632873553999999,-0.958798998,-0.0412327315
ecoli_00271,2.3510527927,-0.71649144,-0.7487878285
ecoli_00272,0.7006308187,-0.774091929,-0.7009630315000001
ecoli_00273,0.1957968726,0.039768877,-0.18203062050000002
ecoli_00274,0.863165613,-0.064317175,-0.2151145645
ecoli_00275,0.5302207441,0.029513151,-0.0737356045
ecoli_00276,0.6884014068000001,0.054014802,-0.0430306665
ecoli_00277,0.9454987041,-0.14906829600000002,-0.0768021715
ecoli_00278,1.1100787134,-0.274908415,-0.2355697055
ecoli_00279,-1.3504173284,-0.8824947390000001,0.1359028115
ecoli_00280,-0.7910253429,-1.014434272,0.44392921550000003
ecoli_00281,-0.0886895357,-0.95374032,-0.6235655355
ecoli_00282,-0.5926816409,-1.244262277,-0.4320346105
ecoli_00283,0.49100606100000005,-0.610078943,-0.2007496575
ecoli_00284,0.7198455116,-0.38850726,-0.1041754705
ecoli_00285,0.1958000312,-0.610319493,-0.6218984005
ecoli_00286,0.17050540990000002,-0.7193001170000001,-0.5839646795
ecoli_00287,1.7348007333000002,0.192560524,-0.45300003250000004
ecoli_00288,1.5027060478,0.19833006800000003,-0.5385766335000001
ecoli_00289,1.3702097259000001,-0.366144601,-0.3668799975
ecoli_00290,0.8619387245000001,-0.440923155,-0.3155679335
ecoli_00291,0.6807014878000001,-0.32888379300000004,-0.1009341795
ecoli_00292,1.0205085698,0.027581746,-0.2546691535
ecoli_00293,1.148731084,-0.46968233000000004,-0.40340550750000004
ecoli_00294,0.9940223081,-0.41868508800000004,-0.3678198875
ecoli_00295,1.0740275114,-0.842629468,-0.8875475355
ecoli_00296,0.7160265917,-0.743088113,-0.7537812915000001
ecoli_00297,1.2503855473,-0.23302291,-0.32932624050000003
ecoli_00298,2.0977959943,-0.040761107000000005,-0.1580608585
ecoli_00299,0.8323100517,-0.466650094,-0.6353274335
ecoli_00300,0.8430608690000001,-0.6283008090000001,-0.7252746255
ecoli_00301,-0.4534987281,-1.3434075189999999,-0.5979053565
ecoli_00302,0.8067997309,-0.879206802,-0.36403217250000003
ecoli_00303,1.492682924,-0.263323525,-0.1925102585
ecoli_00304,1.5468942584,-0.316422413,-0.4212613405
ecoli_00305,1.1470968057,-0.539014599,0.0905275655
ecoli_00306,1.244911617,-0.99275363,-0.028343522500000003
ecoli_00307,2.5235596452999998,-0.40875926300000004,-0.0886333495
ecoli_00308,0.7938399521,-0.245661134,0.0306147075
ecoli_00309,2.8862523362,0.36887279100000003,-0.0059721975
ecoli_00310,2.6578449085,0.23806053300000002,0.0742940055
ecoli_00311,1.0670637367,-0.431952449,-0.1555023795
ecoli_00312,1.9387582272000001,-0.26159303,0.0782791145
ecoli_00313,1.1112540173,0.031088893000000003,-0.2155050915
ecoli_00314,0.7193289014,-0.48255171500000005,-0.2042967585
ecoli_00315,1.4340227165,0.317029689,-0.1498709755
ecoli_00316,0.4358750897,0.258037778,-0.1392940585
ecoli_00317,1.412424868,0.065082894,0.0115364335
ecoli_00318,-0.2160928862,-0.090632655,0.0398572935
ecoli_00319,0.9968171151,-1.019823611,-0.5764822375
ecoli_00320,1.1465135047000001,-0.541381867,-0.4922614065
ecoli_00321,0.3821492423,-1.60958675,-0.32117187350000004
ecoli_00322,0.8538085581,-1.510351235,-0.2823155285
ecoli_00323,0.0442462781,-0.323264461,-0.6475323565000001
ecoli_00324,-0.0205261823,-0.502827715,-0.5660511595000001
ecoli_00325,-0.3907693722,-0.488956802,-0.6317375725000001
ecoli_00326,-0.1933991061,-0.322867579,-0.2562616105
ecoli_00327,-0.3438702596,-0.9782490720000001,-0.2800959135
ecoli_00328,0.022867021300000002,-0.73506693,-0.20979638350000002
ecoli_00329,-0.8128353697,-0.7355164590000001,-0.1113272695
ecoli_00330,0.16567360450000002,-0.773850354,-0.1168814145
ecoli_00331,0.36517576160000004,-0.515078181,-0.3211070615
ecoli_00332,0.16319609570000002,-0.614941485,-0.4334807255
ecoli_00333,0.086686151,-0.5183744220000001,-0.32854685850000004
ecoli_00334,0.2493735987,-0.510104012,-0.4067040685
ecoli_00335,-0.5138073547,-0.5816805180000001,-0.7690475815000001
ecoli_00336,-0.6363285854,-0.821594205,-0.7896709075
ecoli_00337,0.1424240997,-0.589372346,-0.5079082875
ecoli_00338,-0.3378840296,-0.753397764,-0.5136062095
ecoli_00339,-0.0156635917,-0.743726223,-1.0488298425
ecoli_00340,-0.7288493266,-0.260918164,-0.7677674225000001
ecoli_00341,-0.6641222288,-0.832075097,-1.0040422965
ecoli_00342,-0.32961257400000005,-0.831059356,-0.9743311685
ecoli_00343,0.9402946710000001,-0.502758198,-0.7348181785
ecoli_00344,2.1130872746,-0.718386631,-0.7374540895
ecoli_00345,0.115675996,-0.8616852340000001,-0.5476945355
ecoli_00346,0.3995861636,-0.490575476,-0.5966921155
ecoli_00347,0.8128537490000001,-0.177624249,-0.5030088485
ecoli_00348,0.6656416003,-0.349600124,-0.47050639050000004
ecoli_00349,0.6206374164,-0.577408825,-0.6809120685000001
ecoli_00350,0.6446186699,-0.527897528,-0.7789388945
ecoli_00351,0.1138030493,-0.9488977390000001,-0.5732511435000001
ecoli_00352,-0.1010609385,-0.6189715330000001,-0.7276872855000001
ecoli_00353,0.0484705875,-0.49083814900000006,-0.5727720955
ecoli_00354,0.1576209473,-0.41913904,-0.6420311575000001
ecoli_00355,-0.6968016975,-0.18242038200000002,-0.2539979485
ecoli_00356,-0.8202659431,0.29041257800000003,-0.2463934045
ecoli_00357,-0.4620496652,-0.287509457,-0.2773780415
ecoli_00358,-0.3781398904,-0.339638832,-0.2895602155
ecoli_00359,0.5533719032000001,-0.09450301300000001,-0.15440206550000002
ecoli_00360,0.40360422370000004,-0.186170058,-0.1285630515
ecoli_00361,0.6872630811,-0.324958042,-0.3563040015
ecoli_00362,-0.4416055893,-0.41194736400000004,-0.2940268075
ecoli_00363,0.8947543354,-0.7960866010000001,-0.19254825350000002
ecoli_00364,0.8263911103,-0.964836931,-0.0069729905
ecoli_00365,0.2552326509,-1.751433355,-1.4277807655
ecoli_00366,-0.1088713438,-1.471941667,-0.7138445255
ecoli_00367,1.0565813044,-1.9320523490000001,-1.6206768645
ecoli_00368,0.8035691143,-2.072989149,-1.5540019985
ecoli_00369,0.4271915975,-1.52413493,-0.6042016265
ecoli_00370,0.5465618198000001,-1.18320117,-0.32353194750000003
ecoli_00371,0.5943886581,-1.947542387,-1.1787768155
ecoli_00372,0.2534789657,-1.945995205,-1.2187590125
ecoli_00373,1.3000086761,-2.881176646,-1.8631709255
ecoli_00374,1.7646626415000002,-2.020256058,-1.6599600125
ecoli_00375,0.9247386345,-1.021626167,0.2735606665
ecoli_00376,0.6911477364,-1.192363398,0.2572504015
ecoli_00377,0.4441604589,-1.8805146860000002,-0.5835285005
ecoli_00378,0.7096329609,-1.9983763410000002,-0.5953394565
ecoli_00379,-0.2853586202,-2.019988582,-0.5203182055
ecoli_00380,0.5763880172,-2.101613884,-0.5073662345000001
ecoli_00381,0.7006739693,-0.7808596210000001,0.0852633545
ecoli_00382,0.9115153614,-1.223853282,0.1457137845
ecoli_00383,0.29472734700000003,-1.741887893,-0.2890664925
ecoli_00384,0.46887927770000004,-1.592535481,-0.18241129250000002
ecoli_00385,0.17531787100000001,-2.156341242,-0.5600824835
ecoli_00386,-0.5398970945,-2.006592677,-0.6767745725000001
ecoli_00387,-0.21468554950000002,-0.65172057,0.43428186150000003
ecoli_00388,0.7044499265,-0.929328731,0.4325959225
ecoli_00389,0.1908809093,-1.764677662,-0.5331122905
ecoli_00390,-0.0936619923,-2.028546739,-0.6723085365
ecoli_00391,0.0395566028,-2.006237126,-0.8066460445
ecoli_00392,0.6234522299,-2.206987455,-0.7385115715
ecoli_00393,0.2777182451,-1.121498698,-0.4863226565
ecoli_00394,1.0289567517,-0.756213526,-0.5547234925
ecoli_00395,0.22970228150000002,-0.562936552,-0.4694425855
ecoli_00396,0.12069679600000001,-0.579607243,-0.44796744450000003
ecoli_00397,1.4547423545,0.216955311,-0.0295299795
ecoli_00398,2.1749091535,0.27804996200000004,0.0063114185
ecoli_00399,2.6557228826,-0.46418239200000005,-0.0866435655
ecoli_00400,2.2904487125,-0.7485718560000001,-0.10088509450000001
ecoli_00401,1.1187551226,-0.713666839,-0.5291750435
ecoli_00402,-0.3057275035,-0.832597382,-0.8200618455
ecoli_00403,2.1461647095,-0.5038480200000001,-0.5761194285
ecoli_00404,1.9927360936,-0.07409189000000001,-0.4985162905
ecoli_00405,1.7274475987,-0.438252525,-0.3221970535
ecoli_00406,0.6919727842000001,-0.48229357900000003,-0.2184577975
ecoli_00407,0.8022074263000001,-0.660853608,-0.7110767065
ecoli_00408,1.3238997332,-0.620316506,-0.6720003175
ecoli_00409,0.9209275369000001,-0.394359979,-0.6911875015000001
ecoli_00410,1.0877819551,-0.20229982900000001,-0.5796304535
ecoli_00411,0.023476214000000002,-1.022151419,-0.6668791315
ecoli_00412,-0.1449508622,-1.034774586,-0.5694105275
ecoli_00413,0.2836506263,-0.8588506250000001,-0.7970919045
ecoli_00414,1.2152111706,-0.854790677,-0.8461084205
ecoli_00415,0.250533175,-0.032097401000000005,-0.19908843750000002
ecoli_00416,0.8514965291000001,0.010969554000000001,-0.4070465515
ecoli_00417,1.7926694495,-0.34251601600000003,-0.5594960895000001
ecoli_00418,0.2724677621,-0.73332082,-0.5038592885000001
ecoli_00419,0.6941390566,-0.591342557,-0.6562123495000001
ecoli_00420,-0.1980108261,-0.516462693,-0.6598558995
ecoli_00421,1.7962423778,0.124324318,-0.0738277085
ecoli_00422,1.8146116812000002,0.075879474,-0.12185689350000001
ecoli_00423,1.480212054,-0.912787085,-0.4791588485
ecoli_00424,0.8036464723000001,-0.682495892,-0.4254981295
ecoli_00425,-0.0122597183,-1.442041847,-0.7666888895
ecoli_00426,-0.1546431182,-1.622948992,-0.7144685355
ecoli_00427,0.5704293672,-0.688498656,-0.8098953175
ecoli_00428,0.2004392247,-0.662206049,-0.7267048265
ecoli_00429,0.3916490244,-1.520173706,-0.8316562655
ecoli_00430,0.5216967836,-1.767100874,-0.7900438585
ecoli_00431,0.4491052445,0.12898072100000002,-0.15745627850000002
ecoli_00432,1.2361152743,0.134409747,-0.1742302655
ecoli_00433,-0.0750723043,-1.049873506,-0.3817692005
ecoli_00434,1.3002109104000001,-0.7656477810000001,-0.4245381205
ecoli_00435,0.46078015370000003,-0.745433601,-0.40481923750000004
ecoli_00436,0.5211606968,-0.6888348870000001,-0.3913237745
ecoli_00437,1.1663989721,-0.7402457560000001,-0.8734479885
ecoli_00438,1.1438602161,-0.6972135420000001,-0.8586481575
ecoli_00439,2.4318255349,0.24467743400000003,-0.5614283555
ecoli_00440,3.2113101654,-0.07612191700000001,-0.4530128035
ecoli_00441,0.6331775338,-0.944263382,-0.5154001985000001
ecoli_00442,0.06817608850000001,-1.07481818,-0.4354985195
ecoli_00443,0.8464905047,-0.888699946,-0.8158610125
ecoli_00444,0.6917004088,-0.590289092,-0.8157719835
ecoli_00445,2.3452110914,-0.15656777,-0.4651136655
ecoli_00446,1.7460201487,-0.34400482800000004,-0.3570846035
ecoli_00447,0.2842855677,-0.432898539,-0.6523027445
ecoli_00448,0.2726266992,-0.45036764,-0.6094151285
ecoli_00449,0.9040954246,-0.542428225,-0.42264461950000004
ecoli_00450,0.7583171567,-0.469748953,-0.4752205505
ecoli_00451,1.0324883264,-0.309328991,-0.6224597265
ecoli_00452,0.7293197803,-0.5081491,-0.5870771115
