,A,PspF,RpoN,ihfB
pcoli__atASMT_325G__1,4.5322392541,0.358260536,-0.3027139525,0.22948868500000003
pcoli__atASMT_325G__2,3.9827627640000003,0.402777912,-0.2294121175,0.23820617500000002
pcoli__bpTDC__1,3.5322391141000002,0.5326595,-0.6752084325000001,0.514330825
pcoli__bpTDC__2,3.5869553903,0.41955238300000003,-0.7001562895,0.370737925
pcoli__BRCA__1,5.1672067996,0.5056109910000001,-0.6758072755,0.083314765
pcoli__BRCA__2,5.4454399313,0.22269822600000003,-0.6667562165,0.069082845
pcoli__BRCActrl__1,3.194373749,0.7886205810000001,-0.2244549285,0.18947349500000002
pcoli__BRCActrl__2,2.6452941295,0.885203786,-0.23038316350000002,0.133589245
pcoli__BRCAswap__1,4.6177652107,0.15608391700000002,-0.4698841735,0.917496175
pcoli__BRCAswap__2,4.2564797855,0.30006999900000003,-0.34259508050000004,1.035549985
pcoli__btAANAT__1,3.3237867299,0.164668117,-0.34609081950000004,0.5520848150000001
pcoli__btAANAT__2,3.4324167632,0.27749696900000004,-0.29315443950000003,0.555115985
pcoli__btASMT__1,3.2782185481,0.16341217800000002,-0.4103532495,0.686704335
pcoli__btASMT__2,3.082068785,0.195641581,-0.4097902645,0.7940552550000001
pcoli__CC1__1,3.2711671485,0.070605893,-0.010625480500000001,1.138283835
pcoli__CC1__2,2.7820508412000002,0.11504589700000001,0.1026944045,1.028434795
pcoli__ccCOMT__1,4.2282242622,0.282615961,-0.3790837845,0.410782715
pcoli__ccCOMT__2,4.0851817474,0.300349393,-0.3653819715,0.35958486500000003
pcoli__ckDDC__1,2.9684129805,0.293662299,-0.0390298085,1.098912665
pcoli__ckDDC__2,2.6202588918,0.35424879800000003,-0.0708471245,0.8824161150000001
pcoli__CNTF_belt__1,4.0422389414,0.441174165,-0.1678207175,0.47925305500000004
pcoli__CNTF_belt__2,3.0816908653,0.48945456400000004,-0.1215239885,0.6728564450000001
pcoli__cobPNMT__1,4.4294936459,0.20636289800000002,-0.2834546405,0.284564975
pcoli__cobPNMT__2,4.2742523091,0.051844473,-0.2936915055,0.28185787500000004
pcoli__cvPhhB__1,4.4395786459,0.558602762,-0.1554430345,0.254282775
pcoli__cvPhhB__2,4.0757581277,0.392044231,-0.1909206545,0.485982265
pcoli__ggAANAT__1,4.1384380129,0.357268951,-0.4381272775,0.260959535
pcoli__ggAANAT__2,4.3233774991,0.238996539,-0.5072351155,0.295162105
pcoli__ggTPH__1,3.7740220831,0.163383797,-0.3236103265,0.224120605
pcoli__ggTPH__2,4.3464465641,0.16088807100000002,-0.3152281775,0.11325776500000001
pcoli__hsAANAT__1,2.3979193867,0.148181116,0.3772275345,1.246747625
pcoli__hsAANAT__2,3.1606695805,0.14891863,0.4713452045,1.262952225
pcoli__hsASMT__1,3.6340740671000002,0.047737565,-0.49914643150000004,0.464873735
pcoli__hsASMT__2,3.0071383067,0.161440094,-0.5765470325000001,0.37343606500000004
pcoli__hsPNMT_mb__1,3.9616990963000003,0.202219692,-0.2218257805,0.291465275
pcoli__hsPNMT_mb__2,4.364407621,0.222607344,-0.26260565550000003,0.276043525
pcoli__hsTPH__1,5.1236166596,0.190830193,-0.5524234145,0.064708835
pcoli__hsTPH__2,4.1834053065,0.19812848900000002,-0.6181498235,0.09849440500000001
pcoli__hsTPH_E2K__1,2.3060949201,0.67411608,-0.2863432065,0.9019469250000001
pcoli__hsTPH_E2K__2,2.2761004,0.755246509,-0.2234836775,0.8548870150000001
pcoli__hsTPH_E2K_N91I_P99C__1,4.7415532061,0.20843930200000002,-0.5789815825,0.24889085500000002
pcoli__hsTPH_E2K_N91I_P99C__2,5.0065177574,0.06724603700000001,-0.6365236015,0.167138795
pcoli__hsTPH_N158trunc__1,2.0002041398,0.9858278810000001,-0.3627711165,0.30525573500000003
pcoli__hsTPH_N158trunc__2,2.3173816395999998,0.949216052,-0.3556979195,0.36285334500000005
pcoli__hsTPH_N174trunc__1,3.9363954201,0.36787363300000003,-0.3680545135,0.9229170050000001
pcoli__hsTPH_N174trunc__2,3.3509846404,0.6142499370000001,-0.2477449405,0.6854901050000001
pcoli__hsTPH_Ntermtrunc__1,3.7735522232000003,0.924923467,0.1857449145,1.094570805
pcoli__hsTPH_Ntermtrunc__2,4.5585715379,0.5449126830000001,-0.1397556565,1.385971565
pcoli__hsTPH1__1,3.7534089437000002,0.23949008100000002,-0.2050005615,0.893005295
pcoli__hsTPH1__2,3.8758673310000002,0.172097296,-0.2403741175,0.8963619450000001
pcoli__MBP__1,5.3316662207,0.761023377,-0.5625685945000001,0.107615625
pcoli__MBP__2,4.5105844875,1.207229259,-0.20587615450000002,0.8126329750000001
pcoli__msCOMT__1,4.580846142,0.41372995500000004,-0.6013450635,0.146692115
pcoli__msCOMT__2,4.6457526522,0.39112200700000005,-0.5111193215000001,0.008338235000000001
pcoli__ocAANAT__1,3.8922899552,0.194023575,-0.4546311475,0.343833905
pcoli__ocAANAT__2,3.5633788774,0.169761923,-0.47544337550000004,0.31392150500000005
pcoli__osTDC_K374H__1,4.1772694342,0.635292364,0.0990366065,1.283960655
pcoli__osTDC_K374H__2,4.5470561847,0.5132093990000001,-0.0413608685,1.646649845
pcoli__osTDC_K374L__1,3.7211891511,0.68848982,-0.3635768115,-0.0025753950000000003
pcoli__osTDC_K374L__2,3.3001952228,0.753682187,-0.38040332450000003,0.044617885
pcoli__osTDC_K374Q__1,3.9813158118,0.27929523100000003,-0.3731952155,0.7409232450000001
pcoli__osTDC_K374Q__2,3.7887247738000003,0.19565927600000002,-0.28678619050000004,0.7893113850000001
pcoli__osTDC_L360V__1,3.9358325736,0.43708152800000005,-0.5622381075,0.213034735
pcoli__osTDC_L360V__2,3.120571956,0.583820825,-0.5448340115,0.286647295
pcoli__pmTPH__1,4.2445035789,0.370713454,-0.5518908805,-0.542287796
pcoli__pmTPH__2,2.8304338097,0.36094573700000004,-0.6164907045,-0.41813227500000005
pcoli__RFC__1,4.8251071606,0.18613758300000002,-0.4496087445,-0.042492765
pcoli__RFC__2,4.4401178788,0.214307566,-0.49740478050000003,-0.05563172500000001
pcoli__RFCctrl__1,3.639418637,0.013688729,0.3518467965,1.244599755
pcoli__RFCctrl__2,3.6305038025,-0.36208676100000003,0.4238499325,1.195212395
pcoli__RFCnopause__1,3.7974319900999998,0.069740327,0.35059642350000003,1.277978395
pcoli__RFCnopause__2,2.6028618976,0.26797181000000003,0.3138272545,1.2688223650000001
pcoli__RFCpluspause__1,3.2001208868,0.430688344,0.3502177365,0.7064890450000001
pcoli__RFCpluspause__2,3.3447198992000002,0.581349004,0.4558035455,0.7123646450000001
pcoli__rnCOMT_sol__1,3.305767101,0.24454689000000002,0.3690663845,1.321847665
pcoli__rnCOMT_sol__2,3.8784801922,-0.082902442,0.3895514205,1.358654825
pcoli__rnPNMT__1,3.4145411379,0.289989276,-0.6220706795000001,-0.138566415
pcoli__rnPNMT__2,3.2519179434,0.49913558,-0.6767325695,-0.260910865
pcoli__rnTDC__1,4.8304974497,0.186854242,-0.49460908750000004,0.15724927500000002
pcoli__rnTDC__2,4.4315788505,0.294262032,-0.4172348825,0.24430457500000002
pcoli__rnTDC_trunc__1,4.8767750792,0.6182447,-0.1512001095,0.35363555500000005
pcoli__rnTDC_trunc__2,4.0434999869,0.7751475040000001,-0.0181514145,0.359096935
pcoli__saCOMT_T2A__1,4.4681517932,0.5011495890000001,-0.2972588865,0.20285039500000002
pcoli__saCOMT_T2A__2,4.2408410251,0.595263655,-0.2248034465,0.17900243500000002
pcoli__sfCOMT__1,4.7920442018,0.172741799,-0.8157619265,0.018296925000000002
pcoli__sfCOMT__2,4.7167289436,0.17315961400000002,-0.7753620785,-0.126603595
pcoli__sgAANAT_D63G__1,4.3282613379,0.12276822,-0.33266990550000003,0.21465630500000002
pcoli__sgAANAT_D63G__2,3.4003444269,0.19143035700000002,-0.32475625150000004,0.056648645000000004
pcoli__ssDDC__1,4.3266058864,0.19717530500000002,-0.45473696150000004,0.579620345
pcoli__ssDDC__2,3.2751927231,0.431640383,-0.4467050085,0.548219425
pcoli__TP53B__1,3.9207723325,0.289928204,-0.1882296565,0.479602405
pcoli__TP53B__2,4.2190949069,0.223040442,-0.062310198500000004,0.5183036950000001
pcoli__WT__1,3.2529553232,0.803812686,0.2519647185,1.518822565
pcoli__WT__2,3.2722488174,0.796312864,0.2920224275,1.598293755
cck__glu_ale4__1,3.1587260766,0.378102684,-0.28184503850000003,0.842483995
cck__glu_ale4__2,3.8681616428,-0.001302916,-0.8375191875,0.388702445
cck__cck_ale1__1,3.4498022464,-0.12586998100000002,-0.8755422445000001,0.128377715
cck__cck_ale1__2,2.8642623425,-0.31594113,-0.8478276895,0.157465675
cck__cck_ale2__1,3.3255840601,0.06222169,-0.9475169255,0.013104265
cck__cck_ale2__2,3.5818214455,0.045807174000000006,-0.8894887965,-0.029159615000000003
cck_pgi__gmos_delpgi__1,3.9172735068,0.168887544,0.0065715535000000005,0.27706467500000004
cck_pgi__gmos_delpgi__2,3.3308154984,0.193196892,0.2952120125,0.050797045000000006
cck_pgi__pgi_ale1__1,3.0629295591,0.38823228,0.0335448455,0.190522785
cck_pgi__pgi_ale1__2,3.4852707394,0.185106664,-0.3289632545,0.026093085000000002
cck_pgi__pgi_ale2__2,3.4246102655,0.340155829,-0.1639050735,0.44689495500000004
cck_pgi__pgi_ale3__1,3.006388755,0.303328295,0.007994069500000001,0.310244735
cck_pgi__pgi_ale3__2,3.4997153729,0.028426958000000002,-0.40173492250000004,-0.08744309500000001
cck_pgi__pgi_ale4__1,3.485177973,-0.018190647,-0.3176374205,0.5186149950000001
cck_pgi__pgi_ale4__2,3.6340440932,-0.49664593100000004,-0.9078056795,0.035103995
cck_pgi__pgi_ale4__3,4.0638694013,-0.460362037,-0.8691407145000001,0.074921925
cck_pgi__pgi_ale5__1,4.1717650807,0.464255322,-0.0448260425,0.387921505
cck_pgi__pgi_ale5__2,3.6472194862,0.11206795500000001,-0.5316725625000001,0.089578665
cck_pgi__pgi_ale6__1,3.3985060991,0.273153837,-0.13411185050000002,0.6129683850000001
cck_pgi__pgi_ale6__2,3.7752298940999998,0.195138264,-0.4775874075,0.15115166500000002
cck_pgi__pgi_ale7__1,2.8607079484,0.325656376,-0.1441814945,0.7453702050000001
cck_pgi__pgi_ale7__2,2.9145890868,-0.041807255,-0.5893052335,0.295785625
cck_pgi__pgi_ale8__1,3.4615606654,0.26580733300000003,-0.2548413645,0.703560815
cck_pgi__pgi_ale8__2,3.089915261,-0.026406944,-0.5838333585000001,0.249876495
cck_sdh__gmos_delsdhCB__1,0.6484243963,0.360964253,0.0623602315,1.046529055
cck_sdh__gmos_delsdhCB__2,0.3583513916,0.741026657,0.056222137500000005,0.9514397750000001
cck_sdh__sdh_ale1__1,3.087912296,0.41008272300000004,-0.3702040085,0.8348676650000001
cck_sdh__sdh_ale1__2,3.4326869634,0.292679134,-0.5853429765,0.837305095
cck_sdh__sdh_ale2__1,2.8581656706,0.18967661700000002,-0.6505461315000001,0.667542205
cck_sdh__sdh_ale3__2,3.4320566397,0.09949366200000001,-0.5475108445,0.733626585
cck_sdh__sdh_ale3__1,3.4869737647,0.053241964,-0.5961471685,0.568807075
cck_sdh__sdh_ale3__3,3.2264006523,0.18893557400000002,-0.6008778045000001,0.5951379450000001
cck_pts__gmos_delptsHIcrr__2,4.9680386257,-0.027670079,-0.1563252765,-0.327138825
cck_pts__gmos_delptsHIcrr__1,4.9583123128,0.17057272,-0.2022130325,-0.247118355
cck_pts__pts_ale1__2,5.617342014,-0.012212499,-0.2654163195,0.44672369500000003
cck_pts__pts_ale1__1,5.7575018405,0.043958641,-0.2265341555,0.47335884500000003
cck_pts__pts_ale2__2,3.1178326145,-0.39186090100000004,-0.8789651625,0.051775695000000004
cck_pts__pts_ale2__1,2.5994266556,-0.21520238300000002,-0.9101878965,0.0058354850000000005
cck_pts__pts_ale3__2,5.8279137317,-0.6337230970000001,-0.9609956225,-0.651264758
cck_pts__pts_ale3__1,5.3245909566,-0.51069466,-0.7625850225,-0.32246742500000003
cck_pts__pts_ale4__2,2.7072075215,-0.009158847000000001,-0.9130500165000001,0.08030092500000001
cck_pts__pts_ale4__1,2.5208798827,-0.045424563,-0.9932835145000001,0.09726459500000001
cck_gnd__gmos_delgnd__1,1.5964742065,0.31672272700000004,-0.1830543285,1.048444065
cck_gnd__gmos_delgnd__2,1.7422995981,0.331692979,-0.1204056705,1.207673445
cck_gnd__gnd_ale1__1,2.2393110702,-0.35080842,-0.8071900495000001,0.16689092500000002
cck_gnd__gnd_ale1__2,2.8068619074,-0.259309133,-0.8075885545,0.200658835
cck_gnd__gnd_ale2__1,3.3120223619,-0.278295771,-0.8632410745,0.186564275
cck_gnd__gnd_ale2__2,3.0829691688,-0.080737292,-0.7118772435,0.14256685500000002
cck_gnd__gnd_ale3__1,3.0085027596,-0.068611208,-0.7625813295,0.259075495
cck_gnd__gnd_ale3__2,2.8668695433,-0.148627808,-0.7222617405,0.22985128500000002
cck_tpiA__gmos_deltpiA__1,4.9203937295,0.521843489,-0.5274534285,-0.14978443500000002
cck_tpiA__gmos_deltpiA__2,5.3971577284,0.594749814,-0.7828259425,-0.244867415
cck_tpiA__tpiA_ale1__1,2.7269423602,0.45179167200000003,-0.33171512950000004,0.506975205
cck_tpiA__tpiA_ale1__2,3.1777080095,0.524030597,-0.2405007045,0.504270635
cck_tpiA__tpiA_ale2__1,3.6813005983,0.413662493,-0.42912548450000004,0.5628485750000001
cck_tpiA__tpiA_ale2__2,3.6694993534,0.11560376300000001,-0.5798692935,0.446366925
cck_tpiA__tpiA_ale3__1,3.9561607697000003,0.30151008900000004,-0.4509718735,0.521839385
cck_tpiA__tpiA_ale3__2,4.9033037513,0.21656486300000002,-0.4706106745,0.621347145
cck_tpiA__tpiA_ale4__1,2.7373146602,0.454135502,-0.28283903250000003,0.371361985
cck_tpiA__tpiA_ale4__2,3.122433171,0.36152394600000004,-0.2615874805,0.416004335
acid_tale__acid_ale1_pH7__1,4.0921980971,-0.029333639,-1.1434939765,-0.118275265
acid_tale__acid_ale1_pH7__2,3.9622789744,-0.107678862,-1.0954794625,-0.09381905500000001
acid_tale__acid_ale1_pH5__1,0.0742739895,0.7156780460000001,-0.22479323450000002,-0.043575325000000005
acid_tale__acid_ale1_pH5__2,0.0311825501,0.66410669,-0.3639794045,-0.050591175
acid_tale__acid_ale2_pH7__1,4.1592801754,0.225865212,-0.8097514835,-0.13953246500000002
acid_tale__acid_ale2_pH7__2,4.4238700559,0.180430112,-0.7847996785,-0.084533575
acid_tale__acid_ale2_pH5__1,5.1587215403,0.346957269,-0.6090815945,-0.14809028500000002
acid_tale__acid_ale2_pH5__2,3.9287064827,0.47447150400000004,-0.6521726465000001,-0.20983636500000002
acid_tale__low_Mg_ale_pH7__1,4.046757924,0.13920242900000002,-0.8886906245,-0.22948815500000003
acid_tale__low_Mg_ale_pH7__2,3.9219205334,0.227797724,-0.8849519425,-0.305050535
acid_tale__low_Mg_ale_pH5__1,4.5188797036,0.518284967,-0.5974948625000001,0.33864483500000003
acid_tale__low_Mg_ale_pH5__2,5.0875323161,0.378118465,-0.5990323295000001,0.352936165
acid_tale__MES_ale_pH7__1,3.621557572,-0.071781325,-0.8479203105,-0.179845215
acid_tale__MES_ale_pH7__2,3.564628102,-0.075219003,-0.8574053305,-0.133927275
acid_tale__MES_ale_pH5__1,2.270144154,0.41353715900000004,-0.6288421885000001,0.17805272500000002
acid_tale__MES_ale_pH5__2,1.9208287748,0.632917591,-0.35688139950000003,0.5808612550000001
acid_tale__gmos_pH7__1,3.999718558,0.120781172,-0.8300912035,-0.12245240500000001
acid_tale__gmos_pH7__2,3.8122798743,0.00281033,-0.7878773665000001,-0.11016321500000001
acid_tale__gmos_pH5__1,2.9637553882,0.42384873,-0.4982351705,0.258050795
acid_tale__gmos_pH5__2,3.0068931104,0.41988885200000003,-0.44691374850000004,0.214724405
adnB__wt_adn__1,14.746007473,-0.8365651970000001,-0.0801798185,0.525156825
adnB__wt_adn__2,11.4881183306,-0.5547013310000001,-0.5635753085,-0.230701535
adnB__delydhB_adn__1,17.055007774,-0.227370077,-0.33522521250000004,0.7912719850000001
adnB__delydhB_adn__2,13.4913609594,-0.5854839270000001,-0.0202607985,0.263191565
ytf2__wt_glc__1,4.6058041413,-0.072137489,0.0265213165,0.049464605
ytf2__wt_glc__2,4.0070808001,-0.24774426900000002,-0.1403242235,0.228083955
ytf2__ybcM_glc__1,3.780986674,0.031617164,-0.3575453595,0.6497454850000001
ytf2__ybcM_glc__2,3.9898225526,0.142842981,-0.23443426650000002,0.597850285
ytf2__ydhB_glc__1,3.3274391028,-0.140426653,-0.2876658005,0.7921500050000001
ytf2__ydhB_glc__2,3.553300439,0.027434243,-0.19440356250000002,0.687099105
ytf2__yfeC_glc__1,3.4248006899,-0.30425055100000004,-0.2966178795,0.459227755
ytf2__yfeC_glc__2,3.7367208418,-0.07816118400000001,-0.2533718325,0.594893945
ytf2__yciT_glc__1,4.1231753329,-0.041355458000000005,-0.37620577250000004,-0.048493855
ytf2__yciT_glc__2,4.5795884796,-0.185518821,-0.4171447105,-0.077813195
ytf2__ydiZ_glc__1,4.4996890001,-0.126169145,-0.4454550105,-0.258789885
ytf2__ydiZ_glc__2,4.2622045655,-0.034870661000000004,-0.4394860775,-0.312792925
ytf2__ynfL_glc__1,3.9991898929,-0.071079448,-0.2071152765,0.42990684500000004
ytf2__ynfL_glc__2,3.6459532276,0.196836054,-0.1979544145,0.347088265
misc2__dellon_glc__1,2.8407266113,0.228948484,-0.0423634065,0.251723305
misc2__dellon_glc__2,2.1842134871,0.051885448,-0.6271038335,0.612739765
ytf3__wt_glc2__1,3.6802488201,-0.08470770300000001,-0.2973758145,-0.215305075
ytf3__wt_glc2__2,3.3539599549,-0.035264250000000004,-0.2686383705,-0.21921100500000001
ytf3__wt_pH7_lactate__1,3.6759050075,0.020766917000000003,-0.3025577295,-0.35766615500000004
ytf3__wt_pH7_lactate__2,4.1765648217999995,-0.002097943,-0.3075298135,-0.386588745
ytf3__wt_pH55_lactate__1,4.351366154,-0.11918237100000001,-0.2713144085,0.24783653500000002
ytf3__wt_pH55_lactate__2,4.2227629324,-0.082577177,-0.1981763815,0.23684876500000002
ytf3__wt_pH55_HCl__1,3.5267541845,0.096007169,-0.1437790375,0.055893475000000005
ytf3__wt_pH55_HCl__2,4.2130327718,0.019323151,-0.0864600845,0.10318142500000001
ytf3__dyieP_pH7__1,3.9921880367,0.007498544,-0.2839299685,-0.056106615000000006
ytf3__dyieP_pH7__2,3.8582377833,-0.124685922,-0.3086236345,-0.07265621500000001
ytf3__dyieP_pH55__1,4.6836615516,-0.19834981100000001,-0.2746889305,-0.24658312500000001
ytf3__dyieP_pH55__2,3.4501123389,0.010904915000000001,-0.1811969235,-0.565017465
