,A,YgbI
rpoB__rpoBE546V_lb__2,4.7429718733,0.0120860185
rpoB__rpoBE546V_glc__1,0.44680293390000003,-0.48459542850000004
rpoB__rpoBE672K_glc__1,1.1895214217,-1.4504006635
rpoB__rpoBE672K_glc__2,1.5865231053,-1.0267997825
rpoB__rpoBE672K_lb__1,2.3483379139,-1.0693673675
rpoB__rpoBE672K_lb__2,1.7150012618,-0.7401639735000001
crp__wt_fru__1,-0.3405634201,0.10274232550000001
crp__wt_glyc__1,-0.0424506127,0.32983915150000004
crp__wt_glyc__2,-0.4338394585,0.2953776475
crp__delar1_glyc__1,0.7490981277000001,-0.7432408165000001
crp__delar1_glyc__2,1.1730733714000001,-0.9422106265
crp__delar1ar2_glyc__1,0.0801678326,-0.6202200605
crp__delar1ar2_glyc__2,0.6426872259,-0.9374331115000001
crp__delar1ar2_glyc__3,0.0411474536,-1.1541703745
crp__delar2_glyc__1,-1.3611463046,0.7307900645000001
crp__delar2_glyc__2,-1.9407314408,0.3834174315
crp__delar2_glyc__3,-1.7487143928000002,0.4333495935
crp__delcrp_fru__1,0.9290998259000001,-0.056672306500000005
crp__delcrp_fru__2,1.0100186826,-0.09377879950000001
crp__delcrp_fru__3,0.9237177404,0.06733114750000001
crp__delcrp_glc__1,0.23586257940000002,0.1878097265
crp__delcrp_glc__2,1.049576123,-0.0313282475
crp__delcrp_glc__3,0.6660296404,0.1642089135
crp__delcrp_glyc__1,0.062155269900000004,-0.12420597550000001
crp__delcrp_glyc__2,0.1616826764,-0.0094288885
crp__delcrp_glyc__3,-0.16133172510000002,-0.2366516995
glu__glu_ale3__1,1.6342370766,0.3699384605
glu__glu_ale4__1,0.0970747225,-0.3306494795
glu__glu_ale5__1,0.6300014684,-0.4132837145
glu__glu_ale6__1,0.4046846099,-1.4167348225
glu__glu_ale8__1,1.8142551786,-0.0267058795
glu__glu_ale9__1,1.4193190731,-0.1752989775
glu__glu_ale10__1,0.9823678484,-0.3143002165
42c__wt_42c__1,1.0943495458,-0.3099677525
42c__42c_ale1__1,1.252325788,-0.00016391150000000002
42c__42c_ale2__1,2.1360779366,-0.19278617850000002
42c__42c_ale3__1,0.8298179221,-0.1805640665
42c__42c_ale4__1,3.0358870574,0.0331595935
42c__42c_ale5__1,1.3117472604,-0.8203039625
42c__42c_ale6__1,0.1037790115,-0.4612389585
42c__42c_ale8__1,1.093548826,0.2108498305
42c__42c_ale9__1,0.8347172401,-0.5323498935000001
42c__42c_ale10__1,2.4643291223,-0.1859878745
ssw__wt_ac__1,1.7090427759,0.28892847450000003
ssw__wt_glc__1,-0.3532442676,-1.4666855994999999
ssw__wt_glyc__1,0.35758421760000003,1.0987779065
ssw__wt_xyl__1,0.5509567987,-0.22595239250000002
ssw__glc_ale1__1,0.4066450171,0.6943657955
ssw__glc_ale2__1,0.9776335671,0.3053713555
ssw__glc_ale3__1,1.0590795546,0.1301524815
ssw__glyc_ale1__1,-0.6503691878,0.6702187605000001
ssw__glyc_ale2__1,1.5179502254,-0.0282336525
ssw__xyl_ale1__1,2.2378746293,0.9037485115
ssw__xyl_ale2__1,0.9623810054,0.6720347365
ssw__xyl_ale3__1,2.8820338635000002,-0.0998614315
ssw__glc_ac_ac2__1,0.3036270982,-0.22311348550000001
ssw__glc_ac_glc1__1,0.9215670374,0.4668371685
ssw__glc_glyc_glc__1,1.7590543815,0.3960484675
ssw__glc_glyc_glyc__1,1.4281958677,0.6925594595
ssw__glc_xyl_glc__1,0.1672905037,0.3012280255
ssw__glc_xyl_xyl__1,1.6222805829,-0.1996633525
ica__wt_glc__1,0.27126844780000003,-0.7177838685
ica__wt_glc__2,0.5289359519,-0.7626096305000001
ica__wt_glc__3,0.6120317635,-0.3912386975
ica__wt_glc__4,0.2420519129,-0.4636397465
ica__arg_sbt__1,1.3060926362,-0.045232812500000004
ica__arg_sbt__2,0.38479196860000003,-0.3895766235
ica__cytd_rib__1,2.412422121,-0.41664372850000003
ica__cytd_rib__2,2.2471282106,-0.1062408195
ica__gth__1,1.9925291551000002,0.4945169855
ica__gth__2,1.3187207285,0.3858933795
ica__leu_glcr__1,-0.6377465702,-0.8356941685
ica__leu_glcr__2,-0.9669049827,-0.6539927225000001
ica__met_glc__1,0.3155726561,-1.4438523825
ica__met_glc__2,0.5603954271,-1.1095761265
ica__no3_anaero__1,-0.2759883916,-0.4989244565
ica__no3_anaero__2,-1.1710946755,-0.5898278085
ica__phe_acgam__1,0.0444113317,-1.0133989225
ica__phe_acgam__2,0.24982677220000002,-1.0310539445
ica__thm_gal__1,0.8125146974,0.0299475685
ica__thm_gal__2,0.6170831151,0.0955075715
ica__tyr_glcn__1,0.8099604638,-1.1450212085
ica__tyr_glcn__2,0.8278714695,-0.9301491145
ica__ura_pyr__1,0.9070271691,-0.4045416435
ica__ura_pyr__2,0.6030632566,-0.1200118075
ica__wt_glc__5,0.8180691588000001,-0.18795712250000002
ica__wt_glc__6,0.7398351551,-0.2695110805
ica__bw_delpurR_cytd__1,0.8184211385,-0.3646891255
ica__bw_delpurR_cytd__2,1.483496592,0.1052908005
ica__ade_glc__1,1.3516799622,0.037378074500000004
ica__ade_glc__2,1.5775219556,-0.37338670150000003
ytf__wt_glc__1,0.6186624184,0.006908221500000001
ytf__wt_glc__2,0.3323951918,0.059564702500000004
ytf__delyafC__1,0.17148610920000001,0.1046793305
ytf__delyafC__2,0.30653356200000004,0.0727536955
ytf__delyeiE__1,-0.10892999860000001,0.0291558355
ytf__delyeiE__2,-0.004205667000000001,-0.2456194455
ytf__delyiaJ__1,-0.0460954654,0.0551792065
ytf__delyiaJ__2,-0.0442276473,0.0045731115
ytf__delyieP__1,-0.0389765443,-0.11091010850000001
ytf__delyieP__2,0.4068002342,-0.1595402435
ytf__wt_ph5__1,0.2254522928,-0.2358445965
ytf__wt_ph5__2,0.4222477919,-0.5355435685000001
ytf__wt_ph8__1,0.30239677800000003,-0.3974032035
ytf__wt_ph8__2,0.4218424611,-0.3514958765
ytf__delybaO__1,-0.1153532741,-0.2462353655
ytf__delybaO__2,0.25336994300000004,0.08571266550000001
ytf__delybaQ__1,0.20332949960000002,-0.3328104985
ytf__delybaQ__2,0.29765009810000004,-0.26100314750000003
ytf__delybiH__1,0.7269706443,-0.1588271825
ytf__delybiH__2,0.7556918384,-0.07456631550000001
ytf__delydcI_ph5__1,0.2121765254,-0.4246201835
ytf__delydcI_ph5__2,0.1309162885,-0.6228189585
ytf__delydcI_ph8__1,-0.1183497825,-0.4512381005
ytf__delydcI_ph8__2,0.1525830458,-0.4338863445
ytf__delyddM__1,0.08757717770000001,-0.0179397465
ytf__delyddM__2,0.0706280822,-0.2370666635
ytf__delyheO__1,0.2307386253,-0.0294693915
ytf__delyheO__2,0.907052889,0.1713177655
fps__bw_glc__1,0.35132877970000004,-0.5166263725
fps__bw_glc__2,0.862838474,-0.2759049015
fps__fps_thrA_ale1__1,0.055142535400000005,-0.0914066815
fps__fps_thrA_ale1__2,0.27989791480000004,-0.2794676135
fps__fps_thrA_ale2__1,0.41208412990000004,-0.4074258535
fps__fps_thrA_ale2__2,0.6607530963,-0.2819310115
fps__fps_serB_ale1__1,0.09039072000000001,-0.4053581455
fps__fps_serB_ale1__2,0.06377946,-0.3473037955
fps__fps_serB_ale4__1,0.2506482329,-0.0518682525
fps__fps_serB_ale4__2,0.20403766480000002,-0.1567965115
fps__fps_ptsI_ale1__1,0.5999590708,-0.12138741850000001
fps__fps_ptsI_ale1__2,0.8798039797,-0.2809882765
fps__fps_ptsI_ale3__1,0.2621970694,-0.2847204695
fps__fps_ptsI_ale3__2,0.3649296293,-0.0684665485
pal__lyx_ale2_f6__1,2.5040939155,0.8914241525000001
pal__lyx_ale2__1,2.1315501013,0.6987395885000001
pal__lyx_ale2__2,2.8890301963000002,0.7158136195
pal__lyx_ale4__1,1.4465666904,0.3965964535
pal__lyx_ale4__2,1.8937953436,0.3238568365
pal__5drib_ale10_f18__1,4.4903518457,0.7648695415000001
pal__5drib_ale10_f18__2,4.4570692967,0.9361445715000001
pal__5drib_ale10__1,4.6326815528,0.7490962555
pal__arab_ale14_f9__1,5.7051285009,0.4890762005
pal__arab_ale14_f9__2,5.344451102,0.5813737365
pal__arab_ale14__1,-2.5399000229,-0.0420715185
pal__arab_ale14__2,-1.7464400219,-0.10198576050000001
pal__arab_ale16__1,0.3895042392,0.5217393755
pal__arab_ale16__2,1.3092053997,0.5560735945
pal__tartr_ale26_f10__1,1.3252891117,0.8118307685
pal__tartr_ale26_f10__2,1.3754696369000001,0.9050293485
pal__tartr_ale26__1,14.9238717019,1.5025473345
pal__tartr_ale26__2,15.135376706,1.4413591665
pal__tartr_ale28_f10__1,22.0257352311,2.5473313685
pal__tartr_ale28_f10__2,22.4023829729,3.1513863855
pal__tartr_ale28__1,23.2909810889,3.7397355295
pal__tartr_ale28__2,21.743039596,3.9044118795
efeU__delmenFentC_citr__1,0.4240187382,-0.2778807735
efeU__delmenFentC_citr__2,0.20035543620000001,-0.6927551875
efeU__delmenFentC__1,0.5522522288,-0.2413011695
efeU__delmenFentC__2,0.1935511718,-0.2301493775
efeU__menFentC_ale39__1,1.1789402842,-0.3406334775
efeU__menFentC_ale39__2,1.5149442630999999,-0.2693549865
efeU__menFentC_ale29__1,0.2355107921,-0.7343657975
efeU__menFentC_ale29__2,0.6824913757000001,-0.47463564950000003
efeU__menFentC_ale30__1,1.21463875,-0.0950527665
efeU__menFentC_ale30__2,0.698491261,-0.48454387050000003
efeU__menFentCubiC_ale36__1,0.3140636376,-0.3094952025
efeU__menFentCubiC_ale36__2,-0.3446469238,-0.2143962275
efeU__menFentCubiC_ale37__1,-0.49277310630000004,0.1027142055
efeU__menFentCubiC_ale37__2,0.3804590238,-0.1668333975
efeU__menFentCubiC_ale38__1,0.4132483187,-0.19689743950000002
efeU__menFentCubiC_ale38__2,0.6545027313,0.1874420745
misc2__salc_glc__1,-0.4550383689,-0.3477846855
misc2__salc_glc__2,-0.5826409468,0.2173167395
misc2__dbcn_glc__1,-0.8344093679,-0.7311788625000001
misc2__dbcn_glc__2,-1.2077093354,-0.42683511550000003
misc2__tyr_glc__1,0.6171663862,-0.1216718895
misc2__tyr_glc__2,0.5166400454,0.1160615095
misc2__arg_cytd__1,0.9443633264,-0.4096171145
misc2__arg_cytd__2,0.9036961988000001,-0.3034580545
misc2__delyheO_pyr__1,0.9370379863,0.0614130065
misc2__delyheO_pyr__2,1.3449972678,0.07588513150000001
nquinone__delubiC__1,0.3462146166,-0.4776204135
nquinone__delubiC__2,0.1879177908,-0.0239463915
nquinone__ubiC_ale1__1,0.24818865240000001,-0.1477431915
nquinone__ubiC_ale1__2,0.3028192413,-0.5737436925
nquinone__ubiC_ale2__1,0.6216086369,-0.1431178995
nquinone__ubiC_ale2__2,0.8582439692,-0.3041981995
nquinone__ubiC_ale3__1,0.4885230507,-1.0167449965
nquinone__ubiC_ale3__2,0.5607049431000001,-0.8795230975
nquinone__ubiC_ale4__1,-0.0648996183,-0.43173449150000004
nquinone__ubiC_ale4__2,0.5251024058,-0.0788227255
nquinone__delpdhR__1,1.2011371484,-0.4163047025
nquinone__delpdhR__2,1.1651923457,-0.4462448195
quinone__glu_ale4__1,0.6878406802,-0.3900424595
quinone__glu_ale4__2,0.7936693262000001,-0.1786345575
quinone__delmenF__1,-0.2740584324,-0.3584954835
quinone__delmenF__2,0.46096673660000004,-0.5435928415
quinone__menF_ale5__1,0.2734350178,0.054081262500000005
quinone__menF_ale5__2,1.0148146218,-0.5969933625
quinone__menF_ale6__1,1.1454583099,-0.5271842755
quinone__menF_ale6__2,1.0605844132,-0.4948680835
quinone__menF_ale7__1,1.0302617166,-0.33799219550000004
quinone__menF_ale7__2,1.5794541351,-0.21677003450000001
quinone__menF_ale8__1,2.0794512503,-0.0958326835
quinone__menF_ale8__2,1.4943989647,-0.4046313405
quinone__delmenFubiC__1,0.6899595182,-0.1914111865
quinone__delmenFubiC__2,-0.45898687190000004,-0.2887150905
quinone__menFubiC_ale1__1,0.457916562,-0.4600195735
quinone__menFubiC_ale1__2,0.6688119726,-0.5769722565000001
quinone__menFubiC_ale2__1,0.5803102362,-0.38256782650000004
quinone__menFubiC_ale2__2,1.0011601469,-0.7651099575
quinone__menFubiC_ale3__1,0.4771760279,-0.1174831925
quinone__menFubiC_ale3__2,0.853097035,-0.2822790455
quinone__menFubiC_ale4__1,1.0585121941,0.016116039500000002
quinone__menFubiC_ale4__2,1.0248714723,-0.0770320885
oxyR__wt_glc__1,0.5443702808,0.1857075315
oxyR__wt_glc__2,0.4231068349,0.0712079815
oxyR__wt_h2o2__1,0.5275045064,0.08544439150000001
oxyR__wt_h2o2__2,-0.1000741281,0.0099109305
oxyR__glu_ale4__1,1.0175379407,0.39944784050000004
oxyR__glu_ale4__2,0.7545658494,0.2738395635
oxyR__glu_ale4_h2o2__1,0.5156816422,0.3613419165
oxyR__glu_ale4_h2o2__2,0.7130739455,0.3439219195
oxyR__oxyR_ale17__1,-0.0697113314,0.1364172925
oxyR__oxyR_ale17__2,-0.0875273522,0.14318996150000002
oxyR__oxyR_ale17_h2o2__1,0.3127216221,0.3173155335
oxyR__oxyR_ale17_h2o2__2,0.1358464724,0.0516865675
oxyR__oxyR_ale18__1,0.3496142139,-0.2609724905
oxyR__oxyR_ale18__2,-0.0343165316,-0.18887249550000001
oxyR__oxyR_ale18_h2o2__1,-0.24278341920000002,0.1460487865
oxyR__oxyR_ale18_h2o2__2,-0.1909631296,0.1173019565
oxyR__oxyR_ale19__1,0.47428075940000003,-0.2662318665
oxyR__oxyR_ale19__2,0.33706541430000003,-0.2959551385
oxyR__oxyR_ale19_h2o2__1,-0.17281145450000002,-0.3380166745
oxyR__oxyR_ale19_h2o2__2,0.12085491620000001,-0.22615001850000002
oxyR__oxyR_ale20__1,-0.11397585260000001,-0.0724469745
oxyR__oxyR_ale20__2,0.049959864900000005,-0.2525845195
oxyR__oxyR_ale20_h2o2__1,-0.2392340836,0.0465589015
oxyR__oxyR_ale20_h2o2__2,-0.3256594245,0.0864280835
svns_pgi__BmePgi24_15__1,0.1123164581,-0.0290050295
svns_pgi__BmePgi24_15__2,0.0712369597,0.0448468995
svns_pgi__BmePgi24_26__1,0.7411006942,0.11970708050000001
svns_pgi__BmePgi24_26__2,0.1870385048,0.28950439850000004
svns_pgi__BmePgi24_41__1,1.6136375944,0.2663259605
svns_pgi__BmePgi24_41__2,1.274914512,0.0895377205
svns_pgi__BmePgi24_52__1,0.4147367655,0.0260418305
svns_pgi__BmePgi24_52__2,0.6510012077,0.1012933215
svns_pgi__PaePgi2_34__1,0.0596205026,-0.3557467955
svns_pgi__PaePgi2_34__2,0.014293281000000001,-0.27092786950000003
svns_pgi__PaePgi2_63__1,0.7772017634,-0.1207416775
svns_pgi__PaePgi2_63__2,0.8129612906,-0.12018569450000001
svns_pgi__PaePgi24_54__1,0.6354927356,0.0064752955000000004
svns_pgi__PaePgi24_54__2,0.6715073157,-0.0437912525
svns_pgi__PaePgi24_90__1,0.7672352836,-0.0355377445
svns_pgi__PaePgi24_90__2,0.1889351594,0.22410272850000001
abx_media__m9_ctrl__1,0.0897514679,-0.6872393045
abx_media__m9_ctrl__2,0.0829380099,-0.9338959095
abx_media__rpmi_ctrl__1,1.3424064139,-0.5008378375
abx_media__rpmi_ctrl__2,1.1318367401,-0.5252634645
abx_media__camhb_ctrl__1,2.0361600556,-0.8629079315
abx_media__camhb_ctrl__2,1.4568961615,-0.6226212365
abx_media__m9_mero__1,-0.27965655910000004,-0.9692474525
abx_media__m9_mero__2,0.6990181715,-0.8662982045000001
abx_media__rpmi_mero__1,2.2336653033,-0.9313983225
abx_media__rpmi_mero__2,1.4546985183,-0.9944895285
abx_media__camhb_mero__1,2.0179151606,-1.8005496465
abx_media__camhb_mero__2,1.6787489201999999,-1.6368669595
abx_media__m9_trisulf__1,0.058214918000000004,-1.3165109295000001
abx_media__m9_trisulf__2,-0.0959862943,-1.2581276795
abx_media__rpmi_trisulf__1,1.1292416155,-1.6908312135
abx_media__rpmi_trisulf__2,1.8666995597,-1.9433322335
abx_media__camhb_trisulf__1,0.6966726331,-1.4696882045000002
abx_media__camhb_trisulf__2,0.81249237,-1.4161715095
abx_media__m9_cef__1,0.694352822,-1.2442526275
abx_media__m9_cef__2,0.8812970301,-1.4580469755
abx_media__rpmi_cef__1,1.3137427753,-0.9789664685
abx_media__rpmi_cef__2,0.8707539873,-1.2067699495
abx_media__camhb_cef__1,0.6953628292,-1.3468295685
abx_media__camhb_cef__2,1.0236962196,-1.3988556045
abx_media__m9_cipro__1,0.7130853262,-1.4279106825
abx_media__m9_cipro__2,0.660965741,-1.2251686695
abx_media__rpmi_cipro__1,0.9076145308,-2.8972589495000003
abx_media__rpmi_cipro__2,0.9244805948,-1.9383064155
abx_media__camhb_cipro__1,1.5296568064,-2.0921372165
abx_media__camhb_cipro__2,1.1320733816,-2.2205012065
hot_tale__42c_ale3_30c__1,0.163963023,-0.6194076925
hot_tale__42c_ale3_30c__2,0.0009513664000000001,-0.5606704095
hot_tale__42c_ale3_37c__1,-0.5436093728,-0.0937391075
hot_tale__42c_ale3_37c__2,0.5028530115000001,-0.4940900265
hot_tale__42c_ale3_44c__1,1.5264292581999999,0.7125014235
hot_tale__42c_ale3_44c__2,1.7885958384,0.9032775695
hot_tale__hot_ale3_mid_30c__1,1.7441583137,-0.6326971795
hot_tale__hot_ale3_mid_30c__2,1.4818029137,-0.6551560125
hot_tale__hot_ale3_mid_37c__1,0.1222407392,-0.6323563935000001
hot_tale__hot_ale3_mid_37c__2,0.34226558500000004,-0.5618417395
hot_tale__hot_ale3_mid_44c__1,-1.8840622915,0.0351811815
hot_tale__hot_ale3_mid_44c__2,1.2976319336,0.4249363505
hot_tale__hot_ale3_30c__1,1.2015425234000001,-0.8781438235000001
hot_tale__hot_ale3_30c__2,-0.18929598450000001,-0.5252220455000001
hot_tale__hot_ale3_37c__1,0.348958998,-0.3345703085
hot_tale__hot_ale3_37c__2,0.5577391037,-0.0792149625
hot_tale__hot_ale3_44c__1,0.6444848842,0.3825942195
hot_tale__hot_ale3_44c__2,1.4185501404,0.1401820875
hot_tale__hot_ale4_30c__1,-0.5319850321,-0.8217033315000001
hot_tale__hot_ale4_30c__2,-0.5867770194,-0.8978762075000001
hot_tale__hot_ale4_37c__1,0.1920938808,-0.4708220555
hot_tale__hot_ale4_37c__2,0.1954485127,-0.1527888925
hot_tale__hot_ale4_44c__1,1.1670317327,0.3115267135
hot_tale__hot_ale4_44c__2,0.9470488909,0.1771277195
hot_tale__hot_ale8_30c__1,1.1604505637,-0.3039082085
hot_tale__hot_ale8_30c__2,0.5639178747,-0.8298076485
hot_tale__hot_ale8_37c__1,0.3840329282,-0.4331060765
hot_tale__hot_ale8_37c__2,1.324180892,-0.3226643765
hot_tale__hot_ale8_44c__1,2.0376110943,0.3955873735
hot_tale__hot_ale8_44c__2,1.6046833059,0.44628814450000004
hot_tale__hot_ale9_mid_30c__1,0.5990464961,-0.4780440325
hot_tale__hot_ale9_mid_30c__2,0.6666518554,-0.6681060545
hot_tale__hot_ale9_30c__1,-0.1752861883,-0.7378010865
hot_tale__hot_ale9_30c__2,0.36959699300000004,-0.5925964535
hot_tale__hot_ale9_mid_37c__1,0.1643974071,-0.4062475145
hot_tale__hot_ale9_mid_37c__2,0.5768464679,-0.33784545250000003
hot_tale__hot_ale9_37c__1,0.4872376278,-0.2910230225
hot_tale__hot_ale9_37c__2,0.8228547691,-0.46909108050000003
hot_tale__hot_ale9_mid_44c__1,0.9493953119,0.4399722495
hot_tale__hot_ale9_mid_44c__2,2.1851899652,0.5991965565
hot_tale__hot_ale9_44c__1,1.2390966638,0.3967597735
hot_tale__hot_ale9_44c__2,1.3114720736,0.1274856975
hot_tale__hot_ale10_30c__1,0.1571434944,-0.6841813375
hot_tale__hot_ale10_30c__2,0.6918880734,-0.6152402515000001
hot_tale__hot_ale10_37c__1,-0.29199340630000004,-0.4447748885
hot_tale__hot_ale10_37c__2,0.2073651649,-0.4338500015
hot_tale__hot_ale10_44c__1,1.6013466771,0.2083222355
hot_tale__hot_ale10_44c__2,2.1088630607,0.7291816895000001
hot_tale__hot_ale16_30c__1,0.6005326218,-0.6433473675
hot_tale__hot_ale16_30c__2,0.5194003726,-0.6124217555
hot_tale__hot_ale16_37c__1,0.309582242,-0.5747037645
hot_tale__hot_ale16_37c__2,0.6221606425,-0.4161840525
hot_tale__hot_ale16_44c__1,1.0752240654,0.6589904155
hot_tale__hot_ale16_44c__2,1.927354859,0.40808458350000004
pdhr_ale__pdhR-13_51__1,-0.3835417273,-0.0556254475
pdhr_ale__pdhR-13_51__2,-0.38429907550000003,-0.0132771185
pdhr_ale__pdhR-14_46__1,0.1023663576,0.1085369515
pdhr_ale__pdhR-14_46__2,0.07421840340000001,0.1863887625
pdhr_ale__pdhR-15_51__1,-0.0878382198,-0.015211117500000001
pdhr_ale__pdhR-15_51__2,0.25650350580000003,-0.13817155450000002
pdhr_ale__pdhR-16_49__1,-0.017312165100000002,-0.0162298395
pdhr_ale__pdhR-16_49__2,0.4137000535,-0.24506309950000002
tcs__del_atoC_LiAcet__1,0.2650724763,-0.4099866415
tcs__del_atoC_LiAcet__2,0.3307781382,-0.3068022575
tcs__del_atoC_LiCl__1,0.25191423290000003,-0.5123370565
tcs__del_atoC_LiCl__2,0.3898776165,-0.4920816905
tcs__del_atoC_m9__1,0.2070243843,-0.1288180345
tcs__del_atoC_m9__2,-0.0586199046,-0.2376944715
tcs__del_baeR_etoh__1,0.4739264415,1.5926229505
tcs__del_baeR_etoh__2,0.7020214315000001,1.7610641144999999
tcs__del_baeR_lb__1,1.5209451493000001,0.0072806145
tcs__del_baeR_lb__2,2.0713930893,-0.1090990605
tcs__del_btsR_01xlb__1,4.1130956075,-0.1736135435
tcs__del_btsR_01xlb__2,4.4279439631,0.0127355105
