,A,EvgA
SRX254739,-8.7056190101,-0.27964288730000003
SRX254740,-8.209045831,-0.2737602559
SRX254741,-8.5187286288,-0.3728565767
SRX254742,-7.9780757481,-0.3430148581
SRX254743,-8.309751984,-0.2478939659
SRX254744,-8.2477430121,-0.2703064254
SRX254745,-8.6934140878,-0.3967826121
SRX254746,-7.9814413847,0.1532878735
SRX254747,-8.6918100871,-0.4912498645
SRX254748,-10.735075424,-0.5821393369
SRX254749,-9.7871963096,-0.3236528509
SRX254750,-9.9073844462,-0.2242894412
SRX254751,-11.199673723,0.38978766470000004
SRX254752,-10.7385637744,0.8137031417
SRX254753,-10.4849452472,0.40615176880000003
SRX254754,-8.2121291882,-0.3211733168
SRX254755,-10.0658789067,-0.39541427570000004
SRX254756,-10.3617003157,-0.3031830897
SRX254757,-7.617783051,-1.5364223391
SRX254758,-8.7958866758,-0.7071994715000001
SRX254759,-7.0752536782,-0.7092606828
SRX254760,-9.4709589865,-0.1991390499
SRX254761,-9.4202918147,0.3212018418
SRX254762,-10.0069431145,0.4364698007
SRX254763,-8.0456517736,-0.1630229929
SRX254764,-10.3585161175,-0.3674129399
SRX254765,-11.5301223471,-0.4923471869
SRX254766,-7.6304041467,-0.9379912210000001
SRX254767,-7.8078133041,-0.5233676109000001
SRX254768,-8.8910962556,-0.7869051602
SRX254772,-5.0865912621,-0.5292141343
SRX254773,-1.6904529137000002,0.12134578310000001
SRX254774,-6.1816708685,-0.0363881843
SRX254775,-0.5685519847,-0.5217143237
SRX254776,-4.8018889651,-0.8376641797000001
SRX254777,3.9559098143,0.6817960756
SRX254778,1.3220864335,0.4448864609
SRX254779,-1.5694276633,0.1700954963
SRX254780,-4.4748618801,0.40957756500000003
SRX254781,4.6874043138,0.4253874837
SRX254782,2.2161828048,0.26560717770000003
SRX254783,4.5525805994,0.46978852600000004
SRX254784,6.3886592843,0.8103631398000001
SRX254785,4.2850081846,0.6681643051
SRX254786,3.6140096549000003,0.28653578760000004
SRX7136401,-0.6464567428,0.1266889973
SRX7136403,0.8374444386000001,-0.0891989995
SRX7136405,1.4037733498,0.5726078995
SRX7136407,2.232730502,0.4088933436
SRX7136409,0.8017504924000001,0.3963513668
SRX7136411,-0.1909876958,-0.0374899978
SRX3754949,-0.161260847,0.010518709000000001
SRX3754950,0.099858311,-0.0557633398
SRX3754951,0.061402536,0.045244630800000005
SRX3754952,0.1681803939,-0.12358835450000001
SRX3754953,-0.0960272499,-0.0807826118
SRX3754954,0.6701870779,-0.0252789222
SRX3754955,-3.8839060919,-2.0234603527
SRX3754956,-4.2816998662,-2.0704424579
SRX3754957,-3.8797577915,-2.0298077748
SRX3754966,-0.5804995166,0.1704801691
SRX3754967,-0.1646866071,0.0684085905
SRX3754969,-0.2104184819,0.3356110547
SRX1424798,-0.29764652210000003,0.16059727040000002
SRX1424799,0.29764652210000003,-0.16059727040000002
SRX1424800,0.09841148100000001,-0.1450619787
SRX1424801,-0.1941600583,-0.1100621494
SRX1424802,-0.9042553915,-0.19756443110000002
SRX1424803,-1.2435900389,-0.4283294607
SRX1424804,-0.9367561698,-0.1889653284
SRX1424805,-1.1381248434,-0.5136479745
SRX1424806,-0.3694292957,-0.5853265312
SRX1424807,-0.20326752520000002,-0.6278949167
SRX1424808,1.4541559453000001,0.3019318118
SRX1424809,1.4528312902,0.2300867767
SRX1424816,3.5892423228,0.9507536672
SRX1424817,4.9889083043,0.9731009192000001
SRX1424818,1.7885611881,-0.3554681575
SRX1424819,0.648935892,-0.5497277102
SRX1424824,1.4887184671,-0.6984962054
SRX1424825,0.17002507,-0.7746060688
SRX1424826,3.8177683577,0.5172346125
SRX1424827,2.9249900265,0.38542659490000003
SRX1424828,2.1442980577,-0.5250880106
SRX1424829,1.9248257568,-0.9812775755
SRX1424830,2.0669468877,-1.0788088529
SRX1424831,2.8438377218,-1.1639168693
SRX1424834,3.1295642302,-2.0127267795
SRX1424835,4.0005492448,-1.8951647956
SRX1424840,5.9737907457,-1.3475156670000001
SRX1424841,7.2589289186,-1.1266278687
SRX1424842,5.2969256218,-1.6722972449
SRX1424843,5.1817424454,-1.5672811138
SRX1424844,5.2613228891,-2.3951261865
SRX1424845,4.8662885265,-2.2197467035
SRX1424846,9.9938032262,-1.2934856307
SRX1424847,12.8528557611,-1.09199363
SRX5060277,-0.5738704527,0.6476965034000001
SRX5060279,0.9900533728,-0.7166775585
SRX5060281,0.5738704527,-0.6476965034000001
SRX5060283,0.7607147606,-1.1897568571
SRX5936089,-0.1371730193,0.134585341
SRX5936090,0.2551820832,-0.0338905393
SRX5936091,0.5959594904000001,0.1296573539
SRX5936092,-0.7139685543000001,-0.2303521556
SRX5936093,-1.2775614504,-1.6866483171
SRX5936094,-0.5157380797000001,-2.9155717312
SRX5936095,-1.2362348112000001,-2.8795429624
SRX5936096,-0.1123167186,-2.932962608
SRX5936097,0.7722375848,-2.702750271
SRX5936098,1.5909609061,-2.4822509759
SRX5936099,0.5435130180000001,-2.6122820408000003
SRX5936100,1.9137338852,-2.7983853687
SRX5936101,1.3547708456,-2.6611577643
SRX5936102,0.8375202277,-3.4320780463
SRX5936103,2.7929243818,-2.5662384612
SRX5936104,1.7688885199,-2.6950969125
SRX5936105,2.0949665867,-3.1629862773
SRX5936106,1.6753385699,-3.2620903102
SRX5936107,2.7487046396,-3.6233026235
SRX5936108,1.8422982132999999,-3.2810501266
SRX5936109,1.2854045404,-3.1305158876
SRX5936110,2.6033132384,-3.3707575701
SRX5936111,2.1131254451,-3.8190858104
SRX5936112,1.7810495165,-4.0226527319
SRX5936113,0.7735564196,-4.1471678242
SRX5936114,0.8606155614000001,-4.2395651423
SRX5936115,1.5647232624,-3.721399106
SRX5936116,1.9547584902000001,-3.9505114971
SRX5936118,1.5374484562,-4.2396740566
SRX5936119,1.3189961482,-4.9501648737
SRX5936121,1.4812540786000001,-4.36664295
SRX5936122,1.6726931052,-4.8301126381
SRX5936123,1.9874987988,-4.6299902867
SRX5936124,1.7037898617,-4.6543577116
SRX5936125,1.947458733,-4.5789166035
SRX5936126,2.9955158281000003,-4.2644653943
SRX5936128,2.6413408209,-1.5746984619000002
SRX5936129,2.5712735903,-1.9578969091
SRX5936130,0.8074235318,-2.7757951115
SRX5936131,1.9676697232,-2.4007964328
SRX5936132,0.26987996000000003,-1.9019493778
SRX5936133,-0.18594596,-2.9306518634
SRX5936134,0.22879022340000002,-1.5793247467
SRX5936135,0.2100095129,-1.5192013548999999
SRX5936137,-2.4130956525,-1.6291057249
SRX5936138,-1.6999419546999999,-1.7729950569000001
SRX5936139,-2.7244987956,-1.6644418905
SRX5936140,-2.7890331048,-2.136165179
SRX5936141,-2.8299783852,-1.3801919344
SRX5936142,-2.5802579553,-1.5147504657000002
SRX5936143,-1.6929200290000002,-1.210512569
SRX5936144,-1.6038303811999999,-1.0941139605
SRX8557650,0.012872816700000001,0.0872699869
SRX8557651,0.0433276708,-0.0558452731
SRX8557652,-0.0562004876,-0.0314247139
SRX8557653,-0.2706085184,-3.3450501663
SRX8557654,0.25456064970000003,-3.8977193853000003
SRX8557655,0.4824816055,-3.8984489556
SRX8557656,2.6456118451,-4.5424423135000005
SRX8557657,1.3171190092,-4.0745045458
SRX8557658,2.2636465266,-4.6428792827
SRX8557659,3.8542577299,-4.4970660546
SRX8557660,2.6379708028,-4.7375786249
SRX8557661,2.5289729596,-4.8026284384
SRX8557662,-0.25931698940000003,-2.494804188
SRX8557663,-0.4555184933,-3.0134759853
SRX8557664,0.2635306609,-3.7229180493
SRX8557665,-0.6058803317,-4.6915408104
SRX8557666,-1.3178058175,-3.9999571682
SRX8557667,-0.6961089673,-5.0321052559
SRX3405147,-1.1714787251,0.2507860094
SRX3405148,-1.5358031919,0.1539919011
SRX3405149,2.707281917,-0.4047779105
SRX3405150,0.42473240090000003,1.160928278
SRX3405151,2.0697081259,-1.2629984397
SRX3405152,-2.6070967524,-1.0059194925
SRX3405153,-1.3265692465,-0.1483829757
SRX3405154,-2.3101870348,-1.6161873447000001
SRX3405155,-2.8370193724,-1.6656530757999999
SRX3405156,-3.0153775832,-2.1118255071
SRX3405157,-2.6256858012,-2.4096653356
SRX312063,3.2830068478,-2.0211423522
SRX312064,3.6481775937,-2.2306796809
SRX312065,4.0443292175,-1.5652214538
SRX312066,5.0636832162,-4.4606511111
SRX312067,4.1991726107,-4.4672515505
SRX312068,5.8116975442,-3.6402611676000003
SRX312069,5.8441948064,-3.6025975156
SRX312070,-0.1996794641,0.0644673463
SRX312071,0.1996794641,-0.0644673463
SRX312072,2.4979044047,-1.4682493379000001
SRX312073,2.7574844506,-1.5070758619
SRX312074,3.1015375148,-0.7076295825000001
SRX312075,2.8754718208,-0.7294252708000001
SRX312076,3.9687877962,-0.7005967326
ecoli_00001,0.09285103900000001,-0.112074001
ecoli_00002,-0.09285103900000001,0.112074001
ecoli_00003,-1.2365856340999999,-2.177454009
ecoli_00004,-1.1889489204,-2.460791265
ecoli_00005,1.0045792682,-0.354979523
ecoli_00006,0.8099163958000001,-0.527997641
ecoli_00007,-0.6223558884,-1.870219215
ecoli_00008,-0.4984005516,-1.7922865090000002
ecoli_00009,0.5900299374,-0.636204151
ecoli_00010,0.2170738188,-0.5321867250000001
ecoli_00011,18.5671570819,-0.845500329
ecoli_00012,18.7268658734,-0.8772337330000001
ecoli_00014,20.4765689133,-0.8825797150000001
ecoli_00015,19.9767114446,-0.8594751970000001
ecoli_00016,19.6367228032,-0.7109656560000001
ecoli_00017,19.2339491021,-0.6759683200000001
ecoli_00018,19.180113664,-0.711391042
ecoli_00019,-0.8913320198,-1.755731214
ecoli_00020,-0.6089500974000001,-1.8189532220000002
ecoli_00021,-1.4358020617,-0.8185398570000001
ecoli_00022,-1.156791238,-0.9945435060000001
ecoli_00023,-0.49833515310000004,-2.026502022
ecoli_00024,-0.5887187467,-2.233917925
ecoli_00025,-0.3239359629,-1.813243551
ecoli_00026,-0.9752411484000001,-1.904386037
ecoli_00027,0.4995793994,-2.010467027
ecoli_00028,0.5743175745,-1.773556593
ecoli_00029,0.2222663668,-1.43680479
ecoli_00030,1.149907276,-1.435223291
ecoli_00031,2.2600119248,-0.9536022660000001
ecoli_00032,1.5314047375,-1.076402502
ecoli_00033,1.3987337511,-2.050302441
ecoli_00034,-1.9162583459,-2.9504510010000002
ecoli_00035,0.1702805902,-0.9728272130000001
ecoli_00036,0.3431716011,-0.971691882
ecoli_00037,-0.59970753,-0.531202099
ecoli_00038,-0.1357956187,-0.406732264
ecoli_00039,0.24502407950000002,-0.5553144210000001
ecoli_00040,0.651409408,-0.7736010560000001
ecoli_00041,1.3934839645000001,-0.735413396
ecoli_00042,0.6008223402,-0.416579077
ecoli_00043,0.4723370583,-1.800175436
ecoli_00044,0.28067614420000003,-1.512635664
ecoli_00045,-0.6347439968,-1.820875459
ecoli_00046,-0.4998557784,-1.9724611250000001
ecoli_00047,0.724456565,-1.235053736
ecoli_00048,1.2404344621,-1.077638195
ecoli_00049,-0.5415100194,-1.6892310030000002
ecoli_00050,-0.4887238685,0.32297528200000003
ecoli_00051,-0.9598828417,0.176552489
ecoli_00052,-1.0167194859,-0.09283722400000001
ecoli_00053,-0.7223303017,-0.012765091000000001
ecoli_00054,4.0399732059,-0.048794449000000004
ecoli_00055,1.9765526876,0.173832645
ecoli_00056,-0.9720208296,-0.9135135520000001
ecoli_00057,-0.0670473877,-0.777316789
ecoli_00058,-0.0262095475,-1.239436275
ecoli_00059,0.0342793538,-1.2956560910000001
ecoli_00060,-1.0389500331,-0.666944379
ecoli_00061,-1.4585404384,-0.838438122
ecoli_00062,0.8109319549,-0.5371059730000001
ecoli_00063,2.2595813073,-0.24653587000000002
ecoli_00064,17.7982751389,-1.292825879
ecoli_00065,17.4705135203,-1.203633098
ecoli_00066,12.6507897676,-1.037824957
ecoli_00067,12.2620927316,-0.848284233
ecoli_00068,3.3973307447,0.255006946
ecoli_00070,1.9179735114,-0.526261619
ecoli_00071,1.8284294727,-0.500681581
ecoli_00072,1.6202490391,-0.482534689
ecoli_00073,-0.28094718090000004,0.012445073000000001
ecoli_00074,-2.3031088575,-0.230541441
ecoli_00075,0.6098543916,0.009875579
ecoli_00077,2.653764363,-0.529100667
ecoli_00078,3.5777278572,0.40260372800000005
ecoli_00079,-1.0587354952,-1.7205150960000002
ecoli_00080,-0.6144678456,0.53850202
ecoli_00081,2.8450876313,0.068173421
ecoli_00082,-0.4737005742,0.176714903
ecoli_00083,-0.8728108792,-0.006590535000000001
ecoli_00084,0.6925023151,-0.120746873
ecoli_00085,0.8336598423,0.105192408
ecoli_00086,0.24601842340000002,-0.642109869
ecoli_00087,-0.0046941617,-0.617196917
ecoli_00088,2.7432021776,-0.46248345100000005
ecoli_00089,2.1148109195,-0.6819589060000001
ecoli_00090,1.2967881395,-0.571107487
ecoli_00091,0.9575905399,-0.434743054
ecoli_00092,1.0508132305,-1.034897124
ecoli_00093,-0.7013431618,-0.7602089080000001
ecoli_00094,-1.8666945069,-1.177176158
ecoli_00095,-1.7660313006,-1.15598592
ecoli_00096,1.5232275077000001,-1.782013325
ecoli_00097,0.1109448945,-1.338139982
ecoli_00098,-1.8294164379,-2.304332501
ecoli_00099,-0.7690034166,-2.095130474
ecoli_00100,0.12790951750000001,-0.7617733760000001
ecoli_00101,-0.41778387380000004,-1.393529409
ecoli_00102,0.4718862835,-1.559458275
ecoli_00103,-0.5970598304,-2.483642199
ecoli_00104,0.1798947767,-2.272658148
ecoli_00105,2.2731457306,-0.81852628
ecoli_00106,1.7465921464,-1.039664825
ecoli_00107,1.8033383365,-0.856802103
ecoli_00108,-0.4977296382,-1.635183878
ecoli_00109,-0.9634660221,-1.5338061120000002
ecoli_00110,-1.048920957,-1.711096928
ecoli_00111,-1.7050687506000002,-1.872034217
ecoli_00112,-0.9454283156000001,-1.461974421
ecoli_00113,1.2614762,-1.226689565
ecoli_00114,0.9351581552,-0.9748940070000001
ecoli_00115,0.749782562,-1.15375281
ecoli_00116,-1.6903321558000002,-1.724228481
ecoli_00117,-2.3279011423,-2.023718116
ecoli_00118,0.1307907322,-1.7546807229999999
ecoli_00119,-2.5817485809000003,-2.460487695
ecoli_00120,-2.834486098,-2.311535045
ecoli_00121,-2.5015513589,-2.381485867
ecoli_00122,-2.1308108595,-1.797766368
ecoli_00123,-1.8322111773,-2.254775701
ecoli_00124,-1.3836606161,-1.8540250600000001
ecoli_00125,-1.038754252,-5.388564069
ecoli_00126,-0.360787307,-2.726314273
ecoli_00127,0.16963190620000002,-2.676555523
ecoli_00128,1.745231776,-1.940337809
ecoli_00129,-0.9600517809,-2.293176798
ecoli_00130,-1.9611865153,-5.053426162
ecoli_00131,-1.7122103165,-8.060500858
ecoli_00132,-2.2761607137,-0.432744285
ecoli_00133,-2.3133652312,-2.588303526
ecoli_00134,-2.2298882572,-4.805003921
ecoli_00135,-1.3476550111,-1.458201597
ecoli_00136,-2.0820759222,-6.616143075
ecoli_00137,-1.5351585836,-5.259781758
ecoli_00138,-2.3868133246,-3.85247639
ecoli_00139,-2.6091425173,-3.49895604
ecoli_00140,-1.721572053,-1.119593413
ecoli_00141,-1.4781594491,-5.243837293
ecoli_00142,-0.6235429264,-1.2782388390000001
ecoli_00143,3.0847639865,1.01441618
ecoli_00144,0.5903931707,-0.06422594300000001
ecoli_00145,-1.054074515,1.90964869
ecoli_00146,1.1677860532,-1.51689399
ecoli_00147,0.757968437,-1.4987293780000002
ecoli_00148,-0.9411817088000001,-0.406848694
ecoli_00149,0.46009458540000003,-0.744807102
ecoli_00150,-0.3247312664,-0.057999434
ecoli_00151,0.6795796842,-2.3017102879999998
ecoli_00152,0.5290025035,-2.237101675
ecoli_00153,-0.1124092502,-1.293605061
ecoli_00154,1.8019340494,0.49889414600000004
ecoli_00155,0.5455122836,-0.385597976
ecoli_00157,2.7176695079,-1.459825713
ecoli_00158,1.8519229779000002,-2.591674203
ecoli_00159,1.3766926608,-1.481982441
ecoli_00160,2.1231967164,-0.8871806560000001
ecoli_00169,1.2030249807,-1.993440707
ecoli_00170,1.4209786966,-2.089249072
ecoli_00171,0.0765055484,-2.548730155
ecoli_00172,0.9447040084,-1.8340797270000002
ecoli_00173,2.288060767,-1.803944081
ecoli_00174,0.9186634690000001,-1.367442483
ecoli_00175,0.3763200266,-3.486757499
ecoli_00176,0.8583266867,-3.368402566
ecoli_00177,0.6334983795,-2.661624246
ecoli_00178,0.2859039089,-3.135426912
ecoli_00179,0.5485063253,-0.773302684
ecoli_00180,0.7875954645000001,-0.7337419660000001
ecoli_00181,1.4096926599000001,-1.51016411
ecoli_00182,1.7001293025000002,-1.595564518
ecoli_00183,-0.5031979547000001,-0.21216805800000002
ecoli_00184,-0.30744946430000003,0.025769906000000002
ecoli_00185,1.5150456732,-1.34415554
ecoli_00186,1.7440114679,-1.24083612
ecoli_00187,1.3690744683,-3.136061696
ecoli_00188,0.7072503866000001,-3.786932834
ecoli_00189,0.6920617840000001,-1.759365302
ecoli_00190,0.6176016074,-1.473416362
ecoli_00191,3.6422003971,-1.155769613
ecoli_00192,4.7222177677,-0.827811366
ecoli_00193,0.6211218477,-1.5708399800000001
ecoli_00194,0.1242648984,-1.604122001
ecoli_00195,-0.7820345338,-1.763684124
ecoli_00196,-0.7011528874,-2.122820084
ecoli_00197,-0.3114669325,-1.9887882060000002
ecoli_00198,-0.15325135880000001,-1.587633354
ecoli_00199,1.408312606,-0.285593453
ecoli_00200,1.3024215265,0.22375053
ecoli_00201,0.729472079,0.10948571500000001
ecoli_00202,-0.015420001000000001,0.18861554900000002
ecoli_00203,1.3285502428,0.38969351700000004
ecoli_00204,1.3040041373,0.331916037
ecoli_00205,1.5594116377,0.5992961950000001
ecoli_00206,1.414471488,0.6072846310000001
ecoli_00207,0.7076441339,0.42606670100000005
ecoli_00208,0.9861596702000001,0.20916394
ecoli_00209,10.2725988828,-0.40821627200000005
ecoli_00210,10.1385567177,-0.308506545
ecoli_00211,2.0259429906,0.15090029400000002
ecoli_00212,1.1644026957,0.037102913
ecoli_00213,1.9571849607,0.013349845
ecoli_00214,0.9752285487000001,0.21926514800000002
ecoli_00215,0.9188649562000001,-0.178322254
ecoli_00216,0.33328448380000003,-0.138152623
ecoli_00217,2.0644696465,-0.262247441
ecoli_00218,1.1438890768,0.124234277
ecoli_00219,12.1932227393,-0.271162455
ecoli_00220,12.7251257703,-0.30875767600000004
ecoli_00221,3.1240192711,0.09028335600000001
ecoli_00222,2.8865080288,-0.020165196
ecoli_00223,1.3793806371000001,0.439753728
ecoli_00224,1.4559379541,0.263823163
ecoli_00225,0.7068731772,-0.057404911
ecoli_00226,1.4155387974,0.063874332
ecoli_00227,1.3824123942,-0.041623493000000004
ecoli_00228,1.2882125338,-0.061353174
ecoli_00229,4.0723702852,0.260889411
ecoli_00230,4.0970567416,0.15355602000000002
ecoli_00231,4.9433838339000005,0.27005458600000004
ecoli_00232,4.4140246158,0.145470137
ecoli_00233,0.4602595232,-0.409731938
ecoli_00234,0.39086513510000004,-0.451288795
ecoli_00235,-0.6215594597,-1.75847393
ecoli_00236,0.43953890510000004,-1.5422229170000001
ecoli_00237,2.8277189257,-1.284966534
ecoli_00238,3.2721300194,-1.314123693
ecoli_00239,3.4774803781,-0.972370956
ecoli_00240,3.6377427574,-1.027143002
ecoli_00241,-0.347713997,-2.422103088
ecoli_00242,0.10566287240000001,-3.839372084
ecoli_00243,0.4346419341,-3.483765233
ecoli_00244,0.3283925563,-3.668157218
ecoli_00245,0.22290447060000002,-3.009078889
ecoli_00246,-0.1980976815,-3.679575791
ecoli_00247,0.7229252749,-3.584185376
ecoli_00248,0.8434290228,-2.580944231
ecoli_00249,0.8101159492000001,-1.7609945050000002
ecoli_00250,-0.1870900983,-2.149257605
ecoli_00251,0.8626729167,-2.127339077
ecoli_00252,-0.16237310770000002,-2.305807379
ecoli_00253,1.53975076,-0.960071797
ecoli_00254,1.3736317971,-1.347419721
ecoli_00255,-0.24813636200000003,-3.541606452
ecoli_00256,-0.6979020088,-3.376052188
ecoli_00257,-0.9793206129,-4.466149814
ecoli_00258,-1.5649662817,-4.688584768
ecoli_00259,0.5817537744,-2.8361551560000002
ecoli_00260,-0.14445029950000002,-3.094091879
ecoli_00261,-0.6351920349,-2.861772917
ecoli_00262,-0.2786319879,-2.21990312
ecoli_00263,4.7277855734,-0.45843449300000005
ecoli_00264,4.197991623,-0.695102744
ecoli_00265,0.4305182245,-0.169460847
ecoli_00266,1.1871958771,0.12490253400000001
ecoli_00267,2.6645744945,-1.64900066
ecoli_00268,2.2521197142,-1.500832719
ecoli_00269,3.1267549199999998,-0.9541751890000001
ecoli_00270,3.1108146079,-1.100819748
ecoli_00271,2.8742883907000003,-0.8256882630000001
ecoli_00272,3.6915819813,-0.78881251
ecoli_00273,1.9910519343000002,-0.12103967800000001
ecoli_00274,3.3663250633,-0.07685663100000001
ecoli_00275,2.6464776965,0.44685050400000004
ecoli_00276,2.4891088576,0.479236908
ecoli_00277,3.5814763172,-0.20630482200000003
ecoli_00278,3.4487704601,-0.257385246
ecoli_00279,-1.0471912782,0.30997522
ecoli_00280,-2.1229559296,-0.18976005
ecoli_00281,-0.4958791527,-3.154847113
ecoli_00282,-0.5529151505000001,-3.129932251
ecoli_00283,-1.018123709,-1.6265523430000002
ecoli_00284,-0.2041702843,-1.540546141
ecoli_00285,0.7118927942000001,-1.304564945
ecoli_00286,0.2872532907,-1.379729019
ecoli_00287,6.5212550339,0.32014380600000003
ecoli_00288,5.7885972164,0.230986972
ecoli_00289,0.7896178604,-0.797758315
ecoli_00290,0.6424767578,-0.5715560540000001
ecoli_00291,3.8060672129,-0.307278857
ecoli_00292,4.4345322802,-0.11693183200000001
ecoli_00293,6.1991137014,0.6513576130000001
ecoli_00294,5.3248689616,0.350073587
ecoli_00295,-0.3130816361,-2.326059024
ecoli_00296,-0.11290437930000001,-2.296680831
ecoli_00297,5.3991226083,0.505351981
ecoli_00298,5.8445496903,0.44792554100000004
ecoli_00299,1.0935393656,-2.278137604
ecoli_00300,1.111957979,-2.37816225
ecoli_00301,0.1282520099,-1.968893746
ecoli_00302,1.1692566014999999,-2.392437417
ecoli_00303,0.8501724144,0.059803728
ecoli_00304,1.6585120534,0.10837882500000001
ecoli_00305,2.117702466,-1.136594982
ecoli_00306,1.3929710445,-1.372880548
ecoli_00307,2.5043398623,-1.134765084
ecoli_00308,1.5731546245999999,-1.032616774
ecoli_00309,2.8680296050000003,-0.8097942410000001
ecoli_00310,2.3877940701,-0.7973078720000001
ecoli_00311,2.4965545238,-0.5190008150000001
ecoli_00312,2.6074914293,-0.133953768
ecoli_00313,1.0743527736,0.062728225
ecoli_00314,1.3495110110000001,0.207192659
ecoli_00315,1.2749821682,0.047788652
ecoli_00316,0.7559041465,0.047911225
ecoli_00317,0.7940920667,-0.337620432
ecoli_00318,0.14754899,-0.272628756
ecoli_00319,3.5000324901,-0.746207936
ecoli_00320,3.7266304337,-0.72033534
ecoli_00321,2.2379849667,-1.254544624
ecoli_00322,2.0320776432,-1.070792583
ecoli_00323,1.1235149814,-1.5917691710000001
ecoli_00324,1.2074027384,-1.47699807
ecoli_00325,1.4906649952,-1.072954887
ecoli_00326,1.4963652981,-0.8679647680000001
ecoli_00327,1.405644704,-0.871952744
ecoli_00328,0.7914024795,-0.7667998330000001
ecoli_00329,1.780193997,-0.39400929900000004
ecoli_00330,1.2376479348,-0.127176233
ecoli_00331,3.1724558575,0.22506477400000002
ecoli_00332,1.9481247953,0.029915672
ecoli_00333,3.9594122487,0.007850000000000001
ecoli_00334,3.3500041736,-0.13297130100000001
ecoli_00335,0.46381228830000004,-1.72065533
ecoli_00336,1.0692710176,-1.502485431
ecoli_00337,1.1565357764,-0.68551869
ecoli_00338,1.0456438122,-0.9343736210000001
ecoli_00339,1.1443173464,-1.284312447
ecoli_00340,1.2413159529,-1.126393249
ecoli_00341,0.9170423751000001,-1.392386769
ecoli_00342,1.1628350964,-1.605617965
ecoli_00343,1.8059177267000002,0.327914588
ecoli_00344,2.1520660913,0.323495755
ecoli_00345,2.3245915061,0.252437507
ecoli_00346,2.2860472842,0.203775948
ecoli_00347,3.4260247745,0.140784436
ecoli_00348,3.1610360574,0.09385093800000001
ecoli_00349,3.6114838181,-0.348385869
ecoli_00350,3.6088337931,-0.337026009
ecoli_00351,3.9785366386,-0.646306135
ecoli_00352,3.8583055531,-0.753435681
ecoli_00353,3.8784997655,-0.239641285
ecoli_00354,3.6638159095000002,-0.40899631000000003
ecoli_00355,0.9124353903,-0.537747214
ecoli_00356,1.0666577849,-0.512584485
ecoli_00357,1.9010590593,-0.95561378
ecoli_00358,2.5897256168,-0.883260393
ecoli_00359,1.4098875063,-0.5414844160000001
ecoli_00360,0.7811633844,-0.535186593
ecoli_00361,0.8340464053000001,-1.318261761
ecoli_00362,0.9856819457,-0.9207265710000001
ecoli_00363,3.7638478138,0.114374552
ecoli_00364,2.7242627828,-0.40256397800000004
ecoli_00365,0.9556912131,-1.116999766
ecoli_00366,-0.020632603200000002,-1.338847202
ecoli_00367,2.3469179631,-2.374069928
ecoli_00368,2.5182262368,-2.3064691440000002
ecoli_00369,3.2883214342000002,-0.143815925
ecoli_00370,2.6512214774,-0.352831712
ecoli_00371,0.7177876076,-1.46195106
ecoli_00372,0.17405492,-1.452567624
ecoli_00373,3.7773454194,-2.504951101
ecoli_00374,2.9783374543,-2.544861322
ecoli_00375,2.4735633411,-0.22066944800000002
ecoli_00376,2.0681386049,-0.077969276
ecoli_00377,1.2513817981,-2.123085446
ecoli_00378,1.1524875983,-2.187719184
ecoli_00379,-0.46323088630000003,-2.751330081
ecoli_00380,-0.8901929263,-2.691073936
ecoli_00381,2.7498321615,-0.058883969
ecoli_00382,1.6786060529,-0.20054822400000002
ecoli_00383,0.5327425663,-1.185706395
ecoli_00384,0.8608144308000001,-1.074928813
ecoli_00385,1.0631545689,-3.153170175
ecoli_00386,0.9603667823,-2.9465316120000002
ecoli_00387,0.8508314329000001,-1.453882956
ecoli_00388,0.5385590014,-0.9998024830000001
ecoli_00389,-0.3857883458,-2.112813307
ecoli_00390,-0.039797144300000004,-1.80960466
ecoli_00391,0.4945457647,-3.032545376
ecoli_00392,0.3268205146,-2.791435377
ecoli_00393,0.41242115970000004,-1.125184079
ecoli_00394,0.6544151920000001,-1.112173933
ecoli_00395,-0.29250846810000003,-1.377032494
ecoli_00396,-0.6267744993000001,-1.258953856
ecoli_00397,2.53915663,-0.07984619200000001
ecoli_00398,2.2986000266,-0.21291399700000002
ecoli_00399,-0.7657851453000001,-3.458633609
ecoli_00400,-0.6212418977,-4.137701191
ecoli_00401,-1.5366937266,-4.805636201
ecoli_00402,-1.0079691903,-4.197543295
ecoli_00403,-0.4157885642,-1.860975547
ecoli_00404,1.3780805922,-2.357336435
ecoli_00405,-1.1378526348,-4.125890015
ecoli_00406,-0.6744030546,-4.620013751
ecoli_00407,-0.9787433159000001,-4.267002927
ecoli_00408,-0.9796924396000001,-4.218455075
ecoli_00409,0.1177578769,-2.601447675
ecoli_00410,0.15356528900000002,-2.487888203
ecoli_00411,-0.7756030841,-3.875927342
ecoli_00412,-1.4404301055,-4.05508323
ecoli_00413,-0.7286609858,-4.136974247
ecoli_00414,-0.1266329397,-4.255310044
ecoli_00415,0.4916030959,-1.960046299
ecoli_00416,0.4374505453,-2.30047216
ecoli_00417,-1.9511309431,-3.877013144
ecoli_00418,-0.7977988944000001,-3.96750189
ecoli_00419,-1.9249569749000002,-4.301975669
ecoli_00420,-1.7262352436000001,-4.357827181
ecoli_00421,-0.5478515752,-2.665135647
ecoli_00422,-0.6751033654,-2.704337273
ecoli_00423,0.670383645,-3.410762917
ecoli_00424,0.5231162912,-3.671827572
