,A,CcpN
mk7:shake:1,0.3280379802729697,-0.03957080122276935
mk7:shake:2,-0.2478991474630586,0.0878680975369246
mk7:shake:3,0.06001557494624349,-0.13822846021944454
mk7:shake:4,-0.14015440775614074,0.08993116390528755
mk7:static:1,12.680541567582347,-2.3703453302886803
mk7:static:2,12.764614124920099,-2.261742019598024
mk7:static:3,17.556748352308055,-2.6097889783579964
mk7:static:4,17.53979969344672,-2.443682120359518
nusA:nusA_induced:1,-1.523580360054123,0.2628297284236085
nusA:nusA_induced:2,-0.06926342646310349,0.1822320878012471
nusA:nusA_induced:3,-1.7323099399693005,0.15188242181137213
nusA:nusA_induced:4,-1.3231616096023957,0.027315526392420963
nusA:nusA_induced:5,-1.7895439826380082,-0.18455465939168736
nusA:nusA_induced:6,-2.6740128601208912,-0.34068691593500233
nusA:no_nusA:1,0.4573084887702987,0.07277469813773862
nusA:no_nusA:2,0.4776096953272081,-0.20979188059582565
nusA:no_nusA:3,-0.1817274265517621,0.024178175449005582
nusA:no_nusA:4,0.21448560972794567,0.1850644242800481
nusA:no_nusA:5,-0.655628066964255,-0.06694260477543601
nusA:no_nusA:6,-0.3120483003094345,-0.005282812495530642
pamR:wt_exp:1,0.05743092483680912,0.026747079985764977
pamR:wt_exp:2,-0.05743092483682705,-0.026747079985764977
pamR:delydhC_exp:1,0.13623445636039244,-2.118804310572344
pamR:delydhC_exp:2,-1.3352248653685046,-0.5635959220853
pamR:delydhC_exp:3,0.9977031225172646,-0.7969341395061633
pamR:wt_stat:1,17.579126615412033,-1.6918792174172816
pamR:wt_stat:2,23.67775895240705,-1.0533447884058529
pamR:wt_stat:3,23.16156061741338,-0.6129348596651534
pamR:delydhC_stat:1,20.97105913871697,-0.5113303740186677
pamR:delydhC_stat:2,21.34491650409766,-0.4390474664746575
rho_strains:ncib3610:1,0.7883798927113317,-0.2089283478954327
rho_strains:ncib3610:2,-0.7883798927113334,0.2089283478954318
rho_strains:ncib3610_delrho:1,3.355883238765869,-0.23532773920237915
rho_strains:ncib3610_delrho:2,2.2062213610693084,-0.20567895259800292
rnase_j1:delrnjA:1,8.261665287852269,-1.5090251720713368
rnase_j1:delrnjA:2,8.162880558432954,-1.2245327360063012
rnase_j1:delrnjA:3,7.358512562975867,-1.025165829574136
rnase_j1:wt:1,0.055495745969537776,-0.1161961521378858
rnase_j1:wt:2,-0.6016240929479821,0.06864866801953085
rnase_j1:wt:3,0.5461283469784537,0.047547484118354966
sigI:delrsgI_37C:1,-2.2669870209364085,-0.30361410429924
sigI:delrsgI_37C:2,-2.097325654918617,-0.2337504235104557
sigI:delrsgI_37C:3,-1.255759580012433,-0.24481657247421215
sigI:delrsgI_52C:1,-2.0273602787361127,0.6356979823562979
sigI:delrsgI_52C:2,-1.4549784620476967,0.5563150788982849
sigI:delrsgI_52C:3,-2.727909132145524,0.26089581432440223
sigI:delrsgI_sigI_37C:1,-2.3021119345171352,-0.1250176931568836
sigI:delrsgI_sigI_37C:2,-0.7753889299351941,-0.09228083473220128
sigI:delrsgI_sigI_37C:3,-1.0268064710895828,-0.14092384880452524
sigI:delrsgI_sigI_52C:1,-0.4713468993694146,0.4130672849137813
sigI:delrsgI_sigI_52C:2,-1.4267807925021632,0.4857769935852137
sigI:delrsgI_sigI_52C:3,-1.255097171363701,0.40425820224315423
sigI:wt_37C:1,0.2223544697846852,-0.04377464174260748
sigI:wt_37C:2,-0.3032492064203932,-0.1350089547596962
sigI:wt_37C:3,0.08089473663570836,0.1787835965023028
sigI:wt_52C:1,-0.8827745285835448,0.4473078241262627
sigI:wt_52C:2,-2.6102026040559587,0.5968596664148578
sigI:wt_52C:3,-1.7852242549942363,0.502076033946115
spbeta:spbeta_nopep_20m:1,-1.1316060357354605,-0.2178344782127235
spbeta:spbeta_pep_20m:1,-1.7004330406085264,-0.2766841292850684
spbeta:spbeta_nopep_20m:2,-2.266236365715442,-0.29062168488515105
spbeta:spbeta_pep_20m:2,-1.6007460036779626,-0.1476985596428717
spbeta:phi3T_pep_10m:1,-0.8813559939971498,-0.15696466559214972
spbeta:phi3T_pep_20m:1,-2.2384579730265104,-0.3562976570274463
spbeta:phi3T_nopep_10m:1,-1.1669412750751371,-0.02624005113149241
spbeta:phi3T_nopep_20m:1,-1.5053658686209612,-0.38114580444336177
spbeta:phi3T_pep_10m:2,0.5116118947284211,0.12774685292291554
spbeta:phi3T_pep_20m:2,-2.45397091777739,-0.3153706478886855
spbeta:phi3T_nopep_10m:2,0.2249196259461802,-0.044877739286329536
spbeta:phi3T_nopep_20m:2,-1.7010187919526742,-0.396828939685693
spbeta:phi3T_pep_10m:3,0.3697440992687311,0.029217812669233286
spbeta:phi3T_pep_20m:3,-1.859686212389751,-0.0037052627827991453
spbeta:phi3T_nopep_10m:3,0.23915610841429624,0.0634097976891752
spbeta:phi3T_nopep_20m:3,-1.4644073342146102,-0.0031064361711488075
spore_genes:wt_0h:1,-1.2606760856171408,-0.09295239240247176
spore_genes:delyphF_0h:1,0.3323496367425772,-0.9073489114468032
spore_genes:delyphF_0h:2,0.54693102282587,-0.818930659966453
spore_genes:delyphF_0h:3,-0.027057093807619063,-0.27437021445128273
spore_genes:delygaB_0h:1,-14.31116476336704,-0.8313160972088767
spore_genes:delygaB_0h:2,-14.056146362121813,-1.3445861396504972
spore_genes:delygaB_0h:3,-14.624500110517008,-1.2180693654475758
spore_genes:wt_3h:1,-1.6484330605041633,-1.9799313173044009
spore_genes:wt_3h:2,-1.8130745947344749,-1.896719442330169
spore_genes:wt_3h:3,-1.0479040817620104,-2.129121975494157
spore_genes:delyizD_3h:1,-1.2553389880480643,-1.6211640200582744
spore_genes:wt_0h:2,0.2434665303551165,0.0513444608819853
spore_genes:delyizD_3h:2,-1.489433627899801,-1.3211327145025322
spore_genes:delyizD_3h:3,-1.7213851425918465,-1.1822812222114152
spore_genes:delykzB_3h:1,-0.6711847380741974,-1.2636542893800389
spore_genes:delykzB_3h:2,-0.284987294565333,-1.0115382216547513
spore_genes:delykzB_3h:3,-0.6133996237985255,-1.4056890571700222
spore_genes:delyphF_3h:1,-2.2359790818581335,-1.926864368561219
spore_genes:delyphF_3h:2,-1.267475476617084,-1.663219913921265
spore_genes:delyphF_3h:3,-2.0483584963161623,-2.4229668051780955
spore_genes:delygaB_3h:1,-2.7017883041711683,-1.336346856308765
spore_genes:delygaB_3h:2,-2.966797590395552,-1.2446800389783306
spore_genes:wt_0h:3,1.0172095552620188,0.04160793152048825
spore_genes:delygaB_3h:3,-2.757242557562977,-1.274374687000435
spore_genes:delyizD_0h:1,0.8234318078549185,-1.0156442273058044
spore_genes:delyizD_0h:2,0.8559674035567023,-0.4645555398027277
spore_genes:delyizD_0h:3,1.9071092275008048,-0.6409267172599211
spore_genes:delykzB_0h:1,-0.5912657235050831,-0.438372993766242
spore_genes:delykzB_0h:2,0.8287590671246029,-0.6307261371943866
spore_genes:delykzB_0h:3,-0.3337095725667751,-0.2666468886877684
swarming:comIQ12L:1,0.3405332447136055,-0.44616998462823343
swarming:comIQ12L:2,0.14477756127940694,-0.010883352625945086
swarming:comIQ12L:3,-0.4853108059930109,0.4570533372541794
swarming:comIQ12L_delefp:1,-0.6084362383272076,-0.4506049917472099
swarming:comIQ12L_delefp:2,-0.5168743393015398,0.012278625267494904
swarming:comIQ12L_delefp:3,-1.0467723198434935,0.3869625392935534
swarming:comIQ12L_delefp_fliYS164A:1,-1.0923541915404034,-0.10036819212122072
swarming:comIQ12L_delefp_fliYS164A:2,0.6090981343670638,0.1082433228918811
swarming:comIQ12L_delefp_fliYS164A:3,0.3016870237914286,0.2320139019534784
swarming:comIQ12L_delefp_nusGN21S:1,-0.35404120658246074,-0.0374802021403422
swarming:comIQ12L_delefp_nusGN21S:2,-0.9037703377002412,-0.07586118654813756
swarming:comIQ12L_delefp_nusGN21S:3,0.20743664385517044,0.4212516832712341
synant49:ctrl:1,-0.6080364330130587,0.017135635634508258
synant49:ctrl:2,0.17046111733844393,-0.061746477064925635
synant49:ctrl:3,0.4375753156745989,0.04461084143041827
synant49:synant49:1,-4.061632606550757,0.33405113339042103
synant49:synant49:2,-2.7137256788388187,0.03635963240304818
synant49:synant49:3,-2.695046715593767,0.18450645072290064
tasA:wt_72h:1,11.280326141772921,-0.09655593500654992
tasA:wt_72h:2,11.141681005735002,0.2509537962075781
tasA:deltasA_72h:1,5.0644802511748255,0.7426617938323661
tasA:deltasA_72h:2,6.107725944812379,0.605994123176905
tasA:wt_24h:1,0.0453072950173517,0.024307113245649603
tasA:wt_24h:2,-0.045307295017346864,-0.024307113245649603
tasA:wt_48h:1,4.855858420402918,-0.5879432999540279
tasA:wt_48h:2,4.578050645664077,-0.3263886224631394
tasA:deltasA_24h:1,0.4207434481226311,1.4196026077563768
tasA:deltasA_24h:2,1.2543277587732953,1.2947255504484099
tasA:deltasA_48h:1,1.2399972922842757,1.6279564201293164
tasA:deltasA_48h:2,1.0682409244954376,1.583738434656504
yacP:wt:1,-0.48471381252933793,0.15021357811472758
yacP:delyacP:1,-0.014732983194791929,-0.18688106257275727
yacP:yacP_induced:1,-0.2891016160944875,0.13039800890402375
yacP:yacP_no_induce:1,0.2889289974142833,0.23259410227578134
yacP:wt:2,0.0465896897806871,-0.04801043352038903
yacP:delyacP:2,-0.3870063094577808,-0.1533300544113736
yacP:yacP_induced:2,-0.6422456517150428,0.11134571473958133
yacP:yacP_no_induce:2,-0.10460085262131916,0.2494854966127677
yacP:wt:3,0.4381241227486495,-0.10220314459433676
yacP:delyacP:3,-0.44307397647645297,-0.15551134712533174
yacP:yacP_induced:3,0.4692040403752664,-0.026934967984763247
yacP:yacP_no_induce:3,-0.1887154949465205,0.2790667260138271
yonO:wt:1,8.454535151868974,0.29780942367473
yonO:wt:2,-7.45606187304699,-0.3075341247598589
yonO:wt:3,-0.9984732788219676,0.009724701085125352
yonO:wt_mmc:1,-0.90720794063761,-2.682689495944646
yonO:wt_mmc:2,-20.43863292872951,-2.447792697156343
yonO:wt_mmc:3,-4.9077013075832845,-2.5448746227121752
yonO:delyonO:1,-0.1771521006699523,0.01142426165105448
yonO:delyonO:2,-1.7503977053625457,-0.20932239274234374
yonO:delyonO:3,10.035892024354725,-0.04677452972976415
yonO:delyonO_mmc:1,-5.315822603489789,-2.14608924543922
yonO:delyonO_mmc:2,-11.977853560455447,-2.149405160629815
yonO:delyonO_mmc:3,3.1451664525915763,-1.9169329258788383
yydF:ctrl:1,-0.18251484296255124,0.01204139827941031
yydF:ctrl:2,-0.19324736409230645,0.03904313492031264
yydF:ctrl:3,0.3757622070548554,-0.05108453319972472
yydF:yydF:1,-0.2989094142114773,0.16345397977688858
yydF:yydF:2,-0.15971121648867584,0.13652528714244294
yydF:yydF:3,-0.7497632454447241,-0.058999368584489176
