,A,PlaR,Crp,RpoE,ihfB
nac_ntrc__wt_csn__2,-1.0930320263190734,0.17039301699999942,-0.09324395099999984,1.5906978274999997,0.2130251749999985
nac_ntrc__wt_cytd__1,0.0913373680736842,-0.09866589200000052,-0.043119613,1.0851983085000008,0.4575306549999994
nac_ntrc__wt_cytd__2,0.3526470669475162,-0.2270817480000007,-0.07348926000000056,1.1836714305000005,0.5979945149999981
nac_ntrc__wt_gln__1,0.4659698988852923,0.07536950599999948,0.16383650300000066,1.2957329165000004,1.0409726349999993
nac_ntrc__wt_gln__2,0.2341346441339605,0.14960096300000106,0.11651884599999995,1.3483150205000012,1.1155340849999984
nac_ntrc__bw_delnac_csn__1,1.239847956493262,0.6754144499999999,0.16921202300000004,2.0182131315,0.2154991849999988
nac_ntrc__bw_delnac_csn__2,-0.611860353249781,0.6365518199999993,0.03216219000000109,1.7331418774999996,-0.16648385500000096
nac_ntrc__bw_delnac_cytd__1,0.2199229286649696,0.04480321499999995,0.2936758630000007,1.3076745945000001,0.4645455949999988
nac_ntrc__bw_delnac_cytd__2,0.4316300592283918,0.0862343679999995,0.2286386530000009,1.2361590744999995,0.4230415649999984
nac_ntrc__bw_delnac_gln__1,-0.4163202667070746,0.08313149399999986,0.5051051429999998,1.7000723764999996,0.8464916449999986
nac_ntrc__bw_delnac_gln__2,-0.7920202507977541,0.06602751399999995,0.563775123000001,1.7166699454999996,0.8042016749999998
nac_ntrc__bw_delnac_nh4__1,-0.0486820015014306,-0.021241956999999975,0.3391651030000009,0.5111228074999996,-0.3020342150000008
nac_ntrc__bw_delnac_nh4__2,-0.1082940553850941,-0.1406712790000011,0.3602350630000011,0.4500462855000009,-0.19284083500000013
misc__wt_no_te__1,0.1276926395740674,-0.061472004000000524,0.3221691629999999,1.5056228725,0.8689442749999987
misc__wt_no_te__2,0.4454000165665072,-0.05416483000000128,0.3159875930000009,1.3159307155000004,0.5093796549999983
misc__bw_delcbl__1,0.1880239710976876,0.0883131749999988,0.30577407300000026,0.6810712315000007,-0.3394036750000016
misc__bw_delcbl__2,0.25837075488523,0.19131904599999935,0.3225694130000001,0.7640849665000005,-0.29720346500000083
misc__bw_delfabr__1,0.2427337166606464,0.05357613400000005,0.1944652930000004,0.35054005850000003,-0.6204796650000013
misc__bw_delfabr__2,0.2751851983141186,0.1563321869999994,0.13385438500000113,0.3612891344999998,-0.5922961330000014
misc__bw_delfadr__1,0.1512148368654835,0.35239829999999994,0.325118883,0.9311366925000008,-0.2622498450000013
misc__bw_delfadr__2,-0.429378067882199,0.2724827259999989,0.3434663330000003,1.0281805335000005,-0.13650693500000166
misc__nitr_031__1,0.3256648001692334,0.2493797269999991,0.2155988630000003,1.5672049794999996,0.036167394999999665
omics__wt_glu__1,0.3220855716677683,0.14986214799999953,0.3481259330000004,0.24458392050000025,-0.13827825500000124
omics__wt_glu__2,-0.2886458922355771,0.2081614819999995,0.31989882300000083,0.3532411885000002,-0.2514746050000003
omics__wt_gly__1,0.0368829399073614,-0.12789709200000046,0.3121818130000005,0.4081792455000013,-0.872324217000001
omics__wt_gly__2,0.5092825188692749,-0.1193008880000006,0.3489800729999999,0.4602919525000004,-0.8714248070000004
omics__wt_thr__1,6.568258018048107,0.11164518199999927,0.8835606830000007,1.1189491645,-0.1857289950000016
omics__wt_thr__2,4.7859616907374365,-0.09727295199999997,1.127551423,1.1675043105,-0.3407635650000014
omics__bw_ac__1,4.717663504321242,-0.1709774270000004,0.4643589929999994,0.466036432500001,0.6479085849999997
omics__bw_ac__2,3.96874700040505,-0.2839430940000005,0.4618822229999999,0.5757037105000009,0.6054734249999996
omics__bw_fum__1,2.01658814564915,-0.16030001699999996,0.446647853,0.12672916150000013,0.018456404999998455
omics__bw_fum__2,2.626600619013786,-0.14675463300000047,0.4952586530000005,0.08981206750000048,-0.006356255000001809
omics__bw_glc__1,-0.0270313598760692,0.14891836499999922,0.31995135300000044,0.8670816714999994,0.16412660499999987
omics__bw_glc__2,-0.4256518146263917,0.07739523900000034,0.3609335930000004,0.8323480785000008,0.15512309499999866
omics__bw_pyr__1,2.8868347316938743,0.10003442099999926,0.8061810030000007,0.8699898615000006,0.6449217049999998
omics__bw_pyr__2,0.9594163363152424,0.3171424829999996,0.7644674929999997,0.7577018175000011,0.6594726449999992
ompr__wt_nacl__1,0.2000572815450355,-1.7385537569999998,-0.6865814769999989,0.5889603235000003,0.27755200499999866
ompr__wt_nacl__2,0.6982244311179673,-1.3462462830000002,-0.620927,0.5200807705000017,0.08413458499999926
ompr__bw_delompr_nacl__1,-0.5735319172347256,-1.5577321570000002,-1.0462482019999992,1.7644149415,0.00949221499999986
ompr__bw_delompr_nacl__2,-0.728997661995304,-1.6461028870000003,-1.071490686999999,1.8123358925,-0.1324689250000013
minspan__wt_ade__1,-2.024597844163463,-0.6836310240000003,-0.09169608400000052,2.0831759015000006,0.32309054499999945
minspan__wt_glc__2,-0.2261150007284829,-0.4968665800000007,-0.17147671399999884,0.8802842814999998,-0.005051925000001845
minspan__wt_glc__3,-0.5142022221366873,-0.7097190270000002,-0.2165117989999992,0.8476663655000003,0.045105534999999364
minspan__wt_glc__4,-0.4063067878014932,-1.1755786460000008,-0.23779414300000035,0.8682659385000004,-0.07972467500000135
minspan__wt_glc_anaero__1,-1.3450622910114407,-0.3298459780000007,0.09730802400000016,0.9570892964999996,-0.1724310150000008
minspan__wt_glc_anaero__2,-1.0898913253703864,-0.2632173900000012,0.0007891440000005191,1.1292113864999995,-0.1700636650000007
minspan__wt_trp__1,0.2424107372639968,-0.7634261470000006,0.379309933,1.5261132034999996,0.6313251449999981
minspan__bw_delcra_glc__2,-0.0278353655146689,-0.9067915340000008,0.2077464830000011,1.0838652534999973,0.5065485749999983
minspan__bw_delcra_trp__1,1.157113515625332,-1.0069032820000006,0.245706203000001,1.8047222855000005,0.9061306849999989
minspan__bw_delmntr__1,0.21802253072963,-0.554257454,0.3950805430000006,0.5681054314999994,0.004072414999999553
minspan__bw_delnac_ade__1,-0.4153498148305041,-0.892744636999999,0.005806081999999435,1.8081508035,0.07351886499999871
minspan__bw_delnac_glc__1,1.1438499154485646,-0.5879375340000008,0.19238992300000035,0.9837405605000012,0.1234782249999995
cra_crp__wt_ac__1,3.790685757046814,-0.5933614740000008,0.7848307329999997,0.6725525085000008,-0.30622956500000065
cra_crp__wt_ac__2,3.5625534742108185,-0.6665003600000006,0.774460393,0.6138341964999992,-0.35281656500000125
cra_crp__wt_fru__1,1.7104486235271026,-0.045150502000000266,0.3134937529999995,-0.06833819249999973,-0.2631118050000012
cra_crp__wt_fru__2,1.927999482058681,0.036797084999999896,0.3732440629999996,0.1067654255000008,-0.08839022500000128
cra_crp__delcra_ac__1,3.504874284922048,0.1552811899999993,0.20535391299999967,1.3301475055000012,0.0891974049999984
cra_crp__delcra_ac__2,3.1399531176409585,0.024359354000000444,0.15922527300000056,1.580773411500001,0.021087684999999468
cra_crp__delcra_fru__1,-0.265687711215923,0.22346498699999984,0.12650519299999985,1.0318305935000005,0.27963663499999925
cra_crp__delcra_fru__2,0.2399424745881992,0.22859273499999944,0.1631474930000003,1.0395589044999998,0.3256943649999986
cra_crp__delcra_glc__1,-0.2451011257997713,0.09005583699999953,0.046791002000000866,0.5512385615,-0.027273645000001068
cra_crp__delcra_glc__2,0.3061083174083779,0.028605870999999894,-0.014761103999999747,0.5130602795000012,-0.1367845850000009
rpoB__wt_031__1,2.3715439615238263,-0.8269167059999996,0.271760703,1.1830196624999996,-0.01898600500000036
rpoB__wt_044__1,-0.00889678820577,-0.2305724950000005,0.2048586730000004,1.042342892500001,-0.16863898500000118
rpoB__wt_lb__1,4.354432194637073,-1.0722861100000012,0.2472729529999995,1.7455784034999997,0.3773911149999982
rpoB__wt_lb__2,4.245675063734286,-1.215897462,0.2041545229999997,1.7837340445000012,0.2931017149999988
rpoB__rpoBE546V_031__1,1.8892106708376943,-0.6131379240000001,0.4571714629999999,1.2587560164999996,0.3454237649999996
rpoB__rpoBE546V_044__1,1.6056398985302591,-0.5391008620000006,0.37625628299999997,1.2203609515,0.4336448049999984
rpoB__rpoBE546V_lb__1,3.304160382044096,-1.1632205350000009,0.1174804819999995,0.7423416795000009,0.15481106499999875
rpoB__rpoBE546V_lb__2,3.5008085409290963,-1.036123312,0.1254229630000001,0.7712577695,0.1844319049999985
rpoB__rpoBE546V_glc__1,-1.5962690426632835,-0.2275886540000007,-0.004082425000000001,0.09058254950000057,-0.2513758650000017
rpoB__rpoBE672K_glc__1,-0.2986488351597192,-0.6575955960000002,-0.6662891799999997,0.11482942050000045,-0.8686284180000001
rpoB__rpoBE672K_glc__2,-0.5539577606981508,-0.7133130540000003,-0.5708984560000001,0.19139527649999974,-0.8417491950000002
rpoB__rpoBE672K_lb__1,1.7022958412044344,-1.1338775009999995,-0.2288451829999989,-0.3644073235000009,-0.7302826730000014
rpoB__rpoBE672K_lb__2,1.1804447029082612,-1.0946537459999996,-0.18410035800000024,-0.2314586074999996,-0.7081113300000013
crp__wt_fru__1,0.8993764128468438,-0.5107110130000008,-0.13483747499999946,0.27754914850000034,-0.12088642500000013
crp__wt_glyc__1,2.800461485658951,-0.6989032130000004,-0.06971342199999953,-0.07511017049999946,-0.23519522500000176
crp__wt_glyc__2,2.548598907103748,-0.7107686320000006,0.000271048000000107,-0.03604530449999999,-0.2269791750000003
crp__delar1_glyc__1,1.2770158822014923,-0.8940928010000002,0.7684826630000003,1.9262847335000008,0.8177116649999991
crp__delar1_glyc__2,0.961341923002079,-0.7189965140000005,0.9809746629999996,1.6081376675000012,0.8890342949999983
crp__delar1ar2_glyc__1,0.9069936192143692,-0.7506321100000006,0.2916550830000002,1.7292994635000003,0.4273910749999992
crp__delar1ar2_glyc__2,-0.3438368468570347,-0.8611390640000005,0.2567226429999998,1.6265455825000004,0.4929071349999994
crp__delar1ar2_glyc__3,0.6212592578913672,-0.7496689420000004,0.37124749300000026,1.5740228725000005,0.4557914849999989
crp__delar2_glyc__1,8.004620873143558,-1.421553799000001,1.4298253029999994,1.9376832665000008,1.0758542649999985
crp__delar2_glyc__2,9.215219595642049,-1.165730665,1.3004454830000007,1.8490691095000005,0.8624663449999996
crp__delar2_glyc__3,8.860405245514222,-1.015804306999999,1.2369035230000005,1.5539204365000003,0.7822983149999985
crp__delcrp_fru__1,-0.7589021230808242,0.21649172799999936,-9.852476477,2.0920074605,0.7741806249999996
crp__delcrp_fru__2,-0.333364012159152,0.11268499699999968,-9.107951936000001,2.0887012935,0.7805150249999997
crp__delcrp_fru__3,-0.9071291809569462,0.17341280800000106,-9.852476477,2.0958375915000005,0.6682049649999993
crp__delcrp_glc__1,-1.4695190723247409,0.3822724519999996,-9.025871704,2.4048997735000004,0.9036337949999992
crp__delcrp_glc__2,-2.13329026516937,0.3435325530000011,-9.566616581,2.3170983935,0.8802052149999984
crp__delcrp_glc__3,-1.936955364734703,0.3146617029999996,-9.852476477,2.332368543500001,0.9120195049999982
crp__delcrp_glyc__1,-1.8099876349105009,0.31787802499999884,-9.852476477,1.8503408195000013,0.8951313249999995
crp__delcrp_glyc__2,-1.2153528757947676,0.3618948459999993,-9.852476477,1.7751611614999998,0.8307353349999982
crp__delcrp_glyc__3,-1.16523909828065,0.12212020599999995,-9.852476477,1.8565217015,0.8947548049999998
glu__glu_ale3__1,1.4843320133349718,-1.0177557559999997,1.4385551630000002,0.5231560845000001,0.6064907849999983
glu__glu_ale4__1,0.5487870263532388,-0.5528819470000004,0.1237046330000009,-0.4269600395,-0.2619136350000009
glu__glu_ale5__1,0.5967223672540183,-0.5060031480000005,0.23737495299999975,0.05421209250000025,-0.8460246970000007
glu__glu_ale6__1,0.3226484196945422,-0.755527025000001,-0.2669721739999993,-1.093291720499998,-0.7752423590000017
glu__glu_ale8__1,0.7264497470271785,-0.5587299870000004,1.5517659029999995,0.3896454664999993,0.6607472949999984
glu__glu_ale9__1,0.5480052711541833,-0.7960390310000003,0.736260553000001,0.4618448164999993,-0.06697157500000017
glu__glu_ale10__1,0.5636797504139315,-0.9451967530000004,1.2484999630000004,0.4077663435000005,0.21387256499999907
42c__wt_42c__1,-0.2548953497867389,0.10460080799999982,-0.02289376299999901,1.1621150604999997,-0.31461002500000035
42c__42c_ale1__1,-0.9387289195602452,-0.4146071220000005,0.578078713,-0.07169377850000025,0.11635354499999905
42c__42c_ale2__1,1.0875159915887551,-0.11356621900000086,-0.001157444000000396,0.2313087135000007,-0.2542397450000013
42c__42c_ale3__1,0.4868589323950503,0.5182705089999997,-0.16365086199999898,0.3737578715000005,-0.2953636450000001
42c__42c_ale4__1,1.2331854966367068,0.3465078549999987,0.18829674300000046,0.5416096264999997,-0.5980379260000017
42c__42c_ale5__1,0.7439213585377769,-0.09270407500000122,-0.2550904079999992,-0.3637375614999998,-0.4206413750000007
42c__42c_ale6__1,-1.1975070427016927,0.14136654699999962,0.5847098129999999,0.2033526124999998,-0.051506065000001655
42c__42c_ale8__1,0.3473164708819354,0.2721560939999996,0.898060053,0.9616333395000004,0.06802815499999859
42c__42c_ale9__1,0.8995421632944395,0.2988832629999996,0.2344509129999999,-0.02872949549999948,-0.2417516550000016
42c__42c_ale10__1,0.3800170150480477,-0.12892569900000073,0.5824345429999997,0.1744519165000007,-0.1791272750000008
ssw__wt_ac__1,1.1702084105551045,-0.7247934340000004,0.155824183,2.0161845465,-0.34671080500000073
ssw__wt_glc__1,-0.886054542496096,-0.4628666830000006,0.08995910700000033,0.4023022855000011,-0.34210524500000083
ssw__wt_glyc__1,1.1984668219045729,-1.0925162410000002,0.2646295629999997,0.8313336305000014,-0.5893889490000017
ssw__wt_xyl__1,0.5136810082872372,-1.7322957900000002,0.6151089029999994,1.3129809295,-0.05021167500000168
ssw__glc_ale1__1,1.7544953038175684,-1.0276360340000004,0.31199771300000023,-0.2630676914999999,0.1123376849999982
ssw__glc_ale2__1,0.3162514891878175,-1.2171125650000008,0.5353218630000001,0.6429678235000011,0.8555401049999993
ssw__glc_ale3__1,-1.4896752311483126,-0.9771112680000008,0.4454840030000007,0.7543626855000003,0.35300746499999924
ssw__glyc_ale1__1,1.6433962628677534,-0.448997791,0.2988789030000003,-0.3782012764999996,0.5749310549999986
ssw__glyc_ale2__1,-0.7252305610587978,-1.2320219580000007,0.3021156230000006,1.0225509544999998,0.2094873549999985
ssw__xyl_ale1__1,3.579094572588914,-0.601499188,-0.2147884219999998,-0.2606105954999993,0.12516697499999907
ssw__xyl_ale2__1,2.3718433027711656,-0.8676154350000012,0.026451148999999674,-0.7795132335000003,-0.2252324650000013
ssw__xyl_ale3__1,2.262260189406514,0.2062145580000001,-0.3138359289999997,-0.08442575750000003,-0.5222997210000013
ssw__glc_ac_ac2__1,-0.313249469227043,-1.2989261230000002,0.5069351229999999,0.22210975750000014,0.1714670449999982
ssw__glc_ac_glc1__1,0.0500362169149211,-0.8750210630000002,-0.42053636400000016,-0.5134596215,0.3364167649999992
ssw__glc_glyc_glc__1,0.5525560831327613,-1.353980847,0.565682133000001,0.3216285214999992,0.5272570349999999
ssw__glc_glyc_glyc__1,2.07635386268026,-1.0041854129999999,0.3070424930000009,-0.1852867665,0.2746682449999991
ssw__glc_xyl_glc__1,0.1908726622421488,-0.7812065400000012,0.029020071999999782,-0.33212127849999984,-0.35453504500000044
ssw__glc_xyl_xyl__1,0.8543795488339417,-0.9386315190000004,-0.2438474470000003,-0.7373528544999992,-0.20853702500000185
ica__wt_glc__1,1.1424371348559712,-0.318331660000001,-0.02120516499999958,0.14173517950000125,-1.1147660930000018
ica__wt_glc__2,1.1762059283749648,-0.3558152990000005,-0.013075077999999962,0.16494361450000028,-1.1984546920000003
ica__wt_glc__3,1.137424167937583,0.10461613099999932,0.0930502690000008,0.31937732350000125,-0.5317266690000011
ica__wt_glc__4,1.290707235220684,0.05810624499999939,0.399858493,0.8042477624999993,-0.2623442850000011
ica__arg_sbt__1,5.642708030298612,-0.677590736,0.17296083299999945,0.10478140050000118,-0.7130596030000014
ica__arg_sbt__2,2.731289970772278,-0.7803474290000008,0.4931735029999995,-0.013411754499998985,-0.5527461320000011
ica__cytd_rib__1,5.6399274683066976,-1.540307823,0.5032386530000004,1.1688772855000007,0.8413076649999987
ica__cytd_rib__2,6.742402165333198,-1.3604160360000002,0.4864851229999996,0.921848047500001,0.7168878949999993
ica__gth__1,0.5407623900527989,-0.22061058199999994,-0.3447319570000005,2.757870133500001,0.23464762499999914
ica__gth__2,1.5342801096724243,-0.621502199,-0.5509396859999995,2.6753919035,0.03602994499999923
ica__leu_glcr__1,0.9332661271132352,-0.0698382569999989,1.0260792930000004,0.15730501350000026,-0.3892439150000016
ica__leu_glcr__2,1.035505797655318,-0.20061757700000005,0.964590953,0.1782461245000011,-0.4901262500000012
ica__met_glc__1,1.6457412647687075,-0.4548889690000006,-0.0020434050000002198,-0.10966828249999948,-1.2518318020000017
ica__met_glc__2,1.3555197122428533,-0.4875295690000003,-0.06998528999999998,-0.2346687274999999,-1.1905887250000011
ica__no3_anaero__1,-0.2737927267873219,0.02245525699999984,0.16601552300000044,1.8091102925,-0.11737177500000052
ica__no3_anaero__2,-0.2187730455167953,0.2444294859999996,0.1659366630000001,1.8533968405000003,-0.2346329650000012
ica__phe_acgam__1,1.20374991192335,0.057620764000000164,0.08710832000000046,0.03585493849999999,-0.8871626400000014
ica__phe_acgam__2,1.019387094127532,-0.021991262000000237,0.07371453200000032,0.061855888500000226,-1.0565964590000014
ica__thm_gal__1,2.212195089884159,0.009849913000000043,0.41909228299999945,0.7084737585000003,-0.16482862500000015
ica__thm_gal__2,2.7303411872775696,-0.005040618000000664,0.4125785030000007,0.6938309095000008,-0.15669868500000028
ica__tyr_glcn__1,1.6390264588856898,-0.26509415000000125,0.211699823,-0.018723084499999487,-0.6120214560000008
ica__tyr_glcn__2,2.079004741037024,-0.2781283830000003,0.2492893929999997,-0.008675389499998687,-0.636866297000001
ica__ura_pyr__1,1.189779287700222,-0.051443433000000205,0.8236668229999999,1.0743113684999999,-0.3158368550000006
ica__ura_pyr__2,2.1710243749291425,-0.3904341280000008,1.104333543000001,1.4192280554999996,-0.11250578500000152
ica__wt_glc__5,1.439858382642046,0.16315364199999927,0.3105034530000008,0.33899953150000073,-0.19704825500000034
ica__wt_glc__6,1.6923073932995911,0.17583521999999885,0.3376528430000008,0.4249338834999996,-0.016725155000001383
ica__bw_delpurR_cytd__1,0.9535834455981502,-0.8994483659999997,-0.14178576699999998,0.18622639450000025,-0.7562658370000008
ica__bw_delpurR_cytd__2,1.038286696968624,-0.06394971200000032,0.2554834630000009,0.5334355894999998,-0.24630387500000064
ica__ade_glc__1,1.3619598854552368,-0.1264816590000004,0.27079068299999953,0.5706701965000001,-0.3082547050000013
ica__ade_glc__2,0.8269684434579584,-0.7747753200000007,-0.10748262699999957,0.1895059374999999,-0.7539613130000014
ytf__wt_glc__1,1.064000913689941,-0.5567773059999999,0.34000217300000024,0.9004854815000005,0.048335154999998416
ytf__wt_glc__2,1.0383358410057093,-0.28530741199999893,0.487174103000001,0.9941944445000016,0.008906584999998302
ytf__delyafC__1,0.2583016874623826,-0.35130139300000085,0.518280163,0.8645998015000007,0.9312559249999984
ytf__delyafC__2,-0.3328865281933826,-0.5717282060000004,0.558626223000001,0.7684870124999996,0.8762793349999995
ytf__delyeiE__1,-0.7893039648021084,0.1382639689999996,0.4528218430000006,0.3911769884999998,0.37449202499999856
ytf__delyeiE__2,-0.1280716521029521,-0.08702922400000103,0.3693801830000005,0.3856457305000003,0.10842385499999983
ytf__delyiaJ__1,22.181281269103128,-6.306690188999999,0.4900788630000008,1.5479787605000013,0.8927779449999989
ytf__delyiaJ__2,21.77058273626083,-6.5268699980000005,0.4743345229999996,2.2094680335000003,0.9751252049999994
ytf__delyieP__1,0.1919172078304169,-0.3239683420000006,0.8306116230000011,0.8542557965000004,0.4164926649999998
ytf__delyieP__2,0.3679831900781124,-0.3641268459999996,0.7498248230000009,0.8262089945000001,0.4211253349999993
ytf__wt_ph5__1,-0.2055425951321535,-0.38475320000000135,0.3985759630000008,1.5482009664999996,0.07739173499999907
ytf__wt_ph5__2,1.165864791810022,-0.4138810040000003,0.4747397030000009,1.5743899295000006,0.1304866149999988
ytf__wt_ph8__1,1.6404746300094846,-0.17464597100000034,0.2756429229999995,0.9142745335000004,0.17264195499999954
ytf__wt_ph8__2,1.5845312105654543,-0.3125630800000012,0.2681548629999995,0.8616219385000008,0.20743109499999868
ytf__delybaO__1,1.350054217259009,-0.5004821609999999,0.5823761830000009,0.7981012075000002,0.785503584999999
ytf__delybaO__2,1.1857044243099302,-0.22656866000000075,0.6367440230000003,0.6987697965000006,0.6704792449999992
ytf__delybaQ__1,0.0244766956268774,-0.39387135800000017,0.3329404930000006,0.7784099305000005,-0.10467602500000163
ytf__delybaQ__2,-0.0978180343447518,-0.4637007720000002,0.3236855130000009,0.8695207134999999,-0.13997920500000127
ytf__delybiH__1,1.2358701697281298,-0.7601571290000004,0.6363319829999998,1.3848466115000004,0.18352660499999907
ytf__delybiH__2,0.7615992119390207,-0.3843650800000011,0.5546718429999995,1.310311199500001,0.5048975449999986
ytf__delydcI_ph5__1,-0.0887690886756092,-0.4054518230000008,0.36809995299999976,1.3379795815000008,-0.1335313650000014
ytf__delydcI_ph5__2,0.360975615309228,-0.34771806700000063,0.4226014830000011,1.3237961335,-0.0947178250000018
ytf__delydcI_ph8__1,0.1175290550450516,-0.3170509690000003,0.3631957630000002,1.4065664274999996,0.2929409749999987
ytf__delydcI_ph8__2,0.4259821791277257,-0.4821144100000012,0.3071113430000008,0.9738323275000004,-0.07397079500000102
ytf__delyddM__1,-0.7146056860232661,-0.32760666500000113,0.8218948030000011,1.2450217925000011,0.5608763049999991
ytf__delyddM__2,-0.4783515235473571,-0.3178786250000005,0.8320546029999996,1.302442793500001,0.4931839349999994
ytf__delyheO__1,-0.4339632232505239,-0.6522029190000005,0.5961686430000004,0.9499962345000004,0.7981991849999996
ytf__delyheO__2,-1.5694252845524188,-0.6747950000000014,0.6336565129999999,0.7242416245000012,0.7979975949999982
fps__bw_glc__1,0.261879172941609,-0.7354597180000004,0.23073483299999964,0.7128644975,-0.5939824160000011
fps__bw_glc__2,-0.0222695095395689,-0.7521223309999998,0.16040873300000058,0.6404729015000008,-0.4638760710000014
fps__fps_thrA_ale1__1,-0.6237282765890177,-0.5078071900000012,0.3327312029999998,0.7987248505000011,0.2506921749999993
fps__fps_thrA_ale1__2,-0.0956824904653111,-0.6106690060000002,0.3516250830000001,0.7389979414999992,0.1171958749999984
fps__fps_thrA_ale2__1,0.3642107036017391,-0.4245501369999989,0.22966762300000101,0.6798376835000006,-0.05670448500000092
fps__fps_thrA_ale2__2,0.0759621855330541,-0.3629512580000007,0.28896753300000105,0.6981809124999998,-0.07788523500000187
fps__fps_serB_ale1__1,0.3069794772995408,-0.3961257180000004,0.2630278130000008,1.287237664500001,-0.0532821650000006
fps__fps_serB_ale1__2,0.3078207348669156,-0.28383682500000074,0.3896577630000007,1.2159247395,-0.17460455500000016
fps__fps_serB_ale4__1,-0.8661948622543814,-0.09187345700000016,0.20591431300000096,2.1387762734999995,0.3308044149999993
fps__fps_serB_ale4__2,-0.2276611271738733,0.32556535699999944,0.3602136930000004,2.1380479335000007,0.34874165499999954
fps__fps_ptsI_ale1__1,2.315120354643957,-1.170248829000001,0.045779202000000296,0.9764509655000017,0.1815387649999991
fps__fps_ptsI_ale1__2,3.03622379639143,-1.3151626210000007,0.14486478300000094,0.9997681785,0.07463568499999873
fps__fps_ptsI_ale3__1,3.778902966914938,-1.3333106720000003,0.2525903130000007,0.5284679845000007,-0.04807274500000069
fps__fps_ptsI_ale3__2,3.178169495133809,-1.30735053,0.22323634299999995,0.5742229275000009,-0.08459257500000028
pal__lyx_ale2_f6__1,3.743710947090333,-1.1057942890000003,0.3334221829999997,1.1285212175000012,0.16817323499999934
pal__lyx_ale2__1,4.415794608136124,-0.968013655,0.2649081029999998,-0.057622196499999674,0.40226726499999893
pal__lyx_ale2__2,4.149294976665864,-1.1308113770000006,0.3071416530000004,-0.09105967949999894,0.31857179499999866
pal__lyx_ale4__1,6.337209470225714,0.9999572759999982,-0.057655872999999865,0.05850488050000102,-0.18964956500000166
