,A,CsgD,ihfB,MlrA,MqsA,CpxR,RstA,hns,BtsR,FliZ,Cra,rcsB,OmpR,BasR,Crp,RcdA
ecoli_00300,-1.8792748053000001,-1.024959404,-0.036035855000000006,-1.6760629260000002,0.32598311350000003,-0.8721316640000001,-1.1727765265,0.106212,-0.1188753745,6.0213124045,-0.2938275845,-0.038792998,-0.5787933445,-1.203549464,0.362990173,-1.1620772375
ecoli_00301,-4.0141195656,-1.711803299,-0.18176504500000001,-2.646714432,0.07862838750000001,-0.845480698,-0.1170442495,1.01159999,-0.5468096565,4.9776101125,-0.3001390625,-0.16090156900000002,-0.3271572165,-1.393426228,0.36842613300000004,-0.7401285425
ecoli_00302,-3.6778160617999998,-1.840192058,0.269205825,-3.517752559,0.1762326855,-0.485438454,0.0317878345,1.16864388,-0.32504854450000004,5.1303451875,-0.4458674305,-0.120336678,0.3086153615,-0.5836035230000001,0.736125773,-0.4298406965
ecoli_00303,3.413454523,1.013316797,0.148042285,-0.088946411,0.7103682965,-0.447599385,-0.4430780855,0.29644117000000003,-0.0760022895,0.7981503315,-0.3317039425,0.202090564,0.12052496850000001,-0.174969657,0.553279673,-1.0833926645
ecoli_00304,2.9523732052,0.936202607,-0.250908275,-0.61525582,0.6899833795,-0.260957125,-0.42042789950000004,-0.12114934000000001,-0.2545476225,0.6525886435,-0.2140393105,0.127261843,0.0936429985,-0.19994550600000002,0.42430167300000005,-0.4597031465
ecoli_00305,-2.3450688851,-1.060108066,0.48513176500000005,-0.569038846,0.7483116615000001,-0.10925860800000001,0.0389591755,-0.01798995,0.1164834155,0.0024772015000000002,-0.3731903915,-0.103952636,1.0648863474999999,0.48458993400000006,0.904530523,-0.3935228555
ecoli_00306,-2.5988070414,-0.912123191,0.266281765,-0.918084953,0.7537895285,-0.016847019,0.0390268605,-0.08386119,-0.6358485275,-0.1374151255,-0.39414975150000003,-0.184115622,1.0111644825,0.6072532860000001,0.929254393,-0.9580901575
ecoli_00307,-2.2728121578,-0.8224330280000001,0.38202392500000004,-0.9066198620000001,0.7512813645,-0.048850368000000005,0.0336988425,-0.07937957,-0.11047792050000001,0.1657836405,-0.3932079115,-0.245551766,1.0985503995,0.588399124,0.9289372330000001,-0.38422457050000003
ecoli_00308,-1.886805468,-0.928035844,0.421074335,-0.732665933,0.8009260475000001,0.023914868000000002,0.1807934765,-0.04388363,0.0794625835,-0.5085911295000001,-0.2942019615,-0.18675407200000002,1.0243929735,0.658011259,0.9358953230000001,-0.3952754495
ecoli_00309,-3.1227169007,-1.088420049,0.636740065,-0.690592576,0.8042128565000001,-0.012431654,0.2188994765,-0.27269954,0.7348093655,-9.69935e-05,0.2206331685,-0.46693991500000004,1.1300790735,0.514325864,0.8647486830000001,-0.4630448895
ecoli_00310,-3.2264235306,-1.003713384,0.691051775,-0.579604205,0.6877913485,-0.069080234,0.1454287745,-0.26839107,0.6290829515,-0.2042854385,0.1118040455,-0.449365055,1.1122528485,0.662278487,0.829767083,-0.4298781125
ecoli_00311,-1.3717282298,-0.66269681,0.695164695,-2.182560192,0.7741014305,-0.048581422000000006,0.8439501805,0.2790379,0.8016677675,0.0157380515,-0.048174719500000004,0.010495287,1.4258938825,0.300234308,1.000233243,-0.4920830325
ecoli_00312,0.5156207188,0.269071016,0.971904815,-1.8470643660000001,0.9410985675,0.001809831,1.0541354775,0.6530912600000001,0.049283902500000004,0.0737369925,-0.3402880525,0.32107951700000004,1.1516092395,0.32535388,0.9954071830000001,-0.7964734085
ecoli_00313,2.1464959302,0.743276087,0.045415855000000005,-0.21700460200000002,0.4200964875,-0.34737616400000004,-0.0811036185,-0.03241439,-0.3580687605,-0.21155914950000002,-0.3092731875,0.182750777,-0.0472673725,-0.33402858900000004,0.503242803,-0.8875922655
ecoli_00314,2.3771947729000003,0.8782878340000001,0.152257115,0.100408616,0.5602717335,-0.27451657500000004,-0.0245374065,-0.01570513,-0.2740424025,-0.2706060605,-0.17641565350000002,0.235241633,0.0009286755000000001,-0.334436501,0.5733612730000001,-0.5472938795
ecoli_00315,-4.5619048261,-2.01405699,0.5501011250000001,-0.659239962,-0.20437583950000002,-0.49300062600000005,-0.0753465335,-0.48680802,1.1077424815,-0.2849497875,-0.06474065650000001,-0.15496806400000002,0.8768270775,-0.14844721,0.688985203,-0.7369462595
ecoli_00316,-3.8984528628,-1.5897142560000002,0.532344675,-0.651367679,-0.1754699465,-0.5598479110000001,0.06736502550000001,-0.47175727,1.1612720925,-0.7200971695,-0.1520650225,-0.19050253,0.8008433295,0.042480386,0.689163233,-0.9536844235
ecoli_00317,-3.4049629674,-1.270610272,0.626683035,-0.10924984800000001,-0.2316493605,-0.33109149600000004,0.0838538555,-0.77056655,0.4599591075,-0.2949784385,-0.2111487195,-0.29792464100000005,0.6732772265,0.110099715,0.566404903,-1.0704320855
ecoli_00318,-3.2415261144,-1.222267865,0.596736845,-0.370750171,-0.3272657995,-0.377222895,0.1589106975,-0.69144047,0.5365228735,-0.36267348850000003,-0.058635081500000005,-0.15680385400000002,0.7337531625,-0.063697921,0.587592463,-0.8374017545
ecoli_00319,-3.5780510157,-1.5565257909999999,-0.15358316500000002,-1.726573621,0.1166693005,-0.813888767,0.13132578450000001,-0.34360699,-0.047172581500000005,0.0520914525,-0.0896427895,0.189791385,-0.1709957175,-0.7111929330000001,0.10847917900000001,-0.7523333975000001
ecoli_00320,-3.741900358,-1.722301103,-0.036589665,-1.878672467,-0.06900518950000001,-0.872796231,0.0578117255,-0.27949188,0.0843824085,0.2332895265,-0.0698728435,0.11615682000000001,-0.23452216850000002,-0.664212004,0.14360144,-0.9342834245
ecoli_00321,-1.7027632719999999,-0.663179945,0.775029505,-1.551886295,1.0116400845,-0.32521904,-0.3439221375,0.1852025,-0.6196607055000001,-0.4898175905,-0.6007593125,0.11565003,1.2811678715,0.214001606,1.042582673,-0.8598714045
ecoli_00322,-1.5308289617000002,-0.553707857,0.8413603550000001,-1.655039122,0.9515489555000001,-0.181767951,-0.2576907215,0.27872811000000003,-0.29853094550000003,-0.5071995155,-0.5026456095,0.10617655100000001,1.2937523405,0.496611324,1.027989663,-0.6389488015
ecoli_00323,-3.6282176018,-1.208329506,-0.48556983000000004,-1.757390851,-0.2120009695,-0.45713859500000004,-0.0294129875,0.1055782,0.2618885865,5.8051035815,-0.1736526655,-0.237466153,-0.3372085865,-0.814062002,0.09382866100000001,-0.2848270825
ecoli_00324,-2.693969836,-0.9502639540000001,-0.46299467600000005,-1.575474034,-0.08330944650000001,-0.39680881,-0.09543299150000001,0.15047999,0.2515502215,5.8930156015,-0.1066645425,-0.176404357,-0.2931919625,-0.6829204050000001,0.13043923,-0.3160743715
ecoli_00325,-2.0064664634,-0.597420846,-0.5230424,-1.486342051,0.4134096235,-0.32762254500000004,-0.1054264855,0.17891101,0.2800265545,5.6023589685,-0.1139529145,-0.215261211,-0.4260073495,-0.866034434,0.057576022000000004,-0.6538640285
ecoli_00326,1.3830484889,0.54163033,0.050135135000000004,-0.299714566,0.6813362935,0.010481819,-0.0837055895,0.4724368,-0.0916723295,5.8376507845,0.0174592985,0.13244497,0.0577711475,-0.046557485,0.46187418300000005,-0.2962963355
ecoli_00327,0.2268423431,-0.15337455800000002,0.5308955750000001,-1.5316233700000002,0.3486929375,-0.090514038,0.49670297350000003,1.72657098,-0.4069427715,2.8654247605,0.4358023165,0.21471446,0.3204952955,-0.26396718,0.7723290730000001,0.0369929835
ecoli_00328,-1.1138263406,-0.47377017600000004,0.239963105,-1.5010631710000002,0.1615429395,-0.18833464400000002,0.5745950455000001,1.6569929700000001,-0.3106369885,2.9555479245000003,0.1606344035,0.01062306,0.1371415665,-0.126917294,0.495795953,0.0833683795
ecoli_00329,0.3562491733,0.166350466,0.321393215,-1.320603998,0.6708053595,-0.07234808300000001,0.5741910615,1.63065817,-0.0804934685,3.7120464285,0.3501225765,0.037586265,0.3586083225,-0.200245105,0.621328373,0.09245642550000001
ecoli_00330,-0.0008331088,0.144158909,0.175331545,-1.113723108,0.7878261665,-0.215811721,0.7625336725,1.5797009100000001,-0.3671622805,2.4316276545,0.3245514705,-0.016210148,0.2324787315,-0.190808723,0.486348433,-0.1249346335
ecoli_00331,3.0379465467,1.024415647,-0.012998075000000001,-1.736417709,0.8101193025000001,-0.29339450100000003,0.2820897405,0.47199175,-0.16498841350000001,1.2398735845,0.6820349205,0.10888821200000001,0.1299956205,-0.510160838,0.13801763,-0.1100571915
ecoli_00332,2.421200447,0.504714893,-0.17918820500000002,-1.746840857,0.8286165245,-0.406455108,0.24555751550000002,0.33791435000000003,-0.0799542905,0.5693558245,0.6488653885,0.09364722900000001,0.1964979345,-0.5349945140000001,0.15520324300000002,-0.4409526065
ecoli_00333,3.1131870548,1.082407411,0.11520936500000001,-1.722172821,0.8236414365,-0.277332067,0.2033899875,0.6051613,0.1040698555,2.5864111605,0.6121383695,0.06792644,0.2148997585,-0.29062208300000003,0.211227453,-0.1285130995
ecoli_00334,2.0376796074,0.6275357540000001,-0.10849309500000001,-1.7094032540000001,0.5464258845000001,-0.33926512000000003,0.1358560415,0.62997982,-0.3156170645,2.8782200625,0.6900592575000001,0.12032191800000001,0.0418090805,-0.585757783,0.156206473,-0.2839226505
ecoli_00335,-6.675560694,-2.843273072,-0.712682895,-2.721947704,-0.1285539035,-0.582913821,-0.2664781735,-0.24876196,0.3214701775,5.2596216705,-0.2568402815,-0.36362154300000005,-0.6648646005000001,-1.017240323,-0.23326590800000002,-0.4882970005
ecoli_00336,-5.2489864504,-2.27485919,-0.45515782,-2.295264751,-0.0365233835,-0.49678674800000006,-0.07828866550000001,-0.04567213,0.16161886250000002,5.3451758525,-0.1528743355,-0.31480268,-0.5418437255,-1.008740313,-0.08594182800000001,-0.7118685745000001
ecoli_00337,-1.4037580201,-0.575187098,-0.19995716500000002,-1.99100802,0.5295668085,-0.413873215,0.31696072750000004,0.31002717,-0.1535237835,4.6763854025,0.3295441655,-0.051506092,-0.39998756950000003,-0.762312913,0.027939159,-0.5847514885
ecoli_00338,-1.8328497791,-0.845141804,-0.057134725000000004,-1.686043497,0.5052379855,-0.353255191,0.3402695355,0.37485865,-0.059802124500000005,5.0541770725,0.39825510550000004,-0.176330219,-0.2132681315,-1.015704669,0.095125363,-0.5510279985000001
ecoli_00339,-6.1204829384,-2.758209754,-0.6934130190000001,-3.129573187,-0.0367392675,-0.7084345040000001,-0.26912786650000003,-0.14847092,0.3642164175,4.0332640825,-0.31673114350000003,-0.39175196900000003,-0.6894977925,-1.063289199,-0.186683067,-0.1489201085
ecoli_00340,-4.6605719264,-1.8639688630000002,-0.61577951,-2.178400939,0.15785598850000002,-0.35340345,0.0301634445,0.11526704,0.4343117395,4.3023297965000005,0.0385580375,-0.24950633700000002,-0.3741627795,-0.8980349980000001,-0.08065952300000001,-0.1521862505
ecoli_00341,-6.69363932,-2.8048877450000003,-0.8395102720000001,-2.7234917430000003,-0.24507032250000002,-0.605356322,-0.3379383125,-0.11060014,0.3000650865,4.4130149835,-0.34107716450000003,-0.36805706,-0.8033832795,-1.158896259,-0.32169368600000003,-0.40343315550000003
ecoli_00342,-6.6901770545,-2.947951504,-0.70593072,-3.08881844,-0.1661975895,-0.637928889,-0.20039534650000002,-0.06236804,0.44036844750000004,4.5354116015,-0.2926749605,-0.352157155,-0.7151310275,-1.164260521,-0.22926116100000002,-0.5988018405000001
ecoli_00343,-0.28002233390000003,-0.7508144360000001,-0.6174351720000001,-1.5541750250000002,0.6042674795,-0.7716280590000001,0.0844751145,-0.08895912,0.0670102325,-1.2540702934999999,0.3667620935,-0.195289859,-0.5048593585,-1.054694216,-0.29073972200000003,-0.3066171935
ecoli_00344,-0.4275993643,-0.691185024,-0.7454431260000001,-1.4893925430000001,0.4448955785,-0.847133687,0.035705796500000005,-0.17289961,0.08803828250000001,-0.7454482845,0.2693497675,-0.324469909,-0.39523822350000004,-1.012548963,-0.328630297,-0.7820583195
ecoli_00345,0.34027237190000004,-0.155206392,-0.553778804,-1.91644221,0.6124143575000001,-0.511645674,0.1958201065,0.12530344000000002,-0.07454540650000001,0.1829346795,0.3920265375,-0.05646546400000001,-0.3713920705,-0.624679458,-0.103214605,-0.0339521595
ecoli_00346,0.7064194602,-0.041149977000000004,-0.39342944500000004,-1.432461056,0.6480753655,-0.468065954,0.1314327935,0.13244052,0.0296654015,0.2329690005,0.37092413350000003,-0.11510633,-0.29357455250000003,-0.723093485,-0.05797147800000001,-0.0655039115
ecoli_00347,-0.0377837554,-0.17219525100000002,-0.242068375,-0.500076301,0.5615592955,-0.167343927,-0.4968590745,-0.28339365,0.1285296175,-0.5871232415000001,-0.1015453585,0.131462052,-0.2222003655,-0.5503872830000001,0.20789728300000002,-0.2803770145
ecoli_00348,-0.26107361490000003,-0.260224564,-0.145811075,-0.322252688,0.4168358105,-0.12900793100000002,-0.5139422875,-0.04200595,-0.0561825475,-0.0653631805,-0.3156219655,0.13458648,-0.20895057350000001,-0.530679322,0.288214413,-0.46507541150000004
ecoli_00349,-2.340103853,-0.905500309,-0.22252184500000002,-1.919304564,0.3972026805,-0.41563400500000003,-0.5107458385,-0.10517051000000001,0.24421137550000002,-0.6624823975,-0.0694856845,-0.06246476,-0.3151405655,-0.707687181,0.16856253300000001,-0.2794776625
ecoli_00350,-2.8691883515,-0.9525747390000001,-0.290125915,-1.9574485140000002,0.4436027865,-0.40848406400000004,-0.4197869835,-0.02988282,0.10246809750000001,-0.7667975075,-0.0329812155,0.061857892000000005,-0.19477831750000002,-0.507485637,0.144982372,-0.3190265615
ecoli_00351,-0.7241442283,-0.065042482,0.818727175,-0.707874226,0.8316051835,0.083173783,-0.2175027655,0.38759555,-0.3636996005,-0.3332094235,0.0900326495,0.28205419800000003,0.6544698845,0.36652191,0.495849313,-0.1889044005
ecoli_00352,-4.1314249493,-1.473553419,-0.43698767,-2.307339798,0.3137371785,-0.460881986,-0.3283903825,-0.08150225,-0.0585334655,-0.6209623565,0.0908492365,0.035021679,-0.2444773375,-0.7170319820000001,0.08223337900000001,-0.5430726135
ecoli_00353,-1.0442621128,-0.293954635,-0.23280757500000002,-1.562042516,0.3837966635,-0.312970156,-0.5033067885,-0.17518016,0.1345731095,-0.4386386775,0.2280290295,0.043165433,-0.1885501135,-0.45459474400000005,0.260077643,-0.5353710135
ecoli_00354,-3.2946125648,-1.151647397,-0.44035611500000005,-1.6378161800000002,0.1294358765,-0.461049996,-0.5218471095,-0.09743219,0.13505263950000002,-0.6530033135000001,0.045015701500000005,-0.032152082000000005,-0.3362440545,-0.693424637,0.110092349,-0.3437163615
ecoli_00355,-1.7628308946,-0.274500004,0.48633563500000004,0.173840891,0.6442203775,0.180319375,-0.4874209745,0.5349981500000001,-0.5077371115,0.0703095155,0.06744731250000001,0.054121772000000005,-0.0152410355,-0.153295486,0.946417433,0.2343418665
ecoli_00356,-1.3868882734999999,-0.27021159100000003,0.469224085,0.22801130700000002,0.7709879215000001,0.157052424,-0.5189997985,0.5423251,-0.2576885195,0.3146083525,0.0447984965,0.18865046700000002,0.09132617650000001,-0.103637933,0.980365153,0.1033708915
ecoli_00357,-1.6937562479000001,-0.324647556,0.310422755,-0.507047555,0.5578407865,0.015671425,-0.3727894745,0.44407603,-0.47404933450000003,-0.038765429500000004,0.1602298815,0.08579721700000001,0.0835117615,-0.059150805,0.9986914830000001,0.07364018850000001
ecoli_00358,-1.3205733957999999,-0.08367893700000001,0.406436905,-0.5683635260000001,0.7607569535,0.00039303900000000003,-0.3532666715,0.42163576,-0.4982443045,-0.2813720575,0.1413458675,0.13252001100000002,-0.1498311285,0.017931018,0.9749593430000001,0.12277273350000001
ecoli_00359,0.7813925664,0.171489213,0.107600365,-2.547110481,0.7434275735,0.151190606,0.1836892175,0.22959915,-0.2737040555,-0.8383349115000001,0.1241862345,0.186546017,-0.2350098935,-0.51541759,0.830338573,0.0421943305
ecoli_00360,0.8484117057,0.154064495,0.14424013500000002,-2.205524114,0.7967066555000001,0.11501491700000001,0.1401976285,0.36025737,-0.4100804255,-0.7806028635000001,0.1773132215,0.146816941,-0.2799267615,-0.6357706780000001,0.926503413,-0.2844371665
ecoli_00361,0.4261963532,0.14721536600000001,0.21443858500000001,-2.223658617,0.5975243995,-0.248440123,0.4283548075,0.39006347,-0.6740989865,-0.7693220475,0.3188783845,0.256619728,-0.0935344285,-0.27669081300000004,0.8096897230000001,-0.0694969985
ecoli_00362,1.2744340521,0.389864947,0.256181475,-2.425583189,1.0907409445,-0.17692913300000002,0.6270198715,0.55723992,-0.1425417135,-0.9444544535,0.3431820045,0.45316969300000004,-0.0976192765,-0.6495697530000001,0.9991721830000001,0.3119656925
ecoli_00363,0.7826441235,0.695992383,-0.7748466310000001,0.8260608500000001,-0.4522745085,-0.7537582020000001,-0.9092355165,-0.0120513,-0.7837543035000001,1.6730019895,-0.3554692465,0.161402709,-0.4001002765,-0.929337873,-0.219087253,-0.6209717085
ecoli_00364,1.1312713309,0.243143882,-0.64266658,0.471983623,-0.08827567950000001,-0.7490349,-1.0023581335,0.14660583,-0.7264880375,1.9789611125,-0.2348982135,0.399292751,-0.3754509495,-0.676792143,0.06872793,-0.8242049255
ecoli_00365,-10.0979079278,-4.808693499,-1.939577305,-3.259136304,-0.0618609435,-0.52118999,-2.3675000925,0.17684793000000001,0.6223865785,3.5909987465,-0.8119926805000001,-0.42464305700000005,-1.2760176145,-1.291240984,0.181883243,-0.4702918555
ecoli_00366,-11.5645461429,-5.4725536120000005,-2.241790295,-2.882734725,-0.0620299755,-0.48076183,-2.7935991415,-0.06617892,0.6037871615,3.9555804135,-0.8293008375,-0.253634458,-0.6012142095,-1.319363138,0.46045822300000006,0.06344590950000001
ecoli_00367,-4.5722773201999996,-2.416645246,-1.209246395,-3.67893562,-0.4550098025,-2.091290828,-2.0556762365,-0.0631098,-0.39949990750000003,0.8662427815,-1.3383975505,-0.900441452,-1.7379376094999999,-2.261824603,-1.466715649,-1.4063252595
ecoli_00368,-5.9337784042,-2.819318153,-1.408883126,-3.821134234,-0.6628833215000001,-2.155867392,-2.1064728125,-0.32598286,-0.033287500500000004,0.5823234405000001,-1.2419825195,-1.178765114,-1.6634282145000001,-2.047992513,-1.564214307,-1.3245318805
ecoli_00369,0.2837018256,-0.47310566600000004,-0.692410551,0.28087039999999996,-0.1584320895,-1.177323823,-0.7164663565,-0.04369507,-0.46815060350000004,0.49559358350000005,-0.5594952585,0.6962036580000001,-1.7348292935,-0.9927413270000001,0.10006032100000001,-1.7523377985000002
ecoli_00370,-0.32509346440000003,0.055960476,-0.760633267,0.50443556,-0.2670303625,-0.965638077,-0.8512052495,-0.28571884000000003,-0.7360995175,1.6176026265,-0.3955920685,0.413507481,-1.0227326675,-1.003714638,-0.24440689100000001,-1.0588573285
ecoli_00371,-10.2608439139,-4.425246437,-2.122024952,-3.130168373,-0.34050323250000003,-0.763017634,-3.2572300145,-0.19421414,0.7140061775000001,2.5668858625,-1.0346190905,-0.750920193,-1.4574764255,-1.5078896689999999,-0.15585906600000002,-0.4360297835
ecoli_00372,-10.3986078314,-5.190329722,-1.985576121,-3.164977931,-0.2792997045,-0.576321694,-2.9154050405,-0.0353843,0.6857565175,3.0254435115,-0.8550190215,-0.485463474,-1.0781917715,-1.230764125,0.12222331400000001,-0.4813766915
ecoli_00373,-5.7265210648,-3.059793601,-1.809309373,-3.827136304,-0.5191995005,-2.543509444,-2.8817170435,-0.13490824,-1.4815233195,0.40664802250000004,-1.9034436515,-1.149495965,-2.3744335325,-2.339476873,-2.568928611,-2.1774955545
ecoli_00374,-6.5099330228,-3.36336741,-1.769452582,-4.383892915,-0.8191004805000001,-2.50366836,-2.5816054525,-0.34945339000000003,-1.6665925795,0.4778859365,-1.8338377315,-1.117561676,-2.1068915725,-2.432550671,-2.37205329,-2.1200806025
