,A,RhaS,Crp
SRX5694410,2.5911301503,0.0366256551,-0.1972134109
SRX5694411,1.4716025715,0.18045298040000002,-0.8663395759
SRX5694412,0.8691903267000001,-0.6654367674,0.1259657223
SRX5694413,8.1368493443,2.6176103579000003,-0.6476176532
SRX5694414,0.9286433273,-0.7722848888,-1.42088019
SRX5694415,0.14883151690000002,-0.6469028875,0.007690172800000001
SRX5694416,-0.0198185742,-0.1334526486,0.0575483496
SRX5694417,1.9916792009000002,0.5589702392,0.2665585241
SRX5694418,0.29261437700000004,-1.078575448,-1.9463157999
SRX5694419,1.0228337642,-1.2294481544,-1.5689931018
SRX5694420,0.0099496636,-0.049795120500000005,-0.0638843971
SRX5694421,-1.6129124497,-0.5005307806,-0.6176702001000001
SRX5694422,1.2497612710000001,0.0111034076,-0.058214080700000004
SRX5694423,0.369987457,-0.4942011559,-0.3208467193
SRX5694424,0.8311399631,-0.1743405281,-0.3043319677
SRX5694425,1.5476615991,-0.1986755427,0.2263080572
SRX5694426,-0.1309370204,-0.323562595,-0.6604587882
SRX5694427,1.0440812247,0.49822791250000004,0.1652363888
SRX5694428,1.3868859003,0.7531117818,0.073808526
SRX5694429,1.1730235603,-0.49494231860000004,-1.4421129371
SRX5694430,0.6882026677,0.08932969930000001,0.0124821121
SRX5694431,4.2961606916,1.7696899182,-0.0624036472
SRX5694432,0.8401574153,-1.7340743278000001,-0.3304413054
SRX5694433,8.8305474475,3.5840936538,-0.8187488844
SRX5694434,7.7831880072,2.7916024137,-0.6212632720000001
SRX5694435,0.5778012307,-0.46778159900000005,-2.0377494386
SRX5694436,2.1192276310000002,-0.3488246439,-2.3919325405
SRX5694437,-0.11725163720000001,-0.9747360179000001,-0.2507206522
SRX5694438,0.8182098942,-0.7345238823,0.07346573220000001
SRX5694439,3.5867136617,0.5319506923,0.3143882568
SRX5694440,-0.24009202300000002,0.1256073316,0.1617989176
SRX5694441,4.8690874809,1.1575322993000001,-0.4081937196
SRX5694442,2.0507829979,0.4705703376,-1.7002395932
SRX5694443,0.9497565181000001,0.1407603322,0.1538530863
SRX5694444,0.4020115272,0.27106357400000003,0.1414549701
SRX5694445,3.4982033885,0.6046896811,-1.7943494913
SRX5694446,0.2506198506,0.1830361475,0.2193526747
SRX5694447,1.3124207901,-0.8246232402,-0.3849941899
SRX5694448,0.8309408465,1.765436104,-0.732440443
SRX5694449,0.1376917736,-0.2981134981,0.1017285234
SRX5694450,1.8491140588000001,-0.1113501484,-0.2163555027
SRX5694451,-0.3731257825,-0.2989645906,-0.1832599433
SRX5694452,2.3469338649,0.148864285,-0.9702752261
SRX5694453,7.872225777,2.6161218136,-0.7029806271
SRX5694454,0.11991497740000001,-0.1051050607,0.2689052974
SRX5694455,-0.1306976665,-2.3059145015,-1.7485042558
SRX5694456,0.024371056500000002,-0.7141559144,0.2638014382
SRX5694457,1.0802409998,0.3802471972,0.1813226141
SRX5694459,-0.047296123,0.0507497658,-0.0659537084
SRX5694460,1.1863676987,-0.4589141694,-2.6935232182
SRX5694461,0.5209901138,-1.3527263551,-0.24608755940000002
SRX5694462,0.2647427178,-0.4957669716,-1.4072956342
SRX5694463,0.4267528297,-0.4977017936,0.13500124700000002
SRX5694464,1.6318803798000001,-0.709217065,-0.16266356510000002
SRX5694465,0.6828722341,-0.0026510087,-0.08100398930000001
SRX5694466,-0.2193673049,0.34786012720000004,-0.0203257193
SRX5694467,0.5960630679000001,0.0645579689,-0.0864598209
SRX5694468,4.4760744958,0.4010429854,0.09512308080000001
SRX5694469,0.5039535776,0.2372728121,0.056592892000000006
SRX5694470,0.018142152300000002,0.0689062435,-0.0203162279
SRX5694471,-1.0424647546,-0.1425333643,0.08127249760000001
SRX5694472,0.1867294515,-0.24615997480000001,-0.42764759150000003
SRX5694474,0.5986455621,0.0634504957,-0.3318785326
SRX5694475,0.2629088622,-0.7833923778,-0.1072682971
SRX5694476,1.2486173006,0.5898891061,0.2832759084
SRX5694477,0.8340045881,-1.2855287423,-2.220698214
SRX5694478,1.6005678524,0.0883990014,-0.324421403
SRX5694479,2.9159453259,1.3341300141999999,-2.078741852
SRX5694480,4.4815023164,2.3255197536,-0.8986833081000001
SRX5694481,0.8432600626000001,-0.7362618635,-0.39061972300000003
SRX5694482,1.1212063962,0.4577003459,0.5302146851
SRX5694483,0.8775799902,0.0757433509,-0.0648156579
SRX5694484,1.2063189186,-0.6843852547,-0.2015433442
SRX5694485,0.565129647,0.26599478320000003,0.0561230447
SRX5694486,0.4072345865,0.1429323483,0.1840419059
SRX5694487,0.47575847330000004,-1.0673923771,-0.0687134662
SRX5694488,0.7616908454,-0.4293725271,-0.0029101905
SRX5694489,0.9224878606,0.41960643140000004,-0.2414092729
SRX5694491,2.6642854467,-0.3058415333,-1.3992598427
SRX5694492,1.0333236621,-0.7774996908,-1.4757436121
SRX5694493,1.3710020827,-0.6015001599,-1.5239909109
SRX5694494,-0.3508414168,-0.5471103708,-0.5778881676000001
SRX5694495,-0.42303547140000003,0.5813488355,0.2383405456
SRX5694496,0.1510202727,0.19083292470000002,0.2231626615
SRX5694497,0.6709783643,-0.427189666,-0.6145709097000001
SRX5694498,0.0074218908,-0.3225040592,0.0065499987
SRX5694499,-0.0633094924,-0.041362876900000005,-0.2166458346
SRX5694500,1.1203730946000001,-0.4227588908,-0.6082655704000001
SRX5694501,0.07559859840000001,-0.113710977,0.012213341
SRX5694502,-0.0611361601,1.5797174008,-0.8489028276
SRX5694503,1.956589284,-0.5846222946,-1.5276697252
SRX5694504,0.4854543362,0.4352122584,0.23647347670000002
SRX5694505,1.0715236078,-0.42134409100000003,-2.8546736802
SRX5694506,2.7275749811,0.1313281703,-0.6676717403
SRX5694507,0.2583917472,0.16051135530000002,0.10364661430000001
SRX5694508,1.5257274342,0.9517494264,-0.8174938777
SRX5694509,0.961718269,-0.6567708192,-0.1972418484
SRX5694510,-0.2576240576,-0.1319365144,-0.2550231206
SRX5694511,0.3865272575,0.0783343338,-0.1637807405
SRX5694512,1.5260502022,-0.8065064552000001,-1.3135012281
SRX5694513,6.4828270718,2.7736348803,-1.2176583871
SRX5694514,1.4751909464000001,-0.5910903151,-2.7449780099
SRX5694515,0.3510794789,0.2697020564,0.1674650962
SRX5694516,4.1353478047,0.0507478086,0.7184192778
SRX5694517,-0.2048772875,-0.8022225045,-0.0899811296
SRX5694518,0.6645979145,0.3665073398,-0.0284053616
SRX5694519,0.4301797338,0.3608458693,-0.4440190169
SRX5694520,1.0449763592,-0.8363444511,-0.3742459546
SRX5694521,1.380898444,0.3123101768,-0.0823108953
SRX5694522,0.6674093701,-0.1382296893,0.19009073370000001
SRX5694523,1.7176333836,0.598701955,0.1230572979
SRX5694524,1.2455642487,-0.2940320207,-0.3090692798
SRX5694525,0.8397509806000001,-0.1503807316,0.1271493457
SRX5694526,0.9292535359,-0.3197888015,-0.057352962300000004
SRX5694527,1.2927250684,-0.2202305739,-0.7911037301
SRX5694528,2.4210824911,0.5298836975,-2.2550692285
SRX5694529,0.8046817328,-0.08632923070000001,0.09459037740000001
SRX5694530,1.5034358412,0.7948806017000001,-0.3417330189
SRX5694532,-0.4579087774,-0.8060590456000001,-0.7655932475
SRX5694533,2.4323874585,-0.6516116435,-0.8230648089
SRX5694534,2.4244875509,-0.009892332700000001,-1.0244460877
SRX5694535,0.8499570162000001,0.2117265493,-0.3020521984
SRX5694536,0.7312885520000001,0.4785254721,0.0940214917
SRX5694537,1.1203194874,0.0479928632,0.0455558508
SRX5694538,0.1608441609,-0.0844257741,0.22416250880000002
SRX5694539,1.5032646412,-0.7023032509,-0.4554145486
SRX5694540,0.1822895297,-0.8081029336000001,-0.9496879326000001
SRX5694541,1.6300747291,-0.0798626576,-0.14394191280000002
SRX5694543,3.1305842762,-0.14497867920000002,0.257330798
SRX5694544,1.0253380792,-0.12682085440000002,-0.3373228733
SRX5694545,0.6115443395,-0.1649826707,0.035948117
SRX5694546,0.47334067280000003,-0.5949139131,-0.3182627866
SRX5694547,0.0943646063,0.0017535852,-0.1118469182
SRX5694548,0.0016764219,0.0645464051,-0.0372321217
SRX5694550,8.4078667789,2.387144271,-0.4922607946
SRX5694551,2.3665721136,0.0917642884,-0.4416388787
SRX5694552,1.0066722912,0.4237905489,0.0105278607
SRX5694553,-0.19078161770000002,-0.29425628940000004,0.2876777482
SRX5694554,0.1984560588,-0.0935706241,-0.1645882529
SRX5694555,0.45544810700000005,-0.4121904297,-0.8421746734000001
SRX6072760,0.44262523800000003,-0.6908639586,-0.7797289048
SRX6072761,0.5689647783,-0.5937921016000001,-0.9412126322000001
SRX6072762,1.185198871,-0.8468464661,-0.555678611
SRX6072763,-0.022015218000000003,-0.3084180845,-0.38526479500000005
SRX6072764,0.9119522626000001,-0.5568823915000001,-1.0984957077
SRX6072765,1.1366110364,-0.3323943994,-0.4458656036
SRX6376491,7.1879772395,3.2708311012,-0.23661516940000002
SRX6376492,3.4212871543,0.2989643267,-1.8181327083
SRX6376493,2.4679620074,-0.0692312578,-2.037821897
SRX6376494,4.5952371984,1.0367005555,-2.2059426753
SRX6376495,7.7204857022999995,3.4887152984,-0.4792645071
SRX6376496,6.1933825291,2.3349115507000002,-0.054275376300000004
SRX2723951,-0.5602131202,0.6389992859,1.2971935035
SRX2723952,-0.5693730132,0.5897349254,2.020927993
SRX2723953,0.056910514100000004,0.5037454001,0.5760517667
SRX2723954,-1.0566303625,1.0908677072,2.383091682
SRX2723955,-0.7242116401,0.256985764,1.2512872247
SRX2723956,-0.5174786142,0.7811036061000001,1.4331106707
SRX2723957,0.0727259534,0.16898254540000002,0.1517886605
SRX2723958,0.7124455836,0.2359015506,-0.2646015759
SRX2723959,0.17511316940000002,0.34373250120000004,0.256464884
SRX2723960,-0.7178197588,-0.333602438,0.9591927252
SRX2723961,-0.3509196107,1.1543201459,2.5388323397
SRX2723962,-0.251954638,1.0095762634,0.9744724369000001
SRX2723963,-0.3254821109,-0.1322272626,-0.30103145470000003
SRX2723964,-1.0662287495,0.19502691090000002,1.2020478367
SRX2723965,-0.6755370070000001,0.4646631607,0.7380002376
SRX2723966,0.1792958116,0.033238107,0.0829169912
SRX2723967,-0.21298700750000002,0.0671755036,-0.075921268
SRX2723968,0.0336911959,-0.1004136107,-0.006995723200000001
SRX6977206,-0.2070964482,-0.2233084388,-0.2546401567
SRX6977207,0.4575296674,0.1065290143,-0.30518404320000003
SRX6977208,-1.7503852791,-0.3571303594,-0.5181824078
SRX6977209,-1.3465223449,0.13009045700000002,-0.675081557
SRX6977210,-1.1571568456,-0.5626412014000001,-0.7835359689
SRX6977211,0.1408134239,-0.0747094657,0.2440588662
SRX6977212,-0.1725680847,0.0100526587,-0.0309117965
SRX6977213,0.0317546608,0.0646568069,-0.21314706960000002
SRX6977214,-1.4146879661,0.29185004540000004,-0.39514538390000004
SRX1153733,0.1910376565,-0.0702942282,0.1831441383
SRX1153734,-0.1910376565,0.0702942282,-0.1831441383
SRX1153735,1.9705427392,0.43946326760000004,-0.1003374077
SRX1153736,-1.3524564881,-0.7447826041000001,-0.0489066405
SRX5204053,-0.0218869467,0.24482283740000002,-0.1152614403
SRX5204054,0.3080651435,0.46403496990000004,0.33069778580000003
SRX5204055,0.8190886061,0.5782765401000001,0.0395780566
SRX5204056,-0.4711016944,1.282396891,0.0799160108
SRX5204057,-0.3833247732,0.7998336608000001,0.13476163600000002
SRX5204058,-0.0332685745,0.8775519344,0.1271931801
SRX5204059,-0.5104829591,0.3298847318,0.3101981754
SRX5204060,0.4345769896,0.3690647549,0.16749059400000002
SRX5204061,-0.4466385861,0.5552201025,0.2033144985
SRX5204062,-0.6702085552,-0.1522542925,0.0350800225
SRX5204063,0.2924262653,0.37831734100000003,-0.018607714600000002
SRX5204064,0.7508444062,0.2720157613,0.0177745832
SRX5204065,0.3466679237,1.2566909775,0.1296212176
SRX5204066,0.9154115023,0.9343406942,0.0410003929
SRX5204067,0.501790623,0.5786193301,0.1329939336
SRX5204068,-0.41105728280000003,0.9097968029,-0.0046637408
SRX5204069,-0.1556341426,0.4506544696,-0.0345939636
SRX5204070,-0.49106291890000003,0.4846059982,-0.0639964626
SRX5204071,-0.432357757,0.9772646491,0.2637505564
SRX5204072,0.0785828689,0.9928224612000001,0.1366857256
SRX5204073,1.2772530792999999,0.6945985698,0.12908140170000001
SRX5204074,1.8362807455999999,0.8185280846,-0.0130459532
SRX5204075,-0.6775038031,-0.0966274669,-0.051017588700000005
SRX5204076,1.0464174224,0.034593559100000004,-0.0771750924
SRX5204077,2.105201986,0.9541411717,0.0070308263
SRX5204078,1.169338942,1.0157614209,-0.0562055273
SRX5204079,1.6789191442,0.9133461663,-0.019864096300000002
SRX5204080,0.1350880965,0.955949306,0.1456210242
SRX5204081,-0.0100753504,0.8808900179,0.0296414633
SRX5204082,-1.1529836285,0.47392104220000003,0.1012229557
SRX5204083,0.47413125920000004,1.2840714128,0.0599384649
SRX5204084,0.7232016187,0.5641138757,0.1659899168
SRX5204085,-0.0479885591,0.2684462814,0.13117654180000002
SRX5204086,1.0795093866,0.4524448159,-0.45115989980000004
SRX5204087,-1.3189054773,1.295226189,-0.042227577700000005
SRX5204088,-0.4222949936,0.661253038,-0.3036384238
SRX5204089,-0.1759115671,0.18321388630000002,0.0831416516
SRX5204090,-0.0165006881,-0.1591870265,0.1639234027
SRX5204091,0.5158031797,-0.1202115951,-0.0031211273
SRX5204092,0.1661870346,0.5912048919,-0.0810982225
SRX5204093,0.22190171350000001,0.2669378491,-0.1099524013
SRX5204094,0.1521391766,0.40431472300000004,0.0403956206
SRX5204095,-0.5320286897000001,0.0705890815,0.2016413779
SRX5204096,0.1530129356,-0.3495531209,-0.2203103585
SRX5204097,0.3790157541,0.27896403940000003,0.0186689805
SRX683459,0.5126680764,0.0531753265,-0.0666339028
SRX683460,0.8335429833,0.2471895143,0.503766096
SRX683461,-0.2316686856,-0.2145489032,-0.1321270107
SRX683462,1.4668159145000002,0.3798883885,0.4881845549
SRX683463,-0.2809993908,0.1613735767,0.1987609135
SRX683464,-0.6256864294000001,0.0789706391,0.5070739993
SRX683465,0.3774275413,0.1328222945,-0.8734644257
SRX683466,1.4104286066,0.3360804705,0.0105121308
SRX683467,0.4898020691,0.3458101619,-0.3758395962
SRX683468,0.36839349260000004,-0.39739781430000004,-0.080117849
SRX683469,0.0009873847,-0.2822849794,-0.5751663553
SRX683470,1.3810559134,0.6894657691,-0.1688967908
SRX322077,-0.1595501426,0.051734466800000004,-0.0693545751
SRX322078,0.0224707505,0.2428527094,-0.33321683020000004
SRX322079,-1.5005335444,-0.9957065048,-0.0393089613
SRX322080,-0.154535176,0.0287710758,-0.099687806
SRX322081,-0.6902090412,-0.1468743625,0.25691065290000004
SRX322082,-0.7456774642,-0.9070070999000001,0.162327729
SRX322083,-0.0183734678,0.30583934700000004,0.2204930321
SRX322084,0.7619421785,-0.2643800734,-0.4360373755
SRX322085,-0.7435687107000001,-0.0414592737,0.2155443434
SRX2708592,1.17467679,-0.4456489858,-1.2995977401
SRX2708593,0.535801877,0.0934424741,-1.3858488461
SRX2708594,1.4479180664,0.7323460458000001,-1.1551255076
SRX2708595,-0.5892879897000001,-0.1708529084,-0.0264047357
SRX2708596,0.1062657179,0.17763254080000002,0.1464903964
SRX2708597,0.4830222717,-0.0067796324,-0.1200856607
SRX2708598,0.1467063585,-0.0180628149,-0.2522707463
SRX2708600,0.24889099890000002,-0.0477228601,-0.2711134562
SRX2708601,-0.8403061252,0.19349631120000002,-0.0595239595
SRX2708602,0.6691345242,-0.7048436323,0.5050291552
SRX2708603,0.4896174632,0.3891184734,0.0660056332
SRX3073814,0.2222246605,-0.2241688685,-0.13018558560000001
SRX3073815,0.8532119357,-0.9489431488000001,-1.1339696385
SRX3073816,3.2618364838,-1.3013104097000001,-2.4550083112
SRX3073817,4.2258851255,-0.7552178818,-4.1870252178
SRX3073818,5.3185944456,0.5433182588000001,-3.2111292318
SRX3073819,-0.0708702282,0.34581481540000003,0.3613869819
SRX3073820,0.7269581743,-1.3168272447,-0.6674396287000001
SRX3073821,4.1034772744,-0.706741414,-2.2221447579
SRX3073822,4.0725928126,-1.1416377498,-3.4198734015
SRX3073823,4.3767111566,-0.4081739824,-3.2339359789
SRX3073824,-0.2222246605,0.2241688685,0.13018558560000001
SRX3073825,0.8088861730000001,-0.6014708539,-1.2511893155
SRX3073826,3.0917463886,-1.3869975270000001,-2.3292575708
SRX3073827,4.6122302896,-1.1531263448,-4.1135135934000004
SRX3073828,5.7061807309,-0.0687644986,-3.434645459
SRX3073829,-0.8526125904,-0.2254652001,0.1876233269
SRX3073830,1.5570897153,-1.4168636035,-1.1638283926
SRX3073831,3.6844820562000002,-1.3504895881,-2.0312934097
SRX3073832,4.3271609105,-0.5952999595,-3.5341055024
SRX3073833,2.686920258,-1.0835272507,-3.0369515843
SRX2391456,-0.40756074330000003,-0.017873873000000002,0.1036371583
SRX2391457,0.1878395726,0.10960222800000001,-0.2296760947
SRX2391458,0.33524910700000005,0.23479439370000002,0.0383571309
SRX2391459,0.15937786950000002,0.21692450470000002,0.0360981407
SRX2391460,0.6032679143,0.2877370884,0.0112518975
SRX2391461,0.3590618651,0.0591914293,0.0065400067
