,A,NikR,Fnr,NarL,RpoN
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,0.5261245957322177,-2.3674432724843792,-1.320199240703264,-0.7922840417529179,-1.667402643891304
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,-0.7286539799321368,-2.188064214861536,-1.6020705671641178,-0.7781367159555623,-1.7824384686117698
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,-0.8880228700617058,-1.2495943684453614,-2.5039574374577995,-0.9011586199250524,-1.4203074344408506
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,1.2248705302620544,-1.5943309714262508,-2.3596979325745018,-0.4865615559473184,-1.168436530987667
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,0.0345930216966472,-1.4837059915284725,-2.3343888429875554,-1.1371946041956216,-1.5460266497014832
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,-0.2475246073436309,-1.6372971552604234,-2.6227314413222884,-0.9134201433320436,-1.2899295853659964
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,0.723438956495632,-2.1511980319919957,-2.3393310206016693,-1.8419937915708768,-1.5939106753622694
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,1.1527292084810128,-1.2001540412189609,-2.3747539761447083,-1.9039858805432999,-1.3572340236777736
eep__BOP27_nuoB-cyoB__1,5.592394654289072,0.08364411423668816,-0.7554427222221687,0.1395504310070237,-0.23684138779110955
eep__BOP27_nuoB-cyoB__2,4.119447282237921,0.22514650672412093,-0.550605332615465,-0.11088285471262972,-0.1075702841270214
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,4.30225177922224,0.5024121011728306,-0.8067011488178153,0.3298155095413753,-0.03379277292562932
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,4.050604196202592,0.4513749636084325,-0.8034164812511904,0.05073721696692246,-0.18194168744033767
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,3.8159644343087296,0.4319523133601573,-1.2951941706647359,-0.13380660341976114,0.07499738556568047
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,5.097068218670502,0.5442601252801609,-1.4410874878968354,0.21364499707495369,0.12233351729778084
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,7.136688635746492,0.3689435219277373,-1.2305446515527834,0.01492615311600165,-0.1856830836888772
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,7.199199358661932,0.410636684562669,-1.2503553348944774,-0.16533714441089664,-0.08898248714254109
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,7.088522508637542,0.2478262018814377,-1.6867628682828926,0.41302886912431536,0.04745561177845481
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,7.534116775435252,0.1323728705513716,-1.528910987234941,0.3573486875059197,-0.04230280352154914
eep__BOP27_ndh-cydB__1,2.955683720145832,-0.021410573181162462,-0.19427216755860852,0.0962480096971765,0.04429897015801032
eep__BOP27_ndh-cydB__2,3.3421357119977757,0.11205192877053972,-0.22270799028710364,0.16590706003790068,-0.050085358360933085
eep__BOP27_nuoB-cydB__1,3.1307722033805025,0.6953290674010582,-0.18761476591788906,0.5361369980660822,0.17188379935104334
eep__BOP27_nuoB-cydB__2,1.4154869031444486,0.13949722750204696,-0.0967738414621948,0.4874765486348061,0.20435117980766826
DDB2__PD-005_BW25113_Batch_6h__1,3.3795082504637803,0.22216304036088275,-0.5001713878556657,0.3427381635785478,0.24986514834417586
DDB2__PD-005_BW25113_Batch_6h__2,2.254722741591254,0.2155126249854069,-0.3947884766244645,0.21524851583929472,0.2590121625118833
DDB2__PD-003_BW25113_Batch_9h__1,2.751187975880906,0.5261703875590493,-0.3968705810005329,0.35556106994622283,0.21620314343482505
DDB2__PD-003_BW25113_Batch_9h__2,3.0609652046016635,0.7603737407909961,-0.6483659994534339,0.08816072596166169,0.30350252557950874
DDB2__PD-003_BW25113_Fed-batch_6h__1,3.3357369314680767,0.3389494890988356,-0.7850808665167595,-0.8852145722821607,0.08274897646750468
DDB2__PD-003_BW25113_Fed-batch_6h__2,2.0217300924639927,-0.14324458285723551,-0.6660578224841861,-0.6381234390004558,0.25746061254504937
DDB2__PD-005_BW25113_Fed-batch_6h__1,2.2413689698598604,-0.08286038777577698,-0.5402691410274976,-1.0531695102289502,0.03703717865763778
DDB2__PD-005_BW25113_Fed-batch_6h__2,2.6800457333929897,0.4388218038715941,-0.496228152063713,-0.4762335669724465,0.13547070624984414
DDB2__PD-005_BW25113_Fed-batch_6h__3,2.344660412082575,-0.22290478779155,-0.6012742004251326,-0.6864655612775437,0.09765419438623724
DDB2__PD-005_BW25113_Fed-batch_15h__1,3.356575291461097,-0.40860008938072223,-0.4449659826463748,-0.6004190099553792,0.1266972430875999
DDB2__PD-005_BW25113_Fed-batch_15h__2,1.342886384927096,-0.07046916306230866,-0.3735908998823128,-0.9724801100791424,0.12614675746097426
DDB2__PD-003_BW25113_Fed-batch_21h__1,1.982489924014448,0.05600565537921387,-0.436274338909362,-1.1119770399906337,0.12503207477674927
DDB2__PD-003_BW25113_Fed-batch_21h__2,0.992412692432772,-1.2185950677677164,-0.4779244922466148,-0.9717129848916964,-0.13399280512721745
DDB2__PD-004_del-basS_Batch_6h__1,3.1446071285330923,0.1970331086100341,-0.4127902717882286,0.4458022000318307,0.0776511760439007
DDB2__PD-004_del-basS_Batch_6h__2,3.739845375732072,0.16089246084997197,-0.4074536307185568,0.2671291859845262,0.08470919921014541
DDB2__PD-004_del-basS_Fed-batch_6h__1,2.0456362255777933,0.4733177913560569,-0.5182908708356528,-0.4316983777434471,0.05474955711523144
DDB2__PD-004_del-basS_Fed-batch_6h__2,2.2431030086203947,0.14181297120030226,-0.7921424134886816,-0.3201910870759184,0.05567148715550552
DDB2__PD-004_del-basS_Fed-batch_15h__1,1.9133211674239847,0.3854841998216383,-0.6278103505736965,-0.4119076080956239,0.06318881517004192
DDB2__PD-004_del-basS_Fed-batch_15h__2,2.2446714335796885,0.2162335292999185,-0.5727898254035129,-0.3831216870291216,-0.04052225479298244
DDB2__PD-004_del-kdpE_Batch_6h__1,2.52722670966297,0.10949533252049726,-0.2378739723905205,0.2592418318138794,0.2236439437330464
DDB2__PD-004_del-kdpE_Batch_6h__2,3.794138495210312,0.1697642051408481,-0.18604719606259398,0.3587168868139701,0.2418861011866387
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,2.71406354641833,-0.15722585803474054,-0.2952656133610123,-1.2183099742800658,0.012692072423153178
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,2.199013701426464,-0.4664355810753307,-0.3866463271839233,-1.0680805429527531,0.012918992506742557
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,2.636478650896406,-0.4186881060558285,-0.21859716417840147,-1.160148109274977,0.0672311902413707
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,2.4103249616414573,-0.9741453568011194,-0.39923843734823095,-0.9023362325059194,0.05519944342665184
DDB2__PD-005_del-phoB_Batch_6h__1,2.532825039568989,0.003033663098552353,-0.2676979735206029,0.4498558393265135,0.09430570348655463
DDB2__PD-005_del-phoB_Batch_6h__2,4.16270052187712,-1.3915740814598283,-0.475474041249111,0.14596885118058278,0.14877690397286258
DDB2__PD-005_del-phoB_Batch_6h__3,3.6104419231885223,-0.26628034635651154,-0.5264903237664775,0.2494539907136781,0.0934248992551101
DDB2__PD-003_del-phoB_Batch_9h__1,3.524648061873405,0.208532124497232,-0.5964092496932611,0.04372896667792059,0.11069577539029217
DDB2__PD-003_del-phoB_Batch_9h__2,3.4161455220944457,0.4114526495322419,-0.5623644602412163,-0.06218356192382135,0.1573906878786282
DDB2__PD-003_del-phoB_Fed-batch_6h__1,2.112319156128289,-0.18136368477647125,-0.7144183196922604,-0.8828092815454367,0.24545113174153246
DDB2__PD-003_del-phoB_Fed-batch_6h__2,2.741529853606815,0.1609952881870118,-0.6549078473006809,-0.6418017304473871,0.16282608305770907
DDB2__PD-005_del-phoB_Fed-batch_6h__1,3.326099196023072,-0.07767405275595962,-0.8331227046756968,-0.5610735427578968,0.3172557213029492
DDB2__PD-005_del-phoB_Fed-batch_6h__2,2.897542664461144,-0.4432973906326696,-0.6707323333406645,-0.8022847482669189,0.08863167584036269
DDB2__PD-005_del-phoB_Fed-batch_15h__1,1.475900414232609,-0.8189167509320532,-0.6074517195155309,-0.7124476470494683,0.13336247953118452
DDB2__PD-005_del-phoB_Fed-batch_15h__2,1.6876313177334727,-0.5279223875598387,-0.6558859518431284,-0.8324736570656457,0.1160651524761782
DDB2__PD-003_del-phoB_Fed-batch_21h__1,1.778595976589156,0.32634129338137097,-0.4617975907098444,-1.0541642896761427,0.04428143066338031
DDB2__PD-003_del-phoB_Fed-batch_21h__2,2.140201931971776,0.4961310391102147,-0.4453930411263531,-1.0691029999740085,0.04742785642717351
DDB2__PD-004_del-qseB_Batch_6h__1,3.3145176388932684,0.1179639771304002,-0.15344700886241647,0.3551677507447728,0.2056382120552893
DDB2__PD-004_del-qseB_Fed-batch_6h__1,2.212630177472323,-0.14340937995341194,-0.4228753881969194,-0.8436771636607174,0.3254367038084673
DDB2__PD-004_del-qseB_Fed-batch_6h__2,2.510683981953335,-1.2140174726456392,-0.4359414009279643,-1.0418099624630752,0.131673431527922
DDB2__PD-004_del-qseB_Fed-batch_15h__1,2.41173505973966,-0.6661809559560723,-0.3131387854129457,-0.8899144069163913,0.12587689220407586
DDB2__PD-004_del-qseB_Fed-batch_15h__2,2.4247861065447527,-0.5638290723250954,-0.4841608090384497,-0.7667028988391635,0.12307828358075312
DDB2__PD-004_del-qseC_Batch_6h__1,3.555465170097873,0.42550159971767704,-0.08780555718503003,0.52587262727954,0.2820198578491375
DDB2__PD-004_del-qseC_Batch_6h__2,3.461502904309027,-0.04999833037265233,-0.15788077628163144,0.2735132392268582,0.2045934703632053
DDB2__PD-004_del-qseC_Fed-batch_6h__1,3.693377780433568,-0.5035389694810268,-0.36093801449897,-1.0230174178326925,0.13685361648086314
DDB2__PD-004_del-qseC_Fed-batch_6h__2,2.492037197522036,-0.5678042837039499,-0.38812155581423546,-1.0229534267217932,0.14320173487358012
DDB2__PD-004_del-qseC_Fed-batch_15h__1,2.751498598640317,-0.19023531147781725,-0.33473127173633804,-0.971599459192281,0.10915835218419724
DDB2__PD-004_del-qseC_Fed-batch_15h__2,1.6202863000724228,-0.7430106805157851,-0.3662839904189337,-1.0698402994009024,-0.007464293416006741
DDB2__PD-005_del-qseF_Batch_6h__1,2.1164486486196394,0.13054750193479858,-0.4524479589343251,0.2774994412662526,0.2930965837368902
DDB2__PD-005_del-qseF_Batch_6h__2,2.641469705593608,-0.02272786146182515,-0.31860402328508464,0.3545433766685049,0.22052523012083824
DDB2__PD-003_del-qseF_Batch_6h__1,3.42033069807084,0.4223884714450224,-0.5766451970643711,0.0936563782962283,0.3533851045265024
DDB2__PD-003_del-qseF_Batch_6h__2,2.7964759810932884,0.2009982907822172,-0.469440994759001,0.17245023462137965,0.09221443992408852
DDB2__PD-003_del-qseF_Fed-batch_6h__1,2.3836431912183427,-0.12844060208980412,-0.6525107327612485,-1.0080676708461995,0.20195690243871667
DDB2__PD-003_del-qseF_Fed-batch_6h__2,2.8034316406845665,-0.4213427035747985,-0.5970660470744171,-0.9165741237059192,0.02015817986551305
DDB2__PD-005_del-qseF_Fed-batch_6h__1,1.729039306944429,0.029383797263517582,-0.30681769744368914,-0.28989836291868265,0.1675103477426152
DDB2__PD-005_del-qseF_Fed-batch_6h__2,4.0037058190103245,0.00713886359392646,-0.4345884900814045,-0.9557944096594344,0.055412415404417104
DDB2__PD-005_del-qseF_Fed-batch_6h__3,2.726841046540917,-0.4412198122881304,-0.5936568124153005,-0.6700159337044385,0.11459168040461346
DDB2__PD-005_del-qseF_Fed-batch_15h__1,1.6962646874017455,-1.0536268342453772,-0.5340487394582816,-0.8326886817937647,0.06586621837590911
DDB2__PD-005_del-qseF_Fed-batch_15h__2,2.322045376690163,-0.8353754563187339,-0.7547526472733566,-0.8239611807410876,0.11669862095378215
DDB2__PD-003_del-qseF_Fed-batch_21h__1,2.43037396364488,-0.060712315663144174,-0.4094332676375032,-0.9816982535632476,0.006404658914719974
DDB2__PD-003_del-qseF_Fed-batch_21h__2,1.5216141546454622,-0.0688031321252831,-0.5794689783100324,-1.100902594478268,0.18073434758464835
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,2.6535494885706243,-0.22476627787567693,-0.3577043476508468,0.4711615539551435,0.20117683692982524
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,3.2633495273245705,-0.42759125057190417,-0.5343907906689846,0.32318119129573475,0.1965724866184182
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,2.8374389732447427,0.16206263561657686,-0.4014728942189212,0.15168696114859606,0.04249472923173592
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,1.746285974005,-0.2199221215019307,-0.4997171682965327,-1.0216635167524073,0.18157796724776176
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,2.4189572062430864,-0.4756011784187786,-0.6431101817928209,-0.7997566749099914,0.042307775394165865
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,1.9094375000803188,-0.15230391569269575,-0.3412441763932872,-0.37984417792034186,0.278730838313745
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,1.723218522322739,-0.5803757864616372,-0.5377966080332008,-0.7339167706615931,0.2566287259201179
DDB3__PD-009_del-arcA_Batch_6h__1,4.900619794452623,0.224197853920983,-0.2512255398914771,0.2032739986302765,0.1107264835054096
DDB3__PD-009_del-arcA_Batch_6h__2,3.0180905230402173,0.0990307268317574,-0.2389367692064006,0.32732498752666395,0.12460480654964455
DDB3__PD-009_del-arcA_Fed-batch_6h__1,3.882893243479281,-0.19154248289711795,-0.14352312959894853,-0.6102750163110242,-0.055396124491656096
DDB3__PD-009_del-arcA_Fed-batch_6h__2,2.6781486927454297,-0.018649980308723,-0.04794888144222576,-0.9964149471468744,0.11500456309509666
DDB3__PD-009_del-arcA_Fed-batch_15h__1,3.7837481379946754,0.05282579398515175,-0.16048218732737318,-0.8441459489936998,0.18408580186519247
DDB3__PD-009_del-arcA_Fed-batch_15h__2,4.136514866882493,-0.4628194741095966,-0.11705167677660988,-0.8797916167107163,-0.0386971585995024
DDB3__PD-006_del-baeR_Batch_12h__1,2.2057067817480585,-0.054462371262060216,-0.5991857387618076,-0.21698410491541156,0.3255472972779323
DDB3__PD-006_del-baeR_Batch_12h__2,0.8200458031634683,0.008245131831573715,-0.5698063370303537,-0.4808904021960565,0.3960448907367251
DDB3__PD-009_del-baeR_Batch_12h__1,3.497716166456999,0.1760177798177951,-0.5708163832373412,0.1634287359610722,0.3669993030871961
DDB3__PD-009_del-baeR_Batch_12h__2,2.4263798239607053,-0.5134592459229754,-0.7661641530204495,-0.2311036640325037,0.25227143959376264
DDB3__PD-006_del-baeR_Fed-batch_12h__1,2.372436264894335,-0.6720609845453902,-0.8183361270556606,-0.41449214302644855,0.5857957374454976
DDB3__PD-006_del-baeR_Fed-batch_12h__2,2.537168863978619,-0.9526850214775252,-0.9003476615969195,-0.3597251862998165,0.5055122540674866
DDB3__PD-009_del-baeR_Fed-batch_12h__1,1.8636400340742187,-1.4229362296539945,-0.9099980108587324,-0.6621900664884812,-0.23838994811967676
DDB3__PD-009_del-baeR_Fed-batch_12h__2,4.464978208491975,-0.6612614529240268,-0.7499750746734168,-0.8931732054000063,0.003012150661810153
DDB3__PD-009_del-baeR_Fed-batch_18h__1,2.5024593400106947,-0.6569673170060533,-0.896367378799507,-0.8898278205261256,0.1325110178867508
DDB3__PD-006_del-lsrB_Batch_6h__1,2.000510778301173,-0.09973300190590706,-0.3832703639753934,0.07515790307072212,0.2101735098336306
DDB3__PD-006_del-lsrB_Batch_6h__2,3.901969479532362,-0.3566064969923186,-0.4131364372319055,0.20959001814881265,0.17747203756353613
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,3.1398467681042392,-0.00184696764826775,-0.3791827143441484,-0.4276345297297937,0.321087361901002
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,1.4214504969871706,-0.0266585042048364,-0.5933538681388271,-0.9661818131962504,0.14701519650438222
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,4.133336347714663,0.10701955080439962,-0.5848018733812523,-1.2183715230118601,0.2642706458146904
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,1.9885472798298731,-0.19423532332349505,-0.3886270171840192,-0.8479275157008175,0.1986768224895048
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,2.32890278184805,-0.4004315328149799,-0.3808559011428408,-0.7529095766896328,0.1969541405063584
DDB3__PD-009_del-lsrK_Batch_6h__1,2.6636372729122058,-0.28874422987731485,-0.3710585150859309,0.14041496025620506,0.1706517799794245
DDB3__PD-009_del-lsrK_Batch_6h__2,1.524324809223596,0.005519997529296994,-0.3755969238713739,0.0334750100410206,0.24928538500913436
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,2.4682710434053248,-1.263627937630269,-0.7110762318192538,-1.073933294216455,0.09782512684363276
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,3.072766989342649,-1.1057626953116308,-0.7600505711525418,-1.0039824372370891,-0.010833278302490257
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,1.0289515570621988,-0.32242855970804385,-0.1354955594171443,-0.6861628381444795,0.01486615564555116
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,2.833757018525392,-0.6476428956355749,-0.21637280646161366,-0.6312091022981026,0.0201932435758998
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,1.9705292740897105,-0.5995120817390767,-0.3266450914743455,-0.9663451467494468,0.020370463805186038
DDB3__PD-006_del-lsrR_Batch_6h__1,3.308313773706853,-0.09497740150380364,-0.4399287101237857,0.2795600820434529,0.33826793617903483
DDB3__PD-006_del-lsrR_Batch_6h__2,3.415691461826529,-0.4756815199276341,-0.5196813282784092,0.3308971195237227,0.25750228413185283
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,2.2733731317469634,-0.34663626573616746,-0.4566337114169378,-0.8257341054176326,0.15982821194561048
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,2.690864860420361,-0.7304399928718572,-0.5461908592440619,-1.1274747052545386,0.0819089488228073
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,1.8451346570207248,-0.5921631639086966,-0.4650072094073252,-0.9991138949624164,0.1655432057474311
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,1.7787299193807764,-0.2412744478066289,-0.2726357521389904,-0.7872051712417409,0.18175403928403888
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,2.2823923380802262,-0.08142133663292839,-0.4106201805277099,-0.7709895171611878,-0.011152871474628512
DDB3__PD-009_del-luxS_Batch_6h__1,2.786157384128481,0.08080462181630299,-0.2891893528662326,0.018139630793996275,0.10655530434735284
DDB3__PD-009_del-luxS_Batch_6h__2,3.4572975966876096,0.3155365131663572,-0.3393095566173816,0.04828941421351463,0.3114940707394105
DDB3__PD-009_del-luxS_Fed-batch_6h__1,3.5409595362635318,-0.6077893077074359,-0.5430411169261671,-0.7494644601540132,0.08640207417748158
DDB3__PD-009_del-luxS_Fed-batch_6h__2,2.3002302915875417,-0.8048331987380948,-0.5019353233914979,-0.6110854400257901,-0.13264556990937848
DDB3__PD-009_del-luxS_Fed-batch_15h__1,1.6808765395104643,-0.1449684938684559,-0.3246953599144895,-0.538383645508798,0.1460245393790558
DDB3__PD-009_del-luxS_Fed-batch_15h__2,2.7945127930311218,0.17206691457545187,-0.3085666451151603,-0.6909372928363631,0.24942940209978026
DDB3__PD-006_del-rpoS_Batch_9h__1,3.882399656145467,0.25324616525497223,-0.2410143564395568,0.8862587837455758,0.536895578422067
DDB3__PD-006_del-rpoS_Batch_9h__2,3.4945458182404936,0.4556852963267674,-0.1679670743346886,0.716170032175258,0.4905201037103577
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,2.8274887368059995,0.21350261714597266,-0.34292449004251324,-0.1325132702973315,0.3914539869938789
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,2.1719866500142686,0.2723371185722332,-0.4023887259543919,-0.16715783606202986,0.3167772964938038
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,3.4772374116622897,0.30593241746968225,-0.3698719782358175,0.04648639477665917,0.29254842873492315
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,1.4113120225497804,0.18984530649168446,-0.3354234893617285,-0.34661343403910383,0.06332767659685068
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,3.330721082162305,0.958812922277545,-0.3827003704296619,-0.4747329371241778,0.010414410166159628
DDB3__PD-009_del-tnaA_Batch_6h__1,5.189229839098237,-0.4529915243783638,-0.4334334126721569,0.2753089071869974,0.14697914737137907
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,2.872200719898099,-0.9629146676802618,-0.57410968315099,-1.00500803009976,0.060878453631143976
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,2.2120417000073664,0.11090115445337556,-0.373424967429882,-0.8080055646982727,0.15755847146470892
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,1.8513902776698596,-0.9241327123528488,-0.3454334680146811,-0.6609162961873487,0.07316852580822619
