,A,GutM,SrlR,Crp,hns
ytf__delydcI_ph8__1,-0.6340445841285274,-0.6158641805,0.32986630100000003,0.3631957630000002,0.159400419999999
ytf__delydcI_ph8__2,0.193611063265035,-0.22906090049999994,0.347725606,0.3071113430000008,0.03568396999999912
ytf__delyddM__1,-0.6956598213305365,-0.6297208695000003,0.27678361499999937,0.8218948030000011,0.36379797000000025
ytf__delyddM__2,-0.9939791463175536,-0.9339467265000004,0.12086249700000007,0.8320546029999996,0.3007428599999997
ytf__delyheO__1,4.666144931871843,0.4503563184999999,1.645589214999999,0.5961686430000004,0.10183973000000003
ytf__delyheO__2,4.213546760713884,0.6243239395,2.1033018709999998,0.6336565129999999,0.09501646000000008
fps__bw_glc__1,-0.2096252256291854,-0.31241583350000024,0.0646686359999995,0.23073483299999964,0.11158180999999877
fps__bw_glc__2,0.1459820577026638,-0.7223638375000001,0.1758279319999998,0.16040873300000058,-0.0018613300000005493
fps__fps_thrA_ale1__1,-1.7912507299129066,0.3212539314999998,0.08744108399999995,0.3327312029999998,0.3238725099999993
fps__fps_thrA_ale1__2,-1.2870506638350276,-0.2902987285000003,0.0833699689999996,0.3516250830000001,0.19151241999999868
fps__fps_thrA_ale2__1,-2.275709732129543,-0.5480122675000003,0.1484667429999993,0.22966762300000101,0.08330282999999916
fps__fps_thrA_ale2__2,-1.9599191550768476,-0.5739263515000004,0.2548930589999996,0.28896753300000105,0.02868847999999957
fps__fps_serB_ale1__1,-1.54276816530406,-0.6352384335000001,0.10629972699999968,0.2630278130000008,-0.3450565300000008
fps__fps_serB_ale1__2,-0.7991878418153872,0.05347058949999983,0.08161883899999989,0.3896577630000007,-0.16205876000000075
fps__fps_serB_ale4__1,-1.9504983650527088,-0.8200869445000003,-0.19663589200000064,0.20591431300000096,-0.6536025700000003
fps__fps_serB_ale4__2,-2.35885554860943,-0.22370739650000004,0.3822651479999992,0.3602136930000004,-0.5839291700000011
fps__fps_ptsI_ale1__1,1.9560839969636972,-0.5382967055000001,0.04248118999999928,0.045779202000000296,0.2709611599999988
fps__fps_ptsI_ale1__2,2.227280728591127,-0.4514832025000004,0.2420243149999992,0.14486478300000094,0.30555156999999866
fps__fps_ptsI_ale3__1,0.997298956336577,-0.4501792185000002,0.28677490699999986,0.2525903130000007,0.30606738999999905
fps__fps_ptsI_ale3__2,1.1183464143641717,-1.0104658245000002,0.12685364599999982,0.22323634299999995,0.29253359999999873
pal__lyx_ale2_f6__1,-0.0225551473756767,-0.7624997265000002,0.22102002999999915,0.3334221829999997,0.1986995199999999
pal__lyx_ale2__1,1.9526125534127456,-0.2465622995000003,0.6875904879999988,0.2649081029999998,0.51625692
pal__lyx_ale2__2,2.5149496758996155,-0.037602142499999935,0.7613142190000001,0.3071416530000004,0.5810061999999991
pal__lyx_ale4__1,1.8090196146065491,-0.06338887850000008,0.20462218599999996,-0.057655872999999865,0.6198343199999989
