,A,CysB
abx_mega__nor_naoh__2,-0.0074521072,0.4396449687
abx_mega__amyc-d_dmso__2,0.3458309049,0.2441485931
abx_mega__polmyx_h2o__3,-0.7093579344000001,1.3566370926
abx_mega__naoh-6__1,0.6710944499,0.39672072
abx_mega__cst_h2o__2,-0.4408611676,-0.0777484673
abx_mega__h2o-1b__2,-2.195110129,-0.4971913264
abx_mega__rfp_h2o__1,4.1136451277,0.15816996730000002
abx_mega__tet_h2o__1,-0.8735135797,-0.5915403427
abx_mega__flavo_dmso__1,-1.8616852072,-1.1691689314
abx_mega__zeocin_h2o__1,-1.5448825392,-0.6111798557
abx_mega__nor_naoh__3,-0.5291526474,-0.0330035617
abx_mega__rach_dmso__2,-1.4139070764000001,-1.4370782794
abx_mega__thio_dmso__2,-0.4352171756,-0.2496137599
abx_mega__amyc-d_dmso__3,1.5874449717,1.0085594271
abx_mega__rif_dmso__2,0.9786944253000001,-0.0686931306
abx_mega__amyc-d_dmso__4,0.7015338123,0.145929406
abx_mega__teix_dmso__3,-1.8999544576,-0.5271852221000001
abx_mega__valin_dmso__1,0.2907869664,-0.3546943853
abx_mega__teix_dmso__4,-0.2860786758,-0.3219547018
abx_mega__ethanol-10__1,-0.032046149600000004,0.0925357151
abx_mega__inh_h2o__1,-1.6387152517999999,-0.7372962806000001
abx_mega__rif_dmso__3,1.9364722594,-1.010036914
abx_mega__van_dmso__3,-0.4976504879,-0.8607983401
abx_mega__doxo_dmso__1,-2.4588195433,-0.9712833334000001
abx_mega__tmp_dmso__1,-1.5267984832,0.0167715041
abx_mega__ethanol-10__2,-2.0385499691,-0.1513688412
abx_mega__tmp_dmso__2,-1.9841680802,-0.0061755658
abx_mega__amyc-d_dmso__5,1.3256504447,1.0847875129
abx_mega__novo_h2o__4,-1.774902409,-1.5934407462
abx_mega__cro_h2o__2,-1.4643116416,-0.4270276556
abx_mega__cro_h2o__3,-1.95631734,-0.6473005649
abx_mega__gen_h2o__2,0.3792721888,1.1217405427
abx_mega__phos_h2o__4,-2.1413402525,1.2585416181
abx_mega__metro_dmso__2,0.9717768029,0.0636813822
abx_mega__ery_h2o__2,-1.1913502501,-0.0133337018
abx_mega__sacet_h2o__1,-0.3617526096,1.5457958743
abx_mega__nal_naoh__5,-1.1833551379,-0.1323879316
abx_mega__bacit_h2o__4,-1.2334275494,-1.1353964961
abx_mega__cip_naoh__3,-1.7495701091,-0.7097302112
abx_mega__ethanol-8__1,-1.2752170548000001,-0.5563124988
abx_mega__h2o-8a__1,-0.22055209550000002,-0.1934761488
abx_mega__ery_h2o__3,-0.7758866706,-0.19825515130000002
abx_mega__flavo_dmso__2,-1.3682681513000001,-0.7023073118000001
abx_mega__rif_dmso__4,0.64142858,-0.8911994291
abx_mega__novo_h2o__5,-1.5808075758,-2.1928421267
abx_mega__teix_dmso__5,-2.5575845094,-0.5413029418
abx_mega__naoh-2__1,0.18525501,0.7945932606
abx_mega__novo_h2o__6,-0.9971545447000001,-1.9525625749
abx_mega__ctx_h2o__3,-2.6571184917,-0.5775101681
abx_mega__rach_dmso__3,-2.3436136233,-1.7211134954
abx_mega__valin_dmso__2,-0.7736584969,-0.37396120310000003
abx_mega__amyc-d_dmso__6,6.5333501945,1.4563579745
abx_mega__dox_dmso__2,-0.8011221535,0.1331344112
abx_mega__teix_dmso__6,-3.2468752429,-0.7439747981
abx_mega__naoh-6__2,-0.7807303697,0.355487881
abx_mega__inh_h2o__2,2.1175047449,-0.2727169399
abx_mega__chl_h2o__3,1.9191590083,0.313498056
abx_mega__nal_naoh__6,-1.5292967183,-0.0335179569
abx_mega__chl_dmso__2,0.8681383243,-0.2553793156
abx_mega__rach_dmso__4,-1.8925683122999999,-1.1182911977
abx_mega__teix_dmso__7,-1.3786000155,-0.3777109308
abx_mega__ceru_ethanol__1,2.5587851198,0.5885746629
abx_mega__dmso-7__1,-0.3060187975,-0.6039758748
abx_mega__naoh-6__3,-0.27340405770000004,0.3263004036
abx_mega__phos_ethanol__2,-0.8947845209,-0.0631746285
abx_mega__metro_dmso__3,0.7368088044000001,0.3396433238
abx_mega__van_dmso__4,0.3006878737,-1.0674187221
abx_mega__h2o-10__1,-0.4694739905,-0.5919787753
abx_mega__h2o-10__2,-0.8350020095,-0.4019106163
abx_mega__dmso-6__3,-0.1644881612,-0.09877907100000001
abx_mega__mem_dmso__1,-0.6944337167,-0.9548896814000001
abx_mega__ethanol-8__2,-1.3082984089,-0.1088969386
abx_mega__chl_h2o__4,2.2268261737,0.4250156237
abx_mega__van_h2o__1,-0.1920448632,-1.0019284258
abx_mega__dcs_h2o__1,-2.0514449948,0.015886521900000002
abx_mega__rif_dmso__5,1.524624539,-0.49090667520000003
abx_mega__dox_dmso__3,-0.9571322428000001,-0.6110751355
abx_mega__mem_dmso__2,-1.7523231349000001,-0.5645200174
abx_mega__lvx_dmso__2,-1.3306194687000001,-0.5614898653
abx_mega__tet_h2o__2,1.341971764,0.734166348
abx_mega__phos_h2o__5,0.07949065620000001,1.5346901707
abx_mega__monac_dmso__1,0.7043403033,-0.3382364861
abx_mega__str_h2o__3,-1.8091605006,-1.1691348269
abx_mega__zeocin_h2o__2,-1.3276567137,0.44584478860000004
abx_mega__amyc-d_dmso__7,6.6953519624,1.5258665423000002
abx_mega__fidax_dmso__1,-0.45977135950000003,-0.24681711010000001
abx_mega__h2o-1a__1,-0.07658967200000001,-0.0256824327
abx_mega__dox_dmso__4,-0.1595519949,0.33854818210000004
abx_mega__lzd_dmso__2,-2.2044432786,-0.6370983732000001
abx_mega__tet_h2o__3,-1.256285936,-0.6114977356
abx_mega__dmso-1__2,-1.1703631374,-0.5410998578
abx_mega__sxt_dmso__2,-1.0457101049,-0.8850529497
abx_mega__tric_ethanol__2,-0.31969921100000004,-0.7208220179
abx_mega__teix_dmso__8,-2.8610784684,-0.7512511667
abx_mega__ramo_h2o__2,-0.7605843425000001,-0.9811139298
abx_mega__inh_h2o__3,-1.4976830952,-0.0969980676
abx_mega__cst_h2o__3,-0.8635594976000001,-0.3065874301
abx_mega__dmso-9__1,-0.5080939292000001,-0.26116884430000004
abx_mega__ethanol-8__3,0.8592694563000001,0.0336716047
abx_mega__monac_dmso__2,-0.7648002964,-1.0943027239
abx_mega__dmso-9__2,0.109189899,-0.1130868497
abx_mega__metro_dmso__4,0.22455305960000002,-0.009836242700000001
abx_mega__ctx_h2o__4,-2.2641257094,-0.6555187719000001
abx_mega__zeocin_h2o__3,-0.8272117476,0.8196556917000001
abx_mega__bacit_h2o__5,-1.0507719679,-1.0838742291
abx_mega__reta_dmso__1,-0.0973635875,-0.9980355654
abx_mega__ery_h2o__4,0.0398748555,0.9280609037
abx_mega__ceru_ethanol__2,2.6737819048,0.8331836103
abx_mega__fidax_dmso__2,-1.0028743,-0.2583710287
abx_mega__novo_dmso__1,1.8029355081,-0.9599692625
abx_mega__naoh-6__4,0.4817202626,0.3624662853
abx_mega__amyc-d_dmso__8,0.6324726423,0.30206317120000004
abx_mega__chl_dmso__3,2.2378775067,-0.1680874004
abx_mega__nal_naoh__7,-0.8435473888,-0.3856136643
abx_mega__teix_dmso__9,-1.6243948072,-0.6642520362000001
abx_mega__ery_dmso__3,2.401211233,-0.4761366415
abx_mega__tmp_dmso__3,-1.614999622,-0.029525075300000002
abx_mega__sxt_dmso__3,-1.5622490915,-1.1622265794
abx_mega__polmyx_h2o__4,-0.1373147863,1.1713591411
abx_mega__mem_dmso__3,-1.0158586616,-0.3050483391
abx_mega__nal_naoh__8,-2.2492672953,0.073507822
abx_mega__pen_h2o__3,0.1282932839,-0.4990312609
abx_mega__van_dmso__5,-0.39057722850000004,-1.3863472325
abx_mega__zeocin_h2o__4,0.16687706530000002,0.8845898667000001
abx_mega__h2o-6__2,0.0356387936,0.39374488760000004
abx_mega__tet_h2o__4,-1.2604659247,-0.6827985419
abx_mega__nor_naoh__4,-0.5059243409,-0.20750297250000002
abx_mega__cip_naoh__4,-0.2214418495,0.3990597967
abx_mega__tmp_dmso__4,-1.5907777451,0.3221607636
abx_mega__reta_dmso__2,0.892548164,-0.2584217915
abx_mega__mem_dmso__4,-1.7698216997,-0.6319391957
abx_mega__dox_dmso__5,-1.3722619985,-0.8566400294000001
abx_mega__tmp_dmso__5,-0.5757805367000001,-0.3693616977
abx_mega__flavo_dmso__3,-0.9403041639,-0.39716516090000004
abx_mega__tmp_dmso__6,-2.1156834166,-1.1305747277
abx_mega__ceru_ethanol__3,2.0111364995,0.0139185952
abx_mega__teix_dmso__10,-1.4576549468,-0.2760106483
abx_mega__novo_h2o__7,1.047805718,-0.9195280148
abx_mega__fidax_dmso__3,0.635288583,-0.0475853914
abx_mega__h2o-1a__2,0.3259884341,0.043133412100000004
abx_mega__dcs_h2o__2,-0.5119380851,-0.1972095194
abx_mega__cst_h2o__4,-0.2295490987,-0.11720673990000001
abx_mega__van_h2o__2,-2.6381283858,-1.1165938508
abx_mega__pen_h2o__4,-0.5720166257,-0.7744488045
abx_mega__h2o-8b__2,0.48043775720000004,0.023057506300000002
abx_mega__reta_dmso__3,-0.4607757485,-0.7192602786000001
abx_mega__dmso-7__2,-1.2513465637,-0.6070386587000001
abx_mega__rfp_h2o__2,4.1060015684,0.1251835966
abx_mega__rif_dmso__6,2.5455046241,-0.1481568332
abx_mega__sxt_dmso__4,-1.1147749761,-1.1414715885
abx_mega__cip_naoh__5,-0.9943830846,0.0674274507
abx_mega__dmso-9__3,-1.3602854357,-0.5617954888000001
abx_mega__mem_dmso__5,-0.6781555199,-0.5066710308
abx_mega__tric_h2o__2,-0.1226099191,0.2463675539
abx_mega__phos_h2o__6,-0.24484997500000003,0.4436240925
abx_mega__h2o-7__2,-1.1044863737,-0.6585668466
abx_mega__h2o-10__3,-0.5669707035,-0.48804832530000003
abx_mega__h2o-8a__2,0.1383842515,-0.10813331150000001
abx_mega__thio_dmso__3,-2.5109994209,-1.067025673
abx_mega__lzd_dmso__3,-1.0764724022,-0.1809023776
abx_mega__monac_dmso__3,0.1363339881,-1.2770552596
abx_mega__polmyx_h2o__5,-2.0758460856,-0.6935577146
abx_mega__naoh-6__5,-0.7493592313,0.4048152954
abx_mega__teix_dmso__11,-0.9627164549,0.0028979594
abx_mega__van_h2o__3,-3.6149809831,-1.4831172856000001
abx_mega__teix_dmso__12,-1.9093604892,-0.3471064104
abx_mega__dox_dmso__6,-2.8270538827,1.0492209369
abx_mega__teix_dmso__13,-1.8696005607,-1.3248779418
abx_mega__h2o-7__3,-1.6725422028999999,-1.105822446
abx_mega__str_h2o__4,-8.2551128412,1.8503397406
abx_mega__tec_h2o__3,-4.548337967,-0.3600800341
abx_mega__phos_h2o__7,-0.9693886544,0.4566213569
abx_mega__chl_h2o__5,1.4741176761,0.1362099715
abx_mega__polmyx_h2o__6,-0.8343254736,1.2625715853
abx_mega__teix_dmso__14,-1.1553936086,-0.0212442932
abx_mega__rif_dmso__7,2.3741522185,0.34482037
abx_mega__ramo_h2o__3,0.4346378765,-0.702639019
abx_mega__fidax_dmso__4,-0.5086852224,-0.2269101456
abx_mega__teix_dmso__15,-1.9625997352,-0.2620643801
abx_mega__thio_dmso__4,-2.134866843,-1.2735737898
abx_mega__rif_dmso__8,2.1588540308,-0.2764901946
abx_mega__reta_dmso__4,0.450277264,-0.6441031127
abx_mega__inh_h2o__4,0.16764626200000002,-0.023869502900000002
abx_mega__novo_dmso__2,1.6686020889000002,-0.8463670390000001
abx_mega__dcs_h2o__3,-0.8848347552,-0.0982132369
abx_mega__h2o-8b__3,-0.7377797837000001,-0.6342050514
abx_mega__valin_dmso__3,1.9033049396,-0.24080271250000002
abx_mega__h2o-2__1,-1.759468636,1.4225361504
abx_mega__cro_h2o__4,-1.3341778737,-0.1583932233
abx_mega__dcs_h2o__4,-1.6912498355,-0.2768056445
abx_mega__str_h2o__5,-1.9383452585,-0.8717643855
abx_mega__h2o-8a__3,-0.9674359391,-0.5175478086
abx_mega__dox_dmso__7,-0.2579301111,0.0192889474
abx_mega__doxo_dmso__2,-2.3011246062,-1.1561021035
abx_mega__teix_dmso__16,-2.3808888715,-1.7559367101
abx_mega__rfp_h2o__3,2.8880280289,0.2005308744
abx_mega__ethanol-10__3,0.1546200282,0.0801631356
abx_mega__naoh-2__2,0.08432294550000001,1.1220050939
abx_mega__van_h2o__4,-0.4405973656,-0.8412698405
abx_mega__sacet_h2o__2,-0.48171422210000003,1.3053961246
abx_mega__monac_dmso__4,-0.17115360470000002,-0.8190247363000001
abx_mega__h2o-2__2,0.8570517915,1.2822737685
abx_mega__zeocin_h2o__5,-1.3451024854,-0.5067831028
abx_mega__nor_naoh__5,-1.2494277576,-0.3069223514
abx_mega__naoh-9__2,-0.5974994358,-0.013604828900000001
abx_mega__dmso-7__3,-0.9107491459,-0.7189233265
abx_mega__van_h2o__5,-0.4372469278,-1.1849391992
abx_mega__flavo_dmso__4,-1.9094257098,-0.45647705590000004
abx_mega__novo_dmso__3,1.0983575303,-1.19683389
abx_mega__polmyx_h2o__7,-1.5317020423,-0.7088174530000001
abx_mega__teix_dmso__17,-1.9397403400000002,-0.5631455142
abx_mega__doxo_dmso__3,-1.7921307076000002,-1.5432736871000001
abx_mega__mem_dmso__6,-0.7510828475,-0.0537323227
abx_mega__h2o-1a__3,-0.2493987622,-0.0174509794
abx_mega__bacit_dmso__3,0.0372265316,0.0140519209
abx_mega__dox_dmso__8,-0.6921327363,0.8645132145000001
abx_mega__teix_dmso__18,-0.8140305292000001,-0.5792872758000001
abx_mega__h2o-6__3,-0.2996868502,0.17316688130000002
abx_mega__pen_h2o__5,-0.9409908647,-0.5280813432
abx_mega__lzd_dmso__4,-0.8375097818,0.0049421306000000005
abx_mega__daro__1,-3.1345774067,-0.8793596005000001
abx_mega__solv__1,-2.3771363246,-1.3044219432
abx_mega__daro__2,-2.0400530891,-0.5471725992
abx_mega__daro__3,-2.0480882378,-0.6068654668
abx_mega__solv__2,-2.6321832702,-1.3645041087
abx_mega__solv__3,-1.8046163221,-0.5987026861
abx_mega__dmso-4__1,-0.3222429925,0.0418053653
abx_mega__kirr_dmso__1,-1.3769541787000001,0.035086371000000005
abx_mega__kirr_dmso__2,-1.8368264987,-0.0615724216
abx_mega__kirr_dmso__3,0.7118706717000001,0.22558810910000002
abx_mega__dmso-4__2,-0.7251230517,-0.1740080391
abx_mega__dmso-4__3,-0.93746017,-0.08842459280000001
ackA_pta__dnaA46_del_ackA__1,0.2573867696,-0.1691854143
ackA_pta__dnaA46_del_ackA__2,0.0768962608,0.055853412000000005
ackA_pta__dnaA46_del_ackA__3,-0.2234478182,-0.7252408232
ackA_pta__dnaA46_del_pta__1,1.5506439579,0.7573335417
ackA_pta__dnaA46_del_pta__2,-0.3468383874,-0.2872618678
ackA_pta__dnaA46_del_pta__3,0.8506670825,0.6063203431
ackA_pta__dnaA46__1,-0.35540652510000004,0.06721075900000001
ackA_pta__dnaA46__2,-0.4838303023,-0.7644116255000001
ackA_pta__dnaA46__3,0.5207608638,0.005016142800000001
ackA_pta__del_ackA__1,-0.7230940645,0.0538511777
ackA_pta__del_ackA__2,1.9825885016,0.6874065451
ackA_pta__del_ackA__3,0.0717780448,0.039024713100000004
ackA_pta__del_pta__1,-0.0951977579,-0.2808660536
ackA_pta__del_pta__2,0.7152815255,-0.2728891564
ackA_pta__del_pta__3,0.8779157605000001,0.1561691312
ackA_pta__wt__1,-0.9520190581,-0.035767858300000004
ackA_pta__wt__2,0.6178611698,-0.0944042647
ackA_pta__wt__3,0.33415788830000004,0.1301721229
anticancer__5fu__1,-0.9488383981,-0.6974507129
anticancer__5fu__2,-1.7188317746,-0.5448459528
anticancer__cap__1,0.3769619838,0.483113985
anticancer__cap__2,0.423114912,0.5752903942
anticancer__cap__3,0.1793856413,0.4974868888
anticancer__wt__1,-0.0176717092,-0.1081448735
anticancer__wt__2,0.5369782551,0.1976450043
anticancer__wt__3,-0.5193065459,-0.08950013080000001
anticancer__5fu__3,-1.1069677537,-0.9199484726
bio_pln__aero_pln__1,-0.2928717898,0.1349477861
bio_pln__aero_pln__2,0.2928717898,-0.1349477861
bio_pln__anaero_pln__1,-1.7854032359,0.2593908607
bio_pln__anaero_pln__2,-1.3985275374000001,0.3105430212
biocide__bzcl_12h__1,-0.9161711256,-0.37439962730000004
biocide__bzcl_12h__2,-3.0976201865,-0.17985610870000002
biocide__bzcl_12h__3,-1.3462253479,-0.2993054966
biocide__etoh_12h__1,-0.8320753764000001,-0.0878795546
biocide__etoh_12h__2,0.1566410576,-0.051991943900000004
biocide__etoh_12h__3,-0.5474822863000001,-0.2289963398
biocide__gluald_12h__1,0.1301949702,0.22373496410000002
biocide__gluald_12h__2,-0.7357300299,0.0389299031
biocide__gluald_12h__3,-1.0069343925,0.061983239200000005
biocide__h2o2_12h__1,-0.5381388743000001,-0.028699389800000003
biocide__h2o2_12h__2,-0.9755267521000001,-0.0611103615
biocide__h2o2_12h__3,-0.4571056565,-0.0936369839
biocide__2ppoh_12h__1,-1.5218956717,-0.2665482601
biocide__2ppoh_12h__2,-1.0787622634,-0.3305328495
biocide__2ppoh_12h__3,-0.3288430135,-0.1797816267
biocide__paa_12h__1,0.9153605445,0.1954326734
biocide__paa_12h__2,0.1466116227,-0.022245799700000003
biocide__paa_12h__3,0.7019122519000001,-0.0388553288
biocide__phe_12h__1,0.5076616128,-0.0367185866
biocide__phe_12h__2,0.0882339399,-0.131318068
biocide__phe_12h__3,0.12380147620000001,0.0354398653
biocide__pvp-i_12h__1,-0.0969827048,-0.2673935935
biocide__pvp-i_12h__2,-0.4596337105,-0.09829001150000001
biocide__pvp-i_12h__3,-0.2053600777,-0.25668612150000003
biocide__bleach_12h__1,-0.3481207431,-0.1146778553
biocide__bleach_12h__2,-0.37667393800000004,-0.081003367
biocide__bleach_12h__3,-0.5007449942000001,-0.1035230437
biocide__chx_12h__1,-0.044128981000000005,-0.0868573316
biocide__chx_12h__2,-1.5296700294,-0.1279902743
biocide__chx_12h__3,-1.4632877536,-0.24316052230000001
biocide__bzcl_30m__1,-2.6272667781,-0.430819924
biocide__bzcl_30m__2,-1.5210616442,-0.3665920485
biocide__bzcl_30m__3,-2.380442909,-0.6012988451
biocide__phe_30m__1,-0.008205383,-0.4042936789
biocide__phe_30m__2,-2.4347351246,-0.2508612445
biocide__phe_30m__3,-1.3082378249,-0.4444021011
biocide__pvp-i_30m__1,-0.2315709837,-0.059985501100000005
biocide__pvp-i_30m__2,-0.6818794251,-0.1600011203
biocide__pvp-i_30m__3,-0.4552748353,-0.21501123600000002
biocide__ctrl_12h__1,-0.5378681369,-0.030480646900000002
biocide__ctrl_12h__2,-1.2292027661,-0.2284696914
biocide__ctrl_12h__3,-0.8763264336000001,-0.22106321810000001
biocide__ctrl_30m__1,0.022782456000000003,-0.050277185700000004
biocide__ctrl_30m__2,0.36481010410000003,0.10198052070000001
biocide__ctrl_30m__3,-0.38759256010000004,-0.051703335
clpP__wt__1,-0.0182452112,-0.030886260500000002
clpP__wt_DPTA__1,-0.9068915052000001,-0.4795010803
clpP__wt__2,0.5716303376,-0.08020432970000001
clpP__wt_DPTA__2,-0.0544640546,-0.5837883921
clpP__wt__3,-0.5533851264,0.1110905903
clpP__wt_DPTA__3,-0.040918844600000004,-0.4434052122
clpP__delclpP__1,1.4458767354,-0.0779613344
clpP__delclpP_DPTA__1,-2.0997967125,-0.35158931920000003
clpP__delclpP__2,0.8279209219,0.1954471864
clpP__delclpP_DPTA__2,-0.5279889483,-0.561959242
clpP__delclpP__3,0.8281974729,-0.2658213667
clpP__delclpP_DPTA__3,0.4013527988,-0.4786503033
colombos2__delydcR__1,-2.2929363616,-0.9955711946
colombos2__delydcR__2,-1.4214768973,-0.3635731642
colombos2__delydcR__3,-3.1181655977,-0.2162976655
colombos2__delyjiR__1,-1.0555752403,0.1058680072
colombos2__delyjiR__2,-0.0169925397,0.34766888490000003
colombos2__delyjiR__3,-0.10860954910000001,0.5043771586
colombos2__wt__1,-0.1582678659,0.2774193754
colombos2__wt__2,1.6594233838,-0.25879975920000003
colombos2__wt__3,-1.501155518,-0.0186196161
crp_k100__ar1_ar2__1,-9.2043067534,0.2066704758
crp_k100__ar1_ar2__2,-7.4258643207,0.07304112460000001
crp_k100__ar1_ar2__3,-7.3606791041,-0.1054631178
crp_k100__wt__1,-3.1759850131,-0.3817944373
crp_k100__wt__2,1.2478755642000001,0.1118404563
crp_k100__wt__3,1.9281094488,0.2699539811
crp_k100__K100Q__1,0.8693775349,0.6663562514
crp_k100__K100Q__2,1.9951345261000002,0.727018881
crp_k100__K100R__1,-2.5423057413,0.2365501133
crp_k100__K100R__2,-8.3072152422,-1.2054007024
crp_k100__K100R__3,-3.2231005747,0.08395674510000001
csrA__wt_t00__1,-0.624845948,-0.0469176471
csrA__wt_t02_30__1,-1.6882478982,-1.2026708921
csrA__wt_t05__1,-2.0739934864,-2.0011835108
csrA__wt_t10__1,-1.521048076,-2.5334094248
csrA__wt_t15__1,2.6833327415,-2.7721825045
csrA__delcsrA_t00__1,0.3397487795,0.0115036379
csrA__delcsrA_t02_30__1,-0.8189512651,-1.4539886115
csrA__delcsrA_t05__1,-1.4105114985,-2.4652839194
csrA__delcsrA_t10__1,-1.6611960179,-3.047729897
csrA__delcsrA_t15__1,1.0691070633,-2.9377837799
csrA__wt_t00__2,0.624845948,0.0469176471
csrA__wt_t02_30__2,-1.5117128798000001,-1.3125782502
csrA__wt_t05__2,-1.9583790601,-1.9496283621
csrA__wt_t10__2,-0.49273463640000004,-2.8698291746
csrA__wt_t15__2,2.4025776952,-2.5336376619000003
csrA__delcsrA_t00__2,-0.3745990618,-0.0343962768
csrA__delcsrA_t02_30__2,-2.0586668017,-1.9534702896
csrA__delcsrA_t05__2,-1.3456076601,-2.1307778059
csrA__delcsrA_t10__2,-0.43253347740000003,-2.9994795754
csrA__delcsrA_t15__2,2.3629202211,-2.2490254138
cstr_pfr__str_0005m__1,-0.9714433904,-0.12209626100000001
cstr_pfr__str_0010m__1,0.0337676029,-0.10583832330000001
cstr_pfr__str_0025m__1,1.6554742051,0.4025471351
cstr_pfr__str_0045m__1,1.529708807,0.3514800816
cstr_pfr__str_0075m__1,0.8456490710000001,0.1548768955
