,A,FliA
ml_abx__ctrl__5,-0.3281859991,-0.7770505262
ml_abx__ctrl__6,-0.8580270014,-0.6576511524
ml_abx__dox__1,0.062474041300000005,-3.1278710276
ml_abx__dox__2,0.4091757173,-2.6816465273
ml_abx__dox__3,0.38261047800000003,-3.8817833755
ml_abx__glob__1,-1.4961707867,-2.0387361657
ml_abx__glob__2,-1.7540496263,-2.1940534856
ml_abx__glob__3,-1.60465751,-3.5208965428
ml_abx__lvx__1,-0.1405226748,-0.5263215608
ml_abx__lvx__2,-0.0875351883,-0.8657034452
ml_abx__lvx__3,-0.8838688833,-2.2995471531
ml_abx__mec__1,-0.17270778990000002,0.2347833926
ml_abx__mec__2,0.250245118,0.0593561644
ml_abx__mec__3,0.7691203349,0.5297721651
ml_abx__mem__1,0.3190965434,0.4728903068
ml_abx__mem__2,0.6333646338000001,0.32564448760000003
ml_abx__mem__3,-0.3446901606,-0.8025538793
ml_abx__nit__1,0.6449056647,-4.2886879502
ml_abx__nit__2,0.9791519573,-3.9276900227000002
ml_abx__nit__3,1.2656605403,-3.7128306328000003
ml_abx__ntx__1,0.6259699636,-2.151851273
ml_abx__ntx__2,1.2348325864,-2.3125521863
ml_abx__nor__1,-0.2191076042,-0.5013474880000001
ml_abx__nor__2,-0.2820743746,-0.6521289743
ml_abx__nor__3,-0.8636911020000001,-2.3068654059
ml_abx__pb__1,-1.6446097851,-2.2582090429
ml_abx__pb__2,-1.6560189654,-2.0574663637
ml_abx__pb__3,-2.4862954358,-3.0307555072
ml_abx__tmp__1,0.8266178431000001,0.3251047883
ml_abx__tmp__2,0.5616017011000001,-1.8074158330999999
ml_abx__tmp__3,0.6065917467,-3.4603640526
mut_abx__del_mutS_000nor__1,-2.0769229863,-0.5178978293000001
mut_abx__del_mutS_000nor__2,0.14211161290000002,-0.23943147380000002
mut_abx__del_mutS_000nor__3,1.9348113734,0.7573293031
mut_abx__del_mutS_125nor__1,-1.9354534019,-0.7552529812000001
mut_abx__del_mutS_125nor__2,-2.633793824,-0.9737583462
mut_abx__del_mutS_125nor__3,-4.0323685544,-1.2410967753
mut_abx__del_mutS_250nor__1,-2.4541697882,-0.48267837750000003
mut_abx__del_mutS_250nor__2,-1.1565905459999999,-0.5179664380000001
mut_abx__del_mutS_250nor__3,-3.2807646061,-1.5206449029
mut_abx__del_mutS_375nor__1,-4.1255252783,-1.4548076503
mut_abx__del_mutS_375nor__2,-1.548128425,-0.89167817
mut_abx__del_mutS_375nor__3,-4.1112236209,-1.1264734856
mut_abx__del_mutS_500nor__1,-4.3408558729,-0.2520389609
mut_abx__del_mutS_500nor__2,-4.2255829277,-0.6763202651
mut_abx__del_mutS_500nor__3,-3.9252221514,-0.1600890968
mut_abx__del_mutS_625nor__1,0.0749008874,0.8984604975
mut_abx__del_mutS_625nor__2,-1.1279488776,1.2331429318
mut_abx__del_mutS_625nor__3,-3.2307403105,0.6103929495
mut_abx__del_mutS_750nor__1,-4.7063490762,-0.7154019034
mut_abx__del_mutS_750nor__2,-4.6741670756,0.16863229030000002
mut_abx__del_mutS_750nor__3,-2.8574283019,0.650100007
mut_abx__del_mutS_875nor__1,2.8138198829,1.5268524822
mut_abx__del_mutS_875nor__2,-0.9900162347,1.6603075603000002
mut_abx__del_mutS_875nor__3,-2.1344769333,0.7264923767
nit_yeaG__wt_Nminus__1,0.3172566429,0.3737708496
nit_yeaG__wt_Nminus__2,-0.3172566429,-0.3737708496
nit_yeaG__wt_Nplus__1,-1.7005893814,-0.43613830010000004
nit_yeaG__wt_Nplus__2,-3.604905067,-0.40249763110000003
nit_yeaG__del_yeaG_Nminus_24h__1,1.7039652968999999,-0.7033958370000001
nit_yeaG__del_yeaG_Nminus_24h__2,0.3038539487,0.1645116557
nit_yeaG__del_yeaG_Nminus_24h__3,2.7333703143,2.4286839462
nit_yeaG__del_yeaG_Nminus__1,10.6712934315,4.7207864174
nit_yeaG__del_yeaG_Nminus__2,10.1092112211,4.1479268244
nit_yeaG__del_yeaG_Nplus__1,-1.8642240636,0.2473205672
nit_yeaG__del_yeaG_Nplus__2,-3.2926019873,-0.2192974644
opex__amp__1,3.5997982892,1.3120176182
opex__amp__2,2.6993594369,0.4828232723
opex__amp__3,0.5261567234,-0.1602312706
opex__bak_amp__1,-13.4021155827,-2.9254770959
opex__bak_amp__2,1.7892131168,1.0871590392
opex__bak_amp__3,1.9653403563,1.5776807640000001
opex__bak_kan__1,1.9939483082,1.2520879168
opex__bak_kan__2,-11.9706750012,-2.4102545506
opex__bak_kan__3,1.6530333634,1.6711842693999999
opex__bak_nor__1,1.1334677672,0.2526362511
opex__bak_nor__2,-2.0749061289,-0.35315792160000004
opex__bak_nor__3,1.8568728818,1.3656387921
opex__bak_rif__1,-6.8346340628,-1.8136411656
opex__bak_rif__2,-0.3536607624,-0.3012885728
opex__bak_rif__3,-6.2227883021,-1.399071071
opex__chx_amp__1,-1.9621623028,-0.7074351077000001
opex__chx_amp__2,-4.1595006581,-0.9412963973
opex__chx_amp__3,-1.8551320459,-0.3429309823
opex__chx_kan__1,-1.0323665147,-0.3440855735
opex__chx_kan__2,-1.5852574742,-0.350500368
opex__chx_kan__3,-1.589570679,-0.1895733739
opex__chx_nor__1,-1.6241756928000002,-0.2540048059
opex__chx_nor__2,1.5107097967,0.2480953803
opex__chx_nor__3,-4.0616216769,-1.0751635421
opex__chx_rif__1,-2.4471169105,-0.37629485630000004
opex__chx_rif__2,-1.3011977354,-0.2873132507
opex__chx_rif__3,-1.7929935534,-0.4702557546
opex__ctrl__1,0.18912874940000002,-0.0805135314
opex__ctrl__2,-1.3829363991,-0.25779218060000003
opex__ctrl__3,1.1938076497,0.3383057121
opex__etoh_amp__1,-13.7850408293,-2.7447683701
opex__etoh_amp__2,-13.6239626612,-2.2556272161
opex__etoh_amp__3,-13.9268399689,-3.1817081456
opex__etoh_kan__1,-12.8284999864,-2.5619583811
opex__etoh_kan__2,-13.4724805681,-2.9160319169
opex__etoh_kan__3,-13.1211626838,-2.8767883148
opex__etoh_nor__1,-13.1769838321,-2.6387033838000002
opex__etoh_nor__2,-13.8468932639,-2.5886017325
opex__etoh_nor__3,-14.2809216475,-2.9756377304
opex__etoh_rif__1,-9.8901451462,-2.4851871479
opex__etoh_rif__2,-9.7147756865,-2.541045122
opex__etoh_rif__3,-10.4474064951,-2.2497609633
opex__glual_amp__1,-6.8864721245,-1.6218713819000001
opex__glual_amp__2,-8.9305846072,-1.6769227537
opex__glual_amp__3,-8.2244734563,-1.3275980008000001
opex__glual_kan__1,-8.4294765597,-1.6710785205
opex__glual_kan__2,-6.9146596199,-1.2101928599
opex__glual_kan__3,-8.5428777739,-1.6068124434
opex__glual_nor__1,-9.8293225734,-1.9927018386
opex__glual_nor__2,-6.3982587669,-1.2243979307
opex__glual_nor__3,-11.5539097952,-2.1696904222
opex__glual_rif__1,-1.0656743214,-0.4194287305
opex__glual_rif__2,-0.9340420465,-0.4834729386
opex__glual_rif__3,1.4231278716,0.1864138054
opex__h2o2_amp__1,-5.1547220629,-1.4728763936
opex__h2o2_amp__2,-3.8900723045000003,-1.1297428642
opex__h2o2_amp__3,-4.5033659102,-1.4950420156
opex__h2o2_kan__1,-3.2364141965,-1.3469040395
opex__h2o2_kan__2,-4.7832214172,-1.3961960321
opex__h2o2_kan__3,-6.8262366627,-1.3470350999
opex__h2o2_nor__1,-4.8395180824,-1.8612130956000001
opex__h2o2_nor__2,-5.0810594672,-1.4663525370000001
opex__h2o2_nor__3,-6.5861904709,-1.1886202943
opex__h2o2_rif__1,-0.1941583224,0.6769741396000001
opex__h2o2_rif__2,-1.7222284378000001,0.6894026429
opex__h2o2_rif__3,-0.6139108153,0.6850579404
opex__ippoh_amp__1,-19.5492108258,-1.5527103032
opex__ippoh_amp__2,-19.4806790293,-1.5265569341
opex__ippoh_amp__3,-19.5119951038,-1.4253915689
opex__ippoh_kan__1,-19.9356737983,-2.2772918408000002
opex__ippoh_kan__2,-19.2243943571,-1.1706470419000001
opex__ippoh_kan__3,-20.0073476585,-2.23858455
opex__ippoh_nor__1,-20.1735076489,-1.2293654841000001
opex__ippoh_nor__2,-19.9489170159,-1.9910232826
opex__ippoh_nor__3,-17.0744240979,-1.9725243787000002
opex__ippoh_rif__1,-17.4447206623,-3.6797808078000003
opex__ippoh_rif__2,-17.8159344396,-2.5664763066000003
opex__ippoh_rif__3,-17.5490775561,-1.5385363083999999
opex__kan__1,-0.3983699281,-0.29657539120000004
opex__kan__2,-0.8930624273000001,-0.4243694719
opex__kan__3,2.0249082429,0.3142761516
opex__nor__1,0.034740819400000005,-0.288344392
opex__nor__2,-1.5923080277000001,-0.436057161
opex__nor__3,-0.4030468855,-0.1512939381
opex__paa_amp__1,-1.2676743115,-0.534866517
opex__paa_amp__2,-0.9149659856000001,-0.1609788862
opex__paa_amp__3,-1.9938328396,-0.713702061
opex__paa_kan__1,1.6181120230000001,0.0181832507
opex__paa_kan__2,3.8823953751999998,0.19156911710000002
opex__paa_kan__3,-0.3886346398,-0.8622296956000001
opex__paa_nor__1,2.4120075009,0.5539523847
opex__paa_nor__2,-0.3170688014,-0.3094944739
opex__paa_nor__3,3.4992151287,1.0031480242
opex__paa_rif__1,2.2192358698,0.36433359530000003
opex__paa_rif__2,2.264965064,0.4078913279
opex__paa_rif__3,-1.3919058001,-0.1085935375
opex__phenol_amp__1,-0.4471047422,0.4419750391
opex__phenol_amp__2,-5.2500756064,-0.8749880445
opex__phenol_amp__3,-1.9643313309,0.3130917415
opex__phenol_kan__1,-10.3779472257,-2.3000384463
opex__phenol_kan__2,-10.4485627096,-1.7550184709
opex__phenol_kan__3,-4.0352519912,-0.7012214697
opex__phenol_nor__1,-0.403857569,0.7405653305000001
opex__phenol_nor__2,-6.4018055354,-1.216466079
opex__phenol_nor__3,5.7075070843999995,1.8963257332
opex__phenol_rif__1,-2.9931805475,-0.3523386483
opex__phenol_rif__2,-1.4224252455,-0.2379549501
opex__phenol_rif__3,-0.4050045319,-0.7979553276
opex__pvpi_amp__1,0.5056828984,-0.36437840790000003
opex__pvpi_amp__2,0.22789392400000003,-0.5416339597000001
opex__pvpi_amp__3,1.0950712895999999,0.1465972369
opex__pvpi_kan__1,0.9657738131,0.3065812693
opex__pvpi_kan__2,2.3306125174,0.3180089128
opex__pvpi_kan__3,3.2211789131,0.5488518492000001
opex__pvpi_nor__1,0.1515667591,-0.6727868285
opex__pvpi_nor__2,2.0743078145,0.1828831351
opex__pvpi_nor__3,2.4893771966,0.3423348422
opex__pvpi_rif__1,3.8141630517,0.6623381462
opex__pvpi_rif__2,3.0801253233,0.7583720818
opex__pvpi_rif__3,5.0627781848,1.059617376
opex__rif__1,2.5665632024000002,0.5528720635000001
opex__rif__2,3.1669026781,0.6770725495000001
opex__rif__3,2.7520178699,0.9881578723000001
opex__naocl_amp__1,8.9960595006,3.0585021029
opex__naocl_amp__2,5.6900764634000005,1.5009943056
opex__naocl_amp__3,6.8897847616,1.8715422891
opex__naocl_kan__1,5.6336148786999996,1.4170097886000002
opex__naocl_kan__2,6.0304465017,1.3538646022
opex__naocl_kan__3,5.8737831588,1.3833132226
opex__naocl_nor__1,4.5659590484,0.9271943208000001
opex__naocl_nor__2,5.5482992563,1.3639053873
opex__naocl_nor__3,5.2725293116,1.017270012
opex__naocl_rif__1,6.3451976943,1.0953596832999999
opex__naocl_rif__2,6.2310911569,1.1487250150000001
opex__naocl_rif__3,6.3393127620000005,0.9916217245000001
phage_lysogen__wt_ctrl__1,0.42837863130000003,-0.1567629445
phage_lysogen__wt_ctrl__2,0.4693533198,-0.0065554590000000005
phage_lysogen__wt_ctrl__3,-0.897731951,0.1633184036
phage_lysogen__O104_H4__1,2.391168973,-0.2015804598
phage_lysogen__O104_H4__2,1.9864571103,-0.11084635500000001
phage_lysogen__O104_H4__3,2.3005488886,0.1575997765
phage_lysogen__O157_H7_PA8__1,2.6364231207,-0.1994910897
phage_lysogen__O157_H7_PA8__2,2.8960890758,-0.041795163100000005
phage_lysogen__O157_H7_PA8__3,3.3941423046,0.3359429271
phage_resist__ygbE_oe__1,-2.4013619323,-4.1297932575
phage_resist__wt__1,0.38423685150000003,-0.46769296460000004
phage_resist__wt__2,-0.3062607106,-0.0958135564
phage_resist__wt__3,0.1692417309,0.2289997233
phage_resist__wt__4,-0.24721787180000002,0.3345067977
phage_resist__ygbE_oe__2,-4.1882170485,-5.250722994
phage_resist__ygbE_oe__3,-4.1545554331,-5.0738254907
phage_resist__ygbE_oe__4,-4.1430422806,-5.1054226519
phage_resist__yahA_oe__1,-2.3703938593,-1.9926311465
phage_resist__yahA_oe__2,-2.3281565147,-1.9520367932
phage_resist__yahA_oe__3,-2.1015819765,-1.9070736658
phage_resist__yrfF_ko__1,-2.8245478973,-1.7001704324
phage_resist__yrfF_ko__2,-2.763618181,-1.735166484
phage_resist__yrfF_ko__3,-2.7347683916000003,-1.9677617068000002
pollution__wt_ctrl__1,-0.511475751,-0.0509287936
pollution__wt_ctrl__2,0.0838032598,-0.1589289042
pollution__wt_ctrl__3,0.4276724912,0.20985769780000002
pollution__wt_urban__1,-0.30965728670000003,0.6337787537
pollution__wt_urban__2,-0.4203569743,0.43769929560000004
pollution__wt_urban__3,0.1190597889,0.7491016254
pollution__wt_diesel__1,-0.0830103113,0.7493989664
pollution__wt_diesel__2,-0.24404668770000001,0.6759696392
pollution__wt_diesel__3,-0.42201149190000004,0.8912951003
pollution__evo_diesel__1,0.7708673775,0.9684423627000001
pollution__evo_diesel__2,0.8429172178000001,0.2694071232
pollution__evo_diesel__3,1.1393872862,0.7475062697
ppGpp__wt_relAtrunc_00m__1,-1.7017560647,-1.3788402235000001
ppGpp__wt_relAtrunc_00m__2,-1.2838819502,-0.6843412968
ppGpp__mut_delrelA_10m__1,0.36927063250000003,-0.2734295871
ppGpp__mut_delrelA_05m__1,0.082926501,-0.414531293
ppGpp__mut_delrelA_10m__2,0.46702525640000003,-0.4435465176
ppGpp__mut_delrelA_10m__3,0.5959450122000001,-0.0663207643
ppGpp__mut_delrelA_00m__1,-0.0667157546,-0.2517234877
ppGpp__mut_delrelA_00m__2,-0.141366227,-0.23896860690000002
ppGpp__mut_delrelA_05m__2,0.14091027890000002,-0.14936936450000002
ppGpp__mut_delrelA_05m__3,-0.6886731955000001,-0.1512560605
ppGpp__mut_delrelA_00m__3,-0.6519242385,-0.2686402744
ppGpp__wt_delrelA_10m__1,0.9351557698,-0.4923027286
ppGpp__wt_delrelA_05m__1,0.5209657528,0.29160583360000003
ppGpp__wt_delrelA_05m__2,0.29904305410000004,0.2526351604
ppGpp__wt_delrelA_10m__2,0.9680038289,-0.43167038480000003
ppGpp__wt_delrelA_10m__3,1.16806329,0.0441381394
ppGpp__wt_delrelA_00m__1,-0.43202128640000004,-0.0808722125
ppGpp__wt_delrelA_00m__2,0.23418795650000002,0.3233766971
ppGpp__wt_delrelA_05m__3,1.109002748,0.7466000744
ppGpp__wt_delrelA_00m__3,0.19783333,-0.24250448460000001
ppGpp__mut_relAtrunc_10m__1,-1.9958540874000001,-1.4210972888
ppGpp__mut_relAtrunc_05m__1,-1.0779044555,-1.4359658741
ppGpp__mut_relAtrunc_05m__2,-1.4370300559,-0.41815613970000004
ppGpp__wt_relAtrunc_10m__1,-1.2721943607,-1.9266126097
ppGpp__wt_relAtrunc_10m__2,-2.4276431085,-2.4000413729
ppGpp__wt_relAtrunc_10m__3,-2.0931547815,-2.2770902052
ppGpp__mut_relAtrunc_00m__1,-1.8539937037,-1.0184967255
ppGpp__wt_relAtrunc_00m__3,-1.342119273,-0.8831622242
ppGpp__wt_relAtrunc_05m__1,-1.3382184481000001,-1.004777981
ppGpp__wt_relAtrunc_05m__2,-1.3200447888,-2.0841518654
ppGpp__wt_relAtrunc_05m__3,-1.7384064818,-1.4918474233
ppGpp__mut_relAtrunc_00m__2,-1.3995373891,-1.1125418999
ppGpp__mut_relAtrunc_00m__3,-1.3367593168,-1.1718066728
ppGpp__mut_relAtrunc_10m__2,-1.0465984462,-1.8686550746
ppGpp__mut_relAtrunc_05m__3,-1.6784588549000001,-0.7425896070000001
ppGpp__mut_relAtrunc_10m__3,-1.6912481597,-1.2544389807
pressure__high_pressure__1,-1.317253389,-0.580221078
pressure__high_pressure__2,-0.31725855140000003,-0.2299957468
pressure__low_pressure__1,-0.0318944923,0.0118023506
pressure__low_pressure__2,0.0318944923,-0.0118023506
quantum_dots__ctrl__1,-1.2970264633,-0.230376673
quantum_dots__ctrl__2,1.2970264633,0.230376673
quantum_dots__cdte_light__1,-7.9698131794,-1.0127465699
quantum_dots__cdte_light__2,-3.4412423952,-0.14133252030000001
quantum_dots__cdte_dark__1,-6.7286114258000005,-1.076560663
quantum_dots__cdte_dark__2,-2.9105567228,-0.4927093476
quantum_dots__cdse_light__1,-7.6463093927,-1.1796964094
quantum_dots__cdse_light__2,-7.1298002304,-0.8440362785000001
quantum_dots__cdse_dark__1,-7.0601338327,-0.8961741923000001
quantum_dots__cdse_dark__2,-4.7218866593,-0.5974872373
raman__wt__1,0.3466063493,0.417224181
raman__del_cyaA__1,-2.1971154749,-3.3942963594
raman__del_cyaA_01mM__1,-1.8624816667,-3.5343305951
raman__del_cyaA_05mM__1,-3.4670270968,-4.3408720554
raman__del_cyaA_1mM__1,-2.5867399935,-2.8047708006
raman__wt__2,-0.4294482308,-0.2562971093
raman__del_cyaA__2,-1.6182302175,-3.7620150104
raman__del_cyaA_01mM__2,-2.3097615335,-3.6677335966999998
raman__del_cyaA_05mM__2,-2.8117707683,-3.9459248486
raman__del_cyaA_1mM__2,-1.7829246156,-2.1177455025
raman__wt__3,0.0828418816,-0.1609270717
raman__del_cyaA__3,-1.3894356363,-3.3767375163
raman__del_cyaA_01mM__3,-2.8642680087,-4.3132840496
raman__del_cyaA_05mM__3,-3.0690500524,-4.3926960425
raman__del_cyaA_1mM__3,-1.8897094732,-2.2113878706
rand_barrel__mut_nanE__1,0.50980747,-0.5728327017
rand_barrel__mut_nanE__2,0.3021630262,-0.5728327017
rand_barrel__mut_nanE__3,-0.9400728039,0.9659749548000001
rand_barrel__mut_pdxJ_1__1,-0.2549056705,-0.5728327017
rand_barrel__mut_pdxJ_1__2,0.5360057082,0.6958021178
rand_barrel__mut_pdxJ_1__3,0.0484360229,-0.5728327017
rand_barrel__mut_pdxJ_2__1,0.4118359857,-0.5728327017
rand_barrel__mut_pdxJ_2__2,-0.0135307927,1.2554596563
rand_barrel__mut_pdxJ_3__1,-1.1539559639,-0.5728327017
rand_barrel__mut_pdxJ_3__2,1.4588447082,1.7255488794
rand_barrel__del_serB__1,0.9464654191,-0.5728327017
rand_barrel__del_serB__2,-0.9464654191,0.5728327017
rockhopper__CV104_pHDB3__1,-9.7720150227,-3.1173133168
rockhopper__CV104_pHDB3__2,-9.9096312249,-2.8811707794
rockhopper__CV104_pHDB3__3,-9.9422562791,-2.8682631638
rockhopper__CV104_pLCV1__1,-9.1564851325,-2.4698963514
rockhopper__CV104_pLCV1__2,-9.9689857453,-3.3701247635
rockhopper__CV104_pLCV1__3,-9.9397154799,-2.2927432711
rockhopper__wt_lb__1,-10.7301863254,-2.6933154584
rockhopper__wt_lb__2,-10.9220677668,-3.7786951088
rockhopper__wt_lb__3,-10.5182640306,-3.5144172815
rockhopper__wt_lb_aMG__1,-10.6484748206,-3.2476319334
rockhopper__wt_lb_aMG__2,-10.6601171305,-4.3037181159
rockhopper__wt_lb_aMG__3,-11.3280425747,-4.320851704
rockhopper__del_sgrR_lb_aMG__1,-10.3416359718,-5.0275302074
rockhopper__del_sgrR_lb_aMG__2,-11.0649604562,-4.4437546162
rockhopper__del_sgrR_lb_aMG__3,-11.2995925518,-4.189678116
rockhopper__del_sgrS_glyc_aMG__1,-3.7990465806,-1.1976605144999999
rockhopper__del_sgrS_glyc_aMG__2,-6.9697795733,-1.8653427769
rockhopper__del_sgrS_glyc_aMG__3,-6.6580466845,-1.6960594745000002
rockhopper__del_sgrS_glyc__1,-6.9599839115,-1.1610268333
rockhopper__del_sgrS_glyc__2,-8.2414195383,-1.780356678
rockhopper__del_sgrS_glyc__3,-6.9703444772,-1.8321402715000001
rockhopper__wt_lb_aMG__4,-11.8750532001,-3.7049885626
rockhopper__wt_lb_aMG__5,-11.1195131949,-4.0858926103
rockhopper__wt_lb_aMG__6,-10.4078516833,-3.9498291773
rockhopper__wt_glyc_aMG__1,-4.6913121993,-0.7422911473
rockhopper__wt_glyc_aMG__2,-8.0601690756,-2.341317851
rockhopper__wt_glyc_aMG__3,-7.9564761398,-2.1899519629
rockhopper__wt_glyc__1,-5.698167629,-0.8971008474000001
rockhopper__wt_glyc__2,-8.3459309827,-2.4242603860000003
rockhopper__wt_glyc__3,-8.8254280074,-1.8129163117
rockhopper__CV108_glyc_aMG__1,0.9794712474,-1.0143958122
rockhopper__CV108_glyc_aMG__2,1.7454777425999999,0.4098118864
rockhopper__CV108_glyc_aMG__3,0.8379165728,-0.18737518990000002
rockhopper__wt_glyc__4,2.2807555708000002,0.5701321261
rockhopper__wt_glyc__5,1.124536996,0.6728578803
rockhopper__wt_glyc__6,3.7096495064,0.9907395234
rockhopper__wt_glyc_aMG__4,1.6150329342,0.4009354216
rockhopper__wt_glyc_aMG__5,0.9396645183000001,0.2612740036
rockhopper__wt_glyc_aMG__6,1.1413679455,-0.2747178453
rockhopper__wt_glyc__7,2.7794147409,0.28259663150000003
rockhopper__wt_glyc__8,1.6857261089,-0.2022546358
rockhopper__wt_glyc__9,2.5163084509,0.3849008299
rockhopper__wt_glyc__10,3.7876283352,1.003446005
rockhopper__wt_glyc__11,2.9089127069,0.8862712574
rockhopper__wt_glyc__12,2.0765942032,0.5455879274000001
rpoD__wt__1,-0.3219047273,-0.5649753031
rpoD__wt__2,0.6913987284,0.0527318876
rpoD__rpoD_mut__1,25.9226675224,6.6018973357
rpoD__rpoD_mut__2,25.2110219139,6.8271878763
rpoD__rpoD_mut__3,25.2835427914,6.7330629421
rpoD__wt__3,-0.3694940011,0.5122434155
rpoN_peptide__ctrl__1,-0.2163337917,-0.1010096811
rpoN_peptide__ctrl__2,0.764505934,0.10732611090000001
rpoN_peptide__ctrl__3,-0.5481721423,-0.0063164298
rpoN_peptide__nminus__1,0.6307654562,0.0321281356
rpoN_peptide__nminus__2,0.7813350785000001,0.0669079096
rpoN_peptide__nminus__3,-0.3602212474,0.10634476450000001
rpoN_peptide__nplus__1,9.9733090613,2.1710437481
rpoN_peptide__nplus__2,10.033206558,2.1859873101
rpoN_peptide__nplus__3,10.1789851439,2.1770043122000002
rpoN_peptide__s54_wt__1,-0.4029685457,-0.2059859392
rpoN_peptide__s54_wt__2,0.0752755381,-0.06338897
rpoN_peptide__s54_wt__3,-0.8269541056,-0.2539745225
rsd__wt_ee__1,-0.5066779607,-0.21093702190000002
rsd__wt_ee__2,0.5066779607,0.21093702190000002
rsd__del_rsd_ee__1,0.042236915800000004,0.3001186337
rsd__del_rsd_ee__2,1.1375833359,0.4627338398
rsd__del_ssrS_ee__1,-2.3179835485,-0.0120538984
rsd__del_ssrS_ee__2,-2.3190001831,-0.1532710812
rsd__del_rsd_ssrS_ee__1,-2.5804903511,0.3618186205
rsd__del_rsd_ssrS_ee__2,-2.8382497244,0.39735094460000003
rsd__del_rpoS_ee__1,0.6695823851,1.0286081477
rsd__del_rpoS_ee__2,-0.18911205650000001,0.9905048653
rsd__wt_me__1,-1.3235481819000001,-1.4016588919
rsd__wt_me__2,-0.4523975449,-1.372805227
rsd__del_rpoS_me__1,0.34018933560000003,-0.8723790743000001
rsd__del_rpoS_me__2,2.4037836063,-0.10877698870000001
rsd__wt_ts__1,0.5916381208,-1.2844350557
rsd__wt_ts__2,-0.7083423511,-1.4509625739
rsd__del_rsd_ssrS_ts__1,0.9294092978,-0.613579611
rsd__del_rsd_ssrS_ts__2,-0.37915768520000004,-0.9895204111
rsd__del_rpoS_ts__1,0.3456791417,-0.8773063940000001
rsd__del_rpoS_ts__2,0.48008871610000003,-0.9446642877
rsd__wt_s__1,-0.33597522360000004,-1.4056611322
rsd__wt_s__2,-0.1735319068,-1.5422210573
rsd__del_rsd_s__1,0.1537797705,-1.5675006894
rsd__del_rsd_s__2,0.4585528296,-1.1340210831
rsd__del_rsd_ssrS_s__1,1.4504204174,-0.6120224513
rsd__del_rsd_ssrS_s__2,2.8612034019,-0.3369511226
rsd__del_rsd_ls__1,1.5041030901,-1.0340569946
rsd__del_rsd_ls__2,2.5671920891,-0.17038405310000002
rsd__del_ssrS_ls__1,2.2406130216,-0.943515917
rsd__del_ssrS_ls__2,1.3723281444,-1.3535902456
rsd__del_rsd_ssrS_ls__1,3.3140914535,0.35096416890000004
rsd__del_rsd_ssrS_ls__2,1.982986976,-0.0881108116
rsd__del_rpoS_ls__1,1.8130151485,-0.6496489991000001
rsd__del_rpoS_ls__2,1.8980325925,-0.5385186494
sdsR_ryeA__wt_3h__1,0.2818173,0.235933779
sdsR_ryeA__wt_8h__1,-29.9290712189,-8.3013422413
sdsR_ryeA__wt_3h__2,-0.2818173,-0.235933779
sdsR_ryeA__wt_8h__2,-30.9483236474,-8.2424353689
starve_series__t00_growth1__1,-0.2581936938,-0.3360366126
starve_series__t00_growth1__2,-0.055397271500000005,0.0972173289
starve_series__t00_growth1__3,-0.0830680624,-0.0141684357
starve_series__t00_growth1__4,0.3966590276,0.25298771940000003
starve_series__t01_starve__1,0.1278194223,-1.583014305
starve_series__t01_starve__2,1.1193733242,-1.9626926663000002
starve_series__t02_starve__1,1.7768353785,-1.0155844267
starve_series__t02_starve__2,2.6301083327,-1.256420225
starve_series__t03_starve__1,2.7440841414,-0.504474442
starve_series__t03_starve__2,2.951787824,-1.1051914875
starve_series__t04_starve__1,2.1160237916,-0.7903591828000001
starve_series__t04_starve__2,1.9410513821,-0.6821332598000001
starve_series__t05_starve__1,2.7711313308000003,-1.1589522533
starve_series__t05_starve__2,2.8998046791,-1.0897781474000001
starve_series__t06_starve__1,2.4114321063,-0.6986617723
starve_series__t06_starve__2,3.1690539223,-0.7604056286
starve_series__t07_starve__1,3.001526471,-0.4535488131
starve_series__t07_starve__2,2.9745919378,-0.9496737188000001
starve_series__t08_starve__1,3.6245375925000003,-0.435251677
starve_series__t08_starve__2,2.7527885631,-0.774117013
starve_series__t09_starve__1,3.8176517269,-1.0963048861
starve_series__t09_starve__2,3.7095848463000003,-0.28330449010000003
starve_series__t10_starve__1,3.1192616865,-0.9623466579000001
starve_series__t10_starve__2,3.6106563528,-1.0279831223
starve_series__t11_starve__1,3.0546409007,-1.0263468301
starve_series__t11_starve__2,3.6238242913,-0.9441749719
starve_series__t12_starve__1,3.7150549394,-0.6658492260000001
starve_series__t12_starve__2,3.8186215856,-1.0609798931
starve_series__t14_starve__1,3.5613287273000003,-0.5947910149
starve_series__t14_starve__2,4.0480662969,-0.7644544261
starve_series__t16_starve__1,3.827629286,-2.0021988724
starve_series__t16_starve__2,3.9373075483,-1.4420327269
starve_series__t17_starve__1,3.7675529825,-1.1832022245
starve_series__t17_starve__2,4.1615285812,-0.7675010392
starve_series__t18_starve__1,4.0376866464,-1.4992270175
starve_series__t18_starve__2,3.6495840703,-1.2325790995
starve_series__t20_starve__1,1.4154212544,-1.5901811673
starve_series__t20_starve__2,1.1608285764,-1.7229906123
starve_series__t21_growth2__1,1.0950391436,-2.1525956536
starve_series__t21_growth2__2,0.7583212007,-2.308862991
starve_series__t22_growth2__1,1.3775305847000001,-0.9206070599
starve_series__t22_growth2__2,1.4505830611000001,-1.6299923617
starve_series__t23_growth2__1,0.6758299771,-1.5445909706
starve_series__t23_growth2__2,0.06782315080000001,-1.2791036502
starve_series__t25_growth2__1,0.9070387272,-1.2207922377
