,A,FliA
abx_mega__amyc-d_dmso__5,-6.2412435459,-2.6540903003
abx_mega__novo_h2o__4,-4.2934229916,-1.3577344775
abx_mega__cro_h2o__2,-3.3441912632,-0.07926965450000001
abx_mega__cro_h2o__3,-3.167437681,0.074499141
abx_mega__gen_h2o__2,-9.0492580225,-0.1387692707
abx_mega__phos_h2o__4,0.12881243380000001,0.9800314251000001
abx_mega__metro_dmso__2,-4.5960977451,0.2859484733
abx_mega__ery_h2o__2,-5.6868373031,-1.2699213263
abx_mega__sacet_h2o__1,-9.4753970913,-3.3205853225
abx_mega__nal_naoh__5,-6.0430505668,-0.5556292860000001
abx_mega__bacit_h2o__4,-6.5281695474,-0.5712307398
abx_mega__cip_naoh__3,-4.2347935598,-0.7668052196
abx_mega__ethanol-8__1,-2.1273894835,-1.068834175
abx_mega__h2o-8a__1,-1.4018298915,-0.29241204860000003
abx_mega__ery_h2o__3,-3.4569830775,-0.7031819579
abx_mega__flavo_dmso__2,-1.4494921125,0.034183556000000004
abx_mega__rif_dmso__4,-3.0603593766,-2.3323221647
abx_mega__novo_h2o__5,-5.0523548906,-1.5407592826
abx_mega__teix_dmso__5,-2.8802720531,-0.1434569764
abx_mega__naoh-2__1,-2.4123380355,0.19514459080000002
abx_mega__novo_h2o__6,-6.6425567957,-1.6199889169000001
abx_mega__ctx_h2o__3,-3.6771298848000002,0.37007429070000003
abx_mega__rach_dmso__3,-1.6504812409,0.1254091287
abx_mega__valin_dmso__2,-2.9916814693,-0.3061707221
abx_mega__amyc-d_dmso__6,-1.8661797011,-1.3888968435
abx_mega__dox_dmso__2,-2.4105034357,0.3562837407
abx_mega__teix_dmso__6,-4.6399069714,-0.3789219586
abx_mega__naoh-6__2,-4.4258882266,0.1389876366
abx_mega__inh_h2o__2,-8.4477049497,-2.7736681778000003
abx_mega__chl_h2o__3,-8.6043193395,-2.47140517
abx_mega__nal_naoh__6,-4.8159494313,-0.5057374936
abx_mega__chl_dmso__2,-5.1287547445,-1.1131863219
abx_mega__rach_dmso__4,-1.5023844742999999,-0.21658230450000002
abx_mega__teix_dmso__7,-2.5862370906,-0.376043141
abx_mega__ceru_ethanol__1,-2.086473633,-1.2123358457
abx_mega__dmso-7__1,-1.7659777724999999,-0.0483248973
abx_mega__naoh-6__3,-4.2626510143,0.0941031653
abx_mega__phos_ethanol__2,-1.2972662948,-0.045606220600000004
abx_mega__metro_dmso__3,-4.3059581534,0.2348670505
abx_mega__van_dmso__4,-3.4513839521,-0.8583855375
abx_mega__h2o-10__1,0.40951457680000003,-0.029946539
abx_mega__h2o-10__2,0.5883813542,0.0461500823
abx_mega__dmso-6__3,-1.6554879276,0.3263974995
abx_mega__mem_dmso__1,-1.7268649792000001,-0.2756770555
abx_mega__ethanol-8__2,-3.09800881,-1.1011109346
abx_mega__chl_h2o__4,-8.0246675569,-2.4066608132000002
abx_mega__van_h2o__1,-6.4987037506,-0.9440927506000001
abx_mega__dcs_h2o__1,-4.1515472426,-0.2024137218
abx_mega__rif_dmso__5,-4.3190266521,-0.8303133961
abx_mega__dox_dmso__3,1.2512606385,0.077741742
abx_mega__mem_dmso__2,-0.36598874670000003,-0.4259384074
abx_mega__lvx_dmso__2,-0.8022632989,-0.1052073122
abx_mega__tet_h2o__2,-8.1834455532,-1.7979078133000002
abx_mega__phos_h2o__5,-0.6607703598,0.9297304533
abx_mega__monac_dmso__1,-1.4733375549,-1.5466409064
abx_mega__str_h2o__3,-1.1528050591,0.021075109800000002
abx_mega__zeocin_h2o__2,-2.8159038223,0.3425248965
abx_mega__amyc-d_dmso__7,-1.7024307150000002,-1.7582333715
abx_mega__fidax_dmso__1,-1.4059077897,-0.6596446322
abx_mega__h2o-1a__1,0.49559363160000003,-0.06820312070000001
abx_mega__dox_dmso__4,-2.0601131944,0.1722704759
abx_mega__lzd_dmso__2,-2.7509016741,-0.3921263672
abx_mega__tet_h2o__3,-5.3445488276,-0.6903474069000001
abx_mega__dmso-1__2,-2.7491707189,-0.24089816960000002
abx_mega__sxt_dmso__2,-0.4809548675,-0.4074361704
abx_mega__tric_ethanol__2,-0.0671154439,-1.2102177046
abx_mega__teix_dmso__8,-3.4897925155,-0.5698754391
abx_mega__ramo_h2o__2,-4.3083247651,-0.38256405530000004
abx_mega__inh_h2o__3,-0.9543425317,0.0633853868
abx_mega__cst_h2o__3,-2.9651585346,-0.2476580559
abx_mega__dmso-9__1,-0.9431353138,-0.241076064
abx_mega__ethanol-8__3,-1.4142897688,-0.744982969
abx_mega__monac_dmso__2,-3.8233740961000002,-1.427828709
abx_mega__dmso-9__2,-1.1970488419,-0.1491828611
abx_mega__metro_dmso__4,-3.7164191997,-0.0286893103
abx_mega__ctx_h2o__4,-3.4969069107,0.0187366937
abx_mega__zeocin_h2o__3,-4.2111351844,0.8549682424
abx_mega__bacit_h2o__5,-4.6047385501,-0.5328010817000001
abx_mega__reta_dmso__1,-1.281386149,-0.484903128
abx_mega__ery_h2o__4,-8.1923981348,-2.9758625887
abx_mega__ceru_ethanol__2,-1.6725611824,-2.9359779257
abx_mega__fidax_dmso__2,-1.0264292882,-0.3920377447
abx_mega__novo_dmso__1,-2.4875239935,-0.1439288793
abx_mega__naoh-6__4,-4.6499901339,0.198560695
abx_mega__amyc-d_dmso__8,-1.2972134512,-0.18946139350000002
abx_mega__chl_dmso__3,-0.27643331530000004,-1.0615810481
abx_mega__nal_naoh__7,-3.0833223776,-0.43030553380000003
abx_mega__teix_dmso__9,-3.3517652378,-0.3193645688
abx_mega__ery_dmso__3,-1.4041029366,-0.846350374
abx_mega__tmp_dmso__3,-3.0595252314,-0.561487634
abx_mega__sxt_dmso__3,-2.689745501,-0.8236804826
abx_mega__polmyx_h2o__4,-1.3152545997,0.7781380768
abx_mega__mem_dmso__3,-2.1836746571,-0.6165832318000001
abx_mega__nal_naoh__8,-5.4984501846,-0.3300736899
abx_mega__pen_h2o__3,-7.8340364398,-0.8673748788000001
abx_mega__van_dmso__5,-4.4509818433,-1.1553884188
abx_mega__zeocin_h2o__4,-2.0941470809,0.2394801699
abx_mega__h2o-6__2,-4.0761126597,0.0939893925
abx_mega__tet_h2o__4,-5.4014153569,-0.9387494169
abx_mega__nor_naoh__4,-2.6210805421,-0.4275045471
abx_mega__cip_naoh__4,-2.6904024005,-0.373903409
abx_mega__tmp_dmso__4,-5.5600091628,-1.0588864009
abx_mega__reta_dmso__2,-4.8652618158,-0.6280494643
abx_mega__mem_dmso__4,-1.7594015826,-0.2488658967
abx_mega__dox_dmso__5,-2.5730891089,-0.1267474325
abx_mega__tmp_dmso__5,-2.6818916817,-0.4780176284
abx_mega__flavo_dmso__3,-1.2076245449,0.0215980806
abx_mega__tmp_dmso__6,-2.9371984106999998,-0.824858443
abx_mega__ceru_ethanol__3,-0.2066104705,-2.1173959379
abx_mega__teix_dmso__10,-2.5826197109,-0.21955792500000001
abx_mega__novo_h2o__7,-3.7572149847,-1.2639840026
abx_mega__fidax_dmso__3,0.1330270678,-0.6579499163
abx_mega__h2o-1a__2,0.3893603036,-0.0063325904
abx_mega__dcs_h2o__2,-3.4401138147,-0.1664627286
abx_mega__cst_h2o__4,-2.6396814784,-0.18645399340000002
abx_mega__van_h2o__2,-4.5872409404,0.0332368508
abx_mega__pen_h2o__4,-7.4019615448,-0.8889436776
abx_mega__h2o-8b__2,-3.4635859123,-0.6342062116
abx_mega__reta_dmso__3,-3.0753833372,-0.6870792960000001
abx_mega__dmso-7__2,-2.1711218422,-0.1359807896
abx_mega__rfp_h2o__2,-1.037755219,-2.5104441486
abx_mega__rif_dmso__6,-1.4603556369000001,-0.9779038413000001
abx_mega__sxt_dmso__4,-1.7953537439,-0.610022905
abx_mega__cip_naoh__5,-0.6397396148000001,-0.1149881123
abx_mega__dmso-9__3,-0.6373240329000001,-0.2527633678
abx_mega__mem_dmso__5,-0.7677330401,-0.2050217956
abx_mega__tric_h2o__2,-0.504611987,-0.2606838045
abx_mega__phos_h2o__6,-5.5677002593000005,-0.0910736973
abx_mega__h2o-7__2,-2.2680970929,-0.2139070442
abx_mega__h2o-10__3,-0.3730129522,-0.037040484400000004
abx_mega__h2o-8a__2,-1.5324965222,-0.3148166418
abx_mega__thio_dmso__3,-3.5002052006,-0.5352664260000001
abx_mega__lzd_dmso__3,-6.5075999324,-0.7026670574
abx_mega__monac_dmso__3,-3.8451408401,-1.4038437296000001
abx_mega__polmyx_h2o__5,-2.3362445814,-0.6855477677
abx_mega__naoh-6__5,-3.3040270237,0.2629927272
abx_mega__teix_dmso__11,-5.6369383134,-0.0781789471
abx_mega__van_h2o__3,-5.3202348156,0.06963052930000001
abx_mega__teix_dmso__12,-2.5344120209,-0.17852575340000001
abx_mega__dox_dmso__6,0.7996767717000001,1.1099890648
abx_mega__teix_dmso__13,-2.7362635986,-0.0033081857
abx_mega__h2o-7__3,-3.3620420828,-0.3328097611
abx_mega__str_h2o__4,-4.3296110838,1.1963996067
abx_mega__tec_h2o__3,-5.8432607849,-0.7086795451
abx_mega__phos_h2o__7,-4.9685740084,0.14919113720000002
abx_mega__chl_h2o__5,-6.3863982252,-1.7932130569
abx_mega__polmyx_h2o__6,0.3032272308,0.983647719
abx_mega__teix_dmso__14,-5.4400536062,-0.0905742336
abx_mega__rif_dmso__7,-2.2913777485,-0.7400652356
abx_mega__ramo_h2o__3,-3.99984237,-0.2382612512
abx_mega__fidax_dmso__4,-0.464939977,-0.9331422899
abx_mega__teix_dmso__15,-2.3769962022,-0.09557487740000001
abx_mega__thio_dmso__4,-4.23526251,-0.7703984096000001
abx_mega__rif_dmso__8,-3.0149711666,-0.9720044377
abx_mega__reta_dmso__4,-3.8250899773,-0.825499352
abx_mega__inh_h2o__4,-9.1424510172,-4.5318046418
abx_mega__novo_dmso__2,-3.7317213719,0.0174070197
abx_mega__dcs_h2o__3,-3.3835392231,-0.3649351666
abx_mega__h2o-8b__3,-2.1484880246,-0.3901590211
abx_mega__valin_dmso__3,-3.5431161035,-0.33878939900000005
abx_mega__h2o-2__1,-0.0210184559,1.0395710219
abx_mega__cro_h2o__4,-2.5499918318,0.3336749141
abx_mega__dcs_h2o__4,-4.0296385393,-0.2324921916
abx_mega__str_h2o__5,-1.1364045831,-0.0451498713
abx_mega__h2o-8a__3,-1.4745562327,-0.3633233643
abx_mega__dox_dmso__7,-0.8565374710000001,0.27489493530000003
abx_mega__doxo_dmso__2,0.6278402634,-2.0668548129
abx_mega__teix_dmso__16,-2.5137292195,-0.1419351265
abx_mega__rfp_h2o__3,-1.9164891977,-2.71397279
abx_mega__ethanol-10__3,-1.8191474185,-1.1052986555
abx_mega__naoh-2__2,-2.7756190202,0.5382585223
abx_mega__van_h2o__4,-7.4504821159,-0.8974948135
abx_mega__sacet_h2o__2,-9.5998294268,-3.1753609407
abx_mega__monac_dmso__4,-2.4746355128,-1.7671429135999999
abx_mega__h2o-2__2,1.3474322613,0.9935658368
abx_mega__zeocin_h2o__5,0.1352205369,0.1921522555
abx_mega__nor_naoh__5,-3.6290382888,-0.5883385723
abx_mega__naoh-9__2,-2.6447219718,-0.4661846598
abx_mega__dmso-7__3,-2.1828429317,-0.0190673736
abx_mega__van_h2o__5,-6.9787243326,-1.466366765
abx_mega__flavo_dmso__4,-2.2088612123,-0.2643702761
abx_mega__novo_dmso__3,-3.2212740519,-0.0933803126
abx_mega__polmyx_h2o__7,-3.666572512,-0.9458541162
abx_mega__teix_dmso__17,-3.3958983978,-0.46437437200000004
abx_mega__doxo_dmso__3,-0.5129299740000001,-2.4587353841
abx_mega__mem_dmso__6,-1.3658038144,0.1773513469
abx_mega__h2o-1a__3,-0.8849539352,0.0745357111
abx_mega__bacit_dmso__3,-1.7148902253,0.2033833298
abx_mega__dox_dmso__8,-0.9058146880000001,1.1632577459
abx_mega__teix_dmso__18,-3.1575466012,0.35820635440000004
abx_mega__h2o-6__3,-3.6844974847,0.1919400329
abx_mega__pen_h2o__5,-2.8995270015,-0.08191328190000001
abx_mega__lzd_dmso__4,-4.8745695614999995,0.0865705445
abx_mega__daro__1,-2.3232303098,-0.36443856480000003
abx_mega__solv__1,-1.9797379088,-1.200159553
abx_mega__daro__2,-2.3667503388,-0.256934657
abx_mega__daro__3,-2.6328831201,-0.9188024019000001
abx_mega__solv__2,0.2084022683,-0.4760730054
abx_mega__solv__3,-3.7706873121999998,-1.0474639738
abx_mega__dmso-4__1,-2.008865181,0.1543900135
abx_mega__kirr_dmso__1,-6.2765582287,-1.0431223038
abx_mega__kirr_dmso__2,-7.3011298104,-1.3395187248
abx_mega__kirr_dmso__3,-7.2009521986,-1.3234063597
abx_mega__dmso-4__2,-1.8360121279000001,0.1620906754
abx_mega__dmso-4__3,-2.8255755136,-0.1862057969
ackA_pta__dnaA46_del_ackA__1,-8.525543812,0.0757808128
ackA_pta__dnaA46_del_ackA__2,-9.0319963061,-0.1790504711
ackA_pta__dnaA46_del_ackA__3,-8.9028148898,-1.0087790411
ackA_pta__dnaA46_del_pta__1,-3.4349015757,2.746669283
ackA_pta__dnaA46_del_pta__2,-0.166295353,2.945298413
ackA_pta__dnaA46_del_pta__3,-6.1956311599,-1.5551373538000002
ackA_pta__dnaA46__1,0.8980151775,1.3876537930000001
ackA_pta__dnaA46__2,-0.3228708328,-0.6239011051000001
ackA_pta__dnaA46__3,-7.2374858069,0.5233273726000001
ackA_pta__del_ackA__1,-7.5528882329,-0.1541689362
ackA_pta__del_ackA__2,-8.5668737999,1.4661876174000001
ackA_pta__del_ackA__3,-9.0378600575,-0.7590013272
ackA_pta__del_pta__1,0.4506858326,-0.3039054623
ackA_pta__del_pta__2,-2.1862120112,2.5518789463
ackA_pta__del_pta__3,-4.3803986002,0.8833220268
ackA_pta__wt__1,-1.7755689896,1.6677625810999999
ackA_pta__wt__2,3.6839313381,-1.1003039364
ackA_pta__wt__3,-1.9083623485,-0.5674586447000001
anticancer__5fu__1,0.1967992203,-1.6039416981999999
anticancer__5fu__2,-0.25696744,-2.1928553958
anticancer__cap__1,-0.4840485896,-2.3619149003
anticancer__cap__2,-0.5299919494,-2.2869462599
anticancer__cap__3,-0.617936373,-3.3253101968
anticancer__wt__1,0.2867316746,0.29846505630000003
anticancer__wt__2,-0.4057068284,-0.072296487
anticancer__wt__3,0.11897515380000001,-0.22616856940000002
anticancer__5fu__3,0.20199913560000002,-1.143141886
bio_pln__aero_pln__1,1.0989587508,0.4043593478
bio_pln__aero_pln__2,-1.0989587508,-0.4043593478
bio_pln__anaero_pln__1,0.2372598066,0.1833342992
bio_pln__anaero_pln__2,-1.8333925738999999,-0.5834922071
biocide__bzcl_12h__1,-6.799383045,-0.9202243994
biocide__bzcl_12h__2,-11.3419860327,-3.2393447395
biocide__bzcl_12h__3,-5.9354260339,-0.6880186831
biocide__etoh_12h__1,-6.967690129,-0.7441015176
biocide__etoh_12h__2,-4.8456429739,-0.5201662501000001
biocide__etoh_12h__3,-7.6065962129999996,-0.8771833897
biocide__gluald_12h__1,-0.5490377251,0.3091930888
biocide__gluald_12h__2,-0.9578038999,-0.09409372640000001
biocide__gluald_12h__3,-0.9835912172000001,0.056835142500000005
biocide__h2o2_12h__1,-0.22348309200000002,0.0955353437
biocide__h2o2_12h__2,-1.3229192776,0.0680015492
biocide__h2o2_12h__3,-2.4386494558000003,-0.1015412796
biocide__2ppoh_12h__1,-23.7938185972,-2.0230937671
biocide__2ppoh_12h__2,-24.4667310712,-1.7923647046000002
biocide__2ppoh_12h__3,-25.7900574205,-2.0763283438
biocide__paa_12h__1,-3.135700465,-0.2903106794
biocide__paa_12h__2,-4.6945743864,-0.7475827118
biocide__paa_12h__3,-7.146981326,-1.8706834479
biocide__phe_12h__1,-6.593340387,-1.0780376182
biocide__phe_12h__2,-4.5232179484,-0.7353540773
biocide__phe_12h__3,-6.9633857141,-1.3649524841
biocide__pvp-i_12h__1,-14.0330867581,-3.6355327447
biocide__pvp-i_12h__2,-3.9378121494,-0.4822298642
biocide__pvp-i_12h__3,-10.0134443082,-2.7099774058
biocide__bleach_12h__1,-3.2977227771,-0.6031184392
biocide__bleach_12h__2,-3.7938710337,-0.8282634358000001
biocide__bleach_12h__3,-3.1703544697,-0.6457999208
biocide__chx_12h__1,-7.8086624434,-1.5088080913000002
biocide__chx_12h__2,-12.1137911326,-3.3207501384
biocide__chx_12h__3,-10.8184229208,-2.9963116931
biocide__bzcl_30m__1,-1.4590764567,-0.8975681415000001
biocide__bzcl_30m__2,-1.0495429862,-0.8030256661
biocide__bzcl_30m__3,-1.0979362282,-0.7954430708
biocide__phe_30m__1,-1.7455328014,-0.36429023400000005
biocide__phe_30m__2,-0.9696152006000001,0.018824548700000002
biocide__phe_30m__3,-1.517813761,-0.2330666106
biocide__pvp-i_30m__1,-0.065533225,-0.0314159958
biocide__pvp-i_30m__2,-0.0078333577,-0.0472406468
biocide__pvp-i_30m__3,-0.018074456200000002,-0.16534625490000002
biocide__ctrl_12h__1,-1.0020256581,-0.0577970905
biocide__ctrl_12h__2,-1.0012019894,0.15009467240000002
biocide__ctrl_12h__3,-0.2737138293,0.2564769102
biocide__ctrl_30m__1,-0.0425040868,0.1419545757
biocide__ctrl_30m__2,0.0082493518,-0.1150929136
biocide__ctrl_30m__3,0.0342547351,-0.0268616621
clpP__wt__1,0.34291115180000004,-0.08561715260000001
clpP__wt_DPTA__1,-0.034711733200000004,1.4490507831000001
clpP__wt__2,-0.2666258959,0.0402403828
clpP__wt_DPTA__2,0.7324218953,1.4306189635
clpP__wt__3,-0.0762852559,0.0453767698
clpP__wt_DPTA__3,-0.2119859244,1.439463799
clpP__delclpP__1,6.4891145120000004,1.0362497412
clpP__delclpP_DPTA__1,3.2453686413,2.1273525533
clpP__delclpP__2,6.4094210307,1.312167581
clpP__delclpP_DPTA__2,3.2329164645,1.9643998799000002
clpP__delclpP__3,6.0310483339,1.1582112548
clpP__delclpP_DPTA__3,3.5201892551,2.0751958657
colombos2__delydcR__1,0.1887654286,0.33718019390000004
colombos2__delydcR__2,1.6441543726,0.724531314
colombos2__delydcR__3,3.4100189654,0.42943932030000004
colombos2__delyjiR__1,0.7158598453,-0.4549876621
colombos2__delyjiR__2,2.2691069181,1.9680668715
colombos2__delyjiR__3,1.5041170177,1.2013372949
colombos2__wt__1,0.7823671395,0.4093153385
colombos2__wt__2,-0.7709054858000001,-1.0585966307
colombos2__wt__3,-0.011461653700000001,0.6492812922
crp_k100__ar1_ar2__1,0.9969232752,-1.1388144186
crp_k100__ar1_ar2__2,0.9576382672,-2.2184600721
crp_k100__ar1_ar2__3,-0.2592224838,-1.5385631204
crp_k100__wt__1,0.22424285500000002,0.0146065445
crp_k100__wt__2,-1.0509541217,0.0609635914
crp_k100__wt__3,0.8267112668000001,-0.0755701359
crp_k100__K100Q__1,2.2882621246,1.0394621834
crp_k100__K100Q__2,0.7933113488,0.40391773470000003
crp_k100__K100R__1,-0.1308684259,-0.4499529963
crp_k100__K100R__2,0.8535435772000001,0.4448300538
crp_k100__K100R__3,0.1576961499,-0.5914454062
csrA__wt_t00__1,-0.2975937088,-0.3218444836
csrA__wt_t02_30__1,-1.4834997879,-3.9445280912
csrA__wt_t05__1,-1.5635112455,-3.9990856765
csrA__wt_t10__1,-2.3156216121,-3.1441963418
csrA__wt_t15__1,-4.0491842739,-2.6671950745
csrA__delcsrA_t00__1,-9.158579078,-0.3942441612
csrA__delcsrA_t02_30__1,-8.9466092721,-4.8892378424
csrA__delcsrA_t05__1,-8.478683959,-5.3884365426
csrA__delcsrA_t10__1,-8.8930833529,-4.4662169816
csrA__delcsrA_t15__1,-7.954730725,-3.8154005081999998
csrA__wt_t00__2,0.2975937088,0.3218444836
csrA__wt_t02_30__2,-1.6916629254000002,-3.5332159118
csrA__wt_t05__2,-1.4114227565,-3.7463697412
csrA__wt_t10__2,-2.3108246599,-3.2847817165
csrA__wt_t15__2,-3.2820355492,-2.8737381343
csrA__delcsrA_t00__2,-8.9221369018,-0.6480878691
csrA__delcsrA_t02_30__2,-8.3127340262,-5.3941504088
csrA__delcsrA_t05__2,-8.5293676788,-5.3985538758
csrA__delcsrA_t10__2,-7.8413293318,-4.7058499822
csrA__delcsrA_t15__2,-7.4780007227,-3.5111307146
cstr_pfr__str_0005m__1,-0.49855706260000004,0.102680951
cstr_pfr__str_0010m__1,-0.5582455759,0.7379878955
cstr_pfr__str_0025m__1,0.8423930616,1.9509937401
cstr_pfr__str_0045m__1,5.1537342528,2.4737987827
