,A,YcjW
SRX5694275,1.5433427353,-0.6198019792
SRX5694276,-0.1014341357,-0.22976233740000002
SRX5694277,0.9322499335000001,-0.534044215
SRX5694278,2.4933828044,0.125506007
SRX5694279,0.3060973155,0.0327704678
SRX5694280,-1.7976363288,-1.2669543920000002
SRX5694281,0.23939480970000002,-0.0478764551
SRX5694282,-0.022774991,-2.7395096225
SRX5694283,1.7590122893,-0.836042319
SRX5694284,0.3673397514,-0.3857268196
SRX5694285,2.33283287,-0.9227933070000001
SRX5694286,2.7482518826,-0.33195286
SRX5694287,-1.1146569638,0.39040599140000004
SRX5694288,-1.3653652499,-0.49404496350000005
SRX5694289,1.2002272892,0.007388221600000001
SRX5694290,-2.117082685,-0.0156051333
SRX5694291,0.7633469761,-2.6760491503
SRX5694292,-0.2770815126,-0.0679087734
SRX5694293,-0.4376791541,-0.0967474379
SRX5694294,-1.2155760389,0.1924254631
SRX5694295,0.41739970130000004,-0.6254710341
SRX5694296,-0.10510503510000001,0.190228802
SRX5694297,-2.1654088821,0.1652939098
SRX5694298,0.1579746296,-0.5717383647000001
SRX5694299,-1.4078372123,0.35668187020000003
SRX5694300,0.1830906462,-0.0954445497
SRX5694301,-1.1989752472,-0.1246732926
SRX5694302,-1.2199719669,-0.835705918
SRX5694303,-1.1695380205,-0.7338209622
SRX5694304,0.35075134820000003,-0.6311605696
SRX5694305,2.3946983862,0.16440746850000001
SRX5694306,0.0777541179,-4.1287803821
SRX5694307,-2.4746829417000002,-2.6485543238
SRX5694308,-0.6672598485,-0.7884293502
SRX5694309,-1.368777103,-0.6281153467
SRX5694310,0.9662306357,-1.3864290789
SRX5694311,-0.7228656438000001,0.1320903232
SRX5694312,-1.8156685021999999,-3.8168950331
SRX5694313,0.7000356415,0.7444740624
SRX5694315,1.4253322977,-0.5321620798
SRX5694317,-4.1449375895,0.9775212298
SRX5694319,-0.9335708650000001,-0.3883361053
SRX5694320,1.1625097599,-2.7475883241
SRX5694321,2.7863920349,-0.3316948075
SRX5694322,-3.7567733044000002,-1.0525949952
SRX5694323,2.6157224944,0.25537670360000003
SRX5694324,0.5658695380000001,-0.4667720497
SRX5694325,-2.2261721866,-0.5898753902
SRX5694326,-0.1398658459,-0.7515955114
SRX5694327,-0.18396584870000002,-0.9730115777
SRX5694328,-1.1503264984000001,-0.5519874234000001
SRX5694329,2.3860155925,0.2069115416
SRX5694330,1.6171298308000002,-2.7976593618
SRX5694331,-0.17232619940000002,0.3996164888
SRX5694332,3.3868729159,0.3374762939
SRX5694334,0.5475049780000001,-1.0011210757
SRX5694335,2.1041127399,0.2710521204
SRX5694336,0.48686274350000003,-0.4473947841
SRX5694337,-1.7414748224,-0.4917752065
SRX5694338,-0.19294159800000002,-0.3492194118
SRX5694339,-1.3260941905,-0.8986453252000001
SRX5694340,-1.5842634747000002,-0.5264152176
SRX5694341,-2.8163221534,-0.5249950878
SRX5694342,-1.1642493763,0.45749778360000004
SRX5694343,3.8061554491000003,0.3817587331
SRX5694344,-2.2896649953,0.1626613621
SRX5694345,0.2350047401,-0.4245070795
SRX5694346,3.3556524498,0.5324108054
SRX5694347,-0.7361999897,-0.0748962688
SRX5694348,0.0680242309,0.2694050866
SRX5694349,1.7156853596000001,-1.0851550957
SRX5694350,-2.0006749864,-0.6251599967
SRX5694351,-0.3518174624,-1.1202414715
SRX5694352,-1.0590464107,-1.3587902095
SRX5694353,-2.1438191477,-0.3546790081
SRX5694354,0.29374950380000003,-0.41010330970000003
SRX5694356,-1.5003579095,-0.020445011500000002
SRX5694357,-2.0384637841,-0.4696387476
SRX5694358,2.0842403882,-0.6970787003000001
SRX5694359,-0.4547949552,-1.7091525148
SRX5694360,1.4285249985,-0.5659502562000001
SRX5694361,-2.7861604213,-2.4705793764
SRX5694362,0.1175207467,-2.7417663785
SRX5694363,-3.2167582034,0.0212665429
SRX5694364,0.8008174063,-4.1287803821
SRX5694365,-1.1560194795,-0.7564557333
SRX5694366,-2.2782436092,-0.4048531099
SRX5694367,-1.3729206862,-0.9716755256
SRX5694368,-0.2012935815,-0.9695474287
SRX5694369,1.8837193313,-0.5021415174
SRX5694370,2.8404640931,-0.3631449846
SRX5694371,-0.9349544094000001,-0.9040656882
SRX5694372,1.6058373316,-0.7812146045
SRX5694373,1.1220864752,-0.020441844600000002
SRX5694374,-0.6781525243000001,-3.6198305444
SRX5694375,-0.39168737740000004,-0.19463963410000001
SRX5694376,-2.4768281141,-0.425370807
SRX5694377,-0.49775351290000003,-3.1806524639
SRX5694378,0.5712585015,-1.1138358223
SRX5694379,-2.4153340869,-0.9544343927000001
SRX5694380,2.4071263661,0.8143472306
SRX5694381,-2.5081288755999998,-0.09897569860000001
SRX5694382,0.6837860862,-0.1210636261
SRX5694383,0.4009215262,-0.47925608470000003
SRX5694384,-0.6541072122,0.2096068341
SRX5694385,-3.8367637222,-0.1507747334
SRX5694386,3.3390043831,-0.15704530020000002
SRX5694387,-2.3256872864,-0.2785970931
SRX5694388,1.0107217248,-0.06920882340000001
SRX5694389,-1.7803308745000002,-0.5105596306
SRX5694390,0.12863872880000002,-0.3637729655
SRX5694391,-3.8469567912000002,0.45568580810000003
SRX5694392,-0.9025745591000001,-0.0188852487
SRX5694393,-0.9244152674,-0.015828175400000002
SRX5694394,0.28404119240000003,0.11510207700000001
SRX5694395,-4.2399259059,0.4440057301
SRX5694396,-1.5579618489,-1.4616492781
SRX5694397,1.020032431,-0.4122453545
SRX5694398,0.7137818273000001,-0.2799029484
SRX5694399,-2.3920039882,0.3095469374
SRX5694400,2.1958479965,-0.6731086008
SRX5694401,2.3709506393,-0.9762700226000001
SRX5694402,3.6673363436,-0.28436359440000003
SRX5694403,-0.031486430100000004,-0.9988588176000001
SRX5694404,0.8151012335000001,0.5754188060000001
SRX5694405,-1.470799552,-0.1358680494
SRX5694406,-0.9689445944,0.1511442983
SRX5694407,-1.388144308,-0.4931374404
SRX5694408,0.4330983433,-0.3414396824
SRX5694409,1.9160285041,0.680400132
SRX5694410,-0.5036238928,-1.0275663387
SRX5694411,-1.540283642,-2.241262927
SRX5694412,1.1407998095,-0.27739673470000004
SRX5694413,6.5232967331000005,-0.119937205
SRX5694414,-2.2659453624,0.22529955270000002
SRX5694415,-0.29471713650000003,-1.0103819176
SRX5694416,0.45849945070000003,0.07279720270000001
SRX5694417,-0.5025606618,0.0847285767
SRX5694418,-3.0308413203,-0.4506822773
SRX5694419,0.5478408502000001,-0.0310242137
SRX5694420,-1.0098789124,0.0212527984
SRX5694421,-1.6345315772,-0.2768303677
SRX5694422,-2.5597725692999997,-0.6910578669
SRX5694423,-0.6899329401000001,-0.0178321343
SRX5694424,-0.4693806857,-0.6721126265
SRX5694425,0.5831088089,-1.124691908
SRX5694426,1.4759114246,-0.0834253554
SRX5694427,0.9330194768000001,-1.0768750239
SRX5694428,1.0377439453,-0.7619282973
SRX5694429,-3.1884297955,-2.362297265
SRX5694430,0.7135675655,-0.6856657700000001
SRX5694431,-0.40437634250000004,0.6809756032000001
SRX5694432,0.7638455411,-0.9673725938000001
SRX5694433,6.412377838,0.11455390850000001
SRX5694434,4.2582051528000004,-0.10641077510000001
SRX5694435,-0.1324498388,-0.06405705340000001
SRX5694436,1.6481558136,0.5915347598
SRX5694437,-1.3446056667000001,0.36908188480000004
SRX5694438,-0.07335633750000001,-0.665307415
SRX5694439,0.4535169062,-2.3880728418
SRX5694440,-1.6890345762,-1.0645940586
SRX5694441,1.9572111122,0.0389719929
SRX5694442,0.0620888411,0.0078335957
SRX5694443,3.5254106162000003,-0.3522233885
SRX5694444,1.0970177538,-0.242739017
SRX5694445,-1.3984823147,-0.12357841
SRX5694446,-1.1819778595,0.1606509459
SRX5694447,-0.1024455232,-0.7525308527
SRX5694448,0.5843227744,-0.11127351120000001
SRX5694449,1.264613393,-0.3770072578
SRX5694450,-1.1769444785,-1.1438222946
SRX5694451,0.5238747165000001,-0.9284958056
SRX5694452,-1.3512656177,-2.0170434357
SRX5694453,5.6570458832,-0.41402274310000003
SRX5694454,-0.35677981950000004,-0.0260803715
SRX5694455,-0.5574809133,-0.1892382313
SRX5694456,-0.10661341740000001,-0.5046031451
SRX5694457,-0.9315786179000001,0.0013249770000000002
SRX5694459,-2.8762298968,-0.1957538195
SRX5694460,1.2941436692,-0.3919220988
SRX5694461,2.3265630216,-0.6438164678
SRX5694462,2.7775779734,-0.0060792978
SRX5694463,-1.2269228178,0.2291279598
SRX5694464,2.7468030869,-0.8837380549
SRX5694465,0.11995418120000001,-0.2486096817
SRX5694466,-3.1665287041,-0.9977090201000001
SRX5694467,0.6406693653000001,-0.47387739840000004
SRX5694468,1.3070113211,-2.6873820289
SRX5694469,-0.5981309843,-0.7810219810000001
SRX5694470,-0.7154071843,0.0374774965
SRX5694471,2.269744969,0.3649235756
SRX5694472,1.4507814192000001,0.06791591720000001
SRX5694474,-0.0014737821000000001,-0.7957001792
SRX5694475,2.6030613518,-0.33514191120000003
SRX5694476,2.660832665,-1.0316791763
SRX5694477,1.0224867062,-0.5368287455
SRX5694478,-0.4158681527,-0.4406369986
SRX5694479,1.4931583716,0.0799381685
SRX5694480,1.1245037697,-0.2025965572
SRX5694481,0.24277896170000002,-0.4798544423
SRX5694482,-1.7551087322,-0.5661526586
SRX5694483,2.1988105007,-0.7132227192
SRX5694484,3.2049249522,-0.12143110680000001
SRX5694485,-2.308158588,0.8132017041
SRX5694486,-0.0205551721,-0.2322728964
SRX5694487,2.9872760075,-0.2540660373
SRX5694488,-0.0256586062,-0.1759444719
SRX5694489,3.4549685479,-0.307996785
SRX5694491,0.2901263999,-0.8532320892
SRX5694492,-0.5680205626,-0.5274947057
SRX5694493,-2.7469993848,-2.4269423682
SRX5694494,0.1973470438,-0.2891217622
SRX5694495,-0.3868960929,0.32964289820000003
SRX5694496,-0.6120162542,-0.1197158351
SRX5694497,0.15426969100000001,-1.1407562712
SRX5694498,0.171956193,-0.29041508390000004
SRX5694499,-0.9599672476000001,-1.0658024023000001
SRX5694500,-1.2407222781,-0.8230624148
SRX5694501,2.7849495978,-0.2536267629
SRX5694502,-4.0797789851,-2.2945726413
SRX5694503,1.0846083513,-2.2943235271
SRX5694504,0.1241258709,0.1513370491
SRX5694505,-1.1343916458,0.1840073964
SRX5694506,1.1478212219,-1.6369468870000001
SRX5694507,-0.6235713736,-0.0883167034
SRX5694508,-0.34377443760000004,0.0921608969
SRX5694509,0.6168035824,-0.6015194671
SRX5694510,0.6574652594,-0.37575937530000003
SRX5694511,0.580517256,-0.609315716
SRX5694512,0.48848029340000004,-0.6553290435
SRX5694513,2.8430886099,0.39842728590000004
SRX5694514,1.6710025441,-0.6424536470000001
SRX5694515,-2.6808597797,-0.7505709779
SRX5694516,0.0534114087,-2.3710408571
SRX5694517,3.0045728842,0.289306243
SRX5694518,2.4621621472,0.0190786881
SRX5694519,-2.5492969382,-0.125844374
SRX5694520,1.1960428435,-0.5744530964
SRX5694521,1.8581028326,-0.8638126642
SRX5694522,0.9789257852000001,0.3879179689
SRX5694523,0.1997032742,-0.8071989247
SRX5694524,3.3143913868,-0.8465521032000001
SRX5694525,-0.7186761419000001,-0.1374680181
SRX5694526,-0.0984891859,-1.8893342472999999
SRX5694527,-1.6283631116000001,-0.6735327263
SRX5694528,1.1493496815,-0.16452974010000002
SRX5694529,-0.07592735340000001,-0.4197518689
SRX5694530,-1.2636727264,-2.8400323989
SRX5694532,0.2325907277,-0.5188869984
SRX5694533,-0.6693629957,-2.8421674027
SRX5694534,-2.4391690738,-1.8752996612000001
SRX5694535,-0.3964536168,-4.1287803821
SRX5694536,1.3608313777,-0.6370808243
SRX5694537,0.8918747637000001,-0.2692113419
SRX5694538,2.2384265744,-0.18660183660000002
SRX5694539,-0.2377858411,-0.7173368097
SRX5694540,-0.3734624052,-0.4034026631
SRX5694541,2.1917338423,0.0194109736
SRX5694543,-0.7900384839,-2.6118733155
SRX5694544,1.0796020663,-0.3982677502
SRX5694545,0.0687135089,-0.6781716802000001
SRX5694546,-2.4579663635,-4.1287803821
SRX5694547,0.3136788658,0.0749655277
SRX5694548,0.2569077335,-0.1102746993
SRX5694550,4.7682855145000005,0.3959463883
SRX5694551,1.3455063365,-2.2714877179
SRX5694552,-0.08570067120000001,-0.1716334613
SRX5694553,-1.1733773218,0.1971303723
SRX5694554,0.740673118,-0.07968545120000001
SRX5694555,-0.7523561939000001,-0.012556798800000001
SRX6072760,1.6249222912999999,-0.4601640026
SRX6072761,0.1223242471,-0.32895898900000003
SRX6072762,3.2662316185,-0.13776845940000002
SRX6072763,4.3898843143,0.129182171
SRX6072764,-2.3008339567,-0.31551062760000004
SRX6072765,3.1623692409,0.0470321649
SRX6376491,2.4891400181,0.7823614647
SRX6376492,-0.0036486685,-0.16757584520000002
SRX6376493,-1.2497761066,0.0720427312
SRX6376494,-0.7511107751,0.6355309334
SRX6376495,3.2699130682,1.0203488443
SRX6376496,2.4187352626,0.3456022254
SRX2723951,-0.49046966340000003,0.9238277819
SRX2723952,-0.31900302350000004,0.7957584512
SRX2723953,-0.6176612806,0.097070128
SRX2723954,2.6904179598,1.1471062021
SRX2723955,0.9483061558,0.5609723304
SRX2723956,-0.34918299880000003,1.0279572727
SRX2723957,0.3875722462,0.26795527480000003
SRX2723958,0.11582365530000001,-0.7086040567
SRX2723959,0.09220114850000001,-0.0033254045000000003
SRX2723960,-1.0023933037,0.4985958069
SRX2723961,-0.6415951280000001,0.9839434787
SRX2723962,-1.0579180489,1.0317800654
SRX2723963,0.350219557,0.1110148614
SRX2723964,0.9070089653000001,0.7221699607000001
SRX2723965,-0.6176467826,0.5168885002
SRX2723966,0.1853416535,-0.253258611
SRX2723967,-0.06945740610000001,0.1426971568
SRX2723968,-0.1158842474,0.1105614542
SRX6977206,-3.216148976,-0.2618285523
SRX6977207,-3.3393443137,-0.20863758810000002
SRX6977208,-1.5841893191,-0.6732336052
SRX6977209,-2.2924486946,-0.4276011092
SRX6977210,-2.3037812805,-0.420042617
SRX6977211,-0.1006654609,0.24857576480000002
SRX6977212,-0.23538820840000002,-0.1600915618
SRX6977213,0.3360536692,-0.0884842031
SRX6977214,-3.7360575332,-0.7311862548
SRX1153733,0.3504167674,0.1727973786
SRX1153734,-0.3504167674,-0.1727973786
SRX1153735,2.1086328844,0.1727646753
SRX1153736,-1.894291375,-0.2393382789
SRX5204053,-0.2754320594,0.231532232
SRX5204054,0.0921929016,0.5596147668
SRX5204055,-0.4641496209,0.6554064408
SRX5204056,-0.8751588706000001,0.9053842438
SRX5204057,-1.7461739567999999,1.0044487937
SRX5204058,-1.9058563754,1.0149636971
SRX5204059,-1.0131994424,0.6274833661
SRX5204060,-0.21151707190000002,0.2062364988
SRX5204061,-0.4265847387,0.45590990870000003
SRX5204062,-0.0704809037,0.45180057690000003
SRX5204063,-0.585403226,0.17072167600000002
SRX5204064,0.2589567981,0.7716614302
SRX5204065,-1.4586751904000002,1.3157148945000001
SRX5204066,-1.5743599202,1.0655260893
SRX5204067,-1.2309285965,0.9063296770000001
SRX5204068,-0.0535819737,0.4173882788
SRX5204069,0.4099262952,0.4275451199
SRX5204070,-0.3265628298,0.1521384299
SRX5204071,-0.21818604760000002,0.5563771003
SRX5204072,0.3719356022,0.7152299225000001
SRX5204073,0.8494133605,0.6032703701000001
SRX5204074,2.2459667298,0.5646435940000001
SRX5204075,0.5915705571000001,-0.1480371942
SRX5204076,0.5815156042,-0.0470918538
SRX5204077,1.6417015152999999,0.44378290210000004
SRX5204078,0.7969345336,0.34441593330000003
SRX5204079,0.6723135050000001,0.8510927831
SRX5204080,-1.812781645,0.8480820439000001
SRX5204081,0.0036742885,0.48899541890000003
SRX5204082,-0.2962379204,0.8360499152
SRX5204083,-1.0922892059,0.4347602729
SRX5204084,-0.3042493421,-0.2865456084
SRX5204085,-1.5947753409,0.26376155300000004
SRX5204086,-0.005099006200000001,-0.0892194505
SRX5204087,0.9288962721,0.41370783400000005
SRX5204088,-0.42753116950000003,-0.4465686098
SRX5204089,-0.3800418088,0.09209247470000001
SRX5204090,0.4971253765,0.021413019000000002
SRX5204091,-0.7467205318,-0.29525520980000003
SRX5204092,-0.6525910332,-0.0182085402
SRX5204093,0.3584614074,0.2227833602
SRX5204094,-0.2199580774,0.1766521999
SRX5204095,0.1267190192,0.153900099
SRX5204096,-0.8091141126,-0.3393538685
SRX5204097,0.6823950934,0.1854537695
SRX683459,-0.5314095938,0.4403832411
SRX683460,0.6783055244,-1.2337677280000001
SRX683461,0.3102023081,-0.5036279461000001
SRX683462,-0.32973754780000003,-1.5851171404
SRX683463,0.2212072857,0.063244705
SRX683464,-0.18430109990000001,-1.4048831947
SRX683465,1.1561677765,-0.4673187534
SRX683466,1.7257734456,-3.448511285
SRX683467,1.2381269579,-0.4104680867
SRX683468,0.4152850114,-2.1136431147
SRX683469,1.8359985724,0.2793797259
SRX683470,0.9450999979,-2.2488869835
SRX322077,-0.6012026126000001,0.10155522880000001
SRX322078,0.5549945637,0.4308446065
SRX322079,-0.4330054816,0.10114610630000001
SRX322080,-1.008884736,-0.12449748370000001
SRX322081,-1.1080832253,0.5669045856
SRX322082,-0.21038908620000002,0.4119321722
SRX322083,0.7839150719,0.07836001740000001
SRX322084,0.4259732042,-0.2136545295
SRX322085,-1.2098882761,0.1352945122
SRX2708592,-1.5057658523000002,0.051820405800000004
SRX2708593,-0.8607542933000001,0.38222887920000004
SRX2708594,-1.2437968436,0.7164860744
SRX2708595,-0.11945273370000001,0.41046706400000005
SRX2708596,0.6105531182,-0.20818535400000002
SRX2708597,-0.49110038450000004,-0.20228171
SRX2708598,1.19995326,0.1083316317
SRX2708600,0.18942752440000002,-0.1215912349
SRX2708601,0.6961312315,0.2654173358
SRX2708602,0.7673884455000001,-0.1357880967
SRX2708603,1.5074417768,0.8186060422
SRX3073814,0.7590930806,-0.3012823709
SRX3073815,3.0020227074,-2.6551838563
SRX3073816,4.6264342652,-4.0849365005
SRX3073817,4.3627344563,-3.1380696683
SRX3073818,3.2137919736000002,-2.8743203147000003
SRX3073819,2.5711552266,0.1759756649
SRX3073820,8.4330973924,-3.0824344551
SRX3073821,11.768758139700001,-3.6742287410000003
SRX3073822,9.468654534,-3.0665444947
SRX3073823,6.3038305748,-2.1530131608
SRX3073824,-0.7590930806,0.3012823709
SRX3073825,3.8876546949,-2.8513748725
SRX3073826,5.2621654023,-3.8823038800000003
SRX3073827,4.7641371913,-3.6683727665
SRX3073828,3.5811027254,-3.083691892
SRX3073829,2.304590711,0.050088083900000004
SRX3073830,8.5982694429,-3.1039128581
SRX3073831,10.3597078406,-3.5578068263000002
SRX3073832,8.9373537476,-3.3638990479
SRX3073833,5.149300712,-2.143183707
SRX2391456,0.2235989478,-0.0491927665
SRX2391457,0.5207547401,-0.0166884773
SRX2391458,0.2033193059,0.0969552798
SRX2391459,0.2975964165,0.0350870711
SRX2391460,0.5364829543,0.0620665509
SRX2391461,0.395279111,0.0474481224
SRX2391462,0.4916987286,0.162423471
SRX2391463,2.6097900692,0.11319547290000001
SRX2391464,2.9942052129,0.2891192748
SRX2391465,-0.32295732450000003,0.1733004179
SRX2391466,0.2982276647,-0.1167650033
SRX2391467,-0.1563983639,-0.029783614400000002
SRX2391468,0.172593399,0.1684931556
SRX2391469,0.35795202130000003,0.1108986817
SRX2391470,0.47248581370000003,-0.6917368228
SRX2391471,0.5566456154,-0.8498513034
SRX2391472,0.2076634753,-0.6380894101
SRX2391473,0.4300529241,-0.1573585397
SRX2391474,0.2243631084,0.0698819729
SRX2391475,0.9336267552,-0.7270344856000001
SRX2391476,1.9851237156,-0.5138984633
SRX2391477,0.5277054861,-0.3038757918
SRX2391478,-0.1808816361,-0.2097470001
SRX2391479,3.3427656269,-0.5726556319
SRX2391480,0.9159787371,-0.6521727340000001
SRX2391481,0.3067525138,-0.6705427283000001
SRX2391482,0.2469292938,-0.7773208702000001
SRX2391483,-0.0127394523,-0.0607819387
SRX2391484,0.8085405534000001,-0.1288210564
SRX2391485,0.6204030377,0.0242805351
SRX2391486,-0.0174487288,0.113196472
SRX2391487,0.9148421311,0.2060606546
SRX2391488,1.0720445222,-0.0139154454
SRX2391489,0.2245376752,-0.014768207600000001
SRX2391490,0.7144523544,-0.058523469800000005
SRX2391491,0.17638154420000002,-0.0478237722
SRX2391492,-0.007213857000000001,0.1898930449
SRX2391493,0.5847168494,0.1191369709
SRX2391494,1.0815685734,-0.1278209325
SRX2391495,0.1563983639,0.029783614400000002
SRX2391496,0.3030067514,-0.1491229748
SRX2391497,0.3778127023,-0.040195304200000004
SRX2391498,2.2381112545,-0.6995426756
SRX2391499,0.5215815876000001,-0.7758105734
SRX2391500,0.21465297430000002,-0.7133229318000001
SRX2391501,0.3028274286,-0.1599358629
SRX2391502,0.025223736,-0.0829904544
SRX2391503,-0.53782155,-0.35262761460000003
SRX2391505,0.4035006485,-0.4551763827
SRX2391506,0.2044402182,-0.101322045
SRX2391507,0.1769636121,-0.011326296000000001
SRX2391508,0.4789073277,-0.5933508596
SRX2391510,0.9161831996,-0.9449023517
SRX2391512,0.6220661054000001,-1.1884207032
SRX2391513,0.3909359277,-0.6513422021
SRX2391514,0.2896464749,-0.3025731464
SRX5632598,-1.2022879361,-0.0266132809
SRX5632599,-1.4037081071,0.3087664214
SRX5632600,-0.49955742500000005,0.7517461590000001
SRX5632601,-0.6832173246000001,0.2434374899
SRX5632602,-1.8248766067000002,0.49033674720000003
SRX5632603,-1.1191350019,0.0160313335
SRX5632604,-1.5730860862,0.3685152203
SRX5632605,-0.7035066541,0.45495821550000004
SRX5632606,-0.047149958000000006,0.3204549842
SRX5632607,-0.9922145679000001,0.1177388255
SRX5632608,0.2059097132,0.0141441368
SRX5632609,-0.2637279161,-0.1970823193
SRX5632610,-0.8368335663,-0.7535503857
SRX5632611,0.0578182028,0.1829381824
SRX5632612,-0.5987906475,-0.050568274100000005
SRX5632613,-1.3653409254,0.2823679229
SRX5632614,-0.4402012269,-0.5949467794000001
SRX5632615,-0.083322438,-0.5185646439
ERX2874132,-0.5014729644,1.2901970605
ERX2874133,-0.6761220818,1.4349542597
ERX2874134,-0.3713650123,2.8519588238
ERX2874135,-0.2714813854,1.6029973498999999
ERX2874136,-0.13653340320000001,2.469089077
ERX2874137,0.1393130635,1.519047341
ERX2874138,-0.7444333328,1.5005195247
ERX2874139,-0.3599546992,1.1852304162
ERX2874140,0.0807854387,-0.0391039713
ERX2874141,-0.0807854387,0.0391039713
ERX2874142,-1.6635011482,1.3030924551
ERX2874143,-1.8397917703000002,1.0371775351
ERX2874144,1.0905613578,1.3842721924
ERX2874145,1.3244042938,1.6063365380999999
ERX2874146,0.3218379223,1.0722207916
ERX2874147,-0.0059306619,0.8761168633
SRX1300292,0.6808977558,0.1335124864
SRX1300293,-0.6808977558,-0.1335124864
SRX1300299,-0.42598102060000004,-0.32248366840000003
SRX1300300,-0.5236976424,-0.7215323808
SRX1300304,0.0363484854,0.3604443321
SRX1300305,0.5392477083,0.2952383135
SRX1300306,0.0625904248,0.1476146671
SRX1300310,2.4917321864,1.085988187
SRX1300311,0.32005360180000003,1.1068632736
SRX7291195,1.3446200882000001,-0.3406486621
SRX7291196,0.9395676095000001,-0.09234386500000001
SRX7291197,0.7187717833,-0.053478017200000005
SRX7291198,-0.1276866191,0.1297570015
SRX7291199,0.35439714720000004,-0.08442922010000001
SRX7291200,-0.2267105281,-0.045327781500000004
SRX7291201,0.8927730779,0.1516888516
SRX7291202,1.3269449893,-0.1055091685
SRX7291203,0.8208367621,-0.0860390452
SRX7291204,-0.13354104120000002,-0.0945078739
SRX7291205,0.2642466173,0.1408249162
SRX7291206,-0.3122168307,0.022854906
SRX2436955,-1.1199707867,-0.4725309405
SRX2436956,1.8057586603,1.3662102842000001
SRX2436957,2.0600630457,1.7309360904000002
SRX2436958,1.7637876107000001,1.4039289567
SRX2436959,-0.2822695914,0.8095832687000001
SRX2436960,-0.060789741,0.9407180781000001
SRX2436961,0.1143024029,1.1357184278
SRX2436962,-0.6700315806,1.3341150153
SRX2436963,0.8756023108000001,0.6418425977000001
SRX2436964,0.1373794827,0.8178339749
SRX2436965,4.3478913059,1.1878960618
SRX2436966,-1.0661798879,0.3682685101
SRX2436967,0.6835390519,1.034890283
SRX2436969,0.5694665322,0.8974180169
SRX2436970,-1.017628047,0.7856104666
SRX2436971,0.6187022077000001,0.9585921092
SRX2437029,-0.3851965916,1.3456330622000001
SRX2437030,-1.0457289755999999,0.0099966143
SRX2437031,-0.3469261148,0.3950154301
SRX2437032,-0.4901920194,0.3534158291
SRX2437033,0.31593198780000004,-1.2117773903
SRX2437034,4.167589853,1.2482050644
SRX2437035,0.8332171597,0.46463351950000004
SRX2437036,0.6222113286000001,0.14186235860000002
SRX2437037,0.061081567700000006,0.7863984585
SRX2437038,-1.0993844534,0.7970227834
SRX2437039,-0.7312095852,0.320659539
SRX2437040,1.2622894591,0.5208774457
SRX2437041,-1.1041186789,-0.5519992337
SRX2437042,0.4036043574,-0.8412614633000001
SRX2437043,0.036021232,0.7409479479000001
SRX2437044,-0.3140078774,-1.3648958279
SRX4705203,8.3883592373,1.112045902
SRX4705204,-1.869331933,-0.6156263583
SRX4705205,-1.0063255048,-0.9920834735
SRX4705206,-0.6515075898,-0.8498545582
SRX4705207,3.1761969272,1.3613087275
SRX4705208,2.6109108737,1.0688584936
SRX4705209,3.1123068714,1.1808957192
SRX4705210,-1.8774388889,-0.3261588225
SRX4705211,-1.8099197195,-0.8608118494
SRX4705212,-1.7132783519,-0.2930022281
SRX4705213,0.31852762900000003,0.5789820118
SRX4705214,-0.1069817836,0.4758701386
SRX4705215,0.044613155200000004,-0.4169541244
SRX4705216,-0.4097597235,0.338747383
SRX4705217,0.27615210160000003,-0.6922801883
