,A,Fnr,DcuR,NarL
ros_tale__16_32_250pq__1,-0.6714520574,-0.679187866,-0.538529008,-1.1952573895
ros_tale__16_32_250pq__2,-0.9061233946,-0.6098498250000001,-0.46032493,-1.0507179025
ros_tale__16_32_750pq__1,2.7718651444,-0.366249486,-0.940054555,-2.5402709905
ros_tale__16_32_750pq__2,5.2846174777,-0.163033003,-1.670477196,-1.7915617565000002
ros_tale__17_104_0pq__1,15.0966727824,-1.778704773,-1.6752425290000001,-1.7995051444999999
ros_tale__17_104_0pq__2,15.7842800887,-1.87458859,-1.621793636,-1.6596569795
ros_tale__17_104_250pq__1,15.7216518898,-0.870340709,-1.250605469,-2.1305453955
ros_tale__17_104_250pq__2,15.9459628739,-0.9554763430000001,-1.095460178,-1.6237211205
ros_tale__17_104_250pq__3,15.2694756254,-1.000417803,-1.100004663,-1.5711120175
ros_tale__17_104_250pq__4,16.1508947287,-0.683897696,-1.419008581,-1.3911057425
ros_tale__17_104_750pq__1,13.7617153816,-0.948053416,-1.127939008,-2.0511425955
ros_tale__17_104_750pq__2,13.5576179777,-0.945781996,-1.236477192,-2.0115204375
ros_tale__18_24_250pq__1,2.7979658525,-0.6740969290000001,-0.771413898,0.0029001995
ros_tale__18_24_250pq__2,2.2658357601,-0.770029595,-0.944289899,-0.2337367725
ros_tale__18_36_0pq__1,8.5901179574,-1.033200047,-1.414870895,-1.7621037474999999
ros_tale__18_36_0pq__2,10.057446558,-1.203083779,-1.366980485,-1.6079884075000002
ros_tale__18_36_0pq__3,-0.6894962611000001,-1.047631244,-0.6714004090000001,-1.2436705785
ros_tale__18_36_0pq__4,-0.0337783591,-0.9799620080000001,-0.679401519,-0.7916602025
ros_tale__18_36_250pq__1,0.0168101071,-0.89488495,-0.8601047780000001,-0.8817618315
ros_tale__18_36_250pq__2,-0.6317650668,-0.9689770120000001,-1.047883189,-1.0448200935
ros_tale__18_36_750pq__1,2.8456083769,-0.641609003,-0.966865414,-1.2761237975
ros_tale__18_36_750pq__2,2.8844510687,-0.582725383,-0.8601134290000001,-1.2702009665
ros_tale__19_91_0pq__1,17.2695829151,-1.900315751,-1.440745498,-0.8314362335000001
ros_tale__19_91_0pq__2,16.4291503223,-1.906916504,-1.2796287259999999,-0.9146237705
ros_tale__19_91_250pq__1,15.0324443308,-1.496060902,-1.244918904,-0.4885653425
ros_tale__19_91_250pq__2,16.3355750784,-1.77884102,-0.805049239,-0.7313105465
ros_tale__19_91_750pq__1,14.0728223101,-1.362481013,-1.31015938,-1.2248396305
ros_tale__19_91_750pq__2,12.7658753889,-1.310339443,-1.364148257,-1.2484746125
ros_tale__19_91_750pq__3,15.6904526118,-0.630128715,-0.6083021430000001,-1.1090555945
ros_tale__19_91_750pq__4,14.2178154367,-0.791538139,-0.965140034,-0.9898636015000001
ros_tale__21_97_0pq__1,6.021193248,0.808790208,-0.448974976,-2.1821245595
ros_tale__21_97_0pq__2,15.4583249056,-0.15626136300000001,-0.435616078,-1.8952417805000001
ros_tale__21_97_250pq__1,13.0323234003,0.052103735000000005,-0.23230166700000002,-2.3755801425
ros_tale__21_97_250pq__2,17.1756686612,-0.18145813,-0.218095051,-2.0647630665
ros_tale__21_97_750pq__1,5.7578865095000005,0.812325618,-0.44161189300000003,-2.5820372785
ros_tale__21_97_750pq__2,16.1194499394,0.179824972,-0.344974302,-2.2520674645
ros_tale__25_111_0pq__1,3.96816034,-0.8299582590000001,-0.7646148370000001,-2.4249442675
ros_tale__25_111_0pq__2,12.5342615579,-0.8454112730000001,-0.36296828600000003,-1.6811806305
ros_tale__25_111_250pq__1,5.7539610883000005,-0.647607354,-0.22062994200000002,-2.4917287645
ros_tale__25_111_250pq__2,12.6985016145,-0.612683498,-0.11547410300000001,-2.3300522655
ros_tale__25_111_750pq__1,11.4726587837,-0.618440988,-0.02226083,-1.8987000375
ros_tale__25_111_750pq__2,13.3065711632,-0.6966102150000001,-0.153430057,-1.5359188824999999
ros_tale__29_119_0pq__1,13.3330085937,-0.240071578,-0.23695594800000003,-1.8181148945
ros_tale__29_119_0pq__2,13.1223927727,-0.594975123,-0.532730844,-2.0019324365
ros_tale__29_119_250pq__1,11.9370169207,-0.596275301,-0.7914834730000001,-2.3994855025
ros_tale__29_119_250pq__2,12.9868733408,-0.163952428,-0.5368409160000001,-3.0048782075
ros_tale__29_119_750pq__1,12.9297255721,-0.109945651,-0.704306274,-2.1174233595
ros_tale__29_119_750pq__2,11.6930960576,-0.35768003600000003,-0.788351436,-2.5786150995
ros_tale__ALE4_0pq__1,-0.9003521167,-0.654336129,-0.776465174,-0.7388326665
ros_tale__ALE4_0pq__2,-0.7161311562,-0.677531934,-0.685144356,-0.6087178795
ros_tale__ALE4_250pq__1,2.7134984826,-0.275686384,-0.5556790500000001,0.7133759505
ros_tale__ALE4_250pq__2,2.5072699597,-0.23889179400000002,-0.48098209999999997,0.7126471465
pcoli__atASMT_325G__1,1.0882181138,-0.460226424,-0.701923303,-0.5945350325000001
pcoli__atASMT_325G__2,1.4124159263,-0.44076187600000005,-0.447061187,-0.6742076345
pcoli__bpTDC__1,0.9696137143,-0.39054706100000003,-0.63378773,-0.4257732785
pcoli__bpTDC__2,1.4738975182,-0.33950688700000003,-0.540661831,-0.6019739855
pcoli__BRCA__1,0.18915557500000002,-0.43615873400000005,-0.9175651650000001,-0.8740727555000001
pcoli__BRCA__2,0.3360467308,-0.46865413,-0.8387704290000001,-1.0234973265
pcoli__BRCActrl__1,3.2890068684,-0.403988891,0.09649914600000001,-0.5740491795
pcoli__BRCActrl__2,4.564964305,-0.444489053,0.24344567400000003,-0.5252165025000001
pcoli__BRCAswap__1,0.17389723710000002,-0.5007945340000001,-0.7680687260000001,-0.37165977650000004
pcoli__BRCAswap__2,0.13891168110000002,-0.5053284840000001,-0.565800709,-0.2293440545
pcoli__btAANAT__1,-0.19396438200000002,-0.466470657,-0.5915072840000001,-0.4059400895
pcoli__btAANAT__2,-0.173229772,-0.37675922300000003,-0.566635007,-0.31513347350000004
pcoli__btASMT__1,-0.5056268618,-0.500119204,-0.5374429070000001,-0.1439362855
pcoli__btASMT__2,-0.6978935643,-0.415345976,-0.43427825600000003,-0.0009237545
pcoli__CC1__1,0.6863072174,-0.511825053,-0.504475018,-0.0439821275
pcoli__CC1__2,0.7678649209,-0.31485701400000005,-0.380833798,0.0959938335
pcoli__ccCOMT__1,1.4583363076,-0.482160317,-0.8073022120000001,-0.5080616015
pcoli__ccCOMT__2,1.3013617267,-0.40976297300000003,-0.610347802,-0.4949952145
pcoli__ckDDC__1,2.9093970008000003,-0.630122988,-0.281810702,-0.1909754655
pcoli__ckDDC__2,4.1540782185,-0.638148942,-0.42841094100000005,-0.061367065500000005
pcoli__CNTF_belt__1,-0.43987809200000005,-0.298386825,-0.446939625,-0.2000554125
pcoli__CNTF_belt__2,-0.1683608604,-0.38006166300000005,-0.6266084780000001,0.0814828725
pcoli__cobPNMT__1,1.9503148997,-0.40089768800000003,-0.5599710130000001,-0.4023656715
pcoli__cobPNMT__2,1.8574658409,-0.42101342,-0.8244017090000001,-0.5218830955
pcoli__cvPhhB__1,0.8242622883,-0.5254932990000001,-0.39292406100000005,-0.44880965450000004
pcoli__cvPhhB__2,2.1292491918,-0.743997498,-0.30034085400000005,-0.4797649875
pcoli__ggAANAT__1,1.2695404046,-0.46272072300000006,-0.7666560990000001,-0.4959027615
pcoli__ggAANAT__2,1.0485996614,-0.420530377,-0.5040204180000001,-0.5030244975
pcoli__ggTPH__1,0.32376935300000004,-0.454985071,-0.510389995,-0.6399381775
pcoli__ggTPH__2,1.3187202042,-0.497514312,-0.7366005280000001,-0.8038166895000001
pcoli__hsAANAT__1,1.7630397505,0.022332146,-0.680509027,0.1767243155
pcoli__hsAANAT__2,1.9741273014,-0.17518171200000002,-0.782994626,0.1779742685
pcoli__hsASMT__1,0.7740023802,-0.48296065600000004,-0.6169447720000001,-0.46420169650000004
pcoli__hsASMT__2,1.0492981305,-0.402594561,-0.45672423,-0.5092591385
pcoli__hsPNMT_mb__1,1.6737686383,-0.3763032,-0.539335867,-0.48001811650000004
pcoli__hsPNMT_mb__2,1.8222713097,-0.42449361100000005,-0.681377667,-0.48527572150000003
pcoli__hsTPH__1,0.2986448742,-0.43643012200000003,-0.683419685,-1.0967243425
pcoli__hsTPH__2,1.5976923090000001,-0.5736641880000001,-0.484729014,-0.9809825245
pcoli__hsTPH_E2K__1,-0.1642910626,-0.125359269,-0.5379043480000001,-0.3183766275
pcoli__hsTPH_E2K__2,0.1471892054,-0.087385535,-0.5282285480000001,-0.3063947875
pcoli__hsTPH_E2K_N91I_P99C__1,0.49475763920000004,-0.329506452,-0.57058772,-0.7407224925
pcoli__hsTPH_E2K_N91I_P99C__2,0.5894754766,-0.42721245100000005,-0.57721476,-0.7195519345
pcoli__hsTPH_N158trunc__1,1.072415211,-0.040118541,-0.14072715600000002,-0.3692697815
pcoli__hsTPH_N158trunc__2,1.2913629186,-0.089151637,-0.21684229900000002,-0.4899277475
pcoli__hsTPH_N174trunc__1,-0.27822405710000003,-0.45094076,-0.551102386,-0.5297338445
pcoli__hsTPH_N174trunc__2,0.2761649111,-0.25446565200000004,-0.329573013,-0.5399660135000001
pcoli__hsTPH_Ntermtrunc__1,0.2110085845,0.081208522,-0.011235002000000001,0.4352442445
pcoli__hsTPH_Ntermtrunc__2,-0.08025764490000001,-0.36300764,-0.43105252200000005,0.6075804585
pcoli__hsTPH1__1,0.5756679112,-0.457813974,-0.70854054,-0.26073173050000004
pcoli__hsTPH1__2,0.5470055142,-0.416483586,-0.582732068,-0.2792831045
pcoli__MBP__1,1.9318618991,-0.911700291,-0.881798886,-0.7889837015000001
pcoli__MBP__2,0.502384763,-0.326153116,-0.558789112,-0.2934833025
pcoli__msCOMT__1,-0.41873628700000004,-0.417527969,-0.468873187,-0.5418198755
pcoli__msCOMT__2,-0.3671923179,-0.350991349,-0.538561821,-0.5107075375
pcoli__ocAANAT__1,0.8870935059,-0.39319892100000003,-0.759113954,-0.6138434605
pcoli__ocAANAT__2,0.9308197131,-0.40912006900000003,-0.726414854,-0.6652457935
pcoli__osTDC_K374H__1,1.1736083041,-0.486733729,-0.6942676870000001,0.39723650250000003
pcoli__osTDC_K374H__2,1.1670316047,-0.540014471,-0.788607197,0.5434466145
pcoli__osTDC_K374L__1,0.45811266030000003,-0.341437437,-0.198795879,-0.21983520550000002
pcoli__osTDC_K374L__2,-0.0866878382,-0.278014552,-0.338589248,-0.1407958105
pcoli__osTDC_K374Q__1,0.1688609788,-0.554256646,-0.628685319,-0.27608475250000003
pcoli__osTDC_K374Q__2,-0.0841226535,-0.5038226680000001,-0.5863909700000001,-0.1258541755
pcoli__osTDC_L360V__1,1.5098000744,-0.557847917,-0.540243067,-0.7044672035
pcoli__osTDC_L360V__2,1.8655739507,-0.462101802,-0.611753301,-0.6702064145000001
pcoli__pmTPH__1,0.0727005557,-0.361514938,-0.550605055,-0.8203616895
pcoli__pmTPH__2,0.6846417302000001,-0.25580899,-0.358822841,-0.5814454735
pcoli__RFC__1,1.2095699301,-0.39788874500000004,-0.8865343160000001,-0.7457907865000001
pcoli__RFC__2,1.0721053849,-0.392249092,-0.737815961,-0.8047283165
pcoli__RFCctrl__1,1.9260211227,-0.444479887,-0.6459568960000001,-0.0115159385
pcoli__RFCctrl__2,2.0362574942,-0.440878498,-0.6359637960000001,-0.0330519685
pcoli__RFCnopause__1,1.684727193,-0.286424479,-0.6786667630000001,0.1118509315
pcoli__RFCnopause__2,2.0530502644,-0.08273235300000001,-0.8051515100000001,0.10091024750000001
pcoli__RFCpluspause__1,2.2040963005,0.15455127,0.014960526000000002,0.2887766645
pcoli__RFCpluspause__2,2.767660111,0.07042016200000001,0.380075896,0.3286167855
pcoli__rnCOMT_sol__1,1.059158479,-0.172748066,-0.816977295,0.2604318435
pcoli__rnCOMT_sol__2,1.2350479127,-0.433783454,-0.654914576,0.1447961075
pcoli__rnPNMT__1,-0.23084706100000002,-0.317963561,-0.21785005000000002,-0.6503718575
pcoli__rnPNMT__2,0.0976000941,-0.187636618,-0.13055730100000001,-0.5710341855000001
pcoli__rnTDC__1,0.2556616118,-0.426911403,-0.62266474,-0.8034015285
pcoli__rnTDC__2,0.1496808651,-0.374873799,-0.6612767930000001,-0.5989118515
pcoli__rnTDC_trunc__1,0.3687488466,-0.404417173,-0.10157118300000001,-0.1505094955
pcoli__rnTDC_trunc__2,0.8436127912,-0.444723462,-0.221727358,-0.1335955445
pcoli__saCOMT_T2A__1,1.1316821726,-0.428602874,-0.509046337,-0.5705627095
pcoli__saCOMT_T2A__2,1.0984026435,-0.37812269,-0.46813277200000003,-0.5225363465
pcoli__sfCOMT__1,0.8549304333000001,-0.449602194,-0.8603557340000001,-0.8298738905
pcoli__sfCOMT__2,0.9744985123000001,-0.503153504,-0.9574422990000001,-0.8771755675
pcoli__sgAANAT_D63G__1,1.0001016487,-0.504442709,-0.552472111,-0.7726151815000001
pcoli__sgAANAT_D63G__2,1.7364343569,-0.505781927,-0.777811683,-0.6505942795
pcoli__ssDDC__1,1.0697963665,-0.487620437,-0.519030552,-0.49015808050000004
pcoli__ssDDC__2,1.1519374837,-0.440656914,-0.5718443910000001,-0.4109330295
pcoli__TP53B__1,1.5189894822999999,-0.37519571700000004,-0.355978597,-0.3145941465
pcoli__TP53B__2,1.5407328513,-0.39368933300000003,-0.6419282930000001,-0.4172287685
pcoli__WT__1,2.1295991499999998,-0.017957380000000002,-0.542676198,0.3807883595
pcoli__WT__2,2.0499092558,0.065247204,-0.32188888600000004,0.3210873535
cck__glu_ale4__1,0.10512252770000001,-0.359452357,-0.6414304980000001,-0.0222282705
cck__glu_ale4__2,0.41821613760000004,-0.830568478,-0.880172846,-0.3838881335
cck__cck_ale1__1,0.9440010616000001,-0.9610595980000001,-1.115572361,-0.4706912815
cck__cck_ale1__2,0.8502945,-0.9317755310000001,-0.9452044070000001,-0.3814748985
cck__cck_ale2__1,0.5729172104,-0.968537508,-1.026321725,-0.5828621515
cck__cck_ale2__2,0.2639406163,-0.9813371310000001,-0.918882846,-0.3574557165
cck_pgi__gmos_delpgi__1,-0.1364775496,-0.462809046,-0.00330801,0.0334709255
cck_pgi__gmos_delpgi__2,-0.7652773729,-0.16406430800000002,-0.038799659,0.1653592395
cck_pgi__pgi_ale1__1,-0.2829147931,-0.428273263,0.066683635,0.1535600155
cck_pgi__pgi_ale1__2,-0.0601304017,-0.763997408,-0.184727322,-0.0510011605
cck_pgi__pgi_ale2__1,-0.18042963880000001,-0.7069345330000001,-0.214341518,0.3477169765
cck_pgi__pgi_ale3__1,-0.8187993414,-0.32058263600000003,-0.136757172,0.0847816115
cck_pgi__pgi_ale3__2,-0.0588724131,-0.846577046,-0.425036787,-0.0701452225
cck_pgi__pgi_ale4__1,-0.9038082548,-0.45959830300000004,-0.29982693800000004,0.06682618650000001
cck_pgi__pgi_ale4__2,-0.1298755796,-1.119133921,-0.894649577,-0.49490475250000004
cck_pgi__pgi_ale4__3,0.19410208650000002,-1.059300256,-0.870993114,-0.4233367555
cck_pgi__pgi_ale5__1,0.16113099220000002,-0.22886420100000002,-0.307831346,0.0965427135
cck_pgi__pgi_ale5__2,0.3914463978,-0.698604067,-0.44789798500000005,-0.1690726395
cck_pgi__pgi_ale6__1,-1.0459109061,-0.39119517,-0.34784196300000003,0.27279989250000003
cck_pgi__pgi_ale6__2,-0.053777567000000005,-0.8692978560000001,-0.5123053470000001,-0.1189925505
cck_pgi__pgi_ale7__1,-1.4136930665,-0.355468852,-0.38911409,0.1170010155
cck_pgi__pgi_ale7__2,0.3376885974,-0.788864768,-0.46234976,-0.1224753575
cck_pgi__pgi_ale8__1,-0.44343648950000003,-0.15190588100000002,-0.32179708,0.0980957395
cck_pgi__pgi_ale8__2,0.48664878050000004,-0.5813522750000001,-0.52670518,-0.1403017965
cck_sdh__gmos_delsdhCB__1,19.7790704781,-2.153072614,0.034770318,0.9577260555
cck_sdh__gmos_delsdhCB__2,14.4836674662,-1.833458404,0.416217059,1.2829432885
cck_sdh__sdh_ale1__1,2.0341870661,-0.8717332860000001,-0.757687789,0.1662700885
cck_sdh__sdh_ale1__2,2.1012634223,-0.832016394,-0.8173959460000001,0.30321213150000004
cck_sdh__sdh_ale2__1,1.5293808286,-0.8793918270000001,-0.9361632520000001,0.0605521315
cck_sdh__sdh_ale3__1,2.7998991123,-0.78100001,-0.8082062510000001,0.1116408455
cck_sdh__sdh_ale3__2,1.3057400098,-0.942097155,-0.8421896790000001,-0.0864084085
cck_sdh__sdh_ale3__3,1.3132708552999999,-0.891283338,-0.774346447,-0.11876943150000001
cck_pts__gmos_delptsHIcrr__1,2.5220357946,-1.367867184,-1.227880526,-0.0909655275
cck_pts__gmos_delptsHIcrr__2,2.1779915272,-1.12302913,-0.735326498,-0.13545914450000002
cck_pts__pts_ale1__1,-0.09095057170000001,-0.9976202350000001,-1.115537583,-0.2160116335
cck_pts__pts_ale1__2,0.1477642122,-0.9334525690000001,-0.933488536,-0.2966142805
cck_pts__pts_ale2__1,-0.8051112423,-1.367776943,-1.006598883,-0.7527068005
cck_pts__pts_ale2__2,-0.396502668,-1.4130985740000002,-1.158562507,-0.6565486025
cck_pts__pts_ale3__1,-0.8682037307,-1.120795099,-1.276176946,-0.9239654305
cck_pts__pts_ale3__2,-0.3573408225,-1.133876401,-1.451517968,-0.6381105895
cck_pts__pts_ale4__1,-0.0562653529,-0.709741882,-0.7486693430000001,-0.6865628525
cck_pts__pts_ale4__2,-0.3843958812,-0.7506745410000001,-0.680195159,-0.7730456335
cck_gnd__gmos_delgnd__1,12.6565510114,-1.7581264189999999,0.098989698,0.7423524005000001
cck_gnd__gmos_delgnd__2,14.2275349746,-1.735542686,-0.10160289500000001,0.9820097895000001
cck_gnd__gnd_ale1__1,0.8770064716,-0.9005377990000001,-0.86455035,-0.5338358005
cck_gnd__gnd_ale1__2,0.4960471852,-0.9051531070000001,-0.551863238,-0.3519824015
cck_gnd__gnd_ale2__1,0.2331774057,-0.890671647,-0.940622107,-0.43004323650000004
cck_gnd__gnd_ale2__2,0.391354244,-0.9525487850000001,-0.6440018160000001,-0.3637060365
cck_gnd__gnd_ale3__1,0.6343572919,-0.8742065520000001,-0.7301501490000001,-0.3175386865
cck_gnd__gnd_ale3__2,0.9481238222,-0.974660595,-0.660441,-0.0969884815
cck_tpiA__gmos_deltpiA__1,1.686458014,-0.223833986,0.102429459,-0.0358744825
cck_tpiA__gmos_deltpiA__2,0.1412071063,-0.61930912,0.250956462,-0.2372376455
cck_tpiA__tpiA_ale1__1,0.8570192093000001,-0.453161741,-0.31297500500000003,-0.0046118425
cck_tpiA__tpiA_ale1__2,0.6139377194,-0.45167639800000003,-0.289961764,0.1112011705
cck_tpiA__tpiA_ale2__1,0.5558520042,-0.405913379,0.13196533400000002,0.0020100925
cck_tpiA__tpiA_ale2__2,0.4179523318,-0.6912261780000001,-0.219719181,-0.09773722750000001
cck_tpiA__tpiA_ale3__1,0.9266628765,-0.860453227,-0.733921908,-0.0696266685
cck_tpiA__tpiA_ale3__2,0.5373251762,-0.875080285,-0.517931298,-0.0231452545
cck_tpiA__tpiA_ale4__1,0.6301981334,-0.866990239,-0.13979994,0.4562402625
cck_tpiA__tpiA_ale4__2,0.3193156626,-0.870113672,-0.27948246800000004,0.5276794545
acid_tale__acid_ale1_pH7__1,-0.5414566176,-0.673721619,-0.618768184,-0.3882596935
acid_tale__acid_ale1_pH7__2,-0.5951405669000001,-0.7296190680000001,-0.7249486270000001,-0.4530958185
acid_tale__acid_ale1_pH5__1,15.0971265801,-1.6861938410000001,-0.168297147,0.0404185195
acid_tale__acid_ale1_pH5__2,15.827297147,-1.878975825,-0.22889415800000001,0.4396251195
acid_tale__acid_ale2_pH7__1,-0.8397673969,-0.623965144,-0.765455475,0.0682693585
acid_tale__acid_ale2_pH7__2,-0.48039553570000004,-0.602857631,-0.5395117970000001,0.0705149235
acid_tale__acid_ale2_pH5__1,1.0614015104,-0.619788553,-0.392456685,0.2923998865
acid_tale__acid_ale2_pH5__2,4.088138746,-0.873934305,-0.680436135,0.4249205595
acid_tale__low_Mg_ale_pH7__1,-0.2670538789,-0.8099119770000001,-0.5976488040000001,-0.7947534245000001
acid_tale__low_Mg_ale_pH7__2,-0.427737819,-0.7988871120000001,-0.6920100260000001,-0.5075561365
acid_tale__low_Mg_ale_pH5__1,2.2654722064,-0.640705841,-0.41659772100000003,-0.0704268985
acid_tale__low_Mg_ale_pH5__2,3.4484210048,-0.68451218,-0.444165164,0.0384016395
acid_tale__MES_ale_pH7__1,-0.39767174580000003,-0.7351243470000001,-0.687914331,-0.6963044715000001
acid_tale__MES_ale_pH7__2,-0.4333606987,-0.748227484,-0.323063888,-0.6922107615
acid_tale__MES_ale_pH5__1,3.8842051194,-0.773382533,-0.42528867600000003,0.0470680715
acid_tale__MES_ale_pH5__2,7.3280031332,-0.932560217,-0.357799337,0.4736475295
acid_tale__gmos_pH7__1,0.051631434600000005,-0.7014007320000001,-0.501847853,-0.4407953935
acid_tale__gmos_pH7__2,-0.3859786613,-0.651219827,-0.646137311,-0.4829654065
acid_tale__gmos_pH5__1,3.666430462,-0.733972559,-0.195430088,0.030203814500000002
acid_tale__gmos_pH5__2,2.9145096441,-0.620611539,-0.0040885140000000006,-0.1135068335
adnB__wt_adn__1,-0.8125298112,-1.266129456,-1.055647024,-1.5303865945
adnB__wt_adn__2,1.1457691496,-0.350882532,-0.828339059,-1.4267996655
adnB__delydhB_adn__1,0.0355726638,-1.84947893,-0.5308094010000001,-2.6117934965
adnB__delydhB_adn__2,-0.08934449400000001,-1.212460708,-0.9291744620000001,-1.2349381365
ytf2__wt_glc__1,-2.4803085461,-0.36913316900000004,-0.08961308800000001,-0.3962228975
ytf2__wt_glc__2,-2.227140111,-0.43140754000000003,-0.166350774,-0.4647902935
ytf2__ybcM_glc__1,0.763010571,-0.6108619550000001,-0.5222790030000001,-0.2786471065
ytf2__ybcM_glc__2,0.34651179530000004,-0.479471609,-0.589594002,-0.3293468485
ytf2__ydhB_glc__1,-0.3288939188,-0.47064091500000005,-0.315933578,-0.2798938995
ytf2__ydhB_glc__2,-0.2675095014,-0.48730954800000004,-0.40490891700000003,-0.3104366645
ytf2__yfeC_glc__1,-0.6340330632,-0.504541804,-0.472526241,-0.4414590915
ytf2__yfeC_glc__2,-0.9900134548,-0.5076367540000001,-0.5477905350000001,-0.3999695005
ytf2__yciT_glc__1,-1.9672710143,-0.550100842,-0.26805781900000003,-0.6381665165
ytf2__yciT_glc__2,-2.2945720273,-0.6373314050000001,-0.396224024,-0.7197927745
ytf2__ydiZ_glc__1,-2.6593343372,-0.473158259,-0.08962249300000001,-0.7677580275
ytf2__ydiZ_glc__2,-2.5259127536,-0.42645444800000004,-0.14818635500000002,-0.7151323415
ytf2__ynfL_glc__1,-2.6558962021,-0.41808168900000003,-0.24249330500000002,-0.5126629765
ytf2__ynfL_glc__2,-2.5926060615,-0.334242449,-0.23672198500000002,-0.36853121050000004
misc2__dellon_glc__1,3.3087514896,0.34939167800000004,-0.228598884,-0.4105492865
misc2__dellon_glc__2,3.8870905319,0.519417178,-0.453423823,-0.7020863385
ytf3__wt_glc2__1,1.3389800152,-0.485554256,-0.20374956200000002,-0.6001066655
ytf3__wt_glc2__2,1.1977770985,-0.360020973,0.019488006000000002,-0.5297932525
ytf3__wt_pH7_lactate__1,3.2570196001,-0.5143138700000001,-0.023062941,-0.4450588375
ytf3__wt_pH7_lactate__2,3.4496663861,-0.593609637,-0.046010333,-0.4530281225
ytf3__wt_pH55_lactate__1,6.7288427839,-0.6581930260000001,0.09074984100000001,-0.5466195805
ytf3__wt_pH55_lactate__2,4.2862143272,-0.449162096,-0.104442325,-0.38416190650000004
ytf3__wt_pH55_HCl__1,4.1211355893,-0.55335194,-0.07855300900000001,-0.3298288515
