,A,DhaR
minicoli__minE_glyc__2,17.195886094982264,1.1754855621275708
minicoli__minE_Fe_starve__1,8.81519807408649,0.2603669582542518
minicoli__minE_Fe_starve__2,8.8693872707023,-0.006488114510549981
minicoli__minE_LB__1,4.793837808319947,0.3268907029467765
minicoli__minE_LB__2,4.606121749791183,0.2880666578065134
minicoli__minE_N_starve__1,6.008521570410183,0.7722428627150122
minicoli__minE_N_starve__2,5.81605784418991,0.3585208861599365
minicoli__minE_osm__1,5.231891655030365,0.3371221428686284
minicoli__minE_osm__2,5.79704668857809,0.2788939754653135
minicoli__minE_ph5__1,6.738416451491668,0.4340013104809937
minicoli__minE_ph5__2,6.908966386340647,0.5727122847242101
minicoli__minE-pyr__1,5.289222509842592,0.3430933332187833
minicoli__minE-pyr__2,8.697246205662898,0.6250610005185337
minicoli__minE_sorb__1,8.47330961888371,0.2743090408554161
minicoli__minE_sorb__2,8.2538927220149,0.1911582705386885
minicoli__minE_urid__1,2.747243259841792,-0.014324997681987915
minicoli__minE_urid__2,2.3455062782666043,0.07654787792098983
minicoli__W3110_cyt__1,-8.971741852964735,-1.3590465473451334
minicoli__W3110_cyt__2,-9.346426379463653,-0.8205693675475279
minicoli__W3110_glc__1,-9.097665098377004,-1.1137031880657815
minicoli__W3110_glc__2,-4.652444172783054,-1.2246761864367397
minicoli__W3110_glyc__1,-6.07474749371465,-0.3167108017162672
minicoli__W3110_glyc__2,-6.245371635001327,-0.17059102540627702
minicoli__W3110_Fe_starve__1,-4.666235122666617,-0.26630515873411303
minicoli__W3110_Fe_starve__2,-4.526346599976404,-0.059770068057081176
minicoli__W3110_LB__1,-1.4109587982693457,0.4155586222348302
minicoli__W3110_LB__2,-1.2343510288387434,0.4478492051589167
minicoli__W3110_N_starve__1,-4.5352642906600265,-0.6730274601818769
minicoli__W3110_N_starve__2,-3.987002275351596,-0.6471427603542161
minicoli__W3110_osm__1,-3.5812095843064933,-0.4619734890275629
minicoli__W3110_osm__2,-3.7534774015341257,-0.5224993492589638
minicoli__W3110_ph5__1,-2.3283460240971414,-0.4617789555989318
minicoli__W3110_ph5__2,-2.453670475864986,-0.4194460072029953
minicoli__W3110_pyr__1,-10.413821248558644,-0.7516805339482469
minicoli__W3110_pyr__2,-10.343782161597886,-0.5490236794842751
minicoli__W3110_sorb__1,-10.424668507507672,-1.2872427327499194
minicoli__W3110_sorb__2,-10.560296077805909,-1.2491413632313826
minicoli__W3110_urid__1,-7.064690079234279,-0.7892184369551276
minicoli__W3110_urid__2,-6.843344469631656,-0.4411653125623269
minicoli__W3110_WT_glc__1,-1.6213665314450612,-0.5103160526719774
minicoli__W3110_WT_glc__2,-1.948178718606574,-0.8568969020734136
minicoli__W3110_WT_osm__1,-2.9950386332378844,-0.6550623910366022
minicoli__W3110_WT_osm__2,-3.4394817302965013,-0.1647839280299217
eep__BOP27__1,-0.2251518895396383,-0.028036710623431386
eep__BOP27__2,-0.650919638688071,0.03323166344730888
eep__BOP1000__1,0.4720170989618719,0.5163499498550874
eep__BOP1000__2,-0.4806675743648991,0.4101989251605844
eep__BOP27_ndh-cydB-appC__1,-2.137529459547239,0.25108322089270585
eep__BOP27_ndh-cydB-appC__2,-1.827881026263224,-0.13513056216812913
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,-2.204953148284879,-0.1243073435330002
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,-0.0465556836185914,-0.3894292487953885
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,-1.5816736836580478,0.3806660284539469
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,0.1999789776222614,-0.049269572012572205
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,0.2053521004388563,0.05337898687941589
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,1.1285790858489286,-0.1805743343055961
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,-1.1499160896248517,0.02261392628815884
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,-0.6726776765266759,0.020395887309439864
eep__BOP27_nuoB-cydB-appC__1,2.306553781776309,0.1511888380225428
eep__BOP27_nuoB-cydB-appC__2,0.9680511693002608,0.1920966680834808
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,1.697813945404997,0.7719848047374609
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,1.5052747628515435,0.7609253191237131
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,3.206350668688084,0.3667207308443365
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,4.24746249630963,0.2375286441613702
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,2.6436626067585536,0.14184395543668726
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,2.648603521724889,0.09724198370059113
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,2.8773928774575857,-0.4039462768671096
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,2.128616770196607,-0.19137591650952104
eep__BOP27_ndh-cyoB__1,-1.1216809685084357,0.3506775577531109
eep__BOP27_ndh-cyoB__2,-1.1502631535389956,0.3971443569848812
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,-3.971716217197239,-0.4580616014297236
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,-3.5969016348499974,-0.031499131846790096
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,-1.1922759056343375,-0.17894771553067826
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,0.0094454216036861,0.06478785015969413
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,-0.2446048750460753,-0.2779808695554173
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,0.4908750927512146,-0.4921876863241734
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,2.245850620339653,-0.7366690667634965
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,2.270422351820607,-0.6043758407133968
eep__BOP27_nuoB-cyoB__1,-0.8707677418998635,0.1881222770660531
eep__BOP27_nuoB-cyoB__2,-1.511631878676204,0.3878264663206834
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,1.6970164179840126,0.3786905968180485
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,2.6818971862441416,0.09119186349118592
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,3.1557853948923427,0.24169672157737174
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,4.362617017257653,0.2323440108975885
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,4.951788796908266,-0.04446861383775058
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,4.811629671243649,0.04681150065656636
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,5.335130982219614,-0.0962321629116114
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,5.698794477019489,0.057995553214825975
eep__BOP27_ndh-cydB__1,-2.434939271242301,0.4666864770829862
eep__BOP27_ndh-cydB__2,-1.4565281188701908,0.26907364358414965
eep__BOP27_nuoB-cydB__1,-2.820529000512681,0.5780012823216087
eep__BOP27_nuoB-cydB__2,-1.9982280304026143,0.5025197802416144
DDB2__PD-005_BW25113_Batch_6h__1,-0.1424164909697856,-0.031413040504415964
DDB2__PD-005_BW25113_Batch_6h__2,-0.5156676608238472,-0.05650477827129353
DDB2__PD-003_BW25113_Batch_9h__1,-0.1914058892446498,-0.11601758456684184
DDB2__PD-003_BW25113_Batch_9h__2,-0.5509039514902628,-0.038819703992202914
DDB2__PD-003_BW25113_Fed-batch_6h__1,-3.943882387221602,-0.28857464592555004
DDB2__PD-003_BW25113_Fed-batch_6h__2,-4.662636074402699,-0.7573042710280959
DDB2__PD-005_BW25113_Fed-batch_6h__1,-4.072873059072752,0.02040783718794881
DDB2__PD-005_BW25113_Fed-batch_6h__2,-3.529458164985989,-0.4978952033750006
DDB2__PD-005_BW25113_Fed-batch_6h__3,-3.924824050174428,-0.6211702440208589
DDB2__PD-005_BW25113_Fed-batch_15h__1,-4.954051602509097,-0.4069122930415494
DDB2__PD-005_BW25113_Fed-batch_15h__2,-4.242224754490928,-0.463176121498087
DDB2__PD-003_BW25113_Fed-batch_21h__1,-4.143787827424469,-0.07563668761357123
DDB2__PD-003_BW25113_Fed-batch_21h__2,-5.015212067912253,-0.3559487594993969
DDB2__PD-004_del-basS_Batch_6h__1,-0.6156656496487056,0.25928904517216056
DDB2__PD-004_del-basS_Batch_6h__2,0.0659662398775692,0.07887552008215604
DDB2__PD-004_del-basS_Fed-batch_6h__1,-6.396272216193887,-0.36943928550516736
DDB2__PD-004_del-basS_Fed-batch_6h__2,-5.42033707964414,-0.4808772952569256
DDB2__PD-004_del-basS_Fed-batch_15h__1,-6.366779992508604,-0.8021901958400792
DDB2__PD-004_del-basS_Fed-batch_15h__2,-6.078135457637052,-0.3991926241052233
DDB2__PD-004_del-kdpE_Batch_6h__1,0.5692533432707585,0.032734809514392886
DDB2__PD-004_del-kdpE_Batch_6h__2,-0.1736194471618229,0.035309484444272954
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,-4.682022232634566,-0.45109756545167995
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,-3.2475375879958768,-0.16427300184924176
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,-4.236521748594513,-0.5443627627033663
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,-4.069582272583897,-0.6926583385216749
DDB2__PD-005_del-phoB_Batch_6h__1,0.1912617251627847,-0.2299030021208441
DDB2__PD-005_del-phoB_Batch_6h__2,0.3103219056245075,-0.7381259048505497
DDB2__PD-005_del-phoB_Batch_6h__3,-0.5471640447724548,-0.08199500191807818
DDB2__PD-003_del-phoB_Batch_9h__1,-0.4740730276282419,-0.1714208195393847
DDB2__PD-003_del-phoB_Batch_9h__2,0.464233560483859,-0.5116004106392129
DDB2__PD-003_del-phoB_Fed-batch_6h__1,-3.8869288958531607,-0.3090183709812786
DDB2__PD-003_del-phoB_Fed-batch_6h__2,-3.689017088248869,-0.1697266593569151
DDB2__PD-005_del-phoB_Fed-batch_6h__1,-3.608115699533002,-0.5528052980190332
DDB2__PD-005_del-phoB_Fed-batch_6h__2,-4.08147173132338,-0.596849115107859
DDB2__PD-005_del-phoB_Fed-batch_15h__1,-4.804379032298264,-0.09299731670404787
DDB2__PD-005_del-phoB_Fed-batch_15h__2,-4.536573632060945,0.00031242497788941387
DDB2__PD-003_del-phoB_Fed-batch_21h__1,-4.02678172271236,-0.3775781990707787
DDB2__PD-003_del-phoB_Fed-batch_21h__2,-4.977682085055871,-0.7046275192242519
DDB2__PD-004_del-qseB_Batch_6h__1,-0.0755652910250127,0.3348809341603212
DDB2__PD-004_del-qseB_Fed-batch_6h__1,-4.085024869186277,0.13892729050246055
DDB2__PD-004_del-qseB_Fed-batch_6h__2,-3.514916590161216,0.2349163783828412
DDB2__PD-004_del-qseB_Fed-batch_15h__1,-4.145484276153038,-0.4199531765429256
DDB2__PD-004_del-qseB_Fed-batch_15h__2,-3.6264640800378527,-0.3680091817749416
DDB2__PD-004_del-qseC_Batch_6h__1,-0.499124198563978,0.3072633869095269
DDB2__PD-004_del-qseC_Batch_6h__2,-0.618349914743078,0.09336119921763908
DDB2__PD-004_del-qseC_Fed-batch_6h__1,-3.537217843455049,0.18197326859533505
DDB2__PD-004_del-qseC_Fed-batch_6h__2,-3.1532173567658384,-0.28534698621884624
DDB2__PD-004_del-qseC_Fed-batch_15h__1,-4.553143152429124,-0.3652655052900116
DDB2__PD-004_del-qseC_Fed-batch_15h__2,-3.1883555248862367,-0.3662371514251159
DDB2__PD-005_del-qseF_Batch_6h__1,-0.3472720926122545,0.13735850907623748
DDB2__PD-005_del-qseF_Batch_6h__2,0.5421863460992065,0.2306410795521887
DDB2__PD-003_del-qseF_Batch_6h__1,0.3062242148199967,0.1816525011727319
DDB2__PD-003_del-qseF_Batch_6h__2,0.3252361856351732,0.005183962829669929
DDB2__PD-003_del-qseF_Fed-batch_6h__1,-4.33231275239143,-0.4623434886230005
DDB2__PD-003_del-qseF_Fed-batch_6h__2,-3.979093685397664,-0.6174921263720741
DDB2__PD-005_del-qseF_Fed-batch_6h__1,-3.225959577892122,-0.15936653581336244
DDB2__PD-005_del-qseF_Fed-batch_6h__2,-3.860709831519842,-0.2332459853794866
DDB2__PD-005_del-qseF_Fed-batch_6h__3,-3.739293760776898,-0.3976634818115903
DDB2__PD-005_del-qseF_Fed-batch_15h__1,-3.9299941033364423,-0.06327425359951587
DDB2__PD-005_del-qseF_Fed-batch_15h__2,-4.902772305040597,-0.4208224388993962
DDB2__PD-003_del-qseF_Fed-batch_21h__1,-4.417136586141792,-0.5777329009918426
DDB2__PD-003_del-qseF_Fed-batch_21h__2,-4.296186946080123,-0.1871852443828064
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,1.1674816148436704,0.1537250676343791
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,-0.1570988944068983,-0.17048472376234258
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,-0.6448378299289771,-0.2907150807440733
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,-3.212952373325534,-0.4333133163000476
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,-4.372467800997189,-0.5643931523500383
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,-4.1870449735130215,-0.28401898672910303
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,-4.220480514803193,-0.5876838183010036
DDB3__PD-009_del-arcA_Batch_6h__1,-0.7734399111315714,0.37492221419011373
DDB3__PD-009_del-arcA_Batch_6h__2,-1.4538899190550003,0.10444131039568337
DDB3__PD-009_del-arcA_Fed-batch_6h__1,-3.56529737632474,-0.5716295889758913
DDB3__PD-009_del-arcA_Fed-batch_6h__2,-5.035878663783777,-0.5146642770733325
DDB3__PD-009_del-arcA_Fed-batch_15h__1,-4.142584302937817,-0.3767328792660334
DDB3__PD-009_del-arcA_Fed-batch_15h__2,-4.884738783880621,-0.6544847692734566
DDB3__PD-006_del-baeR_Batch_12h__1,-0.0623858436236423,-0.28223086818090204
DDB3__PD-006_del-baeR_Batch_12h__2,-0.910943716562719,-0.15609572825657206
DDB3__PD-009_del-baeR_Batch_12h__1,-0.5542380995077346,-0.34570296031126396
DDB3__PD-009_del-baeR_Batch_12h__2,-0.1900429504237135,-0.07245897247008504
DDB3__PD-006_del-baeR_Fed-batch_12h__1,-0.7720402307897049,-0.07216810226143132
DDB3__PD-006_del-baeR_Fed-batch_12h__2,-0.3737434890897735,-0.660676924690518
DDB3__PD-009_del-baeR_Fed-batch_12h__1,-4.429381320958873,-0.5324956869814317
DDB3__PD-009_del-baeR_Fed-batch_12h__2,-3.427315928056638,-0.8612991221690423
DDB3__PD-009_del-baeR_Fed-batch_18h__1,-3.3219358770025136,-0.6137560014192078
DDB3__PD-006_del-lsrB_Batch_6h__1,-0.7913928868846682,-0.18474531851600814
DDB3__PD-006_del-lsrB_Batch_6h__2,-0.4589983880902538,0.00792158301083612
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,-3.711031783035784,-0.26669090955086405
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,-3.4838027678807184,-0.5974564231526598
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,-3.1893773534429406,-0.6387331747615743
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,-3.7210216754498022,-0.4423805855527863
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,-4.691536563870242,-0.5339124431489952
DDB3__PD-009_del-lsrK_Batch_6h__1,-0.0551668069726875,-0.04894458854595918
DDB3__PD-009_del-lsrK_Batch_6h__2,0.9554754088288622,-0.19056031352120814
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,-3.223333661963656,-0.40065508699641983
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,-3.546914579460529,-0.5043319594223012
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,-5.458896552780152,-0.4361145351713418
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,-4.73991428800984,-0.226911728258687
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,-5.45111271769139,-0.5435258601350532
DDB3__PD-006_del-lsrR_Batch_6h__1,-0.6198984777715671,0.1962021414990036
DDB3__PD-006_del-lsrR_Batch_6h__2,-0.7205262104148106,0.1746383657152797
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,-4.016938266120242,-0.2254828126548065
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,-2.632197538097756,-0.4925019516716618
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,-3.751211386040013,-0.46625478081226296
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,-4.724218438893466,-0.6486263566810999
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,-4.717190950805804,-0.229918291955991
DDB3__PD-009_del-luxS_Batch_6h__1,-1.598202815111654,-0.12748123562137614
DDB3__PD-009_del-luxS_Batch_6h__2,-1.662483936883571,-0.28373132490004105
DDB3__PD-009_del-luxS_Fed-batch_6h__1,-2.458644033662386,-0.5869018046061436
DDB3__PD-009_del-luxS_Fed-batch_6h__2,-3.630467496038489,0.07432676580720887
DDB3__PD-009_del-luxS_Fed-batch_15h__1,-4.80897177624707,-0.18332290297816112
DDB3__PD-009_del-luxS_Fed-batch_15h__2,-5.273120815114197,-0.2659921467756385
DDB3__PD-006_del-rpoS_Batch_9h__1,-4.036553910901151,-0.262516883970775
DDB3__PD-006_del-rpoS_Batch_9h__2,-4.318866117061106,-0.2506510003101288
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,-2.3763279695762463,-0.4829272551478079
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,-1.2864566946979883,-0.4587635155980832
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,-1.465952645299895,-0.3526812696112569
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,-2.616663156641066,-1.188703530443036
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,-3.5508211731497017,-0.7536764272734193
DDB3__PD-009_del-tnaA_Batch_6h__1,0.7376057841080047,-0.44832239574309
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,-3.037805410725745,-0.2861112384405118
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,-4.354513380505376,-0.4572672352126066
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,-4.162903468335404,-0.1031931948853666
