,A,DhaR
crp__delcrp_fru__2,-2.021626113047132,-0.0216443325000002
crp__delcrp_fru__3,-2.805281075803837,0.33651677650000034
crp__delcrp_glc__1,-3.984132127505851,0.16501112050000044
crp__delcrp_glc__2,-4.191867422419245,0.2139079085
crp__delcrp_glc__3,-3.729072189386677,0.3928742055000005
crp__delcrp_glyc__1,-2.4085696194658537,0.15172520450000038
crp__delcrp_glyc__2,-2.2899277317602262,0.2484453365000001
crp__delcrp_glyc__3,-2.3675869308724,-0.002198444499999841
glu__glu_ale3__1,1.2089059585477806,0.5973055994999998
glu__glu_ale4__1,0.6119250846642531,-0.0502775634999999
glu__glu_ale5__1,-1.8864658469573776,-0.09304721349999978
glu__glu_ale6__1,0.9685628931404217,-0.6370969275
glu__glu_ale8__1,2.574144791015169,0.6419868855000002
glu__glu_ale9__1,1.555022441443389,0.5520848365000002
glu__glu_ale10__1,0.5154215914324982,0.2477531154999997
42c__wt_42c__1,-0.2246226314789487,0.049906040499999804
42c__42c_ale1__1,5.997408735334272,-0.2752147334999999
42c__42c_ale2__1,-0.0741404263641406,0.09897480050000018
42c__42c_ale3__1,-0.8715244027839167,0.059781959499999975
42c__42c_ale4__1,0.2323989905909454,0.3485727815000001
42c__42c_ale5__1,-1.227616033507821,-0.008986297499999907
42c__42c_ale6__1,3.413923894202933,-0.3458638734999999
42c__42c_ale8__1,1.5109089788939702,0.04017097950000004
42c__42c_ale9__1,-1.4237772868345595,-0.035996707499999836
42c__42c_ale10__1,1.6635485718739285,0.26951157250000035
ssw__wt_ac__1,-7.813408993448559,0.09130854949999988
ssw__wt_glc__1,-1.439991564244122,0.03304144350000016
ssw__wt_glyc__1,0.4621856056908812,-0.6544044505
ssw__wt_xyl__1,-1.6335420548985158,-0.14382931150000022
ssw__glc_ale1__1,-1.0409040065982724,0.13151652449999984
ssw__glc_ale2__1,1.5990828715019447,0.7716197255000004
ssw__glc_ale3__1,3.3491911138716506,0.12884355650000012
ssw__glyc_ale1__1,0.5905852308783183,-0.004551900500000095
ssw__glyc_ale2__1,2.3598797046999764,0.2500700955000004
ssw__xyl_ale1__1,-4.023016336618344,0.33038192050000026
ssw__xyl_ale2__1,-6.6288620314879685,0.30616391550000044
ssw__xyl_ale3__1,-2.966085753533638,0.20148096749999975
ssw__glc_ac_ac2__1,4.367582169730116,0.03821925550000005
ssw__glc_ac_glc1__1,-3.452460817705166,0.2826028995000001
ssw__glc_glyc_glc__1,0.655354993717374,0.4479618214999994
ssw__glc_glyc_glyc__1,-3.482842667455041,-0.2764627544999998
ssw__glc_xyl_glc__1,0.3057339468573949,-0.34418295549999994
ssw__glc_xyl_xyl__1,-2.489919008438054,0.04638463049999997
ica__wt_glc__1,-0.3985845440374961,-0.3414692444999998
ica__wt_glc__2,-0.4623177932030953,-0.4019643055
ica__wt_glc__3,-0.5903207485394641,0.021043057500000014
ica__wt_glc__4,-1.1462910129018635,0.17594319350000154
ica__arg_sbt__1,-3.939758595740435,-0.2518237944999999
ica__arg_sbt__2,-3.1459658288845223,-0.44645849250000014
ica__cytd_rib__1,-0.4406310315275077,0.13192533250000027
ica__cytd_rib__2,-0.7774583079307134,0.1588972615000004
ica__gth__1,-1.776049142350424,0.11658469850000007
ica__gth__2,-1.8458570211427063,0.16586778550000014
ica__leu_glcr__1,-6.010758371347053,0.04731163950000017
ica__leu_glcr__2,-6.14137904129548,-0.2487660064999999
ica__met_glc__1,-0.8360548761497328,-0.7023799474999999
ica__met_glc__2,-0.9592123356605966,-0.7703687815000002
ica__no3_anaero__1,-1.5484106946935785,0.10736632249999987
ica__no3_anaero__2,-1.8583511951832463,0.10752851149999998
ica__phe_acgam__1,-0.3708198274078247,-0.4656191335000002
ica__phe_acgam__2,-0.4704139081636918,-0.5712466974999999
ica__thm_gal__1,-5.856020652688287,-0.17144874850000005
ica__thm_gal__2,-5.936797606780536,-0.2807490924999998
ica__tyr_glcn__1,-5.154742120568871,-0.3008948435000001
ica__tyr_glcn__2,-4.798766569529032,-0.3343602204999998
ica__ura_pyr__1,-4.937749728107463,-0.2030896554999999
ica__ura_pyr__2,-8.522711650414601,-0.2985853774999998
ica__wt_glc__5,-0.49580399779615,0.06324762049999988
ica__wt_glc__6,-0.1001710737820184,0.1545153505000001
ica__bw_delpurR_cytd__1,-0.8180709904168861,-0.09277173150000008
ica__bw_delpurR_cytd__2,-1.5687018334184362,-0.040371721500000124
ica__ade_glc__1,-1.3794063670714791,-0.045505766499999815
ica__ade_glc__2,-0.7847244210140725,-0.29701233549999984
ytf__wt_glc__1,0.6452566082768797,0.1220657045000002
ytf__wt_glc__2,1.1626849557022838,0.20182570250000031
ytf__delyafC__1,4.27193721269819,0.13055289449999966
ytf__delyafC__2,3.9427829801714576,0.07317270749999992
ytf__delyeiE__1,0.9537128238569964,0.24258322550000025
ytf__delyeiE__2,-0.7270624627216935,0.2214561725000004
ytf__delyiaJ__1,2.981632129843636,0.2108910185000004
ytf__delyiaJ__2,2.5136476796216782,0.2984679245000001
ytf__delyieP__1,2.613017135189572,0.11826929950000008
ytf__delyieP__2,1.6896474180395693,0.21435374249999967
ytf__wt_ph5__1,-0.4267514532350254,-0.0562921714999991
ytf__wt_ph5__2,-0.7997323543253151,0.2562604355000002
ytf__wt_ph8__1,-0.051277751488294,0.2961340485000004
ytf__wt_ph8__2,-0.2956848445296864,-0.2151014715000001
ytf__delybaO__1,4.862607852171117,-0.10639988349999996
ytf__delybaO__2,4.664031592685507,0.1981444074999996
ytf__delybaQ__1,-0.7230768864518055,-0.062422165500000126
ytf__delybaQ__2,-0.2150176705991525,0.047557262499999815
ytf__delybiH__1,2.8840331778194304,-0.023049882500000063
ytf__delybiH__2,3.565090407672976,0.04354712650000003
ytf__delydcI_ph5__1,-0.4820095472093615,-0.02647539350000017
ytf__delydcI_ph5__2,-0.5550759228840086,-0.13205837350000005
ytf__delydcI_ph8__1,-0.3721220098496141,0.08304593049999998
ytf__delydcI_ph8__2,-1.0032396368167855,0.03908900149999983
ytf__delyddM__1,-0.9141989088211568,0.3609047955000002
ytf__delyddM__2,-0.7826684956042125,0.26960156449999984
ytf__delyheO__1,4.984091866052941,-0.10649348749999987
ytf__delyheO__2,5.093191548571875,-0.16758873250000006
fps__bw_glc__1,-1.2395745456534757,-0.19199230750000007
fps__bw_glc__2,-0.9845669478244814,-0.21225463750000007
fps__fps_thrA_ale1__1,-1.6438244491446037,-0.22645915550000015
fps__fps_thrA_ale1__2,-0.9636451784142172,0.1934809285000001
fps__fps_thrA_ale2__1,-1.7768711946203055,-0.09134850249999983
fps__fps_thrA_ale2__2,-1.4619642629682177,-0.01922152649999997
fps__fps_serB_ale1__1,-1.0723668064896683,-0.2019124655
fps__fps_serB_ale1__2,-1.542788758564506,-0.16084688950000015
fps__fps_serB_ale4__1,-3.02327971969372,-0.3476350005
fps__fps_serB_ale4__2,-3.5447192418502893,0.018474836499999814
fps__fps_ptsI_ale1__1,6.920144669538301,-0.4759847735000005
fps__fps_ptsI_ale1__2,6.68953840924761,-0.3349698805000001
fps__fps_ptsI_ale3__1,5.713305048736693,-0.21512076349999987
fps__fps_ptsI_ale3__2,6.232299472864488,-0.3496025435000001
pal__lyx_ale2_f6__1,-7.291377857575295,0.2161412395000002
pal__lyx_ale2__1,-5.753857324554513,0.4219302635000015
pal__lyx_ale2__2,-5.976317531690025,0.35471404949999963
pal__lyx_ale4__1,-6.714895721083358,-0.11592808749999994
pal__lyx_ale4__2,-6.287753389969153,-0.2039156485000002
pal__5drib_ale10_f18__1,-9.9685144286326,-0.21276517050000002
pal__5drib_ale10_f18__2,-10.157359216236063,-0.1389098885000002
pal__5drib_ale10__1,-8.991014949053662,0.10667095250000004
pal__arab_ale14_f9__1,-2.693797422277089,-0.08189988449999985
pal__arab_ale14_f9__2,-2.906856058641885,0.2870979375
pal__arab_ale14__1,-3.584214252443209,-0.3531675055000001
pal__arab_ale14__2,-2.7999591406672737,-0.5558047694999999
pal__arab_ale16__1,-7.325660668432212,0.4327004955000002
pal__arab_ale16__2,-6.732395066451267,0.6255023845000003
pal__tartr_ale26_f10__1,-8.349518856514846,-0.4274217114999996
pal__tartr_ale26_f10__2,-8.029312761560732,-0.0017368824999999255
pal__tartr_ale26__1,-8.889851468636179,-0.4538522385000001
pal__tartr_ale26__2,-8.91213668687046,-0.19283782649999992
pal__tartr_ale28_f10__1,-6.704163606493467,0.12000813349999985
pal__tartr_ale28_f10__2,-7.91642508534773,0.12739856949999995
pal__tartr_ale28__1,-6.986220793441517,-0.09916077450000003
pal__tartr_ale28__2,-8.235526436244278,-0.016226700499999858
efeU__delmenFentC_citr__1,0.1682319731078765,-0.027844618500000085
efeU__delmenFentC_citr__2,1.0849010740590657,-0.4464360125
efeU__delmenFentC__1,-1.8600255972629087,-0.0734673374999999
efeU__delmenFentC__2,-1.777282814806554,0.015336705500000212
efeU__menFentC_ale39__1,4.743418329248541,-0.15064705750000007
efeU__menFentC_ale39__2,5.310916440392104,-0.13540786449999986
efeU__menFentC_ale29__1,3.4288238083900144,-0.35130727949999985
efeU__menFentC_ale29__2,3.410154366592136,-0.3088787085
efeU__menFentC_ale30__1,-0.705658122035279,-0.02839516949999998
efeU__menFentC_ale30__2,-0.4188112504102402,-0.0452901735000002
efeU__menFentCubiC_ale36__1,-0.0292751216157572,0.17592207649999958
efeU__menFentCubiC_ale36__2,-0.2826539609564371,0.2498462214999999
efeU__menFentCubiC_ale37__1,-0.8996070791568248,-0.019823379500000016
efeU__menFentCubiC_ale37__2,-1.1167413331978215,-0.045771964500000095
efeU__menFentCubiC_ale38__1,-3.379516096547594,-0.11014268849999986
efeU__menFentCubiC_ale38__2,-3.6043526285569656,0.022896882499999997
misc2__salc_glc__1,-1.481932509219824,0.1701197175
misc2__salc_glc__2,-1.8424844064775223,0.2538609235
misc2__dbcn_glc__1,2.335007562610776,-0.9691638275
misc2__dbcn_glc__2,2.032297512241738,-0.2271053795000002
misc2__tyr_glc__1,-0.9149623946648928,0.15665784049999987
misc2__tyr_glc__2,-1.31459029834385,0.2481326024999997
misc2__arg_cytd__1,-0.4424404560092281,-0.2002953194999999
misc2__arg_cytd__2,-0.4038344234992749,-0.1971954345000002
misc2__delyheO_pyr__1,-7.37818370977569,-0.13271454250000006
misc2__delyheO_pyr__2,-7.65403374750777,-0.20489248149999995
misc2__dellon_glc__1,1.2217507572499788,0.04789173850000017
misc2__dellon_glc__2,1.1559183494381713,-0.0803111004999999
nquinone__delubiC__1,-1.0618707382825954,-0.032954139500000146
nquinone__delubiC__2,-1.0353110506892138,0.10308972049999987
nquinone__ubiC_ale1__1,-1.0426050015330612,0.15823621750000028
nquinone__ubiC_ale1__2,-0.6104784485710267,0.23711309049999985
nquinone__ubiC_ale2__1,-1.0295512826593274,0.16245821150000014
nquinone__ubiC_ale2__2,-0.2290195532642793,0.10596619950000008
nquinone__ubiC_ale3__1,-0.1866600025485616,-0.033587001499999936
nquinone__ubiC_ale3__2,-0.0034181518606685,-0.14441312049999988
nquinone__ubiC_ale4__1,0.0113545017885483,-0.2263208655
nquinone__ubiC_ale4__2,-0.6562962636311425,0.18292591950000012
nquinone__delpdhR__1,-1.0282885086386608,-0.2894071914999996
nquinone__delpdhR__2,-0.8674359092399153,-0.6575106845
quinone__glu_ale4__1,-0.868109253761645,0.08432353749999999
quinone__glu_ale4__2,1.2014109884159268,0.4471311705000001
quinone__delmenF__1,0.0544272697044544,-0.21009267250000008
quinone__delmenF__2,0.3428286160224881,0.007193562499999917
quinone__menF_ale5__1,3.194069318135521,-0.20236821449999987
quinone__menF_ale5__2,4.149171099117104,0.0758155235000002
quinone__menF_ale6__1,4.294710356827741,-0.3084917414999997
quinone__menF_ale6__2,4.640560831782675,-0.22676676450000025
quinone__menF_ale7__1,5.593087099237981,-0.3862133884999999
quinone__menF_ale7__2,5.320009427807411,-0.3206306164999999
quinone__menF_ale8__1,5.87273485791331,0.028108132499999883
quinone__menF_ale8__2,4.94183393125066,0.2592209484999999
quinone__delmenFubiC__1,-0.5846493030837203,0.002821042499999926
quinone__delmenFubiC__2,-0.820216955930487,-0.09603154149999993
quinone__menFubiC_ale1__1,3.92672097104991,-0.4720248594999998
quinone__menFubiC_ale1__2,4.307902783439375,-0.4810111314999999
quinone__menFubiC_ale2__1,3.62096434989732,-0.5385707355
quinone__menFubiC_ale2__2,3.658898143506541,-0.4828389405000002
quinone__menFubiC_ale3__1,1.1534842943548724,-0.12265886449999995
quinone__menFubiC_ale3__2,0.4233529917463794,-0.11580660650000008
quinone__menFubiC_ale4__1,2.676524911163201,-0.06833510849999991
quinone__menFubiC_ale4__2,2.353317121620961,-0.032348579499999815
oxyR__wt_glc__1,-0.2251518895786403,-0.02803671049999989
oxyR__wt_glc__2,-0.6509196378322595,0.033231663500000064
oxyR__wt_h2o2__1,0.0891177903587085,-0.15511767150000022
oxyR__wt_h2o2__2,-0.7306728846471688,0.1643988344999996
oxyR__glu_ale4__1,0.472017099903076,0.5163499494999999
oxyR__glu_ale4__2,-0.4806675747006644,0.4101989255
oxyR__glu_ale4_h2o2__1,0.0984119654641152,0.5725637794999998
oxyR__glu_ale4_h2o2__2,-0.3187694307815875,0.3947612865000001
oxyR__oxyR_ale17__1,-0.0207968425628394,0.19913872050000012
oxyR__oxyR_ale17__2,0.0359100437000755,0.17133277049999984
oxyR__oxyR_ale17_h2o2__1,0.6466957625812709,0.2823515515000001
oxyR__oxyR_ale17_h2o2__2,-0.7487986731705484,0.3225845564999994
oxyR__oxyR_ale18__1,0.528741845781526,-0.2422187134999998
oxyR__oxyR_ale18__2,0.2494319414525032,-0.005780724500000112
oxyR__oxyR_ale18_h2o2__1,-0.4394589459464274,-0.017487854500000122
oxyR__oxyR_ale18_h2o2__2,-0.3273184660136191,0.005166384499999843
oxyR__oxyR_ale19__1,0.3004593547238108,-0.17942599850000018
oxyR__oxyR_ale19__2,0.467598233551959,-0.16152649750000014
oxyR__oxyR_ale19_h2o2__1,0.3713984596246022,-0.3709986755000001
oxyR__oxyR_ale19_h2o2__2,-0.1074276803797764,-0.3152176225000001
oxyR__oxyR_ale20__1,-0.7527621961021528,-0.3512284755000001
oxyR__oxyR_ale20__2,-0.7871234298487426,-0.4374940005000001
oxyR__oxyR_ale20_h2o2__1,-0.9130788755164656,-0.1619085375
oxyR__oxyR_ale20_h2o2__2,-0.873557711405743,-0.13034858849999995
svns_pgi__BmePgi24_15__1,-0.786376565167903,0.011963736499999822
svns_pgi__BmePgi24_15__2,-0.6111087791859456,0.03201594250000017
svns_pgi__BmePgi24_26__1,-0.8125549248774648,0.00933959849999999
svns_pgi__BmePgi24_26__2,-0.7614943041345112,0.16730331450000024
svns_pgi__BmePgi24_41__1,-1.119774914830737,0.7161107894999996
svns_pgi__BmePgi24_41__2,-0.7287176678339604,0.1567591724999997
svns_pgi__BmePgi24_52__1,-0.5209638381498275,0.1525256924999998
svns_pgi__BmePgi24_52__2,-0.8202708530304127,0.10694059950000012
svns_pgi__PaePgi2_34__1,-2.8475428628800823,0.28184384450000044
svns_pgi__PaePgi2_34__2,-2.2997305030376656,0.21702076350000032
svns_pgi__PaePgi2_63__1,-2.532787808705796,0.4515497344999999
svns_pgi__PaePgi2_63__2,-2.4165181205074155,0.3547834345000003
svns_pgi__PaePgi24_54__1,-2.2492209653136466,0.1675573085000015
svns_pgi__PaePgi24_54__2,-2.176127603209584,-0.03163728949999989
svns_pgi__PaePgi24_90__1,-1.5113789338257515,0.3768407635000002
svns_pgi__PaePgi24_90__2,-1.5880879771867933,0.3358776845000002
abx_media__m9_ctrl__1,-0.0862532182872106,0.15000861949999988
abx_media__m9_ctrl__2,0.3899295425435194,0.3035354944999997
abx_media__rpmi_ctrl__1,2.986312007235552,-1.4605343085000002
abx_media__rpmi_ctrl__2,3.590874897985779,-0.9864744285000002
abx_media__camhb_ctrl__1,0.0252958764514238,-1.5935310165
abx_media__camhb_ctrl__2,0.9371902356969746,-1.5711037664999998
abx_media__m9_mero__1,-0.381645907655376,-0.6152603855000001
abx_media__m9_mero__2,0.4450023526791812,-0.16577721449999985
abx_media__rpmi_mero__1,3.101542103769745,-1.8425341615
abx_media__rpmi_mero__2,3.774893784194432,-1.6510606105
abx_media__camhb_mero__1,-3.691408897757227,-2.0693619975
abx_media__camhb_mero__2,-2.620766676165482,-1.8786324335
abx_media__m9_trisulf__1,0.314714305654564,-0.6777134754999999
abx_media__m9_trisulf__2,-0.1251194629006451,-0.7607062624999998
abx_media__rpmi_trisulf__1,-3.9888739690981216,-0.23236373149999998
abx_media__rpmi_trisulf__2,-3.925868041883217,-0.2410757805000001
abx_media__camhb_trisulf__1,-4.949304264159321,-0.5095643894999999
abx_media__camhb_trisulf__2,-5.143390343084602,-0.7547846735000001
abx_media__m9_cef__1,-0.6244457712770123,-0.5636638045
abx_media__m9_cef__2,-0.0496982249044095,-0.5551123324999998
abx_media__rpmi_cef__1,-0.4963808522718927,-0.026633610499999797
abx_media__rpmi_cef__2,-1.0991994392450477,0.10063798050000017
abx_media__camhb_cef__1,-4.3060826672201005,-0.15150130650000015
abx_media__camhb_cef__2,-4.590956260045858,-0.30908172449999993
abx_media__m9_cipro__1,0.5487631623418753,-0.8733969125000001
abx_media__m9_cipro__2,0.6888492705540895,-0.9155359184999998
abx_media__rpmi_cipro__1,-1.4624047322699874,-0.013915500500000013
abx_media__rpmi_cipro__2,-2.296407403851288,-0.2137725795000001
abx_media__camhb_cipro__1,-3.9663414671335815,-1.3437936055000002
abx_media__camhb_cipro__2,-3.8352134838869536,-1.2966620635
hot_tale__42c_ale3_30c__1,0.4149869884449008,-0.5185920825000001
hot_tale__42c_ale3_30c__2,-0.6634817542606067,-0.026516004499999912
hot_tale__42c_ale3_37c__1,-1.1193854137454629,-0.18087381150000012
hot_tale__42c_ale3_37c__2,-0.8728482975425977,-0.04761283850000009
hot_tale__42c_ale3_44c__1,-2.001267641063843,0.9208176455
hot_tale__42c_ale3_44c__2,-2.174162766102189,0.8234437995000001
hot_tale__hot_ale3_mid_30c__1,-3.4081764383160613,-0.22137177350000006
hot_tale__hot_ale3_mid_30c__2,-0.6856211476035633,0.1486071274999996
hot_tale__hot_ale3_mid_37c__1,-1.3861387544177564,-0.15595895650000013
hot_tale__hot_ale3_mid_37c__2,-0.6922213804104318,-0.2405126444999999
hot_tale__hot_ale3_mid_44c__1,-1.2104237046503707,0.6624893835000001
hot_tale__hot_ale3_mid_44c__2,-0.7752556253932599,0.7022569864999997
hot_tale__hot_ale3_30c__1,-1.4590643592508858,0.06951482350000003
hot_tale__hot_ale3_30c__2,-1.2710108838910523,-0.2791372914999997
hot_tale__hot_ale3_37c__1,-1.3372375676459096,-0.2284491234999999
hot_tale__hot_ale3_37c__2,-1.5650585494918396,-0.3530354615000002
hot_tale__hot_ale3_44c__1,-1.776154506299711,0.2798704795
hot_tale__hot_ale3_44c__2,-2.5545048593136817,0.4617680064999994
hot_tale__hot_ale4_30c__1,0.29142291156995,-0.4664625275000001
hot_tale__hot_ale4_30c__2,0.3079809258671023,-0.3159419634999998
hot_tale__hot_ale4_37c__1,-0.2517625480848726,-0.3785052234999999
hot_tale__hot_ale4_37c__2,-0.1666402738882224,-0.2346541274999998
hot_tale__hot_ale4_44c__1,-1.455920195949948,0.8572140165000001
hot_tale__hot_ale4_44c__2,-1.647458227063871,0.7382877154999998
hot_tale__hot_ale8_30c__1,-1.9501900704700408,-0.0274335455000001
hot_tale__hot_ale8_30c__2,-1.0615747114477811,-0.4259291675000001
hot_tale__hot_ale8_37c__1,-1.955606999224582,0.04512340750000021
hot_tale__hot_ale8_37c__2,-2.0970323822917494,-0.09800743550000003
hot_tale__hot_ale8_44c__1,-2.753697883674812,1.0237791085
hot_tale__hot_ale8_44c__2,-3.071326043773427,0.9515586075000004
hot_tale__hot_ale9_mid_30c__1,0.3692040335610706,-0.2342379265000001
hot_tale__hot_ale9_mid_30c__2,-0.1423957247773085,-0.3369485045
hot_tale__hot_ale9_30c__1,-0.0999361829225731,-0.5891827194999997
hot_tale__hot_ale9_30c__2,-0.3368202730948515,-0.3427491094999997
hot_tale__hot_ale9_mid_37c__1,-0.136672315469779,-0.18824529649999988
