,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,7.221492198633334,4.594996267826792,6.0,77.0,11.8533713907,78.0,10.9030382941,79.0,11.4400155449,87.0,2.5788299494,89.0,3.0633130709,91.0,3.4903849418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,2.2200181680999997,0.5359564426689946,3.0,80.0,1.6727003874,82.0,2.7438404923,84.0,2.2435136246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,14.0780540259,0.3026484359827305,3.0,81.0,13.9665466385,83.0,13.8469791075,85.0,14.4206363317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,-1.4802973661668753e-16,4.745694552077455,3.0,92.0,2.4616217566,93.0,-5.4707319303,94.0,3.0091101737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-5.875864798366666,0.2923526216847839,3.0,95.0,-5.5383358985,96.0,-6.0497023856,97.0,-6.039556111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-5.7741178229,2.0864369841999864,3.0,98.0,-7.3072287387,99.0,-6.6170335449,100.0,-3.3980911851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-6.1991085131000006,0.6095036895698437,3.0,101.0,-6.6279924478000005,102.0,-5.5014081516,103.0,-6.4679249399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,14.0111914229,0.1755481092511907,3.0,104.0,14.1053844385,105.0,14.1195391029,106.0,13.8086507273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,8.4685500342,1.0789311518802693,3.0,107.0,9.6559186531,108.0,8.2015295468,109.0,7.5482019027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,12.607731246566667,0.3180534258192755,3.0,110.0,12.921469714,111.0,12.6161923253,112.0,12.2855317004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,5.982314697900001,0.639795630829559,3.0,113.0,5.2837528531,114.0,6.1233962904,115.0,6.5397949502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
