,A,IscR
minicoli__minE_N_starve__1,6.276431603688171,0.7154034670061016
minicoli__minE_N_starve__2,5.393012291127604,0.5046358193272429
minicoli__minE_osm__1,4.334281741950972,0.5320447617254961
minicoli__minE_osm__2,4.731073098056108,0.4865520820034028
minicoli__minE_ph5__1,3.441271544777308,0.14371228505316047
minicoli__minE_ph5__2,3.594398052535725,0.19753408856135654
minicoli__minE-pyr__1,4.683222080379986,0.14127252111051547
minicoli__minE-pyr__2,2.5281765933595115,-0.7085910653563623
minicoli__minE_sorb__1,4.10576166393439,-0.1893447577113072
minicoli__minE_sorb__2,4.183319311076128,-0.22849673629189304
minicoli__minE_urid__1,4.27606572890637,-0.2060315448922232
minicoli__minE_urid__2,4.237288910348341,-0.26979967722612663
minicoli__W3110_cyt__1,0.1514661350551079,-0.8021935522245816
minicoli__W3110_cyt__2,-0.5918933122561978,-0.7686273653977587
minicoli__W3110_glc__1,2.010072458081612,-0.4952704517123934
minicoli__W3110_glc__2,-0.3530877240064191,-1.4741652375370498
minicoli__W3110_glyc__1,-0.9485939602782034,-0.949084479425906
minicoli__W3110_glyc__2,-1.3065927425313788,-0.4848086108445529
minicoli__W3110_Fe_starve__1,-0.0198884850700047,1.404649069996962
minicoli__W3110_Fe_starve__2,-0.3187340034781663,1.2848954112942792
minicoli__W3110_LB__1,-1.7172095489822912,-1.6455566386893157
minicoli__W3110_LB__2,-1.3672055346569412,-1.5266291405302672
minicoli__W3110_N_starve__1,-0.215710695011639,-0.22539575622374386
minicoli__W3110_N_starve__2,-0.4579441880583517,-0.1641661413850919
minicoli__W3110_osm__1,-1.4140823183076765,-0.33687212440780456
minicoli__W3110_osm__2,-1.3212879944110538,-0.580232228293827
minicoli__W3110_ph5__1,-2.276957298627533,-0.4600125714320402
minicoli__W3110_ph5__2,-1.99051257571172,-0.3660482621223515
minicoli__W3110_pyr__1,-0.7702460162742942,-0.376423527514266
minicoli__W3110_pyr__2,-0.6478511518230214,-0.13861677579118492
minicoli__W3110_sorb__1,-1.498100061363233,-2.08668556197948
minicoli__W3110_sorb__2,-0.7440954571048672,-2.033115229698912
minicoli__W3110_urid__1,-1.734264541503084,-0.9153525169852051
minicoli__W3110_urid__2,-2.0807376261156048,-0.7297691385743851
minicoli__W3110_WT_glc__1,-0.4226140606317857,-0.3967306966383255
minicoli__W3110_WT_glc__2,-0.7221147913080337,-0.6686405587364685
minicoli__W3110_WT_osm__1,-1.1713474322045143,-0.5595565798232318
minicoli__W3110_WT_osm__2,-0.7976957038340027,-0.296997761384052
eep__BOP27__1,-4.422761007750816,-1.9127909217746415
eep__BOP27__2,-2.4883648241508936,-0.5439378635781207
eep__BOP1000__1,-5.290336021701133,-1.4159860404111972
eep__BOP1000__2,-5.304001979476293,-2.627596018636985
eep__BOP27_ndh-cydB-appC__1,1.6210636943442864,2.0421362573764714
eep__BOP27_ndh-cydB-appC__2,1.219435046731619,2.214485114781956
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,-8.436337588628765,-3.5824968917789777
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,-7.9475918620023664,-2.9784412695375595
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,-5.496907328082733,-2.6221261399481124
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,-7.380717289709813,-3.3316445176223124
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,-1.389122386735982,-0.6104489541450757
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,-5.3465881745030535,-2.039680245967432
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,-1.9454649917654785,-0.2665172115097203
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,-2.688515511324195,-0.6880347533947653
eep__BOP27_nuoB-cydB-appC__1,2.1014120041488744,1.4261478307466575
eep__BOP27_nuoB-cydB-appC__2,2.6211818325775096,1.5654886751117392
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,-3.2944695746583115,-1.5409801892084432
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,-2.682581308852104,-0.4753163189650742
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,-5.170636212691671,-1.9645663923743328
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,-4.281114693054281,-1.4894882008743924
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,-6.061933515052348,-2.2247159220862045
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,-4.540214455282548,-1.5723490331668233
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,-7.628296413437722,-2.8103155358483427
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,-6.343988511592763,-2.3947757857039034
eep__BOP27_ndh-cyoB__1,-1.5907186142936078,0.16772744510128845
eep__BOP27_ndh-cyoB__2,-2.576875800556293,-0.174434366461254
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,-5.4833543914958485,-2.392688668680833
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,-5.868548364556083,-2.4923286359021626
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,-8.968520922575598,-2.962631174506853
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,-8.510467229474985,-2.6104976104837103
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,-8.66343462080397,-3.2467771513983443
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,-8.761320623047505,-2.944460970708361
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,-8.053317580198087,-3.356347433581509
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,-7.879884853789395,-3.3459322307149915
eep__BOP27_nuoB-cyoB__1,-6.024971866076987,-2.2785752941792943
eep__BOP27_nuoB-cyoB__2,-6.225837095008646,-2.0313874597358828
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,-5.366419754058313,-2.4215175441853827
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,-5.122101208433448,-1.964505200435052
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,-5.645899517931436,-2.35542994458159
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,-6.074461201659189,-2.667127186208172
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,-5.138178117556233,-2.163768743619424
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,-5.421358810930123,-2.189398050305853
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,-5.701327529669665,-2.451808546275108
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,-5.775708872237121,-2.4924029009362547
eep__BOP27_ndh-cydB__1,-2.4593011596986414,1.018296278101543
eep__BOP27_ndh-cydB__2,-2.855300781983752,1.0302030397118165
eep__BOP27_nuoB-cydB__1,-0.6750544973181922,1.6893886243960896
eep__BOP27_nuoB-cydB__2,0.8751205612933242,1.6819044987395149
DDB2__PD-005_BW25113_Batch_6h__1,-1.997028259106844,-0.4607333608507816
DDB2__PD-005_BW25113_Batch_6h__2,-2.102298126793615,-0.3091757944670519
DDB2__PD-003_BW25113_Batch_9h__1,-2.1184729199659587,-0.3720809323611665
DDB2__PD-003_BW25113_Batch_9h__2,-0.8173689362916129,-0.19462012472987664
DDB2__PD-003_BW25113_Fed-batch_6h__1,-1.9075728040622368,0.0014896643557857914
DDB2__PD-003_BW25113_Fed-batch_6h__2,-3.341216711587375,-0.008975351499382
DDB2__PD-005_BW25113_Fed-batch_6h__1,-3.8821147671403433,-0.3598150055438065
DDB2__PD-005_BW25113_Fed-batch_6h__2,-3.196573792557349,-0.3895682268988594
DDB2__PD-005_BW25113_Fed-batch_6h__3,-2.8863845945194826,-0.0070357525252511275
DDB2__PD-005_BW25113_Fed-batch_15h__1,-3.681308894622315,0.4688709893302914
DDB2__PD-005_BW25113_Fed-batch_15h__2,-2.8853311904667582,0.495533296603579
DDB2__PD-003_BW25113_Fed-batch_21h__1,-3.507648543788804,0.6630503550270532
DDB2__PD-003_BW25113_Fed-batch_21h__2,-4.65874496218889,0.4540459810836044
DDB2__PD-004_del-basS_Batch_6h__1,-2.7422880650464547,-0.6004578061529813
DDB2__PD-004_del-basS_Batch_6h__2,-2.1221002601832835,-0.6494413916357686
DDB2__PD-004_del-basS_Fed-batch_6h__1,-2.4740365751671978,-0.025085990288072683
DDB2__PD-004_del-basS_Fed-batch_6h__2,-1.9752227203579664,0.3245353205623829
DDB2__PD-004_del-basS_Fed-batch_15h__1,-3.526392728635304,0.6344100884961925
DDB2__PD-004_del-basS_Fed-batch_15h__2,-3.360166995744021,0.5516607731082281
DDB2__PD-004_del-kdpE_Batch_6h__1,-1.1794638163285829,-0.28133873688464384
DDB2__PD-004_del-kdpE_Batch_6h__2,-2.212685999092243,-0.441790593899805
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,-2.470511012123306,-0.2283636997689218
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,-2.353933408498847,-0.18531998529111784
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,-2.831629778641638,0.2826873337234108
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,-2.8407898545497945,0.4993163021424554
DDB2__PD-005_del-phoB_Batch_6h__1,-2.352538166435932,-0.6952203616583166
DDB2__PD-005_del-phoB_Batch_6h__2,-2.5465347418456163,-0.7452974817772944
DDB2__PD-005_del-phoB_Batch_6h__3,-1.6075763438761157,-0.3632476781171796
DDB2__PD-003_del-phoB_Batch_9h__1,-0.7901249320717869,-0.5105380890032691
DDB2__PD-003_del-phoB_Batch_9h__2,5.92402525383268e-05,-0.3018910488833573
DDB2__PD-003_del-phoB_Fed-batch_6h__1,-1.8522763231748496,0.15545325008646316
DDB2__PD-003_del-phoB_Fed-batch_6h__2,-2.056831749435196,0.20359945434767115
DDB2__PD-005_del-phoB_Fed-batch_6h__1,-1.8482605973497048,-0.2440074452420617
DDB2__PD-005_del-phoB_Fed-batch_6h__2,-2.2515174981343784,0.16944116624249084
DDB2__PD-005_del-phoB_Fed-batch_15h__1,-3.912556544113807,0.3958955963241717
DDB2__PD-005_del-phoB_Fed-batch_15h__2,-2.889840576296747,0.3464145637050429
DDB2__PD-003_del-phoB_Fed-batch_21h__1,-2.8586124433903786,0.5834432989556362
DDB2__PD-003_del-phoB_Fed-batch_21h__2,-3.5584232655653336,0.6321504904069926
DDB2__PD-004_del-qseB_Batch_6h__1,-2.9704519313832405,-0.5587793490590887
DDB2__PD-004_del-qseB_Fed-batch_6h__1,-2.787828615430023,-0.0691827819834625
DDB2__PD-004_del-qseB_Fed-batch_6h__2,-3.44151798879922,0.05582126074931537
DDB2__PD-004_del-qseB_Fed-batch_15h__1,-2.238705142066419,0.2969033917002033
DDB2__PD-004_del-qseB_Fed-batch_15h__2,-3.894773184653968,0.09665444649592024
DDB2__PD-004_del-qseC_Batch_6h__1,-3.242016294655183,-0.6291421725160989
DDB2__PD-004_del-qseC_Batch_6h__2,-3.899086818229096,-0.8448706616252117
DDB2__PD-004_del-qseC_Fed-batch_6h__1,-3.2164682647344143,-0.4511372360873001
DDB2__PD-004_del-qseC_Fed-batch_6h__2,-2.5322943561425517,-0.2007365582714833
DDB2__PD-004_del-qseC_Fed-batch_15h__1,-2.9755320177899045,0.3306874079628805
DDB2__PD-004_del-qseC_Fed-batch_15h__2,-3.0139597924392247,0.3443856253845325
DDB2__PD-005_del-qseF_Batch_6h__1,-2.07090466330487,-0.4101003852355891
DDB2__PD-005_del-qseF_Batch_6h__2,-3.0254523851888115,-0.496129876816779
DDB2__PD-003_del-qseF_Batch_6h__1,-0.5890027294263511,-0.16287051398601626
DDB2__PD-003_del-qseF_Batch_6h__2,-0.8856544130919681,-0.24295327166039904
DDB2__PD-003_del-qseF_Fed-batch_6h__1,-1.7925091211683617,0.07178154677101922
DDB2__PD-003_del-qseF_Fed-batch_6h__2,-2.4014750417256083,0.04864461058859604
DDB2__PD-005_del-qseF_Fed-batch_6h__1,-3.7626891466155374,-0.06858214558399567
DDB2__PD-005_del-qseF_Fed-batch_6h__2,-2.961875348408187,-0.11401076333419093
DDB2__PD-005_del-qseF_Fed-batch_6h__3,-1.908565475999609,0.33134745620652417
DDB2__PD-005_del-qseF_Fed-batch_15h__1,-3.9091497617494766,0.23617819139342974
DDB2__PD-005_del-qseF_Fed-batch_15h__2,-4.062004096068499,0.38746492265000393
DDB2__PD-003_del-qseF_Fed-batch_21h__1,-3.177992529693484,0.6411404196987149
DDB2__PD-003_del-qseF_Fed-batch_21h__2,-2.8030290292787696,0.6106408048252856
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,-2.2399124011086324,-0.6419374953614376
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,-1.955669126059029,-0.4027600544600425
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,-1.7650491053865915,-0.3233174889321724
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,-2.6170658021762616,-0.0895431874792596
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,-2.3036178621731795,0.03532245468639417
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,-2.797633802625898,0.2620507736509925
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,-2.5870832170051505,0.3299455806279159
DDB3__PD-009_del-arcA_Batch_6h__1,-1.3336576836025782,-0.6347707323365182
DDB3__PD-009_del-arcA_Batch_6h__2,-1.8766853456748165,-0.5098625152191136
DDB3__PD-009_del-arcA_Fed-batch_6h__1,-2.328292405472871,0.07882314140884716
DDB3__PD-009_del-arcA_Fed-batch_6h__2,-3.4638959806092435,-0.030257668581436192
DDB3__PD-009_del-arcA_Fed-batch_15h__1,-1.6092368280011298,0.6197773514693203
DDB3__PD-009_del-arcA_Fed-batch_15h__2,-2.855098696119472,0.6563128748086324
DDB3__PD-006_del-baeR_Batch_12h__1,-0.0473602837463327,0.1484262392161355
DDB3__PD-006_del-baeR_Batch_12h__2,0.3782291135361409,0.2746974786507117
DDB3__PD-009_del-baeR_Batch_12h__1,-2.225601187270381,-0.3683337555480097
DDB3__PD-009_del-baeR_Batch_12h__2,-1.929272132664955,-0.4422033965038512
DDB3__PD-006_del-baeR_Fed-batch_12h__1,0.5556145642347939,0.6586017900475021
DDB3__PD-006_del-baeR_Fed-batch_12h__2,0.380812375572389,0.5721725865867118
DDB3__PD-009_del-baeR_Fed-batch_12h__1,-2.1700315434983897,-0.4866489768828881
DDB3__PD-009_del-baeR_Fed-batch_12h__2,-1.6417465338492905,0.025918629493075333
DDB3__PD-009_del-baeR_Fed-batch_18h__1,-1.3925841068613185,0.2304976933044003
DDB3__PD-006_del-lsrB_Batch_6h__1,-1.4069711304300965,-0.19593181590283135
DDB3__PD-006_del-lsrB_Batch_6h__2,-1.8198813806408287,-0.277944258474939
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,-2.2428344440169665,0.10276177416480436
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,-2.9271394573706244,0.15673594590297135
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,-2.9909720926260484,0.0625039742705642
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,-3.190850593743109,0.4065221019104524
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,-2.8213515189864125,0.4710735617545989
DDB3__PD-009_del-lsrK_Batch_6h__1,-2.2064519396058437,-0.4976803164173269
DDB3__PD-009_del-lsrK_Batch_6h__2,-2.310958976162346,-0.6789363120165106
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,-2.379151853409402,0.012170584320930544
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,-3.41398866173095,-0.3725892671158668
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,-2.878004651295721,0.2726595638611613
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,-3.1455708797048163,0.19606032935784332
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,-2.618714899845035,0.4323657040125113
DDB3__PD-006_del-lsrR_Batch_6h__1,-2.686361332232346,-0.5469206285901169
DDB3__PD-006_del-lsrR_Batch_6h__2,-3.040800225012348,-0.5650695203450482
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,-2.234267959176667,0.17103631256623508
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,-2.590271565869224,-0.12835526331760505
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,-2.2553333526905748,0.4755952796635956
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,-2.691177497842889,0.4807411627711602
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,-3.877991461491469,0.3601298467714749
DDB3__PD-009_del-luxS_Batch_6h__1,-1.669816106094841,-0.4401601782080782
DDB3__PD-009_del-luxS_Batch_6h__2,-1.2805494551382903,-0.370420678343562
DDB3__PD-009_del-luxS_Fed-batch_6h__1,-4.067786264354487,-0.3881463285237192
DDB3__PD-009_del-luxS_Fed-batch_6h__2,-2.909005981415579,-0.18941332394872568
DDB3__PD-009_del-luxS_Fed-batch_15h__1,-4.000281865878265,0.5573867548665525
DDB3__PD-009_del-luxS_Fed-batch_15h__2,-2.8123005956373905,0.5477752683261166
DDB3__PD-006_del-rpoS_Batch_9h__1,-2.260782424764018,-0.0464424386421225
DDB3__PD-006_del-rpoS_Batch_9h__2,-2.1657239400155395,-0.13836585099235066
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,-1.720706865112004,0.19063168380943907
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,-2.494024294856317,0.13716187080741982
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,-0.9190186366378588,0.16873501717307526
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,-3.1531171887995413,0.437257951412068
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,-3.0416096745125043,0.3153332126616881
DDB3__PD-009_del-tnaA_Batch_6h__1,-1.3277567352774815,-0.4449868455042498
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,-2.074370596880553,-0.202340481068406
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,-2.62404130002577,0.5254186654703314
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,-3.5668637104569005,0.3914848000155153
