,A,IscR
ica__ura_pyr__2,1.5012157544930125,0.8266393834999999
ica__wt_glc__5,-5.835682511820344,-2.1773211125000005
ica__wt_glc__6,-5.239220936845186,-1.4901872435000012
ica__bw_delpurR_cytd__1,-3.51047321359665,-1.2755323255000004
ica__bw_delpurR_cytd__2,-2.8966155552190087,-0.8832113854999992
ica__ade_glc__1,-3.302258257348476,-0.8792976145000004
ica__ade_glc__2,-3.4354801725578152,-0.8209002985000016
ytf__wt_glc__1,-1.0070440236062737,-1.4824576035000012
ytf__wt_glc__2,-2.122336057124274,-2.0603812475000005
ytf__delyafC__1,-7.787709747031734,-2.7030099605
ytf__delyafC__2,-7.537169755918761,-2.5179299195
ytf__delyeiE__1,-6.56666621612648,-1.5954725535000005
ytf__delyeiE__2,-5.476901603501895,-1.7443478465000002
ytf__delyiaJ__1,-3.8337620249440167,-1.5527247485000009
ytf__delyiaJ__2,-1.4994042277511257,-0.6705940194999993
ytf__delyieP__1,-6.833080041802533,-2.8049853555000004
ytf__delyieP__2,-6.178448087983529,-2.8073311545
ytf__wt_ph5__1,-1.2886815631799875,-0.5392783385000008
ytf__wt_ph5__2,-1.6806983835696654,-0.5577352355000009
ytf__wt_ph8__1,0.6720368271036142,0.7284445504999991
ytf__wt_ph8__2,0.2859721190229624,0.7310461504999992
ytf__delybaO__1,-6.935715231585635,-2.7878394585000006
ytf__delybaO__2,-7.207440021963913,-2.936911867500002
ytf__delybaQ__1,-0.2729924948169494,0.23519858849999944
ytf__delybaQ__2,0.0248700934105253,0.1947029624999992
ytf__delybiH__1,-2.8425469853663485,-1.5799505865000008
ytf__delybiH__2,-5.540113179002504,-2.2416398405000004
ytf__delydcI_ph5__1,-0.212023124024983,0.14824705949999914
ytf__delydcI_ph5__2,0.1741712417251036,0.14280204049999945
ytf__delydcI_ph8__1,0.5973194495480872,1.1612323635
ytf__delydcI_ph8__2,0.9838891075095398,0.6451977004999989
ytf__delyddM__1,-1.099111337247602,-0.4331929095000007
ytf__delyddM__2,-1.542011215600911,-0.5150368165000003
ytf__delyheO__1,-6.9958053797115545,-2.5827603775000005
ytf__delyheO__2,-7.425906893864558,-2.7569997185000004
fps__bw_glc__1,-1.0592496439476482,-0.2126545335000003
fps__bw_glc__2,-0.8576433620922514,0.12423763850000034
fps__fps_thrA_ale1__1,-1.8190511927120252,0.03374932550000054
fps__fps_thrA_ale1__2,-2.038445234333212,-0.14539659150000084
fps__fps_thrA_ale2__1,-2.0052902467437392,-0.3061889535000013
fps__fps_thrA_ale2__2,-1.194207189363325,-0.0770122905000008
fps__fps_serB_ale1__1,-0.8735993323133237,0.4543556134999989
fps__fps_serB_ale1__2,-0.2960951895736177,0.519624434499999
fps__fps_serB_ale4__1,0.2843025609447924,0.5539195155000005
fps__fps_serB_ale4__2,0.907816983910038,0.7349826994999997
fps__fps_ptsI_ale1__1,-1.4344243947236337,0.03867853649999908
fps__fps_ptsI_ale1__2,-1.3627554160286983,-0.014394784500000313
fps__fps_ptsI_ale3__1,-2.330206816525354,-0.5700105754999996
fps__fps_ptsI_ale3__2,-1.093850823138291,-0.05734823250000076
pal__lyx_ale2_f6__1,-0.5351737295669309,0.4601730624999991
pal__lyx_ale2__1,0.5592287953610174,0.4948680215000003
pal__lyx_ale2__2,-0.0251168975313305,0.24603126050000054
pal__lyx_ale4__1,0.3905965399388288,-0.34721556250000063
pal__lyx_ale4__2,0.2076391570883108,-0.5716813705000003
pal__5drib_ale10_f18__1,1.2402607736718751,0.8104270634999988
pal__5drib_ale10_f18__2,1.12998400256303,0.6803357924999993
pal__5drib_ale10__1,1.1763175343234429,0.6830551114999999
pal__arab_ale14_f9__1,1.617212316033715,0.9491493135000012
pal__arab_ale14_f9__2,1.6485124152601318,0.8570801234999994
pal__arab_ale14__1,0.8058319028915218,0.05039315149999979
pal__arab_ale14__2,0.6146858302788146,0.0434741204999991
pal__arab_ale16__1,-0.146388303476211,0.0758478475000004
pal__arab_ale16__2,-0.6959086903539962,0.5227515134999994
pal__tartr_ale26_f10__1,1.5471650729669753,0.5369109654999988
pal__tartr_ale26_f10__2,1.392920252557204,0.5569979595000003
pal__tartr_ale26__1,0.8597425581983222,0.27122408249999985
pal__tartr_ale26__2,1.2498321620168371,0.15215146149999906
pal__tartr_ale28_f10__1,-0.0173956011668955,0.6612396174999997
pal__tartr_ale28_f10__2,-0.6303469255247306,0.5617014364999999
pal__tartr_ale28__1,0.1428628484919829,0.40677854349999976
pal__tartr_ale28__2,-1.368277586377621,-0.18000001849999947
efeU__delmenFentC_citr__1,-2.880236012967419,-1.6858595055000007
efeU__delmenFentC_citr__2,-1.897392117052264,-1.3316283235000004
efeU__delmenFentC__1,-0.37705745791613,1.6240746534999992
efeU__delmenFentC__2,-0.6484065416151807,1.6047308234999988
efeU__menFentC_ale39__1,-3.808180316789406,-2.3350958775000006
efeU__menFentC_ale39__2,-3.618664348192521,-2.2277624755000005
efeU__menFentC_ale29__1,-3.762335850710376,-2.3929083145
efeU__menFentC_ale29__2,-4.069196557046194,-2.4390992765000004
efeU__menFentC_ale30__1,-2.3467474537750643,-0.6538331624999998
efeU__menFentC_ale30__2,-1.5944482453615043,-1.0112528375000007
efeU__menFentCubiC_ale36__1,-2.2598817454395568,0.6688402885000002
efeU__menFentCubiC_ale36__2,-1.8302601361748967,0.6635792064999997
efeU__menFentCubiC_ale37__1,-3.165474912358818,0.6475744854999999
efeU__menFentCubiC_ale37__2,-2.5863634855984983,0.7765190395000001
efeU__menFentCubiC_ale38__1,0.6368036331078771,0.3789026544999992
efeU__menFentCubiC_ale38__2,1.4587334101786888,0.9285164834999992
misc2__salc_glc__1,0.6064397627619469,0.13052590549999898
misc2__salc_glc__2,0.3639293129984886,0.0022771334999998056
misc2__dbcn_glc__1,-0.2654058450322776,-1.8673345135000008
misc2__dbcn_glc__2,1.7901445587953655,0.003080222499999508
misc2__tyr_glc__1,1.486758947641503,1.4586873634999993
misc2__tyr_glc__2,1.250819350389129,1.4061359634999988
misc2__arg_cytd__1,-5.848430598607829,-2.6443363755
misc2__arg_cytd__2,-4.5252449070119605,-1.8962012755
misc2__delyheO_pyr__1,-6.656203406035529,-2.2094219975000007
misc2__delyheO_pyr__2,-2.516691910896354,0.3632431635
misc2__dellon_glc__1,5.987211899166668,1.7691637334999992
misc2__dellon_glc__2,5.591280990337025,2.1717415035
nquinone__delubiC__1,0.7918006177867944,0.7468605625000002
nquinone__delubiC__2,3.185341935533891,1.5820193335
nquinone__ubiC_ale1__1,-1.9392209148642163,0.07428452949999986
nquinone__ubiC_ale1__2,-1.638996556737326,-0.0018672975000004755
nquinone__ubiC_ale2__1,-1.8666907353557596,0.2482784084999992
nquinone__ubiC_ale2__2,-1.4217382089447517,0.07743592149999934
nquinone__ubiC_ale3__1,1.4338680689525385,0.8579899434999998
nquinone__ubiC_ale3__2,1.0097304278924084,0.5496929225000002
nquinone__ubiC_ale4__1,-1.6354069282842472,0.07278806749999944
nquinone__ubiC_ale4__2,-0.8366401448970625,0.1799902995
nquinone__delpdhR__1,-3.264718703720649,-1.049338863500001
nquinone__delpdhR__2,-3.773381397076792,-1.1171829305000005
quinone__glu_ale4__1,-1.6964420801132198,-0.5306154485000008
quinone__glu_ale4__2,-4.700162574841716,-2.9660955104999984
quinone__delmenF__1,-1.500780288887813,-0.11050022949999948
quinone__delmenF__2,-1.8110778660676157,-0.3857721514999993
quinone__menF_ale5__1,-2.113335952841181,-1.7032896744999997
quinone__menF_ale5__2,-1.9825799042568848,-1.7812939975000006
quinone__menF_ale6__1,-5.837274241406708,-2.854894073500001
quinone__menF_ale6__2,-4.896131113337335,-3.0036455075
quinone__menF_ale7__1,-7.085565509670403,-3.0411495485000004
quinone__menF_ale7__2,-6.460545504390929,-3.0604346865
quinone__menF_ale8__1,-4.266617746229862,-2.2722366005000003
quinone__menF_ale8__2,0.0582197467952525,-0.28451834550000044
quinone__delmenFubiC__1,2.309252443899348,1.6015125435000002
quinone__delmenFubiC__2,3.052489951058658,1.5763493635000003
quinone__menFubiC_ale1__1,-6.250547746330935,-2.7534717825
quinone__menFubiC_ale1__2,-6.076867053927036,-2.8399379935000004
quinone__menFubiC_ale2__1,-7.300268783996265,-2.9594259205
quinone__menFubiC_ale2__2,-7.082851291410695,-3.0604128175000005
quinone__menFubiC_ale3__1,-0.5626248090053118,0.01014195049999955
quinone__menFubiC_ale3__2,-0.1122843033949185,-0.11712814950000094
quinone__menFubiC_ale4__1,-3.7761580164765274,-1.8988839825
quinone__menFubiC_ale4__2,-2.5153715215145978,-1.4297531765000002
oxyR__wt_glc__1,-4.422761008504985,-1.9127909215
oxyR__wt_glc__2,-2.4883648248493677,-0.5439378635000001
oxyR__wt_h2o2__1,-3.7388042171329534,-1.6142935365
oxyR__wt_h2o2__2,-2.617204564139369,0.03767915649999942
oxyR__glu_ale4__1,-5.290336020781291,-1.4159860405000002
oxyR__glu_ale4__2,-5.304001979051251,-2.6275960185000007
oxyR__glu_ale4_h2o2__1,-3.507041329396178,-1.2609990575000003
oxyR__glu_ale4_h2o2__2,-1.997952777545034,-0.8056650704999999
oxyR__oxyR_ale17__1,-2.2730938005998427,-0.6652461205000009
oxyR__oxyR_ale17__2,-1.223658822229617,-0.6729223785000009
oxyR__oxyR_ale17_h2o2__1,-3.465210676973192,-1.3860416295000002
oxyR__oxyR_ale17_h2o2__2,-3.611320280300383,-0.7035122774999998
oxyR__oxyR_ale18__1,-4.066422370475329,-2.5028318115
oxyR__oxyR_ale18__2,-4.206904636232826,-1.3567522525000006
oxyR__oxyR_ale18_h2o2__1,-2.923273361831854,-1.0045018315000007
oxyR__oxyR_ale18_h2o2__2,-3.780535628318599,-1.3479154795
oxyR__oxyR_ale19__1,-4.587459483729117,-2.303061972500002
oxyR__oxyR_ale19__2,-6.745792090906743,-2.8177991485000007
oxyR__oxyR_ale19_h2o2__1,-3.616079621541192,-1.8753152065000007
oxyR__oxyR_ale19_h2o2__2,-3.1076779135400647,-1.5693745045000007
oxyR__oxyR_ale20__1,-4.27330522377835,-1.6350812625000015
oxyR__oxyR_ale20__2,-4.803846420054853,-1.6938474135000012
oxyR__oxyR_ale20_h2o2__1,-2.286987491525627,-0.699839668500001
oxyR__oxyR_ale20_h2o2__2,-3.0058210760157755,-0.9577041275000012
svns_pgi__BmePgi24_15__1,-3.3129364789181066,-0.33970532050000024
svns_pgi__BmePgi24_15__2,-1.4854088836168595,0.3058173725
svns_pgi__BmePgi24_26__1,-3.346741519431186,-0.7757201325
svns_pgi__BmePgi24_26__2,-1.651553628265685,-0.06422413449999986
svns_pgi__BmePgi24_41__1,-3.4263173061276024,-0.6404636735000011
svns_pgi__BmePgi24_41__2,-0.5403679843892053,0.07489668350000045
svns_pgi__BmePgi24_52__1,-3.9310328401169383,-1.1445921544999995
svns_pgi__BmePgi24_52__2,-0.4376773820596547,0.1661980535000005
svns_pgi__PaePgi2_34__1,-1.0353961776870064,0.6195644604999995
svns_pgi__PaePgi2_34__2,-0.9976017557760168,0.5790785315000004
svns_pgi__PaePgi2_63__1,0.2701712361679367,0.4680529015000001
svns_pgi__PaePgi2_63__2,-0.0970409428341231,0.39021081149999937
svns_pgi__PaePgi24_54__1,1.759654559287172,0.6190235244999993
svns_pgi__PaePgi24_54__2,1.1460623377420085,0.5306320934999995
svns_pgi__PaePgi24_90__1,1.3866494124988955,0.5073198614999992
svns_pgi__PaePgi24_90__2,0.9665192504724182,0.26089027449999946
abx_media__m9_ctrl__1,-4.948918909751516,-1.2704715405
abx_media__m9_ctrl__2,-4.974517981659901,-1.3622638335000008
abx_media__rpmi_ctrl__1,-5.1778887223089525,-3.1386488135000006
abx_media__rpmi_ctrl__2,-2.885841865820643,-2.0974917255000003
abx_media__camhb_ctrl__1,-4.616814865286146,-2.6310335055000005
abx_media__camhb_ctrl__2,-5.0765336729065895,-2.550868747500001
abx_media__m9_mero__1,-7.805116859090596,-3.0685140385000014
abx_media__m9_mero__2,-5.822238710286031,-1.6066510855000002
abx_media__rpmi_mero__1,-3.57763485569088,-2.6160702915000007
abx_media__rpmi_mero__2,-3.312373213349439,-2.4929219185000004
abx_media__camhb_mero__1,-1.9031674746730984,-1.9358737465000004
abx_media__camhb_mero__2,-1.7613372432672312,-1.6599810125000003
abx_media__m9_trisulf__1,-4.660612973516872,-1.0558556955
abx_media__m9_trisulf__2,-5.145100394850304,-1.2316614515000002
abx_media__rpmi_trisulf__1,0.907674990546336,-0.3926033335000003
abx_media__rpmi_trisulf__2,0.8362615935764544,-0.3062004535000007
abx_media__camhb_trisulf__1,-0.594683263939578,-0.3513805914999999
abx_media__camhb_trisulf__2,-0.9035977370273172,-0.6041489174999999
abx_media__m9_cef__1,-5.358242604352779,-1.6492409345000008
abx_media__m9_cef__2,-4.935334225388245,-1.7825806655000005
abx_media__rpmi_cef__1,-3.4006733138197034,-0.8241332615000001
abx_media__rpmi_cef__2,-3.606064980920512,-0.7223440465000001
abx_media__camhb_cef__1,0.7196383125932865,-0.3468302995000005
abx_media__camhb_cef__2,0.5464123186892907,-0.3783968585000004
abx_media__m9_cipro__1,-3.758420593785621,-1.0175942654999997
abx_media__m9_cipro__2,-3.916909103085157,-1.0098100465000002
abx_media__rpmi_cipro__1,-4.318195995232262,-1.3745698535000006
abx_media__rpmi_cipro__2,-3.253317326012814,-1.2833979595000002
abx_media__camhb_cipro__1,2.1007570848503243,-0.16300171049999967
abx_media__camhb_cipro__2,1.4500190767693073,-0.09374480149999977
hot_tale__42c_ale3_30c__1,-0.243548602701836,-0.1479573004999999
hot_tale__42c_ale3_30c__2,-0.2807176360462098,-0.029873951500000825
hot_tale__42c_ale3_37c__1,-0.4370173864448632,-0.18375131650000046
hot_tale__42c_ale3_37c__2,-0.3894283148621188,-0.034896289500000684
hot_tale__42c_ale3_44c__1,2.3548575562938714,1.7429865434999992
hot_tale__42c_ale3_44c__2,3.161144913091165,1.964001443499999
hot_tale__hot_ale3_mid_30c__1,-2.688408031283758,0.3423880935000003
hot_tale__hot_ale3_mid_30c__2,-1.873836780196319,0.2844689665000004
hot_tale__hot_ale3_mid_37c__1,0.3931852559157116,0.3033457694999999
hot_tale__hot_ale3_mid_37c__2,0.2713730890326806,0.3482260005000004
hot_tale__hot_ale3_mid_44c__1,-3.4543450957226423,-1.4396634794999998
hot_tale__hot_ale3_mid_44c__2,-4.449414169021559,-1.5166494315000003
hot_tale__hot_ale3_30c__1,-0.9362940497161408,0.6764299524999995
hot_tale__hot_ale3_30c__2,-0.3068880802866309,0.4475645544999996
hot_tale__hot_ale3_37c__1,-1.318187696996298,-0.2290197364999997
hot_tale__hot_ale3_37c__2,-1.2224235778496153,-0.3166485805000008
hot_tale__hot_ale3_44c__1,-3.614044171004037,-1.6858803144999994
hot_tale__hot_ale3_44c__2,-0.0005071436641248,0.2247376854999992
hot_tale__hot_ale4_30c__1,0.1942280926480328,-0.10765966750000013
hot_tale__hot_ale4_30c__2,-0.1737913454134844,-0.2190671094999992
hot_tale__hot_ale4_37c__1,-2.300764723127384,-0.9367005865000008
hot_tale__hot_ale4_37c__2,-1.9150030227240864,-0.5899216025000005
hot_tale__hot_ale4_44c__1,0.0259998880054612,0.18411064150000025
hot_tale__hot_ale4_44c__2,-1.4201455117667336,-0.08340247149999946
hot_tale__hot_ale8_30c__1,-1.4821953885666272,-0.3416351765000005
hot_tale__hot_ale8_30c__2,-0.5069525109159211,-0.18164022350000053
hot_tale__hot_ale8_37c__1,-1.1951111894576747,-0.35700745850000004
hot_tale__hot_ale8_37c__2,-1.2305149709265597,-0.31132485650000064
hot_tale__hot_ale8_44c__1,-1.9377182040860017,-0.14425601950000022
hot_tale__hot_ale8_44c__2,-2.135497991382488,-0.1758520775000001
hot_tale__hot_ale9_mid_30c__1,-2.253682684462845,-0.2260767715000007
hot_tale__hot_ale9_mid_30c__2,-2.031230984193154,-0.0066986545000009565
hot_tale__hot_ale9_30c__1,-0.4189386770077858,-0.10281005150000057
hot_tale__hot_ale9_30c__2,-0.6164207367440521,-0.21898084550000085
hot_tale__hot_ale9_mid_37c__1,-1.789082926824778,-0.3861573265000011
hot_tale__hot_ale9_mid_37c__2,-2.139946969057824,-0.3953500974999997
