,A,Fnr,NarP,NarL,RpoS
starve_series__t18_starve__2,4.3208689859,0.1328829768,0.5472648366,-2.5369478757,0.8564049618
starve_series__t20_starve__1,2.9816061264,0.1476855704,0.7215372330000001,-1.1726450708,0.13144351340000002
starve_series__t20_starve__2,2.7245081632,0.2423709028,0.8317891936,-1.0831762795,0.30361481970000004
starve_series__t21_growth2__1,2.2781495075000002,-0.1110286986,-0.3515161825,-0.8144050294,0.2744457372
starve_series__t21_growth2__2,1.7878964180999999,-0.015926561500000002,-0.0090999055,-1.0897901540000001,0.5152601946
starve_series__t22_growth2__1,1.8022548948,0.315685362,0.1917586784,-0.5725629139,1.448017448
starve_series__t22_growth2__2,1.9598286325,0.0477216236,-0.6212033227,-0.5047180018,1.7789350446
starve_series__t23_growth2__1,1.3033713048,0.1446413353,0.20732198870000002,-0.21313696140000002,0.752750196
starve_series__t23_growth2__2,1.5485433943,0.1319367871,0.2045629501,-0.4467852444,0.8383092132000001
starve_series__t25_growth2__1,1.2262101501,0.0744684617,-0.1333004968,-0.3449885934,1.2310382207
starve_series__t25_growth2__2,1.1643310546,0.1283015763,-0.0430816217,-0.6096909623,1.3411167455
starve_series__t26_growth2__1,0.5873386954,-0.013387759800000001,0.42798579480000004,-0.4181768822,0.9260980699
starve_series__t26_growth2__2,0.5463718311,-0.2235972326,-0.064199857,-0.4815123309,1.2464128133
starve_series__t27_growth2__1,0.44884965520000003,-0.33215467790000003,0.0693540376,-0.439851276,0.6961181696000001
starve_series__t27_growth2__2,0.711628092,-0.34324592330000003,0.2854827191,-0.4162674541,0.7406392183
starve_series__t28_growth2__1,-0.1698692414,-0.2677031971,0.4983161219,-0.16152440610000002,0.6015873578
starve_series__t28_growth2__2,-0.1662814589,-0.1610063598,0.24947937900000003,-0.1204208108,0.7457973137
time_course__lb_4hr__1,0.1087976943,0.016506649300000002,-0.0380145988,0.1486151753,-0.0398104293
time_course__lb_4hr__2,-0.1328772184,0.0143873127,0.030375961400000002,-0.0551325043,-0.020420220700000002
time_course__lb_4hr__3,0.0240795241,-0.030893961900000003,0.0076386373,-0.0934826711,0.060230650100000005
time_course__lb_8hr__1,-10.1371527076,0.9975450628,-0.9354402138000001,-0.672599147,1.6937650467
time_course__lb_8hr__2,-10.206788599,0.9630259824,-0.9566465534,-0.5906992257,1.7596999202
time_course__lb_8hr__3,-10.4356274599,0.8600162935000001,-1.0578177744,-0.3527216748,1.7635603349000002
time_course__lb_24hr__1,-10.8201050957,1.7515674252,-2.1577457144,-0.5150341642,0.8397813479
time_course__lb_24hr__2,-9.3188845686,1.6815378387000002,-2.1819784519,-0.3313643921,0.9857593877
time_course__lb_24hr__3,-10.587398350099999,1.732005895,-1.7878103991,-0.6088982108000001,0.8998909789
time_course__lb_72hr__1,-10.237614445,1.7692140925,-1.8216341114999999,-0.2751987074,1.129107084
time_course__lb_72hr__2,-10.6316819211,1.8226771264,-1.9474226479,-0.0606281133,1.2479993710000001
time_course__lb_72hr__3,-10.6319952622,1.8851821976,-1.6488479206000002,-0.1204160855,1.1740592282
time_course__lb_144hr__1,-12.335630861,1.9998875114999999,-1.5721451974,-0.48506849500000004,1.9708670199
time_course__lb_144hr__2,-12.0198014277,1.7638316107,-1.3281044473999999,-0.5949215696,2.0312513763
time_course__lb_144hr__3,-12.0539159315,1.6762232269,-1.6364258158,-0.5427886443000001,2.0099909478
time_course__lb_192hr__1,-12.2942883508,1.4995673533,-1.8328415759,-0.2764711031,1.732054207
time_course__lb_192hr__2,-11.7427827636,1.7732313111,-1.5579979278,-0.1406920177,2.0926971505
time_course__lb_192hr__3,-12.0689286898,1.5139675299,-1.8038011359000001,-0.1710448423,1.1477630258
triclosan__wt__1,-0.0343765736,-0.1493383958,-0.030984575,-0.3126609598,-0.0066568021
triclosan__wt__2,-0.4291760284,0.2514836118,-0.0193938705,-0.3102798345,-0.0094798624
triclosan__wt__3,0.46355260200000004,-0.10214521600000001,0.0503784454,0.6229407942,0.0161366646
triclosan__evo_amx_tcs__1,-2.8961846746,-0.8570213898,-0.0553451051,0.6427794272,-1.1042657157
triclosan__evo_amx_tcs__2,-1.6984796747000002,-0.953865673,-0.1826650421,1.3352452116,-2.2618533364
triclosan__evo_amx_tcs__3,3.2965286544,-0.3690855927,-0.6152017565,0.8051992088000001,-1.7348352055
triclosan__evo_chl_tcs__1,0.3763299934,-0.1095774129,-0.1072159691,-0.06535140960000001,-0.9940964981
triclosan__evo_chl_tcs__2,-0.7248908094000001,0.0461727258,-0.5608548664,0.4141842249,-1.2027550962
triclosan__evo_chl_tcs__3,-0.6255408271,0.30400400380000003,-0.6392353946,0.4079286177,-1.1673185763
triclosan__evo_tet_tcs__1,-2.3691342466,0.0976596165,-1.0720754339,0.39324451260000004,-2.497326525
triclosan__evo_tet_tcs__2,-0.1651167163,0.026217808000000002,-0.6546038744,0.6014031905,-1.689505862
truHMM__48C_15m__1,-4.9707469665,0.44776296200000004,0.3033794601,0.0285947717,0.9765796421
truHMM__48C_15m__2,-4.9910365117,0.5225921363,0.34669953540000004,0.1019001684,1.0117880238999999
truHMM__48C_15m__3,-3.9087682654,0.07468775180000001,0.0123704628,-0.2899431134,1.0681569503
truHMM__48C_30m__1,-1.0812724401,-1.368121549,1.7279046064,-0.502409151,0.2214826281
truHMM__48C_30m__2,-0.4653259011,-1.3692575224999999,1.6283937829,-0.4881409097,0.2100340125
truHMM__48C_60m__1,0.0371182605,-1.0655740649,1.6512115139999999,-0.6031753716,0.0684716985
truHMM__48C_60m__2,0.0330586722,-1.2220723641,1.6436274665,-0.6064619718,0.0715059245
truHMM__phos_0h__1,0.2019075133,-0.0187283733,0.0220033109,-0.123546917,-0.00920911
truHMM__phos_0h__2,-0.2019075133,0.0187283733,-0.0220033109,0.123546917,0.00920911
truHMM__phos_2h__1,4.6718907579,-0.062006198000000005,-0.2118219099,0.4434400509,0.9121735129
truHMM__phos_2h__2,4.7227803979,0.0546371406,-0.21581192800000001,0.5074638392,0.8854798024
truHMM__phos_4h__1,2.3134125347,0.588655707,-0.6946110939,0.4672151162,1.5371796020000001
truHMM__phos_4h__2,2.5720873918000002,0.6322269285000001,-0.6719736818000001,0.45149671690000004,1.5392718386
truHMM__phos_4h__3,4.6373402272,0.16482961540000002,-0.8876705961,-0.0979546597,0.8901228577
control__wt_glc__1,0.0652590848,-0.052632,0.013805372000000002,0.0046058085,-0.049727751
control__wt_glc__2,-0.0652590848,0.052632,-0.013805372000000002,-0.0046058085,0.049727751
fur__wt_dpd__1,2.0533646778,-0.22332754900000001,-0.676418089,0.7958407655,1.650326502
fur__wt_dpd__2,1.9927898478000001,-0.207263208,-0.8038825890000001,0.7809120795000001,1.6437026920000002
fur__wt_fe__1,0.0758103038,-0.5591243690000001,-0.052915799000000006,0.0860204375,-0.22947255900000002
fur__wt_fe__2,0.177470712,-0.518033721,-0.14241751800000002,0.1956717155,-0.271725376
fur__delfur_dpd__1,1.6119751227,-0.358693874,-0.833438137,0.6368233545,1.527195722
fur__delfur_dpd__2,1.7589724911,-0.349967695,-0.9859630330000001,0.6053562415,1.238544582
fur__delfur_fe2__1,1.187359524,-0.27282969900000004,-0.47272605500000003,0.22929593850000002,0.6013075320000001
fur__delfur_fe2__2,1.2948165153,-0.26540585,-0.42645699200000003,0.3102063565,0.622610922
acid__wt_ph5__1,0.5326327879,-0.524846931,0.24456669500000003,0.7226422635,0.177302749
acid__wt_ph5__2,1.0456593309,-0.539491976,0.22695780200000001,0.6039874685000001,0.18070148100000002
acid__delgadx_ph5__1,0.9399534207,-0.480809823,0.147368572,0.7064404205,0.041918445000000006
acid__delgadw_ph5__1,0.8260126197000001,-0.5694477410000001,0.422711899,0.6671839155,0.132946996
acid__delgadw_ph5__2,0.6145852603,-0.545782447,0.057475849,0.6889960855,0.028727889000000003
acid__delgade_ph5__1,0.6733824164000001,-0.49659595500000003,0.250740611,0.4548568885,0.245873005
acid__delgade_ph5__2,0.7306070720000001,-0.5235996460000001,0.353381965,0.44526442450000003,0.353677022
oxidative__wt_pq__1,1.6767386322000002,-0.277983604,0.28711822,1.1253454755,2.449326732
oxidative__wt_pq__2,1.9713983212000001,-0.403604734,-0.24608537100000002,1.2190429045,2.150239472
oxidative__deloxyr_pq__1,1.3506901769000002,-0.117314808,0.5344758740000001,1.0256380375,1.918683632
oxidative__deloxyr_pq__2,0.8994074717,-0.052995724,0.303420835,1.1128686855,1.875718832
oxidative__delsoxr_pq__1,1.2263185873,-0.46957113400000006,-0.45568873200000004,0.8344043915,2.174649812
oxidative__delsoxr_pq__2,1.6560045135,-0.475574296,-0.5965014150000001,0.8354505565,2.132365622
oxidative__delsoxs_pq__1,2.0373390252,-0.138763319,-0.258712771,1.2055026185,2.427061572
oxidative__delsoxs_pq__2,2.3479946406,-0.142115652,-0.15700927,1.1488311055,2.475274892
nac_ntrc__wt_csn__1,1.1339168099,-0.158711963,0.054424321000000005,-0.0734486025,1.849426562
nac_ntrc__wt_csn__2,1.6295213837,-0.20401648900000002,0.08937470800000001,-0.1056086415,1.826245562
nac_ntrc__wt_cytd__1,0.7772195906,-0.22330206500000002,-0.36529166900000004,0.0931236545,0.9658633820000001
nac_ntrc__wt_cytd__2,0.7195691641,-0.148782092,-0.37749791800000004,0.11562003450000001,0.8995555820000001
nac_ntrc__wt_gln__1,0.8291191659,-0.133928986,0.152274782,0.3107882125,1.143877012
nac_ntrc__wt_gln__2,1.4045306524,-0.07252378100000001,0.166839925,0.4495536755,1.201356272
nac_ntrc__bw_delnac_csn__1,3.3884986572,-0.17298681200000002,0.21849499700000002,0.24024664550000002,2.170823912
nac_ntrc__bw_delnac_csn__2,3.6972703839000003,-0.207335707,0.00957469,0.1500497735,2.363496512
nac_ntrc__bw_delnac_cytd__1,0.9506665628000001,-0.39908493100000003,0.660806074,0.4465692275,1.560056102
nac_ntrc__bw_delnac_cytd__2,1.0315735894,-0.458070531,0.8232493740000001,0.46664448950000004,1.572826172
nac_ntrc__bw_delnac_gln__1,1.4508105252,-0.387752121,0.479623705,0.6344954095,1.461736342
nac_ntrc__bw_delnac_gln__2,2.0742669411,-0.318289392,0.24993073300000002,0.6517965395,1.4067977520000001
nac_ntrc__bw_delnac_nh4__1,-0.1268729355,-0.40746298400000003,0.49866344300000004,0.0492521515,0.360177262
nac_ntrc__bw_delnac_nh4__2,0.3690883669,-0.431925496,0.563756157,0.0915861905,0.369957452
misc__wt_no_te__1,1.0826335918,-0.574722853,-0.686005806,0.8055963485000001,0.9244569520000001
misc__wt_no_te__2,1.1905404167,-0.434576408,-0.39412595300000003,0.7341074955,0.42003344200000003
misc__bw_delcbl__1,0.3389120708,-0.544797561,0.536592902,0.0352814555,0.24477252300000002
misc__bw_delcbl__2,0.6885433897000001,-0.510121476,0.431385196,0.0774423845,0.071577395
misc__bw_delfabr__1,0.1034356171,-0.54688357,0.546491711,-0.1645777105,-0.25510862900000003
misc__bw_delfabr__2,-0.0036296152,-0.5969020620000001,0.5413782020000001,-0.3014689525,-0.162772564
misc__bw_delfadr__1,0.8393755055000001,-0.631839469,0.3743767,0.022761246500000002,0.10687962200000001
misc__bw_delfadr__2,0.2759614852,-0.5991148660000001,0.30049448700000003,0.0806304085,0.197510713
misc__nitr_031__1,1.5653465913,-0.44621574300000005,0.385420437,0.3691834525,1.136068692
omics__wt_glu__1,-0.9718362708,0.683629718,-0.27212706600000003,0.4817487815,-0.23051727
omics__wt_glu__2,-0.22293146,0.7885854680000001,-0.12186204800000001,0.39338119250000003,0.043958795
omics__wt_gly__1,-0.33953806010000004,0.206760041,-0.34170452700000004,-0.050986039500000004,-0.016657597
omics__wt_gly__2,-0.7321492303,0.183314323,-0.297261227,-0.0231099835,-0.015329333
omics__wt_thr__1,3.8601006570000003,-0.542585261,-0.7892132340000001,0.5990756295,-0.276530589
omics__wt_thr__2,3.3510191438,-0.607156115,-0.655687686,0.5218365345,-0.338241102
omics__bw_ac__1,1.3200873311999999,0.045715161000000004,0.15008310700000002,-0.5340536035,1.014675532
omics__bw_ac__2,2.0525430459,0.09762738400000001,-0.23148865600000001,-0.4149396495,0.977911822
omics__bw_fum__1,1.7755330206000002,-0.18848155800000002,0.421955937,-0.8381361135000001,0.727420032
omics__bw_fum__2,1.5925977055,-0.242270962,0.20043476400000002,-0.9121125335,0.7373106620000001
omics__bw_glc__1,1.0437813672,-0.234511247,0.460466023,-0.3513240925,0.38823240200000003
omics__bw_glc__2,0.9182430138000001,-0.20882609800000002,0.42824722,-0.4675586545,0.395184152
omics__bw_pyr__1,2.8651772887,0.087242941,0.841546389,-1.2049065185,1.039849572
omics__bw_pyr__2,2.2535254013,0.022124095,0.811936096,-0.5649073275000001,1.148814332
ompr__wt_nacl__1,1.9111179733,-0.769651592,-1.24281979,0.5331391285,1.6465871120000002
ompr__wt_nacl__2,0.4418604688,-0.646367331,-1.194066783,0.5641948175,1.759748342
ompr__bw_delompr_nacl__1,1.3051641588,-1.035417797,-0.612176762,0.0735496395,0.7287601720000001
ompr__bw_delompr_nacl__2,1.3370029576,-0.98364399,-0.890210346,0.0569492185,0.573927292
minspan__wt_ade__1,1.7277195798,-0.57964238,0.152757827,0.4253597615,-0.41096649500000004
minspan__wt_glc__1,1.7475972049,-0.946672155,0.450323843,-0.1002218485,0.115747578
minspan__wt_glc__2,2.1864370292,-0.70245124,0.41549151300000003,-0.034828066500000004,0.027857161000000002
minspan__wt_glc__3,2.1739326593,-0.6560544730000001,0.41647142800000003,-0.12163705150000001,0.048182902
minspan__wt_glc_anaero__1,7.7447364406,-1.37524121,1.133568062,-0.1538379885,-0.27702965700000004
minspan__wt_glc_anaero__2,8.0890302437,-1.519285843,1.164902686,-0.3679211925,-0.08955874200000001
minspan__wt_trp__1,15.7929759214,-1.857965349,0.774300533,0.41213246950000004,0.016084043000000003
minspan__bw_delcra_glc__1,7.8190784551,-1.7740696470000001,0.67370082,0.3630780825,0.268831166
minspan__bw_delcra_trp__1,12.6274957776,-1.679262271,0.854771578,0.6441685145,0.030301163000000002
minspan__bw_delmntr__1,10.1353044918,-1.5296943330000001,0.9232690640000001,-0.10895602950000001,0.12121000100000001
minspan__bw_delnac_ade__1,2.1213700774,-0.241030033,-0.14293920400000001,0.0731933895,0.083390378
minspan__bw_delnac_glc__1,1.5582304812999999,-0.724032275,0.721717108,-0.1866494685,0.41288737200000003
cra_crp__wt_ac__1,0.4405024246,0.563029258,-0.31037544,0.10308692950000001,0.343919792
cra_crp__wt_ac__2,0.9137799298,0.5452901480000001,-0.640968533,0.1824106645,0.222851611
cra_crp__wt_fru__1,-0.3264723499,0.5749984380000001,-0.201309812,0.2525159455,0.32115443200000005
cra_crp__wt_fru__2,-0.3716205782,0.562240048,-0.39424058300000003,0.17281035050000002,0.286542844
cra_crp__delcra_ac__1,2.1292690603,-0.350516384,-0.5372886060000001,0.09591121550000001,0.5809128020000001
cra_crp__delcra_ac__2,2.3542557048,-0.297698038,-0.699416029,-0.0514662735,0.6237719420000001
cra_crp__delcra_fru__1,1.5110198312,-0.48628780600000004,-0.412713996,0.4381540525,0.44571107200000004
cra_crp__delcra_fru__2,1.197578294,-0.53814686,-0.47087470800000003,0.5490068335,0.527806022
cra_crp__delcra_glc__1,0.8830403713,-0.5029783950000001,0.28875463300000004,0.2574579395,-0.06741426
cra_crp__delcra_glc__2,0.4269976481,-0.572787414,0.137227618,0.2698259865,-0.009461412
rpoB__wt_031__1,1.5016214818,-0.43926326200000004,-0.396505096,-0.34158132950000003,0.41899008200000004
rpoB__wt_044__1,0.7147425145,-0.355462483,0.022697716,0.11219308750000001,-0.002706628
rpoB__wt_lb__1,1.086788113,-0.431275444,0.357370538,0.5881046485,0.5912388620000001
rpoB__wt_lb__2,1.1330079135,-0.47569201600000005,0.142028067,0.4456274495,0.555214862
rpoB__rpoBE546V_031__1,1.5167297038,-0.21907488400000003,-0.09645159,-0.1044784755,1.075322802
rpoB__rpoBE546V_044__1,1.4220087498,-0.29527451800000004,-0.20095585400000002,-0.08270643450000001,1.046519562
rpoB__rpoBE546V_lb__1,1.6214358248,-0.177257513,0.340794616,0.39067970550000003,0.663852262
rpoB__rpoBE546V_lb__2,1.6822807889,-0.18967989200000002,0.321030419,0.44091671450000003,0.6135239920000001
rpoB__rpoBE546V_glc__1,-0.1122095639,-0.139703868,0.306008498,-0.3587007085,0.129992928
rpoB__rpoBE672K_glc__1,0.38816452700000004,-0.21448740600000002,-0.6298494130000001,-0.8582225215,-0.926944088
rpoB__rpoBE672K_glc__2,0.3343782457,-0.21332366900000002,-0.297115978,-0.6973849045,-0.9221537670000001
rpoB__rpoBE672K_lb__1,2.105500306,-0.31724649200000005,0.361246033,0.1259900365,-0.9664375940000001
rpoB__rpoBE672K_lb__2,0.8608487226,-0.309938502,0.32053233000000003,0.1534925995,-0.89091248
crp__wt_fru__1,0.3241249955,-0.222994296,0.532048132,-0.4725241865,-0.08924797200000001
crp__wt_glyc__1,0.37210779660000004,-0.174284776,0.185643826,-0.4338023085,0.38219653200000003
crp__wt_glyc__2,1.1252203743,-0.089958595,0.36974975400000004,-0.4517896045,0.29671736200000004
crp__delar1_glyc__1,3.1235652711,-1.2857264019999999,0.7823784220000001,0.7869022915,0.45762537200000003
crp__delar1_glyc__2,4.3088081793,-1.501529713,0.968125769,1.0605303565,0.33209055200000004
crp__delar1ar2_glyc__1,0.8903860442,-0.155629982,0.499388482,0.4460130265,0.193629716
crp__delar1ar2_glyc__2,0.7697670391,-0.114934488,0.615321514,0.4088875745,0.33613993200000003
crp__delar1ar2_glyc__3,0.7004788662,-0.147109753,0.816726287,0.49741272750000004,0.21436483
crp__delar2_glyc__1,9.3999560484,-1.271483779,1.1980580490000001,1.2369219455,1.187215512
crp__delar2_glyc__2,9.2878107684,-1.177351436,1.324648829,0.8874602845,1.041209602
crp__delar2_glyc__3,9.9038556142,-1.174853432,1.429987417,1.0767604395,1.000426512
crp__delcrp_fru__1,1.1271506889,-0.24670364600000003,0.34806596700000003,0.5996688085,1.403545152
crp__delcrp_fru__2,0.8313089187,-0.217710901,0.24217671600000001,0.5703166005,1.312142502
crp__delcrp_fru__3,1.1569207355,-0.34636329800000004,0.424376464,0.5036175315,1.332774822
crp__delcrp_glc__1,1.2567171174,-0.14795257,0.76479673,0.2273135155,1.220202512
crp__delcrp_glc__2,0.8216750953,-0.13383598800000002,0.771115685,0.3345255855,1.232196922
crp__delcrp_glc__3,0.8144989705,-0.24589322600000002,0.6997878070000001,0.4058469045,1.2185585620000001
crp__delcrp_glyc__1,1.6662126703,-0.17621799900000001,-0.239614774,0.45000584450000003,1.473030322
crp__delcrp_glyc__2,1.4040527309,-0.25661334,-0.309847429,0.3381277485,1.491695502
crp__delcrp_glyc__3,1.6389220564,-0.279568501,-0.312162616,0.4754143025,1.425635312
glu__glu_ale3__1,1.9490820068999999,-1.531208371,0.515714804,-0.44286999250000003,0.7930836120000001
glu__glu_ale4__1,0.4488157434,-0.333096123,-0.38966496,-0.24612490250000002,-0.261345063
glu__glu_ale5__1,-0.1455083959,-0.77865494,-0.5599653760000001,-0.6606236855000001,-0.923966688
glu__glu_ale6__1,0.2641533687,-0.12059369700000001,0.14118597900000002,-0.7887084075,-1.072388459
glu__glu_ale8__1,2.7600465329,-1.378413375,1.057359943,0.2722742915,0.8990942620000001
glu__glu_ale9__1,1.3008493675000001,-0.7807343670000001,-0.09002803,-0.2739036005,-0.267016099
glu__glu_ale10__1,3.0884475688,-1.360002336,0.060623077000000004,-0.7454388865,-0.06099581900000001
42c__wt_42c__1,1.8764536742,-1.014558191,1.127815443,-0.06704781850000001,-0.281531602
42c__42c_ale1__1,8.012292272,-1.871778225,0.32671725,0.1811508085,-0.48538561300000005
42c__42c_ale2__1,1.4587481657,-0.44312802300000004,0.17405846400000002,-0.33061188150000004,-0.28717722
42c__42c_ale3__1,1.0958836418,-0.17273049999999998,0.38059052400000004,-0.1838051575,-0.530759834
42c__42c_ale4__1,1.1493262851,-0.320755442,0.09251782800000001,0.4484809985,-0.06679679300000001
42c__42c_ale5__1,0.2671374704,-0.527302844,0.28365929700000003,0.3130631115,-0.4238999
42c__42c_ale6__1,7.4434297269,-1.720490645,0.188580296,-0.0491828225,-1.679026192
42c__42c_ale8__1,0.8234836966,-0.7990813750000001,-0.36142273900000005,-0.0929014225,-0.6158962060000001
42c__42c_ale9__1,0.7077607083,-0.447372739,0.16581330500000002,-0.057507773500000005,-0.5299862820000001
42c__42c_ale10__1,2.4083731213,-0.9696312210000001,0.46518813900000006,-0.0087915435,-0.523400039
ssw__wt_ac__1,1.680473094,-0.80825286,-0.067172629,-0.8583090595,1.223033602
ssw__wt_glc__1,0.9276685286,-0.249604124,-0.437223572,0.0038348415,-0.634528351
ssw__wt_glyc__1,7.2859466483,-0.396644965,1.194091043,-0.7905101045,-0.137538191
ssw__wt_xyl__1,2.231364386,0.21574725800000003,-0.92387747,-0.6531480725000001,0.24299832000000002
ssw__glc_ale1__1,4.847573606,-0.46381721600000003,1.083958806,-0.5733266405,0.743275232
ssw__glc_ale2__1,9.0222878313,-1.5070222580000001,1.469049714,-0.3617682765,0.42675417200000004
ssw__glc_ale3__1,6.3567771204,-1.237537221,0.808167904,-0.3872335415,-0.580133845
ssw__glyc_ale1__1,6.6361152298,-0.391325409,1.165076379,-0.0020606385000000002,0.25396372500000003
ssw__glyc_ale2__1,8.0452241281,-1.29649857,0.8773354910000001,-0.3970384555,-0.752617222
ssw__xyl_ale1__1,2.267302883,-0.9544926520000001,0.544052603,-0.6818209105,0.0710249
ssw__xyl_ale2__1,3.0399238539,-0.635754672,0.79645305,-0.3424025365,0.116572929
ssw__xyl_ale3__1,2.3607284055,-0.9828595450000001,0.820898843,-0.08376697150000001,-0.28887214
