locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigA,CsoR,SigK,SigE,link
BSU_20060,0.08575014800000001,nrdEB,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20060
BSU_20130,0.085177625,yosG,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20130
BSU_20150,0.08505443500000001,yosE,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20150
BSU_20250,0.08485429600000001,mtbP,DNA (cytosine-5-)-methyltransferase,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20250
BSU_19930,0.08409702100000001,yotC,unknown,No COG category,yosX->sprB,"SigK,SigA,SigE,CsoR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19930
BSU_19830,0.084061094,yotM,unknown,No COG category,yosX->sprB,"SigK,SigA,SigE,CsoR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19830
new_2153357_2153439_c,0.084055772,S761,intergenic region,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2153357_2153439_c
BSU_20200,0.084023755,yorZ,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20200
BSU_20380,0.08398841,yorH,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20380
new_2166326_2166412_c,0.083982427,S769,intergenic region,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2166326_2166412_c
new_2156121_2156756_c,0.083749718,S762,intergenic region,No COG category,,"SigK,SigA,SigE,CsoR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2156121_2156756_c
BSU_20270,0.083301999,yorS,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20270
BSU_20260,0.082845049,yorT,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20260
BSU_20080,0.08274479900000001,yosL,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20080
BSU_20030,0.08221071,yosR,thioredoxin,"Post-translational modification, protein turnover, and chaperones",,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20030
BSU_19970,0.08206276700000001,yosX,unknown,No COG category,yosX->sprB,"SigK,SigA,SigE,CsoR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19970
BSU_19850,0.08147175300000001,yotK,unknown,No COG category,yosX->sprB,"SigK,SigA,SigE,CsoR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19850
new_2152853_2153170_c,0.08133805300000001,S759,intergenic region,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2152853_2153170_c
BSU_20160,0.081313935,yosD,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20160
BSU_20360,0.081288419,yorJ,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20360
BSU_21180,0.080977281,yomY,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21180
BSU_19920,0.08075932400000001,yotD,unknown,No COG category,yosX->sprB,"SigK,SigA,SigE,CsoR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19920
BSU_19940,0.080560264,yotB,unknown,No COG category,yosX->sprB,"SigK,SigA,SigE,CsoR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19940
BSU_21230,0.080325412,yomT,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21230
BSU_19870,0.08024231,yotI,unknown,No COG category,yosX->sprB,"SigK,SigA,SigE,CsoR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19870
BSU_21220,0.079752982,yomU,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21220
BSU_20020,0.07954219600000001,yosS,dUTP diphosphatase,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20020
BSU_20330,0.07943823500000001,yorM,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20330
BSU_21170,0.079368572,yomZ,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21170
BSU_20410,0.079332662,yorE,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20410
BSU_19890,0.07897696400000001,yotG,unknown,No COG category,yosX->sprB,"SigK,SigA,SigE,CsoR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19890
BSU_21210,0.078955576,yomV,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21210
BSU_19910,0.078762764,yotE,unknown,No COG category,yosX->sprB,"SigK,SigA,SigE,CsoR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19910
BSU_20220,0.078368198,yorX,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20220
BSU_20210,0.078102039,yorY,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20210
BSU_21140,0.077986073,yonC,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21140
BSU_21130,0.077786878,yonD,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21130
BSU_20040,0.07774813400000001,yosP,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20040
BSU_21190,0.077615758,yomX,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21190
new_2226061_2227296,0.07748455800000001,S801,5'UTR of yonK,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2226061_2227296
BSU_19880,0.077436449,yotH,unknown,No COG category,yosX->sprB,"SigK,SigA,SigE,CsoR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19880
BSU_21150,0.07652230700000001,yonB,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21150
BSU_20660,0.07624573200000001,yoqE,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20660
BSU_21200,0.076176213,yomW,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21200
BSU_21160,0.076035691,yonA,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21160
BSU_21270,0.075874509,yomP,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21270
BSU_21240,0.075714759,yomS,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21240
BSU_21260,0.07540231700000001,yomQ,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21260
BSU_21229,0.07481166900000001,youA,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21229
new_2225094_2225336,0.07436582900000001,S798,intergenic region,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2225094_2225336
BSU_20650,0.074242387,yoqF,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20650
BSU_21280,0.073800672,yomO,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21280
BSU_20350,0.073718799,yorK,single-strand DNA-specific exonuclease,"Replication, recombination and repair",,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20350
BSU_20530,0.073672559,yoqS,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20530
BSU_20540,0.07341508100000001,yoqR,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20540
BSU_21110,0.07304809999999999,yonF,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21110
BSU_20050,0.073027691,yosQ,unknown,"Replication, recombination and repair",,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20050
BSU_19980,0.072675969,yosW,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19980
BSU_21120,0.071959965,yonE,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21120
BSU_20280,0.071766181,yorR,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20280
new_2246149_2246571,0.071492054,S804,3'UTR of yomM,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2246149_2246571
BSU_20480,0.07134483600000001,yoqX,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20480
BSU_19090,0.071241361,yobU,unknown,Transcription,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19090
BSU_20550,0.071079872,yoqP,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20550
BSU_20680,0.071020846,yoqC,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20680
new_2193662_2194052_c,0.07080689100000001,S776,intergenic region,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2193662_2194052_c
BSU_20570,0.070656485,yoqN,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20570
BSU_20340,0.06969916400000001,yorL,unknown,"Replication, recombination and repair",,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20340
BSU_20290,0.069674239,yorQ,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20290
BSU_20600,0.069494601,yoqK,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20600
BSU_20690,0.069360346,yoqB,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20690
BSU_20670,0.069203867,yoqD,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20670
BSU_20640,0.06905135800000001,yoqG,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20640
new_2195060_2195563_c,0.068570695,S777,intergenic region,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2195060_2195563_c
BSU_21250,0.06854653100000001,yomR,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21250
BSU_20610,0.068044751,yoqJ,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20610
BSU_20620,0.06790217400000001,yoqI,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20620
new_2157111_2157231_c,0.06753856700000001,S763,5'UTR of yosX,No COG category,,"SigK,SigA,SigE,CsoR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2157111_2157231_c
BSU_20590,0.067386523,yoqL,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20590
new_2198766_2198847_c,0.06704931900000001,S779,intergenic region,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2198766_2198847_c
BSU_20300,0.066188647,yorP,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20300
BSU_20970,0.066018544,yonX,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20970
new_2157683_2157828_c,0.065728772,S765,intergenic region,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2157683_2157828_c
new_2197860_2198069_c,0.065699251,S778,intergenic region,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2197860_2198069_c
BSU_21300,0.06549994,yomM,unknown,RNA processing and modification,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21300
BSU_19999,0.06509754,yojW,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19999
BSU_21040,0.064772012,yonO,SP RNA polymerase,Function unknown,yonP->yonN,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21040
BSU_20700,0.064130378,yoqA,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20700
BSU_19990,0.06412896800000001,yosV,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19990
BSU_20710,0.064112668,yopZ,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20710
BSU_20720,0.063913723,yopY,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20720
new_2191556_2193247_c,0.063427353,S775,intergenic region,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2191556_2193247_c
new_2158288_2158723_c,0.06335526100000001,S766,intergenic region,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2158288_2158723_c
BSU_20510,0.06331347500000001,yoqU,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20510
BSU_21100,0.062778649,yonG,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21100
BSU_21290,0.061453234,yomN,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21290
BSU_20630,0.061246476,yoqH,unknown,Cell wall/membrane/envelope biogenesis,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20630
BSU_20470,0.06100115800000001,yoqY,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20470
BSU_20460,0.06059107700000001,pghZ,phage-derived gamma polyglutamic acid hydrolase,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20460
new_2190786_2190883_c,0.060106295000000004,S774,3'UTR of yoqY,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2190786_2190883_c
new_2216815_2217132_c,0.059834323,S793,intergenic region,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2216815_2217132_c
new_2225995_2226059,0.059599585000000004,S800,5'UTR of yonK,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2225995_2226059
BSU_21030,0.058697297,yonP,unknown,No COG category,yonP->yonN,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21030
BSU_20730,0.058581283000000005,yopX,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20730
BSU_20740,0.058084466,yopW,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20740
new_2263262_2263488,0.057578346,S806,intergenic region,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2263262_2263488
BSU_21360,0.057450639000000005,yomH,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21360
BSU_21380,0.056376882,yomF,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21380
BSU_20320,0.054679233,yorN,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20320
BSU_20310,0.054529673,yorO,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20310
BSU_20450,0.054464221,yorA,unknown,Cell wall/membrane/envelope biogenesis,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20450
BSU_19820,0.054050708,sprB,recombination directionality factor for the excision of the [SW|SP-beta prophage],No COG category,"yosX->sprB, sprB","SigK,SigA,SigE,CsoR",True,True,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19820
new_2262268_2262436,0.053602787000000006,S805,intergenic region,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2262268_2262436
BSU_21350,0.05349389500000001,cwlP,cell wall hydrolase,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21350
BSU_21400,0.051585425000000004,yomD,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21400
BSU_20010,0.050477621,yosT,unknown,"Replication, recombination and repair",,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20010
BSU_21390,0.049481197000000005,yomE,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21390
new_2202717_2202804_c,0.048376205000000005,S780,intergenic region,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2202717_2202804_c
BSU_21370,0.043007372,yomG,unknown,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21370
BSU_35770,0.042908956000000005,tagC,unknown,Function unknown,tagC,LexA,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35770
BSU_21410,0.041232679,blyA,N-acetylmuramoyl-L-alanine amidase,Cell wall/membrane/envelope biogenesis,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21410
BSU_20750,0.040470227000000004,yopV,unknown,No COG category,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20750
BSU_21420,0.039842204,bhlA,holin-like protein,Function unknown,,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21420
BSU_20980,0.038659189000000004,yonV,unknown,Function unknown,yonT->yonV,,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20980
BSU_20430,0.037325809,yorC,unknown,No COG category,yorB->yorC,LexA,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20430
