,A,Lrp
abx_mega__h2o-1b__1,-0.1775930982,-0.34293042830000003
abx_mega__ery_h2o__1,-0.5001707998,-1.3940862034000001
abx_mega__bacit_h2o__1,2.4200712239,-0.1138610196
abx_mega__chl_h2o__2,0.2331060848,-1.2410966374
abx_mega__str_h2o__2,0.5849710656,0.2088463545
abx_mega__rfp_ethanol__2,3.1698790187,0.0064241946000000005
abx_mega__polmyx_h2o__2,-0.5116341641000001,-0.37709018990000004
abx_mega__tric_h2o__1,-0.23465192640000002,0.6017321859
abx_mega__cip_naoh__2,-0.9293936579000001,-0.6170299069
abx_mega__novo_h2o__3,3.2933610233,-0.6903743882000001
abx_mega__bacit_dmso__1,-0.9309051384,-0.0542605311
abx_mega__gen_h2o__1,3.0872016184,0.5402471191
abx_mega__bacit_dmso__2,-0.2682109489,0.3040365601
abx_mega__chl_dmso__1,-1.8163610272000001,0.5055827363000001
abx_mega__bacit_h2o__2,-0.2548787773,-0.0160126656
abx_mega__lvx_dmso__1,2.2303022617,-0.1464043041
abx_mega__bacit_h2o__3,1.9420882138,0.030627857100000003
abx_mega__nor_naoh__2,-0.5909676223,-0.3171028179
abx_mega__amyc-d_dmso__2,-3.9463431879,0.0735011207
abx_mega__polmyx_h2o__3,1.2276970071,0.2066967292
abx_mega__naoh-6__1,0.3149614644,-0.3304220725
abx_mega__cst_h2o__2,-1.3856098853,-0.0316981053
abx_mega__h2o-1b__2,0.6468380813,-0.6171215938
abx_mega__rfp_h2o__1,-3.1629823191,0.6950883019
abx_mega__tet_h2o__1,-0.32163765990000004,-0.3530000016
abx_mega__flavo_dmso__1,1.8550994292,0.1148364345
abx_mega__zeocin_h2o__1,0.852132768,-0.2500778275
abx_mega__nor_naoh__3,-0.6517949964,-0.4613391028
abx_mega__rach_dmso__2,2.2060865223,-1.0513303845
abx_mega__thio_dmso__2,-1.4415036186,-0.7931882752
abx_mega__amyc-d_dmso__3,-2.4868110774,-0.1425223824
abx_mega__rif_dmso__2,-4.1356667144,0.006394704
abx_mega__amyc-d_dmso__4,-2.9936876997,-0.3398703041
abx_mega__teix_dmso__3,0.6293481526,-0.47042315490000003
abx_mega__valin_dmso__1,-1.2849301683,-0.09956550460000001
abx_mega__teix_dmso__4,0.2745413064,-0.2956049244
abx_mega__ethanol-10__1,0.11061627210000001,-0.1173161499
abx_mega__inh_h2o__1,1.6125040312,-0.6826879939
abx_mega__rif_dmso__3,-0.8670598539000001,0.8572120805000001
abx_mega__van_dmso__3,-4.1444289714,-0.1312239978
abx_mega__doxo_dmso__1,2.5743529566000003,-0.054202918
abx_mega__tmp_dmso__1,-0.17859191530000001,-0.7687571366
abx_mega__ethanol-10__2,1.0890053367,-0.2830325331
abx_mega__tmp_dmso__2,0.0813231761,-0.7246961160000001
abx_mega__amyc-d_dmso__5,-2.4175090637,-0.3809499105
abx_mega__novo_h2o__4,2.4685856872,-0.540200283
abx_mega__cro_h2o__2,2.3661790116,-1.1092440873
abx_mega__cro_h2o__3,1.9658594472000002,-0.7686285168
abx_mega__gen_h2o__2,1.5623733450000001,0.7548364243
abx_mega__phos_h2o__4,1.2467642834000001,0.3043680612
abx_mega__metro_dmso__2,-1.945315125,-0.0052407457000000005
abx_mega__ery_h2o__2,-0.5312766867000001,-0.7428466618
abx_mega__sacet_h2o__1,-1.0561133987,1.0942464863
abx_mega__nal_naoh__5,-0.11771383240000001,-0.6480018334000001
abx_mega__bacit_h2o__4,-0.2132357504,0.16226913340000002
abx_mega__cip_naoh__3,2.6066659657,-0.0022205892
abx_mega__ethanol-8__1,1.2018534148,-0.12551559210000002
abx_mega__h2o-8a__1,1.145310322,0.3114165841
abx_mega__ery_h2o__3,-0.831706303,-1.3817991191
abx_mega__flavo_dmso__2,2.5948065598,-1.1118241244
abx_mega__rif_dmso__4,-1.6355833646,0.640189754
abx_mega__novo_h2o__5,6.2192135544,-0.7973720779
abx_mega__teix_dmso__5,1.3743306665000001,-0.131505318
abx_mega__naoh-2__1,0.43514070450000003,-0.029839515100000002
abx_mega__novo_h2o__6,4.7243637645,-0.5520812733
abx_mega__ctx_h2o__3,3.2058062783,-1.1904583361
abx_mega__rach_dmso__3,2.2884711666,-1.2247114862
abx_mega__valin_dmso__2,-1.5088054513,-0.6554227122
abx_mega__amyc-d_dmso__6,-1.7877842343,0.112860213
abx_mega__dox_dmso__2,-3.1667288924,-0.2555514143
abx_mega__teix_dmso__6,1.5975294776,-0.36691297110000004
abx_mega__naoh-6__2,-0.42450560860000003,-0.420226284
abx_mega__inh_h2o__2,0.5104149484,0.7527320062
abx_mega__chl_h2o__3,0.4032869127,-0.9402117607
abx_mega__nal_naoh__6,-0.45388933400000003,-0.5371144676
abx_mega__chl_dmso__2,-1.8095774896,0.4701902592
abx_mega__rach_dmso__4,2.3651356144,-0.6315143039000001
abx_mega__teix_dmso__7,1.1057332303,-0.2751275436
abx_mega__ceru_ethanol__1,-0.4142231088,0.6643574967
abx_mega__dmso-7__1,1.6758795063,-0.11426782910000001
abx_mega__naoh-6__3,-0.4010711495,-0.2327240486
abx_mega__phos_ethanol__2,1.2466250863,-0.0136205634
abx_mega__metro_dmso__3,-1.2607725069,-0.0143279424
abx_mega__van_dmso__4,-2.8621494714,-0.4265849803
abx_mega__h2o-10__1,0.9433756230000001,-0.12238592690000001
abx_mega__h2o-10__2,0.4420807832,-0.4323012848
abx_mega__dmso-6__3,-2.0580300849,-0.1953700162
abx_mega__mem_dmso__1,2.4424596643,-0.9469480016
abx_mega__ethanol-8__2,0.447249037,0.002914251
abx_mega__chl_h2o__4,0.19772542070000002,-1.1470755588000001
abx_mega__van_h2o__1,0.8610214579000001,0.1187652569
abx_mega__dcs_h2o__1,1.9729748472000002,-0.2439474482
abx_mega__rif_dmso__5,-1.907571241,0.29047002990000004
abx_mega__dox_dmso__3,-0.1918681808,0.1364750897
abx_mega__mem_dmso__2,1.0077386002,-0.3048284202
abx_mega__lvx_dmso__2,1.0129358122,0.019654539800000002
abx_mega__tet_h2o__2,0.7860162319,0.1780957111
abx_mega__phos_h2o__5,1.2926475226,0.3145588501
abx_mega__monac_dmso__1,-2.1180425067,-0.9276745121000001
abx_mega__str_h2o__3,0.7735907914,-0.39861814560000003
abx_mega__zeocin_h2o__2,-2.3711467922000002,0.056742547500000004
abx_mega__amyc-d_dmso__7,-0.6697951388000001,0.6384176439
abx_mega__fidax_dmso__1,-0.09912206200000001,-0.37358413220000003
abx_mega__h2o-1a__1,0.1482832101,0.0350729692
abx_mega__dox_dmso__4,-2.4448583919,-0.051431211000000004
abx_mega__lzd_dmso__2,-0.46111245780000004,-1.2166543236
abx_mega__tet_h2o__3,-0.7992995463,-0.3215499277
abx_mega__dmso-1__2,2.1347847213,0.3299482991
abx_mega__sxt_dmso__2,1.6676616452,-0.28807557030000003
abx_mega__tric_ethanol__2,-0.5785670136000001,0.2692794305
abx_mega__teix_dmso__8,1.6415689639000002,-0.7486968028000001
abx_mega__ramo_h2o__2,0.7833867071,-0.0210983501
abx_mega__inh_h2o__3,1.8574106429000001,-0.5458369436
abx_mega__cst_h2o__3,0.2606912624,-0.3835409524
abx_mega__dmso-9__1,0.8862396674,0.3506674218
abx_mega__ethanol-8__3,-0.8637542015,-0.6297088756
abx_mega__monac_dmso__2,-2.1876682228,-1.3265809069
abx_mega__dmso-9__2,0.1434653371,0.1108876813
abx_mega__metro_dmso__4,-3.1584945674,0.1697071355
abx_mega__ctx_h2o__4,3.6172114026,-1.246551192
abx_mega__zeocin_h2o__3,-1.7678726578,-0.34987695900000004
abx_mega__bacit_h2o__5,-3.1994040516,0.0145102877
abx_mega__reta_dmso__1,-1.4022613041,-0.6059322526
abx_mega__ery_h2o__4,-0.9577242598000001,-0.3885027585
abx_mega__ceru_ethanol__2,-1.8219583438,1.1233531932
abx_mega__fidax_dmso__2,0.2510535024,-0.2802503778
abx_mega__novo_dmso__1,4.2985113969,-0.023295202600000002
abx_mega__naoh-6__4,-1.2763160879,-0.3604413776
abx_mega__amyc-d_dmso__8,-2.6014212839,0.0018304158
abx_mega__chl_dmso__3,-1.8975639103000002,0.4203566293
abx_mega__nal_naoh__7,1.2564721666,0.2068159725
abx_mega__teix_dmso__9,2.2598915298,-0.2592672699
abx_mega__ery_dmso__3,-1.0589358335,0.0646919346
abx_mega__tmp_dmso__3,-0.5429684638,-0.5511534317
abx_mega__sxt_dmso__3,2.0589990805,-1.3425010601
abx_mega__polmyx_h2o__4,1.3018958677999999,-0.1645402147
abx_mega__mem_dmso__3,0.6079317208,0.23373750910000002
abx_mega__nal_naoh__8,2.4596472384,-0.2569550157
abx_mega__pen_h2o__3,0.1345874659,-0.3884985985
abx_mega__van_dmso__5,-3.0614965411,-0.39132502220000004
abx_mega__zeocin_h2o__4,-3.0570959191,-0.1433358172
abx_mega__h2o-6__2,-0.1433385861,-0.3492613463
abx_mega__tet_h2o__4,-0.31382377240000003,-0.4805136981
abx_mega__nor_naoh__4,0.8472464252,-0.0382213312
abx_mega__cip_naoh__4,-0.7481820058,-0.19062629790000002
abx_mega__tmp_dmso__4,-0.3549452813,-0.9923129726000001
abx_mega__reta_dmso__2,-1.0027101065,-1.1978806765
abx_mega__mem_dmso__4,2.7216936303,-1.2296074036
abx_mega__dox_dmso__5,-0.5478493968,-0.2609255541
abx_mega__tmp_dmso__5,1.8776011380000002,0.1382815033
abx_mega__flavo_dmso__3,2.2970569348,-1.1288095984
abx_mega__tmp_dmso__6,1.8656794343,-0.0968763669
abx_mega__ceru_ethanol__3,-3.2130213637000002,1.3514066959
abx_mega__teix_dmso__10,0.5187649174,-0.3001855255
abx_mega__novo_h2o__7,2.6085191839,-0.5243987399
abx_mega__fidax_dmso__3,-0.2892868934,-0.1150153483
abx_mega__h2o-1a__2,-0.4278647245,-0.07257280540000001
abx_mega__dcs_h2o__2,2.2310107624,0.1884515094
abx_mega__cst_h2o__4,0.7107901727,0.0453331235
abx_mega__van_h2o__2,1.3272503841,-0.09842411420000001
abx_mega__pen_h2o__4,2.276139019,0.24722371440000002
abx_mega__h2o-8b__2,0.47855333310000003,-0.6113486443
abx_mega__reta_dmso__3,-0.39695190490000004,-1.8427485194000002
abx_mega__dmso-7__2,1.0195289404,-0.5283278353
abx_mega__rfp_h2o__2,-3.459613229,0.7334317926
abx_mega__rif_dmso__6,-3.1308293827,0.7004463726
abx_mega__sxt_dmso__4,1.9485940563000002,-1.0151817803
abx_mega__cip_naoh__5,-0.0192718281,-0.45126933610000003
abx_mega__dmso-9__3,1.6159286256,-0.07345373570000001
abx_mega__mem_dmso__5,1.3434076471,-0.9380478321000001
abx_mega__tric_h2o__2,1.1889170211,0.5439119556
abx_mega__phos_h2o__6,-0.0473877314,-0.449144341
abx_mega__h2o-7__2,2.2856860048,-0.6661382221000001
abx_mega__h2o-10__3,0.7284530019000001,-0.32197152570000004
abx_mega__h2o-8a__2,0.6768689288,0.022786968
abx_mega__thio_dmso__3,0.06422316310000001,-1.7524899039
abx_mega__lzd_dmso__3,-0.1795370191,-0.7808843017
abx_mega__monac_dmso__3,-2.13501057,-0.6831227980000001
abx_mega__polmyx_h2o__5,2.133868876,0.132364221
abx_mega__naoh-6__5,-0.43632989390000004,0.0795132088
abx_mega__teix_dmso__11,-0.1492614115,-0.2416617654
abx_mega__van_h2o__3,1.7556195247000002,-0.3939807125
abx_mega__teix_dmso__12,2.9214388149,-0.0166894146
abx_mega__dox_dmso__6,-0.1702543496,0.4410446831
abx_mega__teix_dmso__13,1.6610597606000002,-0.4857856264
abx_mega__h2o-7__3,1.3768482721,-0.2926716673
abx_mega__str_h2o__4,1.8377182837000001,-0.414689593
abx_mega__tec_h2o__3,1.9690461141000002,-0.1394933653
abx_mega__phos_h2o__7,-0.4499820567,-0.2548379263
abx_mega__chl_h2o__5,0.8588133244,-1.2663900647
abx_mega__polmyx_h2o__6,0.9501508035,-0.051896065400000004
abx_mega__teix_dmso__14,0.2314186813,-0.4053599198
abx_mega__rif_dmso__7,-2.1792033937,0.2661172377
abx_mega__ramo_h2o__3,0.9225079916000001,0.4737817862
abx_mega__fidax_dmso__4,-0.0217607106,-0.0426756655
abx_mega__teix_dmso__15,1.8261817856,-0.0461619439
abx_mega__thio_dmso__4,-0.1452703109,-1.4318992467
abx_mega__rif_dmso__8,-3.4627739628,0.48518683640000004
abx_mega__reta_dmso__4,-0.37378658270000004,-1.5749720131
abx_mega__inh_h2o__4,-0.0590344483,0.8546066088000001
abx_mega__novo_dmso__2,5.0617089442,0.3512429461
abx_mega__dcs_h2o__3,2.3773586404,-0.190275372
abx_mega__h2o-8b__3,1.5553049294,0.1728443197
abx_mega__valin_dmso__3,1.0583244445,-0.138096181
abx_mega__h2o-2__1,2.3302789194,0.4218486569
abx_mega__cro_h2o__4,-0.2509437742,-0.3849114842
abx_mega__dcs_h2o__4,2.0764566096,-0.1791597613
abx_mega__str_h2o__5,0.8881501334,-0.26056235240000003
abx_mega__h2o-8a__3,0.6038182577,-0.1437478389
abx_mega__dox_dmso__7,-2.13081221,-0.2333518565
abx_mega__doxo_dmso__2,2.4496982492,0.0258742196
abx_mega__teix_dmso__16,2.7520308838,-0.7362721111
abx_mega__rfp_h2o__3,-3.6799227852,0.6059943318000001
abx_mega__ethanol-10__3,0.1539951382,-0.6086756616
abx_mega__naoh-2__2,-0.6833605977,0.3098668676
abx_mega__van_h2o__4,-0.0293531326,0.2619208373
abx_mega__sacet_h2o__2,-0.9877870839,0.7438208052
abx_mega__monac_dmso__4,-1.9108810702999999,-1.254178781
abx_mega__h2o-2__2,1.2365117331,0.7114052618000001
abx_mega__zeocin_h2o__5,1.9628408018,-0.4195899943
abx_mega__nor_naoh__5,2.3448220893,0.0625840782
abx_mega__naoh-9__2,1.6285599496,0.31114129620000003
abx_mega__dmso-7__3,1.7929462406,-0.606447562
abx_mega__van_h2o__5,0.9180922115000001,0.0006027872
abx_mega__flavo_dmso__4,2.4880767947,-0.8728391425
abx_mega__novo_dmso__3,4.5277341715,-0.2541510046
abx_mega__polmyx_h2o__7,1.1200222298,-0.1927526698
abx_mega__teix_dmso__17,1.3673662758,-0.3846550843
abx_mega__doxo_dmso__3,1.3372655828,-0.3039811518
abx_mega__mem_dmso__6,0.8584241260000001,0.33579434900000005
abx_mega__h2o-1a__3,0.2795815144,0.037499836200000004
abx_mega__bacit_dmso__3,-2.8726722351,-0.0296489887
abx_mega__dox_dmso__8,2.3945014838,0.1480063252
abx_mega__teix_dmso__18,0.2806100099,-0.1614010891
abx_mega__h2o-6__3,-0.9544051694000001,-0.1738932343
abx_mega__pen_h2o__5,-0.15950761230000002,-0.0055406214
abx_mega__lzd_dmso__4,-0.9862875866,-0.7598699923000001
abx_mega__daro__1,2.9054472752000002,-0.09124201550000001
abx_mega__solv__1,0.5382887356,-0.3740258319
abx_mega__daro__2,2.2726602873,0.11520709800000001
abx_mega__daro__3,1.280412107,0.7498074232
abx_mega__solv__2,1.8832467422999999,-0.9806897791
abx_mega__solv__3,1.5976037716,0.5147828210000001
abx_mega__dmso-4__1,-3.3759694193,0.3275815133
abx_mega__kirr_dmso__1,-1.1400974421,-1.0500605999000001
abx_mega__kirr_dmso__2,-0.349917554,-0.9662807781
abx_mega__kirr_dmso__3,-1.5632345650000001,-0.9825302939
abx_mega__dmso-4__2,-3.1879067618,0.1640594779
abx_mega__dmso-4__3,-2.8881748741,0.5679706736
ackA_pta__dnaA46_del_ackA__1,-3.6815823347,0.1318054724
ackA_pta__dnaA46_del_ackA__2,-3.2975302869,0.7003417759
ackA_pta__dnaA46_del_ackA__3,-2.4296228004,-0.2455260877
ackA_pta__dnaA46_del_pta__1,-4.2540734316,2.0385985913
ackA_pta__dnaA46_del_pta__2,-3.6979241472,-0.5387969556000001
ackA_pta__dnaA46_del_pta__3,-2.8155421808,0.9705689979000001
ackA_pta__dnaA46__1,-0.7222444477000001,0.0802442713
ackA_pta__dnaA46__2,-0.7354798145,-0.7486640335
ackA_pta__dnaA46__3,-0.8492900611,0.1620603854
ackA_pta__del_ackA__1,-1.883306052,0.5945007492000001
ackA_pta__del_ackA__2,-3.929997301,1.7935056299999999
ackA_pta__del_ackA__3,-2.9978671267,0.41204326290000004
ackA_pta__del_pta__1,-3.1130845033,-1.3091878919
ackA_pta__del_pta__2,-4.0647336022,-0.5331449656
ackA_pta__del_pta__3,-2.5070487706,0.4502374763
ackA_pta__wt__1,1.0863153197,0.2030546736
ackA_pta__wt__2,-0.590607263,-0.0387414767
ackA_pta__wt__3,-0.4957080568,-0.1643131968
anticancer__5fu__1,-1.8565572702000002,-1.2326124077
anticancer__5fu__2,-1.9233634118,-1.2490138968
anticancer__cap__1,-1.6605038917,0.1730747245
anticancer__cap__2,-1.4977271355,-0.0746963563
anticancer__cap__3,-1.6692369024,0.0034822253
anticancer__wt__1,-0.0492447395,0.22069315280000001
anticancer__wt__2,-0.4329722314,-0.0095419927
anticancer__wt__3,0.48221697090000004,-0.21115116020000002
anticancer__5fu__3,-2.6145440975,-1.9134049957
bio_pln__aero_pln__1,-0.185562424,0.0335029809
bio_pln__aero_pln__2,0.185562424,-0.0335029809
bio_pln__anaero_pln__1,0.2930456842,0.1049804198
bio_pln__anaero_pln__2,1.2935681509,0.2032124056
biocide__bzcl_12h__1,-0.0833343487,-0.0080513688
biocide__bzcl_12h__2,-2.7778155843,0.0644300731
biocide__bzcl_12h__3,-0.3736285556,0.12088345860000001
biocide__etoh_12h__1,-1.3175838716000001,-0.1062279879
biocide__etoh_12h__2,-1.4771442075,-0.2031058158
biocide__etoh_12h__3,-1.1929825295,-0.0709061641
biocide__gluald_12h__1,-1.3987455992,-0.0665457411
biocide__gluald_12h__2,-0.990899543,-0.0007034072
biocide__gluald_12h__3,-0.8441089822000001,0.0020996012
biocide__h2o2_12h__1,-0.8302332060000001,-0.0155269367
biocide__h2o2_12h__2,-0.8919011282,0.1128622521
biocide__h2o2_12h__3,-1.0472990386,0.1665842813
biocide__2ppoh_12h__1,-1.6295573677,-0.2664017912
biocide__2ppoh_12h__2,-1.0727726946,-0.2109745208
biocide__2ppoh_12h__3,-1.6390070474,-0.22460965230000002
biocide__paa_12h__1,-0.0099671935,-0.0771626901
biocide__paa_12h__2,0.09905142330000001,0.08632951650000001
biocide__paa_12h__3,-0.6994378534,-0.126444298
biocide__phe_12h__1,-1.2143065263,-0.1158473165
biocide__phe_12h__2,-1.0584330926,0.0191352529
biocide__phe_12h__3,-1.0933979884,-0.0371432234
biocide__pvp-i_12h__1,-2.0984690808,0.054675759500000004
biocide__pvp-i_12h__2,0.2516841626,0.21173583640000002
biocide__pvp-i_12h__3,-1.4135604545,0.1110058579
biocide__bleach_12h__1,-1.3754247471,0.3109585009
biocide__bleach_12h__2,-0.7802693131,0.2506234194
biocide__bleach_12h__3,-1.1789879709,0.25477341870000003
biocide__chx_12h__1,-1.8052002893,0.1531974452
biocide__chx_12h__2,-2.6899621217,0.0392158831
biocide__chx_12h__3,-2.9042685482,0.1005570553
biocide__bzcl_30m__1,-1.487600048,0.0151164533
biocide__bzcl_30m__2,-1.2720202882,0.0040793871
biocide__bzcl_30m__3,-1.5280405526,0.0883225602
biocide__phe_30m__1,0.28705804220000003,-0.1386931696
biocide__phe_30m__2,-0.2812870635,0.0675524992
biocide__phe_30m__3,-0.576570164,-0.0020459505
biocide__pvp-i_30m__1,-1.2060914795,0.063821397
biocide__pvp-i_30m__2,-1.1287910909,0.197685151
biocide__pvp-i_30m__3,-0.9003888373000001,0.1206699514
biocide__ctrl_12h__1,-1.1006981191,-0.0333952922
biocide__ctrl_12h__2,-0.6768064962,-0.0209348601
biocide__ctrl_12h__3,-0.5619799781,-0.0716951635
biocide__ctrl_30m__1,-0.019728966,0.0422292131
biocide__ctrl_30m__2,0.1911250518,-0.11725373060000001
biocide__ctrl_30m__3,-0.17139608580000001,0.0750245174
clpP__wt__1,-0.1573760875,0.0122314794
clpP__wt_DPTA__1,1.4355580525,0.1736293333
clpP__wt__2,0.252007503,-0.15116447330000002
clpP__wt_DPTA__2,1.6735791009,-0.1504876271
clpP__wt__3,-0.09463141550000001,0.1389329939
clpP__wt_DPTA__3,2.083342495,0.12728579710000001
clpP__delclpP__1,0.8628286983000001,-0.5887436472
clpP__delclpP_DPTA__1,2.0563511935,-1.0477778826
clpP__delclpP__2,0.37650322270000003,-0.2980172455
clpP__delclpP_DPTA__2,3.1808014112,-0.7177195671000001
clpP__delclpP__3,-0.2051317558,-0.3662768038
clpP__delclpP_DPTA__3,2.3880514263,-0.8770339465
colombos2__delydcR__1,-0.6430816149,0.2255761554
colombos2__delydcR__2,-1.6326822721,0.042380336500000004
colombos2__delydcR__3,0.4326330776,0.1892495313
colombos2__delyjiR__1,-0.367839876,-0.1261050642
colombos2__delyjiR__2,0.8820272014,0.3192092715
colombos2__delyjiR__3,2.2630481128,0.2518692652
colombos2__wt__1,-0.5906344947000001,0.1797253976
colombos2__wt__2,-0.41014147160000003,-0.15986060600000002
colombos2__wt__3,1.0007759663,-0.0198647915
crp_k100__ar1_ar2__1,-5.2794358769,-0.1935429712
crp_k100__ar1_ar2__2,-4.1018511548,-0.4326962656
crp_k100__ar1_ar2__3,-1.9996895933,-0.7887569105000001
crp_k100__wt__1,0.38825783690000004,-0.1015623957
crp_k100__wt__2,-0.6651498687,0.1474387901
crp_k100__wt__3,0.2768920318,-0.0458763944
crp_k100__K100Q__1,-2.7185582686,0.0803713733
crp_k100__K100Q__2,-1.3495384122,-0.5119062306000001
crp_k100__K100R__1,-1.75013137,-0.27927356670000003
crp_k100__K100R__2,0.8439321047,0.5730225613000001
crp_k100__K100R__3,-1.1280407765,-0.056026278500000005
csrA__wt_t00__1,-0.111845471,-0.2905834849
csrA__wt_t02_30__1,-2.3717941727,-0.6611264554
csrA__wt_t05__1,-2.5817004968,-0.2095237177
csrA__wt_t10__1,-2.859472588,0.0465741016
csrA__wt_t15__1,-2.9509319008,-0.7236823919
csrA__delcsrA_t00__1,-1.5479720213000001,0.1719548514
csrA__delcsrA_t02_30__1,-4.1320921982,-0.23326898840000002
csrA__delcsrA_t05__1,-3.9791978343,0.10945514790000001
csrA__delcsrA_t10__1,-3.5108358401,-0.285329066
csrA__delcsrA_t15__1,-3.2405243265,-1.1495040079
csrA__wt_t00__2,0.111845471,0.2905834849
csrA__wt_t02_30__2,-1.5462224304999999,-0.1688397944
csrA__wt_t05__2,-1.7948416757999999,0.32704139520000003
csrA__wt_t10__2,-2.3066795995,0.6150573044000001
csrA__wt_t15__2,-2.7280926734,-0.1656765504
csrA__delcsrA_t00__2,-1.5817912439000001,0.0341793597
csrA__delcsrA_t02_30__2,-3.4837308944,-0.6421622917
csrA__delcsrA_t05__2,-4.7413683097,-0.255628209
csrA__delcsrA_t10__2,-2.2685751455,-0.2651201521
csrA__delcsrA_t15__2,-1.8041352018999999,-0.8207078284
cstr_pfr__str_0005m__1,0.42100216960000003,-0.3445434606
cstr_pfr__str_0010m__1,-0.2923831671,-0.7996104551000001
cstr_pfr__str_0025m__1,0.138937468,-0.3452099892
cstr_pfr__str_0045m__1,0.8139318612,-0.2855231078
cstr_pfr__str_0075m__1,0.2534502252,-0.2563410183
cstr_pfr__str_0120m__1,0.5834643361,-0.1994761578
