,A,ColR
Aromatic:Glucose:2.0,0.1337795773424537,0.1033254663333336
Aromatic:Glucose:3.0,0.0119107419753098,0.0393633313333339
Bioreactor1:24h:1.0,-0.8006458489577044,-0.2179552970000005
Bioreactor1:24h:2.0,0.8006458492441368,0.2179552969999996
Bioreactor2:S_0min:1.0,0.0043104542132412,-0.142921113999999
Bioreactor2:S_15min:1.0,-0.1062933394833986,0.1699637230000004
Bioreactor2:P1_15min:1.0,-0.4994720014309376,0.095124558000001
Bioreactor2:P3_15min:1.0,-0.9290069939700246,0.1897966670000004
Bioreactor2:P5_15min:1.0,-1.321662322973673,0.0650918370000006
Bioreactor2:S_1h:1.0,-0.8280082897572829,0.2032031440000006
Bioreactor2:S_3h:1.0,-1.2231243335238555,0.3114372830000009
Bioreactor2:S_9h:1.0,-1.7336697120963045,0.4235736290000007
Bioreactor2:S_25h:1.0,-0.8601673844940297,0.4526269990000005
Bioreactor2:P1_25h:1.0,-1.4588671185492348,0.0832151020000004
Bioreactor2:P3_25h:1.0,-2.0164807100414657,0.6754808180000005
Bioreactor2:P5_25h:1.0,-2.525418989181483,0.2912073520000007
Bioreactor2:S_0min:2.0,-0.4058762516794382,0.211075537000001
Bioreactor2:S_15min:2.0,-1.713619923885459,-0.0454285239999991
Bioreactor2:P1_15min:2.0,-0.88017363380045,-0.1984361259999989
Bioreactor2:P3_15min:2.0,-1.63556674462741,0.5506058340000006
Bioreactor2:P5_15min:2.0,-0.9964019494951624,0.0481699680000007
Bioreactor2:S_1h:2.0,-0.6620857822125218,-0.2039589909999994
Bioreactor2:S_3h:2.0,-0.8157579558348651,0.1782929670000008
Bioreactor2:S_9h:2.0,-1.129249649586191,0.346547590000001
Bioreactor2:S_25h:2.0,-2.1688944671505426,0.1451756410000007
Bioreactor2:P1_25h:2.0,-2.090157216794843,-0.013163583999999
Bioreactor2:P3_25h:2.0,-2.198453914815781,0.0458972650000006
Bioreactor2:P5_25h:2.0,-2.0557281536025456,0.2396634140000006
Bioreactor2:S_0min:3.0,0.4015657980103727,-0.0681544229999993
Bioreactor2:S_15min:3.0,-0.1904998545254239,0.2017202260000008
Bioreactor2:P1_15min:3.0,0.1865247548406135,-0.4289760709999992
Bioreactor2:P3_15min:3.0,-1.151288210178023,0.2133884410000011
Bioreactor2:P5_15min:3.0,-0.8379484395060118,0.1886728680000011
Bioreactor2:S_1h:3.0,-1.0582309771963014,0.265418748000001
Bioreactor2:S_3h:3.0,-0.3802953886135588,0.250036821000001
Bioreactor2:S_9h:3.0,-0.5794572644409325,0.2665699680000006
Bioreactor2:S_25h:3.0,-0.779414816193695,-0.1249612829999993
Bioreactor2:P1_25h:3.0,-2.050198090579061,0.4596060010000009
Bioreactor2:P3_25h:3.0,-1.786380508998251,0.0797138710000009
Bioreactor2:P5_25h:3.0,-1.4580062415474788,0.0941225790000004
Carbon:Citrate:1.0,2.165756229447855,0.0460318389999994
Carbon:Citrate:2.0,0.8436627111956231,0.5696576099999993
Carbon:Citrate:3.0,3.263112893183224,-0.0106316270000004
Carbon:Ferulate:1.0,3.097457613445888,0.0875556119999991
Carbon:Ferulate:2.0,2.5460134367444245,0.1476197379999995
Carbon:Ferulate:3.0,0.2955218464062085,0.2453427989999994
Carbon:Glucose:1.0,-0.1809203601325074,-0.0303433750000001
Carbon:Glucose:2.0,0.1809203610498741,0.0303433749999992
Carbon:Serine:1.0,-0.4021486220938349,0.2108837049999996
Carbon:Serine:2.0,0.360015908873687,0.5597382129999993
Carbon:Serine:3.0,-0.2175857596359005,-0.3773680250000009
Carbon2:Glucose:1.0,-0.3358832807305457,0.0679272993333333
Carbon2:Glucose:2.0,0.086363856690018,0.0121720513333336
Carbon2:Glucose:3.0,0.2495194230896097,-0.0800993506666669
Carbon2:Coumarate:1.0,-0.0854336072500835,0.3234461853333332
Carbon2:Coumarate:2.0,-0.8502282771679236,0.146990343333333
Carbon2:Coumarate:3.0,-0.5080283316083198,0.3590743263333333
Crc:Control:1.0,-0.2485923035368274,-0.1021204004999996
Crc:Control:2.0,0.2485923038113658,0.1021204005000004
Crc:Del_crc:1.0,4.244116122289039,-0.2729885095000002
Crc:Del_crc:2.0,0.5857681629998513,-0.3273633594999996
Crc:Del_crcZ_crcY:1.0,0.5902544779758616,0.1991910434999999
Crc:Del_crcZ_crcY:2.0,2.4498002915903125,0.4367868305
FinR:Control:1.0,-0.0078365586082989,0.1652573066666667
FinR:Control:2.0,-0.7218945107279261,-0.0412202553333331
FinR:Control:3.0,0.7297310700390502,-0.1240370513333326
FinR:Del_finR:1.0,0.7388227597115317,-0.2366980673333332
FinR:Del_finR:2.0,-0.2470726733727276,-0.2684331283333332
FinR:Del_finR:3.0,-1.3295856808829778,-0.2980710723333333
FleQ:Del_fleQ:1.0,0.5123283311364183,-0.1343056429999993
FleQ:Del_fleQ:2.0,-0.4916988221987067,-0.0997943909999996
FleQ:Del_fleQ:3.0,-0.2992688513321532,0.0284113680000004
FleQ:OE_wspR:1.0,0.7285065871306443,0.1312274360000005
FleQ:OE_wspR:2.0,0.2350180054702793,0.0327726340000005
FleQ:Control:1.0,0.7314218408347449,-0.1240359509999997
FleQ:OE_wspR:3.0,0.0106697745939054,-0.1121340969999993
FleQ:Control:2.0,-0.0170420562285837,0.1652569060000006
FleQ:Control:3.0,-0.7143797837962486,-0.0412209549999991
Fuel:Butanol:1.0,-3.761890290560315,-1.3221554595000002
Fuel:Butanol:2.0,-3.650592882854157,-1.3697606065
Fuel:Control:1.0,-0.3019279388554632,0.0223238664999998
Fuel:Control:2.0,0.301927938250861,-0.0223238664999998
Fuel:Isopentanol:1.0,1.0226242988959249,-2.4050530055
Fuel:Isopentanol:2.0,-0.998023912792132,-1.8863102615000005
Glycolaldehyde:Glycolaldehyde:1.0,-4.400246769162762,-0.3757710794999997
Glycolaldehyde:Control:1.0,0.7301823129332954,-0.1014577745
Glycolaldehyde:Glycolaldehyde:2.0,-3.648774200275955,-0.7951823364999999
Glycolaldehyde:Control:2.0,-0.7301823126250488,0.1014577745
HNS_protein:Control_ex:1.0,-0.1775193797027979,0.0350065989999999
HNS_protein:Del_turB_ex:1.0,-0.209531658521846,-0.3621443730000004
HNS_protein:Del_turB_ex:2.0,-2.61225441614016,-0.121487214
HNS_protein:WT_pCAR1_ex:1.0,0.2921524969559712,-0.0743469379999997
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,4.036842497055442,0.1345052940000002
HNS_protein:WT_pCAR1_Del_turA_st:1.0,3.458363231772848,-0.2869774190000003
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,4.002781656630553,0.0971775409999997
HNS_protein:WT_pCAR1_Del_turA_st:2.0,3.9686883268191737,-0.1433728780000001
HNS_protein:WT_pCAR1_ex:2.0,-1.4445587287599653,-0.1789522249999997
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,0.884015116392395,-0.0914871140000004
HNS_protein:WT_pCAR1_Del_turB_st:1.0,3.022594261479836,-0.1357734549999998
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,2.468532801549028,-0.115185963
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,2.512019953108728,0.0732198869999996
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,3.7182508555350258,0.0650503119999994
HNS_protein:WT_pCAR1_Del_turB_st:2.0,4.925858413811021,-0.0383606009999999
HNS_protein:Control_ex:2.0,0.1775193806294829,-0.0350065989999999
HNS_protein:WT_Del_turA_ex:1.0,2.280766356160227,-0.3003561330000002
HNS_protein:WT_Del_turA_ex:2.0,1.1002870948648544,-0.9331070300000004
Mobile_gene:2737_exp:1.0,-0.0715629722685364,0.0027329995
Mobile_gene:2737_exp:2.0,-0.1354721043742404,0.0730676285000004
Mobile_gene:2737_exp:3.0,0.5160733374347344,0.0707031315000001
Mobile_gene:2737_exp:4.0,-0.3090382598378774,-0.1465037594999998
Mobile_gene:2737_reg:1.0,-1.9974581941187088,0.0243679455000007
Mobile_gene:2737_reg:2.0,-1.4354261765102927,0.1562149245000004
Mobile_gene:2737_reg:3.0,-1.5780346379453198,-0.0776340754999997
Mobile_gene:2737_reg:4.0,-1.2896147271031533,0.1329666115000005
Mobile_gene:3227_exp:1.0,1.3961720658865744,0.1225353165000004
Mobile_gene:3227_exp:2.0,0.2157842727843467,0.1575288445000007
Mobile_gene:3227_exp:3.0,-0.4288360884385189,-0.1595785594999998
Mobile_gene:3227_exp:4.0,-0.2620660920908644,0.0899267545000004
Mobile_gene:3227_reg:1.0,-1.080247696608464,-0.0039168834999996
Mobile_gene:3227_reg:2.0,-0.7138282765191719,0.0271879745000003
Mobile_gene:3227_reg:3.0,-0.5050604979064793,-0.0275900944999998
Mobile_gene:3227_reg:4.0,-1.0367460210149717,-0.0566065944999998
Mobile_gene:mfsR_exp:1.0,6.371352393156811,-1.2933345224999997
Mobile_gene:mfsR_exp:2.0,5.922052359475651,-2.7725545025
Mobile_gene2:Condition1:1.0,-1.812310374376093,-0.2759009865000008
Mobile_gene2:Condition1:2.0,1.3733404819591968,0.0924396334999997
Mobile_gene2:Condition2:1.0,-1.2311765342050391,0.1855090324999997
Mobile_gene2:Condition2:2.0,1.5252683771527946,0.1835235384999993
Mobile_gene2:Condition2:3.0,-0.1770745134255542,-0.2197144405000006
Mobile_gene2:Condition2:4.0,-0.117017329649652,-0.1493181305000002
Muconate:CJ522_fructose:1.0,-0.7303340353415761,-0.0796362236666672
Muconate:CJ522_fructose:2.0,1.3002093526278635,0.0169504373333335
Muconate:CJ522_fructose:3.0,-0.7610718433834757,0.3952843353333328
Muconate:CJ522_fructose_glucose:1.0,0.0014492400343489,0.2694713823333332
Muconate:CJ522_fructose_glucose:2.0,0.688756661126428,0.4663349833333328
Muconate:CJ522_fructose_glucose:3.0,-0.5048698773847387,0.6525089193333331
Muconate:CJ522_fructose_glucose_gluconate:1.0,0.8331028527246104,0.4608009753333331
Muconate:CJ522_fructose_glucose_gluconate:2.0,0.6730194483724068,0.049151424333333
Muconate:CJ522_fructose_glucose_gluconate:3.0,0.1326196002551478,0.4877460703333334
Muconate:CJ522_glucose_gluconate:1.0,0.2570144978759532,0.6823959943333335
Muconate:CJ522_glucose_gluconate:2.0,1.8918525105881048,1.1147189663333332
Muconate:CJ522_glucose_gluconate:3.0,1.424903087443684,0.7530711423333329
Muconate:CJ522_gluconate:1.0,-1.619867098923022,0.5424285003333331
Muconate:CJ522_gluconate:2.0,-0.4403929574536419,0.7279568453333329
Muconate:CJ522_gluconate:3.0,-2.022362144396982,0.9239588653333328
Muconate:CJ522_glucose:1.0,-0.5975626378428034,1.0637330963333334
Muconate:CJ522_glucose:2.0,-1.719066288447038,1.100338845333333
Muconate:CJ522_glucose:3.0,-1.929838391428493,0.6703870523333331
Muconate:GB032_fructose:1.0,0.1866774422416929,0.610525328333333
Muconate:GB032_fructose:2.0,1.684597050068949,0.1456286703333331
Muconate:GB032_fructose:3.0,1.3285691045803707,0.4354388793333328
Muconate:GB032_fructose_glucose:1.0,-2.099285966977475,0.3654762343333333
Muconate:GB032_fructose_glucose:2.0,-1.917626096986404,0.4497077493333332
Muconate:GB032_fructose_glucose:3.0,-2.00035089954636,0.3848573323333335
Muconate:GB032_fructose_glucose_gluconate:1.0,-0.3490647270564198,0.6714255973333332
Muconate:GB032_fructose_glucose_gluconate:2.0,0.1406177610686765,0.8122050963333329
Muconate:GB032_fructose_glucose_gluconate:3.0,0.8984749784571731,0.1364272883333335
Muconate:GB032_glucose_gluconate:1.0,0.422127308835817,0.8692325263333336
Muconate:GB032_glucose_gluconate:2.0,0.3627458367960569,0.6389558833333329
Muconate:GB032_glucose_gluconate:3.0,-0.9510455207726564,0.5715049963333332
Muconate:GB032_gluconate:1.0,-0.4805134699412362,0.5719905363333329
Muconate:GB032_gluconate:2.0,-0.7309185900986498,1.0510325383333328
Muconate:GB032_gluconate:3.0,0.3045175131463375,1.087818475333333
Muconate:GB032_glucose:1.0,-0.9732505104739944,1.0677961793333337
Muconate:GB032_glucose:2.0,-0.6218287452397954,1.0923720653333335
Muconate:GB032_glucose:3.0,-2.454242383915189,0.9183956073333333
Muconate:GB045_fructose:1.0,-1.024217534455261,0.8404200193333331
Muconate:GB045_fructose:2.0,-0.6131817869906286,0.773972290333333
Muconate:GB045_fructose:3.0,-1.3969787584018156,0.8654099413333336
Muconate:GB045_fructose_glucose:1.0,-2.4344723796263468,1.2622431113333334
Muconate:GB045_fructose_glucose:2.0,-2.768344641156681,1.5512627783333333
Muconate:GB045_fructose_glucose_gluconate:1.0,-2.138019223073743,0.901133718333333
Muconate:GB045_fructose_glucose_gluconate:2.0,-2.858574839668159,1.445898729333333
Muconate:GB045_fructose_glucose_gluconate:3.0,-2.378238173675985,1.112391331333333
Muconate:GB045_glucose_gluconate:1.0,-0.937516778329088,1.1573450493333333
Muconate:GB045_glucose_gluconate:2.0,0.5772565036018045,1.2265225483333335
Muconate:GB045_glucose_gluconate:3.0,-1.847222163785769,1.6235807543333332
Muconate:GB045_gluconate:1.0,-0.99277610345849,0.5747605363333328
Muconate:GB045_gluconate:2.0,-0.6619154751630487,0.9651979883333331
Muconate:GB045_gluconate:3.0,-0.4751317318163864,1.0395147593333336
Muconate:GB045_glucose:1.0,-2.3007227512490074,0.5553052603333333
Muconate:GB045_glucose:2.0,-0.8130348422710039,0.7931315923333333
Muconate:GB045_glucose:3.0,-3.008451040979613,1.3397672813333328
Muconate:GB062_fructose:1.0,0.6371120649694824,0.276727692333333
Muconate:GB062_fructose:2.0,0.2171742857612053,0.3221086443333334
Muconate:GB062_fructose:3.0,-0.9422763760330566,0.6799940273333336
Muconate:GB062_fructose_glucose:1.0,-1.1143543831894986,0.6301460153333336
Muconate:GB062_fructose_glucose:2.0,0.880530539868313,0.1283811963333327
Muconate:GB062_fructose_glucose:3.0,1.0973414264933432,0.4785718843333333
Muconate:GB062_fructose_glucose_gluconate:1.0,0.0592913595365635,0.3319239833333327
Muconate:GB062_fructose_glucose_gluconate:2.0,0.4161337875436571,0.182569050333333
Muconate:GB062_fructose_glucose_gluconate:3.0,-0.3089949728125843,0.4842508663333333
Muconate:GB062_glucose_gluconate:1.0,-0.2414293724200231,0.598086195333333
Muconate:GB062_glucose_gluconate:2.0,-1.2346234132563343,0.7470816093333328
Muconate:GB062_glucose_gluconate:3.0,-0.2051763217428783,0.6712482813333329
Muconate:GB062_gluconate:1.0,-0.7558667680348093,0.6122049113333334
Muconate:GB062_gluconate:2.0,-0.0049621953561005,0.8476430273333335
Muconate:GB062_gluconate:3.0,-0.9434724775045568,0.634849114333333
Muconate:GB062_glucose:1.0,-1.8276137898704288,0.846118107333333
Muconate:GB062_glucose:2.0,-1.28239591290304,1.0960325693333337
Muconate:GB062_glucose:3.0,-2.11571234971847,1.205740580333333
Muconate:KT2440_fructose:1.0,-0.4767763457023521,1.070952481333333
Muconate:KT2440_fructose:2.0,0.4093546988966175,0.7921121473333335
Muconate:KT2440_fructose:3.0,0.7843873690052697,0.3000341383333333
Muconate:KT2440_fructose_glucose:1.0,-0.5976388531896126,0.7038033893333333
Muconate:KT2440_fructose_glucose:2.0,-0.8002887618275162,0.5067562783333335
Muconate:KT2440_fructose_glucose:3.0,-1.1171740573124678,0.3188142853333335
Muconate:KT2440_fructose_glucose_gluconate:1.0,-1.160303456991071,0.6389590963333331
Muconate:KT2440_fructose_glucose_gluconate:2.0,1.2834667082674862,0.6085256033333328
Muconate:KT2440_fructose_glucose_gluconate:3.0,-1.8027837450402904,0.8053226553333328
Muconate:KT2440_glucose_gluconate:1.0,-1.0229907605929964,0.3253314153333333
Muconate:KT2440_glucose_gluconate:2.0,-0.2397747484549403,0.4537656123333331
Muconate:KT2440_glucose_gluconate:3.0,-0.9176892582037012,0.6070532283333332
Muconate:KT2440_gluconate:1.0,-0.4027291406465786,0.2399581143333335
Muconate:KT2440_gluconate:2.0,-0.116364473641391,0.5362421883333335
Muconate:KT2440_gluconate:3.0,-1.372179582073031,0.0339483643333329
Muconate:KT2440_glucose:1.0,-1.3084491484476224,0.097082271333333
Muconate:KT2440_glucose:2.0,0.667281417245878,-0.171430895666667
Muconate:KT2440_glucose:3.0,0.6411677313048149,0.0743486243333331
Multistress:Control:1.0,-0.1573574161414255,-0.1423801280000001
Multistress:Control:2.0,0.7855524974716189,0.1726556590000001
Multistress:Control:3.0,-0.6281950810212251,-0.030275531
Multistress:NaCl_7min:1.0,2.6641344310643333,-0.934054411
Multistress:NaCl_60min:1.0,-0.7550487414952416,-1.4302325370000002
Multistress:NaCl_7min:2.0,1.8819362206291927,-0.9800990899999996
Multistress:NaCl_60min:2.0,-0.0747707222674947,-1.2187598929999996
Multistress:NaCl_7min:3.0,0.8327220639722738,-0.6343384079999996
Multistress:NaCl_60min:3.0,0.7149693863348624,-1.3975997050000002
Multistress:Imipenem_7min:1.0,-1.26860659172412,-0.1178271659999996
Multistress:Imipenem_60min:1.0,0.3921428329743692,-0.0906619729999995
Multistress:Imipenem_7min:2.0,0.5255892336377975,-0.6964904770000002
Multistress:Imipenem_60min:2.0,-0.5284373608924021,-0.2307514590000003
Multistress:Imipenem_7min:3.0,0.9625056119523168,-0.123056139
Multistress:Imipenem_60min:3.0,-2.884196938883783,-0.1204988040000003
Multistress:H2O2_7min:1.0,3.165948423327259,-0.9543350779999996
Multistress:H2O2_60min:1.0,1.665662781306777,-0.1529194629999999
Multistress:H2O2_7min:2.0,4.4738923170130285,-2.071461209
Multistress:H2O2_60min:2.0,1.1990833533904957,-0.145389776
Multistress:H2O2_7min:3.0,1.7557010890875395,-1.1140843560000002
Multistress:H2O2_60min:3.0,0.39329995849309,0.0592356079999998
Myristic_acid:Control:1.0,-0.7565658355607651,-0.3293312796666674
Myristic_acid:Control:2.0,0.0246428474602862,0.1721203763333321
Myristic_acid:Control:3.0,0.7319229884223188,0.1572109033333326
Myristic_acid:Myristic_acid:1.0,-1.563408082862327,-0.0514960276666673
Myristic_acid:Myristic_acid:2.0,-1.170960160095558,0.0476429743333319
Myristic_acid:Myristic_acid:3.0,-1.109486900885582,0.3765434963333325
Phase:WT_Tr:1.0,4.490643222721627,0.4345964169999998
Phase:WT_Tr:2.0,3.611611858856433,0.5681937609999999
Phase:WT_Ex:1.0,-0.0185502054294858,0.1250916990000004
Phase:WT_Ex:2.0,0.0185502058401955,-0.1250916990000004
Phase:WT_Tr:3.0,-1.1290582298511664,0.5485869479999996
Phase:WT_Tr:4.0,-1.0555519879566428,0.0142609660000001
Phase:WT_St:1.0,-1.4054843111097148,1.374431339
Phase:WT_St:2.0,0.3811242961590556,1.3514837279999998
RelA:Control:1.0,-0.0452257944542354,0.2563204653333333
RelA:Control:2.0,-0.6677531923233989,0.0006427113333336
RelA:Control:3.0,0.7129789861266791,-0.256963176666666
RelA:Del_relA:1.0,5.470292342021541,0.7340297403333338
RelA:Del_relA:2.0,4.661435807445499,0.8502691313333335
RelA:Del_relA:3.0,3.829203999074211,1.324885790333334
RelA:Del_relA_lignin:1.0,-3.979402157961826,0.5912140723333339
RelA:Del_relA_lignin:2.0,-4.407630219573323,0.3937922913333338
RelA:Del_relA_lignin:3.0,-4.318758269414791,0.4018250153333333
Zn:Zn_ion:1.0,-33.404716396859264,-0.1503933733333324
Zn:Zn_ion:2.0,-33.35247991080672,-0.1440362083333326
Zn:Zn_ion:3.0,-33.4770565529626,-0.182368186333333
Zn:Control:1.0,0.1182912869805495,-0.0713110503333327
Zn:Control:2.0,-0.0514463974976053,0.0297225026666669
Zn:Control:3.0,-0.0668448887214293,0.0415885476666666
ZnO:Control:1.0,1.297676053780117,-0.0063875260000001
ZnO:Control:2.0,-1.29767605453641,0.0063875260000001
ZnO:Nano:1.0,0.9281655167508654,-0.0833667949999998
ZnO:Nano:2.0,0.7779714431251772,0.0072864379999995
ZnO:Nano:3.0,-0.260209766837002,0.0172746730000001
ZnO:Zn_ion:1.0,2.112778733623132,-0.116603038
ZnO:Zn_ion:2.0,2.11304032934011,-0.1018619049999998
ZnO:Zn_ion:3.0,0.1810994238750715,0.0991132299999995
