,-0.13801521766153846,-0.11501268138461539,-0.09201014510769231,-0.06900760883076924,-0.04600507255384617,-0.0230025362769231,-2.7755575615628914e-17,0.023002536276923058,0.046005072553846116,0.06900760883076917,0.09201014510769226,0.11501268138461535,0.1380152176615384,0.16101775393846146,0.18402029021538457,0.20702282649230763,0.2300253627692307,0.25302789904615375,0.2760304353230768,0.2990329715999999
ppGpp_genes,[],[],[],[],['gadW' 'mgtA' 'ycdZ'],"['rbbA' 'ydfO' 'rpsU' 'iraP' 'yiaG' 'ybfA' 'dhaR' 'yjhI' 'thiB' 'ycgZ'
 'yecJ' 'yoaC' 'yfcZ' 'yqeG' 'cecR' 'ygcN' 'thiP' 'sgrR' 'yhhJ' 'yhiI'
 'yiaC' 'greA' 'purC' 'pyrL' 'yraQ' 'ygjQ' 'tsx' 'blc' 'yihD' 'yciH'
 'yehW' 'yebO' 'modF' 'yebQ' 'ydiV' 'glpA' 'yhcN' 'yqjF' 'pphB' 'ymfJ'
 'alx' 'purE' 'hdeB' 'ugpB' 'argT' 'ygaM' 'aroM' 'uspC' 'infA' 'rpsA'
 'yeiG' 'metN' 'dgcJ' 'wrbA' 'gadE' 'yecF' 'ansP' 'chiQ' 'yhjY' 'tag'
 'mdfA' 'yhhA' 'uspG' 'clsB' 'yegQ' 'insL-1' 'qseC' 'udp' 'ygeA' 'ybhN'
 'gntU' 'serC' 'yccF' 'rpsO' 'yhjD' 'rpmB' 'yphA' 'serA' 'ybeL' 'fucU'
 'yqgC' 'btsS' 'uhpA' 'dksA' 'mepS' 'hcaT' 'rplA' 'rplK' 'rlmF' 'ydfV'
 'yjcE' 'mscK' 'yfjF' 'iraD' 'ychH' 'yehS' 'yccS' 'uup' 'ybbC' 'rplL'
 'yhfZ' 'satP' 'ybjP']","['tyrB' 'yqiK' 'rpsJ' 'xdhC' 'cysK' 'pgl' 'envY' 'artM' 'hisD' 'kch'
 'nudI' 'trxA' 'rpsT' 'lpxH' 'ygiV' 'rsfS' 'secG' 'yddM' 'envR' 'pqiA'
 'dnaG' 'yhdH' 'thrB' 'ftnB' 'yceD' 'yegS' 'qseB' 'murJ' 'thiQ' 'nusG'
 'yebF' 'fkpA' 'dtpD' 'pdeL' 'prs' 'cheZ' 'yjgH' 'ykfI' 'csiD' 'rpsI'
 'efp' 'ilvH' 'metI' 'glgS' 'plsX' 'yfjW' 'yagH' 'potB' 'yedP' 'ycaD'
 'accB' 'xanP' 'rfaH' 'leuE' 'ykgF' 'yfcC' 'ybhP' 'gfcC' 'yjiJ' 'lnt'
 'yedE' 'ygjR' 'ttcA' 'yejK' 'potI' 'yqeF' 'ynjE' 'thrC' 'uhpB' 'yghU'
 'rplU' 'ybgS' 'pyrF' 'rplD' 'ybfE' 'rlmH' 'recT' 'frr' 'rsxE' 'yegR'
 'yagN' 'ybhS' 'casE' 'insL-3' 'fliP' 'yehX' 'kptA' 'potA' 'ispD' 'evgS'
 'casB' 'pcnB' 'lpxL' 'yqeH' 'mutM' 'ybaP' 'yihI' 'yieF' 'rpoD' 'accC'
 'yajC' 'allB' 'yidE' 'purL' 'ilvI' 'insA-7' 'gltX' 'yccJ' 'dgt' 'putA'
 'rplM' 'rayT' 'upp' 'hdeA' 'rplC' 'tufB' 'argI' 'rpmH' 'glsA' 'yhiN'
 'purM' 'yicI' 'yjgL' 'leuD' 'rsmF' 'rlmG' 'tgt' 'recF' 'rimJ' 'yjeI'
 'yjdF' 'dkgA' 'yejM' 'flgJ' 'yjjJ' 'menE' 'rfbX' 'yjaZ' 'yafT' 'dgcM'
 'purK' 'pspF' 'argR' 'gcvP' 'argA' 'mrdA' 'zupT' 'deaD' 'yceH' 'hisP'
 'speC' 'rplY' 'qorA' 'ybhR' 'kdpC' 'rpoB' 'ynfD' 'aroE' 'rplW' 'yhaJ'
 'trmA' 'yceM' 'ybaT' 'yhdT' 'tas' 'agp' 'rnpA' 'yfaZ' 'dacC' 'insA-1'
 'ycgB' 'purD' 'yaeH' 'lepB' 'yfhL' 'mazG' 'hisM' 'argF' 'ftsQ' 'rarD'
 'kdpB' 'rplJ' 'ybiT' 'curA' 'parE' 'secE' 'argH' 'yeaO' 'menD' 'lysS'
 'yhhX' 'speA' 'yheV' 'dnaN' 'spy' 'nikR' 'endA' 'rpmA' 'truB' 'alkA'
 'mnmG' 'ysgA' 'ftp' 'ybcI' 'yfbU' 'ytiC' 'trmJ' 'cmoB' 'rpsP' 'rimM'
 'yhaH' 'rplN' 'tcdA' 'mrcA' 'hsdR' 'folK' 'ytfB' 'mcrA' 'tesA' 'pyrD'
 'aroB' 'rpsD' 'essD' 'yeaQ' 'queA' 'psiE' 'bipA' 'bcsE' 'rlmI' 'yhhM'
 'pssA' 'rsd' 'insL-2' 'dusC' 'panF' 'ndk' 'yihG' 'gadX' 'yqhH' 'ybeQ'
 'kefB' 'ymgA' 'epmA' 'mrdB' 'ghxP' 'ybhG' 'rpoA' 'nhaA' 'ansA' 'leuA'
 'yciA' 'rlmL' 'mreC' 'cmoA' 'fadE' 'rpsK' 'rbsA' 'tsf' 'cmk' 'otsB'
 'ydgK' 'yfdX' 'lepA' 'codB' 'dnaA' 'nth' 'yeaG' 'rnhB' 'yehY' 'ispU'
 'rimI' 'opgC' 'thiI' 'sdaB' 'kefG' 'yiiX' 'yahO' 'sbmC' 'ebgR' 'sixA'
 'dctA' 'yadK' 'ybaA' 'rluB' 'ycjN' 'yeaH' 'ecnB' 'rlmA' 'yhfA' 'yafV'
 'hcaB' 'adhP' 'slp' 'yjbR' 'potC' 'mreD' 'asnB' 'ybhF' 'waaQ' 'yhbO'
 'hdeD' 'ygdQ' 'hpf' 'yjdC' 'ybjQ' 'rpsM' 'pxpA' 'mnmE' 'yicH' 'rimP'
 'miaB' 'trmD' 'yhbW' 'ychQ' 'prfB' 'waaG' 'aspS' 'menA' 'rfbC' 'gpt'
 'yjiK' 'ycaO' 'rfbA' 'rplB' 'puuA' 'dnaJ' 'kbp' 'dtd' 'rpsS' 'yhcO'
 'nudB' 'yajO' 'ppnP' 'apt' 'holD' 'rplR' 'rpsF' 'asd' 'sfmC' 'yhjV'
 'intA' 'rsxB' 'wzxC' 'prmA' 'uspF' 'amn' 'ymgC' 'puuD' 'tolQ' 'cdsA'
 'rfbD' 'rpmE' 'setA' 'recQ' 'ybdK' 'yccU' 'rpsB' 'xylR' 'pyrI' 'rhlE'
 'dnaE' 'obgE' 'sdaC' 'rpsH' 'yhcB' 'rluC' 'yafD' 'yafW' 'tabA' 'cbpM'
 'rsxG' 'ftsK' 'prkB' 'pheP' 'waaA' 'dmlA' 'ftsZ' 'rplO' 'secY' 'rplF'
 'lpxK' 'yehL' 'pgaD' 'gcvH' 'ppnN' 'ymfA' 'rlmC' 'yjfZ' 'pgeF' 'yjjU'
 'yidC' 'artQ' 'adeP' 'aidB' 'msyB' 'rluD' 'trmI' 'hcaE' 'pitA' 'ybcV'
 'opgH' 'yhbE' 'yidL' 'uraA' 'aroK' 'rpsG' 'dgcF' 'yddH' 'udk' 'yecT'
 'gabP' 'ycaP' 'ytfL' 'rpsE' 'priB' 'ruvC' 'appA' 'yjfY' 'yihX' 'yjeM'
 'nhoA' 'cysQ' 'ariR' 'rpsN' 'dgoR' 'yfdG' 'tam' 'dauA' 'ybaQ' 'yaiA'
 'rplQ' 'ftsA' 'yjgR' 'prfC' 'mltF' 'recO' 'lpxB' 'bioA' 'rplE' 'cbpA'
 'ydcL' 'rpsL' 'yagU' 'cedA' 'atpI' 'yhjC' 'rluA' 'yfgJ' 'atpB' 'nlpA'
 'fpr' 'mioC' 'rfbB' 'yihY' 'rssB' 'rsxC' 'yjbQ' 'mazF' 'nupC' 'ggt'
 'plsB' 'mltD' 'ldtB' 'yhiD' 'leuB' 'aphA' 'rplI' 'insI-1' 'rplS' 'argS'
 'cysB' 'leuC' 'gcvR' 'ycfZ' 'cspA' 'hdhA' 'fadD' 'glgX' 'rbsC' 'relA'
 'msrA' 'yccT' 'rlmN' 'ykfB' 'nlpI' 'rnd' 'gstB' 'crp' 'fadL' 'sgrT'
 'glsB' 'gadB' 'rutR' 'ydcV' 'yidD' 'mazE' 'acnA' 'srmB' 'lpxT' 'dgcT'
 'pyrB' 'ybgA' 'rsxD' 'argB' 'pnp' 'pxpC' 'gstA' 'yghD' 'glgP' 'queD'
 'trpC' 'yhhN' 'lhgO' 'eutD' 'rnt' 'mltG' 'gsk' 'csrA' 'hslO' 'cutA' 'rof'
 'yfcJ' 'hchA' 'murR' 'nlpC' 'gsiA' 'rplX' 'gcvT' 'pabA' 'der' 'mdtF'
 'pxpB' 'rnc' 'tsaC' 'era' 'thiL' 'iaaA' 'ghrB' 'hflD' 'ydgI' 'rsmG'
 'thrA' 'aroD' 'ybgI' 'grxB' 'plaP' 'treF' 'recX' 'fucR' 'ybjS' 'ampD'
 'alaC' 'ldtD' 'smg' 'dadX' 'msbA' 'tsaB' 'purH' 'leuO' 'pyrG' 'yejL'
 'ycjY' 'livJ' 'rpsR' 'ygiQ' 'clcB' 'marR' 'purB' 'ycaM' 'gadA' 'ycbZ'
 'yggE' 'mglA' 'yiiD' 'bolA' 'sodC' 'gsiC' 'hisQ' 'ppc' 'otsA' 'yniA'
 'ltaE' 'rhaT' 'argC' 'glgA' 'yodB' 'purF' 'yadS' 'fbaB' 'gsiB' 'ivy'
 'yegP' 'ydcK' 'menH' 'infB' 'mdtE' 'talA' 'mnaT' 'glgC' 'cysN' 'purT'
 'nudK' 'lpxP' 'aroG' 'ydiP' 'ycaN']","['rmf' 'ybjL' 'yaeI' 'yciI' 'kup' 'yaeP' 'truC' 'cspF' 'phr' 'rsxA' 'cdgI'
 'smf' 'mglC' 'yiiQ' 'dtpB' 'yeaY' 'lysO' 'wbbH' 'osmF' 'yabI' 'yjiR'
 'pepT' 'nusA' 'rsmB' 'uspE' 'rimO' 'yohC' 'proY' 'pyrR' 'tusA' 'ytiD'
 'glgB' 'yebV' 'yfdF' 'mnmA' 'yjbD' 'insA-6' 'yafC' 'tktB' 'treA' 'opgE'
 'ilvB' 'ycfH' 'dbpA' 'gluQ' 'ccmB' 'yqaE' 'pth' 'raiA' 'phoH' 'betA'
 'hdfR' 'yeiS' 'mhpC' 'gadC' 'yehE' 'mdtI' 'cadA' 'ais' 'ytfI' 'hisJ'
 'yceA' 'clpA' 'yojI' 'lysP' 'betB' 'yfaA' 'betI' 'narZ' 'dnaC' 'yibT'
 'dadA' 'rapA' 'narU' 'gabT' 'argE' 'osmC' 'yghA' 'cvpA' 'yqcC' 'yhhQ'
 'ydiY' 'ppsR' 'hlyE' 'cspD' 'emrD' 'gabD' 'yiiS' 'osmB' 'yhjE' 'yfiP'
 'mdtJ' 'suhB' 'ilvN' 'yfcF' 'ydiZ' 'cfa']",['yjbJ' 'uspD' 'argO'],['ldtE'],[],[],[],[],[],[],[],[],[],[]
IscR_genes,[],[],[],[],[],['rnlA' 'nfuA' 'napD' 'napC'],"['erpA' 'rnlB' 'napF' 'napG' 'torT' 'napA' 'iscR' 'napH' 'hyaF' 'hyaD'
 'iscA' 'napB' 'iscU']",['iscS' 'hyaE' 'hyaA' 'hyaB' 'hyaC'],['ydiU'],[],[],[],[],[],[],[],[],[],[],[]
OxyR_genes,[],[],[],[],['ccp'],['rimK' 'nfsA' 'metR' 'ybjC'],"['grxA' 'ybjN' 'gor' 'uxuB' 'ahpC' 'flu' 'trxC' 'metE' 'znuA' 'oxyR'
 'uxuA' 'ahpF']",['dsbG'],['hemH'],[],[],[],[],[],[],[],[],[],[],[]
IHF_genes,[],[],[],[],[],"['tdcG' 'nirD' 'mtr' 'carA' 'ulaF' 'ulaG' 'ompR' 'envZ' 'glcE' 'tdcF'
 'narI' 'carB' 'pflB' 'cysJ' 'ulaA' 'paaI' 'glcA' 'pspB' 'atoB' 'paaF']","['paaZ' 'fimD' 'yjbG' 'nuoE' 'plaR' 'fimH' 'paaA' 'amiA' 'hipA' 'nuoG'
 'nuoI' 'fimG' 'yiaL' 'nuoH' 'yiaO' 'htrE' 'tdcE' 'pstA' 'nuoK' 'dppF'
 'ibpB' 'nirC' 'nuoF' 'paaE' 'tdcD' 'nuoJ' 'pspE' 'tdcC' 'dppD' 'yiaM'
 'nuoL' 'paaC' 'cysI' 'fimA' 'paaK' 'hemA' 'atoE' 'narJ' 'rtcA' 'sgbU'
 'norV' 'ulaD' 'rpoH' 'fimC' 'ssuD' 'ompC' 'nirB' 'ihfB' 'norW' 'pspD'
 'yiaK' 'nuoM' 'dcuD' 'ubiC' 'fimI' 'yiaN' 'focA' 'hemF' 'actP' 'dppC'
 'paaG' 'pspA' 'nuoC' 'nuoB' 'ulaE' 'hpt' 'glcD' 'ulaB' 'paaH' 'hipB'
 'cysG' 'nuoA' 'pstB' 'pspC' 'rtcB' 'ulaC' 'lyxK' 'paaJ' 'atoA' 'fimF'
 'glcB' 'dppB' 'paaD' 'dmsC' 'glpT' 'adiA' 'yjbF' 'ssuE' 'cysH' 'yjbH'
 'tdcB']","['ssuC' 'pstC' 'narK' 'dppA' 'phoU' 'narH' 'paaB' 'sgbH' 'glnQ' 'rseD'
 'gcd' 'yjcH' 'glpQ' 'dmsB' 'nuoN' 'glcG' 'acs' 'dmsA' 'ubiA']",['narG' 'yjbE'],[],[],[],[],[],[],[],[],[],[],[]
NsrR and ppGpp_genes,[],[],[],[],[],[],['tadA' 'tsgA' 'rffC' 'lrp' 'waaH' 'infC' 'wecC' 'rplT' 'wecB'],['pheS'],[],[],[],[],[],[],[],[],[],[],[],[]
NsrR and OxyR_genes,[],[],[],[],[],[],['hcr' 'hcp'],[],[],[],[],[],[],[],[],[],[],[],[],[]
NsrR and IHF_genes,[],[],[],[],['sodB'],['hycD'],"['hycC' 'hypE' 'nrfB' 'nrfG' 'hypD' 'fliZ' 'hycB' 'hycG' 'hycH' 'hypA'
 'hycA' 'hycI' 'hycF' 'tcyJ']",['hycE' 'hypB' 'nrfE' 'fliA' 'nrfC' 'ihfA' 'nrfD' 'fhlA' 'nrfF'],['hypC'],[],[],[],[],[],[],[],[],[],[],[]
Fur and ppGpp_genes,[],[],[],[],['gdhA'],['gspC'],['yhhY' 'purR' 'mntP' 'pyrC' 'nac' 'katE'],['rpoS' 'metH'],[],[],[],[],[],[],[],[],[],[],[],[]
Fur and OxyR_genes,[],[],[],[],['fhuF'],[],['zinT'],[],['fur' 'mntH'],[],[],[],[],[],[],[],[],[],[],[]
Fur and IHF_genes,[],[],[],[],[],[],['sucA' 'sucD' 'gltF' 'fnr' 'sucC' 'sucB'],['ompF'],['sodA'],[],[],[],[],[],[],[],[],[],[],[]
ppGpp and OxyR_genes,[],[],[],[],[],[],['znuC' 'gntP' 'znuB' 'ychF' 'elaB'],[],[],[],[],[],[],[],[],[],[],[],[],[]
ppGpp and IHF_genes,[],[],[],[],[],"['csgF' 'uspB' 'aceK' 'atoD' 'aceA' 'gltA' 'dusB' 'fimB' 'fis' 'csgE'
 'ssuB']","['prmC' 'aceB' 'folA' 'sra' 'csgG' 'pstS' 'tyrP' 'ilvG' 'ssuA' 'ilvE'
 'ilvA' 'yeiL' 'osmY' 'prfA' 'csgD' 'glcF' 'proV' 'rseC' 'patA' 'pspG']","['ilvD' 'osmE' 'ilvM' 'rseB' 'proW' 'yadV' 'proX' 'sgbE' 'glnP' 'glnH'
 'rseA' 'uspA' 'rpoE' 'tdcA']",[],[],[],[],[],[],[],[],[],[],[],[]
"Fur, ppGpp, and OxyR_genes",[],[],[],[],[],[],['yjjZ'],[],[],['katG'],[],[],[],[],[],[],[],[],[],[]
"Fur, ppGpp, and IscR_genes",[],[],[],[],[],[],['nrdH' 'nrdI' 'nrdF' 'nrdE'],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Fur, ppGpp, and IHF_genes",[],[],[],[],[],[],['gltB' 'gltD' 'flhD' 'flhC'],[],[],[],[],[],[],[],[],[],[],[],[],[]
"NsrR, Fur, and ppGpp_genes",[],[],[],[],[],[],['hmp'],[],[],[],[],[],[],[],[],[],[],[],[],[]
"NsrR, ppGpp, and OxyR_genes",[],[],[],[],[],[],['poxB'],[],[],[],[],[],[],[],[],[],[],[],[],[]
"NsrR, ppGpp, and IHF_genes",[],[],[],[],[],[],['nrfA'],[],[],[],[],[],[],[],[],[],[],[],[],[]
"ppGpp, OxyR, and IHF_genes",[],[],[],[],[],[],[],['dps'],[],[],[],[],[],[],[],[],[],[],[],[]
"NsrR, Fur, and IHF_genes",[],[],[],[],[],[],[],[],['ndh'],[],[],[],[],[],[],[],[],[],[],[]
"NsrR, Fur, ppGpp, IscR, OxyR, and IHF_genes",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['sufE' 'sufS'],['sufA' 'sufB' 'sufD'],['sufC'],[]
