,A,IscR,ihfB,NsrR,Fur,OxyR
fps__fps_ptsI_ale3__2,-1.7699329568,-0.0573482325,-0.084592575,0.36197491200000004,-0.000360632,-1.2657711625
pal__lyx_ale2_f6__1,-0.5951604239,0.4601730625,0.168173235,0.97378712,0.06253874,-0.7370300685000001
pal__lyx_ale2__1,-2.6088589240999998,0.49486802150000003,0.40226726500000004,0.9541000460000001,-0.038381135000000004,-0.4125634455
pal__lyx_ale2__2,-2.2517128572000003,0.24603126050000002,0.31857179500000005,1.077946144,-0.015371658000000002,-0.46911723850000003
pal__lyx_ale4__1,-3.3655501265,-0.3472155625,-0.18964956500000002,0.131049891,-0.08324728,-0.7544575505000001
pal__lyx_ale4__2,-3.0288107111,-0.5716813705,-0.254357585,0.522995713,-0.22919684,-0.8055475565
pal__5drib_ale10_f18__1,-3.8157568517,0.8104270635,-0.26528265500000003,1.020777141,-0.083564707,-1.0362983395
pal__5drib_ale10_f18__2,-3.7489377774,0.6803357925,-0.279414645,0.9885125250000001,-0.024886867,-1.0005388265
pal__5drib_ale10__1,-2.2954825856,0.6830551115,-0.027787695,0.810592379,0.258599744,-0.9527848745
pal__arab_ale14_f9__1,-1.0605716435,0.9491493135,0.353868815,0.9903396950000001,0.24741131400000002,-0.5816747775000001
pal__arab_ale14_f9__2,-0.5270983926,0.8570801235000001,0.41974093500000004,0.981049661,0.23385870400000003,-0.5494630605
pal__arab_ale14__1,-2.8366506951,0.050393151500000004,-0.073725045,0.658877441,0.043847517,-0.5377603785
pal__arab_ale14__2,-2.4352234346,0.043474120500000005,-0.208171285,0.6791661210000001,0.0018530730000000002,-0.49580016050000003
pal__arab_ale16__1,-3.3439066361,0.07584784750000001,-0.6507081960000001,0.834435688,-0.14171461900000001,-0.4372014215
pal__arab_ale16__2,-3.7643332372,0.5227515135,-0.478276798,1.157040631,-0.22532452,-0.6010224645000001
pal__tartr_ale26_f10__1,-0.2612159361,0.5369109655000001,0.186856515,0.7292089580000001,0.049591953,-1.0127981625
pal__tartr_ale26_f10__2,-0.1221622482,0.5569979595,0.250459455,1.232161977,0.07991116300000001,-0.9102793655
pal__tartr_ale26__1,-0.6570269515,0.2712240825,0.135640005,0.36645848000000003,-0.06977634,-0.8622396035000001
pal__tartr_ale26__2,-0.0561778231,0.1521514615,-0.011190665,0.516112382,-0.115456971,-0.8814512005
pal__tartr_ale28_f10__1,1.8372718145,0.6612396175,0.428030885,0.57765953,0.234523954,-1.1640991815
pal__tartr_ale28_f10__2,1.2124875056,0.5617014365,0.205704095,1.026604266,0.24684139400000002,-1.2902975615
pal__tartr_ale28__1,-2.5755032936999998,0.40677854350000003,-0.166460525,0.8247927740000001,0.18696500400000002,-0.9882914905
pal__tartr_ale28__2,-4.7001819345,-0.1800000185,-0.06146080500000001,1.045127482,0.387008094,-0.8063985665000001
efeU__delmenFentC_citr__1,-1.5900808982,-1.6858595055,-0.145626785,0.925468645,-0.018641953000000003,-0.6396190855
efeU__delmenFentC_citr__2,-0.910231666,-1.3316283235,-0.116302715,0.9538688670000001,-0.01502615,-0.7526173175
efeU__delmenFentC__1,7.9382555867,1.6240746535000001,0.549578395,0.6780740710000001,0.24310651400000002,-0.9510594615
efeU__delmenFentC__2,7.9122204948,1.6047308235000002,0.43058213500000003,0.892742997,0.35714260400000003,-0.9824532035
efeU__menFentC_ale39__1,-4.6707975535,-2.3350958775,0.190655385,0.831253101,-0.082820525,-0.0090301475
efeU__menFentC_ale39__2,-4.9743878,-2.2277624755,0.252124195,0.718026096,-0.10374983700000001,-0.0188152945
efeU__menFentC_ale29__1,2.4875155739,-2.3929083145,0.5006850850000001,1.189449183,2.274600604,1.0465593895
efeU__menFentC_ale29__2,2.1740855214,-2.4390992765,0.521677585,1.393560715,2.295301694,1.0475618495
efeU__menFentC_ale30__1,-6.0315281663,-0.6538331625,-0.189715765,0.43229087,1.091283144,0.4060175025
efeU__menFentC_ale30__2,-4.0064519401,-1.0112528375,-0.220002785,0.10220808,1.177537604,0.40942598350000003
efeU__menFentCubiC_ale36__1,3.7591743786,0.6688402885,0.28719155500000004,0.12539019,-0.056687889000000005,-0.6359555065
efeU__menFentCubiC_ale36__2,3.8063191421,0.6635792065,0.25688472500000004,0.544451651,-0.09964408500000001,-0.5556924655000001
efeU__menFentCubiC_ale37__1,3.2675821096,0.6475744855000001,0.346392305,0.949091039,0.041715499999999996,-0.8343870225000001
efeU__menFentCubiC_ale37__2,3.4237926588,0.7765190395,0.490369765,0.6864461860000001,-0.010025734000000001,-0.7470395655000001
efeU__menFentCubiC_ale38__1,-5.665160929,0.3789026545,-0.32222528500000003,0.694884685,0.219338364,-0.7127051045
efeU__menFentCubiC_ale38__2,-3.7495064492,0.9285164835,-0.262492545,0.515929178,0.124435004,-0.5749366895
misc2__salc_glc__1,-1.5380491335,0.1305259055,-0.24330995500000002,1.022317734,-0.020682337000000002,-1.1131053255
misc2__salc_glc__2,-1.4005253753,0.0022771335,-0.073045625,1.065135006,0.057284294000000006,-0.7267461455
misc2__dbcn_glc__1,-0.4302706236,-1.8673345135,-1.271892759,0.458567973,-0.242724028,-0.8160596295
misc2__dbcn_glc__2,-1.598238442,0.0030802225000000003,-0.634524159,0.472411992,-0.08124758500000001,-0.4112901695
misc2__tyr_glc__1,4.2371894463,1.4586873635,0.254435625,0.531847983,0.062323277,-0.3573476645
misc2__tyr_glc__2,3.3274279449,1.4061359635000001,0.410888815,0.500970632,0.037503944000000004,-0.36166994950000003
misc2__arg_cytd__1,-5.6243720268,-2.6443363755,-0.48980773,0.26820399300000003,-0.223585778,-0.6593837385
misc2__arg_cytd__2,-5.0913841003,-1.8962012755000002,-0.5114058730000001,0.184690757,-0.202252126,-0.5745170285
misc2__delyheO_pyr__1,-4.0495300523,-2.2094219975,0.115925255,0.189564944,0.017324416000000002,-0.8042408445
misc2__delyheO_pyr__2,-4.303407658,0.3632431635,0.059341995,0.37835849400000005,0.170248434,-0.7409029815
nquinone__delubiC__1,1.0545107338,0.7468605625,-0.316502855,0.709650544,-0.14495148600000002,-0.5304742965
nquinone__delubiC__2,3.5915250562,1.5820193335,-0.027274305000000002,0.611358457,-0.01509344,-0.4765539975
nquinone__ubiC_ale1__1,-0.6659379171,0.0742845295,0.21852216500000002,0.607924411,-0.13617436200000002,-0.4959383835
nquinone__ubiC_ale1__2,-0.1079788743,-0.0018672975000000001,0.089544445,0.781731653,-0.015491682000000001,-0.6757416205
nquinone__ubiC_ale2__1,-0.7600345385,0.24827840850000002,0.25115724500000003,1.092006887,-0.059682626,-0.6116058595
nquinone__ubiC_ale2__2,-0.15147205630000002,0.0774359215,0.231592915,0.8122065180000001,-0.08582724400000001,-0.6797727655
nquinone__ubiC_ale3__1,2.6434728528,0.8579899435,-0.39827128500000003,0.803293765,-0.13988984100000001,-1.0357764855
nquinone__ubiC_ale3__2,2.4848896698000003,0.5496929225,-0.361897055,0.5358112730000001,-0.149769561,-1.0749782225
nquinone__ubiC_ale4__1,-0.412084129,0.0727880675,0.234477855,0.624955346,0.049095628,-0.8555743145
nquinone__ubiC_ale4__2,0.23733213,0.1799902995,0.152283425,0.923784782,-0.014408758,-0.7196557865000001
nquinone__delpdhR__1,-3.5059033809,-1.0493388635,-0.068099535,0.28280844,-0.257609396,-1.0106217715
nquinone__delpdhR__2,-3.3908579217,-1.1171829305,-0.036035855000000006,0.6269040290000001,-0.232478168,-1.0030725985
quinone__glu_ale4__1,-6.826158317,-0.5306154485,-0.18176504500000001,0.756326803,-0.018799261,-0.5905795655
quinone__glu_ale4__2,-7.6584273838,-2.9660955105,0.269205825,1.057514571,-0.16800786,-0.2146487235
quinone__delmenF__1,-1.1701540106000001,-0.1105002295,0.148042285,0.400688717,0.09755469100000001,-0.7383647585
quinone__delmenF__2,-1.9762350831000002,-0.3857721515,-0.250908275,0.7107427550000001,-0.09873353,-0.6706331155
quinone__menF_ale5__1,-0.34246822790000003,-1.7032896745000001,0.48513176500000005,1.249882412,0.20066824400000002,-0.1475599705
quinone__menF_ale5__2,0.2611567569,-1.7812939975000002,0.266281765,1.297941029,0.198687894,-0.3644170315
quinone__menF_ale6__1,0.4313406336,-2.8548940735,0.38202392500000004,1.1660236880000001,0.147271054,-0.3262592795
quinone__menF_ale6__2,0.5150049448,-3.0036455075,0.421074335,1.098273364,0.19961309400000002,-0.2545275715
quinone__menF_ale7__1,-0.7174352068000001,-3.0411495485,0.636740065,0.903624116,0.314659224,-0.08753164150000001
quinone__menF_ale7__2,-0.3402618901,-3.0604346865,0.691051775,1.079680733,0.214827854,0.0135159385
quinone__menF_ale8__1,-2.0640751872,-2.2722366005,0.695164695,1.444784618,0.120816004,0.3137363375
quinone__menF_ale8__2,-0.6984623363,-0.2845183455,0.971904815,1.1949712749999999,0.369381294,0.49298523650000003
quinone__delmenFubiC__1,3.1720675995,1.6015125435000002,0.045415855000000005,0.42883041,-0.13553742700000002,-0.6024284515
quinone__delmenFubiC__2,2.5582877901,1.5763493634999999,0.152257115,0.255626815,-0.144602477,-0.4996967745
quinone__menFubiC_ale1__1,0.1380241116,-2.7534717825,0.5501011250000001,0.6318579550000001,-0.414547961,-0.0666397165
quinone__menFubiC_ale1__2,0.4157150466,-2.8399379935,0.532344675,0.581330753,-0.422223938,-0.1373311885
quinone__menFubiC_ale2__1,1.3963743031,-2.9594259205,0.626683035,0.708557157,-0.404878646,-0.1639215195
quinone__menFubiC_ale2__2,0.7429025464,-3.0604128175,0.596736845,0.571641317,-0.48235188500000004,-0.1806660705
quinone__menFubiC_ale3__1,-0.7417779821,0.0101419505,-0.15358316500000002,0.114873733,-0.23587729300000002,-0.6955871425
quinone__menFubiC_ale3__2,-0.2618019152,-0.1171281495,-0.036589665,0.144851844,-0.18887362300000002,-0.8340258335
quinone__menFubiC_ale4__1,-1.0756281713,-1.8988839825000001,0.775029505,1.2989273749999999,-0.06039287,-0.029725413500000002
quinone__menFubiC_ale4__2,-1.6841716105,-1.4297531765,0.8413603550000001,1.460121864,0.059578161000000004,0.0629504375
oxyR__wt_glc__1,-4.1634461562,-1.9127909215,-0.48556983000000004,1.069816933,-0.398396226,-0.7762858695
oxyR__wt_glc__2,-4.8850586004,-0.5439378635000001,-0.46299467600000005,1.1093584,-0.41860494000000004,-0.7315106075000001
oxyR__wt_h2o2__1,-3.7781993175,-1.6142935365,-0.5230424,0.9672556,-0.40217951700000004,-0.8608678875
oxyR__wt_h2o2__2,-3.4085690831,0.0376791565,0.050135135000000004,1.338796387,-0.20283868900000002,-0.6417562975000001
oxyR__glu_ale4__1,-5.6711523191,-1.4159860405,0.5308955750000001,1.6650979110000002,-0.041962642,-0.3669767955
oxyR__glu_ale4__2,-5.8251648432,-2.6275960185000002,0.239963105,1.532888798,-0.49531299900000003,-0.4587811055
oxyR__glu_ale4_h2o2__1,-5.7306941779,-1.2609990575,0.321393215,1.6501038010000002,-0.24189199400000003,-0.2914112135
oxyR__glu_ale4_h2o2__2,-5.5748689155,-0.8056650705,0.175331545,1.585783006,-0.457263821,-0.47630707450000004
oxyR__oxyR_ale17__1,-5.705576501,-0.6652461205,-0.012998075000000001,1.389217607,1.6546413640000002,-0.0070996825
oxyR__oxyR_ale17__2,-5.3234993316,-0.6729223785,-0.17918820500000002,0.8921685490000001,1.513558554,-0.1637382055
oxyR__oxyR_ale17_h2o2__1,-5.7112460457,-1.3860416295,0.11520936500000001,1.497127908,1.579185924,0.1588531655
oxyR__oxyR_ale17_h2o2__2,-6.8323290213,-0.7035122775,-0.10849309500000001,1.250463522,1.914808684,-0.0370105325
oxyR__oxyR_ale18__1,-3.6676312882,-2.5028318115,-0.712682895,0.6331102080000001,0.583810734,-0.1339212455
oxyR__oxyR_ale18__2,-4.8247825243,-1.3567522525,-0.45515782,0.983709052,1.003154944,-0.1727940795
oxyR__oxyR_ale18_h2o2__1,-5.9078774355,-1.0045018315,-0.19995716500000002,1.269005632,0.988247564,-0.0722966015
oxyR__oxyR_ale18_h2o2__2,-7.3148679683,-1.3479154795000001,-0.057134725000000004,1.095039451,0.850537614,-0.0032322065000000002
oxyR__oxyR_ale19__1,-1.7008120272,-2.3030619725,-0.6934130190000001,1.037460322,1.385596604,-0.6219436925
oxyR__oxyR_ale19__2,-3.9848101202,-2.8177991485,-0.61577951,1.189093993,1.4068350440000001,-0.27047938050000003
oxyR__oxyR_ale19_h2o2__1,-0.4717473613,-1.8753152065,-0.8395102720000001,0.951650196,1.361037814,-0.6421598065
oxyR__oxyR_ale19_h2o2__2,-0.5077222318,-1.5693745045,-0.70593072,0.933098839,1.391978414,-0.6175757645000001
oxyR__oxyR_ale20__1,-8.0405051992,-1.6350812625,-0.6174351720000001,1.003372041,1.9791220040000002,-1.8714874025000001
oxyR__oxyR_ale20__2,-7.6470878686,-1.6938474135,-0.7454431260000001,0.9364004770000001,2.012504234,-1.9426510605
oxyR__oxyR_ale20_h2o2__1,-4.5759120080999995,-0.6998396685,-0.553778804,1.115316647,1.9179022940000001,-0.39616988350000004
oxyR__oxyR_ale20_h2o2__2,-4.9919761502,-0.9577041275,-0.39342944500000004,1.188677149,1.906355264,-0.5811615765
svns_pgi__BmePgi24_15__1,-3.2409422983,-0.3397053205,-0.242068375,1.375701736,-0.27828637700000003,-0.6874707455
svns_pgi__BmePgi24_15__2,-2.2023562502,0.3058173725,-0.145811075,1.3287775609999999,-0.176623005,-0.6716832325000001
svns_pgi__BmePgi24_26__1,-5.3571294426,-0.7757201325,-0.22252184500000002,1.371573451,-0.171722799,-0.7371168745000001
svns_pgi__BmePgi24_26__2,-3.8745679539,-0.0642241345,-0.290125915,1.447714559,-0.060313785,-0.6780081365
svns_pgi__BmePgi24_41__1,-5.606679796,-0.6404636735,0.818727175,2.020700838,0.132826624,-0.22233426750000002
svns_pgi__BmePgi24_41__2,-3.204327663,0.0748966835,-0.43698767,1.461726916,-0.08904284,-0.6129131765
svns_pgi__BmePgi24_52__1,-4.3792301275,-1.1445921545,-0.23280757500000002,1.410342857,-0.250898801,-0.6082892115
svns_pgi__BmePgi24_52__2,-2.8782723942,0.1661980535,-0.44035611500000005,1.273636691,-0.17881162,-0.6713226245
svns_pgi__PaePgi2_34__1,-2.6960290671,0.6195644605,0.48633563500000004,1.6699106220000002,0.09023732400000001,-0.4929245145
svns_pgi__PaePgi2_34__2,-2.4596394341,0.5790785315,0.469224085,1.721010076,0.186593734,-0.5660375945
svns_pgi__PaePgi2_63__1,-3.4100651093,0.4680529015,0.310422755,2.143185696,0.183535574,-0.45476581250000003
svns_pgi__PaePgi2_63__2,-3.8384913313,0.39021081150000003,0.406436905,2.043935335,0.178282134,-0.5093540145000001
svns_pgi__PaePgi24_54__1,-2.8616291888000003,0.6190235245,0.107600365,1.279695625,0.07998654,-0.4219021395
svns_pgi__PaePgi24_54__2,-3.0778221511,0.5306320935000001,0.14424013500000002,1.48954053,0.180509194,-0.4063010315
svns_pgi__PaePgi24_90__1,-3.8479239361,0.5073198615,0.21443858500000001,1.508249824,0.237700244,-0.3996848405
svns_pgi__PaePgi24_90__2,-4.0381818435,0.2608902745,0.256181475,1.426705257,0.398123934,-0.4003358705
abx_media__m9_ctrl__1,-0.4332282778,-1.2704715405,-0.7748466310000001,3.05732474,-0.21254789600000001,-1.1341344335
abx_media__m9_ctrl__2,-1.0188584947,-1.3622638335000001,-0.64266658,2.079257369,-0.060902873,-1.3039064855
abx_media__rpmi_ctrl__1,-13.3150588269,-3.1386488135,-1.939577305,2.578926918,-0.24266487900000003,-1.6587171575
abx_media__rpmi_ctrl__2,-11.4569376201,-2.0974917255,-2.241790295,2.256750844,-0.341907147,-1.3098649305
abx_media__camhb_ctrl__1,-7.542608199,-2.6310335055,-1.209246395,3.28376151,-0.640836599,-2.6618640635
abx_media__camhb_ctrl__2,-7.470950455,-2.5508687475,-1.408883126,3.20463127,-0.714088546,-2.5839555885000003
abx_media__m9_mero__1,-3.6120058485,-3.0685140385,-0.692410551,2.691435619,0.33459056400000003,-2.0202637855
abx_media__m9_mero__2,-1.4521006894,-1.6066510855,-0.760633267,2.828403497,-0.073301092,-1.3308809635
abx_media__rpmi_mero__1,-10.8331486357,-2.6160702915,-2.122024952,2.764338407,-0.205419399,-2.1562975404999998
abx_media__rpmi_mero__2,-11.8530465264,-2.4929219185,-1.985576121,2.059896682,-0.17358025200000002,-1.7991094215
abx_media__camhb_mero__1,-7.9421781466,-1.9358737465,-1.809309373,2.40056424,-0.606942002,-3.1597899535
abx_media__camhb_mero__2,-6.7587342159,-1.6599810125,-1.769452582,2.678641753,-0.7505141150000001,-2.9159904475
abx_media__m9_trisulf__1,2.0219990242,-1.0558556955,-0.654139134,3.078130682,-0.044335219,-0.5631937385
abx_media__m9_trisulf__2,2.1261747151,-1.2316614515,-0.673502463,2.453833548,-0.222996152,-0.5144191885
abx_media__rpmi_trisulf__1,-10.1373202463,-0.39260333350000004,-1.495545031,3.240827583,-0.116637474,-1.8583246105
abx_media__rpmi_trisulf__2,-9.8241484722,-0.3062004535,-1.3725593790000001,3.239905287,-0.129974022,-1.8613604535000001
abx_media__camhb_trisulf__1,-3.3646673263,-0.3513805915,-1.642703878,3.776448266,-0.450904393,-2.0097135915
abx_media__camhb_trisulf__2,-3.1086414295,-0.6041489175,-1.608883975,3.537329627,-0.540652111,-2.1296935325
abx_media__m9_cef__1,1.5655177999,-1.6492409344999999,-0.7174840370000001,2.335725206,-0.12820725300000002,-1.0261094745
abx_media__m9_cef__2,1.5139922432000001,-1.7825806655,-0.795013022,1.799949374,-0.278000794,-0.9500824095
abx_media__rpmi_cef__1,-12.1810776434,-0.8241332615,-2.385835026,4.775369352,-0.49087938200000003,-1.3162538115
abx_media__rpmi_cef__2,-11.6281842427,-0.7223440465000001,-2.377511802,4.641865872,-0.500481724,-1.2779827745
abx_media__camhb_cef__1,-4.5004655678,-0.3468302995,-1.499025855,3.134836878,-0.9149892780000001,-1.8820067145000001
abx_media__camhb_cef__2,-4.6156682581,-0.3783968585,-1.429627373,3.309202114,-0.9595740020000001,-1.8741865285000001
abx_media__m9_cipro__1,2.9065393093000003,-1.0175942655,-0.797538743,3.044954248,-0.36009651200000004,-0.4997634305
abx_media__m9_cipro__2,3.3346506194,-1.0098100465,-0.715373115,3.208762864,-0.425519831,-0.4811303765
abx_media__rpmi_cipro__1,-11.08412647,-1.3745698535,-1.969755932,4.499397372,-0.7925083110000001,-1.4429641715
abx_media__rpmi_cipro__2,-11.0850491626,-1.2833979595,-1.89297845,4.514474782,-0.177744751,-1.3101272095
abx_media__camhb_cipro__1,1.3862766096999999,-0.1630017105,-1.285918855,2.885850909,-0.393128615,-2.5234814525
abx_media__camhb_cipro__2,1.5693613493,-0.0937448015,-1.320916752,3.318283563,-0.43113716500000004,-2.5774133985
hot_tale__42c_ale3_30c__1,-3.6020005025,-0.1479573005,-0.311726125,0.652571529,0.055907798,-0.8234281505000001
hot_tale__42c_ale3_30c__2,-4.1313805676,-0.029873951500000002,-0.313698215,0.44915811800000005,0.077587798,-0.8052780635
hot_tale__42c_ale3_37c__1,-1.3849592043,-0.1837513165,-0.356550505,0.613434338,0.316737274,-0.6229068465
hot_tale__42c_ale3_37c__2,-1.3905487087,-0.034896289500000004,-0.286844505,0.27197197900000003,0.263806364,-0.6429385005
hot_tale__42c_ale3_44c__1,-0.6810683217,1.7429865435,0.8838351350000001,0.673303151,-0.20920929900000002,-0.33780963350000004
hot_tale__42c_ale3_44c__2,0.3157701203,1.9640014435,0.915693485,0.8815117880000001,-0.20608352300000002,-0.4034147065
hot_tale__hot_ale3_mid_30c__1,-5.8649218084,0.3423880935,0.005993265,0.520386421,0.058708176,-0.6972141705
hot_tale__hot_ale3_mid_30c__2,-4.2113409549,0.28446896650000003,-0.007385775000000001,0.660347118,0.21249558400000002,-0.7321652355
hot_tale__hot_ale3_mid_37c__1,-2.4191896813,0.30334576950000003,-0.501685806,0.5441919,0.38055584400000003,-0.7543950685
hot_tale__hot_ale3_mid_37c__2,-2.4397737372,0.3482260005,-0.528992617,0.263834985,0.15306718400000002,-0.6435219065000001
hot_tale__hot_ale3_mid_44c__1,-10.1095311307,-1.4396634795,0.11469567500000001,1.830336498,-0.50127445,-0.7297927915
hot_tale__hot_ale3_mid_44c__2,-9.4464719331,-1.5166494314999999,0.23116971500000003,1.281319579,-0.422044213,-0.4675198615
hot_tale__hot_ale3_30c__1,-5.8820975542,0.6764299525,-0.45345180900000004,0.836291141,0.22775462400000002,-0.7310937005
hot_tale__hot_ale3_30c__2,-5.1601487913,0.4475645545,-0.329073775,0.49128147400000005,0.252134594,-0.7754885575
hot_tale__hot_ale3_37c__1,-2.6352804744,-0.22901973650000002,-0.40363830500000003,0.42061962700000005,0.047784552,-0.7744561925
hot_tale__hot_ale3_37c__2,-2.5189378727,-0.3166485805,-0.277036345,0.49736001100000005,-0.009955428,-0.5419484445
hot_tale__hot_ale3_44c__1,-5.9233579504,-1.6858803144999999,0.227503365,1.00283353,-0.291574443,-0.6518214305000001
hot_tale__hot_ale3_44c__2,-3.6931088048,0.2247376855,0.238396985,0.878885754,-0.256571469,-0.7044402525
hot_tale__hot_ale4_30c__1,-2.0489707033,-0.1076596675,-0.546493917,0.469369209,0.096342836,-0.7862631545000001
hot_tale__hot_ale4_30c__2,-2.598138817,-0.2190671095,-0.407269425,0.283251499,0.101568641,-0.7303649795
hot_tale__hot_ale4_37c__1,-2.5087875027,-0.9367005865,-0.459973854,0.500901328,0.06422083,-0.5801856455000001
hot_tale__hot_ale4_37c__2,-2.0668991605,-0.5899216025,-0.44517688800000005,0.109377943,-0.020415786000000002,-0.4431834995
hot_tale__hot_ale4_44c__1,-3.0765368947,0.1841106415,0.082785365,0.90665089,-0.087079134,-0.4048787945
hot_tale__hot_ale4_44c__2,-4.2928171498,-0.0834024715,0.259213805,1.125835368,-0.20283691,-0.4971799975
hot_tale__hot_ale8_30c__1,-3.8942169758,-0.3416351765,-0.9095089900000001,1.346960485,0.14373343400000002,-0.8235392035
hot_tale__hot_ale8_30c__2,-3.0889315717,-0.1816402235,-0.7777570690000001,1.5583456610000002,0.095388789,-0.8963596585
hot_tale__hot_ale8_37c__1,-3.1953758136,-0.3570074585,-0.727489724,1.15999766,-0.09880672,-0.8013394765
hot_tale__hot_ale8_37c__2,-2.4169932541,-0.3113248565,-0.703668932,1.315745744,-0.045193267,-0.7186245875
hot_tale__hot_ale8_44c__1,-3.4768247301,-0.1442560195,0.012718265000000001,1.413897366,-0.23776727700000003,-0.3441999155
hot_tale__hot_ale8_44c__2,-3.6945979784,-0.1758520775,-0.09703083500000001,1.580786066,-0.146529699,-0.41325572250000003
hot_tale__hot_ale9_mid_30c__1,-5.2379002875,-0.2260767715,-0.049583385,0.669912252,0.253545684,-0.6972616095
hot_tale__hot_ale9_mid_30c__2,-4.2563928845,-0.006698654500000001,0.135071655,0.6017759610000001,0.10742565400000001,-0.7866384075
hot_tale__hot_ale9_30c__1,-4.6738472666,-0.1028100515,-0.592842238,0.127915274,0.08920444400000001,-0.6134601485
hot_tale__hot_ale9_30c__2,-5.0597960387,-0.21898084550000002,-0.58999575,0.237169341,0.138341014,-0.7004979795
hot_tale__hot_ale9_mid_37c__1,-2.6603951571,-0.3861573265,-0.367639655,0.45546976600000005,0.012815261000000001,-0.6122906855
hot_tale__hot_ale9_mid_37c__2,-2.7882942911,-0.3953500975,-0.29849762500000004,0.54775304,0.147274854,-0.5669987765
hot_tale__hot_ale9_37c__1,-1.3162186189,0.1761440145,-0.38001561500000003,0.48773944100000005,0.09094152,-0.6084114275
hot_tale__hot_ale9_37c__2,-2.0166226708,0.3180274885,-0.376293755,0.255922329,0.155940924,-0.5880797965
hot_tale__hot_ale9_mid_44c__1,-3.4910520045,0.5502805655,0.19238305500000003,1.127376981,0.072458165,-0.4006998095
hot_tale__hot_ale9_mid_44c__2,-2.2591761347,0.8832159235,0.510890925,0.9589015660000001,-0.24131990600000003,-0.1809357815
hot_tale__hot_ale9_44c__1,-2.1348329256,0.9579554935000001,0.24630422500000002,0.866656132,-0.017124449,-0.4198777255
hot_tale__hot_ale9_44c__2,-2.2002767264,0.6715981195,0.38751159500000004,0.822693549,-0.162821396,-0.4868589055
hot_tale__hot_ale10_30c__1,-6.8064238694,0.49743610050000003,-0.45869837300000005,0.42064787600000003,0.089778812,-0.6034053895
hot_tale__hot_ale10_30c__2,-4.9987725993000005,-0.0575582835,-0.355403095,0.36414517900000004,0.10566393900000001,-0.6127870545
hot_tale__hot_ale10_37c__1,-3.2547349396,-0.1623503435,-0.447231433,0.6824414040000001,-0.143344925,-0.6314334165000001
hot_tale__hot_ale10_37c__2,-3.7642660882000003,-0.0812820585,-0.371389305,0.488565489,-0.068701471,-0.6343397055000001
hot_tale__hot_ale10_44c__1,-7.4236865356,-0.9963476235000001,0.178874645,0.576932898,-0.27796982,-0.3833000335
hot_tale__hot_ale10_44c__2,-6.4752747926,-0.061126478500000005,0.311857795,0.9690654510000001,-0.064735558,-0.45796661050000004
hot_tale__hot_ale16_30c__1,-4.3521985074,-0.2597691485,-0.467012603,0.570731673,-0.01046308,-0.7758766995
hot_tale__hot_ale16_30c__2,-4.3623170075,-0.19272753550000002,-0.372629985,0.32666916900000004,0.008885199,-0.6361274015
hot_tale__hot_ale16_37c__1,-4.8205215732,-1.1201799145,-0.431921053,0.7074518120000001,-0.075124153,-0.6062849315000001
hot_tale__hot_ale16_37c__2,-4.7671803383,-1.2923696695,-0.424432715,0.6530824550000001,-0.12333779600000001,-0.6515779725
hot_tale__hot_ale16_44c__1,-6.6325617837,-0.12996604250000002,0.140553845,0.962688596,-0.17354054,-0.23052606650000002
hot_tale__hot_ale16_44c__2,-7.2428786314,-0.8344333055,0.24958026500000002,0.862288892,0.046261383,-0.30932721750000003
pdhr_ale__pdhR-13_51__1,-3.3970128092,-2.6229944305,0.670059155,1.8896921880000002,1.432767734,1.0234820575
pdhr_ale__pdhR-13_51__2,-4.6738827669,-3.1269213925,0.584683415,1.59313867,1.327126014,1.0769255545
pdhr_ale__pdhR-14_46__1,-2.8304097191,-3.2147172085,1.127235165,2.0549814299999998,-0.09758593,-0.8424038135
pdhr_ale__pdhR-14_46__2,-2.2439246823,-2.1647756015,1.086679905,1.8002385410000001,-0.5230267670000001,-0.8523148985000001
pdhr_ale__pdhR-15_51__1,-5.8079289399,-1.9918999645,0.419866055,1.761252115,-0.49082750500000005,-1.1060602335
pdhr_ale__pdhR-15_51__2,-5.9551917313,-2.2865640345,0.633658665,1.89606618,-0.460418209,-1.0589602685
pdhr_ale__pdhR-16_49__1,-3.2057787963,-3.3376013985,0.992749325,1.8814794090000002,-0.613417593,-0.9263042795
pdhr_ale__pdhR-16_49__2,-2.7510026093,-3.2461960005,0.978565255,1.765012988,-0.3972825,-0.8070679015000001
tcs__del_atoC_LiAcet__1,-0.0550708376,-2.8049845975,0.07488206500000001,1.548578713,0.052201528000000004,-0.5248353725
tcs__del_atoC_LiAcet__2,0.015976705,-2.6618671565,0.076697995,0.744187327,-0.055920906000000006,-0.5116463305
tcs__del_atoC_LiCl__1,0.5754775144000001,-2.8779287015,0.35601839500000004,1.005628391,-0.041181683000000004,-0.4294151795
tcs__del_atoC_LiCl__2,0.4974101079,-2.6819379574999997,-0.003665175,0.9409918290000001,-0.12154166100000001,-0.3806775175
tcs__del_atoC_m9__1,0.7919448828000001,-3.0202150875,0.390416185,1.6106628600000001,-0.007867929000000001,-0.3549411715
tcs__del_atoC_m9__2,0.6201850345000001,-2.9340640455,0.45289707500000004,1.4127570710000001,-0.05216702,-0.2786400585
tcs__del_baeR_etoh__1,-8.7533248381,-2.4109980235,-1.004696949,1.456318291,-1.245083621,-0.7058953965
