,A,DksA
abx_mega__tec_h2o__2,3.0770140599,-0.6111387022
abx_mega__h2o-7__1,3.3490762029,-1.6060836332
abx_mega__cro_h2o__1,2.1516956094,-1.4147163202
abx_mega__tric_ethanol__1,5.9497183593,-0.2570357653
abx_mega__nor_naoh__1,-0.6513114848,-0.28057773140000003
abx_mega__teix_dmso__2,0.12175878520000001,-0.15133045550000002
abx_mega__nal_naoh__3,-0.8563048069,-0.2592107229
abx_mega__novo_h2o__2,-5.5305196602999995,-1.110714593
abx_mega__dmso-10__2,2.9597596998,-0.7253675970000001
abx_mega__phos_h2o__3,1.1741232646,-0.5071387775
abx_mega__dmso-6__2,-0.1177130209,-0.3396721623
abx_mega__rfp_ethanol__1,0.6254483129,-0.48287741580000004
abx_mega__dmso-5__3,0.8756495231,-0.3053108396
abx_mega__amyc-d_dmso__1,-6.0276534492,0.3639178402
abx_mega__sxt_dmso__1,2.9436765491,-1.3380411379
abx_mega__dmso-1__1,0.4909124727,-0.1218927747
abx_mega__pen_h2o__1,-1.3537946561,0.5315848489
abx_mega__dmso-10__3,2.310541421,-0.6381587979000001
abx_mega__nal_naoh__4,1.4049282918000001,-0.8129888084
abx_mega__cip_naoh__1,0.3822044706,-0.6032056492
abx_mega__pen_h2o__2,-0.3151182933,0.3354205934
abx_mega__ery_dmso__2,-4.9495693287,-0.1681832795
abx_mega__dmso-2__2,1.4692418007999999,0.3366323142
abx_mega__van_dmso__2,-7.2879740517,-0.287982611
abx_mega__h2o-1b__1,1.4146938115,-0.6043456882
abx_mega__ery_h2o__1,-1.2337567067,-1.8884143283000001
abx_mega__bacit_h2o__1,3.7732165157,0.2086485204
abx_mega__chl_h2o__2,-5.6061130706,-1.1576640517
abx_mega__str_h2o__2,1.489664482,0.3338367067
abx_mega__rfp_ethanol__2,1.1993058881,-0.1944611812
abx_mega__polmyx_h2o__2,2.4295897847,-0.4520839627
abx_mega__tric_h2o__1,1.7921756166,-0.3790696283
abx_mega__cip_naoh__2,-0.513715849,-0.44769489560000003
abx_mega__novo_h2o__3,-5.3429387168,-1.3095794253
abx_mega__bacit_dmso__1,-0.5419760958000001,0.5003869674
abx_mega__gen_h2o__1,-3.5746829961,0.6809570032000001
abx_mega__bacit_dmso__2,-0.49233697790000003,0.8856632296
abx_mega__chl_dmso__1,-0.6912409511000001,0.7726998429
abx_mega__bacit_h2o__2,1.5894026391,0.6800005283
abx_mega__lvx_dmso__1,0.8718337204000001,-0.6484440257
abx_mega__bacit_h2o__3,3.9001354580000003,0.26261175200000003
abx_mega__nor_naoh__2,-0.3763522372,-0.31636876610000003
abx_mega__amyc-d_dmso__2,-4.8345748137,0.5787198654
abx_mega__polmyx_h2o__3,3.946259431,0.3660417513
abx_mega__naoh-6__1,0.6043316662,-0.36239417760000003
abx_mega__cst_h2o__2,-0.7979578395,0.059364920200000004
abx_mega__h2o-1b__2,2.8311917989,-0.8958578769000001
abx_mega__rfp_h2o__1,-3.4482635959,1.0262994789
abx_mega__tet_h2o__1,-5.848685116,-0.0952412805
abx_mega__flavo_dmso__1,0.9696372658,0.1710652292
abx_mega__zeocin_h2o__1,1.2402030778,-0.36584136840000003
abx_mega__nor_naoh__3,-0.6537051635000001,-0.3541855899
abx_mega__rach_dmso__2,1.6633000329,-1.0643612056
abx_mega__thio_dmso__2,-6.9845499123,-0.6224541947000001
abx_mega__amyc-d_dmso__3,-6.2481694244,0.7773529769
abx_mega__rif_dmso__2,-3.6472008966000002,0.1631230618
abx_mega__amyc-d_dmso__4,-4.4519029931,0.3487348609
abx_mega__teix_dmso__3,0.7478205785,-0.4761936906
abx_mega__valin_dmso__1,-1.8573209344000001,1.08445114
abx_mega__teix_dmso__4,0.1229830029,-0.3535643456
abx_mega__ethanol-10__1,2.1921644381,-0.6857625580000001
abx_mega__inh_h2o__1,2.8958992391000002,-0.7084154291
abx_mega__rif_dmso__3,-3.2068969988,1.0735694525
abx_mega__van_dmso__3,-4.1405223818,0.1768441288
abx_mega__doxo_dmso__1,3.3565568553,0.013947737600000001
abx_mega__tmp_dmso__1,-1.3583293976,-0.41450732700000004
abx_mega__ethanol-10__2,3.8741792916,-0.5246727524
abx_mega__tmp_dmso__2,-1.4829558178,-0.5190014335
abx_mega__amyc-d_dmso__5,-8.1204610472,0.7127983846
abx_mega__novo_h2o__4,-3.9653333164999998,-0.6354766983
abx_mega__cro_h2o__2,1.8599657591,-1.5678141209
abx_mega__cro_h2o__3,1.9644243008000002,-1.2345564901000001
abx_mega__gen_h2o__2,-3.7868914685,1.0689218194
abx_mega__phos_h2o__4,3.0540837772,0.6400824561
abx_mega__metro_dmso__2,-0.3947385651,-0.0912576615
abx_mega__ery_h2o__2,0.2124159043,-1.1065067019
abx_mega__sacet_h2o__1,4.8053459515,-0.41985398100000004
abx_mega__nal_naoh__5,-0.2835226792,-0.40819962060000003
abx_mega__bacit_h2o__4,1.7092099118,0.6760975843
abx_mega__cip_naoh__3,0.6823198125000001,-0.7121262563
abx_mega__ethanol-8__1,4.1195650676,-1.0177504126
abx_mega__h2o-8a__1,1.5368702081999999,-0.5237962713000001
abx_mega__ery_h2o__3,-0.6460676005,-1.6952586682000002
abx_mega__flavo_dmso__2,2.1482556606,-1.3770742384
abx_mega__rif_dmso__4,-2.7545832029,0.9345906848000001
abx_mega__novo_h2o__5,-5.1624570204,-0.5952857154
abx_mega__teix_dmso__5,2.848459086,-1.0696603748
abx_mega__naoh-2__1,2.5564716611,0.1315297219
abx_mega__novo_h2o__6,-5.0461443302,-0.9374782446000001
abx_mega__ctx_h2o__3,2.0107542908,-1.4956127749
abx_mega__rach_dmso__3,2.2399150887,-0.9396772857000001
abx_mega__valin_dmso__2,-2.3019550627,0.3719371446
abx_mega__amyc-d_dmso__6,-6.4601231178,0.7021786564
abx_mega__dox_dmso__2,-2.0441277297,0.4949182972
abx_mega__teix_dmso__6,3.2386229528,-1.0644481708
abx_mega__naoh-6__2,0.8138819816,-0.41399600210000004
abx_mega__inh_h2o__2,8.9510148545,-1.6955392754
abx_mega__chl_h2o__3,-2.6124590444,-1.1464032076
abx_mega__nal_naoh__6,-0.6341067109,-0.3090133799
abx_mega__chl_dmso__2,-0.7275822328,0.7507226407
abx_mega__rach_dmso__4,2.8259132066,-1.4328351897
abx_mega__teix_dmso__7,3.0140029863,-1.0064876157
abx_mega__ceru_ethanol__1,2.9352330695,-0.5134403208
abx_mega__dmso-7__1,2.9140565061,-1.3445810974
abx_mega__naoh-6__3,0.8996857689000001,-0.37449435340000004
abx_mega__phos_ethanol__2,2.4753769819,-0.9853820798
abx_mega__metro_dmso__3,-0.43716368110000003,-0.1171962431
abx_mega__van_dmso__4,-3.8253969924,0.1458325385
abx_mega__h2o-10__1,2.9139603418,-0.5422610031
abx_mega__h2o-10__2,1.3323752787,-0.3387883521
abx_mega__dmso-6__3,0.3177849642,-0.0903261711
abx_mega__mem_dmso__1,1.8134018355000001,-1.3409204355
abx_mega__ethanol-8__2,3.7934293532,-0.3777948351
abx_mega__chl_h2o__4,-3.0970814275,-1.0727130494
abx_mega__van_h2o__1,-0.7639606634,0.7046135893000001
abx_mega__dcs_h2o__1,1.7118375988999999,-1.1753780495
abx_mega__rif_dmso__5,-1.9793873128000001,0.3325371885
abx_mega__dox_dmso__3,-0.5683918094,-0.0718394443
abx_mega__mem_dmso__2,-0.0691225895,-0.9393288181
abx_mega__lvx_dmso__2,1.2666049337,-0.6611010356
abx_mega__tet_h2o__2,-3.7356620862,-1.7028385763
abx_mega__phos_h2o__5,2.7531078308,0.3502689351
abx_mega__monac_dmso__1,1.8995857242,-0.8011182626000001
abx_mega__str_h2o__3,6.7231130054,-0.1784521724
abx_mega__zeocin_h2o__2,0.2453920692,0.1198518174
abx_mega__amyc-d_dmso__7,-5.9587615354,0.7354116947
abx_mega__fidax_dmso__1,2.6211628475,-0.6110729892
abx_mega__h2o-1a__1,-0.0528576181,0.0691907586
abx_mega__dox_dmso__4,-0.1574380901,0.3414524069
abx_mega__lzd_dmso__2,-4.1961405943,-1.1542465683
abx_mega__tet_h2o__3,-4.9516274578,0.0478525708
abx_mega__dmso-1__2,-0.024414613,-0.3499324023
abx_mega__sxt_dmso__2,-0.1035370298,-0.43557479720000003
abx_mega__tric_ethanol__2,5.6527817515,-0.5513841421
abx_mega__teix_dmso__8,-0.8785487584,-0.10373164280000001
abx_mega__ramo_h2o__2,3.5607985757,0.2270982299
abx_mega__inh_h2o__3,2.1726324052,-0.6376971432
abx_mega__cst_h2o__3,1.5696512116,-0.3760324049
abx_mega__dmso-9__1,2.0824061811,-0.46519328870000004
abx_mega__ethanol-8__3,3.4283597455,-0.7822723891000001
abx_mega__monac_dmso__2,-0.8397641565,-0.9004408757000001
abx_mega__dmso-9__2,2.2072656913,-0.6005458013
abx_mega__metro_dmso__4,-2.7234097979,0.0642187768
abx_mega__ctx_h2o__4,1.6324264096,-1.7330636676000002
abx_mega__zeocin_h2o__3,-2.4641179733,0.7704900631
abx_mega__bacit_h2o__5,-0.6553761766,0.5167951557
abx_mega__reta_dmso__1,-5.7680611301999996,-0.7978517958
abx_mega__ery_h2o__4,1.8080516189,-2.169273553
abx_mega__ceru_ethanol__2,6.3693979722,-1.5459389284
abx_mega__fidax_dmso__2,2.6270759250999998,-0.6247802446
abx_mega__novo_dmso__1,-1.8153289892000002,0.0886342678
abx_mega__naoh-6__4,0.8063175153000001,-0.36644001
abx_mega__amyc-d_dmso__8,-4.1037828427,0.46067032760000004
abx_mega__chl_dmso__3,-1.0805078454,0.4017623739
abx_mega__nal_naoh__7,2.6887152594,-0.8452471641
abx_mega__teix_dmso__9,3.3290382688999998,-1.0201044064
abx_mega__ery_dmso__3,-2.0894678078,0.044110105000000004
abx_mega__tmp_dmso__3,-1.4420246682,-0.4793026307
abx_mega__sxt_dmso__3,3.7375582826000002,-1.8499483511
abx_mega__polmyx_h2o__4,2.3750724772,0.37634445650000004
abx_mega__mem_dmso__3,2.3596515665,-0.6026887206
abx_mega__nal_naoh__8,1.4665998861,0.1422954123
abx_mega__pen_h2o__3,1.6957479009,-0.4139112641
abx_mega__van_dmso__5,-3.0071284102,0.1553606494
abx_mega__zeocin_h2o__4,0.0044982491,0.1869534046
abx_mega__h2o-6__2,0.7979036991,-0.5345277824
abx_mega__tet_h2o__4,-5.9801272275,0.0091161821
abx_mega__nor_naoh__4,1.6851817132,-0.8149179079000001
abx_mega__cip_naoh__4,-0.154925232,-0.7337431354
abx_mega__tmp_dmso__4,-1.4098254548,-0.8798204046
abx_mega__reta_dmso__2,-6.5488760267,-2.4252963485
abx_mega__mem_dmso__4,2.3280689837,-1.571116419
abx_mega__dox_dmso__5,-1.5132563957,-0.1059502531
abx_mega__tmp_dmso__5,2.0682785205,-0.9757366008
abx_mega__flavo_dmso__3,2.1945767349,-1.4386826231
abx_mega__tmp_dmso__6,0.06413843550000001,-1.2275599565
abx_mega__ceru_ethanol__3,8.498112769,-0.917754595
abx_mega__teix_dmso__10,0.60937823,0.1252603962
abx_mega__novo_h2o__7,-4.6755267707,-0.9901763855000001
abx_mega__fidax_dmso__3,1.9965837695,-0.3895469009
abx_mega__h2o-1a__2,-0.32694551850000003,-0.031577787
abx_mega__dcs_h2o__2,1.338748658,-0.5867701361000001
abx_mega__cst_h2o__4,0.9806070418,-0.1991091214
abx_mega__van_h2o__2,1.5637509286,0.25873266570000003
abx_mega__pen_h2o__4,2.024077581,-0.7574178195
abx_mega__h2o-8b__2,2.2107090367,-1.0541472706
abx_mega__reta_dmso__3,-5.8767865682,-2.2830549081
abx_mega__dmso-7__2,3.7298243961,-1.2829112334000001
abx_mega__rfp_h2o__2,-3.220976308,1.0596320384
abx_mega__rif_dmso__6,-3.5337335109,0.9230987954000001
abx_mega__sxt_dmso__4,3.2831011484,-1.6342728147
abx_mega__cip_naoh__5,0.4597743402,-0.2433947682
abx_mega__dmso-9__3,2.5648840892,-0.8743358784
abx_mega__mem_dmso__5,2.0667361439,-1.3750109793
abx_mega__tric_h2o__2,2.709094151,-0.38438979360000003
abx_mega__phos_h2o__6,1.182040507,-0.6699357975
abx_mega__h2o-7__2,3.3630122085,-1.1547598209
abx_mega__h2o-10__3,1.6269578061,-0.5294604192
abx_mega__h2o-8a__2,1.863176632,-0.3928269915
abx_mega__thio_dmso__3,-3.192221539,-2.2245428139
abx_mega__lzd_dmso__3,-2.9517091921,-1.3771484085
abx_mega__monac_dmso__3,-3.2541136775,-0.0786628565
abx_mega__polmyx_h2o__5,2.8271838363,-0.2835812093
abx_mega__naoh-6__5,1.2219050764000001,-0.5021661505
abx_mega__teix_dmso__11,0.7650395905,-0.41804929230000004
abx_mega__van_h2o__3,1.6444101333,0.35412912490000004
abx_mega__teix_dmso__12,1.3348462647,-0.6166606756
abx_mega__dox_dmso__6,-0.8047450391000001,1.5901263975000002
abx_mega__teix_dmso__13,2.4914197388,-0.4244751994
abx_mega__h2o-7__3,2.6239435195,-1.4182270162
abx_mega__str_h2o__4,1.5147978852000001,0.1392238338
abx_mega__tec_h2o__3,4.1906812926,0.8014953929
abx_mega__phos_h2o__7,0.8943803965,-0.6735589682
abx_mega__chl_h2o__5,-4.6566222223,-1.3675863194
abx_mega__polmyx_h2o__6,3.9527405209,0.3597141682
abx_mega__teix_dmso__14,0.8515861551,-0.5610848153
abx_mega__rif_dmso__7,-2.4628540416,0.5196732625
abx_mega__ramo_h2o__3,2.6344714637,0.348969034
abx_mega__fidax_dmso__4,1.6829447513,-0.1824112344
abx_mega__teix_dmso__15,3.1871114892,-0.8450917606
abx_mega__thio_dmso__4,-3.0784164241,-2.082523084
abx_mega__rif_dmso__8,-4.064138726,1.1357380366
abx_mega__reta_dmso__4,-5.4115083434,-2.0291746834
abx_mega__inh_h2o__4,9.8919673296,-1.7340444698000002
abx_mega__novo_dmso__2,-1.6293071223000002,0.0631771414
abx_mega__dcs_h2o__3,2.0293608522,-1.2092358348
abx_mega__h2o-8b__3,2.1134530528,-0.9174711914
abx_mega__valin_dmso__3,-0.2864397085,0.9292488409
abx_mega__h2o-2__1,3.0985683012,0.5037139462
abx_mega__cro_h2o__4,1.7659636796,-0.7130568700000001
abx_mega__dcs_h2o__4,2.8616342208,-1.4006765258
abx_mega__str_h2o__5,5.9976292058,-0.384609015
abx_mega__h2o-8a__3,2.7201317953,-0.7433492825
abx_mega__dox_dmso__7,0.3243238909,0.39001145660000003
abx_mega__doxo_dmso__2,3.6318312731,0.0318658517
abx_mega__teix_dmso__16,2.2853045564,-0.34745616300000004
abx_mega__rfp_h2o__3,-2.7072631622000003,1.0163238314
abx_mega__ethanol-10__3,3.043718084,-0.7347110385000001
abx_mega__naoh-2__2,1.958961816,0.5195180661000001
abx_mega__van_h2o__4,-0.6991320510000001,0.7878876425
abx_mega__sacet_h2o__2,6.6039665263,-0.34869558240000004
abx_mega__monac_dmso__4,0.30464994840000004,-0.6259057211
abx_mega__h2o-2__2,2.0086398768,0.2787714211
abx_mega__zeocin_h2o__5,2.2671761622,-0.3595264066
abx_mega__nor_naoh__5,1.7387460167,-0.8679491588
abx_mega__naoh-9__2,2.8745963331,-0.7946764752000001
abx_mega__dmso-7__3,3.7793072281,-1.5067211631
abx_mega__van_h2o__5,-0.7743759326,0.5763680181
abx_mega__flavo_dmso__4,2.1789011039,-1.4311050286
abx_mega__novo_dmso__3,-3.4323627677,-0.2558812988
abx_mega__polmyx_h2o__7,1.4024609557,-1.0631106757
abx_mega__teix_dmso__17,3.0390517605,-0.8264912114
abx_mega__doxo_dmso__3,2.9628800598,-0.09547435330000001
abx_mega__mem_dmso__6,0.6958916742,-0.5022335114
abx_mega__h2o-1a__3,0.37980313660000004,-0.0376129716
abx_mega__bacit_dmso__3,-1.0338767893,0.9732095405000001
abx_mega__dox_dmso__8,1.1172070988,1.1855126913
abx_mega__teix_dmso__18,1.250727108,-0.2443495203
abx_mega__h2o-6__3,1.0112132068,-0.5393117402000001
abx_mega__pen_h2o__5,-0.3127927399,0.4775416632
abx_mega__lzd_dmso__4,-1.2198723664,-1.0263430997
abx_mega__daro__1,1.1637316378,-0.3428712887
abx_mega__solv__1,2.4994736222,-0.3083721229
abx_mega__daro__2,2.773703103,-0.1707255945
abx_mega__daro__3,4.0331517194,0.1428619425
abx_mega__solv__2,0.5862056164,-0.9655616608
abx_mega__solv__3,3.2287478942,0.1294630341
abx_mega__dmso-4__1,-2.4411551042,-0.0896921183
abx_mega__kirr_dmso__1,-5.8004285672,-1.2101033617
abx_mega__kirr_dmso__2,-5.4961479412,-1.2290827352
abx_mega__kirr_dmso__3,-5.448454303,-1.0803041385
abx_mega__dmso-4__2,-2.1240270681,-0.09187795750000001
abx_mega__dmso-4__3,-2.6614802441,0.0733693529
ackA_pta__dnaA46_del_ackA__1,0.1650996932,0.196012406
ackA_pta__dnaA46_del_ackA__2,1.6214736009,0.6079058310000001
ackA_pta__dnaA46_del_ackA__3,1.3199363275,0.2361118931
ackA_pta__dnaA46_del_pta__1,-0.020511571000000003,1.1628890098
ackA_pta__dnaA46_del_pta__2,0.2965951277,-0.010576070100000001
ackA_pta__dnaA46_del_pta__3,1.5026044022,0.1896194094
ackA_pta__dnaA46__1,0.7556628045,0.0591269184
ackA_pta__dnaA46__2,3.040903,-0.28179835400000003
ackA_pta__dnaA46__3,-0.42372809710000003,0.1202351447
ackA_pta__del_ackA__1,0.0459420044,0.2618332897
ackA_pta__del_ackA__2,0.9367864813000001,0.8823509394
ackA_pta__del_ackA__3,-0.6204037728,-0.007193932100000001
ackA_pta__del_pta__1,-2.2466946956,-0.4915067732
ackA_pta__del_pta__2,-2.4825011217,0.2395755377
ackA_pta__del_pta__3,-0.8977090605,0.0519526259
ackA_pta__wt__1,0.1435842038,0.2318098408
ackA_pta__wt__2,0.09943181350000001,-0.16258154630000002
ackA_pta__wt__3,-0.2430160173,-0.06922829450000001
anticancer__5fu__1,0.6562411361,-0.9481420635000001
anticancer__5fu__2,0.2072573398,-0.8598823830000001
anticancer__cap__1,4.7541170653,-0.6248388045000001
anticancer__cap__2,4.6263882924,-0.6743078610000001
anticancer__cap__3,4.860461393,-0.6061806166
anticancer__wt__1,-0.3980955259,0.2975420616
anticancer__wt__2,-0.3764753032,-0.0322618557
anticancer__wt__3,0.7745708291000001,-0.2652802059
anticancer__5fu__3,1.1600155564,-0.9905780388000001
bio_pln__aero_pln__1,0.20349426710000001,-0.0248108216
bio_pln__aero_pln__2,-0.20349426710000001,0.0248108216
bio_pln__anaero_pln__1,0.3027222304,-0.778776452
bio_pln__anaero_pln__2,1.119401184,-0.6722676961
biocide__bzcl_12h__1,0.5623632939000001,0.0521113979
biocide__bzcl_12h__2,0.2971761394,0.5299226275
biocide__bzcl_12h__3,0.7793188788000001,0.2818543479
biocide__etoh_12h__1,-2.5115570566,-0.6737009582
biocide__etoh_12h__2,-2.6056040375,-0.6437245928
biocide__etoh_12h__3,-2.8760683654,-0.5778661406
biocide__gluald_12h__1,0.8111222031,0.0183201079
biocide__gluald_12h__2,0.7631059627,0.09519462640000001
biocide__gluald_12h__3,0.31747299090000003,0.17542557490000002
biocide__h2o2_12h__1,1.0878319156,-0.0535485177
biocide__h2o2_12h__2,0.9507118235,-0.0173218224
biocide__h2o2_12h__3,2.9099772295,0.11234378900000001
biocide__2ppoh_12h__1,-2.1259943308,-0.6241410513
biocide__2ppoh_12h__2,-2.109073605,-0.7829655744
biocide__2ppoh_12h__3,-1.8545951300999999,-0.4881143452
biocide__paa_12h__1,5.7952037009,-0.2506803771
biocide__paa_12h__2,4.3490559917,-0.08928938800000001
biocide__paa_12h__3,6.1804825226,-0.1488147859
biocide__phe_12h__1,2.0251574232,0.3171723906
biocide__phe_12h__2,1.5628246337,0.1393425583
biocide__phe_12h__3,1.626043243,0.1100217753
biocide__pvp-i_12h__1,3.9948463126,0.2605318504
biocide__pvp-i_12h__2,4.5970046403,0.0108701011
biocide__pvp-i_12h__3,5.3403890048000004,0.21161728130000002
biocide__bleach_12h__1,2.4912663143,0.1393776272
biocide__bleach_12h__2,3.1975010933,0.10160447160000001
biocide__bleach_12h__3,2.9363713776,0.1448761091
biocide__chx_12h__1,4.3225621617,0.2914872926
biocide__chx_12h__2,4.0254193927,0.37053140100000004
biocide__chx_12h__3,3.455748634,0.4073317333
biocide__bzcl_30m__1,1.3293500622,0.264020557
biocide__bzcl_30m__2,1.581818697,0.49402014200000005
biocide__bzcl_30m__3,1.6414189566,0.4230670301
biocide__phe_30m__1,-1.0219654591,-0.1977286418
biocide__phe_30m__2,-1.0617394458,0.2372733508
biocide__phe_30m__3,-0.9372419663,-0.033555327100000004
biocide__pvp-i_30m__1,0.08485846130000001,0.47533974290000003
biocide__pvp-i_30m__2,0.2706009545,0.5761692814
biocide__pvp-i_30m__3,0.7344553923,0.3515579701
biocide__ctrl_12h__1,-0.163258174,-0.1645419849
biocide__ctrl_12h__2,0.2565159551,-0.2301313435
biocide__ctrl_12h__3,0.8317906229,0.076117855
biocide__ctrl_30m__1,-0.6213297621,0.050997078
biocide__ctrl_30m__2,0.5635522477,-0.07091312300000001
biocide__ctrl_30m__3,0.0577775144,0.019916045
clpP__wt__1,0.1436647462,-0.00996195
clpP__wt_DPTA__1,-3.0692045372,0.4771894786
clpP__wt__2,-0.38880609930000004,-0.33837071830000004
clpP__wt_DPTA__2,-3.3072662998,0.6311201695
clpP__wt__3,0.24514135310000001,0.34833266830000004
clpP__wt_DPTA__3,-3.7251080419,0.3286878341
clpP__delclpP__1,-2.7027722424,-0.4094021283
clpP__delclpP_DPTA__1,-4.5691797773000005,0.7543934508
clpP__delclpP__2,-2.2826207324,0.08491817530000001
clpP__delclpP_DPTA__2,-4.6474189648,0.8221454991
clpP__delclpP__3,-1.8390008861,0.12490286460000001
clpP__delclpP_DPTA__3,-4.9124938354,0.8597272058000001
colombos2__delydcR__1,-0.7773101493,0.25291969000000003
colombos2__delydcR__2,-0.8585703464000001,0.1781534863
colombos2__delydcR__3,-0.8598300264000001,0.3979557515
colombos2__delyjiR__1,0.5816457069000001,0.08594993470000001
colombos2__delyjiR__2,-0.9373777989000001,0.3252412597
colombos2__delyjiR__3,0.4065191274,0.0124216442
colombos2__wt__1,-0.7902720469000001,-0.18723562500000002
colombos2__wt__2,1.2146411378,-0.0321952416
colombos2__wt__3,-0.4243690909,0.2194308666
crp_k100__ar1_ar2__1,1.2516098732,0.7402100929000001
crp_k100__ar1_ar2__2,2.0625703749,0.9399344625
crp_k100__ar1_ar2__3,1.973080514,0.5858200520000001
crp_k100__wt__1,-0.3495821752,0.12749590660000001
crp_k100__wt__2,-0.1286067906,-0.0368649464
crp_k100__wt__3,0.47818896580000003,-0.0906309602
crp_k100__K100Q__1,1.1656924063,0.7627481410000001
crp_k100__K100Q__2,-0.8615863234000001,0.8125357908
crp_k100__K100R__1,0.8639198569000001,-0.0954022971
crp_k100__K100R__2,-1.9405959693,0.0194767003
crp_k100__K100R__3,-1.1391347455,-0.0018760174000000001
csrA__wt_t00__1,0.9260621041,-0.2243260919
csrA__wt_t02_30__1,2.675359872,0.2923692093
csrA__wt_t05__1,5.9882520199,0.8687017416
csrA__wt_t10__1,3.4419628393,0.7935661681
csrA__wt_t15__1,-1.2811394625,0.0090469469
csrA__delcsrA_t00__1,1.2510079007,0.2136588426
csrA__delcsrA_t02_30__1,4.4942511776,0.8294344867000001
csrA__delcsrA_t05__1,8.4508845009,1.4478201159
csrA__delcsrA_t10__1,3.4977494663,1.7045740865
csrA__delcsrA_t15__1,-0.0007445904000000001,1.0191116646
csrA__wt_t00__2,-0.9260621041,0.2243260919
csrA__wt_t02_30__2,3.73021254,0.4704528235
csrA__wt_t05__2,7.814130702,1.0324813556
csrA__wt_t10__2,3.3820644958,0.8615026812000001
csrA__wt_t15__2,-1.17284441,0.1750089213
csrA__delcsrA_t00__2,0.8521307100000001,0.1458342223
csrA__delcsrA_t02_30__2,5.6683272378,0.4836739484
csrA__delcsrA_t05__2,6.7613636156,1.4667231589
csrA__delcsrA_t10__2,3.5674228794,1.5895328289
csrA__delcsrA_t15__2,-0.5209009366,0.9753786537
cstr_pfr__str_0005m__1,0.7853212351000001,0.2696127662
cstr_pfr__str_0010m__1,1.2776912391,0.0155041727
cstr_pfr__str_0025m__1,0.08495742860000001,-0.0882503925
cstr_pfr__str_0045m__1,0.14749044320000002,-0.022539184
cstr_pfr__str_0075m__1,-0.37321692170000004,0.0144753072
cstr_pfr__str_0120m__1,-0.0607872229,0.039269784200000005
cstr_pfr__str_0210m__1,0.1411029922,0.0761679623
cstr_pfr__str_0330m__1,-0.2187620898,0.0748253118
cstr_pfr__str_1500m__1,-0.5846470142,0.07085152530000001
cstr_pfr__str_1560m__1,-0.153352143,0.1621400617
cstr_pfr__str_1680m__1,0.11148533740000001,0.0433272294
