,A,Nac
nac_ntrc__bw_delnac_csn__2,-5.8520411785,-4.725505623
nac_ntrc__bw_delnac_cytd__1,-5.4828978948,-4.570227487
nac_ntrc__bw_delnac_cytd__2,-5.024884647,-4.725505623
nac_ntrc__bw_delnac_gln__1,-6.313168918,-4.725505623
nac_ntrc__bw_delnac_gln__2,-5.4002665942,-4.025620359
nac_ntrc__bw_delnac_nh4__1,-2.7684413847,-4.725505623
nac_ntrc__bw_delnac_nh4__2,-2.9913548495,-4.725505623
misc__wt_no_te__1,0.22075754190000002,-1.3961649600000001
misc__wt_no_te__2,-0.15208741650000002,-1.23681461
misc__bw_delcbl__1,-0.5360584175,-0.757840182
misc__bw_delcbl__2,-0.0754635641,-0.5660527710000001
misc__bw_delfabr__1,-1.1256155374,-0.9718758310000001
misc__bw_delfabr__2,-1.1796800976,-0.794775156
misc__bw_delfadr__1,-1.142975535,-1.680478966
misc__bw_delfadr__2,-0.5275005165000001,-1.264995389
misc__nitr_031__1,13.8626695163,6.552016787
omics__wt_glu__1,0.0824774394,-0.899102147
omics__wt_glu__2,-0.1008124163,-0.792330761
omics__wt_gly__1,1.6088188604,2.542336378
omics__wt_gly__2,1.6045435207,2.498725851
omics__wt_thr__1,1.1650102994,1.311510065
omics__wt_thr__2,1.2502860966,1.556613354
omics__bw_ac__1,3.6486535535,-2.000452962
omics__bw_ac__2,3.8984931514000003,-1.525135401
omics__bw_fum__1,2.2401469106,-1.8242871040000002
omics__bw_fum__2,2.0681775262,-1.969805032
omics__bw_glc__1,-0.8243755353000001,-0.506795945
omics__bw_glc__2,-1.0717223252,-0.437756199
omics__bw_pyr__1,2.4991797045,-1.7601444370000001
omics__bw_pyr__2,2.9770785228000003,-1.31210616
ompr__wt_nacl__1,1.3533282858,-1.49281383
ompr__wt_nacl__2,1.6529977440999999,-1.181235928
ompr__bw_delompr_nacl__1,2.6511046042,-1.595691583
ompr__bw_delompr_nacl__2,2.3362548122,-1.530409774
minspan__wt_ade__1,-0.9577687142,-0.956261935
minspan__wt_glc__2,0.2459117557,-1.083873052
minspan__wt_glc__3,0.2247452487,-0.9017149630000001
minspan__wt_glc__4,-0.0199481481,-1.241777547
minspan__wt_glc_anaero__1,-2.2879705699,-2.0951654570000002
minspan__wt_glc_anaero__2,-4.3013321911,-1.911124331
minspan__wt_trp__1,1.3210647472,-0.084408861
minspan__bw_delcra_glc__2,-0.0469922439,-0.35977291100000003
minspan__bw_delcra_trp__1,1.8506844626999999,0.575442271
minspan__bw_delmntr__1,-0.9498337887,0.048987219000000005
minspan__bw_delnac_ade__1,-1.2879632897,-4.725505623
minspan__bw_delnac_glc__1,-1.7254661064999999,-4.430515828
cra_crp__wt_ac__1,5.4777894607,-1.6374726750000002
cra_crp__wt_ac__2,5.4765203783,-1.352660093
cra_crp__wt_fru__1,3.5045272769,-1.37473244
cra_crp__wt_fru__2,3.4095394131,-1.174600821
cra_crp__delcra_ac__1,3.7441910732,-1.638441996
cra_crp__delcra_ac__2,3.4413492797,-1.96445885
cra_crp__delcra_fru__1,-0.7041729156000001,-0.9699533260000001
cra_crp__delcra_fru__2,-0.9160106088000001,-1.078082742
cra_crp__delcra_glc__1,-1.1841304846,-1.068559011
cra_crp__delcra_glc__2,-1.4698781589,-1.005362379
rpoB__wt_031__1,8.9333330812,4.863024772
rpoB__wt_044__1,5.8887718553,5.019825411
rpoB__wt_lb__1,9.6853629576,-2.23039253
rpoB__wt_lb__2,8.7492968985,-2.187601614
rpoB__rpoBE546V_031__1,12.1781095739,6.050529497
rpoB__rpoBE546V_044__1,12.7178443874,5.991430347
rpoB__rpoBE546V_lb__1,6.8382000732,-2.644579213
rpoB__rpoBE546V_lb__2,6.9941628817,-2.57741294
rpoB__rpoBE546V_glc__1,-0.5461070765,-0.01704733
rpoB__rpoBE672K_glc__1,0.3293957809,-0.162803771
rpoB__rpoBE672K_glc__2,0.0214669398,-0.062835234
rpoB__rpoBE672K_lb__1,1.5635496237000002,-4.273104867
rpoB__rpoBE672K_lb__2,1.3880495184,-3.294696074
crp__wt_fru__1,2.0685787708,-1.419126774
crp__wt_glyc__1,2.622679805,-2.331375942
crp__wt_glyc__2,3.1058058757,-1.8351906480000002
crp__delar1_glyc__1,-1.04371296,-1.111878346
crp__delar1_glyc__2,0.0220439358,-0.8678945680000001
crp__delar1ar2_glyc__1,-0.8435153905,-2.018645712
crp__delar1ar2_glyc__2,-0.44726575890000003,-2.08533772
crp__delar1ar2_glyc__3,-0.4019641409,-2.057777957
crp__delar2_glyc__1,5.1852674438,-1.25134123
crp__delar2_glyc__2,5.024865904,-1.502031525
crp__delar2_glyc__3,4.778716359,-1.415299276
crp__delcrp_fru__1,-1.083138472,-1.214525928
crp__delcrp_fru__2,-1.3035419531999999,-1.770729264
crp__delcrp_fru__3,-1.3811954132,-1.398485756
crp__delcrp_glc__1,-1.7949487512000002,-1.770199173
crp__delcrp_glc__2,-2.0739418153,-1.94036139
crp__delcrp_glc__3,-1.5349708406,-1.531417795
crp__delcrp_glyc__1,-1.303827173,-1.899223153
crp__delcrp_glyc__2,-1.7557602495,-2.037462752
crp__delcrp_glyc__3,-1.9293421247,-2.379560199
glu__glu_ale3__1,-4.7059348375,-2.00322572
glu__glu_ale4__1,-3.9498835376,-2.776772561
glu__glu_ale5__1,-1.0235130339,-1.822011142
glu__glu_ale6__1,-1.7837410307,-1.691231525
glu__glu_ale8__1,-4.3635151555,-2.192874935
glu__glu_ale9__1,-3.5959821889,-2.229247024
glu__glu_ale10__1,-3.3916846076000002,-1.778692268
42c__wt_42c__1,-0.9898316103,-1.6272171850000001
42c__42c_ale1__1,-2.6577328646,-1.966118301
42c__42c_ale2__1,-3.9077163913,-2.434200137
42c__42c_ale3__1,-3.2919408984,-1.388438963
42c__42c_ale4__1,-3.5116382768000003,-1.445537732
42c__42c_ale5__1,-3.5828673574,-2.2187326450000002
42c__42c_ale6__1,-4.2146456674,-2.336357608
42c__42c_ale8__1,-4.4579805552,-1.972562557
42c__42c_ale9__1,-3.4766665508,-1.6342439450000001
42c__42c_ale10__1,-3.690413906,-1.891036626
ssw__wt_ac__1,2.7372993856,-1.611062371
ssw__wt_glc__1,-0.42709700180000004,-1.440486776
ssw__wt_glyc__1,3.9190004359,-0.865227956
ssw__wt_xyl__1,0.0637614463,-1.020020557
ssw__glc_ale1__1,-0.43091179160000004,-1.550488041
ssw__glc_ale2__1,-1.1195948033,-1.301002387
ssw__glc_ale3__1,-3.1204535079,-0.15318652500000002
ssw__glyc_ale1__1,-1.3997359608,-1.61000612
ssw__glyc_ale2__1,-2.3200670605,-0.21536180700000002
ssw__xyl_ale1__1,-0.9640322416,-1.057384247
ssw__xyl_ale2__1,-1.9582410878,-1.370628079
ssw__xyl_ale3__1,-1.9751774593,-0.424110835
ssw__glc_ac_ac2__1,-0.40805541980000004,0.036478666
ssw__glc_ac_glc1__1,-2.4439288502,-1.197447021
ssw__glc_glyc_glc__1,-1.7853527267,-1.4471025690000001
ssw__glc_glyc_glyc__1,-0.2103731666,-2.347733326
ssw__glc_xyl_glc__1,-3.0972867187,-2.089136542
ssw__glc_xyl_xyl__1,-1.9019874948000002,-2.203921866
ica__wt_glc__1,-0.6187217482,-0.9555554380000001
ica__wt_glc__2,-0.7838934935,-0.895923216
ica__wt_glc__3,-2.3980606143,-2.363106781
ica__wt_glc__4,-2.1555480307,-2.299437015
ica__arg_sbt__1,3.3389591866,-2.018927597
ica__arg_sbt__2,2.3105707216,-2.280914596
ica__cytd_rib__1,10.7237825815,-1.728662433
ica__cytd_rib__2,11.2611424503,-1.3950074030000001
ica__gth__1,0.3107783861,-1.420016803
ica__gth__2,0.23758028920000002,-1.513061271
ica__leu_glcr__1,1.2461577606,-2.194850953
ica__leu_glcr__2,0.8160283861000001,-2.554223932
ica__met_glc__1,-0.019772555600000002,-1.7982902260000002
ica__met_glc__2,-0.3519774151,-1.820060655
ica__no3_anaero__1,-3.0402764523,-1.06351416
ica__no3_anaero__2,-2.5870960215,-1.054864589
ica__phe_acgam__1,-1.125328444,-2.462168076
ica__phe_acgam__2,-1.5234013815,-2.191386078
ica__thm_gal__1,2.3013661546,-1.9128767770000001
ica__thm_gal__2,2.1232244075,-2.233467799
ica__tyr_glcn__1,-0.4509343119,-2.585959623
ica__tyr_glcn__2,-0.7965456738000001,-2.44707641
ica__ura_pyr__1,1.2588061564,-2.070522785
ica__ura_pyr__2,2.3788876542,-2.122693874
ica__wt_glc__5,-1.9026874998,-2.257621052
ica__wt_glc__6,-1.9492436708,-2.247697062
ica__bw_delpurR_cytd__1,-1.5387973986999999,-2.312968621
ica__bw_delpurR_cytd__2,-2.2933527016,-2.6943289310000003
ica__ade_glc__1,-2.0796381521,-2.346077737
ica__ade_glc__2,-0.8443729811,-2.023073819
ytf__wt_glc__1,-0.0067133951,0.1695049
ytf__wt_glc__2,-0.5240754015,0.13060047
ytf__delyafC__1,1.6159939535999999,1.6565648190000002
ytf__delyafC__2,1.3321489492,1.061693217
ytf__delyeiE__1,0.8631706511,1.029775412
ytf__delyeiE__2,0.7641418496,-0.941805195
ytf__delyiaJ__1,0.9567302387000001,0.008804778000000001
ytf__delyiaJ__2,1.2831280432,-0.19748837600000002
ytf__delyieP__1,-0.7290193983000001,0.142214169
ytf__delyieP__2,-0.1329746202,0.30161080500000004
ytf__wt_ph5__1,-0.3819891257,0.331631799
ytf__wt_ph5__2,-0.21008874800000002,0.35297229900000004
ytf__wt_ph8__1,0.0166751674,-1.544666002
ytf__wt_ph8__2,-0.3570799713,-1.8064700390000001
ytf__delybaO__1,1.9259220229,0.905745647
ytf__delybaO__2,1.088728749,0.903975583
ytf__delybaQ__1,-0.48638777780000003,-0.735885247
ytf__delybaQ__2,-0.6166849949000001,-0.84652233
ytf__delybiH__1,0.2314761028,-0.157392484
ytf__delybiH__2,0.11485979160000001,-0.14598782200000002
ytf__delydcI_ph5__1,-0.5804465772,1.081453561
ytf__delydcI_ph5__2,-0.6089100205,1.022221057
ytf__delydcI_ph8__1,-0.9881617259000001,-2.070954701
ytf__delydcI_ph8__2,-0.9606637157000001,-2.07481487
ytf__delyddM__1,-0.9276143414,-1.219589188
ytf__delyddM__2,-1.3694962317,-1.413693311
ytf__delyheO__1,1.7539212537000002,0.32833632500000004
ytf__delyheO__2,0.3837145601,0.155887739
fps__bw_glc__1,-0.1530646762,-1.358233387
fps__bw_glc__2,0.0062245481,-0.978424822
fps__fps_thrA_ale1__1,0.0276175117,-1.68342813
fps__fps_thrA_ale1__2,-0.20084015530000002,-1.05207019
fps__fps_thrA_ale2__1,-0.6438364727,-2.162587055
fps__fps_thrA_ale2__2,-0.6873281563,-1.695667234
fps__fps_serB_ale1__1,0.1199743146,-2.020706613
fps__fps_serB_ale1__2,0.20666527810000002,-1.634012821
fps__fps_serB_ale4__1,-0.3468510312,-1.573260123
fps__fps_serB_ale4__2,-0.16996273380000002,-1.2293238610000001
fps__fps_ptsI_ale1__1,5.1773151278,-1.786929587
fps__fps_ptsI_ale1__2,4.8289176529,-1.7341974420000001
fps__fps_ptsI_ale3__1,4.4824351065,-1.9826086630000002
fps__fps_ptsI_ale3__2,4.6059197284,-2.023838102
pal__lyx_ale2_f6__1,6.4145445081,-1.492832946
pal__lyx_ale2__1,5.3248700135,-1.883665835
pal__lyx_ale2__2,4.6165868265,-1.8062686810000002
pal__lyx_ale4__1,4.4942197623,-2.056574272
pal__lyx_ale4__2,4.2238914273,-2.019620365
pal__5drib_ale10_f18__1,4.0182795021,-0.45378550100000004
pal__5drib_ale10_f18__2,3.8651171186,-0.636143758
pal__5drib_ale10__1,0.6658738664,-0.411496925
pal__arab_ale14_f9__1,2.3598823436,-1.494909044
pal__arab_ale14_f9__2,2.9843482364,-1.354573366
pal__arab_ale14__1,0.6021598127000001,-1.6270685550000001
pal__arab_ale14__2,1.0234018816,-2.132434197
pal__arab_ale16__1,0.3244774978,0.24337127200000003
pal__arab_ale16__2,1.7463092580000001,-0.26574851
pal__tartr_ale26_f10__1,4.6891920027000005,-0.9086823350000001
pal__tartr_ale26_f10__2,5.9590422238,-1.356490184
pal__tartr_ale26__1,3.9509423301,-1.908421378
pal__tartr_ale26__2,3.5328566131,-1.5716821470000002
pal__tartr_ale28_f10__1,5.9524059153,-1.423394303
pal__tartr_ale28_f10__2,5.3166101705,-0.980608439
pal__tartr_ale28__1,2.5303066991,-1.4071498
pal__tartr_ale28__2,1.249240849,-1.894256133
efeU__delmenFentC_citr__1,-0.3590400536,-0.145784447
efeU__delmenFentC_citr__2,-0.3117929023,-0.22694596400000003
efeU__delmenFentC__1,0.8028462993000001,-1.8203770160000001
efeU__delmenFentC__2,0.5278679724,-1.4218572200000001
efeU__menFentC_ale39__1,-1.106049864,-0.991280421
efeU__menFentC_ale39__2,-1.6805109355,-1.048821509
efeU__menFentC_ale29__1,-3.7433401302,-1.572485066
efeU__menFentC_ale29__2,-3.2108134521,-1.427926678
efeU__menFentC_ale30__1,-1.0771320467,-1.3257883719999999
efeU__menFentC_ale30__2,-1.6072097095,-1.911597016
efeU__menFentCubiC_ale36__1,-0.9912363587,-1.62220082
efeU__menFentCubiC_ale36__2,-0.7615768076,-1.7660818690000002
efeU__menFentCubiC_ale37__1,-1.2028080795,-1.285758096
efeU__menFentCubiC_ale37__2,-1.2048433182,-1.232647401
efeU__menFentCubiC_ale38__1,-1.8718277862,-1.477746548
efeU__menFentCubiC_ale38__2,-1.5586260907,-1.5138569849999999
misc2__salc_glc__1,-2.7292792008999998,-0.49971858900000005
misc2__salc_glc__2,-3.6431332169,-1.486988704
misc2__dbcn_glc__1,-3.2442257887,-2.770332727
misc2__dbcn_glc__2,-3.5654555362,-3.247913347
misc2__tyr_glc__1,-1.9501930562,-2.201766166
misc2__tyr_glc__2,-1.7166176968,-1.850828756
misc2__arg_cytd__1,-2.2071579689,-2.740672314
misc2__arg_cytd__2,-2.1266000899,-1.973612932
misc2__delyheO_pyr__1,3.0091715877,-1.396271108
misc2__delyheO_pyr__2,2.7732723587,-1.4403978830000002
nquinone__delubiC__1,-2.2567688001,-2.444293789
nquinone__delubiC__2,-2.240000162,-2.027146531
nquinone__ubiC_ale1__1,-1.1371149222,-1.656287287
nquinone__ubiC_ale1__2,-1.0402042812,-1.4960252010000001
nquinone__ubiC_ale2__1,-0.5825540698,-1.5551476860000002
nquinone__ubiC_ale2__2,-0.9560904809,-1.866179959
nquinone__ubiC_ale3__1,-0.8993104061,-2.241205935
nquinone__ubiC_ale3__2,-1.5738232149,-2.6205333580000003
nquinone__ubiC_ale4__1,-0.8944945963,-1.919867666
nquinone__ubiC_ale4__2,-0.7432662729,-1.520161489
nquinone__delpdhR__1,-0.2291748852,0.9977503870000001
nquinone__delpdhR__2,0.0783434256,0.87347483
quinone__glu_ale4__1,-3.6102979674,-2.699766705
quinone__glu_ale4__2,-3.6093518289,-2.553309664
quinone__delmenF__1,-0.6799661199,-0.096285431
quinone__delmenF__2,-0.3593282749,-0.849898971
quinone__menF_ale5__1,-1.5126285512000002,-1.247637534
quinone__menF_ale5__2,-1.4671923087,-1.562727691
quinone__menF_ale6__1,-0.8717396828,-1.465059359
quinone__menF_ale6__2,-0.93588941,-1.6547814230000002
quinone__menF_ale7__1,0.5454538294,-1.375778336
quinone__menF_ale7__2,0.3237248051,-1.3744260050000001
quinone__menF_ale8__1,-2.2421702135,-0.8407915130000001
quinone__menF_ale8__2,-1.4479839335,-0.517451584
quinone__delmenFubiC__1,-1.1264863965,-1.553374985
quinone__delmenFubiC__2,-1.2183907206,-1.370391717
quinone__menFubiC_ale1__1,-0.5447121071000001,-0.23697979100000002
quinone__menFubiC_ale1__2,-0.7237904596,-0.178362459
quinone__menFubiC_ale2__1,-0.966917503,-1.4078763840000001
quinone__menFubiC_ale2__2,-0.7008136258000001,-1.592102074
quinone__menFubiC_ale3__1,-1.3553422483,-1.560968206
quinone__menFubiC_ale3__2,-1.2785775071,-1.455880616
quinone__menFubiC_ale4__1,-0.93787824,-0.85131308
quinone__menFubiC_ale4__2,-1.4166103151,-1.227447348
oxyR__wt_glc__1,-1.7725272748,-1.4175156
oxyR__wt_glc__2,-1.6585912558,-1.5348472910000002
oxyR__wt_h2o2__1,-1.5861762947,-1.713738202
oxyR__wt_h2o2__2,-1.3291407704,-1.284468236
oxyR__glu_ale4__1,-2.8754443749,-2.024386201
oxyR__glu_ale4__2,-2.6326182387,-1.970096307
oxyR__glu_ale4_h2o2__1,-3.2565313245,-1.7201331990000002
oxyR__glu_ale4_h2o2__2,-3.073771332,-1.448091929
oxyR__oxyR_ale17__1,-1.1307524899999999,-1.401006304
oxyR__oxyR_ale17__2,-1.7391408952,-1.6137084860000002
oxyR__oxyR_ale17_h2o2__1,-1.3072746254,-1.381374208
oxyR__oxyR_ale17_h2o2__2,-0.5882012397,-1.398573968
oxyR__oxyR_ale18__1,-2.7207835568,-2.413176006
oxyR__oxyR_ale18__2,-2.6796151968,-2.084699996
oxyR__oxyR_ale18_h2o2__1,-2.5906928815,-1.986988603
oxyR__oxyR_ale18_h2o2__2,-2.2647856323,-1.725412034
oxyR__oxyR_ale19__1,-1.9712245228,-2.021510088
oxyR__oxyR_ale19__2,-2.6491245291,-1.7762034720000002
oxyR__oxyR_ale19_h2o2__1,-2.3173668079,-1.825608662
oxyR__oxyR_ale19_h2o2__2,-2.3815480276,-1.8463277200000001
oxyR__oxyR_ale20__1,-1.2114934234999999,-1.240710627
oxyR__oxyR_ale20__2,-1.4834807139000001,-1.465169672
oxyR__oxyR_ale20_h2o2__1,-2.0416223051,-1.600083686
oxyR__oxyR_ale20_h2o2__2,-1.830680432,-1.5383975360000002
svns_pgi__BmePgi24_15__1,0.1316899181,-0.038276091000000005
svns_pgi__BmePgi24_15__2,0.2896349643,0.169640609
svns_pgi__BmePgi24_26__1,0.0983011365,-1.043367143
svns_pgi__BmePgi24_26__2,0.2757191975,-0.9901545410000001
svns_pgi__BmePgi24_41__1,-0.1882619476,-0.277084475
svns_pgi__BmePgi24_41__2,-0.1607778634,-0.528506102
svns_pgi__BmePgi24_52__1,0.0805208052,-0.950716556
svns_pgi__BmePgi24_52__2,0.33431024940000004,-0.512665621
svns_pgi__PaePgi2_34__1,-0.528855559,-1.586117605
svns_pgi__PaePgi2_34__2,-0.3043018894,-1.5147966670000002
svns_pgi__PaePgi2_63__1,-0.014530633000000001,-1.203738435
svns_pgi__PaePgi2_63__2,0.1286440659,-1.065470334
svns_pgi__PaePgi24_54__1,-2.9677916459,-1.835310553
svns_pgi__PaePgi24_54__2,-2.9484289396000003,-1.658484993
svns_pgi__PaePgi24_90__1,-2.2301810717,-1.5885701939999999
svns_pgi__PaePgi24_90__2,-2.0715873799,-1.422476577
abx_media__m9_ctrl__1,1.6788964381,-0.6578084550000001
abx_media__m9_ctrl__2,1.9142856442,-1.131614761
abx_media__rpmi_ctrl__1,0.201255403,-3.5989071089999998
abx_media__rpmi_ctrl__2,0.2395787147,-3.440138096
abx_media__camhb_ctrl__1,0.784615171,-3.044593221
abx_media__camhb_ctrl__2,1.0270756868,-3.43841523
abx_media__m9_mero__1,1.4941095377,-0.9565940270000001
abx_media__m9_mero__2,1.5464589777,-1.06957716
abx_media__rpmi_mero__1,0.8873094622000001,-3.336513214
abx_media__rpmi_mero__2,0.5716438543,-4.003030846
abx_media__camhb_mero__1,2.259522485,-2.81151666
abx_media__camhb_mero__2,2.298884006,-3.207312052
abx_media__m9_trisulf__1,0.48680182450000004,-1.292704918
abx_media__m9_trisulf__2,0.1581872875,-0.9868490630000001
abx_media__rpmi_trisulf__1,-1.3696179525,-2.73106236
abx_media__rpmi_trisulf__2,-1.5769254287,-3.055437771
abx_media__camhb_trisulf__1,0.7684711608,-2.723295231
abx_media__camhb_trisulf__2,0.38286298480000003,-2.59023387
abx_media__m9_cef__1,1.1542057251,0.079482283
abx_media__m9_cef__2,0.9616678964,-0.173825275
abx_media__rpmi_cef__1,0.4665016679,-3.087214477
abx_media__rpmi_cef__2,0.7758026556000001,-2.853723419
abx_media__camhb_cef__1,0.1528234988,-2.700986069
abx_media__camhb_cef__2,0.6662946816,-2.679645087
abx_media__m9_cipro__1,1.4632944209,-0.9634334360000001
abx_media__m9_cipro__2,1.1446719971000001,-1.266058354
abx_media__rpmi_cipro__1,0.5341114982,-2.713785296
abx_media__rpmi_cipro__2,-0.2169699052,-2.930085909
abx_media__camhb_cipro__1,-1.6660447336000002,-3.843229678
abx_media__camhb_cipro__2,-1.8124583991,-3.319483844
hot_tale__42c_ale3_30c__1,-1.6668471710000001,-1.172067267
hot_tale__42c_ale3_30c__2,-1.0532145766,-0.800300216
hot_tale__42c_ale3_37c__1,-2.6199802859,-1.467531117
hot_tale__42c_ale3_37c__2,-2.2973471458,-1.786098149
hot_tale__42c_ale3_44c__1,-1.4131731526,-0.866624414
hot_tale__42c_ale3_44c__2,-1.6438628627,-0.6779199060000001
hot_tale__hot_ale3_mid_30c__1,-2.4831613552,-1.698867554
hot_tale__hot_ale3_mid_30c__2,-1.9610087756,-1.3117745
hot_tale__hot_ale3_mid_37c__1,-2.8693239854,-2.099983317
hot_tale__hot_ale3_mid_37c__2,-2.9793630034,-2.503323088
hot_tale__hot_ale3_mid_44c__1,-2.723181807,-2.712819784
hot_tale__hot_ale3_mid_44c__2,-2.6427918626,-1.441163494
hot_tale__hot_ale3_30c__1,-2.1226625996,-1.157461306
hot_tale__hot_ale3_30c__2,-2.5223560656,-1.630167466
hot_tale__hot_ale3_37c__1,-2.5734969548,-2.270766988
hot_tale__hot_ale3_37c__2,-3.2332752029,-2.294426896
hot_tale__hot_ale3_44c__1,-2.5995841743,-2.029498701
hot_tale__hot_ale3_44c__2,-2.9513912321999998,-1.954691399
hot_tale__hot_ale4_30c__1,-2.6402842682000003,-0.6733416720000001
hot_tale__hot_ale4_30c__2,-2.9084946103,-0.912971324
hot_tale__hot_ale4_37c__1,-2.4128329325,-1.892369649
hot_tale__hot_ale4_37c__2,-2.3766474926,-2.035568196
hot_tale__hot_ale4_44c__1,-2.8828686461,-1.413967031
hot_tale__hot_ale4_44c__2,-3.0659633517,-1.579513499
hot_tale__hot_ale8_30c__1,-2.7810807369,-0.687195074
hot_tale__hot_ale8_30c__2,-2.8861818443000002,-0.885523421
hot_tale__hot_ale8_37c__1,-2.7192646061,-1.654664217
hot_tale__hot_ale8_37c__2,-2.7613197257,-2.060972838
hot_tale__hot_ale8_44c__1,-2.026492164,-1.308829771
hot_tale__hot_ale8_44c__2,-2.2812499781,-1.5180469250000002
hot_tale__hot_ale9_mid_30c__1,-1.3636431471,-1.27700576
hot_tale__hot_ale9_mid_30c__2,-1.5464840388,-1.252157314
hot_tale__hot_ale9_30c__1,-1.8846173651,-0.55070544
hot_tale__hot_ale9_30c__2,-1.5833849252,-0.384642574
hot_tale__hot_ale9_mid_37c__1,-1.8304995251,-2.35547837
hot_tale__hot_ale9_mid_37c__2,-1.5127406986,-1.8039827540000002
hot_tale__hot_ale9_37c__1,-2.4785316194,-1.910014387
hot_tale__hot_ale9_37c__2,-2.4331857348,-2.113326044
hot_tale__hot_ale9_mid_44c__1,-1.5926440573,-1.023491716
hot_tale__hot_ale9_mid_44c__2,-1.5579145401,-1.097068381
hot_tale__hot_ale9_44c__1,-2.6878642893,-1.637316272
hot_tale__hot_ale9_44c__2,-2.4450698705000002,-1.381040606
hot_tale__hot_ale10_30c__1,-3.3348112033,-1.76550753
hot_tale__hot_ale10_30c__2,-3.2367249713,-1.815522196
hot_tale__hot_ale10_37c__1,-3.0435647508,-2.111548014
hot_tale__hot_ale10_37c__2,-3.5308356866,-2.443076326
hot_tale__hot_ale10_44c__1,-1.4903265268,-1.8271947050000001
hot_tale__hot_ale10_44c__2,-0.2470524972,-1.100789567
hot_tale__hot_ale16_30c__1,-2.9089143649,-1.231223393
hot_tale__hot_ale16_30c__2,-2.8446716315,-1.126071997
hot_tale__hot_ale16_37c__1,-2.821288036,-1.798436566
hot_tale__hot_ale16_37c__2,-2.7575977972,-1.592151321
hot_tale__hot_ale16_44c__1,-2.3701268341,-1.658235355
hot_tale__hot_ale16_44c__2,-2.2934935518,-1.692520814
pdhr_ale__pdhR-13_51__1,-0.5331029187,-1.672688863
pdhr_ale__pdhR-13_51__2,-1.3449441981999999,-2.027346403
pdhr_ale__pdhR-14_46__1,0.2095086962,-1.395280759
pdhr_ale__pdhR-14_46__2,0.40527442020000004,-1.121476283
pdhr_ale__pdhR-15_51__1,-1.6644045789000002,-1.319357023
pdhr_ale__pdhR-15_51__2,-1.3843941197,-1.393745158
pdhr_ale__pdhR-16_49__1,0.1851313885,-1.22078488
pdhr_ale__pdhR-16_49__2,-0.49112135570000004,-1.7786178330000002
tcs__del_atoC_LiAcet__1,-0.3183882008,-0.46204253700000003
tcs__del_atoC_LiAcet__2,-0.4380947194,-0.32297814
tcs__del_atoC_LiCl__1,-0.5687135508,-0.283921315
tcs__del_atoC_LiCl__2,-0.30048939480000003,-0.40103777900000004
tcs__del_atoC_m9__1,0.1126623139,-0.5717027250000001
tcs__del_atoC_m9__2,-0.2938091605,-0.673670584
tcs__del_baeR_etoh__1,1.3816095762,-3.8835224200000003
tcs__del_baeR_etoh__2,1.5193624640999999,-4.227978653
tcs__del_baeR_lb__1,6.3744785440000005,-1.637793598
tcs__del_baeR_lb__2,6.2133370237,-1.678988861
tcs__del_btsR_01xlb__1,12.2454378615,-0.576923072
tcs__del_btsR_01xlb__2,12.2440002444,-0.611984073
tcs__del_btsR_lb__1,0.1455566715,-2.304031132
tcs__del_btsR_lb__2,-0.2935380689,-2.408722687
tcs__del_btsR_pyruvate__1,12.3197456596,-0.543397361
tcs__del_btsR_pyruvate__2,12.0802664694,-0.533732948
