,-0.08043224154786294,-0.048259344928717765,-0.016086448309572593,0.01608644830957258,0.04825934492871775,0.08043224154786294,0.1126051381670081,0.14477803478615325,0.17695093140529844,0.20912382802444363,0.2412967246435888,0.27346962126273394,0.3056425178818791,0.3378154145010243,0.36998831112016944,0.40216120773931463,0.4343341043584598,0.46650700097760495,0.4986798975967502,0.5308527942158954
unreg_genes,[],[],[],[],[],[],['ybdD'],[],[],[],[],[],[],[],[],[],[],[],[],[]
IHF_genes,[],['hycB'],"['dppA' 'hypA' 'fimH' 'fimD' 'ssuA' 'tyrP' 'norV' 'dppB' 'sufA' 'hypB'
 'glcG' 'tcyJ' 'hycD' 'atoA' 'rtcA' 'yjbH' 'rtcB' 'hycC' 'yjbG' 'hemF'
 'norW' 'fimF' 'ilvM' 'atoE' 'mtr' 'hycI' 'hycE' 'yjbF' 'cysJ' 'fhlA'
 'ibpB' 'fnr' 'fliA' 'pspD' 'amiA' 'glnH' 'hipA' 'pspA' 'glcB' 'pspG'
 'cysH' 'glnP' 'ubiA' 'yjbE']","['pspC' 'dppF' 'fliZ' 'ssuB' 'atoB' 'folA' 'ssuC' 'ssuD' 'sufE' 'hycF'
 'sufB' 'fimG' 'prfA' 'atoD' 'hycH' 'ssuE' 'ilvG' 'dppC' 'glcA' 'hypD'
 'pspE' 'fimC' 'dppD' 'ilvA' 'hipB' 'hemA' 'dcuD' 'glcF' 'fimI' 'fimA'
 'sufD' 'ubiC' 'hycG' 'sufS' 'adiA' 'glcE' 'ompC' 'cysI' 'fimB' 'ilvD'
 'pspB' 'ilvE' 'prmC' 'ulaG' 'hypE' 'uspA' 'sufC' 'glcD']",['hycA' 'hypC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS_genes,[],['ybiI' 'yhfG'],"['yffO' 'pqiC' 'cfa' 'yafO' 'frdB' 'pykF' 'yffP' 'phr' 'treF' 'bsmA'
 'alkB' 'speB' 'ycgZ' 'cpxA' 'ldcC' 'pqiB' 'murR' 'appB' 'yafN' 'frdA'
 'ppk' 'fic' 'ydhY' 'hdfR' 'talA' 'znuA' 'ynfH' 'iraD' 'csgC' 'gor' 'tolC'
 'hchA' 'baeR' 'dhaM' 'mtn' 'ydhV' 'rssA' 'yehX' 'ada' 'luxS' 'frdC' 'pgi'
 'insI-1' 'ymjE' 'ygiC' 'ydhW' 'baeS' 'ymgC' 'dhaK' 'pfkA' 'dhaL' 'ompN'
 'aidB' 'yabI' 'yggE' 'yehW' 'rssB' 'yciF' 'osmF' 'mutS' 'yciZ' 'xthA'
 'ydhU' 'yhjG' 'fbaB' 'dmsD' 'ygiB' 'ydcS' 'mlrA' 'frdD' 'ynfE' 'ilvY'
 'ynfG' 'btuF' 'msyB' 'pykA' 'yciT' 'insD-5' 'alkA' 'ftsA' 'setA' 'yqiI'
 'eno' 'ydhX' 'treA' 'gadW' 'ftsQ' 'pdeC' 'appC' 'ybjP' 'dgcC' 'ansP'
 'ytfK' 'astC' 'tktB' 'ynfB' 'appA' 'blr' 'ybaT' 'pcnB' 'bolA']","['sgrT' 'folK' 'ftsZ' 'astB' 'cpxR' 'glsA' 'astA' 'mdtA' 'hdeA' 'ydcV'
 'artP' 'mdtD' 'insN' 'ppx' 'pqiA' 'envC' 'hdeD' 'mdtC' 'blc' 'artI'
 'sodC' 'pabA' 'speG' 'ydcT' 'dkgB' 'ddpB' 'asr' 'mnmG' 'mdtB' 'osmB'
 'otsB' 'yqiH' 'yihG' 'puuP' 'patD' 'ddpX' 'csgB' 'xapA' 'yddG' 'yehY'
 'yciG' 'gpmA' 'hmp' 'ydbK' 'dhaR' 'astE' 'csrA' 'rsmG' 'artQ' 'yhiM'
 'dinB' 'ynfF' 'puuA' 'rraA' 'poxB' 'yiaG' 'yibQ' 'viaA' 'yccJ' 'artM'
 'yadS' 'ydcU' 'ydbD' 'ddpC' 'insC-5' 'narU' 'pdeR' 'ddpD' 'appY' 'ariR'
 'pfkB' 'hdeB' 'kbp' 'evgS' 'gpmM' 'wrbA' 'dkgA' 'elaB' 'ddpA' 'osmC'
 'yciE' 'xapB' 'astD' 'ybgA' 'ydhT' 'otsA' 'ravA' 'glk' 'rsd' 'yafP'
 'ddpF' 'pphA' 'ymgA' 'tpiA' 'evgA' 'csgA' 'nhaR' 'ecnB' 'yhiD' 'nhaA']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Crp_genes,[],['glpD' 'tsx' 'hicA' 'gutM' 'hicB' 'galP' 'preT' 'psiE' 'mhpF' 'ompW'],"['hyfI' 'prpC' 'ebgC' 'hyfD' 'nupC' 'chbA' 'ebgA' 'citX' 'araE' 'xylB'
 'fucK' 'modA' 'idnK' 'caiB' 'xylE' 'cytR' 'hofB' 'hyfC' 'rihA' 'exuR'
 'fecA' 'csqR' 'malI' 'sgcA' 'ppdD' 'fucP' 'caiD' 'aaeB' 'cas2' 'dksA'
 'srlD' 'yhfA' 'glpE' 'nanM' 'melR' 'agaW' 'aaeR' 'rbsA' 'sbmC' 'hyfG'
 'chbF' 'pncB' 'uxaA' 'fucA' 'dcuR' 'lgoD' 'chbC' 'ortT' 'tnaB' 'gntK'
 'udp' 'sdhC' 'priB' 'sgcE' 'caiT' 'manA' 'modB' 'gcvP' 'chbR' 'hyfJ'
 'cpdB' 'fur' 'citC' 'casB' 'rspB' 'hflC' 'aaeX' 'dsdA' 'ptsI' 'rpsF'
 'hyfH' 'feaR' 'rbsB' 'srlR' 'glpG' 'xylA' 'hyfR' 'rbsC' 'entH' 'rhaB'
 'mdh' 'ycdZ' 'yhgH' 'cdd' 'ampD' 'zraS' 'nagB' 'araJ' 'exuT' 'lacY'
 'rbsD' 'chbG' 'agp' 'hyfB' 'preA' 'gutQ' 'uxuB' 'cirA' 'rspA' 'argG'
 'sdhD' 'araB' 'casE' 'yaeP' 'hyfF' 'dcuB' 'rof' 'nupG' 'gatY' 'cspE'
 'gcvH' 'araD' 'chbB' 'xseA' 'lacA' 'rplI' 'cas3' 'hflK' 'nanS' 'caiF'
 'fucU' 'malK' 'umpH' 'raiA' 'sgcB' 'nagE' 'yahN' 'mhpR' 'uxaC' 'lgoR'
 'malY' 'uidC' 'comR' 'srlE' 'dpiB' 'casA' 'yjhG' 'gntU' 'relA' 'nadC'
 'srlB' 'gcvT' 'yeiW' 'fecB' 'gatB' 'patZ' 'serC' 'ybiT' 'yaeQ' 'nfuA'
 'ubiG' 'idnR' 'entD' 'nlpE' 'aspA']","['rbsR' 'rmf' 'manY' 'treC' 'glpX' 'modC' 'prpB' 'fecC' 'citE' 'fixC'
 'ykgR' 'dsdX' 'dgoR' 'dcuA' 'rbsK' 'manX' 'lacI' 'hyfE' 'sdhA' 'ompA'
 'rpsR' 'ldtB' 'yeiP' 'ygeW' 'rpoS' 'nanC' 'lsrK' 'ilvB' 'gatA' 'rhaD'
 'gatC' 'entE' 'fucI' 'lsrR' 'fixB' 'yjhH' 'yjhI' 'hflX' 'gpsA' 'tnaA'
 'entA' 'ilvN' 'fecE' 'narQ' 'entB' 'chiP' 'malS' 'ampE' 'manZ' 'sfsA'
 'sgcQ' 'trxA' 'grpE' 'aer' 'uxuR' 'uhpT' 'uidA' 'aegA' 'gatZ' 'ascF'
 'arfB' 'nagC' 'gatD' 'hofC' 'glpR' 'gdhA' 'caiC' 'treB' 'citD' 'malX'
 'bhsA' 'ascB' 'galS' 'fadD' 'dgoA' 'feaB' 'idnT' 'idnD' 'araA' 'mhpE'
 'fumA' 'araC' 'fixA' 'ygeA' 'hyfA' 'ppiA' 'nagA' 'cas1' 'mlc' 'dgoT'
 'hfq' 'aaeA' 'sgcR' 'entC' 'casC' 'putP' 'uxuA' 'abgR' 'sgcC' 'ychH'
 'uxaB' 'ynfK' 'malT' 'caiA' 'aroA' 'focB' 'dgoK' 'dctA' 'psuG' 'fiu'
 'fepA' 'mhpA' 'secB' 'uidB' 'sgcX' 'mokB' 'ygcW' 'casD' 'gntT' 'lacZ'
 'fucO' 'fadH' 'ptsH' 'malM' 'fecD' 'rhaA' 'zraR' 'ugpA' 'idnO' 'yqeF'
 'melB' 'ugpE' 'prpE' 'agaV' 'mhpC' 'srlA' 'prpR' 'sdhB' 'kbaZ' 'lamB'
 'rhaT' 'citF' 'mhpB' 'prpD' 'gntP' 'glpK' 'dpiA' 'mhpD' 'serA' 'ugpB'
 'citG' 'caiE' 'chiQ' 'ugpQ' 'glpF' 'dadX' 'psuK' 'melA' 'dadA' 'aldA'
 'fucR' 'ugpC']",['dgoD' 'cspD' 'cyaA' 'pck' 'agaA'],[],['cstA'],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fis_genes,[],[],"['tufB' 'trmA' 'cspI' 'dnaA' 'flxA' 'pdxA' 'apaH' 'apaG' 'gltX' 'msrA'
 'pyrD' 'mazG']",['hns' 'yoaG' 'rsmA' 'yeaR' 'ogt' 'queA' 'cspA'],[],['fadB'],['fadA'],[],[],[],[],[],[],[],[],[],[],[],[],[]
IHF and RpoS_genes,[],[],['proV' 'proW' 'ihfB' 'phoU' 'pstS'],['pstC' 'yadV' 'proX' 'htrE' 'pstB' 'ihfA' 'pstA' 'uspB'],['yeiL'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
IHF and Crp_genes,[],[],"['tdcA' 'ulaE' 'sodA' 'paaI' 'paaZ' 'ulaA' 'flhC' 'yiaM' 'tdcB' 'sgbU'
 'yiaN' 'aceB' 'envZ' 'ulaF' 'paaA' 'sgbE' 'aceA' 'sgbH' 'paaG' 'tdcD'
 'tdcE' 'tdcG' 'tdcC']","['hpt' 'yiaL' 'ulaD' 'paaE' 'focA' 'plaR' 'paaF' 'paaD' 'aceK' 'tdcF'
 'paaH' 'ompR' 'paaC' 'lyxK' 'flhD' 'ulaB' 'gcd' 'sodB' 'paaJ' 'gltA'
 'yiaO' 'yiaK' 'ulaC' 'paaB' 'paaK']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
IHF and Fis_genes,[],[],"['nrfG' 'narH' 'nrfD' 'nuoM' 'narG' 'nuoA' 'nuoB' 'nuoL' 'dmsA' 'narJ'
 'nuoG' 'narI' 'carA']","['nuoC' 'nuoK' 'glnQ' 'nrfE' 'nuoE' 'nuoN' 'nuoI' 'carB' 'nuoJ' 'narK'
 'nuoF' 'ndh' 'nrfC' 'nuoH' 'dmsC' 'dmsB' 'nrfB' 'nrfA']",['nrfF'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS and Crp_genes,[],['mdtE'],"['mdtF' 'tam' 'aceF' 'murQ' 'galE' 'pdhR' 'puuD' 'puuR' 'galM' 'hofO'
 'gapA' 'lsrG' 'pgk' 'aceE' 'gadE' 'speC' 'rhaS' 'lsrF' 'lsrB' 'galK'
 'oxyR' 'crr' 'gabD' 'galT']","['csiE' 'btsT' 'rhaR' 'puuC' 'glgA' 'lsrD' 'glgC' 'glgP' 'araG' 'araH'
 'lsrC' 'hofN' 'fumC' 'fbaA' 'epd' 'mpl' 'metK' 'lhgO' 'sohB' 'gabP'
 'gabT' 'araF' 'murP' 'hofM' 'lsrA' 'puuB' 'puuE' 'mglB' 'glgS' 'acnA']",['csiD' 'fadL'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS and Fis_genes,[],[],"['hyaA' 'recF' 'hyaB' 'dnaN' 'adhE' 'cbpM' 'fau' 'hyaC' 'katE' 'cbpA'
 'topA' 'gyrB']",['hyaD' 'hyaE'],['hyaF'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Crp and Fis_genes,[],[],"['mazF' 'yhcH' 'ntrC' 'truB' 'nanK' 'marA' 'malF' 'hlyE' 'deoA' 'ptsG'
 'crp' 'deoC' 'rbfA' 'nusA' 'malG' 'glnL' 'rpsO' 'guaA' 'mazE' 'marR'
 'hupA' 'glpA' 'infB' 'pnp' 'malE' 'cyoA' 'cyoE' 'glnA' 'nrdB' 'rimP'
 'rpsI' 'bglF']","['nanA' 'nanT' 'nrdA' 'cyoD' 'xylG' 'gyrA' 'rplM' 'ansB' 'glpB' 'hupB'
 'xylH' 'cyoB' 'mtlR' 'yfaE' 'guaB' 'glpC' 'marB' 'bglB' 'cyoC' 'mtlD'
 'acnB' 'glcC' 'mtlA' 'trg' 'grcA' 'xylR' 'xylF' 'nanE' 'deoB' 'fumB'
 'deoD' 'bglG']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"IHF, RpoS, and Fis_genes",[],['patA'],['osmE'],['sra' 'dps'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"IHF, RpoS, and Crp_genes",[],[],"['rseD' 'ompF' 'csgG' 'rseC' 'gltF' 'sucB' 'csgF' 'csgD' 'rpoE' 'gltB'
 'rseA' 'rpoH' 'gltD']",['csgE' 'rseB' 'sucC' 'sucA' 'sucD'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"RpoS, Crp, and Fis_genes",[],[],['gadC' 'proP' 'gadB' 'lpd'],['mglA' 'gadA' 'mglC' 'aldB'],['gadX'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"IHF, RpoS, Crp, and Fis_genes",[],[],['osmY'],[],[],[],[],[],[],['acs'],['actP'],[],[],[],[],[],['yjcH'],[],[],[]
"IHF, Crp, and Fis_genes",[],[],['cysG' 'nirB' 'glpQ' 'pflB'],['glpT' 'fis' 'dusB' 'nirC' 'nirD'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
