,A,Fis,Crp,RpoS,ihfB
abx_mega__polmyx_h2o__5,-0.8218851091,0.2760050115,-0.5778881676000001,1.1931153627,-1.0658638001
abx_mega__naoh-6__5,0.7044914908000001,-0.4524599265,0.2383405456,0.223645429,-0.4030416777
abx_mega__teix_dmso__11,0.6855443008000001,-0.0051063792,0.2231626615,-0.5212448198,-0.3592908259
abx_mega__van_h2o__3,4.3692514897,-0.4897510559,-0.6145709097000001,1.0658264478,-1.4169871254
abx_mega__teix_dmso__12,-2.0184066228,0.0520352295,0.0065499987,0.2623274617,-0.7704255608
abx_mega__dox_dmso__6,-4.8557461528,-2.7278824412000002,-0.2166458346,-0.8602627439,1.4216113671000001
abx_mega__teix_dmso__13,-0.9429539843,-0.1546018324,-0.6082655704000001,0.6492284850000001,-0.5411210531
abx_mega__h2o-7__3,-0.8476517646,0.6156958517000001,0.012213341,-0.0872275571,-1.3035955075
abx_mega__str_h2o__4,0.9423295259000001,0.4154984903,-0.8489028276,-1.6278754941,1.3887672586
abx_mega__tec_h2o__3,-1.4869989582,1.0135886341,-1.5276697252,0.5569903872,0.8136457702000001
abx_mega__phos_h2o__7,0.5190365428,-0.11146936290000001,0.23647347670000002,-0.5821665425,-0.698496408
abx_mega__chl_h2o__5,-2.5729622034,1.887193075,-2.8546736802,-0.5569867189000001,-1.103713867
abx_mega__polmyx_h2o__6,-0.8478379561,-0.5722274328,-0.6676717403,-0.8658739125,1.2386235294
abx_mega__teix_dmso__14,0.0719005564,0.2466288767,0.10364661430000001,-0.5061400461000001,-0.2659310432
abx_mega__rif_dmso__7,2.5042734975,0.8165493472,-0.8174938777,-0.007558000600000001,-0.0737889784
abx_mega__ramo_h2o__3,4.4817892473,-0.319508367,-0.1972418484,1.1837010027,-0.9006875255000001
abx_mega__fidax_dmso__4,-1.4848993113,0.6498663518000001,-0.2550231206,0.3684639705,0.2081297598
abx_mega__teix_dmso__15,-1.6099967787,-0.38826863,-0.1637807405,0.7162084194,-1.3784560639
abx_mega__thio_dmso__4,-0.7837738458,1.013942677,-1.3135012281,-0.7495037573000001,-2.3822049737
abx_mega__rif_dmso__8,2.9118163072,1.4644864188,-1.2176583871,-0.2520943269,0.4239930953
abx_mega__reta_dmso__4,-0.7668144294,1.8604234785,-2.7449780099,-0.1303226102,-1.4708029085
abx_mega__inh_h2o__4,2.3461445035,-1.124764281,0.1674650962,1.2895415137000001,-1.7224261519000001
abx_mega__novo_dmso__2,2.5656474867,0.3535047649,0.7184192778,-1.0265109875,-1.5435894269000001
abx_mega__dcs_h2o__3,0.9740389855,-0.034453891,-0.0899811296,-0.0724954515,-1.8093958038
abx_mega__h2o-8b__3,-1.4014332515,-0.19569118060000001,-0.0284053616,0.0047803766000000004,-0.9876997408
abx_mega__valin_dmso__3,1.7736866486,-0.3801509898,-0.4440190169,-0.26600968140000003,-0.3076214923
abx_mega__h2o-2__1,1.0129809264,-1.0023959654,-0.3742459546,-0.7475409037,2.3779477235
abx_mega__cro_h2o__4,0.619981946,-0.056936019500000004,-0.0823108953,-0.21861527020000002,-0.6260783282
abx_mega__dcs_h2o__4,-1.7138306289,-0.3379730403,0.19009073370000001,0.5629342945,-1.3243610216000001
abx_mega__str_h2o__5,1.8911741675,-0.8420500264,0.1230572979,0.21570166240000002,-1.913245468
abx_mega__h2o-8a__3,4.6666448873,-1.0029958417,-0.3090692798,0.062023590600000005,-1.8270254236999999
abx_mega__dox_dmso__7,-0.5554924947000001,-0.22377773080000002,0.1271493457,-0.42882891900000003,-0.5718133694
abx_mega__doxo_dmso__2,2.3305348612,0.024912922,-0.057352962300000004,-0.7689727486,-1.692727136
abx_mega__teix_dmso__16,-1.2312331416,0.13747772960000001,-0.7911037301,0.7309834126,-0.6914483507
abx_mega__rfp_h2o__3,1.9348680925,2.71960381,-2.2550692285,-0.1501726563,0.45608091370000003
abx_mega__ethanol-10__3,-0.9599154954,-0.7059431479,0.09459037740000001,0.5169160205000001,-1.6076887017
abx_mega__naoh-2__2,-4.9396077848,-1.5566374295,-0.3417330189,-0.6836513344,1.7492043202
abx_mega__van_h2o__4,5.040712523,0.8647613976,-0.7655932475,0.6793260160000001,-0.7823283851
abx_mega__sacet_h2o__2,-4.7216723275,-3.0197401395,-0.8230648089,0.7371031941,2.1890417573
abx_mega__monac_dmso__4,6.5629908094000005,-0.5705754439,-1.0244460877,1.9744757876999999,0.4806726161
abx_mega__h2o-2__2,-4.2702925181,-1.2445603568,-0.3020521984,-0.7213432398,2.1503019243
abx_mega__zeocin_h2o__5,0.7535853892000001,-1.1954291624,0.0940214917,0.6477702467,-1.9090493219
abx_mega__nor_naoh__5,0.7675612585,-0.3498157051,0.0455558508,0.020042852400000002,-0.9203707726
abx_mega__naoh-9__2,0.4829280352,-0.4590984652,0.22416250880000002,0.48593594510000004,-0.6959742576
abx_mega__dmso-7__3,-2.8242999698,0.15292946270000002,-0.4554145486,-0.39806902200000005,-0.7680530929
abx_mega__van_h2o__5,2.0806883361,1.1971670731,-0.9496879326000001,0.4775086602,-1.0549421924
abx_mega__flavo_dmso__4,-3.3941299595,0.4206726123,-0.14394191280000002,-0.2237540542,-1.5490004049000001
abx_mega__novo_dmso__3,1.0619421528,1.0242948384,0.257330798,-1.2433446982,-1.007280809
abx_mega__polmyx_h2o__7,-1.6983489971,-0.053224063700000004,-0.3373228733,-0.09469580500000001,-1.4086176609
abx_mega__teix_dmso__17,-1.2025279445,-0.0662129665,0.035948117,0.3882651955,-1.0295143598
abx_mega__doxo_dmso__3,-0.3023486607,0.6274272003,-0.3182627866,-1.0093608602,-1.6932599032
abx_mega__mem_dmso__6,-0.2236000361,0.0059643151,-0.1118469182,0.4493025752,-0.4320461095
abx_mega__h2o-1a__3,0.198220162,-0.07087010740000001,-0.0372321217,0.091783931,-0.0815377088
abx_mega__bacit_dmso__3,3.9178876942,-0.5779444718,-0.4922607946,0.062013330500000005,-0.08661096330000001
abx_mega__dox_dmso__8,-3.0917053245,-0.5999489629,-0.4416388787,-0.9358932155,1.0713928878
abx_mega__teix_dmso__18,0.7041082865,0.20052178510000002,0.0105278607,-0.4164593802,0.0859108769
abx_mega__h2o-6__3,0.2463723737,-0.3913219023,0.2876777482,-0.0044865156,-0.5434080902
abx_mega__pen_h2o__5,1.9788113623,-0.1053020553,-0.1645882529,-0.0383475161,-0.4315676376
abx_mega__lzd_dmso__4,-0.09748178140000001,0.7680486862,-0.8421746734000001,-0.7369655924,-1.1390807783
abx_mega__daro__1,4.8187500766,0.22833030780000002,-0.7797289048,0.41317827430000004,-1.4467053043
abx_mega__solv__1,0.0396210906,0.5278165841,-0.9412126322000001,0.604767283,-1.3026676412
abx_mega__daro__2,6.685734452,-0.20520808100000001,-0.555678611,0.7448858374,-1.4595111938
abx_mega__daro__3,6.6143970272,-0.7341148212,-0.38526479500000005,1.4155093927,-1.1597284343
abx_mega__solv__2,-1.4586646287,1.0430368979,-1.0984957077,-0.2457375582,-1.5922904276
abx_mega__solv__3,6.3766736819,-0.6985202754000001,-0.4458656036,1.3219007904,-1.2242512257
abx_mega__dmso-4__1,2.1312546728,-0.6413569161,-0.23661516940000002,-0.6830534858,0.6714071664
abx_mega__kirr_dmso__1,-1.3496223849,0.9652532231000001,-1.8181327083,-0.6785606825,-0.6753540017
abx_mega__kirr_dmso__2,-2.3010901752,1.170595876,-2.037821897,-0.4696651093,-0.6499896119
abx_mega__kirr_dmso__3,-0.7567388853,1.3937501455,-2.2059426753,-0.46349901590000003,-0.6026302438000001
abx_mega__dmso-4__2,2.4185962465,-1.027994384,-0.4792645071,-0.3385525806,0.2388964468
abx_mega__dmso-4__3,1.8419085855000001,-1.1336470549,-0.054275376300000004,-0.6918979069,0.6331582822
ackA_pta__dnaA46_del_ackA__1,-0.0436462633,-0.7277895402,1.2971935035,1.3115418012,0.3417530218
ackA_pta__dnaA46_del_ackA__2,1.9163890992,-1.199162911,2.020927993,2.719049273,0.46574061040000003
ackA_pta__dnaA46_del_ackA__3,-0.5689891591,-0.9530644318,0.5760517667,1.9266550545,-0.0820151137
ackA_pta__dnaA46_del_pta__1,7.9213391756,-3.7183967712,2.383091682,2.7159852568,0.7163691619
ackA_pta__dnaA46_del_pta__2,1.6784350956,-0.3562042362,1.2512872247,0.8854595021,0.0582164146
ackA_pta__dnaA46_del_pta__3,0.2897018879,-0.6589063665,1.4331106707,1.3716701738000001,0.3291020489
ackA_pta__dnaA46__1,-0.0038152631,-0.2194647979,0.1517886605,-0.0180868505,0.0307312722
ackA_pta__dnaA46__2,-0.9501742101,-0.7193369719,-0.2646015759,0.8312034412,-0.7027882675
ackA_pta__dnaA46__3,0.3751653848,-0.10056589960000001,0.256464884,-0.0430751967,0.0423091795
ackA_pta__del_ackA__1,-0.8319325788,-0.8598011477,0.9591927252,1.8905631967,0.3616571047
ackA_pta__del_ackA__2,4.361328835,-2.7835646401,2.5388323397,3.0586390134,0.8136953180000001
ackA_pta__del_ackA__3,0.146736486,-0.5747392391,0.9744724369000001,1.1510770369,0.3255633119
ackA_pta__del_pta__1,-0.2043415328,0.2280425133,-0.30103145470000003,0.09465619600000001,0.1191264814
ackA_pta__del_pta__2,2.1443972536,-0.5330604689,1.2020478367,1.3046074190999999,0.5818783374000001
ackA_pta__del_pta__3,0.6501572104000001,-0.41419738770000003,0.7380002376,0.7440262712,0.3624424913
ackA_pta__wt__1,0.27424376040000004,-0.2264190111,0.0829169912,0.5336637103,-0.0459312133
ackA_pta__wt__2,-0.4893516182,0.1802409355,-0.075921268,-0.3890912637,0.0124592081
ackA_pta__wt__3,0.2151078578,0.0461780757,-0.006995723200000001,-0.14457244660000002,0.0334720052
anticancer__5fu__1,-3.0695707521,1.7345367328,-0.2546401567,-1.4457715828,0.2901538582
anticancer__5fu__2,-2.9624366339,1.6430920745000002,-0.30518404320000003,-1.5601079896,0.0467296974
anticancer__cap__1,-3.7361840378,0.20058829120000002,-0.5181824078,0.810740581,0.7931308635000001
anticancer__cap__2,-3.9437311922,0.4122695289,-0.675081557,0.8647603072000001,0.7752613471
anticancer__cap__3,-3.6095758506999998,0.6093455547000001,-0.7835359689,0.9669022083000001,0.7093392535
anticancer__wt__1,0.1695376411,0.1896527222,0.2440588662,-0.4381731909,0.21807747260000002
anticancer__wt__2,-0.0143929373,-0.1683412478,-0.0309117965,0.130608776,0.0446351909
anticancer__wt__3,-0.1551447038,-0.021311474400000002,-0.21314706960000002,0.3075644149,-0.2627126635
anticancer__5fu__3,-3.4934488848000003,1.7180056736,-0.39514538390000004,-1.4681930284,0.23573169940000002
bio_pln__aero_pln__1,0.16471967780000002,0.052755219900000004,0.1831441383,-0.1546157778,0.0870960743
bio_pln__aero_pln__2,-0.16471967780000002,-0.052755219900000004,-0.1831441383,0.1546157778,-0.0870960743
bio_pln__anaero_pln__1,0.013357673700000001,0.7894521597,-0.1003374077,-0.6446691254,-0.5189584420000001
bio_pln__anaero_pln__2,-1.2538546515,0.7580441492000001,-0.0489066405,-0.4501057755,-0.5667947443
biocide__bzcl_12h__1,1.1991194005999999,0.6329868785,-0.1152614403,0.1059205538,-0.0914716639
biocide__bzcl_12h__2,-1.041333862,-0.6561568365,0.33069778580000003,1.3829855504,1.1022593053
biocide__bzcl_12h__3,0.7022455586,0.5767492962,0.0395780566,0.4041661848,0.19634162160000002
biocide__etoh_12h__1,-1.5919546714,-0.0513879521,0.0799160108,0.30663911790000004,0.2495665894
biocide__etoh_12h__2,-0.9922103607,0.17489849640000002,0.13476163600000002,0.31144163620000004,0.29509045100000003
biocide__etoh_12h__3,-1.1560930847,0.14281611900000002,0.1271931801,0.3127912652,0.28974472560000003
biocide__gluald_12h__1,-1.0268319413,0.0585247031,0.3101981754,0.1760007295,0.9448648483000001
biocide__gluald_12h__2,-1.9487136340000002,0.0340714762,0.16749059400000002,0.454210979,0.7843541674000001
biocide__gluald_12h__3,-0.12141584870000001,0.23495383660000002,0.2033144985,0.6235460537,0.726623537
biocide__h2o2_12h__1,-0.6465059408,0.26172864300000004,0.0350800225,0.1208037019,0.6493503178000001
biocide__h2o2_12h__2,-0.3139513299,0.2895168958,-0.018607714600000002,0.4877615953,0.4943468273
biocide__h2o2_12h__3,-2.4079501933,-0.088372876,0.0177745832,0.5163905927,0.6880973691000001
biocide__2ppoh_12h__1,2.5947304006,0.0121171662,0.1296212176,0.6884772919000001,0.2493841334
biocide__2ppoh_12h__2,2.5337202903,-0.0529875656,0.0410003929,0.7122389416,0.2449383377
biocide__2ppoh_12h__3,2.9631313527,0.2660504561,0.1329939336,0.6396841639,0.4621122998
biocide__paa_12h__1,-3.3134083672,0.2570534779,-0.0046637408,-0.1261035513,0.5176384229000001
biocide__paa_12h__2,-3.275462597,0.4849797898,-0.0345939636,0.38388275310000003,0.4073150236
biocide__paa_12h__3,-2.8994594395,-0.12553732110000002,-0.0639964626,0.2827863503,0.6503996628000001
biocide__phe_12h__1,-1.4789670566,0.0951233652,0.2637505564,0.7819781372,0.6639244288
biocide__phe_12h__2,-1.4374061998,0.2292847203,0.1366857256,0.6750482209,0.3868195097
biocide__phe_12h__3,-1.9674151132,0.1548980614,0.12908140170000001,0.8001322815,0.5192932066
biocide__pvp-i_12h__1,-2.4094253978,-0.14826816410000002,-0.0130459532,0.787458333,0.6321485308
biocide__pvp-i_12h__2,-1.009205362,0.6495129605000001,-0.051017588700000005,0.2597792446,0.2311268955
biocide__pvp-i_12h__3,-3.2720745903,-0.060472628800000004,-0.0771750924,0.8436964682,0.6180081473
biocide__bleach_12h__1,-2.7763817511,0.1646446561,0.0070308263,0.5144514775,0.46617491
biocide__bleach_12h__2,-1.7900772512,-0.08096627,-0.0562055273,0.6103281862000001,0.4315701879
biocide__bleach_12h__3,-2.6094581514,0.117781881,-0.019864096300000002,0.5001794788,0.45112579270000003
biocide__chx_12h__1,-2.8370765448,-0.6847433927000001,0.1456210242,1.2035249776999999,0.7957131788
biocide__chx_12h__2,-2.5468712251,-0.42030070900000005,0.0296414633,1.2661395327,0.8701562925
biocide__chx_12h__3,-1.9797444549,-0.1744262623,0.1012229557,1.16465461,0.8526435267
biocide__bzcl_30m__1,-0.7036492273,0.0188952823,0.0599384649,0.3070321777,0.1601230415
biocide__bzcl_30m__2,-1.1686351537,-0.3192634654,0.1659899168,0.3451877582,0.48453991290000004
biocide__bzcl_30m__3,-0.8745180983,-0.0397406467,0.13117654180000002,0.3989484895,0.31157401970000004
biocide__phe_30m__1,-0.10305066900000001,0.7115763706,-0.45115989980000004,-0.3712610376,-0.46288554660000003
biocide__phe_30m__2,0.2581059164,0.1950893698,-0.042227577700000005,0.0945027819,0.1014258158
biocide__phe_30m__3,-1.0331490142,0.5282951253,-0.3036384238,-0.3559708344,-0.327382092
biocide__pvp-i_30m__1,0.1859134271,0.0515801748,0.0831416516,0.1728373939,0.4817377311
biocide__pvp-i_30m__2,-0.0928563095,-0.2583861241,0.1639234027,0.3912909238,0.6106854175
biocide__pvp-i_30m__3,0.8590982215,-0.0334541137,-0.0031211273,0.2723628656,0.3451857055
biocide__ctrl_12h__1,-0.2561608839,0.6821251932,-0.0810982225,0.0722377781,0.335406578
biocide__ctrl_12h__2,0.3319273606,0.5425407228,-0.1099524013,0.1366100778,0.0598735725
biocide__ctrl_12h__3,-1.118789408,0.20829532850000002,0.0403956206,0.46169277950000004,0.4995995406
biocide__ctrl_30m__1,0.2088908754,-0.11601881130000001,0.2016413779,0.17100117450000002,0.21691756980000002
biocide__ctrl_30m__2,0.1699503454,0.2263863717,-0.2203103585,-0.3040600283,-0.2148037003
biocide__ctrl_30m__3,-0.3788412208,-0.11036756040000001,0.0186689805,0.13305885380000002,-0.0021138695
clpP__wt__1,-0.23176011740000002,-0.0467644334,-0.0666339028,-0.1036135371,-0.0015720619000000001
clpP__wt_DPTA__1,-1.5418273296,-4.1542788282,0.503766096,1.8095372007,0.3465855611
clpP__wt__2,0.1640838534,0.0808683281,-0.1321270107,-0.3329100937,-0.39464521020000004
clpP__wt_DPTA__2,-6.5996309717,-3.0652901006,0.4881845549,1.576321233,-0.2148670462
clpP__wt__3,0.067676264,-0.0341038947,0.1987609135,0.4365236308,0.3962172721
clpP__wt_DPTA__3,-4.8277695359,-3.7930762906,0.5070739993,1.7365836246000002,0.2317067461
clpP__delclpP__1,-2.1659614843,-1.0469507982,-0.8734644257,-0.7739175568000001,-0.2767926549
clpP__delclpP_DPTA__1,-3.0571223038,-3.7214480331,0.0105121308,0.5272466452,-0.4209052057
clpP__delclpP__2,-0.6821457797,-0.6530133497,-0.3758395962,-0.7396419659,-0.1584630387
clpP__delclpP_DPTA__2,-2.1649024346,-4.4789907589,-0.080117849,0.5665940065,-0.6458514533
clpP__delclpP__3,0.0739865857,-0.9919315539,-0.5751663553,-0.27680535,-0.0375685068
clpP__delclpP_DPTA__3,-1.7626044705,-4.5133405724,-0.1688967908,0.6392348118,-0.2555400746
colombos2__delydcR__1,1.9103658824,0.17375886610000002,-0.0693545751,0.1685960022,0.036128813
colombos2__delydcR__2,-0.1111643625,0.0221048933,-0.33321683020000004,-0.1299500352,-0.1014112152
colombos2__delydcR__3,0.5157395157,-0.08231757840000001,-0.0393089613,-0.1740936811,-0.33370757
colombos2__delyjiR__1,-1.067632878,-0.44412843420000003,-0.099687806,0.016899559,0.6122663315
colombos2__delyjiR__2,0.0433119054,0.1763071341,0.25691065290000004,-0.023671544500000002,-0.18541421200000002
colombos2__delyjiR__3,0.0398905271,-0.0210385501,0.162327729,0.050678763,-0.1877390568
colombos2__wt__1,-2.1707866645,-0.2778844546,0.2204930321,-0.1300246802,0.4030636574
colombos2__wt__2,0.5438220911,0.0923257703,-0.4360373755,0.1115131822,0.0131742564
colombos2__wt__3,1.6269645734,0.1855586843,0.2155443434,0.018511498,-0.4162379138
crp_k100__ar1_ar2__1,-3.1499471462,0.1353325465,-1.2995977401,-0.7990890634000001,0.9058984181
crp_k100__ar1_ar2__2,-1.7858870329,-0.4626390308,-1.3858488461,-0.5456499056,0.3372727179
crp_k100__ar1_ar2__3,-1.1472854534,0.9470647594,-1.1551255076,0.1931737134,0.2070695586
crp_k100__wt__1,0.0497549059,-0.3240282293,-0.0264047357,-0.062391286000000004,-0.008781891600000001
crp_k100__wt__2,0.6193156555,0.4492695303,0.1464903964,0.09866804700000001,0.1159388298
crp_k100__wt__3,-0.6690705614,-0.1252413011,-0.1200856607,-0.036276761000000005,-0.1071569381
crp_k100__K100Q__1,-1.5320511649,-1.0067531821,-0.2522707463,-1.1324579805,-0.0083563761
crp_k100__K100Q__2,-1.1440123956,-0.9374082532,-0.2711134562,-0.5716598474,-0.1669905288
crp_k100__K100R__1,-0.0381486027,0.2443714485,-0.0595239595,-0.5384028595,0.20314510130000002
crp_k100__K100R__2,-0.43851942860000004,0.1211573306,0.5050291552,-0.0165785062,0.47657710410000004
crp_k100__K100R__3,0.5471721883,0.48234402860000003,0.0660056332,-0.0691198381,0.2700813805
csrA__wt_t00__1,0.2031686855,0.2856609869,-0.13018558560000001,0.3844655105,-0.0993100443
csrA__wt_t02_30__1,1.0716743599,0.46229152290000003,-1.1339696385,-0.8757333977,0.0998917893
csrA__wt_t05__1,2.3509010794,-0.4388963777,-2.4550083112,-0.5311502529000001,0.3514798276
csrA__wt_t10__1,3.4094511851,-2.3116290869,-4.1870252178,-0.5721218595,1.0705500595
csrA__wt_t15__1,1.5635313484,-2.1120537944,-3.2111292318,-1.2941337247,1.4234215681
csrA__delcsrA_t00__1,1.585721399,-0.12989996580000002,0.3613869819,-0.06365320990000001,0.1706238948
csrA__delcsrA_t02_30__1,4.7178012727,-0.0704869526,-0.6674396287000001,0.1795351437,0.4918520685
csrA__delcsrA_t05__1,5.8683024067,-1.4164738337,-2.2221447579,1.0981206411,0.8975972293000001
csrA__delcsrA_t10__1,5.4515713661,-2.6336419404,-3.4198734015,0.3371587079,1.0836947918
csrA__delcsrA_t15__1,0.43938045330000003,-2.0190826252,-3.2339359789,0.1848873779,1.6690505328
csrA__wt_t00__2,-0.2031686855,-0.2856609869,0.13018558560000001,-0.3844655105,0.0993100443
csrA__wt_t02_30__2,2.197867999,-0.4127282782,-1.2511893155,0.3142790124,0.252113582
csrA__wt_t05__2,3.6964217642,-1.1173694931,-2.3292575708,0.44154563750000003,0.5647996376000001
csrA__wt_t10__2,4.3910778034,-2.5035840857,-4.1135135934000004,0.2787898697,1.3226622664
csrA__wt_t15__2,1.7412422269,-2.1288024807,-3.434645459,-0.8792811828,1.6822680893
csrA__delcsrA_t00__2,0.2847756159,-0.0527160652,0.1876233269,-0.24691737160000002,0.0748492973
csrA__delcsrA_t02_30__2,3.4324004647,-0.120782069,-1.1638283926,0.7670260286,0.3824540121
csrA__delcsrA_t05__2,4.1802410446,-1.1432520925,-2.0312934097,0.2563131363,0.6218532665000001
csrA__delcsrA_t10__2,4.5999548055,-2.4052981442,-3.5341055024,0.59706098,1.5451177489
csrA__delcsrA_t15__2,2.6736112947,-2.0092255872,-3.0369515843,0.3531091729,1.6794614229
cstr_pfr__str_0005m__1,0.1316231711,0.3703510875,0.1036371583,0.213414118,-0.19552296660000001
cstr_pfr__str_0010m__1,0.6584414075,0.6390318604,-0.2296760947,-0.22549421890000002,-0.33676205870000003
cstr_pfr__str_0025m__1,-0.0185649474,0.3504221876,0.0383571309,-0.058439903700000004,-0.4678555526
cstr_pfr__str_0045m__1,-0.3653133394,0.3849700321,0.0360981407,-0.16247405180000002,-0.4951556387
cstr_pfr__str_0075m__1,-0.1922646787,0.252385713,0.0112518975,-0.1317305358,-0.42116024230000004
cstr_pfr__str_0120m__1,-0.1366997064,0.24240673740000002,0.0065400067,-0.028977580200000002,-0.3693426452
cstr_pfr__str_0210m__1,-0.0496081408,0.105513348,0.0613117897,-0.0269183526,-0.3916075934
cstr_pfr__str_0330m__1,0.3120928657,0.0946976137,0.0752505852,0.0030864833,-0.3751414215
cstr_pfr__str_1500m__1,0.4934912121,0.031039757600000002,0.0646232551,-0.1260736549,-0.3437698719
cstr_pfr__str_1560m__1,0.216095008,0.0967261209,0.0745769649,-0.0071009044,-0.3634793157
cstr_pfr__str_1680m__1,0.8355510410000001,0.1285966332,0.0132959954,-0.07065822220000001,-0.3447350557
cstr_pfr__str_ref1__1,-0.0983868127,0.0166531259,0.0309166155,-0.0439860596,-0.013629433100000001
cstr_pfr__str_ref2__1,-0.2282997629,-0.0757825612,0.050854043200000004,0.0331372216,0.0438769886
cstr_pfr__str_ref3__1,0.10416109970000001,0.0171588128,0.0781229599,-0.0420898373,-0.0778520007
cstr_pfr__pfr_P5_0005m__1,-0.6367789573,-0.407888823,0.269221989,0.6090305182,0.0540694228
cstr_pfr__pfr_P5_0010m__1,0.27753925490000003,0.0369889334,0.0489485095,0.16230046850000002,-0.3380115139
cstr_pfr__pfr_P5_0025m__1,-0.6113360941,-0.09247393920000001,0.2725286431,0.2343889959,-0.4061420535
