,A,Cra
SRX5694295,1.0257264352,-0.9248653221
SRX5694296,-0.3719757553,0.0783119691
SRX5694297,0.19658727450000002,-1.4474649046999999
SRX5694298,1.176963158,0.24395055710000002
SRX5694299,-1.7376745867,-0.0396580453
SRX5694300,0.3358251845,-0.444195335
SRX5694301,3.5649638108,0.6848183492000001
SRX5694302,3.3762883368,-0.2074547953
SRX5694303,3.3173155388,-0.3665347619
SRX5694304,1.7090365811,-0.3004042504
SRX5694305,-0.8667346395000001,-1.956959367
SRX5694306,-3.88216757,1.1549827568
SRX5694307,5.5573523707,-1.8424156250000001
SRX5694308,0.2730680298,-0.4115024249
SRX5694309,-1.0649605255,-2.491041828
SRX5694310,-0.6609180417,-0.21317231320000002
SRX5694311,0.3408184963,-2.3858561979
SRX5694312,-0.7559442752000001,0.5017693683000001
SRX5694313,1.775834551,-0.380546541
SRX5694315,5.8305348658,0.1581059554
SRX5694317,3.2287910696,1.0830491121999999
SRX5694319,2.4279377594,-0.282687005
SRX5694320,-1.6821750357,-3.0070167331
SRX5694321,-0.9436866615,-0.5811062264
SRX5694322,-0.9334175249000001,-0.6505409267000001
SRX5694323,-0.4347601256,-0.38795174190000004
SRX5694324,-2.1778157597,-0.8694942068
SRX5694325,0.7867034761,-1.0863040595
SRX5694326,3.1105832084,0.1716691594
SRX5694327,-0.8202338615,-0.29180052300000003
SRX5694328,3.7412528198,-0.2578289723
SRX5694329,-0.653672456,-1.1029578843
SRX5694330,-0.4482159906,0.5883921036
SRX5694331,4.3323842258,-0.0315979718
SRX5694332,0.32876398500000004,-0.3307579353
SRX5694334,-0.573924293,-0.5558390831000001
SRX5694335,0.9209728246000001,-1.7615590003000001
SRX5694336,-0.39288550510000003,-1.7568379058999999
SRX5694337,2.3010135682,0.1660500036
SRX5694338,3.5656577463,0.48433845670000003
SRX5694339,3.2102212114,-0.3263923486
SRX5694340,2.5816585653,0.46525192070000004
SRX5694341,-2.9879160014,-2.0357395307
SRX5694342,0.6931752279000001,-1.6318591136
SRX5694343,2.5612027849,-0.4210968036
SRX5694344,-0.6726595232,-0.8271836069
SRX5694345,2.9352292991,-0.235260515
SRX5694346,-0.0594789113,-0.5404264046
SRX5694347,0.08736645900000001,-0.1281517943
SRX5694348,3.5701209699,0.8024695425
SRX5694349,5.133120002,0.6949377064000001
SRX5694350,-0.0479747676,-1.794658864
SRX5694351,0.7733196609,-1.8545558817
SRX5694352,1.9713689836000001,1.4236078071
SRX5694353,0.33840672580000003,-0.1422608386
SRX5694354,4.9332632035,0.8253414572000001
SRX5694356,-0.19119013170000002,0.015944328900000002
SRX5694357,0.4703390497,-1.6910187156
SRX5694358,1.0149994631,-2.0946863412
SRX5694359,3.9134740407,0.5257695536
SRX5694360,3.025177941,0.2565888257
SRX5694361,-0.10019098280000001,-0.5893973720000001
SRX5694362,-0.3158941101,0.9156420854
SRX5694363,2.4527726166,-1.1846501745
SRX5694364,-0.9194245512,-2.2733299144
SRX5694365,-4.2942601566,-0.3041345535
SRX5694366,2.5680081695,-0.6094488481
SRX5694367,0.5669085337,-1.0523985637
SRX5694368,4.2712837474,-0.2124608039
SRX5694369,7.556752424,1.1846757806000001
SRX5694370,5.467425239,-0.1143937765
SRX5694371,-0.9214923626,-2.2488264197
SRX5694372,3.9270545504000003,0.5414791011
SRX5694373,0.43673394600000004,-1.7994636388
SRX5694374,-1.2896410107,-2.8797694036
SRX5694375,3.2309026645,0.7292042436
SRX5694376,-1.4878601956,0.1506402454
SRX5694377,0.3209407955,-2.2825630053
SRX5694378,3.4043009876,0.5598154293000001
SRX5694379,2.4961064288,0.0412895322
SRX5694380,-0.4227654008,-0.39142262170000003
SRX5694381,-2.3713825558,-1.5052256722
SRX5694382,3.2849075361,-0.4343343082
SRX5694383,2.3976886642,0.9490607440000001
SRX5694384,4.1038147213,-0.13238774720000002
SRX5694385,-0.8019197744000001,-0.282860869
SRX5694386,2.7480617432,-1.5334891602
SRX5694387,3.1376223052,-0.5990392219
SRX5694388,-2.8587329694,-0.9108944941
SRX5694389,0.6247808864000001,0.6804196523
SRX5694390,3.3778840597,0.7349275142
SRX5694391,5.3708146744,0.6911968565000001
SRX5694392,1.1662545907,0.6084073021
SRX5694393,4.2997342687,0.0359138691
SRX5694394,4.4257242435,0.5805534557
SRX5694395,2.8099196962,-1.2865579975
SRX5694396,0.8027404458,-1.8854855527
SRX5694397,2.90072048,-0.3937749486
SRX5694398,3.247741746,0.0569337061
SRX5694399,3.729032634,0.1522864267
SRX5694400,4.1536511387,0.1717118156
SRX5694401,7.2573288422,1.0669769225
SRX5694402,2.5612936592,-1.5300362451
SRX5694403,-1.4233997905,-0.9539721666000001
SRX5694404,2.3723616434,0.49571781130000003
SRX5694405,3.0720394183,-0.3398812852
SRX5694406,1.1370283466,-0.40342935360000004
SRX5694407,1.9513675236,0.1689494005
SRX5694408,3.4455978496,0.0972084373
SRX5694409,1.8871910455,-1.0433339282
SRX5694410,-2.8880914378,0.6151469783
SRX5694411,2.9838559862,-0.8081406531
SRX5694412,3.0691770954,0.249143368
SRX5694413,0.2992952327,0.4965244495
SRX5694414,-3.0233750843,-1.209235546
SRX5694415,3.5057316004,0.6527414339000001
SRX5694416,0.2288845703,0.075576312
SRX5694417,4.2754648966,-0.2659597963
SRX5694418,-0.4090509815,-1.8484214817
SRX5694419,-0.45368051810000004,-1.436213482
SRX5694420,-2.2429007808,0.292098705
SRX5694421,3.1737069397,-0.6780960715000001
SRX5694422,7.3634954404,0.48036271620000004
SRX5694423,-1.7263500881,-0.6009751059
SRX5694424,1.6397555464,-0.1478295309
SRX5694425,3.7118208331,0.7750522138
SRX5694426,-0.6252880927000001,-0.6969591940000001
SRX5694427,5.8534282808,0.47815821950000004
SRX5694428,7.4864515238,0.9893608411
SRX5694429,2.3019833813,-1.2653026277000001
SRX5694430,3.747499695,0.4184569051
SRX5694431,1.7341662213,-1.1638421847
SRX5694432,3.9201069754,0.5863456874
SRX5694433,0.8867716016,0.5650166218
SRX5694434,0.8417525928,-1.0984562915
SRX5694435,-0.8599976198,-2.0109253777
SRX5694436,1.7932801374,-1.3485028145
SRX5694437,-1.7685003852999999,-0.5280297472000001
SRX5694438,3.0708114856,0.6857065432
SRX5694439,-2.3999526489000003,-1.6318165128
SRX5694440,4.5584280175,-0.06482303040000001
SRX5694441,-0.5594465389000001,-1.0195210225
SRX5694442,-2.7759593543000003,-0.9328703077
SRX5694443,4.0262820957,0.4973491512
SRX5694444,3.2898776365,0.8080966286
SRX5694445,-2.3397317308,-1.5690303947
SRX5694446,-0.1134901933,-0.193287018
SRX5694447,1.1892700336,0.7843616708000001
SRX5694448,-1.3893887625,0.2772773824
SRX5694449,4.8022996818,0.4312175016
SRX5694450,-1.3894968259,0.1371330278
SRX5694451,3.928361658,0.0880159845
SRX5694452,1.0622747226,-2.0064355262
SRX5694453,-2.3837285689,0.7160194373000001
SRX5694454,3.4212719901,-0.0219061857
SRX5694455,-0.7416885027,-1.7401859745000001
SRX5694456,3.4864975126,-0.13764546290000002
SRX5694457,2.8146557816,-0.12439889450000001
SRX5694459,-0.12221813890000001,-0.4953257364
SRX5694460,1.5600867744,-1.8144474763
SRX5694461,4.0504401365,0.6515780167
SRX5694462,-1.1929106027,-0.6463130855
SRX5694463,0.8530194709000001,0.5590132598
SRX5694464,1.6989449093,0.7377327490000001
SRX5694465,0.3369341611,0.3955473585
SRX5694466,1.2826141857,-0.5943358821
SRX5694467,-1.0481623995,-0.312031323
SRX5694468,-1.6879901383,-2.7418967045000002
SRX5694469,2.9041103608,0.0787107762
SRX5694470,-0.1169959222,-0.0775931141
SRX5694471,6.3438834106,0.0086808589
SRX5694472,-0.6932495506,-0.5439747382
SRX5694474,2.9446165284,0.24816900530000002
SRX5694475,2.8240834527,0.519782485
SRX5694476,4.6707848314,0.7406089015
SRX5694477,0.7953597421,-1.6564637059
SRX5694478,2.0203735813,0.9828303522
SRX5694479,0.6568529955,-1.9493855193
SRX5694480,-1.0000370299,-0.7389979591
SRX5694481,2.1289794742,0.5831883902
SRX5694482,3.3215211452,-0.0400861278
SRX5694483,2.6465855326,0.38496605300000003
SRX5694484,1.7256139374,0.3057779418
SRX5694485,3.5575693678,1.0814096019
SRX5694486,4.0723382077,0.2956034265
SRX5694487,1.4688301436,0.8273412322
SRX5694488,2.42384059,-0.018987965000000002
SRX5694489,5.8407508529,-0.2574594905
SRX5694491,2.0784440023,-0.5142443918
SRX5694492,0.4632969818,-1.1588349234
SRX5694493,2.0213442457,-2.0864197647
SRX5694494,1.9602379544000001,-0.1191076226
SRX5694495,4.4139660482,-0.0897675072
SRX5694496,3.2531165479,0.0465704776
SRX5694497,3.4652795924,0.21144293290000002
SRX5694498,2.8551596275,0.283038642
SRX5694499,-1.2383721971,0.45653899740000004
SRX5694500,2.4016752155,0.32208788390000004
SRX5694501,1.0796465051,0.6984863627
SRX5694502,-0.1460582209,0.44962913320000003
SRX5694503,-3.3660437014,-0.29761332700000004
SRX5694504,3.6076980764,0.24874925080000002
SRX5694505,-0.0984868819,-2.5241991852
SRX5694506,-1.7476989267,0.5041823862
SRX5694507,2.5625467534,-0.07935981040000001
SRX5694508,2.3885666713,-0.5268674811
SRX5694509,5.5446085944,-0.281593315
SRX5694510,1.573289987,0.2033202929
SRX5694511,2.7358094529,0.5636834894
SRX5694512,1.6741649147,-0.8255073678
SRX5694513,0.2860548623,-1.0206736848
SRX5694514,1.9983566745,-1.8980427306
SRX5694515,-0.9799699592000001,0.2258569543
SRX5694516,-2.5204565573,-1.6487574424
SRX5694517,6.8463431721,0.09299178670000001
SRX5694518,2.7174778526,0.5694757752
SRX5694519,-0.8509390977,-0.6313929308
SRX5694520,-1.3003132365,0.8258952332
SRX5694521,3.5332050644,0.29548445300000004
SRX5694522,3.7248417721,0.5130989705
SRX5694523,4.2679063487,0.4155179375
SRX5694524,5.6553706152,-0.1913457136
SRX5694525,4.1472081428,-0.1410658997
SRX5694526,2.4931649521,1.4793937737
SRX5694527,1.4029427626,0.1245718457
SRX5694528,-0.1581305033,-1.9795885468
SRX5694529,5.8363037669,1.1656597673
SRX5694530,-1.4065792983,0.7298784328
SRX5694532,-0.3887098,-1.0022617801
SRX5694533,-3.3190500468,0.0681248837
SRX5694534,1.7082586518,-0.9495351296000001
SRX5694535,-0.459902234,1.0371807026
SRX5694536,3.3637594646,0.4756949567
SRX5694537,3.8114730858,0.0868518041
SRX5694538,3.7504631709,0.42244225
SRX5694539,2.2356579461,1.0194817082
SRX5694540,-0.6226380046000001,-1.1289858779
SRX5694541,3.141418421,0.6369146846
SRX5694543,-2.7303179606,-2.0136736217
SRX5694544,4.6162987625,-0.0123311545
SRX5694545,3.2460718796,0.8593728504
SRX5694546,3.4295298157,1.236099305
SRX5694547,2.8283747656,0.2800178371
SRX5694548,-0.1118886481,0.0020168021
SRX5694550,0.8794855822000001,-0.7998925456
SRX5694551,-1.8847063375,0.4150453168
SRX5694552,-0.8638601871,0.0781070613
SRX5694553,4.5076148924,0.0856897742
SRX5694554,0.7051181087,-0.1534797292
SRX5694555,0.8596271694000001,-0.748016454
SRX6072760,-0.6158161508000001,-0.20705187460000002
SRX6072761,-1.0301925571,-1.0056856991
SRX6072762,-0.2593869218,-0.1504947225
SRX6072763,1.0330507081,-0.0780020468
SRX6072764,-1.8186979105,-1.6227949732
SRX6072765,0.5087335684000001,0.1739395561
SRX6376491,2.5304512688000003,0.1111824897
SRX6376492,-0.5225927985000001,-1.6871165206
SRX6376493,-0.7832041120000001,-1.8467455325
SRX6376494,-2.3028133737,-1.8338820872000001
SRX6376495,3.0602862678,0.13301290840000002
SRX6376496,2.9968671387,0.0656847635
SRX2723951,-3.62089492,0.1905030133
SRX2723952,-6.5778516091,0.7383686660000001
SRX2723953,0.34087171400000005,0.3439561471
SRX2723954,-4.1943277908,1.2068888213
SRX2723955,-7.7924625657,-0.095472335
SRX2723956,-2.516254044,0.5830917221
SRX2723957,0.1578392136,0.0403262807
SRX2723958,-0.7015851146000001,0.1194841707
SRX2723959,0.050107752900000004,-0.0049074938
SRX2723960,-0.5973926593000001,0.4546612642
SRX2723961,-5.5175429279,1.2432007328
SRX2723962,-0.9551329946,0.1714729243
SRX2723963,-3.8299800322,-0.5463070987
SRX2723964,-5.5267092321,0.1378789785
SRX2723965,-0.6390365348,0.1307434928
SRX2723966,1.6402608258,0.0512744329
SRX2723967,0.1177438311,-0.0855589727
SRX2723968,-1.7580046569,0.0342845398
SRX6977206,-2.6375012771,-1.5009690278
SRX6977207,-3.1382023475,-1.1179878452
SRX6977208,0.1118698649,-0.6506346825
SRX6977209,0.3907824405,-1.0372223915
SRX6977210,0.4724656606,-1.067575678
SRX6977211,-1.0038590012,-0.15142821580000002
SRX6977212,0.1650182358,0.0827449849
SRX6977213,0.8388407654000001,0.0686832309
SRX6977214,-2.9693927535,-2.014499793
SRX1153733,0.0806845628,0.23210094990000002
SRX1153734,-0.0806845628,-0.23210094990000002
SRX1153735,0.1707540336,0.26515645800000004
SRX1153736,-0.8063112054,0.2561928144
SRX5204053,-1.7578324717,-0.10761919830000001
SRX5204054,1.1803627084000001,-0.178994125
SRX5204055,-1.1602009998,-0.2006570477
SRX5204056,-1.0018585233,-0.30697530840000004
SRX5204057,-0.6976618978,-0.4269761587
SRX5204058,-0.5537259963,-0.1724353773
SRX5204059,2.0946674408,0.11865753550000001
SRX5204060,1.960450666,0.0001791683
SRX5204061,0.5983910042,0.1435802172
SRX5204062,0.8070929145,-0.0542543271
SRX5204063,1.0196780761,-0.175686654
SRX5204064,3.5022736627,-0.0620497163
SRX5204065,-0.1488697125,-0.0073964807
SRX5204066,-0.086417849,0.0516241032
SRX5204067,-0.4840690516,-0.055358756
SRX5204068,4.0785323463,0.1804776733
SRX5204069,3.8646848717,-0.0159070003
SRX5204070,4.4183252288,-0.2095728097
SRX5204071,2.0300177057,0.031107773300000002
SRX5204072,0.3342800494,0.34035044410000004
SRX5204073,1.629341609,0.020981514
SRX5204074,3.0988619536,-0.2207426317
SRX5204075,2.4209693831,0.3447402825
SRX5204076,3.7785169546,-0.4274023408
SRX5204077,3.1750418392,0.1471832407
SRX5204078,3.2977176743,0.0071844993
SRX5204079,3.6416056343000003,0.10368759350000001
SRX5204080,3.5917507725,-0.10786965280000001
SRX5204081,2.7750657311999998,-0.2406585159
SRX5204082,2.9778476417,-0.3918304245
SRX5204083,-2.7829183579,0.38526076270000004
SRX5204084,-2.7471278369,0.26514076880000004
SRX5204085,-2.4858080631,0.1345217413
SRX5204086,-1.8134648651,0.07303704100000001
SRX5204087,-2.7356527536,0.36231006590000003
SRX5204088,-1.9644242408,0.3962505273
SRX5204089,-1.4101518366999999,0.0783579105
SRX5204090,-1.1616821058,-0.0180500286
SRX5204091,-1.6270875456,0.07780598770000001
SRX5204092,0.2325136902,-0.2340354534
SRX5204093,0.27781403590000003,-0.28349101790000003
SRX5204094,1.0977074273,-0.0772832458
SRX5204095,-0.0110325306,0.12006625230000001
SRX5204096,0.1762716194,-0.07429156
SRX5204097,-0.1652390889,-0.045774692400000004
SRX683459,0.2247464305,-0.2256413553
SRX683460,4.0999775455,-0.5389879285
SRX683461,-0.20967163390000002,0.0224175326
SRX683462,5.6916539963,-1.0302191929
SRX683463,-0.0150747966,0.20322382260000002
SRX683464,4.2728503905,-0.1525518652
SRX683465,0.7167759283,-0.4544553103
SRX683466,6.0429908963,-0.8127026041000001
SRX683467,1.2089361026,-0.1446541374
SRX683468,6.2540891863,-0.8097424753
SRX683469,1.0138205011,-0.17896917910000001
SRX683470,6.1307884413,-0.8306650697
SRX322077,0.24214204450000001,0.2995379468
SRX322078,0.7870954439000001,-0.1146225809
SRX322079,2.0590563936,0.3880260665
SRX322080,2.4399724275,0.2664500186
SRX322081,-0.41805444820000004,0.6373930278000001
SRX322082,0.6682343494,0.6419076343
SRX322083,0.058396559800000004,-0.2345559107
SRX322084,0.3312707593,0.0697656624
SRX322085,-0.3896673191,0.16479024820000002
SRX2708592,-12.1209048949,-2.3783714473
SRX2708593,-10.7090267866,-2.0066024704
SRX2708594,-9.6516931306,-1.3598923012
SRX2708595,-0.3015430769,-0.161661407
SRX2708596,0.8617540945000001,0.14684029410000002
SRX2708597,-0.5602110176,0.0148211129
SRX2708598,0.3401470142,-0.7400296676
SRX2708600,-0.28774359580000003,0.5750418994000001
SRX2708601,-0.1794467028,-0.11170383830000001
SRX2708602,-0.1103241695,-0.5430079839
SRX2708603,-0.7941379637,-0.49893067080000003
SRX3073814,0.1623149381,-0.3707780097
SRX3073815,-1.1665167733,-3.5865533226
SRX3073816,0.0310626021,-5.7780557093
SRX3073817,-0.4940559458,-4.7518961950000005
SRX3073818,-0.6223149677,-4.2157334302
SRX3073819,-0.062386179800000004,0.2927956241
SRX3073820,1.7591840556,-4.2269343846
SRX3073821,4.7339061403,-5.616590702
SRX3073822,1.1296366306,-4.490289216
SRX3073823,2.9243492883,-4.4193667717
SRX3073824,-0.1623149381,0.3707780097
SRX3073825,2.0356279649,-3.3697204093
SRX3073826,1.9221192909,-5.5219115844
SRX3073827,0.9149892115,-4.51632258
SRX3073828,0.6151800181,-4.0698390471
SRX3073829,-0.5209180522,-0.3493717262
SRX3073830,4.6819261406,-4.3276460983
SRX3073831,1.6414840243,-5.3836398148
SRX3073832,2.8227748718,-4.5911441743
SRX3073833,2.3508359327,-3.4800172691
SRX2391456,1.6240113734000001,0.0040761431
SRX2391457,2.4968336267,-0.19354410700000002
SRX2391458,0.49328471640000005,-0.0252106131
SRX2391459,0.757126941,-0.0182414236
SRX2391460,0.6459928728000001,-0.0563540144
SRX2391461,0.2236023796,-0.10777327810000001
SRX2391462,0.4535323927,-0.0467845909
SRX2391463,0.8669802525,-0.1008799459
SRX2391464,0.2614017205,-0.051198761
SRX2391465,0.2929859675,-0.0517579081
SRX2391466,0.134366191,-0.0723287338
SRX2391467,0.0934408929,0.0266982955
SRX2391468,1.1885478268,-0.0641191569
SRX2391469,0.33823027650000004,-0.0155839911
SRX2391470,0.4524070087,-0.1228545317
SRX2391471,2.7065894822,-0.3686779938
SRX2391472,1.0985282227,-0.1916901008
SRX2391473,0.7092996476,-0.0864796125
SRX2391474,0.5737843502000001,-0.1590777834
SRX2391475,1.1567055952,-0.2749418645
SRX2391476,1.2252359937,-0.22007246700000002
SRX2391477,1.2099861794,-0.2871606273
SRX2391478,4.8854796971,-0.23985350160000002
SRX2391479,1.1327449059,-0.1765258233
SRX2391480,0.8781702991,-0.22525847940000002
SRX2391481,0.2728226991,-0.13443086840000001
SRX2391482,0.7570827563,-0.20943998800000002
SRX2391483,0.25188052380000003,-0.1176519419
SRX2391484,2.0880564433,-0.1912049059
SRX2391485,2.1454418755,-0.21253552950000001
SRX2391486,1.0366076065,-0.20145299900000002
SRX2391487,0.5204154165,-0.25251195590000003
SRX2391488,0.5880147254,-0.1362517192
SRX2391489,0.4609954458,-0.126203213
SRX2391490,0.5612897802,-0.0693205553
SRX2391491,1.0464155097,-0.2094910094
SRX2391492,-0.027435424400000002,-0.012183219200000001
SRX2391493,0.2711740261,-0.059781041800000004
SRX2391494,0.24280263200000002,-0.0012126897
SRX2391495,-0.0934408929,-0.0266982955
SRX2391496,-0.2697012305,-0.0964786062
SRX2391497,0.0488939902,-0.1075106116
SRX2391498,1.8900046412,-0.2342363418
SRX2391499,2.4392349118,-0.3842038036
SRX2391500,1.4011313299,-0.26032433850000003
SRX2391501,1.1038486736,-0.28323170870000003
SRX2391502,1.0785715384,-0.2923326797
SRX2391503,1.42789171,-0.249330658
SRX2391505,1.1466804677,-0.2785849274
SRX2391506,1.0567181277,-0.41862582470000004
SRX2391507,1.9213515119000002,-0.18181137
SRX2391508,0.7037370679,-0.1158282389
SRX2391510,0.9593562436,-0.2319223401
SRX2391512,1.691049803,-0.14542672780000002
SRX2391513,0.8363971079,-0.2007807333
SRX2391514,0.615319915,-0.097639711
SRX5632598,2.7273845701,1.5613384489
SRX5632599,2.1536646961,0.5772641771
SRX5632600,4.6012437352,2.4346829251
SRX5632601,4.4179967315,2.1925781013
SRX5632602,3.6893249121,1.8361615307
SRX5632603,5.3991036927,2.4360738119
SRX5632604,4.0645576648,2.3391786959
SRX5632605,4.6661520784,2.0878757785
SRX5632606,3.1943511285,1.2974832057
SRX5632607,1.5255010347,0.44448583620000004
SRX5632608,-0.15486575560000002,-0.06514891390000001
SRX5632609,0.0157711216,0.1486324602
SRX5632610,0.9182591385000001,0.2126336409
SRX5632611,0.1390946341,-0.0834835464
SRX5632612,0.7117470623000001,0.5335808831000001
SRX5632613,0.5610215596,0.3501784948
SRX5632614,0.5815228606,0.36312959570000003
SRX5632615,1.4231137864,0.3121836497
ERX2874132,-1.6110430196,1.0843027221
ERX2874133,-2.1576795842,1.0740848252
ERX2874134,-4.5875747206,0.51543132
ERX2874135,-1.2774507824999999,0.3986928866
ERX2874136,-4.9522640373,0.5227931696
ERX2874137,-1.3846855062,0.7914118501
ERX2874138,-3.4358451966,1.2108144639
ERX2874139,-3.2626776559,0.9478159612
ERX2874140,0.0145914176,0.022707401800000002
ERX2874141,-0.0145914176,-0.022707401800000002
ERX2874142,-2.7243869575,-0.5257295597
ERX2874143,-3.1892357559,-0.5361326839
ERX2874144,-3.6160035600000002,1.2913911711
ERX2874145,-3.7026879023,1.3387930236
ERX2874146,-1.5615653853,0.2153927813
ERX2874147,-1.8786711036,0.3697857256
SRX1300292,-0.2560190641,-0.32855495770000004
SRX1300293,0.2560190641,0.32855495770000004
SRX1300299,0.4665671838,0.0893959757
SRX1300300,0.7158132479,0.3431367442
SRX1300304,-0.976543911,0.8703787922
SRX1300305,-1.3286515014,0.0773607038
SRX1300306,-1.8312842953000001,0.1881309494
SRX1300310,-2.0211350018,0.45271755810000003
SRX1300311,-1.7030847806,0.571322573
SRX7291195,1.6790472442,0.1607831971
SRX7291196,1.4204124877,0.09397259570000001
SRX7291197,1.392908434,-0.0960276958
SRX7291198,-0.1690491848,-0.0022998817
SRX7291199,0.063756253,0.040383485000000004
SRX7291200,0.1052929319,-0.038083603300000005
SRX7291201,0.9537467172,0.10578371680000001
SRX7291202,1.3279556604,0.2917264067
SRX7291203,1.0461839439,0.1777440115
SRX7291204,-0.035467582000000004,0.009816943600000001
SRX7291205,-0.061887332,0.0028539415
SRX7291206,0.3021585277,0.0076040322
SRX2436955,-1.1205948644000001,0.217797859
SRX2436956,1.4128686875,0.3817420467
SRX2436957,0.6487563393,0.0725812748
SRX2436958,1.4508826676,0.44919307610000003
SRX2436959,-0.5289917235,-0.0609622073
SRX2436960,-1.6709864731000001,0.6252667381
SRX2436961,-1.7829998861,1.2889337574
SRX2436962,-1.5893613805,0.6075660936
SRX2436963,-0.5282832092,0.0863890039
SRX2436964,-2.3998165184999998,1.7152523092
SRX2436965,-0.8181090652,-2.0031697105
SRX2436966,-0.2937069466,0.3546445131
SRX2436967,-1.7102625486,1.39013901
SRX2436969,1.0514543843,0.021809976000000002
SRX2436970,-0.2799512879,0.12475231960000001
SRX2436971,-1.447025829,1.4450520969
SRX2437029,-2.0222247619,0.8090461283
SRX2437030,-1.1678403231,-0.09832871280000001
SRX2437031,-1.3986541113,-0.20560811410000002
SRX2437032,-1.3363873679,-0.0694291011
SRX2437033,1.70263266,0.0506369624
SRX2437034,-1.0109449363,-2.1001270599
SRX2437035,-1.098282653,0.5066841750000001
SRX2437036,-1.3675187815,0.34524607700000004
SRX2437037,-1.2923957757,1.1038660302
SRX2437038,-1.3944053916999999,0.34977235560000003
SRX2437039,-1.3021314566,-0.11484903540000001
SRX2437040,-1.6635607429000001,0.46375516120000004
SRX2437041,-1.0210112657,0.019701898500000002
SRX2437042,0.6597504563000001,0.28949748670000003
SRX2437043,-1.2644736646,1.2695602862
SRX2437044,1.6806103679,0.0025150290000000002
SRX4705203,-6.6652039514,0.1410654555
SRX4705204,-7.0970810541,-0.3910279091
SRX4705205,-5.6566741442,-0.44154555100000004
SRX4705206,-5.2738144625,-0.5611262142
SRX4705207,-7.5954256544,-0.3524552037
SRX4705208,-6.8629975001,-0.9056081209
SRX4705209,-7.2013778997,-0.42057476650000003
SRX4705210,-7.3651376248,-0.8672213773
SRX4705211,-6.9843200198,-0.4427516114
SRX4705212,-6.7219474676,-0.7546014759
SRX4705213,0.0640991942,0.2453102094
SRX4705214,0.8241304730000001,0.2457475705
SRX4705215,-0.7603916987,-0.1542627521
SRX4705216,0.9053943552,0.0075343704000000004
SRX4705217,-1.0253052182,0.0001936499
SRX4705218,-0.0079271056,-0.3445230481
SRX4705219,-6.1484365045,0.16050459590000002
SRX4705220,-6.4507119291,-0.4633537807
SRX4705221,-5.3560875284,-0.6211628684
SRX4705222,-6.1910468472,0.1250024662
SRX4705223,-6.5102030062,-0.2019906604
SRX4705224,-5.8014332378999995,-0.17092258500000002
SRX4705225,-6.505742881,-0.9988764317000001
