,A,FliA,flhD,CsgD
SRX7656117,-6.0135836445,-0.3523386483,-0.7170945605,-1.8373335042
SRX7656118,0.24037957640000002,-0.2379549501,0.0897246134,-1.6159073935000001
SRX7656119,-1.0881540187,-0.7979553276,0.1380726439,-2.1535583281
SRX7656120,0.9699750760000001,-0.36437840790000003,-0.5031950392,0.2979093993
SRX7656121,-0.8078929365,-0.5416339597000001,-0.4015214991,0.18945088000000002
SRX7656122,-0.3083667073,0.1465972369,-0.037693093000000004,0.3140391564
SRX7656123,0.23283450300000003,0.3065812693,0.1659327736,0.09129635100000001
SRX7656124,0.34231808220000004,0.3180089128,-0.23465538900000002,0.0332769005
SRX7656125,1.0388706018,0.5488518492000001,-0.0088767263,0.0270261636
SRX7656126,1.0455725188,-0.6727868285,-0.769263111,0.31469363300000003
SRX7656127,-0.39126023590000003,0.1828831351,-0.3362739983,0.0796670517
SRX7656128,0.0396334011,0.3423348422,-0.3032384078,-0.1740172835
SRX7656129,-3.5431146891000003,0.6623381462,-0.5260556954,-1.8601814354
SRX7656130,-4.1489416437,0.7583720818,-0.7637677686000001,-1.6909065558
SRX7656131,-2.2913795189,1.059617376,-0.6960981278,-1.8312787866
SRX7656132,-1.821469956,0.5528720635000001,-0.6831620713000001,-1.6532323679
SRX7656133,-2.2784505168,0.6770725495000001,-0.6071884953000001,-1.4146172374
SRX7656134,-3.1286469416,0.9881578723000001,-0.6281039886,-1.4545392735
SRX7656135,4.8589427518,3.0585021029,0.3264122242,-0.7356139753000001
SRX7656136,1.8668402273,1.5009943056,0.3340261129,0.034954050800000004
SRX7656137,3.2915187603,1.8715422891,0.2821876068,-0.1544347064
SRX7656138,1.8859506978,1.4170097886000002,0.45999545410000003,-0.49852062280000004
SRX7656139,2.2851393218,1.3538646022,0.4021114465,-0.37946972290000003
SRX7656140,1.5060577613000001,1.3833132226,0.7757271912,-0.5367540247
SRX7656141,0.8222476928,0.9271943208000001,0.0045610318,-0.4339201038
SRX7656142,1.9170372297,1.3639053873,0.203704774,-0.6202696298
SRX7656143,1.3153160382,1.017270012,0.3805070935,-0.2832811684
SRX7656144,-1.1348437032,1.0953596832999999,0.0443058311,-1.14903645
SRX7656145,-1.5531731424,1.1487250150000001,-0.6476453889,-1.8523300983
SRX7656146,-0.7699638752,0.9916217245000001,-0.0444561423,-1.5041450193
SRX5388319,-0.0920069835,-0.1567629445,0.15886925970000002,-0.2037186446
SRX5388320,0.010601454000000001,-0.0065554590000000005,0.166630829,-0.3921114651
SRX5388321,0.0814055295,0.1633184036,-0.3255000887,0.5958301097
SRX5388322,-0.6899806335,-0.2015804598,-0.011472114200000001,0.1722913365
SRX5388323,0.085790314,-0.11084635500000001,-0.2811415212,-0.0009991503
SRX5388324,-0.1313247901,0.1575997765,-0.3951918567,0.2932178781
SRX5388325,-0.5630213037,-0.1994910897,-0.1172466816,-0.0961698428
SRX5388326,0.1594128492,-0.041795163100000005,-0.6576735667,0.3816538812
SRX5388327,-0.4935538479,0.3359429271,-0.5689188959,0.37181216170000003
SRX8708326,-3.5845448929,-4.1297932575,-1.3048873028,0.0627972498
SRX8708328,-1.3602560514,-0.46769296460000004,0.041299325000000005,0.366257378
SRX8708335,0.5267344026,-0.0958135564,0.1701589366,-0.12299014030000001
SRX8708336,0.5105240764,0.2289997233,-0.1261747578,-0.1623015392
SRX8708337,0.32299757230000004,0.3345067977,-0.0852835037,-0.0809656985
SRX8708338,-3.9045222105,-5.250722994,-1.8782936756000002,-1.1834039398
SRX8708339,-3.3985514802,-5.0738254907,-2.4742569103,-1.3611695203
SRX8708340,-3.5440955442,-5.1054226519,-2.8317494139,-1.4344781556
SRX8708365,-3.9978664315,-1.9926311465,-1.2164783751,-0.7826302851
SRX8708366,-4.1566894835,-1.9520367932,-1.1539992612,-1.0659709625
SRX8708368,-3.9818540456,-1.9070736658,-0.9556127390000001,-0.6940890863
SRX8708369,-1.7612087265,-1.7001704324,-0.9480462214,-0.09516454220000001
SRX8708370,-1.5628433058,-1.735166484,-0.7426607401,0.1771482101
SRX8708371,-2.0130786264,-1.9677617068000002,-1.3115887963000001,-0.4121280909
SRX4166001,-0.0989586952,-0.0509287936,0.29131870660000003,-0.2608342992
SRX4166002,0.0886507295,-0.1589289042,-0.2554221917,-0.3854905927
SRX4166003,0.010307965700000001,0.20985769780000002,-0.0358965148,0.6463248919
SRX4166004,0.6993408355,0.6337787537,0.5254723948,-0.3004874158
SRX4166005,0.2750680569,0.43769929560000004,-0.0637825696,0.281551061
SRX4166006,0.3942960928,0.7491016254,-0.1248745554,-0.1545587981
SRX4166007,0.5956361683,0.7493989664,-0.2570610398,-0.6048227296
SRX4166008,0.3162752927,0.6759696392,0.029157205000000002,0.2355638861
SRX4166009,-0.2365629703,0.8912951003,-0.2665466023,0.31430451600000003
SRX4166010,0.5136152985,0.9684423627000001,-0.6865375153000001,-0.1593228863
SRX4166011,0.0967131718,0.2694071232,-0.7796552356,0.12660371480000002
SRX4166012,0.0771504368,0.7475062697,-0.8176945291000001,-0.1371516807
SRX5000481,-0.46098984190000003,-1.3788402235000001,-0.12985981800000002,-0.4373876537
SRX5000482,-0.1848797228,-0.6843412968,0.0655695055,-0.4119604946
SRX5000483,-0.8276853911000001,-0.2734295871,0.1448623781,-0.5068039082
SRX5000484,-0.4043940733,-0.414531293,0.1182745402,-0.6547843603
SRX5000485,-1.2186284671,-0.4435465176,0.3534078252,-0.0469279738
SRX5000486,-1.3646585378,-0.0663207643,0.2751634629,-0.2036148778
SRX5000487,-0.8772465497,-0.2517234877,0.3795880272,-0.7595758359
SRX5000488,-0.7601451760000001,-0.23896860690000002,0.3596645231,-0.4956476084
SRX5000489,-0.8540171477,-0.14936936450000002,0.32738017140000003,-0.120318163
SRX5000490,-0.5829245467,-0.1512560605,0.0390863428,-0.0206872603
SRX5000491,-0.7503428934,-0.2686402744,-0.0247485741,-0.4965461753
SRX5000492,-0.7971352306,-0.4923027286,-0.9888497984000001,2.7396362891
SRX5000493,0.1636206267,0.29160583360000003,-0.6444143869,2.7902748566
SRX5000494,-0.5515012632,0.2526351604,-1.0792225024,2.6486960475
SRX5000495,-0.8276195072,-0.43167038480000003,-1.0102667334,2.5273813703
SRX5000496,-1.0853120706,0.0441381394,-1.0475223053,2.8242183877
SRX5000497,-0.0468259716,-0.0808722125,0.16389404470000002,0.0100578326
SRX5000498,0.008032116,0.3233766971,-0.1636269992,-0.20198907060000001
SRX5000499,-0.3330465329,0.7466000744,-0.7248765559,2.5535933415
SRX5000500,0.0387938556,-0.24250448460000001,-0.0002670455,0.1919312379
SRX5000501,-0.9779492806000001,-1.4210972888,0.1048571365,-0.8851643016
SRX5000502,-0.1944635332,-1.4359658741,0.4935502579,-0.3811478166
SRX5000503,-0.4407482293,-0.41815613970000004,0.1646003684,-0.7508992084
SRX5000504,-0.547792,-1.9266126097,-0.3128989964,-0.614278687
SRX5000505,-0.9867813361000001,-2.4000413729,-0.2679030495,-0.6459055182
SRX5000506,-0.8738914453000001,-2.2770902052,-0.3735613193,-0.6145150825
SRX5000507,-1.1774155377,-1.0184967255,0.6359152836,-0.3312697134
SRX5000508,-0.7951551493,-0.8831622242,-0.1225325272,0.041528750100000004
SRX5000509,-0.030686688200000003,-1.004777981,-0.227336853,-0.522482691
SRX5000510,-0.2249850018,-2.0841518654,-0.3460754008,-0.3159205735
SRX5000511,-0.8256653791,-1.4918474233,-0.19467087460000002,-0.1680405374
SRX5000512,-0.9330958651000001,-1.1125418999,0.3379872369,-0.5140393215
SRX5000513,-0.7319569023,-1.1718066728,0.39619798170000003,-0.9232283251000001
SRX5000514,-0.6235997682000001,-1.8686550746,0.0797403887,-0.7887836542000001
SRX5000515,-0.5675667226000001,-0.7425896070000001,0.1885211485,-1.1007590643
SRX5000516,-0.9707454064000001,-1.2544389807,-0.0942107261,-1.3218582046
SRX4124772,-0.1645815931,-0.580221078,-0.3446418824,-0.3121145449
SRX4124773,-0.3519703959,-0.2299957468,-0.051953283600000004,-0.8002741613000001
SRX4124774,-0.3346178547,0.0118023506,0.2593430852,-0.2231058636
SRX4124775,0.3346178547,-0.0118023506,-0.2593430852,0.2231058636
SRX5323946,-0.5225834397,-0.230376673,0.0553545204,-0.0279506007
SRX5323947,0.5225834397,0.230376673,-0.0553545204,0.0279506007
SRX5323948,-1.0001300724,-1.0127465699,-0.2273157761,0.6489952023000001
SRX5323949,-0.0067760753,-0.14133252030000001,-0.1599205737,0.5821280066
SRX5323950,-1.1002281783,-1.076560663,0.0436262969,0.38397972340000003
SRX5323951,-0.5978587976,-0.4927093476,0.0670844479,0.34986318380000003
SRX5323952,-0.7781573230000001,-1.1796964094,0.044695682300000004,0.09695722
SRX5323953,-0.3223250684,-0.8440362785000001,-0.2304015291,-0.0007253846
SRX5323954,-0.5298357984000001,-0.8961741923000001,0.2254273407,0.493626612
SRX5323955,-0.3721101861,-0.5974872373,0.41244844140000003,0.6120551333
DRX093856,-0.0850975629,0.417224181,-0.022825505200000002,0.07391534670000001
DRX093857,-1.622761468,-3.3942963594,-2.823171496,1.8048683887
DRX093858,-0.5620417289,-3.5343305951,-2.8791686296,2.1582992297
DRX093859,-1.5983688033,-4.3408720554,-2.3436532593,0.8451874223
DRX093860,-2.618651294,-2.8047708006,-1.2606399672,-0.5776915411
DRX093861,0.012537835700000001,-0.2562971093,0.212776564,0.1418011945
DRX093862,-1.2433839183,-3.7620150104,-3.0060233385,2.1346055863
DRX093863,-0.784229362,-3.6677335966999998,-3.3384328515,2.6325227783000003
DRX093864,-1.9453138557,-3.9459248486,-1.6652174747,0.8053614753
DRX093865,-2.0975448421,-2.1177455025,-1.8930258357,-0.4359090504
DRX093866,0.0725597273,-0.1609270717,-0.1899510589,-0.21571654110000002
DRX093867,-1.1597854421,-3.3767375163,-2.7566396430999998,2.4549242129
DRX093868,-1.1678685489,-4.3132840496,-2.8622935278,2.4156266567999998
DRX093869,-1.7384722655,-4.3926960425,-2.4527304742,0.5184579065
DRX093870,-2.9044272988,-2.2113878706,-1.4980280956,-0.688963855
SRX6366242,-1.0572473797,-0.5728327017,-0.3687134675,-0.4519871219
SRX6366243,-0.10391156080000001,-0.5728327017,-0.7609740065,-0.22366129810000002
SRX6366244,-0.2383506075,0.9659749548000001,-0.8929833704000001,-1.850057402
SRX6366245,1.533885962,-0.5728327017,0.1437777208,0.7954314815
SRX6366246,-0.5430563545,0.6958021178,0.0855824907,0.9261304297
SRX6366247,-0.5228216142000001,-0.5728327017,0.6340686014,-1.7244629917
SRX6366248,-2.1187840664,-0.5728327017,0.4343880315,0.4537857752
SRX6366249,-1.8259310652,1.2554596563,-0.0427206116,0.596327679
SRX6366250,-0.7298347761,-0.5728327017,-0.4979049961,0.6298116364
SRX6366251,0.48261756040000003,1.7255488794,-1.3087685495999999,0.8619705883000001
SRX6366252,1.1854683212000001,-0.5728327017,-0.26431467200000003,0.0800315931
SRX6366253,-1.1854683212000001,0.5728327017,0.26431467200000003,-0.0800315931
SRX254739,-2.400196544,-3.1173133168,-1.7954908597,-4.549640995
SRX254740,-2.1005522861,-2.8811707794,-1.7607067672999999,-4.3650122797
SRX254741,-1.8272603455,-2.8682631638,-1.7324903735000001,-4.6851519212
SRX254742,-1.8474473898000001,-2.4698963514,-1.5243719993,-4.4943820059
SRX254743,-2.2345320053,-3.3701247635,-1.4952851747,-4.6879570541
SRX254744,-2.0587042515,-2.2927432711,-1.4886076496,-4.5100723905999995
SRX254745,-1.5642646816,-2.6933154584,-1.6724859904,-4.557541549
SRX254746,-2.8361835865,-3.7786951088,-1.1167706006,-4.2851131943
SRX254747,-1.5441368618,-3.5144172815,-2.008736362,-4.6286841493
SRX254748,-1.6546594097,-3.2476319334,-1.7615330149,-5.066565645
SRX254749,-2.1904699818,-4.3037181159,-1.8722466181000001,-5.0116230684
SRX254750,-2.8341501933,-4.320851704,-2.2277984098,-4.9232978646
SRX254751,-2.9976565149,-5.0275302074,-2.6661980888,-4.0242586814
SRX254752,-2.9316671391,-4.4437546162,-2.649449701,-3.321128832
SRX254753,-2.7170438602,-4.189678116,-2.111792263,-4.1964255059
SRX254754,-1.8691649683,-1.1976605144999999,-1.5391722730000001,-2.8417465353
SRX254755,-2.9352845003,-1.8653427769,-1.5922080266,-3.2078695744
SRX254756,-3.0611084024,-1.6960594745000002,-2.6605952293,-4.2823374061
SRX254757,-0.3763004106,-1.1610268333,-1.536260806,-4.6609123502
SRX254758,0.062294891000000005,-1.780356678,-2.0500909261,-3.9998514193
SRX254759,-1.9620519448,-1.8321402715000001,-1.1965212392,-5.3554449327
SRX254760,-1.9793266398,-3.7049885626,-2.1558382362,-4.8927505445
SRX254761,-2.582540143,-4.0858926103,-1.2969636556,-4.5889866918
SRX254762,-2.7360465466,-3.9498291773,-1.533872545,-4.9511046932
SRX254763,-1.8316226825,-0.7422911473,-0.9857291113000001,-3.1560642156
SRX254764,-1.1823640694,-2.341317851,-1.7426477115,-1.8421774951
SRX254765,-0.9952008834,-2.1899519629,-2.0884369699,-2.9466673168
SRX254766,-1.1372667287,-0.8971008474000001,-1.2698743000000001,-3.776812311
SRX254767,-0.5799800261,-2.4242603860000003,-1.6175635735,-3.5235275121000003
SRX254768,-1.5053374579,-1.8129163117,-1.3184517813,-3.6342621019
SRX254772,-2.1839559679000002,-1.0143958122,-0.8995874913,2.5683892293
SRX254773,-0.9626906658000001,0.4098118864,-2.801026874,2.9177008051
SRX254774,-1.7646324216,-0.18737518990000002,-1.2750642459,2.8634950645
SRX254775,0.6677740394,0.5701321261,0.5538492774,0.5783709650000001
SRX254776,0.9477132663000001,0.6728578803,0.5484224099,0.2694195038
SRX254777,0.6818045697,0.9907395234,0.7590548523,0.6243161556
SRX254778,-1.1081397225,0.4009354216,-0.6580972475,2.2460918307
SRX254779,-1.1580005895,0.2612740036,-0.8443340888,2.3394331079
SRX254780,-0.9284127435,-0.2747178453,-0.9873212545000001,2.2831369298
SRX254781,0.3474339636,0.28259663150000003,0.1857355803,2.1323538831
SRX254782,0.08587084860000001,-0.2022546358,-0.2041417617,2.4337691198
SRX254783,0.24089409750000002,0.3849008299,0.34968838900000004,1.8852658909
SRX254784,0.6080244886,1.003446005,0.8520058175,0.8875792126000001
SRX254785,0.0090759989,0.8862712574,0.5672953854,0.9094625306
SRX254786,-0.3660070599,0.5455879274000001,0.5939797047,1.2140646636
SRX7136401,-0.0802850079,-0.5649753031,-0.9057303537,-0.8927808459000001
SRX7136403,0.1121433364,0.0527318876,0.7205513594,0.3642424443
SRX7136405,5.1017964631,6.6018973357,3.3991931015,1.3259268228
SRX7136407,3.3100527773,6.8271878763,3.1149320012,0.7296255249
SRX7136409,4.7572424284,6.7330629421,2.1646075866,1.5929627138
SRX7136411,-0.0318583285,0.5122434155,0.1851789943,0.5285384016
SRX3754949,0.2429478404,-0.1010096811,-0.0728040039,0.0901347091
SRX3754950,0.26867821940000003,0.10732611090000001,0.0817380686,-0.0297670113
SRX3754951,-0.5116260598,-0.0063164298,-0.008934064700000001,-0.0603676978
SRX3754952,0.3258489417,0.0321281356,0.17910584640000002,0.1985621163
SRX3754953,0.22658924430000002,0.0669079096,0.1266458038,0.1539871646
SRX3754954,-0.2843339038,0.10634476450000001,0.1833229374,-0.0620051875
SRX3754955,6.5367368909,2.1710437481,3.5348644376,-2.3082875852
SRX3754956,6.4068105215,2.1859873101,3.5519304777,-2.288219116
SRX3754957,6.3508489303,2.1770043122000002,3.44857998,-2.3013977185
SRX3754966,0.0376994156,-0.2059859392,-0.3244119905,-0.1604053162
SRX3754967,0.4206575142,-0.06338897,-0.2799420313,-0.18621343740000001
SRX3754969,0.1047701125,-0.2539745225,-0.5769959525,-0.0130305173
SRX1424798,-0.06822151180000001,-0.21093702190000002,0.2041824,0.3090465598
SRX1424799,0.06822151180000001,0.21093702190000002,-0.2041824,-0.3090465598
SRX1424800,-0.1904515645,0.3001186337,0.2480135731,-0.016847628400000002
SRX1424801,0.0206788246,0.4627338398,0.3230239259,-0.1363338866
SRX1424802,-1.1605980831,-0.0120538984,1.0796179247,0.057247099100000004
SRX1424803,-0.8155193095000001,-0.1532710812,0.9428473964,-0.2354668524
SRX1424804,-0.6505786319,0.3618186205,0.3664515365,0.40329850580000004
SRX1424805,-0.7679750807,0.39735094460000003,0.6427852510000001,-0.2546356895
SRX1424806,0.4189221902,1.0286081477,1.0799654915,0.21409660900000002
SRX1424807,0.2358190756,0.9905048653,1.1862078594,0.18094521100000002
SRX1424808,0.2765314682,-1.4016588919,-1.0869631274,2.755872049
SRX1424809,0.7240933212,-1.372805227,-1.2696523524,2.6002503541
SRX1424816,0.38794494900000004,-0.8723790743000001,0.6243466706,3.5917090654
SRX1424817,1.8452298242,-0.10877698870000001,0.7373316423,3.6057862868
SRX1424818,1.521680683,-1.2844350557,-1.5258301665,3.7760672554
SRX1424819,1.0296958286,-1.4509625739,-1.7077536299,4.0389558808
SRX1424824,1.1124790345,-0.613579611,-1.2044159304,4.3826614853
SRX1424825,0.6828207838,-0.9895204111,-1.1644197693,3.8039957717
SRX1424826,0.4230621033,-0.8773063940000001,-0.6138288052,4.8901811673
SRX1424827,0.3086794301,-0.9446642877,-0.7458149758,4.6503119517
SRX1424828,1.3054101294,-1.4056611322,-1.2549543999,3.3959317643
SRX1424829,1.346619613,-1.5422210573,-1.2226096078,3.0062776883
SRX1424830,1.5669231398,-1.5675006894,-0.9805466988,2.5696011927
SRX1424831,1.2578938843,-1.1340210831,-1.2790227198,2.3082390064
SRX1424834,1.4716224761,-0.6120224513,-1.1016488592,2.7502114325
SRX1424835,2.1998615027,-0.3369511226,-1.1604062235,2.8108952345000002
SRX1424840,0.9207154411,-1.0340569946,0.38727622370000003,1.2952606866
SRX1424841,1.8815260527,-0.17038405310000002,1.1685735043,1.2895091798
SRX1424842,0.114596287,-0.943515917,-0.40285265870000003,0.8934557133000001
SRX1424843,-0.0258639236,-1.3535902456,-0.24503654660000002,0.8139113613000001
SRX1424844,0.6918724251,0.35096416890000004,-0.5430846302,0.45982379500000004
SRX1424845,0.4294584017,-0.0881108116,-0.5628491337,0.5470442033
SRX1424846,2.8357079445,-0.6496489991000001,0.2037904523,2.9122102327
SRX1424847,1.7177114206000001,-0.5385186494,0.13984529910000001,2.9243928605000002
SRX5060277,0.2204556709,0.235933779,0.1230484866,0.751758256
SRX5060279,-5.2345694696,-8.3013422413,-1.6582915487,2.7964681439
SRX5060281,-0.2204556709,-0.235933779,-0.1230484866,-0.751758256
SRX5060283,-5.8117659052,-8.2424353689,-1.9678165564999999,2.0796483215
SRX5936089,0.1685228812,-0.3360366126,-0.0468598716,0.0672795341
SRX5936090,0.3300818495,0.0972173289,-0.1455989034,0.4069770046
SRX5936091,-0.1636481177,-0.0141684357,0.0400855933,0.2719067335
SRX5936092,-0.334956613,0.25298771940000003,0.1523731817,-0.7461632722
SRX5936093,1.3780487665,-1.583014305,-1.0073496787,-1.5418741991
SRX5936094,2.2315465595,-1.9626926663000002,-0.6471693740000001,-2.0414395056
SRX5936095,3.3481020565,-1.0155844267,-2.0850074727,-1.5604072697
SRX5936096,2.3181888238,-1.256420225,-1.672043981,-1.8308696338
SRX5936097,1.3473528068,-0.504474442,-1.5415856294,-0.1778206126
SRX5936098,1.5972331807,-1.1051914875,-1.7269872528999999,-0.2872955085
SRX5936099,1.9613732026,-0.7903591828000001,-1.3226405874,0.2719341174
SRX5936100,1.9197107995,-0.6821332598000001,-1.9185871243000001,-0.006259815
SRX5936101,1.3474863156999999,-1.1589522533,-2.1199118333,-0.4084212977
SRX5936102,1.0399982468,-1.0897781474000001,-2.5212215594,-1.1838044944
SRX5936103,1.078444989,-0.6986617723,-1.5111161156000001,-0.7966949164
SRX5936104,0.8598435863,-0.7604056286,-2.613890711,-0.9775355295
SRX5936105,1.4487551711,-0.4535488131,-2.3608236383,-1.4489849999
SRX5936106,0.7022309898,-0.9496737188000001,-1.8956156351,-1.5305640011000001
SRX5936107,0.07816530940000001,-0.435251677,-1.1820743613,-1.9185303711000001
SRX5936108,0.40996865390000004,-0.774117013,-1.6026758414,-2.0994655218
SRX5936109,0.8808727069000001,-1.0963048861,-2.1020262237,-2.1952169261
SRX5936110,0.3170875765,-0.28330449010000003,-2.310252587,-2.329684177
SRX5936111,-0.7776775611000001,-0.9623466579000001,-1.8358909387,-2.478145275
SRX5936112,0.21199018700000002,-1.0279831223,-2.4550000493,-3.2235165246
SRX5936113,0.0324727422,-1.0263468301,-1.85434773,-2.9612344276
SRX5936114,-0.58801974,-0.9441749719,-2.790281514,-2.832121676
SRX5936115,-0.45801707350000004,-0.6658492260000001,-2.880692169,-2.613165794
SRX5936116,-0.0017678068,-1.0609798931,-2.0263640102,-2.3641926377
SRX5936118,-0.3751236334,-0.5947910149,-1.7194669726,-2.5160600429
SRX5936119,-1.1393650369000001,-0.7644544261,-2.0872263349,-2.9032206990000002
SRX5936121,0.17287649300000002,-2.0021988724,-2.4596558741,-1.7627121341
SRX5936122,-0.20066445060000002,-1.4420327269,-2.0557935307,-1.9725423525
SRX5936123,-0.5608621232000001,-1.1832022245,-0.9709609044,-0.9420446035000001
SRX5936124,-0.37140849530000003,-0.7675010392,-1.0359410884,-1.3236203924
SRX5936125,-0.395370869,-1.4992270175,-1.4869680259,-0.8614931490000001
SRX5936126,-1.5470119634000001,-1.2325790995,-2.5024527948,-0.7122464353
SRX5936128,0.2729394443,-1.5901811673,-1.0514102002,0.2377186772
SRX5936129,0.3812645282,-1.7229906123,-1.1989530374,0.2181234017
SRX5936130,0.9423640783,-2.1525956536,-1.5920099517000001,-1.1840935577
SRX5936131,1.4030070433000001,-2.308862991,-1.7313994233,-0.4783991761
SRX5936132,0.266316025,-0.9206070599,-2.5956333995,0.32986830980000004
SRX5936133,-0.054333776300000004,-1.6299923617,-3.1376217043,-0.6503535811000001
SRX5936134,0.3636480568,-1.5445909706,-2.235007585,0.3272935108
SRX5936135,0.5118434682,-1.2791036502,-2.0190305409,0.35527572690000003
SRX5936137,0.9244221886,-1.2207922377,-1.2837529696,-0.9098737371000001
SRX5936138,1.1884193198,-1.9032289967,-2.0525531365,-1.2737429582
SRX5936139,1.100652577,-1.2320532281,-0.48603041750000003,-1.9998003460000002
SRX5936140,0.9536214529,-0.8915972579,-1.0658539936,-2.6730589519
SRX5936141,0.4973973575,-0.8338861409,-0.6158911526,-1.9421518888
SRX5936142,0.3171666715,-0.6466246658,-0.7596070068,-1.8116983943
SRX5936143,1.3501534447,1.0471280313,-0.477090175,-0.9114628467
SRX5936144,1.1867031756,1.4027822874,-0.2841597426,-0.6892742029000001
SRX8557650,0.1840685324,0.1418121242,0.36411115860000004,0.21084772200000002
SRX8557651,0.16034212990000002,-0.071835779,-0.3673899781,0.0164837608
SRX8557652,-0.3444106623,-0.0699763452,0.0032788195000000003,-0.2273314828
SRX8557653,0.5577249417,-2.2481678128,-1.5131486476,1.8145495671
SRX8557654,1.118682642,-2.2569767287999998,-1.4286965752,2.0377470044
SRX8557655,0.5332433321,-2.3418571844000002,-0.9326195078,1.7693531977
SRX8557656,1.1056090792,-1.7619535191,-2.3851273003,-1.6292772390999999
SRX8557657,2.135407085,-1.7069743320000001,-1.6803343535000002,-1.1996600325
SRX8557658,0.6304969724,-1.5576272463,-1.5168876019000002,-0.6472987336
SRX8557659,-1.0358214111,0.0944167375,0.4759605295,0.8860845662
SRX8557660,-1.0728835971,-1.6437873967,0.3230913579,1.0168500847
SRX8557661,-1.7695596377,-1.5447660239,0.26844368500000004,1.1556273467
SRX8557662,1.5821420050000001,-2.1029867524,-1.2137700945,2.0057383694
SRX8557663,1.0954708815,-1.9220079074,-1.1607391165,2.3136464878
SRX8557664,1.6634331649,-1.5819932635,-0.9058182725,1.9426359318
SRX8557665,1.0242601596,-1.5041528377,-1.0771949043,1.1924620573
SRX8557666,1.7707788214,-1.8753950567,-0.4713466021,2.0029745957
SRX8557667,0.8803759534000001,-1.9024000425,-0.4529729644,1.5810549539
SRX3405147,-0.5503011886,-0.2546499063,0.09361628500000001,-0.0894440968
SRX3405148,-0.2112926199,-0.6891722554,0.35504464280000003,-0.0365991524
SRX3405149,0.7615938086,0.9438221617,-0.4486609278,0.1260432492
SRX3405150,-2.5602052679,1.8454120733,-0.6847361736,2.4776004991000002
SRX3405151,-0.5682701565,2.5453035229000003,-0.17231911600000002,1.3711397971000001
SRX3405152,-0.33715374270000004,-0.8326162954,-0.8510598269,-0.1608991771
SRX3405153,0.19099733500000002,-0.9903449289,-1.1039517826,-0.668663982
SRX3405154,-0.1023150243,-1.385776562,-1.9963833077,-1.644392222
SRX3405155,-0.1139755871,-1.8103223932999999,-1.9635927908,-1.6206358442000002
SRX3405156,1.6393781834,-1.9473114373,-2.0962766261,-2.0987910672
SRX3405157,-1.0731907363,-0.3812582839,-1.6847907486,-1.3830101713
SRX312063,-0.38769707270000003,-0.4185305065,0.4767557329,0.037865753200000005
SRX312064,-0.3149311295,-0.2844274793,0.6103149337,-0.40150338090000004
SRX312065,-0.17722244980000001,-0.394226774,-1.4471971041,-0.5398939064
SRX312066,0.16161891720000002,-2.5001044308,0.090307498,0.7497466303
SRX312067,-0.2646845463,-2.5622183746,0.2493669155,0.9529371193
SRX312068,0.15812141500000002,-4.4327116073,-0.6807172072000001,1.5596669019
SRX312069,0.1316779516,-4.4348580304,-0.6834363014,1.5716676984
SRX312070,-0.0046120841,-0.07304534950000001,0.1261590807,0.191212461
SRX312071,0.0046120841,0.07304534950000001,-0.1261590807,-0.191212461
SRX312072,-1.7190448185,-2.3233099403,0.2131585603,2.8981515214
SRX312073,-1.6959881631,-2.3199028441,0.4472335485,3.0589047665
SRX312074,0.9967408488,-4.0921040013,1.9244787927,2.8171625681
SRX312075,0.9400422333,-3.403966089,1.9216676971000002,2.8652732448
SRX312076,1.0294414089,-4.1110745005,0.7514134873,1.7169103575
ecoli_00001,0.44366544680000003,-0.441198611,-0.12659477300000002,0.173800594
ecoli_00002,-0.44366544680000003,0.441198611,0.12659477300000002,-0.173800594
ecoli_00003,0.3687553525,-0.9934258690000001,-1.767465609,1.503557971
ecoli_00004,0.7258633176,-0.8406642950000001,-1.880887454,1.606618766
ecoli_00005,-0.3175202259,-2.821620562,-0.301989067,-0.24798381700000002
ecoli_00006,0.056927448900000004,-2.085812974,-0.276890647,-0.42883168
ecoli_00007,0.4412898999,-1.286829738,-2.018074196,1.428734697
ecoli_00008,0.38206855630000003,-1.314116172,-1.910472906,1.484758005
ecoli_00009,-0.40058884040000003,-0.195879946,0.13425278300000001,-0.13282348
ecoli_00010,-0.0157283867,-0.187154586,0.121330005,-0.26457476700000004
ecoli_00011,-0.0889861339,-0.7627856620000001,-0.7547466570000001,0.373596704
ecoli_00012,-0.22708089650000002,-0.42652484,-0.7751480550000001,0.41242641700000005
ecoli_00014,-0.6156756402,-0.716883189,-0.668438976,-0.230651515
ecoli_00015,-0.3674791341,-0.6662751250000001,-1.057638203,0.28694551700000004
ecoli_00016,-0.6348691839,-0.365508524,-0.7929399760000001,0.35533118500000005
ecoli_00017,-0.0048508223,-1.109662629,-0.675653637,0.72531287
ecoli_00018,-0.47519142300000006,-0.774630012,-0.8510678880000001,0.6722059250000001
ecoli_00019,0.2362761268,-1.7977564990000001,-1.956612878,0.806856758
ecoli_00020,0.3233143818,-1.115201668,-2.460791912,0.658113489
ecoli_00021,-0.1581787266,-0.692303,-1.464179796,0.762357433
ecoli_00022,0.1571856349,-0.50696695,-1.811936766,0.720336713
ecoli_00023,0.0519609789,-1.322156512,-1.304104916,1.701380697
ecoli_00024,0.5010441132,-1.077505064,-1.859776541,1.576173413
ecoli_00025,0.9093747679,-0.888597716,-1.996021893,1.775583241
ecoli_00026,0.48386433970000003,-1.138355615,-1.403336773,1.715711352
