,A,FliA,flhD,CsgD
SRX5204055,-1.024298741,-0.6880186831,0.2734094191,0.23820675300000002
SRX5204056,-0.0360528104,-0.7441015176,0.9428209838,1.1434008267
SRX5204057,0.23086709900000002,-0.5201662501000001,1.0757307647,1.1068238992
SRX5204058,-0.4007098435,-0.8771833897,0.8564269025,1.1044264185000001
SRX5204059,-0.5203518949,0.3091930888,0.10220530200000001,1.6009084152000002
SRX5204060,-1.1026899601,-0.09409372640000001,0.1139361846,1.7649216126
SRX5204061,-0.8647712362000001,0.056835142500000005,-0.11092649010000001,1.4820572628
SRX5204062,-0.1212119407,0.0955353437,0.353585121,0.8726084874000001
SRX5204063,-0.2086528335,0.0680015492,0.3169686276,1.1065131776000001
SRX5204064,-1.0843871049,-0.1015412796,0.2853507763,1.0916410061
SRX5204065,-1.3640062907,-2.0230937671,1.2464314569,1.5602481261999999
SRX5204066,-1.528906477,-1.7923647046000002,1.1156092378,1.5252151785999999
SRX5204067,-1.5604156152000002,-2.0763283438,1.2168093072,1.5333861283
SRX5204068,-1.2566847924,-0.2903106794,0.4531222882,0.7969841224
SRX5204069,-1.5462948738,-0.7475827118,0.0849771821,0.9368934019
SRX5204070,-3.008655065,-1.8706834479,0.0542047061,1.0977207655
SRX5204071,-2.6040652363,-1.0780376182,0.3289434834,1.4865905772999999
SRX5204072,-1.6541507925999999,-0.7353540773,0.3944177162,1.5104424478
SRX5204073,-3.1503030856,-1.3649524841,0.4093135667,1.5687698345999999
SRX5204074,-6.6568551362,-3.6355327447,0.007975878,1.6000966189999999
SRX5204075,-0.8127104321,-0.4822298642,0.45932989300000004,0.5832973049
SRX5204076,-4.1323181204,-2.7099774058,0.18721650880000001,1.3763723642
SRX5204077,-2.4505486441,-0.6031184392,0.6277421682000001,1.2404330671000001
SRX5204078,-2.2102171055,-0.8282634358000001,0.5066951962,1.1764048521000001
SRX5204079,-2.168918295,-0.6457999208,0.8243345851,0.8935658894
SRX5204080,-3.6222026447999998,-1.5088080913000002,-0.1078819932,1.7604626507
SRX5204081,-5.8743206593,-3.3207501384,0.1491508151,2.0724323101
SRX5204082,-5.5739876314,-2.9963116931,0.23041526040000002,2.1172602608
SRX5204083,-1.1615673582000001,-0.8975681415000001,-0.8812699358,-0.6150775307
SRX5204084,-1.4913861491,-0.8030256661,-0.9708382590000001,-0.648314939
SRX5204085,-1.399220847,-0.7954430708,-0.9084985361000001,-0.10672723860000001
SRX5204086,1.9933805406,-0.36429023400000005,0.4110527069,-1.3566833518
SRX5204087,1.1059147104,0.018824548700000002,0.30639707580000003,-0.6254271947000001
SRX5204088,2.7573995329,-0.2330666106,0.3262299409,-0.8218894126
SRX5204089,0.035031903100000004,-0.0314159958,-0.4982723724,-0.3075408559
SRX5204090,-0.38984196590000003,-0.0472406468,-0.2210559574,0.0306489884
SRX5204091,0.2610613238,-0.16534625490000002,-0.2832664814,-0.0927277572
SRX5204092,0.2752626849,-0.0577970905,0.0401310318,0.5645120563
SRX5204093,0.5284150833,0.15009467240000002,0.0809558508,0.1988634649
SRX5204094,0.28144807450000003,0.2564769102,-0.13003067910000002,0.8579878918
SRX5204095,-0.45469907470000004,0.1419545757,-0.10910965560000001,0.3110094492
SRX5204096,0.5357589241,-0.1150929136,0.1763596527,-0.3554933242
SRX5204097,-0.08105984940000001,-0.0268616621,-0.0672499971,0.044483875000000006
SRX683459,0.0124061902,-0.08561715260000001,-0.0074328300000000005,-0.1112715774
SRX683460,-5.603994615,1.4490507831000001,-3.4748841017,-3.0371357535
SRX683461,0.34686441230000004,0.0402403828,-0.054475716800000004,-0.6222067009000001
SRX683462,-3.6961532999,1.4306189635,-5.9938744462999995,-2.1673506822
SRX683463,-0.35927060250000004,0.0453767698,0.061908546800000006,0.7334782783
SRX683464,-6.9136232499,1.439463799,-4.4578481581,-3.1107227446
SRX683465,-0.1567112716,1.0362497412,-0.48943210740000004,-1.4799478883
SRX683466,-2.0998177197,2.1273525533,-4.4658949138,-5.0349818772
SRX683467,0.1822549364,1.312167581,-0.40679910680000003,-1.5931385984
SRX683468,-1.7765091222,1.9643998799000002,-3.0120190817,-3.7944203587
SRX683469,-0.24168950860000002,1.1582112548,-0.6540641608000001,-1.5917862653000001
SRX683470,-1.8323291099999999,2.0751958657,-4.2146658893,-3.1333813315
SRX322077,-1.2772623261,0.33718019390000004,-1.5071729202,-0.9539324876
SRX322078,-0.2721877945,0.724531314,0.377584945,-0.4072508782
SRX322079,-0.2919401199,0.42943932030000004,0.1348570805,-0.8304444145000001
SRX322080,0.9599010141000001,-0.4549876621,0.48265073740000003,0.1886865691
SRX322081,-0.722113495,1.9680668715,0.8114547412,-0.1086935785
SRX322082,-0.2928408974,1.2013372949,1.0881727617,0.1064083876
SRX322083,0.7639918717,0.4093153385,0.4001568474,0.384124263
SRX322084,0.4881236149,-1.0585966307,-0.3640717017,0.14234598610000002
SRX322085,-1.2521154865,0.6492812922,-0.0360851457,-0.5264702491000001
SRX2708592,-3.0878228952,-1.1388144186,-1.637379927,-0.2473875235
SRX2708593,-1.5992673822999999,-2.2184600721,-2.2381857375,-1.0580737569
SRX2708594,-2.1108920707,-1.5385631204,-1.0404597271,-2.0257294442
SRX2708595,1.0891054153,0.0146065445,0.2374944027,-0.163443038
SRX2708596,-0.7261722984,0.0609635914,-0.3636544986,0.4455977122
SRX2708597,-0.3629331169,-0.0755701359,0.1261600958,-0.2821546743
SRX2708598,-0.5728290068,1.0394621834,0.7431905399000001,-1.0276877211
SRX2708600,0.22679310830000002,0.40391773470000003,-0.2684952144,0.2649967518
SRX2708601,-0.6808947843,-0.4499529963,0.5216037867000001,0.7399438028
SRX2708602,1.5939727251,0.4448300538,0.5617394316000001,-0.0669165438
SRX2708603,-0.8153567846,-0.5914454062,0.15227617000000002,0.21361282450000002
SRX3073814,-0.0041577178,-0.3218444836,-0.0620986362,-0.159801681
SRX3073815,-3.5732800081000002,-3.9445280912,-3.2715987926,-1.9711330886
SRX3073816,-7.6104177133,-3.9990856765,-6.0450968358,-1.5468705717
SRX3073817,-5.0409596444,-3.1441963418,-7.0720007684,-0.8742855097000001
SRX3073818,-6.036098857,-2.6671950745,-5.1016696883,-0.9650238545000001
SRX3073819,-0.1618123057,-0.3942441612,-0.6746072681,-0.1119690346
SRX3073820,-2.7011834297,-4.8892378424,-4.0725182556,-1.8205836643
SRX3073821,-5.8679743317,-5.3884365426,-5.2576347235,-1.5522132258
SRX3073822,-4.5618485995,-4.4662169816,-5.5443298079000005,-1.1336180788
SRX3073823,-3.309770379,-3.8154005081999998,-4.8742307114,-0.3110332813
SRX3073824,0.0041577178,0.3218444836,0.0620986362,0.159801681
SRX3073825,-3.3055036552,-3.5332159118,-3.7668688647,-1.0726307617
SRX3073826,-7.9100018165,-3.7463697412,-6.0302114207,-1.4223878021
SRX3073827,-5.5741102706,-3.2847817165,-5.5678172863,-1.1469520709
SRX3073828,-6.4157075946,-2.8737381343,-4.7477775765,-0.1384380939
SRX3073829,-0.37731700570000004,-0.6480878691,-0.7532525272,-0.4875114722
SRX3073830,-3.2595945579,-5.3941504088,-4.732968834,-1.9711330886
SRX3073831,-5.479793802,-5.3985538758,-5.1708579149,-1.5506060122
SRX3073832,-4.9316256542,-4.7058499822,-4.6981933730000005,-0.168981821
SRX3073833,-6.0537208633,-3.5111307146,-3.4515412328,-0.1165474311
SRX2391456,-0.24039288500000003,0.102680951,0.6305341544,-0.0783400466
SRX2391457,0.2900491039,0.7379878955,0.7321017639,-0.645102084
SRX2391458,1.4380759817,1.9509937401,0.3252885951,-0.2127401073
SRX2391459,1.9710089816,2.4737987827,0.4274982942,-0.5000409431
SRX2391460,2.0524450394000002,2.7686671808,0.5361283461,-0.4665938053
SRX2391461,1.9865997569,2.6644363554,0.6318168788,-0.2296955847
SRX2391462,2.1013029207,2.6701296401,0.6071850585,-0.20893258350000002
SRX2391463,1.489285855,2.3773091614,0.6065197727,0.24220819400000002
SRX2391464,1.1155268658,1.8973808736,0.51433006,0.5447033321
SRX2391465,1.4546626264,2.0018140014,0.5075289635,0.41328429640000003
SRX2391466,1.6000657817000001,2.2214447287,0.634679324,0.37219324070000004
SRX2391467,-0.0328784054,0.075443311,-0.0252230675,0.0952979656
SRX2391468,0.0095999824,-0.03715496,0.04747845,0.2226810459
SRX2391469,0.1065691765,-0.0748743378,-0.1979675059,0.1288595674
SRX2391470,0.712660814,0.044954131200000004,-0.6248068263000001,0.027409476800000002
SRX2391471,0.9200702117,0.6462461257000001,-0.37075956600000004,-0.4389585516
SRX2391472,2.4142118254,1.9029239582000002,-0.8104292849,-0.2674625375
SRX2391473,1.877461193,1.8296591701,-0.0657926006,-0.4025371847
SRX2391474,1.1432447063,1.8376338657,0.3628757613,-0.34633391890000004
SRX2391475,2.6655953868999998,2.2817356861,-0.4426259799,-0.2845377656
SRX2391476,2.7897637516,2.6899862529,-0.3104208205,-0.30105386970000003
SRX2391477,2.4428162036,3.0885759908,0.5051977362,-0.6672826256000001
SRX2391478,1.7124125675,2.5190176724,0.4171330754,-0.4842302768
SRX2391479,2.4938856281,2.6890778897,-0.3117686981,-0.24024624790000002
SRX2391480,2.6493055847,2.5565897004,0.10120147580000001,-0.0554554742
SRX2391481,1.8125426468999999,1.9153279958,0.4216950868,0.44638944100000005
SRX2391482,2.2736527613,1.8239767960000002,-0.1548017703,0.3306141769
SRX2391483,1.3231780895,1.807595578,0.6177946981,0.4964638657
SRX2391484,0.7112643746,1.1467119860000001,0.7865745518,-0.5265636761
SRX2391485,1.0168170351,1.596668577,0.8053423218,-0.6246844530000001
SRX2391486,1.8313750748,2.4751892897,0.5029169254,-0.7297691483000001
SRX2391487,2.0134256161,2.7220123784,0.6242900961,-0.6187820248
SRX2391488,2.0595512851,2.976732846,0.595249131,-0.7566120052
SRX2391489,2.374493942,3.1702870157,0.6809442082,-0.7051859578
SRX2391490,2.2971245569,3.069593341,0.7610391239000001,-0.5784626270000001
SRX2391491,2.0029890574,2.8908778845,0.5955928106,-0.0160729715
SRX2391492,2.0455847075,2.8156106747000003,0.6995829433,0.3696073259
SRX2391493,1.7831676524,2.5473865364,0.6769945952,0.3221775058
SRX2391494,1.6037629341000001,2.3135260575,0.669946515,0.2352938542
SRX2391495,0.0328784054,-0.075443311,0.0252230675,-0.0952979656
SRX2391496,1.0670122935,1.5210787669,-0.0688508609,-0.3346240955
SRX2391497,0.8368020986,0.9854182759000001,-0.0319053948,-0.1941671828
SRX2391498,1.354160984,1.1230421314,-0.3050615162,-0.5963142492
SRX2391499,1.5963066477,1.2709054358,-0.15514011260000002,-0.3276238566
SRX2391500,2.7052008443,2.2867844903,-0.2239203576,-0.335593754
SRX2391501,2.1851734827,2.1212385224,0.4214717503,-0.45434149960000003
SRX2391502,1.8207700087,2.1815525735,0.6721166978,-0.8268024984000001
SRX2391503,3.2465488477,2.8422896534,-0.1252875305,-0.8739645973
SRX2391505,2.9990332995,3.0314441262,0.0406055782,-0.511356997
SRX2391506,2.6432709246,2.9204760343,0.528919129,-0.359768217
SRX2391507,2.120928781,3.0630830877,0.7251384332,-0.6967619908
SRX2391508,3.4775851695,3.519471813,0.00019444970000000002,-0.5185878318
SRX2391510,2.56241199,2.4993944078,0.1442355921,-0.0209433296
SRX2391512,2.5528556481,2.2079993898,0.0104342788,0.0845906082
SRX2391513,2.1316817386,2.1344926351,0.5410979689000001,0.2108548743
SRX2391514,1.4621388884,2.2016573369,0.7609544561,0.3804895491
SRX5632598,-0.4226412879,-0.9954812414,1.1983126512,0.9354745999
SRX5632599,-1.4729059794000001,-1.3087725556,1.2796409945,-0.0885533178
SRX5632600,0.5719538516,-1.6934139641,1.0055468561,2.046210432
SRX5632601,-0.7872213713,-0.1302924091,1.8169164696000002,2.1770981771
SRX5632602,-1.3363110323,-0.1282646873,0.6019301198,2.0807292063
SRX5632603,-1.427352021,-0.5693439042,0.3289789556,2.322122925
SRX5632604,-0.5305064019,-1.2667956578,1.21479826,2.4260593864
SRX5632605,-0.9887887157,0.2907974244,0.9417218412,1.8449758952000002
SRX5632606,-1.1958226758000001,-0.5180016073,1.082075994,0.45286709010000004
SRX5632607,-0.6467786748000001,-0.1329599038,1.3355452349,-0.1628728016
SRX5632608,-0.0776649021,-0.20359391740000002,0.082218841,0.4195067001
SRX5632609,-0.7006445844,0.7849290611,-0.0267733507,0.2606099549
SRX5632610,-1.019625158,-0.2819581295,-0.6681189827,0.2594879603
SRX5632611,0.7783094865,-0.5813351437000001,-0.055445490300000004,-0.6801166550000001
SRX5632612,-1.5242235122999999,-0.48156955,-0.6006347697000001,-0.6801166550000001
SRX5632613,-0.9484180273,-0.5309511794,-0.21012570400000002,-0.3593116208
SRX5632614,-0.32511884420000003,-0.2605004321,0.2596913435,0.2109805773
SRX5632615,0.0891170025,-0.10448818330000001,0.715174627,-0.6801166550000001
ERX2874132,0.3402740358,-0.5262630137000001,0.8459700075000001,-0.0672053283
ERX2874133,0.2937212884,-1.1405764010000001,0.9456110724000001,-0.7064946357
ERX2874134,-1.9614553405000001,0.8874929127000001,2.2899728562,1.0364035959
ERX2874135,-1.5125428548,0.5882016104000001,2.0731044015,0.0041306387000000005
ERX2874136,-2.7123841027999998,1.2410126493,2.0611327544,-1.0121406434
ERX2874137,-2.777833818,1.012935111,1.8078981024,-2.3429588385
ERX2874138,0.1443845913,-1.9982381855,0.7772524248,0.13221927020000002
ERX2874139,0.2696551769,-1.7394095237,0.8775333473,0.5865038995
ERX2874140,0.2152738425,-0.1873416719,0.1094791516,-0.2869777591
ERX2874141,-0.2152738425,0.1873416719,-0.1094791516,0.2869777591
ERX2874142,-1.7700077486999999,-1.0338089215,0.3648641044,-0.0650604213
ERX2874143,-1.8028604216000002,-0.1273851055,0.5144848752,-0.1128907532
ERX2874144,0.5748870260000001,0.8002930814,1.7045687863999999,0.1963850791
ERX2874145,0.398564503,1.0279030385,1.6085133595999999,0.0437727829
ERX2874146,0.0046564161000000005,-0.45412205120000004,0.962705735,0.38134388610000003
ERX2874147,-0.5559718765,-0.7000793264,1.0426865592,0.5913239182000001
SRX1300292,0.7649625857,-0.4549022089,-0.0023146620000000003,-0.0335242079
SRX1300293,-0.7649625857,0.4549022089,0.0023146620000000003,0.0335242079
SRX1300299,3.6890025908,-2.8732291927,-0.5655934254,0.23593525
SRX1300300,1.2968265013,-1.3889157193,-0.6554359822,0.5225099326
SRX1300304,3.3706399122,4.6925433124,2.5064163125,-1.1182894775
SRX1300305,-0.6476286219,1.3822871367,-0.1308820537,0.2246756912
SRX1300306,-0.7928893850000001,3.1901443611,1.4977573305,0.2723306321
SRX1300310,0.606942451,2.865611072,2.1285998607,-1.7377575901
SRX1300311,-1.7134802726,1.2935897323,1.5084310508,-1.5991810199
SRX7291195,0.9762155768,0.806957425,0.9587254089,0.8613697447
SRX7291196,0.790296242,1.0977779499,1.0692614583,1.0109018676
SRX7291197,0.6567348861,0.6458206676,0.9453102423,0.6661630315
SRX7291198,-0.48185919450000003,-0.33024581680000004,0.0520437959,0.20027906780000002
SRX7291199,0.3567602291,0.2833324922,0.035529673500000004,0.07734020600000001
SRX7291200,0.1250989654,0.0469133246,-0.0875734694,-0.2776192738
SRX7291201,0.2616970434,0.5530720609,0.6380236914,0.7820958971
SRX7291202,-0.21277100540000002,0.4830421278,0.2720395288,1.1938638857
SRX7291203,0.3436557301,0.8222923079000001,0.7190709664,1.1277235406
SRX7291204,-0.4492498627,-0.2738194432,0.0691139909,0.37771350800000003
SRX7291205,-0.2315761589,-0.2102834911,0.0156791363,0.2321633041
SRX7291206,-0.5766334909,-0.2273333505,0.0451378189,0.4686181679
SRX2436955,0.9362526589,-0.1632376124,-1.1918849051,-0.1179143316
SRX2436956,-1.3030951269,-0.3815711036,0.154507897,-0.0786567816
SRX2436957,-1.4894031330000002,-0.1876398997,0.3780809775,-0.2697658912
SRX2436958,-0.9326383464,-0.13091820340000002,0.1079170888,0.0891567695
SRX2436959,0.4415724701,0.1275116721,0.21043858310000002,0.23348293150000002
SRX2436960,-0.6033047956,-0.47134166400000005,-0.1660464283,-0.1489466171
SRX2436961,0.2381758249,0.1494941423,0.0053498756,-0.1528706341
SRX2436962,-1.619178077,-0.3548946403,0.0263251549,0.5753813520000001
SRX2436963,0.0103513022,0.2722465819,0.8326513680000001,-0.0495786625
SRX2436964,-1.4690969269,-0.0351980517,0.8009660270000001,0.5673560897000001
SRX2436965,-0.7223425280000001,2.3969857336000002,-1.0264547518,1.3066323663000001
SRX2436966,-1.3517891873,-0.2213249515,0.1127490341,0.6758187666000001
SRX2436967,0.36771831790000004,0.0512092813,-0.13830729860000002,-0.2071643361
SRX2436969,-0.6735686336000001,0.3526593098,0.9574953462,0.1433840734
SRX2436970,-1.4695870527000001,-0.12399541130000001,0.1312931761,0.6453411055
SRX2436971,0.4574823891,-0.10870471420000001,-0.0524150519,-0.2197215837
SRX2437029,-1.2513113322,-0.3760051126,-0.2824768998,0.44791046700000003
SRX2437030,0.6278117678,-0.2639185471,-0.9371368422,-0.21797050310000002
SRX2437031,-0.3883388998,0.136766848,-0.1596406363,0.8328913076000001
SRX2437032,-0.2392818504,-0.006316679,-0.10359187060000001,0.5778312046
SRX2437033,0.16581266390000002,-0.2237167227,-0.3854854623,-0.33952932150000004
SRX2437034,-0.6668482481,2.2225531055,-1.0508038201,1.6483789624
SRX2437035,-0.1775501432,0.5255226661,0.0422786748,0.1735067754
SRX2437036,-0.0776910926,0.039430505000000005,-0.1660793317,0.0219172805
SRX2437037,-1.4836408159,-0.4900454468,0.6921049122,0.2300421149
SRX2437038,-1.4500826504,-0.16389139930000002,0.3344350427,0.5183909023000001
SRX2437039,0.1101680922,-0.1609234444,-0.1058811254,0.0726143986
SRX2437040,-0.032895536,0.208583224,0.1196475684,0.5595844749000001
SRX2437041,0.6696625938,0.2220094275,-1.1842234076,0.0343764121
SRX2437042,0.0840609953,-0.027805776,-0.2773088009,-0.78002339
SRX2437043,-1.1046820684,0.1442021575,0.7093827666,-0.19431120770000002
SRX2437044,0.4892238601,-0.47042178960000003,-0.9686774018000001,-0.6910725416
SRX4705203,-1.6420030291,-0.8573640404,-0.0284297661,2.3449298702
SRX4705204,-0.3442948089,-2.9276850519,-1.3660976772,-0.0525030276
SRX4705205,-0.1389733987,-2.5753128401,-1.4339984764,-0.3088152503
SRX4705206,-0.2623395986,-2.6253005052000002,-1.4205533402000001,-0.0361644281
SRX4705207,-0.976619462,-1.5981687652,0.9551103385,2.2521260023
SRX4705208,-1.6644494638,-2.5515497315999998,0.1613517479,1.3016473366999999
SRX4705209,-1.4773610409,-2.0765180622,0.7458477271,1.9200076546
SRX4705210,-1.0055844718,-2.5738167694,-0.7308477366,1.0669724294
SRX4705211,-0.7551956748,-2.4527017478,-0.84253698,0.7755874348
SRX4705212,-0.9282898771,-2.2712468459,-0.6061290140000001,0.9181920651000001
SRX4705213,-0.3631297625,-0.42148208340000004,0.9044393439,0.1491117845
SRX4705214,-0.2110921197,-0.0862315508,0.4122239176,-0.1244087071
SRX4705215,0.3306098523,0.5640804796000001,-0.6486220786,-0.12505066880000001
SRX4705216,-0.0011993649,-0.1865361335,0.6113660652,-0.0992314413
SRX4705217,0.3273225851,-0.09686365300000001,-0.9110849409,0.0205141538
SRX4705218,-0.08251119030000001,0.22703294100000002,-0.36832230720000003,0.1790648789
SRX4705219,-0.17044065020000002,-2.0358367713,0.4554868322,-0.1910863867
SRX4705220,-0.0262568014,-1.9607407033,0.6281405172,0.26787436940000003
SRX4705221,0.3299049645,-2.3130478338,-1.2418591064,0.37946973970000003
SRX4705222,0.4248070672,-2.5032702901,0.4261007157,0.3241583356
SRX4705223,-1.7410690415999999,-1.4871722847,-0.153884866,2.3689088451
SRX4705224,-2.1828707037,-1.2938863613,0.1976208807,2.6169330977
SRX4705225,-0.5458370594,-2.6282906448,-2.2101255307,0.09274529100000001
SRX4705226,-0.6530981571000001,-2.8162944475,-1.9840241203,-0.1685189736
SRX4705227,-0.24284898370000002,-2.8073487032,-1.9105304851,-0.47177304550000004
SRX4705228,-1.0182214493,-1.9640622764,-0.4391662283,1.117588721
SRX4705229,-0.8827065193,-1.4880858424,-0.36651836800000004,0.7966848367
SRX4705230,-1.3899518228,-1.6904499482,-0.1654303665,1.2125309907
SRX4705231,0.07671877960000001,-2.4492994546,-1.1208830578,0.22052372110000001
SRX4705232,0.2159484998,-2.3158350197,-1.15724639,0.3033542868
SRX4705233,1.5235575478999999,-1.3711622944,-0.8672609489,0.4861175425
SRX4705234,-0.1202446407,-2.2119470701,0.1372676591,0.14738410600000001
SRX4705235,-0.9941509954000001,-0.6390248279,0.10684434370000001,-0.2979948254
SRX4705236,-0.0855247905,-2.3234103063,0.208842662,-0.143901581
SRX4705237,-1.3840914308,-0.5118544979,0.3652264556,-0.2671370168
SRX4705238,-0.9650952635000001,-0.9007599943,0.0654738448,-0.0995703565
SRX2038319,0.2913199211,-0.8193409798,-1.2299549302,0.3522655595
SRX2038320,-0.4832793837,-0.2196813351,-1.1008956354,0.2548591095
SRX2038321,0.06363178700000001,-0.6671948284,-0.6571667330000001,-0.5996548339000001
SRX2038322,0.0101370722,-0.42500701620000003,-0.1505723588,0.223825884
SRX2038323,0.8532908992,0.6564373954,0.2212068878,-0.8183804875
SRX2038324,0.3760390907,-0.7380405406,-0.23085766130000002,-2.5890920222
SRX2038325,0.3141597118,-0.8632367689,-0.059246150600000005,-0.5225347776
SRX2038326,-0.3872933134,-1.0730729031,-0.7637277876,-0.2047031105
SRX2038327,-0.0315248105,-0.7826417576,-1.2146256916,-0.34076290400000003
SRX2038328,-0.18093101420000002,-0.8052710979000001,-1.4020761947,-0.5112846669000001
SRX2038329,-0.31496971630000004,-0.0310096625,-0.3125109274,-1.5648540476
SRX2038330,4.236839474,6.5427702915,1.5700668,-0.0357442353
SRX2038331,4.9353674513,7.5281478357000005,1.8096862433,-0.3849478121
SRX2038332,1.4640681592,5.7615881836,-0.11740627020000001,-0.4204386551
SRX2038334,6.5511536571,9.0503325143,2.761183717,-1.6692151540000002
SRX2038335,1.7241360656,6.3664823037,1.9337296151,-2.7095209331
SRX2038336,3.196198892,7.249892322,0.39678279520000004,-1.9385522543
SRX2038337,3.4551053758,5.7836663845,0.8293638741,-0.4479024878
SRX2038338,0.39200827180000003,0.4983989534,0.5499474830000001,0.2572034069
SRX2038339,-0.6660471754,-0.37234374410000004,-0.2587099189,0.3170495827
SRX2038340,-1.2924458158,0.2377833892,0.4424755991,-1.539924916
SRX2038341,-0.37175054760000004,0.4618584436,1.3217322903,-0.2897290629
SRX2038342,0.8858191021,1.7895269015,1.1374367239,-0.3189492769
SRX2038343,-1.6303406011,0.8465909631,0.5193444085,-1.3871562499
SRX2038344,-1.410524747,-0.5038314039,0.5062309017000001,-1.2692905177
SRX2038345,-0.6720641517,0.3247697393,1.2686471164,-0.42253184260000004
SRX2038346,-1.5190728082,-0.6736991741,-0.007919646800000001,0.2223562553
SRX2038347,-2.4511333199,-0.5259120231000001,-0.130729483,0.1162855121
SRX2038348,-1.867226036,-0.6470697372,-1.0299245211,0.13695913740000001
SRX2038349,5.3438025447,7.5155848974,3.0183380648,0.0307170111
SRX2038350,4.1980979117,7.2874706252,1.381495502,-0.9626196214
SRX2038351,2.7914780431,6.8018601876,1.4348586015,-1.1619433391
SRX2038352,-0.321555315,5.9938493218,1.4770178291,-0.8761637599000001
SRX2038353,5.8613954787,8.9948312983,2.9674845575,-1.6484537326000002
SRX2038354,2.7537176375,8.3122953811,2.5226452173,-1.186070124
SRX2038355,4.5987915431,7.810209365,2.3594985365,-0.7618435144
SRX2038356,2.5593226748999998,5.9105148174,1.4088817426,-1.0275754746
SRX2038357,-0.6833281929,0.32094202650000003,0.6800074471,-0.6094689664
SRX2038358,-0.4148376978,0.4316466487,1.302203381,-1.0861424321
SRX2038359,-1.6022225606,0.36286795390000004,0.6358060963000001,-1.8414306727
SRX2038360,-0.4158108868,-0.16789435260000002,0.670490683,-1.0344678788
SRX2038361,-0.8295987389,1.2592556819,0.8191737104,-0.39323069460000004
SRX2038362,-1.4192124425000001,0.11591907500000001,1.258924046,-1.0513249968
SRX2038363,-0.8444987796000001,0.2589537448,1.2090729272,-0.8066138942000001
SRX2038364,-0.7983816613,0.2637975869,0.2788592821,-0.7563970182
SRX2038365,-1.8599652394000001,-0.7038216814,-0.10877078230000001,-0.0250277132
SRX2038366,-1.8261716250000002,-0.3566876728,0.33176344150000003,0.3499218523
SRX2038367,-2.1219753553,-0.8963872628,-0.0039158159,0.0493623188
SRX2038368,4.7569119348,7.7951723528,2.2042308666,-0.6522715402
SRX2038369,2.557126547,7.4899848017,1.2175477618000001,-1.0425714167
SRX2038370,1.6108633769,5.3257919534,2.2409832459,-0.6564029522
SRX2038371,0.9202897223000001,4.9460267567,2.398065418,-1.2677024285
SRX2038372,5.3680145469,8.3014256649,3.5625693591000003,-1.935909778
SRX2038373,2.0218917423,7.4509093564,3.0342402103,-1.4177387562
SRX2038374,3.5651013394,6.5620467369,2.7927278505,-1.3519630065000001
SRX2038375,-0.0143557609,3.4973141955,1.3287890051,-0.5139396413
ERX530520,-0.0239823768,-0.0573885596,0.0022990941000000003,-0.0877105346
ERX530521,-0.4515836895,-9.2279250222,-0.1514060224,0.5754877075
ERX530522,-6.719633604,-8.9036761693,0.42546073710000004,0.6162726146
ERX530523,-6.559786088,-9.6582550968,-6.0090446105,0.7009445895
ERX530524,0.0239823768,0.0573885596,-0.0022990941000000003,0.0877105346
ERX530525,-6.3021132464,-9.230060165,-6.1787483795,0.1442541562
ERX530526,-0.16546780390000002,-9.3778123521,-0.2656098327,0.29608847180000003
ERX530527,-6.2738676565,-9.5692266042,0.2675413797,0.6510324668
ERX3212443,-1.58231326,-1.2792409856,-1.3114061791,4.3918163294
ERX3212444,-1.7114096562,-1.2072843126000001,-0.9384294336000001,-0.2575130691
ERX3212445,-1.5049965935,-1.2634604477,-0.8553780524,-0.1065909027
ERX3212446,0.0727133967,-0.3859518528,-0.43148571750000003,-0.35262987900000003
ERX3212447,-1.0033267111,-0.4643050875,-0.5646329653000001,1.1118953691
ERX3212448,-0.9738843365000001,-0.5835061072000001,-0.4466742638,2.5938431736
ERX3212449,0.1189860091,0.0418403768,0.014229118700000001,0.0136508125
ERX3212450,-0.0533665532,-0.0327321562,-0.0405651074,-0.0279994992
ERX3212451,-0.0656194559,-0.0091082206,0.0263359887,0.0143486867
ERX3212452,-2.222896382,-1.0588393559,0.0090260527,0.7804939833000001
ERX3212453,-2.9572886632,-1.7270268085,-0.1966501867,1.0466509421
ERX3212454,-2.7793035437,-1.3693888452,0.2027180117,1.4257339493
SRX7478973,0.1395778068,0.0039722338,-0.0980060932,0.3402578859
SRX7478974,0.2081204416,0.061060577500000005,0.2234373654,-0.12605942150000002
SRX7478975,-0.3476982484,-0.0650328113,-0.1254312722,-0.21419846450000002
SRX7478976,-0.3990862115,-0.070651751,-0.0635723716,-0.1592146975
SRX7478977,-0.0256784459,-0.0085246637,-0.1949145787,0.08318811970000001
SRX7478978,-0.6217323664000001,-0.1585012901,-0.4946290473,-0.4689505586
SRX7478979,-3.0286826863,-1.028978726,-1.4555044618,-0.5241844585000001
SRX7478980,-2.9076949566,-1.0054931691,-1.2349260254,-0.8493758462000001
SRX7478981,-3.3074293989,-1.1213944747,-1.4011506998,-0.6008391755
SRX7478982,-3.6684396743,-1.5020088598,-2.1082884616,-0.7971815958
SRX7478983,-3.4855428627,-1.4876560933,-2.0259129241,-1.2370163533
SRX7478984,-3.5654026839,-1.5498740736,-1.9886176616000002,-1.0703519772
ERX1521038,-4.7467485899,-5.2330373447,-0.5776622043,3.9816970926
ERX1521039,0.1290720478,-0.6219466741,-1.0401679773,3.6171504377
