,A,GatR,Crp,ArcA
ecoli_00035,-4.1858342762,-0.7279871995,0.29367586300000004,0.9694913660000001
ecoli_00036,-3.9845024503,-0.8451208905,0.22863865300000003,0.9866688160000001
ecoli_00037,-6.2217206667,-0.9862377525,0.505105143,1.779034016
ecoli_00038,-6.5594978154,-1.0482290595000001,0.563775123,1.7441336060000001
ecoli_00039,0.4578597287,0.07171556750000001,0.339165103,0.532564653
ecoli_00040,0.6549297849,0.1380046175,0.360235063,0.613698527
ecoli_00041,-3.0025495352,-0.9238638735,0.32216916300000004,0.985523586
ecoli_00042,-1.7108582248,-0.5754647105,0.315987593,0.614279137
ecoli_00043,0.9476591529,-0.1786143895,0.30577407300000004,0.12568636
ecoli_00044,0.9259137941000001,-0.21121865450000002,0.322569413,0.035046911
ecoli_00045,1.6516820973000002,0.0435889255,0.194465293,-0.24226446100000001
ecoli_00046,1.4561394125,-0.0833027805,0.13385438500000002,-0.291546346
ecoli_00047,-0.34362810790000003,-0.3262598055,0.325118883,0.639510641
ecoli_00048,-0.39448195340000003,-0.3898322745,0.343466333,0.6575469140000001
ecoli_00049,-5.802455463,-1.3144650715,0.215598863,1.407530216
ecoli_00050,-1.030669564,-0.3757766355,0.348125933,-0.273254272
ecoli_00051,-1.5225826523000001,-0.18251168550000002,0.319898823,-0.267923509
ecoli_00052,-1.3032977225,-0.7324867745,0.31218181300000003,-0.30586483000000003
ecoli_00053,-1.4518648451,-0.7623512915,0.348980073,-0.24486246900000003
ecoli_00054,-2.5193173154,-0.4298836475,0.883560683,-0.121007954
ecoli_00055,-1.6770091181,-0.4770586015,1.1275514229999999,-0.04399066
ecoli_00056,7.1413183759,2.3465425175,0.46435899300000005,-0.048029848
ecoli_00057,7.0024220506,2.3505826275,0.46188222300000004,-0.076148239
ecoli_00058,3.1753168326,0.7907966285,0.44664785300000004,-0.046794311000000005
ecoli_00059,3.067656564,0.8165397445,0.49525865300000005,-0.08552493700000001
ecoli_00060,-4.2848849995,-0.49089538850000003,0.319951353,0.12043444
ecoli_00061,-4.2041828086,-0.4174173585,0.360933593,0.131540097
ecoli_00062,3.6650538524,0.5531566545000001,0.8061810030000001,-0.350962926
ecoli_00063,4.0223702443,0.7361436475,0.764467493,-0.34418755100000004
ecoli_00064,-10.6003065904,-2.3330677625,-0.686581477,1.828340046
ecoli_00065,-10.8404247925,-2.2981636135,-0.620927,1.957742426
ecoli_00066,-7.0811391928,-2.4884383355,-1.046248202,1.3682953260000001
ecoli_00067,-7.599631201,-2.6200060175,-1.071490687,1.419179516
ecoli_00068,-4.3043211686,-0.9375954125,-0.09169608400000001,0.393576953
ecoli_00070,-0.6695664442,-0.6541811675,-0.171476714,0.444636982
ecoli_00071,-0.08217800880000001,-0.5195335435,-0.216511799,0.371492769
ecoli_00072,-0.4451233123,-0.8398380225000001,-0.237794143,0.331090588
ecoli_00073,2.1313011508,0.8469559625,0.097308024,0.7573820960000001
ecoli_00074,2.7829623371,0.8971677205,0.0007891440000000001,0.696397778
ecoli_00075,6.9880969452,1.8174031655,0.37930993300000004,0.37565932
ecoli_00077,-0.5037282339,-1.2891590855000001,0.207746483,0.476845821
ecoli_00078,5.508989998,1.2327952275,0.245706203,0.5289642950000001
ecoli_00079,3.349493243,-0.4081585095,0.395080543,0.487748006
ecoli_00080,0.4886143411,-0.22941870050000002,0.005806082000000001,0.105543914
ecoli_00081,-0.2219339223,-0.32171065050000003,0.19238992300000002,0.32585684400000003
ecoli_00082,8.2817490293,2.6503376025,0.7848307330000001,0.075213946
ecoli_00083,7.9012003393,2.6776951355,0.774460393,0.040042087000000004
ecoli_00084,5.2720843706,1.1875194685000001,0.31349375300000004,-0.27503787900000004
ecoli_00085,5.2424512825,1.0905608115,0.373244063,-0.23072129300000002
ecoli_00086,7.4591064644,2.7263784935,0.205353913,0.252433879
ecoli_00087,7.5291601831,2.5657412635,0.159225273,0.273945205
ecoli_00088,-5.5543826228,-1.1147074195,0.12650519300000002,0.519048295
ecoli_00089,-5.7590273135,-1.0072231825,0.163147493,0.512524654
ecoli_00090,-2.3067507652,-0.7293925455,0.046791002000000005,0.126573136
ecoli_00091,-2.2624476198,-0.6604708005000001,-0.014761104,0.126137254
ecoli_00092,6.4577791623,2.2104905165,0.271760703,0.396646588
ecoli_00093,-0.5964148749,-0.1175478345,0.20485867300000002,0.45351927500000005
ecoli_00094,5.5053418447,1.1141656375,0.24727295300000002,1.5404025159999999
ecoli_00095,5.7209915619,1.0123510305,0.204154523,1.449866066
ecoli_00096,3.5815470746,1.0459118805,0.45717146300000006,0.685514203
ecoli_00097,2.8223365996,0.5912322055,0.376256283,0.539784889
ecoli_00098,5.1224685279,1.1550725385,0.11748048200000001,1.181176256
ecoli_00099,4.621353345,1.0068354945,0.125422963,1.097910146
ecoli_00100,-0.2702584998,-0.0868834225,-0.004082425000000001,-0.042422106
ecoli_00101,-0.8988735803000001,-0.9389758195000001,-0.66628918,-0.529459554
ecoli_00102,-0.7959816401,-0.6659868155,-0.570898456,-0.47372824700000005
ecoli_00103,3.2372271942,-0.13189780950000002,-0.228845183,0.035597011000000005
ecoli_00104,3.2520549646,-0.0025451315,-0.18410035800000002,0.07509867
ecoli_00105,5.211333596,1.3049637225000001,-0.134837475,-0.19600093400000002
ecoli_00106,6.8017900554,1.8236752295,-0.06971342200000001,-0.08909652200000001
ecoli_00107,6.4883808386,1.7819222305,0.000271048,-0.190341532
ecoli_00108,-10.6507033825,-1.5051441455,0.768482663,0.584096822
ecoli_00109,-10.0363679282,-1.3397652035,0.980974663,0.7408784060000001
ecoli_00110,-19.4041674241,-1.9192691075,0.29165508300000004,0.636325653
ecoli_00111,-20.0455374692,-1.8799296385000002,0.25672264300000003,0.7106710190000001
ecoli_00112,-19.2423078511,-1.9951561965,0.37124749300000004,0.7162020570000001
ecoli_00113,-17.5323819905,-1.8739481315000002,1.429825303,0.18458875400000002
ecoli_00114,-17.3115282598,-1.6744886614999999,1.300445483,0.17830120100000002
ecoli_00115,-17.9027308587,-2.2895715845,1.236903523,0.25819627
ecoli_00116,-15.83206968,-1.7714939675,-9.852476477,1.391143806
ecoli_00117,-16.1954116923,-1.7044253665,-9.107951936,1.365476696
ecoli_00118,-15.550699412,-1.6650527815,-9.852476477,1.362720846
ecoli_00119,-16.9140423893,-2.1398139275,-9.025871704,1.358549616
ecoli_00120,-17.0538950495,-1.8061904005,-9.566616581,1.3477543060000001
ecoli_00121,-16.9884977559,-1.8074801745,-9.852476477,1.385312096
ecoli_00122,-16.3541341918,-1.9502970585,-9.852476477,0.928719166
ecoli_00123,-16.1669736138,-1.7356548695,-9.852476477,1.041311906
ecoli_00124,-15.8231359344,-1.7803319265000002,-9.852476477,0.9504081660000001
ecoli_00125,-2.5698693971,-1.8838417135,1.438555163,0.9075265760000001
ecoli_00126,-1.6261973682000002,-1.1711456925000001,0.12370463300000001,-0.055828563000000005
ecoli_00127,3.2904005862,0.0996926925,0.23737495300000003,0.09422176900000001
ecoli_00128,-2.7675768231,-1.5462173095,-0.266972174,-0.407977407
ecoli_00129,-0.7917019009,-1.5816527785,1.5517659030000002,0.9552785760000001
ecoli_00130,-1.7539378327000001,-1.5717189925000001,0.736260553,0.5717934290000001
ecoli_00131,-3.1175938896,-1.6449902945,1.248499963,0.614706375
ecoli_00132,-1.6433933533,-1.0177415165,-0.022893763,0.328591383
ecoli_00133,3.4436883171,0.07618775850000001,0.578078713,1.071597756
ecoli_00134,-2.6451011213999998,-1.3852259925000001,-0.001157444,0.330761637
ecoli_00135,-3.5275926987,-0.6239503895,-0.163650862,-0.151671187
ecoli_00136,-0.9216647822,-0.4235549675,0.18829674300000002,0.032578979
ecoli_00137,-3.6603656883999998,-0.7206067005,-0.255090408,0.143125367
ecoli_00138,-0.6142689423000001,-1.0718043045,0.584709813,1.327478846
ecoli_00139,-1.3838325617,-0.6582208005,0.898060053,0.7806890660000001
ecoli_00140,-2.1051553266,-0.8503486635,0.234450913,-0.22797266500000002
ecoli_00141,-1.1219577314,-0.9581736905,0.5824345430000001,0.387994353
ecoli_00142,7.1958977989,2.5308729965,0.155824183,1.138140236
ecoli_00143,-0.3432741482,-0.46122088050000004,0.08995910700000001,0.199903728
ecoli_00144,6.4835959397,2.0851952765,0.264629563,0.945881736
ecoli_00145,9.7589971453,3.5084654325,0.615108903,-1.157955492
ecoli_00146,3.5034819006999998,-0.7423846245,0.311997713,0.17438198900000002
ecoli_00147,-1.2887735911,-1.1165229525,0.5353218630000001,0.268899551
ecoli_00148,2.9619900983000003,0.058296110500000005,0.445484003,0.24444047800000002
ecoli_00149,2.3053225244,-0.6646863715,0.29887890300000003,0.127729871
ecoli_00150,4.0798016018,0.7281309995,0.302115623,0.191632509
ecoli_00151,-2.092366662,-0.5439477675000001,-0.214788422,0.368078151
ecoli_00152,2.2977369979,0.5962861185,0.026451149,0.430075117
ecoli_00153,-3.2642711958,-1.0150402265,-0.313835929,-0.032960972000000005
ecoli_00154,3.5857167627,0.2726157455,0.506935123,0.8775486560000001
ecoli_00155,-4.5239245484,-1.2245098645,-0.42053636400000005,-0.474772383
ecoli_00157,-0.0101305887,-1.1697190565,0.565682133,0.030757539
ecoli_00158,3.8050488731,-0.1240431245,0.307042493,-0.141775395
ecoli_00159,0.1301875803,-1.3683831845,0.029020072,0.5339402830000001
ecoli_00160,3.8749698034,0.2072554265,-0.24384744700000002,0.08377153
ecoli_00169,3.5284032384,-0.2879881295,-0.021205165,-0.061878408
ecoli_00170,3.5894053726,-0.3884551415,-0.013075078,-0.128401191
ecoli_00171,-0.5993281601,-1.2335996565,0.093050269,0.18162740200000002
ecoli_00172,-0.5289131697,-1.3467261235,0.39985849300000004,0.248907122
ecoli_00173,7.085059412,1.0750235235,0.172960833,0.202924761
ecoli_00174,7.6076303991,0.9465037155,0.493173503,0.21404984100000002
ecoli_00175,8.6434407951,1.4425139645,0.503238653,2.510750616
ecoli_00176,8.1737819948,1.5119088975000001,0.486485123,2.531055996
ecoli_00177,-14.9873682582,-2.2135077005,-0.34473195700000003,1.198519576
ecoli_00178,-15.6366855807,-2.3606459075,-0.550939686,1.214784426
ecoli_00179,6.3869390806,0.7096258135,1.026079293,0.261485721
ecoli_00180,6.1548381396,0.7528410255,0.9645909530000001,0.251424062
ecoli_00181,2.2074345865,-1.2383798975,-0.0020434050000000003,-0.199984399
ecoli_00182,2.375208857,-0.9554487385,-0.06998529,-0.27336614800000003
ecoli_00183,-2.9346725513000003,-1.2874128945,0.166015523,0.650216425
ecoli_00184,-2.8078558664,-0.9526381315,0.165936663,0.44755403200000005
ecoli_00185,2.4575236167,-0.5443780655,0.08710832,0.169901367
ecoli_00186,2.3517893781,-0.4862618655,0.073714532,0.144579343
ecoli_00187,7.9691328915,1.4466479815,0.419092283,0.895444466
ecoli_00188,7.3566213786,1.4578566275,0.41257850300000004,0.9108855960000001
ecoli_00189,3.1682590094,-0.2137796395,0.211699823,-0.14113408800000002
ecoli_00190,3.1705622463,-0.18810129050000002,0.24928939300000003,-0.040525296
ecoli_00191,6.0375263151,0.2701605905,0.823666823,0.08367163100000001
ecoli_00192,7.5842840352,0.7721696115000001,1.104333543,0.19317804700000002
ecoli_00193,0.6262562086,-0.6375129005,0.31050345300000004,0.13858604600000002
ecoli_00194,0.8094332750000001,-0.5789458435,0.33765284300000004,0.18780670700000002
ecoli_00195,-0.6601932156,-1.1550763145,-0.141785767,-0.051773211000000006
ecoli_00196,-3.1935251882,-1.1324174815,0.255483463,0.400081995
ecoli_00197,-2.793244114,-1.2097676385,0.27079068300000003,0.385302005
ecoli_00198,-0.4126543217,-1.0745239705,-0.10748262700000001,-0.046425999999999995
ecoli_00199,0.9191363827000001,-0.8125882425000001,0.340002173,0.45113119700000004
ecoli_00200,0.8233625262000001,-0.8809336495000001,0.487174103,0.5947166890000001
ecoli_00201,5.0955110114,1.0515509225,0.518280163,1.316309596
ecoli_00202,4.3049328856999995,0.7677537825,0.5586262230000001,1.314921426
ecoli_00203,3.3100788869,0.6314193705000001,0.452821843,0.602912816
ecoli_00204,3.5179835591,0.18028773250000002,0.36938018300000003,0.47886219500000005
ecoli_00205,3.9316080699000002,0.3619773645,0.49007886300000003,1.010078936
ecoli_00206,3.7097540037,0.6172369065000001,0.474334523,0.581776277
ecoli_00207,2.1647888165999998,-0.1299632225,0.830611623,0.584642129
ecoli_00208,0.9989217289000001,-0.7410200315000001,0.7498248230000001,0.38959575100000005
ecoli_00209,-0.6289204441,-0.8912909655000001,0.39857596300000003,0.916791876
ecoli_00210,-1.1279305706,-0.7797658255000001,0.474739703,0.9727493060000001
ecoli_00211,-0.9451233956,-1.0701200205,0.27564292300000004,0.40225860500000005
ecoli_00212,-1.1459927301,-1.1507676275,0.268154863,0.37994620900000003
ecoli_00213,6.2921699471,1.1731800365,0.582376183,1.101564286
ecoli_00214,4.2538709708999995,0.24124222250000002,0.636744023,0.9576076560000001
ecoli_00215,-0.7725612172,-0.8944972395,0.332940493,0.509436807
ecoli_00216,-0.7301474619,-0.8622229075000001,0.32368551300000004,0.59530664
ecoli_00217,1.4881093364,-0.8693186125,0.636331983,0.31018813300000003
ecoli_00218,1.6995351478,-0.9215061525,0.554671843,0.597812501
ecoli_00219,0.2076440948,-0.4781365435,0.36809995300000004,0.6471911260000001
ecoli_00220,0.5301341881,-0.43961709250000003,0.422601483,0.7488411960000001
ecoli_00221,-1.6928299675,-1.1429061795,0.363195763,0.46656071800000004
ecoli_00222,-0.09564407600000001,-0.9657526865,0.30711134300000004,0.209286083
ecoli_00223,-1.6688266570999999,-1.2659488965,0.8218948030000001,1.057162046
ecoli_00224,-2.0543427792,-1.3629788194999999,0.832054603,1.017154226
ecoli_00225,6.4406886591,1.1582189485,0.596168643,1.222256766
ecoli_00226,4.5509388002,0.4049805855,0.633656513,1.048374446
ecoli_00227,1.7334431806000001,-0.1566368045,0.23073483300000003,0.012904309000000001
ecoli_00228,1.4616017308,-0.2642317065,0.160408733,-0.003799583
ecoli_00229,-1.1760174489,-0.6753286385,0.33273120300000003,0.941336296
ecoli_00230,-0.6160012055,-0.5293402275,0.351625083,0.8375840960000001
ecoli_00231,0.36573350050000003,-0.6496152565000001,0.22966762300000002,0.5460123210000001
ecoli_00232,-0.0550743188,-0.5138129615,0.288967533,0.593318514
ecoli_00233,0.33917495200000003,-0.2749558945,0.263027813,0.5135887640000001
ecoli_00234,0.5283464992,-0.1632783075,0.38965776300000005,0.48645864400000005
ecoli_00235,-5.12125785,-0.6538629865000001,0.20591431300000002,0.514392266
ecoli_00236,-4.2690879457,-0.7502858175,0.360213693,0.5490338840000001
ecoli_00237,8.282471616,1.4133667955,0.045779202000000005,0.677961232
ecoli_00238,8.9491173511,1.5246885815,0.144864783,0.664224993
ecoli_00239,8.317940331500001,1.2032380375,0.252590313,0.12885385700000002
ecoli_00240,8.1084336676,1.1611583055,0.223236343,0.213223601
ecoli_00241,6.0722562736,2.4367020095000003,0.33342218300000004,0.9302748660000001
ecoli_00242,5.5510933141,1.7023722435000002,0.264908103,0.895382886
ecoli_00243,5.0815941448,1.6396211995,0.307141653,0.8937969960000001
ecoli_00244,4.5460613532,0.9582908335,-0.057655873,0.044506959000000006
ecoli_00245,4.7651863081,1.0131707515,-0.070605865,0.047894689000000004
ecoli_00246,7.7836800956,3.3933537455,-0.069139537,0.151444345
ecoli_00247,8.0013027103,3.4756178935,-0.022394787000000003,0.191225513
ecoli_00248,8.1616170246,3.3820012005,0.401836273,0.539559451
ecoli_00249,3.5219756688,1.2357139175,0.24554710300000002,0.6120842820000001
ecoli_00250,3.5308733831,1.2376419085,0.412722073,0.6312031330000001
ecoli_00251,4.5802681723,0.9020419815,0.376783933,0.011886513000000001
ecoli_00252,4.2181210472,0.8070499125,0.375609213,0.053548302000000006
ecoli_00253,4.0816269687,2.6647387595,0.029854537,-0.012330541
ecoli_00254,3.3622499193,2.5294332465,0.109766425,0.17832696
ecoli_00255,8.4016319017,3.1895974415,0.311947293,0.566358428
ecoli_00256,8.3352610356,3.4290102024999998,0.19927317300000003,0.801237376
ecoli_00257,8.0234732107,2.8206541925,0.385079333,0.446671258
ecoli_00258,8.1040379819,2.7742089985,0.334463263,0.43309867500000004
ecoli_00259,5.5212117685,2.1919949865,-0.0037122770000000004,1.432104296
ecoli_00260,5.6669085896,2.4329510915,-0.098690551,1.232142026
ecoli_00261,7.0721078619,2.2036636445,0.272968543,0.438212184
ecoli_00262,5.3383602307,1.6752784895000001,0.268494893,0.50970426
ecoli_00263,1.4391353288,-0.7801333745,0.422197943,0.564737193
ecoli_00264,1.7587985394,-0.8559351965,0.567725263,0.513067552
ecoli_00265,-5.2535585451,-1.2240262445,0.6961985230000001,0.991366136
ecoli_00266,-5.1790723109,-1.3658969305,0.736210653,1.000446686
ecoli_00267,2.3664552603,-1.0303372975,0.5420487930000001,0.7605526960000001
ecoli_00268,2.4193829401,-1.0806843285,0.5730386230000001,0.883820566
ecoli_00269,0.6167498690000001,-1.5115216555000002,0.911502773,0.759366626
ecoli_00270,-0.1822078417,-1.6965166555,0.943276293,0.757306236
ecoli_00271,0.158218097,-0.9908556305,0.106685208,-0.291655781
ecoli_00272,0.6650023645,-0.8382601125,0.063971556,-0.36664113200000004
ecoli_00273,-2.1974394448,-1.2714864895,0.821857583,0.5628257560000001
ecoli_00274,-1.7181695628,-1.2380675785,0.648169773,0.5128759540000001
ecoli_00275,-1.4547056496000002,-0.9500631335,0.843077653,0.816333446
ecoli_00276,-1.5819583951,-0.8306379995000001,0.8884085730000001,0.838034626
ecoli_00277,0.3782311511,-0.6060419555000001,0.348438943,-0.074172423
ecoli_00278,-0.5469304549,-0.8069048675,0.309908293,-0.09908335700000001
ecoli_00279,-1.3491013445,-0.3637413655,-0.030941686000000003,0.5844178910000001
ecoli_00280,-3.6588462931,-0.8378960685,-0.041858422,0.808158746
ecoli_00281,0.8806236519,-1.1020177815,-0.41418928400000005,0.15480885800000002
ecoli_00282,-1.3802843731,-1.6145103485,-0.322180379,0.55781359
ecoli_00283,-2.8487148166000003,-0.9873272245,0.482338413,0.31652371500000004
ecoli_00284,-3.6982775004,-1.0455860375,0.519726133,0.34805157400000003
ecoli_00285,-1.447270621,-1.1634909645,0.10509646700000001,0.169371414
ecoli_00286,-2.0645682158,-1.1725485055,0.09710128400000001,0.010136641
ecoli_00287,6.7641089539,1.1423816685000001,1.000412783,0.33839259600000005
ecoli_00288,6.5077455119,0.9895006745,1.013481493,0.271971768
ecoli_00289,0.7982102734000001,-0.7205996785000001,0.44647993300000005,-0.21489506600000002
ecoli_00290,-1.5252209733000002,-1.0586779225,0.618285233,-0.033263391
ecoli_00291,-0.8425617344,-0.8166045515,0.46214110300000005,0.428926898
ecoli_00292,-0.0113481459,-0.6986927305,0.518639853,0.450352065
ecoli_00293,-2.1987092881,-1.2618424945,0.47472340300000004,0.6083629190000001
ecoli_00294,-2.234802427,-1.0865130845,0.429799533,0.553352198
ecoli_00295,-0.9339370981,-1.4355294345,0.026469302,-0.163675489
ecoli_00296,-0.943506445,-1.4747207715,0.09906102300000001,-0.11664080600000001
ecoli_00297,-1.4119527622999999,-0.9386297705000001,0.49321258300000004,0.5165691680000001
ecoli_00298,-1.7801068078000002,-1.0756298165,0.508607923,0.559982902
ecoli_00299,1.5550691629,-0.9600101005,0.38566819300000005,0.13690308
ecoli_00300,1.4898838134,-0.8052007065,0.362990173,0.13527434200000002
ecoli_00301,-2.1514855478,-1.7321461815,0.36842613300000004,0.32555621300000004
ecoli_00302,-0.44519114120000003,-1.6280284955000002,0.736125773,0.554928426
ecoli_00303,0.2469107867,-0.7727168165,0.553279673,0.6222112750000001
ecoli_00304,0.4523182321,-0.5807424785,0.42430167300000005,0.385758567
ecoli_00305,1.2443118252,-1.1956913905,0.904530523,0.21714596200000003
ecoli_00306,1.653133628,-1.2096156295,0.929254393,0.31143739
ecoli_00307,1.7731580413999999,-1.1649782255,0.9289372330000001,0.522454143
ecoli_00308,2.2570197136,-1.3781344975,0.9358953230000001,0.48432147600000003
ecoli_00309,3.2429910477,-0.8986173905,0.8647486830000001,0.7122535630000001
ecoli_00310,3.0799160399,-0.7861384295,0.829767083,0.651048905
ecoli_00311,2.5167831354,-0.9468942885,1.000233243,1.115899716
ecoli_00312,1.0768766072,-0.9200384855,0.9954071830000001,0.5338657950000001
ecoli_00313,-2.5900982813,-1.2996727635,0.503242803,0.41800140300000005
ecoli_00314,-2.7428202528,-1.4605255705,0.5733612730000001,0.41796379
ecoli_00315,3.9179488153,0.0853024475,0.688985203,0.990161956
ecoli_00316,4.3375124089,0.0975096715,0.689163233,0.9831297560000001
ecoli_00317,2.3577429314,-0.7017128585,0.566404903,0.8927740160000001
ecoli_00318,2.8560127033000002,-0.7153754635,0.587592463,0.9872195560000001
ecoli_00319,0.900995874,-0.6911441625,0.10847917900000001,0.07436142200000001
ecoli_00320,0.3474149566,-0.7654101365,0.14360144,0.095882301
ecoli_00321,0.3871842258,-1.4454815165000001,1.042582673,0.8589243360000001
ecoli_00322,0.2840765207,-1.6486899505000001,1.027989663,0.844631216
ecoli_00323,1.9588604457,0.0061177925,0.09382866100000001,-0.146201738
ecoli_00324,1.9126044319000002,-0.0848527005,0.13043923,-0.07992882
ecoli_00325,1.617525992,0.0223061825,0.057576022000000004,-0.058308609000000004
ecoli_00326,0.6205285738,-0.1843692785,0.46187418300000005,0.511779267
ecoli_00327,-2.1313950355,-0.6054317455,0.7723290730000001,0.48734367500000003
ecoli_00328,-3.101364789,-0.9358553265,0.495795953,0.55045278
ecoli_00329,-2.3998105471,-0.5724086555,0.621328373,0.42652437200000004
ecoli_00330,-4.4964690595,-0.8884642035,0.486348433,0.41923975900000005
ecoli_00331,-1.1511846296,0.0577798345,0.13801763,-0.47258526700000003
ecoli_00332,-1.6237863556,0.0649416605,0.15520324300000002,-0.319391246
ecoli_00333,0.2626330387,0.20166649150000002,0.211227453,-0.407849047
ecoli_00334,-0.8684616373,0.3988774425,0.156206473,-0.36088363100000004
ecoli_00335,2.3646020972,0.0297478525,-0.23326590800000002,-0.423750187
ecoli_00336,2.5863690847000003,0.28187630350000004,-0.08594182800000001,-0.580132675
ecoli_00337,-1.0537579009,-0.2879474695,0.027939159,-0.432093592
ecoli_00338,-0.6167831978,-0.3651544285,0.095125363,-0.32869141
ecoli_00339,1.282789269,-0.028452855500000002,-0.186683067,-0.75174328
ecoli_00340,2.4353196798,0.4001289885,-0.08065952300000001,-0.8265227650000001
ecoli_00341,1.5437408258,-0.0450885875,-0.32169368600000003,-1.194452202
ecoli_00342,1.4741946430000001,-0.10432712350000001,-0.22926116100000002,-0.979012392
ecoli_00343,-0.7167924692000001,-0.0329674005,-0.29073972200000003,-0.669338697
ecoli_00344,-1.2532497980000001,0.0846477015,-0.328630297,-0.671754205
ecoli_00345,-1.1774894124,-0.1720192275,-0.103214605,-0.809541689
ecoli_00346,-1.421739585,-0.1827358325,-0.05797147800000001,-0.808753508
ecoli_00347,1.8626261774000001,0.3016832365,0.20789728300000002,0.15738168700000002
ecoli_00348,1.2955855467,0.2194859005,0.288214413,0.158383399
ecoli_00349,1.5176749353,0.3216817845,0.16856253300000001,0.019257945000000002
ecoli_00350,0.8283301746,0.0806725055,0.144982372,0.151773498
ecoli_00351,-3.8781963054,-0.7488632665,0.495849313,1.017115486
ecoli_00352,1.1428544715,0.2811502385,0.08223337900000001,0.043576312000000006
ecoli_00353,2.7641385617000003,0.6439324685000001,0.260077643,0.044739098000000005
ecoli_00354,1.6889254133,0.31591976250000003,0.110092349,0.057732437000000005
ecoli_00355,-8.6100076095,-1.0470028065,0.946417433,0.7317756190000001
ecoli_00356,-8.718449093,-0.9592073065000001,0.980365153,0.699000876
ecoli_00357,-8.0323443221,-0.8234830085,0.9986914830000001,0.7554666760000001
ecoli_00358,-8.4176085241,-0.9388080185000001,0.9749593430000001,0.7990900860000001
ecoli_00359,-6.7104763039,-0.8568477655000001,0.830338573,0.852278316
ecoli_00360,-6.8779419142,-0.7355811465000001,0.926503413,0.908308306
ecoli_00361,-6.474328927,-0.8527426615,0.8096897230000001,1.097423036
ecoli_00362,-7.0840362198,-0.6784704205000001,0.9991721830000001,1.1680522660000001
ecoli_00363,-2.4247375608,-1.1025462685,-0.219087253,0.38832677600000004
ecoli_00364,-2.2533302964,-1.0110367705,0.06872793,0.5281267030000001
ecoli_00365,-2.1471127644,-1.2047485855,0.181883243,1.148398166
ecoli_00366,-1.4273168001,-0.6378775145000001,0.46045822300000006,0.960487886
ecoli_00367,-9.1901029183,-2.2068003625,-1.466715649,-0.9133811220000001
ecoli_00368,-7.5138893958,-2.2524966735,-1.564214307,-0.9972484690000001
ecoli_00369,-2.8907028992,-1.4614793295,0.10006032100000001,0.49373369300000003
ecoli_00370,-1.9708624828999999,-1.0655675645,-0.24440689100000001,0.239644822
ecoli_00371,-2.7491444837,-1.5644866445,-0.15585906600000002,0.750131416
ecoli_00372,-2.1010343107,-1.2082152415,0.12222331400000001,1.117783896
ecoli_00373,-14.9080371791,-3.1627291075,-2.568928611,-1.343260479
ecoli_00374,-13.7460751544,-3.0664143545,-2.37205329,-1.375806483
ecoli_00375,-5.0156075778,-1.6978344525,-0.13952741600000002,0.42521249800000005
ecoli_00376,-4.7301559062,-1.4628492455,-0.121563182,0.202579652
ecoli_00377,-16.854843688,-2.6589211405,-1.138543574,-0.996780494
ecoli_00378,-17.2437964161,-2.5644440345,-1.125744815,-0.869100763
ecoli_00379,-16.2239101663,-2.5469583705,-0.616348749,-0.76746688
ecoli_00380,-16.2584893833,-2.5067055935,-0.651084973,-0.6975454830000001
ecoli_00381,-5.311592031,-1.6349821645,-0.424559634,0.322745916
ecoli_00382,-4.9952711277,-1.9663856745000001,-0.35219075800000005,0.32773048800000004
ecoli_00383,-8.6716605468,-2.3868352245,0.17718560300000002,-0.031158746
ecoli_00384,-8.5745782427,-2.2270481665,0.253641923,-0.000146966
ecoli_00385,-13.954048366,-2.6507968525,-0.8382274850000001,-0.82586124
ecoli_00386,-14.665773395,-2.9674746835,-0.903455694,-0.816201806
ecoli_00387,-2.8261129943,-0.8848067365000001,-0.296102011,0.259412766
ecoli_00388,-3.2610736706,-0.9485230625000001,-0.23094071100000002,0.25472500200000003
ecoli_00389,-8.7426876793,-2.1669480805,-0.708797459,-0.464657757
ecoli_00390,-11.4048231338,-2.6155402085,-0.968107711,-0.20812524200000002
ecoli_00391,-16.5302925302,-2.9904985145,-1.356589447,-1.6314585560000001
ecoli_00392,-16.7027272661,-2.9185089225,-1.123683673,-1.578264933
ecoli_00393,0.5044443091,-1.0317433395,0.062207968,-0.085024997
ecoli_00394,0.12856324090000001,-1.1475498275,0.01735881,-0.11169243100000001
ecoli_00395,-1.3058055964,-0.9788198795,0.43556652300000004,-0.12554602
ecoli_00396,-0.5814798177,-0.7193918765,0.40063680300000004,-0.12163840100000001
ecoli_00397,-6.9315922697,-0.5690632485,0.37188534300000003,0.147011691
ecoli_00398,-8.3062651458,-0.5738494345,0.35534419300000003,0.17322447
ecoli_00399,-4.2921810494,-1.1178357375,0.739618883,0.59222252
ecoli_00400,0.47347223460000004,-0.6612603645,0.562500333,0.504056843
ecoli_00401,1.1297260104,-0.5702756955,0.5847484430000001,0.22968818400000002
ecoli_00402,1.2539012771,-0.9177800925,0.18943374300000002,0.056962728000000004
ecoli_00403,-1.8165718055000002,-0.4350069935,-0.071245341,0.39358909999999997
ecoli_00404,-3.107618674,-0.6824401925,-0.002275453,0.6512664920000001
ecoli_00405,1.1314054998,-0.3723549655,0.515020333,0.508200498
ecoli_00406,1.341139068,-0.39917033550000003,0.5286701730000001,0.554538969
ecoli_00407,2.0071988231,-0.6175318635,0.349377103,0.131412035
ecoli_00408,1.763564812,-0.5870454375,0.396319383,0.113307349
