,A,DksA
omics__bw_ac__2,-4.1547101416,0.33642459999999996
omics__bw_fum__1,-4.3556583728,0.81940528
omics__bw_fum__2,-4.4915969196,0.81544179
omics__bw_glc__1,-4.174879124,0.51843085
omics__bw_glc__2,-3.7403807038,0.47961284
omics__bw_pyr__1,-4.8879782103,0.38410257000000003
omics__bw_pyr__2,-4.5817232572,0.54632513
ompr__wt_nacl__1,-4.3449515519,-0.22035073800000002
ompr__wt_nacl__2,-4.4247728077,-0.06804128
ompr__bw_delompr_nacl__1,-3.6274130226,-0.307879921
ompr__bw_delompr_nacl__2,-3.8998189525,-0.301591897
minspan__wt_ade__1,3.3576620783,-0.573101647
minspan__wt_glc__2,0.0382472323,-0.6758749860000001
minspan__wt_glc__3,-0.6278998057,-0.684057307
minspan__wt_glc__4,-0.20382519840000002,-0.768996231
minspan__wt_glc_anaero__1,-2.1354604812,-0.977973288
minspan__wt_glc_anaero__2,-1.7862781143,-0.925424553
minspan__wt_trp__1,12.0429753263,-0.528967481
minspan__bw_delcra_glc__2,3.5345780924,-0.53298709
minspan__bw_delcra_trp__1,3.4169295035,-0.439841802
minspan__bw_delmntr__1,7.0120856096,-0.545179661
minspan__bw_delnac_ade__1,-1.7188270148,-1.524378076
minspan__bw_delnac_glc__1,-0.48408824240000004,-0.6186027230000001
cra_crp__wt_ac__1,-2.4907480685,-0.680290248
cra_crp__wt_ac__2,-2.2638116867,-0.571856241
cra_crp__wt_fru__1,1.1904905185,-0.757664345
cra_crp__wt_fru__2,0.4379641729,-0.7738378300000001
cra_crp__delcra_ac__1,-2.8545755834,-0.02586324
cra_crp__delcra_ac__2,-2.6660979889,-0.12348669999999999
cra_crp__delcra_fru__1,1.3448320743,-0.328874351
cra_crp__delcra_fru__2,0.9911525212000001,-0.20984411500000003
cra_crp__delcra_glc__1,2.0222381166,-0.207245369
cra_crp__delcra_glc__2,1.9596222705000002,-0.27524339600000003
rpoB__wt_031__1,0.7351780372000001,-0.13868805
rpoB__wt_044__1,0.7302794455,-0.414536185
rpoB__wt_lb__1,-3.9693613024000003,0.6879565999999999
rpoB__wt_lb__2,-3.6684247823,0.65971029
rpoB__rpoBE546V_031__1,0.6830565459,-0.27315246800000004
rpoB__rpoBE546V_044__1,0.5204057507000001,-0.04207885
rpoB__rpoBE546V_lb__1,-3.5913785758,0.5296409
rpoB__rpoBE546V_lb__2,-3.9821188972,0.55044571
rpoB__rpoBE546V_glc__1,0.8323817950000001,-0.397366875
rpoB__rpoBE672K_glc__1,3.4725993305,-0.470008917
rpoB__rpoBE672K_glc__2,3.1783441463,-0.407050935
rpoB__rpoBE672K_lb__1,-5.0425887718,0.47435553
rpoB__rpoBE672K_lb__2,-5.3245914492,0.50582989
crp__wt_fru__1,-0.4891400557,-0.30013831300000005
crp__wt_glyc__1,0.7552780119,-0.179779182
crp__wt_glyc__2,0.7853994752,-0.024128260000000002
crp__delar1_glyc__1,5.2317685895,0.32903378
crp__delar1_glyc__2,6.8404783312,0.49795986000000003
crp__delar1ar2_glyc__1,3.6458941908,-0.09511618000000001
crp__delar1ar2_glyc__2,3.8923778749,-0.035580890000000004
crp__delar1ar2_glyc__3,3.7102174717,-0.06588304
crp__delar2_glyc__1,4.0613338063,1.12181965
crp__delar2_glyc__2,3.7537954209,1.01382799
crp__delar2_glyc__3,3.5918990263,1.07215336
crp__delcrp_fru__1,1.7671408102,-0.04168799
crp__delcrp_fru__2,2.6327135736000002,-0.03881209
crp__delcrp_fru__3,2.0973760447,-0.10680271000000001
crp__delcrp_glc__1,2.1207577663,-0.11335106
crp__delcrp_glc__2,2.5007580206,0.06653907
crp__delcrp_glc__3,2.0312669676,-0.06492534
crp__delcrp_glyc__1,3.1991320138,0.17189781
crp__delcrp_glyc__2,3.293654897,0.12579949
crp__delcrp_glyc__3,3.4446180397,0.10954363
glu__glu_ale3__1,1.5813750237000002,0.41133657
glu__glu_ale4__1,2.7410694376,0.01234005
glu__glu_ale5__1,4.6885860892,0.12408467000000001
glu__glu_ale6__1,2.1486159848,-0.33897280700000004
glu__glu_ale8__1,1.122796951,0.49035334
glu__glu_ale9__1,2.7287023429,-0.07780256
glu__glu_ale10__1,2.3349989856,-0.06919279
42c__wt_42c__1,1.5468429219000002,-0.364880509
42c__42c_ale1__1,14.1849612627,-0.6934834400000001
42c__42c_ale2__1,3.0196456792,0.00287001
42c__42c_ale3__1,0.9472606619,-0.015213260000000001
42c__42c_ale4__1,2.6007630083,0.19083244
42c__42c_ale5__1,1.4901932432,0.14059042
42c__42c_ale6__1,14.9099974299,-0.797912206
42c__42c_ale8__1,5.1266625793,-0.05609239
42c__42c_ale9__1,1.8180865492,-0.05595956
42c__42c_ale10__1,5.0283158368,0.06308283
ssw__wt_ac__1,-6.1392675871,0.20091538
ssw__wt_glc__1,-0.32779218660000004,-0.8337788370000001
ssw__wt_glyc__1,0.5931310908,-0.21843325
ssw__wt_xyl__1,6.8659027191,-0.9874056600000001
ssw__glc_ale1__1,-0.3961685823,0.29996376
ssw__glc_ale2__1,2.5730510739,-0.03132131
ssw__glc_ale3__1,12.0960299389,-0.676234226
ssw__glyc_ale1__1,1.6760613157000002,0.22953171
ssw__glyc_ale2__1,9.8310041768,-0.916904594
ssw__xyl_ale1__1,-1.0111459277,-0.024869330000000002
ssw__xyl_ale2__1,-1.0183957017,0.33775046000000003
ssw__xyl_ale3__1,0.7076528144,-0.10332375
ssw__glc_ac_ac2__1,14.8801569048,-0.458395245
ssw__glc_ac_glc1__1,3.324564049,-0.24427425100000003
ssw__glc_glyc_glc__1,1.2613573475,0.26400935000000003
ssw__glc_glyc_glyc__1,0.5561293004,0.21788839000000002
ssw__glc_xyl_glc__1,0.40527403240000004,-0.361840523
ssw__glc_xyl_xyl__1,-0.8225181097,-0.15550833
ica__wt_glc__1,2.1874563532,-0.716652402
ica__wt_glc__2,2.1407801447,-0.7525902080000001
ica__wt_glc__3,0.1052891396,-0.203331059
ica__wt_glc__4,-1.2627817096,-0.10960708
ica__arg_sbt__1,0.2202373585,-0.815241576
ica__arg_sbt__2,0.08065131810000001,-0.624411169
ica__cytd_rib__1,-1.7488287479,0.23897931
ica__cytd_rib__2,-4.1275972302,0.0449397
ica__gth__1,-3.4281666448,0.26706604
ica__gth__2,-2.0300151618,-0.0047363100000000005
ica__leu_glcr__1,-3.2287748332,-0.7817565070000001
ica__leu_glcr__2,-2.7403908201,-0.8516662450000001
ica__met_glc__1,0.4298336219,-0.6008746460000001
ica__met_glc__2,0.550382272,-0.639947159
ica__no3_anaero__1,1.9320170498,-0.567567726
ica__no3_anaero__2,1.9006523266,-0.387592775
ica__phe_acgam__1,0.5224529139,-0.397775725
ica__phe_acgam__2,1.0948622594,-0.396935278
ica__thm_gal__1,0.12207112560000001,-0.378336757
ica__thm_gal__2,0.13542883790000002,-0.28534771800000003
ica__tyr_glcn__1,0.0760310659,-0.40231238
ica__tyr_glcn__2,0.0178046415,-0.44510409500000003
ica__ura_pyr__1,-1.1111294879,-0.49415354300000003
ica__ura_pyr__2,-2.1177597465,-0.509027208
ica__wt_glc__5,-0.6661506836000001,-0.292448178
ica__wt_glc__6,-0.7014862394,-0.33406270400000004
ica__bw_delpurR_cytd__1,2.4770825587,0.0694075
ica__bw_delpurR_cytd__2,-4.5690341061,0.17753222
ica__ade_glc__1,-5.2321264288,0.10219061
ica__ade_glc__2,3.0178622482,0.058735550000000004
ytf__wt_glc__1,1.9215190669000002,-0.43870516600000004
ytf__wt_glc__2,1.6630947361000001,-0.475945653
ytf__delyafC__1,9.3572874542,-0.027085150000000002
ytf__delyafC__2,10.4783657845,-0.00565807
ytf__delyeiE__1,7.9242175011,-0.45171516800000006
ytf__delyeiE__2,3.4689878668,-0.74327943
ytf__delyiaJ__1,10.8138934557,-0.371234023
ytf__delyiaJ__2,10.1743553796,-0.273036849
ytf__delyieP__1,4.9965427539,-0.17200119500000002
ytf__delyieP__2,3.5352664789,-0.10136069
ytf__wt_ph5__1,-0.47268758580000003,-0.621250959
ytf__wt_ph5__2,-1.1785164297,-0.49944787
ytf__wt_ph8__1,3.1940189986,-0.217682176
ytf__wt_ph8__2,3.2987438735,-0.18786597900000002
ytf__delybaO__1,9.3304844171,-0.221613782
ytf__delybaO__2,11.0931907239,-0.08342972
ytf__delybaQ__1,0.19238042760000001,-0.41075289
ytf__delybaQ__2,-0.2465784034,-0.325551539
ytf__delybiH__1,2.6239275395,-0.25815840900000003
ytf__delybiH__2,5.7386331506,-0.15819713
ytf__delydcI_ph5__1,0.46712070250000004,-0.640234951
ytf__delydcI_ph5__2,0.3053606258,-0.680382652
ytf__delydcI_ph8__1,2.9694753332,-0.297059259
ytf__delydcI_ph8__2,3.2747872673,-0.24407362800000001
ytf__delyddM__1,0.4236059099,-0.34753654300000003
ytf__delyddM__2,0.453906071,-0.348150189
ytf__delyheO__1,8.3371163964,-0.22398156400000002
ytf__delyheO__2,10.7188413814,-0.05056598
fps__bw_glc__1,-1.4040571017,-0.6316230580000001
fps__bw_glc__2,-2.0031983772,-0.530795333
fps__fps_thrA_ale1__1,-1.8070421595,-0.499496798
fps__fps_thrA_ale1__2,-1.0868100203,-0.546484709
fps__fps_thrA_ale2__1,-0.60776416,-0.576848938
fps__fps_thrA_ale2__2,-0.2426840432,-0.5561642920000001
fps__fps_serB_ale1__1,10.7970947088,-0.8939095560000001
fps__fps_serB_ale1__2,11.5136033608,-1.12491848
fps__fps_serB_ale4__1,12.5103197815,-0.833433144
fps__fps_serB_ale4__2,13.4450282536,-1.1003709210000001
fps__fps_ptsI_ale1__1,-1.2736619413999999,-0.00754794
fps__fps_ptsI_ale1__2,-0.4843986146,-0.09723271
fps__fps_ptsI_ale3__1,-1.030781564,-0.11823324
fps__fps_ptsI_ale3__2,-0.9912367243,-0.08089368
pal__lyx_ale2_f6__1,0.8726168253000001,0.12716825
pal__lyx_ale2__1,-1.2611838653,0.2282178
pal__lyx_ale2__2,-1.7657042263,0.38792184
pal__lyx_ale4__1,-0.7109288925,0.58415851
pal__lyx_ale4__2,-0.981513111,0.5556892
pal__5drib_ale10_f18__1,-1.8621368825,-0.0003006
pal__5drib_ale10_f18__2,-2.5897576857,0.11683728
pal__5drib_ale10__1,0.43860889700000005,0.14772839999999998
pal__arab_ale14_f9__1,1.2587780967,-0.09257354
pal__arab_ale14_f9__2,1.6662259519,-0.19532259300000002
pal__arab_ale14__1,1.755992831,-0.11235024
pal__arab_ale14__2,0.9702489735000001,-0.250753793
pal__arab_ale16__1,-0.5013056623000001,-0.11894923
pal__arab_ale16__2,-0.0527727679,-0.01857392
pal__tartr_ale26_f10__1,2.3379295108,0.02474219
pal__tartr_ale26_f10__2,2.0726714693,-0.00245833
pal__tartr_ale26__1,1.6528517914,-0.19206146500000001
pal__tartr_ale26__2,1.0753535697,-0.30754464800000003
pal__tartr_ale28_f10__1,1.8561773308,0.34698808000000003
pal__tartr_ale28_f10__2,-0.0447136282,0.37367118
pal__tartr_ale28__1,-0.1144780084,0.1366987
pal__tartr_ale28__2,-1.5415806144,0.60166266
efeU__delmenFentC_citr__1,1.4866270158,-0.534901507
efeU__delmenFentC_citr__2,2.0274012352,-0.603519482
efeU__delmenFentC__1,0.1214362237,-0.7964653580000001
efeU__delmenFentC__2,0.2621718223,-0.908130077
efeU__menFentC_ale39__1,4.2752947369,-0.09145999
efeU__menFentC_ale39__2,5.3048581856,-0.13179099
efeU__menFentC_ale29__1,6.3270628806,-0.5994816740000001
efeU__menFentC_ale29__2,6.3114831617,-0.538618608
efeU__menFentC_ale30__1,0.7161475453,-0.600696717
efeU__menFentC_ale30__2,1.4231444857,-0.438101106
efeU__menFentCubiC_ale36__1,2.1438933945,-0.48090030800000005
efeU__menFentCubiC_ale36__2,2.1015791816,-0.45271494
efeU__menFentCubiC_ale37__1,0.7984886548,-0.670840219
efeU__menFentCubiC_ale37__2,0.6578619454,-0.594873506
efeU__menFentCubiC_ale38__1,1.4679124951,-0.616235756
efeU__menFentCubiC_ale38__2,0.8025114009000001,-0.5785718990000001
misc2__salc_glc__1,4.7842078256,-0.833017879
misc2__salc_glc__2,4.4619793869,-0.596445972
misc2__dbcn_glc__1,1.8783863906,-0.6600855800000001
misc2__dbcn_glc__2,1.5759844839000001,-0.357978826
misc2__tyr_glc__1,-1.0279641537,-0.298971465
misc2__tyr_glc__2,-1.4127314127,-0.19549719000000002
misc2__arg_cytd__1,0.1214801803,-0.11291058
misc2__arg_cytd__2,-0.30568382920000003,0.01091234
misc2__delyheO_pyr__1,-1.6309820023000001,-0.329367156
misc2__delyheO_pyr__2,-1.5140841566,-0.265798513
nquinone__delubiC__1,0.8554841519,-0.512474302
nquinone__delubiC__2,0.7541955994,-0.5854467950000001
nquinone__ubiC_ale1__1,0.46075362140000004,-0.316787639
nquinone__ubiC_ale1__2,0.9417511557,-0.7056606820000001
nquinone__ubiC_ale2__1,0.8799831062000001,-0.49513021700000004
nquinone__ubiC_ale2__2,1.3610655455,-0.54066217
nquinone__ubiC_ale3__1,6.0599362277,-0.718789314
nquinone__ubiC_ale3__2,6.150510217,-0.7206711370000001
nquinone__ubiC_ale4__1,0.46373052340000004,-0.7132597260000001
nquinone__ubiC_ale4__2,1.0920029569,-0.832615891
nquinone__delpdhR__1,-0.35965868500000003,-0.61021454
nquinone__delpdhR__2,-0.0724038513,-0.690636969
quinone__glu_ale4__1,0.2688850807,-0.5858226350000001
quinone__glu_ale4__2,1.2419398559000001,-0.459633292
quinone__delmenF__1,0.0296718924,-0.543314407
quinone__delmenF__2,0.3236356361,-0.55697934
quinone__menF_ale5__1,4.3178306722,-0.11873736
quinone__menF_ale5__2,4.4817656903,-0.271896629
quinone__menF_ale6__1,4.9333362922,-0.251213265
quinone__menF_ale6__2,6.118420446,-0.28022359
quinone__menF_ale7__1,10.6604992333,-0.239088283
quinone__menF_ale7__2,11.1210206569,-0.24007878800000002
quinone__menF_ale8__1,11.3265764833,-0.293070416
quinone__menF_ale8__2,12.1218453067,-0.15643021000000001
quinone__delmenFubiC__1,0.8909999646000001,-0.591474595
quinone__delmenFubiC__2,0.6065090397,-0.530994328
quinone__menFubiC_ale1__1,14.4571102626,-0.772017441
quinone__menFubiC_ale1__2,14.928579869,-0.8959659860000001
quinone__menFubiC_ale2__1,15.1341061393,-0.74807274
quinone__menFubiC_ale2__2,15.3061854415,-0.8256734120000001
quinone__menFubiC_ale3__1,1.0958929308,-0.595460538
quinone__menFubiC_ale3__2,0.8831654432,-0.5125096
quinone__menFubiC_ale4__1,0.614481263,-0.05161478
quinone__menFubiC_ale4__2,1.1137255958,-0.07263012
oxyR__wt_glc__1,1.4728335317,-0.33352794900000005
oxyR__wt_glc__2,1.4441227745,-0.39227363200000004
oxyR__wt_h2o2__1,1.4197289034,-0.361841295
oxyR__wt_h2o2__2,1.2086253516,-0.182218122
oxyR__glu_ale4__1,0.2274812227,-0.198099154
oxyR__glu_ale4__2,0.3960084991,-0.33317734800000004
oxyR__glu_ale4_h2o2__1,0.5478776315,-0.320259817
oxyR__glu_ale4_h2o2__2,1.5499656992,-0.594564721
oxyR__oxyR_ale17__1,2.0876933937,-1.044904058
oxyR__oxyR_ale17__2,1.8960258165,-1.306451327
oxyR__oxyR_ale17_h2o2__1,2.0205655175,-0.7764279900000001
oxyR__oxyR_ale17_h2o2__2,1.1643545734,-0.8313491260000001
oxyR__oxyR_ale18__1,3.0281542701,-0.686656367
oxyR__oxyR_ale18__2,2.0197542523,-0.627897188
oxyR__oxyR_ale18_h2o2__1,0.4235622133,-1.099327293
oxyR__oxyR_ale18_h2o2__2,0.40670838200000003,-1.061329247
oxyR__oxyR_ale19__1,2.4494820589,-0.5646842320000001
oxyR__oxyR_ale19__2,2.5927588969,-0.551117815
oxyR__oxyR_ale19_h2o2__1,2.9883601381,-0.672482958
oxyR__oxyR_ale19_h2o2__2,3.0407539718,-0.6106520550000001
oxyR__oxyR_ale20__1,0.45665596540000003,-1.6387177099999999
oxyR__oxyR_ale20__2,0.4854537177,-1.66419519
oxyR__oxyR_ale20_h2o2__1,1.3021319749,-1.285907972
oxyR__oxyR_ale20_h2o2__2,1.2141723968,-1.30374052
svns_pgi__BmePgi24_15__1,1.4343231466000002,-0.5522230490000001
svns_pgi__BmePgi24_15__2,1.7657491448,-0.465293249
svns_pgi__BmePgi24_26__1,0.8515765157,-0.38273847
svns_pgi__BmePgi24_26__2,0.3353629645,-0.22991904200000002
svns_pgi__BmePgi24_41__1,-0.7993597098,0.13985545
svns_pgi__BmePgi24_41__2,2.2611082707,-0.35321191500000004
svns_pgi__BmePgi24_52__1,2.0899954191,-0.65436418
svns_pgi__BmePgi24_52__2,2.2577512543,-0.512426213
svns_pgi__PaePgi2_34__1,3.6097774799,-0.203319792
svns_pgi__PaePgi2_34__2,3.5996715537,-0.188660249
svns_pgi__PaePgi2_63__1,3.6894689695,-0.39849138300000003
svns_pgi__PaePgi2_63__2,3.7540246371,-0.371527153
svns_pgi__PaePgi24_54__1,5.7201037875,-0.544282715
svns_pgi__PaePgi24_54__2,5.7758144373,-0.442246464
svns_pgi__PaePgi24_90__1,5.7890187161,-0.497580556
svns_pgi__PaePgi24_90__2,4.7916143843,-0.258708353
abx_media__m9_ctrl__1,-0.5118275521,-0.37417387500000004
abx_media__m9_ctrl__2,-1.3778172346,-0.12623517
abx_media__rpmi_ctrl__1,-12.9963423329,-0.35661470300000003
abx_media__rpmi_ctrl__2,-10.1993133836,-0.671837758
abx_media__camhb_ctrl__1,-4.9226732327,-1.26582222
abx_media__camhb_ctrl__2,-3.9720392575,-1.24608274
abx_media__m9_mero__1,-5.5314042874,-0.42951079600000003
abx_media__m9_mero__2,-1.5146114017999999,-0.7076635280000001
abx_media__rpmi_mero__1,-10.7424613091,-1.369813513
abx_media__rpmi_mero__2,-11.0544498284,-1.003024202
abx_media__camhb_mero__1,-2.5739785351,-2.024460382
abx_media__camhb_mero__2,-2.1433827766,-2.102466215
abx_media__m9_trisulf__1,1.7485755635,-1.1510036590000001
abx_media__m9_trisulf__2,2.5593316652,-1.14110746
abx_media__rpmi_trisulf__1,-3.3884051532,-1.548819377
abx_media__rpmi_trisulf__2,-3.845536751,-1.640190636
abx_media__camhb_trisulf__1,-5.805881466,-1.601520266
abx_media__camhb_trisulf__2,-5.6536313568,-1.6466810230000002
abx_media__m9_cef__1,1.3076592821,-0.700302598
abx_media__m9_cef__2,2.123065299,-0.7375415590000001
abx_media__rpmi_cef__1,-5.6849243747,-2.298123142
abx_media__rpmi_cef__2,-5.8752579826,-2.291802374
abx_media__camhb_cef__1,-3.413554207,-1.6032851030000002
abx_media__camhb_cef__2,-3.9541484092,-1.668433162
abx_media__m9_cipro__1,1.5882038514999999,-0.548736022
abx_media__m9_cipro__2,2.0194108461,-0.448751805
abx_media__rpmi_cipro__1,-4.0690918282,-2.438067425
abx_media__rpmi_cipro__2,-4.5903140693,-1.949130647
abx_media__camhb_cipro__1,-4.3864439316,-1.759419408
abx_media__camhb_cipro__2,-4.1832070473,-1.832295124
hot_tale__42c_ale3_30c__1,0.5753886665,-0.16828395100000001
hot_tale__42c_ale3_30c__2,-0.5564867241,-0.15808277
hot_tale__42c_ale3_37c__1,-0.1323903838,-0.174052737
hot_tale__42c_ale3_37c__2,0.1869576466,-0.300134351
hot_tale__42c_ale3_44c__1,0.0655734443,-0.35372308700000005
hot_tale__42c_ale3_44c__2,0.6358944485,-0.41834804600000003
hot_tale__hot_ale3_mid_30c__1,-0.9644810755000001,-0.41948003300000003
hot_tale__hot_ale3_mid_30c__2,-1.3991680201,-0.341984428
hot_tale__hot_ale3_mid_37c__1,0.1103097447,-0.625350668
hot_tale__hot_ale3_mid_37c__2,-0.16259701240000002,-0.39104282500000004
hot_tale__hot_ale3_mid_44c__1,-0.25190545470000003,-0.6706296860000001
hot_tale__hot_ale3_mid_44c__2,-1.0464721689,-0.37252681
hot_tale__hot_ale3_30c__1,-1.2346940409,-0.6673598620000001
hot_tale__hot_ale3_30c__2,-0.33474555110000004,-0.56107188
hot_tale__hot_ale3_37c__1,-0.36241342530000004,-0.5495812760000001
hot_tale__hot_ale3_37c__2,-0.0139283498,-0.518447031
hot_tale__hot_ale3_44c__1,-0.49009162910000004,-0.535002082
hot_tale__hot_ale3_44c__2,-0.6800789555,-0.652296745
hot_tale__hot_ale4_30c__1,0.4337279009,-0.00211112
hot_tale__hot_ale4_30c__2,0.2827504905,-0.07023604
hot_tale__hot_ale4_37c__1,0.6327570658,0.06492154
hot_tale__hot_ale4_37c__2,0.6576528717,-0.02175881
hot_tale__hot_ale4_44c__1,0.8564727483000001,-0.38030602100000005
hot_tale__hot_ale4_44c__2,0.2638421608,-0.335214181
hot_tale__hot_ale8_30c__1,0.0248342774,-0.235860745
hot_tale__hot_ale8_30c__2,0.1319676244,-0.23975657900000003
hot_tale__hot_ale8_37c__1,1.1304807708,-0.212132966
hot_tale__hot_ale8_37c__2,0.5455245635,-0.168522109
hot_tale__hot_ale8_44c__1,1.0960292139,-0.394216273
hot_tale__hot_ale8_44c__2,1.0904051367,-0.394200268
hot_tale__hot_ale9_mid_30c__1,-0.5446799210000001,0.10642766000000001
hot_tale__hot_ale9_mid_30c__2,-0.0729224311,0.04359902
hot_tale__hot_ale9_30c__1,0.28958278130000004,0.0901718
hot_tale__hot_ale9_30c__2,0.8232614217,0.012192699999999999
hot_tale__hot_ale9_mid_37c__1,1.6233287935,-0.06652305
hot_tale__hot_ale9_mid_37c__2,0.5835300544,0.08088179
hot_tale__hot_ale9_37c__1,0.561225376,-0.211555822
hot_tale__hot_ale9_37c__2,0.581386571,-0.14378286
hot_tale__hot_ale9_mid_44c__1,0.2544927395,-0.112221
hot_tale__hot_ale9_mid_44c__2,0.8566764679000001,-0.07825985
hot_tale__hot_ale9_44c__1,-0.9426951056,-0.513469999
hot_tale__hot_ale9_44c__2,-0.746800048,-0.300721891
hot_tale__hot_ale10_30c__1,-0.2522013023,-0.262335822
hot_tale__hot_ale10_30c__2,-0.8654175963,-0.181188323
hot_tale__hot_ale10_37c__1,0.9696340219,-0.470599193
hot_tale__hot_ale10_37c__2,0.6375667715000001,-0.415462349
hot_tale__hot_ale10_44c__1,-2.4740184521,-0.11720648
hot_tale__hot_ale10_44c__2,-3.5760744116,-0.12861044
hot_tale__hot_ale16_30c__1,-0.15208918770000002,-0.16001784
hot_tale__hot_ale16_30c__2,0.2913670467,-0.177432413
hot_tale__hot_ale16_37c__1,0.024073454,0.00842335
hot_tale__hot_ale16_37c__2,-0.1412081177,0.032337
hot_tale__hot_ale16_44c__1,-2.3445214512,0.20115012000000002
hot_tale__hot_ale16_44c__2,-3.5929368675,0.31535444
pdhr_ale__pdhR-13_51__1,0.3168663081,-0.709479029
pdhr_ale__pdhR-13_51__2,0.1998599073,-0.746252334
pdhr_ale__pdhR-14_46__1,0.2871843877,-0.35736464900000003
pdhr_ale__pdhR-14_46__2,0.5729913643,-0.325139716
pdhr_ale__pdhR-15_51__1,-0.2051536579,-0.8787877550000001
pdhr_ale__pdhR-15_51__2,0.0483044782,-0.776943791
pdhr_ale__pdhR-16_49__1,0.8862020171,-0.5672769590000001
pdhr_ale__pdhR-16_49__2,1.0930475566,-0.253608451
tcs__del_atoC_LiAcet__1,10.8334787178,-1.085638746
tcs__del_atoC_LiAcet__2,11.6491969255,-0.9434681690000001
tcs__del_atoC_LiCl__1,8.6597315116,-0.609602667
tcs__del_atoC_LiCl__2,9.0806567635,-0.529421017
tcs__del_atoC_m9__1,8.3882027906,-0.6191831910000001
tcs__del_atoC_m9__2,8.8263985144,-0.594161012
tcs__del_baeR_etoh__1,-4.9892268709,-1.380503462
tcs__del_baeR_etoh__2,-4.0287726926,-1.271108159
tcs__del_baeR_lb__1,-5.9262884076,0.1935961
tcs__del_baeR_lb__2,-5.8119265143,0.22101684
tcs__del_btsR_01xlb__1,-5.2103702144,0.31789951
tcs__del_btsR_01xlb__2,-5.3360691589,0.28933159999999997
tcs__del_btsR_lb__1,-4.7296734448,0.08273724
tcs__del_btsR_lb__2,-4.5921973237,-0.02615744
tcs__del_btsR_pyruvate__1,-5.1540486905,0.47339103
tcs__del_btsR_pyruvate__2,-5.0391803766,0.35575328
tcs__del_cpxR_etoh__1,-5.6423800048,-1.134445679
tcs__del_cpxR_etoh__2,-5.699474612,-1.093208492
tcs__del_cpxR_lb__1,-6.148550043,0.12186806
