,-0.060356551749999994,-0.049382633249999995,-0.038408714749999996,-0.027434796249999997,-0.01646087775,-0.0054869592499999995,0.0054869592499999995,0.01646087775,0.027434796249999997,0.038408714749999996,0.049382633249999995,0.060356551749999994,0.07133047025,0.08230438875000001,0.09327830725,0.10425222574999998,0.11522614425,0.12620006275,0.13717398125,0.14814789974999998
SigA_genes,[],[],['ansA' 'S893' 'ansB'],"['S1582' 'speD' 'purA' 'S892' 'S1093' 'S580' 'motS' 'gapB' 'S663' 'S1176'
 'S953' 'ptsG' 'S954' 'ylqD' 'yqxD' 'S1092' 'S77' 'skfA' 'motP' 'S1371'
 'S1377' 'ccdA']","['ykuN' 'pyrG' 'S1' 'liaI' 'rimM' 'S1581' 'gamP' 'hypO' 'liaH' 'S91'
 'gamA' 'cssR' 'lmrB' 'S1527' 'mccA' 'S1152' 'dnaN' 'dnaG' 'S843' 'S621'
 'znuB' 'menF' 'S1373' 'S1066' 'S1153' 'S401' 'guaD' 'tagH' 'S1443' 'hrcA'
 'S1064' 'S1394' 'iolR' 'skfB' 'S1063' 'pssA' 'yukD' 'ascR' 'tagG' 'surC'
 'lctP' 'pbpF' 'ywoD' 'ywoC' 'narK' 'S23' 'yukC' 'S330' 'S88' 'sigA'
 'ytfP' 'sbp' 'S952' 'pmi' 'S5' 'S69' 'S110' 'znuC' 'S297' 'S1318' 'trmD'
 'ftsY' 'narJ' 'ybfM' 'S1115' 'cssS' 'smc' 'S1139' 'abrB' 'yojE' 'gutP'
 'opuD' 'S1300' 'hemN' 'gutB' 'S3' 'dnaA' 'acdA' 'ypjD' 'dnaJ' 'rpoE'
 'ykuO' 'kinC' 'ylaA' 'dapB' 'ykqA' 'S844' 'speB' 'narH' 'S485' 'araR'
 'S1078' 'S763' 'yosX' 'S428' 'S467' 'pyrP' 'narG' 'sacY' 'tagE' 'menD'
 'S39' 'tpi' 'speE' 'sacX' 'S298' 'ogt' 'recU' 'S860' 'mutY' 'S1452' 'cdd'
 'ykuP' 'sul' 'S1011']","['mtnN' 'iolS' 'S78' 'S960' 'S605' 'ybfK' 'BSU_misc_RNA_27' 'cggR' 'narI'
 'glmS' 'skfC' 'cdaR' 'eno' 'alsS' 'S1442' 'mccB' 'pgk' 'mgsA' 'mecA'
 'S1275' 'S68' 'yqeT' 'S1033' 'psdR' 'acpA' 'gapA' 'nfrA' 'murG' 'folK'
 'psd' 'ylxS' 'grpE' 'S220' 'pabC' 'S1444' 'bshB1' 'pyrD' 'pgm' 'ybgB'
 'S1301' 'pabA' 'S440' 'S320' 'S1216' 'S1065' 'spo0B' 'rnc' 'spoIIT'
 'yhxA' 'fadF' 'yoyC' 'znuA' 'S592' 'S762' 'ylxR' 'ppiB' 'folB' 'rplGA'
 'nusA' 'S1441' 'cdaA' 'S1419' 'fnr' 'comC' 'S886' 'bglC' 'psdS' 'yutD'
 'prs' 'bshA' 'S1170' 'fabL' 'ptsH' 'ylaB' 'yutF' 'S48' 'S90' 'yutE'
 'yotB' 'gcaD' 'mhqP' 'hprK' 'feuC' 'scr' 'snaA' 'ugd' 'rpmH' 'yjdF'
 'snaB' 'lytA' 'ylaC' 'xynA' 'spo0F' 'arfM' 'S1543' 'birA' 'ohrA' 'zinT'
 'SR4' 'S57' 'S568' 'S709' 'comZ' 'gamR' 'S411' 'defA' 'swrAA/2' 'degQ'
 'pyrF' 'yxeK' 'lgt' 'dnaK' 'mtlA' 'sndA' 'fur' 'skfG' 'S207' 'ybbA'
 'purB' 'S16' 'comQ' 'yrhC' 'S1303' 'mtlF' 'rplQ' 'tcyJ' 'yqeU' 'S1329'
 'era' 'S1058' 'S1447' 'ccpA' 'secE' 'obg' 'skfF' 'ggaA' 'tagF' 'recO'
 'hemZ' 'S560' 'yaaJ' 'yydG' 'yrvO' 'htrA' 'ggaB' 'skfH' 'maeA' 'pyrK'
 'cmoO' 'cadA' 'divIB' 'S1215' 'pyrE' 'ohrR' 'yotG' 'lmrA' 'capC' 'kinE'
 'capB' 'yazB' 'epsC' 'ftsA' 'tcyM' 'ribR' 'ptpZ' 'S310' 'rpoA' 'ywoB'
 'nadE' 'S1321' 'cmoI' 'S577' 'glmM' 'S1539' 'murAA' 'capA' 'yukB' 'cymR'
 'yydH' 'sigM' 'hprT' 'S1032' 'BSU_misc_RNA_10' 'csbA' 'pfeT' 'S1366'
 'glpP' 'S51' 'cmoJ' 'citG' 'glnT' 'fmt' 'feuB' 'purK' 'bshB2' 'feuA'
 'S268' 'ssuB' 'cca' 'mreB' 'mtlD' 'yqzL' 'yotH' 'alsD' 'ssuA' 'yydI'
 'yloN' 'yqeV' 'arsR' 'ctaA' 'yfmP' 'arsB' 'S477' 'tcyK' 'S672' 'ylaD'
 'S1363' 'thrR' 'arsC' 'S6' 'rbfA' 'yojF' 'ylxX' 'comGG' 'purE' 'ylxP'
 'yotI' 'S534' 'ssuC' 'pabB' 'capE' 'yotC' 'rpmJ' 'S602' 'glsA' 'pheA'
 'S208' 'ponA' 'pyrC' 'tcyN' 'yotD' 'yacF' 'ylxW' 'rapD' 'comEA' 'S833'
 'spoIIIJ' 'lytB' 'swrA' 'epsO' 'minC' 'infB' 'pdhC' 'ytnM' 'yvoF' 'sr1'
 'S533' 'S957' 'S1127' 'ykoP' 'nrdI' 'mhqN' 'S1349' 'S1312' 'med' 'S593'
 'fabF' 'yueB' 'S1169' 'S231' 'yvcD' 'yotE' 'mta' 'yqaG' 'S463' 'yloM'
 'ydfK' 'S201' 'licT' 'S710' 'S1345' 'tagB' 'pdeH' 'tcyL' 'proH' 'lonA'
 'rsiX' 'S1177' 'rplE' 'comX' 'rpsM' 'ywbI' 'infA' 'S17' 'liaR' 'S132'
 'adaA' 'ybdZ' 'S1212' 'fabHA' 'yneI' 'S1540' 'S45' 'S1468' 'yrrT' 'S1284'
 'comEC' 'yqaL' 'yqaK' 'fbp' 'dapG' 'mhqO' 'S480' 'comGE' 'comGA' 'yqaF'
 'rplS' 'yeaB' 'yxeQ' 'rpsN' 'comA' 'yvoD' 'S56' 'comGF' 'yqzO' 'yqaN'
 'skfE' 'S925' 'ybzG' 'ptsA' 'map' 'rpsE' 'lytE' 'ydcG' 'S563' 'S1440'
 'ptsI' 'secY' 'sigH' 'lysS' 'fabD' 'pyrAB' 'S1282' 'rplF' 'S924' 'S1319'
 'ywrA' 'yukE' 'rpsH' 'efeB' 'sinI' 'ytpP' 'catD' 'rpsQ' 'yqaJ' 'sinR'
 'yqaI' 'tapA' 'ytxM' 'gyrA' 'S963' 'S1133' 'comP' 'azoR2' 'hlpB' 'nadR'
 'rsgI' 'S1344' 'yczL' 'yqdA' 'pyrR' 'efeU' 'pckA' 'S87' 'ywkB' 'sspE'
 'rpsF' 'S1398' 'yuxO' 'comGC' 'ywcH' 'S38' 'S42']","['S466' 'ftsH' 'hmp' 'yfkJ' 'pdhD' 'ymaB' 'epsN' 'S1362' 'rplR' 'dapA'
 'spoIIIE' 'tuaH' 'yqaM' 'pyrAA' 'pdhA' 'levB' 'S18' 'comEB' 'pyrB' 'yfmO'
 'licR' 'rpsR' 'rpsK' 'S47' 'sigX' 'epsM' 'S1253' 'liaG' 'sbcC' 'tagU'
 'yfkH' 'mreC' 'ytrA' 'yqaH' 'plsX' 'adk' 'yflG' 'rpoB' 'ycnL' 'yneJ'
 'rpsC' 'pbpD' 'S371' 'S1137' 'rplX' 'tatCD' 'S266' 'zagA' 'chrS' 'rplP'
 'rplO' 'ysxC' 'prfB' 'S1302' 'S914' 'rplV' 'aprX' 'S1162' 'ptkA' 'epsG'
 'epsD' 'S1372' 'tuaG' 'guaA' 'yxeM' 'yxeN' 'hbs' 'rplN' 'ctsR' 'mreD'
 'addA' 'liaS' 'S982' 'glcP' 'epsK' 'S267' 'spoIIIL' 'fabG' 'folEB' 'yvoE'
 'S1143' 'BSU_misc_RNA_28' 'rpmC' 'ytrD' 'ribH' 'tkmA' 'trmU' 'ribD'
 'ywrB' 'ssuD' 'S600' 'yotJ' 'bmrA' 'phrI' 'nrdE' 'S99' 'ygaN' 'dynA'
 'comGB' 'msrB' 'mbl' 'sndB' 'veg' 'yueC' 'gtaB' 'ytpQ' 'rpmGB' 'ytrB'
 'rpsJ' 'S245' 'S1125' 'maf' 'sbcD' 'dhbE' 'trxA' 'psdA' 'manA' 'S502'
 'yflH' 'fapR' 'fliW' 'ssbA' 'tatAD' 'sigI' 'yqcK' 'ffh' 'tuaE' 'S1434'
 'ribE' 'mhqD' 'S579' 'groES' 'S1531' 'sprB' 'yueD' 'tetB' 'pbuX' 'rplC'
 'rpsS' 'rpmD' 'S1346' 'recA' 'jag' 'addB' 'S481' 'ezrA' 'thiM' 'yydJ'
 'S1348' 'pucA' 'phoD' 'S599' 'pstBB' 'S1289' 'albA' 'ribA' 'S1421' 'sdhC'
 'yotK' 'S730' 'yciB' 'proJ' 'S949' 'menB' 'S439' 'liaF' 'bmrR' 'disA'
 'ctc' 'sacB' 'yfkI' 'rpoC' 'csrA' 'blt' 'S378' 'yflI' 'xpt' 'epsH' 'ktrC'
 'ywzB' 'yxaA' 'rplD' 'bshC' 'ytrC' 'epsJ' 'ntdB' 'gyrB' 'S1450' 'galE'
 'parE' 'S1343' 'albC' 'rpsP' 'bltD' 'ytpR' 'rnjA' 'radC' 'epsL' 'ylxM'
 'sipW' 'sda' 'epsI' 'mhqA' 'pstS' 'pucB' 'rpsD' 'cysL' 'yotM' 'ytrE'
 'thiE' 'S1353' 'gltC' 'S190' 'recF' 'S1226' 'clpP' 'remB' 'tuaF' 'htpG'
 'dhbF' 'S861' 'S55' 'secA' 'S1135' 'S121' 'yaaA' 'mhqE' 'S29' 'yxeO'
 'adaB' 'tagA' 'albD' 'yhdL' 'dhbA' 'manP' 'yyaF' 'dhbB' 'S1365' 'pucE'
 'minJ' 'minD' 'S1342' 'epsF' 'ftsZ' 'S1448' 'rplW' 'gabD' 'efeO' 'wapA'
 'S1327' 'epsE' 'radA' 'ntdA' 'S1375' 'tagD' 'catE' 'psdB' 'S972' 'dhbC'
 'pstBA' 'comFC' 'S189' 'rpoY' 'pucD' 'spoIIGA' 'S1076' 'sigG' 'pucC'
 'S1374' 'comGD' 'rapB' 'ylqC' 'murB' 'ntdC' 'S1228' 'cwlO' 'S529' 'comFA'
 'yviE' 'copA' 'nagP' 'ydfM' 'nifS' 'albF' 'ldh' 'des' 'S1217' 'antE'
 'tilS' 'rplB' 'S1043' 'S1575' 'S1213' 'lytC' 'comFB' 'S1507' 'S528'
 'S1361' 'yqiI' 'albB' 'mcsA' 'yuxK' 'gudB' 'rppH' 'S1283' 'parC' 'pdhB'
 'spo0A' 'S490' 'yxaB' 'yabE' 'S1403' 'wapI' 'S412' 'citA' 'sprA' 'ydhF'
 'BSU_misc_RNA_26' 'yqiH' 'pucG' 'albE' 'ywcE' 'ycnK' 'yvyF' 'txpA' 'pamR'
 'pstA' 'S1057' 'rnjB' 'rapI' 'menE' 'msrA' 'clpC' 'S1422' 'S881' 'citR'
 'S52' 'mcsB' 'menC' 'gabT' 'groEL' 'yhcY' 'tasA' 'S565' 'yhdK' 'S532'
 'opuBC' 'ycnJ' 'S460' 'clpX' 'pstC' 'ahpC' 'lepA' 'tuaD' 'ytrF' 'gabR'
 'flgM' 'sufC' 'S531' 'gltR' 'yqiK']","['ycnI' 'putR' 'bsrG' 'S315' 'S564' 'spx' 'bmr' 'alkA' 'phrH' 'lrpC'
 'hemX' 'ribT' 'pucF' 'S1314' 'epsA' 'asd' 'S1470' 'nrdF' 'yhdA' 'phoC'
 'albG' 'sigE' 'S1067' 'topB' 'phoA' 'rapH' 'yhcZ' 'sboX' 'S1511' 'copZ'
 'hemC' 'S327' 'folE' 'sufD' 'purN' 'glcR' 'opuBB' 'phoB' 'sufB' 'sufS'
 'epsB' 'hemD' 'lutA' 'S209' 'gbsB' 'sufU' 'yhdF' 'S70' 'hemA' 'tuaC'
 'S489' 'opuBA' 'clpE' 'mtrB' 'tuaB' 'S232' 'purQ' 'ypzF' 'purM' 'hemL'
 'sdhA' 'sipS' 'S1310' 'purD' 'purS' 'nadB' 'vmlR' 'S491' 'S1294' 'purH'
 'tuaA/1' 'perR' 'ypqP' 'yvyG' 'S1295' 'spoIIE' 'S492' 'S353' 'fruC'
 'opuBD' 'tuaA/2' 'sdhB' 'hemB' 'ahpF' 'S355' 'sboA' 'lutC' 'S1306' 'trpP'
 'cspB' 'gbsA' 'ylbQ' 'lutB' 'pucH' 'ymfC' 'yydF' 'rocR' 'S1257' 'flgK'
 'nadC' 'purC' 'S1313' 'S328' 'flgL' 'yocH']","['purL' 'nadA' 'sdpI' 'purF' 'S1308' 'opuAB' 'opuAC' 'ypbS' 'spo0E' 'cysK'
 'S1291' 'metC' 'opuAA' 'lutR' 'ald' 'sdpR' 'S1307' 'ylnF' 'purT' 'cysJ'
 'metI']",['cysI' 'sirB' 'mrgA' 'S486' 'cysH' 'lutP'],['S1309' 'cysP' 'S484' 'sat' 'S569' 'BSU_misc_RNA_29' 'mtnD' 'ylnD'],['mtnW' 'S1296' 'cysC' 'mtnB' 'S570' 'mtnX' 'BSU_misc_RNA_15'],['mtnE' 'mtnU'],['BSU_misc_RNA_21'],[],['mtnK' 'mtnA'],[],[],[],[]
CcpA_genes,[],[],[],['darB' 'S513' 'ctaG' 'ctaD' 'S1337' 'S517' 'yvmA' 'pchR' 'ctaE' 'S516'],"['ypiF' 'ctaF' 'S514' 'S1339' 'ctaC' 'cydB' 'S1460' 'rocG' 'S1461' 'csbX'
 'yesL' 'yslB' 'yesM' 'yobO' 'S543' 'abbA' 'yhaR']","['S727' 'S544' 'S748' 'yozM' 'ctaB' 'S973' 'S542' 'galK' 'S725' 'bofC'
 'S785' 'yesN' 'yqxI' 'cwlS' 'S786' 'levG' 'yqxJ' 'cydA' 'mmgB' 'yopL'
 'ykuK' 'yvnA' 'S1050' 'S1451' 'pftB' 'mmgD']","['galT' 'S583' 'levF' 'sacC' 'topA' 'refZ' 'pftA' 'mmgC' 'S1500' 'S1019'
 'levE' 'S515' 'mmgA' 'S1334' 'mmgE' 'levD' 'S1128' 'hbuT' 'yxjF' 'yxkF'
 'cimH' 'acoC' 'msmX' 'S1487' 'acoA' 'S876' 'mmgF' 'dprA' 'S1490' 'ykuJ'
 'phrF' 'scoA' 'acoB' 'scoB' 'sigL' 'acoL' 'ldt']",['cydC' 'yfkN'],['sucC' 'rapF' 'S236' 'S1486' 'sucD' 'opuE'],['cydD'],[],['serA'],[],[],[],[],[],[],[],[]
T-box_genes,[],[],[],[],['alaS'],['yrzB' 'S1040' 'yrzL' 'S1039' 'leuS' 'S1156' 'yrrK' 'glyQ' 'serS'],['glyS' 'hisS' 'tyrZ' 'ileS' 'yvbW' 'aspS'],['dtrR'],[],[],[],[],[],[],[],[],[],[],[],[]
ThrR and CodY_genes,[],[],[],[],[],[],[],[],[],['thrD'],[],[],[],[],[],[],[],[],[],[]
CodY and TnrA_genes,[],[],[],[],[],[],['S405' 'yuiB' 'appC'],['appB' 'appD' 'appF'],['S403'],['yuiA' 'appA/2'],['S404' 'oppB' 'appA/1' 'oppC'],['oppD' 'oppF'],['S407' 'oppA'],['S406'],[],[],[],[],[],[]
CodY and SigA_genes,[],[],[],[],"['asnH' 'yxaM' 'trmFO' 'S1254' 'kapB' 'frlM' 'yxnB' 'frlD' 'nupQ' 'frlN'
 'nupP' 'yurJ' 'S126' 'nupO']","['codV' 'S584' 'nupN' 'clpQ' 'S1209' 'S367' 'yxbA' 'clpY' 'S1208' 'codY'
 'srfAD' 'yxbB' 'S366' 'argF']","['comK' 'srfAA' 'srfAC' 'frlO' 'carA' 'flgC' 'S471' 'swrD' 'fliZ' 'comS'
 'dppC' 'argC' 'srfAB' 'carB' 'argD' 'fliG' 'fliP' 'kinB' 'fliR' 'argJ'
 'flgB' 'flgE' 'fliJ' 'cheD' 'fliQ' 'flgD' 'ylxF' 'ispA' 'cheC' 'fliI'
 'flhA' 'dppE' 'dppD' 'flhG' 'fliE' 'fliL' 'fliF' 'flhB' 'S118' 'cheW'
 'fliM' 'flhF' 'cheA' 'fliY' 'fliK' 'dppB' 'argB' 'braB' 'cheY' 'S585'
 'aprE' 'fliH']","['cheB' 'bacE' 'putP' 'sigD' 'frlB' 'S472' 'S1124' 'swrB' 'S363' 'bacF'
 'dppA' 'bacD']",['bacB' 'S116' 'bacC' 'bacA' 'amhX' 'putB' 'S351'],['scoC' 'S107'],['putC'],[],[],[],[],[],[],[],[],[]
TnrA and SigA_genes,[],[],[],[],[],['S682' 'nrgB' 'ykzB' 'dtpT' 'S128' 'glnR' 'nasB' 'nasC' 'pucM'],['pucK' 'pucJ' 'pucL' 'glnA' 'nrgA' 'S541' 'S625'],['nasF' 'ftsW' 'ykoL' 'pycA' 'gltB'],['nasE' 'gltA'],['nasD' 'S683'],[],[],[],[],[],[],[],[],[],[]
TnrA and CcpA_genes,[],[],['pel'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
SigA and CcpA_genes,[],[],[],['S878' 'dctP' 'melD' 'mleN' 'melC' 'gmuB' 'drm'],"['glpT' 'manR' 'melA' 'S323' 'S82' 'nupC' 'S947' 'gmuA' 'gmuC' 'gntR'
 'mleA' 'melE' 'dra' 'S1516' 'gntK' 'araN' 'gntP' 'araQ' 'araP' 'pdp'
 'resA' 'S1518' 'glpQ' 'S854' 'S1322' 'pupG' 'S203' 'gmuD' 'abfA' 'ganS'
 'abnA' 'abn2' 'S83' 'araM']","['rbsR' 'araE' 'S1085' 'cccA' 'ganP' 'resB' 'rhaM' 'S1087' 'lcfA' 'kdgA'
 'bglH' 'xylB' 'rhaEW' 'rbsK' 'araA' 'ganQ' 'araD' 'rhaR' 'araL' 'S879'
 'exuT' 'yxiE' 'S948' 'kdgT' 'glpF' 'resC' 'kdgK' 'rhaB' 'araB' 'iolF'
 'yjmB' 'kdgR' 'qcrA' 'iolG' 'ganA' 'gmuR' 'pta' 'abf2' 'yjmF' 'S1079'
 'fadR' 'bglP' 'S108' 'S1505' 'S1528' 'lcfB' 'iolE' 'fadB' 'etfA' 'xynP'
 'sspH' 'melR' 'phoP' 'qcrB' 'S322' 'mtlR' 'ganB' 'S138' 'rhaA' 'S1524'
 'resD' 'etfB' 'iolI' 'amyE' 'S321' 'licB' 'uxuA' 'rsbR' 'iolJ' 'rbsD'
 'kduI' 'S1464' 'treR' 'uxaB' 'cstA' 'gmuF' 'yjmC' 'glmR' 'gmuE' 'S636'
 'rbsC' 'yjmD' 'yvcI' 'rbsA']","['sacA' 'iolH' 'acoR' 'rsbS' 'nagB' 'ccpC' 'nagR' 'uxaA' 'rsbT' 'fadA'
 'S1506' 'S1084' 'rsbU' 'S1382' 'rbsB' 'malP' 'glpK' 'gmuG' 'qcrC' 'S1098'
 'uxaC' 'phoR' 'S836' 'ysfE' 'S635' 'xynB' 'whiA' 'sacP' 'licC' 'S1513'
 'phrG' 'iolD' 'fadE' 'nagA' 'resE' 'S1097' 'fadN' 'exuR' 'iolC' 'licH'
 'yvcJ' 'iolB' 'ywdA' 'S1525' 'rapG' 'S452' 'rsbW' 'S746' 'crh' 'S1481'
 'rsbV' 'rsbX' 'kduD' 'gntZ' 'S1526' 'iolA' 'treA' 'yvcN' 'glpD' 'sigB'
 'S634' 'xylA' 'acuB' 'licA' 'bglS' 'glvR' 'S1512']",['S1465' 'acuC' 'acuA' 'treP' 'ylbP' 'odhA' 'yflN' 'citM' 'odhB'],['wprA' 'S262' 'malA'],['icd' 'mdh'],['S1099' 'citZ' 'S1101'],['S1100'],[],[],[],[],[],[],[],[]
SigA and T-box_genes,[],[],[],[],['cysE'],['yacO' 'yacP' 'cysS' 'mrnC' 'glyA' 'ycbK' 'rtpA' 'S1060'],"['thrS' 'thrZ' 'S1454' 'S46' 'S1061' 'pheS' 'gltX' 'valS' 'pheT' 'folC'
 'ywhA' 'S684']",['proI' 'proB' 'proA' 'S902'],['S1081'],[],[],[],[],[],[],[],[],[],[],[]
"CodY, SigA, and CcpA_genes",[],[],[],[],['phrC'],['S1120' 'ytzK' 'phrA' 'S1517' 'S667'],"['S1138' 'phrE' 'hutG' 'rapC' 'hutM' 'hutI' 'rapA' 'hutU' 'ackA' 'S1119'
 'hutH']",['yneN' 'hutP' 'S669'],['acsA' 'citB' 'S668'],[],[],[],[],[],[],[],[],[],[],[]
"TnrA, SigA, and CcpA_genes",[],[],[],[],[],['S1355' 'S1356' 'degU' 'degS'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"CodY, TnrA, and SigA_genes",[],[],[],[],[],['ureB' 'ureC' 'ureA' 'S1412'],['S1413' 'ansZ'],['gabP'],[],[],[],[],[],[],[],[],[],[],[],[]
"CodY, SigA, CcpA, and T-box_genes",[],[],[],[],[],['tyrS'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"ThrR, CodY, and TnrA_genes",[],[],[],[],[],[],[],[],[],[],[],[],[],['thrC' 'hom' 'thrB'],[],['S1245'],[],[],[],[]
"CodY, TnrA, SigA, CcpA, and T-box_genes",[],[],[],[],[],[],[],[],[],[],[],[],[],['leuD'],['leuC' 'leuB'],['ilvB'],['leuA'],['ilvC' 'ilvH'],[],[]
