,A,PlaR,Crp,ihfB
pcoli__bpTDC__1,0.6927129569,-1.168955431,0.406975843,0.514330825
pcoli__bpTDC__2,0.8806755331,-1.2504014730000002,0.42339976300000004,0.370737925
pcoli__BRCA__1,-0.019696522100000002,-0.7358971590000001,0.19224848300000003,0.083314765
pcoli__BRCA__2,0.2775801013,-0.863984218,0.130605479,0.069082845
pcoli__BRCActrl__1,0.5739146887000001,-1.092937774,0.529755863,0.18947349500000002
pcoli__BRCActrl__2,1.0480683095,-1.239878864,0.603931893,0.133589245
pcoli__BRCAswap__1,0.2279340825,-0.726933079,0.502758963,0.917496175
pcoli__BRCAswap__2,0.0373901917,-0.723428802,0.5975511530000001,1.035549985
pcoli__btAANAT__1,-0.10530324890000001,-0.814600399,0.44156927300000004,0.5520848150000001
pcoli__btAANAT__2,-0.47376905100000005,-1.079868291,0.593116823,0.555115985
pcoli__btASMT__1,0.3269619496,-1.055210264,0.526768513,0.686704335
pcoli__btASMT__2,0.3413462128,-1.025884056,0.43985790300000005,0.7940552550000001
pcoli__CC1__1,-0.2226571903,-0.919469128,0.525016043,1.138283835
pcoli__CC1__2,-0.3885079477,-0.952556821,0.7535511330000001,1.028434795
pcoli__ccCOMT__1,0.1586244702,-0.837898256,0.324298403,0.410782715
pcoli__ccCOMT__2,-0.0545395713,-0.837349525,0.324672993,0.35958486500000003
pcoli__ckDDC__1,0.2063617322,-1.322727103,0.44124815300000003,1.098912665
pcoli__ckDDC__2,0.4315207085,-1.123662356,0.327799773,0.8824161150000001
pcoli__CNTF_belt__1,-0.5621156086,-0.935495548,0.45389948300000005,0.47925305500000004
pcoli__CNTF_belt__2,-0.033670408,-1.000406952,0.769870103,0.6728564450000001
pcoli__cobPNMT__1,0.0023096955000000002,-0.7300875010000001,0.319938133,0.284564975
pcoli__cobPNMT__2,0.3031316267,-0.658153149,0.31512674300000004,0.28185787500000004
pcoli__cvPhhB__1,-0.6630434265,-0.742839974,0.310797363,0.254282775
pcoli__cvPhhB__2,-0.28422705,-0.883423625,0.447846893,0.485982265
pcoli__ggAANAT__1,0.2765264226,-0.661237132,0.307534513,0.260959535
pcoli__ggAANAT__2,-0.1471112053,-0.723887727,0.222644383,0.295162105
pcoli__ggTPH__1,-0.1423210133,-0.7144229980000001,0.341263333,0.224120605
pcoli__ggTPH__2,0.4784904773,-0.85757942,0.27857460300000003,0.11325776500000001
pcoli__hsAANAT__1,0.2514857763,-1.5276569370000002,0.729185823,1.246747625
pcoli__hsAANAT__2,0.2711913765,-1.140272685,0.851554463,1.262952225
pcoli__hsASMT__1,0.3478941984,-0.9517762200000001,0.358384973,0.464873735
pcoli__hsASMT__2,0.2167226456,-1.02654069,0.436830013,0.37343606500000004
pcoli__hsPNMT_mb__1,0.0010784215,-0.730758629,0.303904393,0.291465275
pcoli__hsPNMT_mb__2,-0.17898314840000001,-0.615989986,0.315796993,0.276043525
pcoli__hsTPH__1,-0.0226305968,-0.823079957,0.05462642,0.064708835
pcoli__hsTPH__2,0.36242536340000003,-0.86446517,0.23617991300000002,0.09849440500000001
pcoli__hsTPH_E2K__1,-0.0767963267,-0.886854871,0.708976563,0.9019469250000001
pcoli__hsTPH_E2K__2,-0.32865914090000004,-0.780677135,0.661218473,0.8548870150000001
pcoli__hsTPH_E2K_N91I_P99C__1,0.0146959029,-0.6224708720000001,0.188410083,0.24889085500000002
pcoli__hsTPH_E2K_N91I_P99C__2,0.0989561551,-0.7356217970000001,0.048706611000000004,0.167138795
pcoli__hsTPH_N158trunc__1,0.5899118972,-0.9558962620000001,0.450496543,0.30525573500000003
pcoli__hsTPH_N158trunc__2,0.2856275921,-0.93381976,0.38589769300000004,0.36285334500000005
pcoli__hsTPH_N174trunc__1,-0.4390161099,-0.8688664060000001,0.383639033,0.9229170050000001
pcoli__hsTPH_N174trunc__2,0.0767036371,-0.9239661520000001,0.653379393,0.6854901050000001
pcoli__hsTPH_Ntermtrunc__1,0.8826597236,-1.321644649,0.507616873,1.094570805
pcoli__hsTPH_Ntermtrunc__2,0.1376251969,-1.259065412,0.580596903,1.385971565
pcoli__hsTPH1__1,-0.3789402331,-0.62812592,0.525567793,0.893005295
pcoli__hsTPH1__2,-0.2703721677,-0.651535308,0.541530923,0.8963619450000001
pcoli__MBP__1,1.0248667078,-1.637862573,-0.3459771,0.107615625
pcoli__MBP__2,0.6629034311,-1.5820401830000002,0.026489270000000002,0.8126329750000001
pcoli__msCOMT__1,0.5062679393,-0.926063213,-0.10757295,0.146692115
pcoli__msCOMT__2,0.7675812055,-0.892871866,-0.092380891,0.008338235000000001
pcoli__ocAANAT__1,0.020978995900000002,-0.6640650090000001,0.31963151300000003,0.343833905
pcoli__ocAANAT__2,-0.1079147783,-0.9248811830000001,0.29391968300000004,0.31392150500000005
pcoli__osTDC_K374H__1,-0.2691517118,-0.85095273,0.686319663,1.283960655
pcoli__osTDC_K374H__2,-0.3712618044,-1.105628822,0.6933763230000001,1.646649845
pcoli__osTDC_K374L__1,0.8825595157,-0.920250703,-0.030107003,-0.0025753950000000003
pcoli__osTDC_K374L__2,0.4817778451,-1.070262232,0.15281107300000002,0.044617885
pcoli__osTDC_K374Q__1,0.3788835796,-0.6876185930000001,0.448557103,0.7409232450000001
pcoli__osTDC_K374Q__2,0.3556980359,-0.861161499,0.464314863,0.7893113850000001
pcoli__osTDC_L360V__1,1.0740517771,-1.006353785,0.296624173,0.213034735
pcoli__osTDC_L360V__2,0.3720626408,-1.121189187,0.38201686300000004,0.286647295
pcoli__pmTPH__1,0.23933052370000002,-0.938152928,-0.100263604,-0.542287796
pcoli__pmTPH__2,1.1176098547,-0.8868060320000001,0.082263955,-0.41813227500000005
pcoli__RFC__1,0.0207127785,-0.7137213960000001,0.068137152,-0.042492765
pcoli__RFC__2,0.0925093354,-0.885938738,0.008882816,-0.05563172500000001
pcoli__RFCctrl__1,-0.1588533825,-1.010740374,0.452268993,1.244599755
pcoli__RFCctrl__2,-0.062079097800000003,-1.075440196,0.516558493,1.195212395
pcoli__RFCnopause__1,-0.1838794969,-1.347801415,0.670868723,1.277978395
pcoli__RFCnopause__2,0.1360429344,-1.3540659590000002,0.6748039730000001,1.2688223650000001
pcoli__RFCpluspause__1,0.3957656127,-1.269098788,0.764061093,0.7064890450000001
pcoli__RFCpluspause__2,1.1600136544,-1.809978789,0.521421413,0.7123646450000001
pcoli__rnCOMT_sol__1,-0.48167985480000003,-1.075324093,0.8270174130000001,1.321847665
pcoli__rnCOMT_sol__2,0.098775787,-1.12453551,0.6395325230000001,1.358654825
pcoli__rnPNMT__1,1.1476990982,-1.028579318,0.16358693300000002,-0.138566415
pcoli__rnPNMT__2,1.1073537404,-0.935342608,0.07451194300000001,-0.260910865
pcoli__rnTDC__1,0.2889322771,-0.8216095330000001,0.087983618,0.15724927500000002
pcoli__rnTDC__2,-0.0253761846,-0.959668402,0.171146073,0.24430457500000002
pcoli__rnTDC_trunc__1,0.7407686532000001,-0.852289975,0.30755714300000003,0.35363555500000005
pcoli__rnTDC_trunc__2,0.4344769124,-1.067915099,0.43504015300000004,0.359096935
pcoli__saCOMT_T2A__1,-0.7210039557,-0.643176105,0.333583893,0.20285039500000002
pcoli__saCOMT_T2A__2,-0.1557244669,-0.582332376,0.403870763,0.17900243500000002
pcoli__sfCOMT__1,0.5321273079000001,-0.751532427,0.157244413,0.018296925000000002
pcoli__sfCOMT__2,0.6486802962,-0.720576164,0.06503750800000001,-0.126603595
pcoli__sgAANAT_D63G__1,-0.0479095411,-0.704347636,0.18900217300000002,0.21465630500000002
pcoli__sgAANAT_D63G__2,-0.1283044221,-0.622508434,0.430522603,0.056648645000000004
pcoli__ssDDC__1,0.3370236875,-0.9649797790000001,0.20759201300000002,0.579620345
pcoli__ssDDC__2,0.5168247822,-1.106402131,0.325140303,0.548219425
pcoli__TP53B__1,-0.2612518673,-0.6726727290000001,0.423739103,0.479602405
pcoli__TP53B__2,0.3347990945,-0.715572777,0.44374538300000005,0.5183036950000001
pcoli__WT__1,0.0458257285,-1.140954764,0.547181673,1.518822565
pcoli__WT__2,0.135818671,-1.056385737,0.433431683,1.598293755
cck__glu_ale4__1,-0.0496858359,-0.24929441,0.10431546100000001,0.842483995
cck__glu_ale4__2,1.1232033221,-0.912597239,0.212229043,0.388702445
cck__cck_ale1__1,0.3499085481,-1.016491433,0.14875797300000002,0.128377715
cck__cck_ale1__2,0.3624439528,-0.969272192,0.21173196300000002,0.157465675
cck__cck_ale2__1,0.35117905790000004,-0.819808215,0.24320085300000002,0.013104265
cck__cck_ale2__2,0.1954359007,-1.070362586,0.21966280300000002,-0.029159615000000003
cck_pgi__gmos_delpgi__1,-0.3793798726,-1.14241098,0.6099491930000001,0.27706467500000004
cck_pgi__gmos_delpgi__2,0.4501872947,-0.623072116,0.5151660730000001,0.050797045000000006
cck_pgi__pgi_ale1__1,1.065351953,-0.059210569000000005,0.087196909,0.190522785
cck_pgi__pgi_ale1__2,0.06854334000000001,-0.583096406,0.47036157300000003,0.026093085000000002
cck_pgi__pgi_ale2__2,0.047350181500000005,-0.580485082,0.645027843,0.44689495500000004
cck_pgi__pgi_ale3__1,0.4313564154,-0.145552551,0.257702043,0.310244735
cck_pgi__pgi_ale3__2,0.1271952183,-0.695986545,0.527121343,-0.08744309500000001
cck_pgi__pgi_ale4__1,0.7791076279,-0.666349022,0.02567041,0.5186149950000001
cck_pgi__pgi_ale4__2,1.0063454105,-1.4188115510000001,0.149264913,0.035103995
cck_pgi__pgi_ale4__3,0.7221176643,-1.407312837,0.23104943300000003,0.074921925
cck_pgi__pgi_ale5__1,0.9225218448,-0.071121585,0.264446703,0.387921505
cck_pgi__pgi_ale5__2,0.5733233729,-0.557737095,0.491011093,0.089578665
cck_pgi__pgi_ale6__1,0.9751209069000001,-0.077321525,0.40659345300000005,0.6129683850000001
cck_pgi__pgi_ale6__2,0.8180523183,-0.8620436130000001,0.629358233,0.15115166500000002
cck_pgi__pgi_ale7__1,0.7582641384000001,-0.036837844,0.41980537300000004,0.7453702050000001
cck_pgi__pgi_ale7__2,0.38837683510000004,-0.518766472,0.725253033,0.295785625
cck_pgi__pgi_ale8__1,1.1526364667,-0.6289513800000001,0.29002768300000004,0.703560815
cck_pgi__pgi_ale8__2,1.0694446827,-1.100016892,0.6440838830000001,0.249876495
cck_sdh__gmos_delsdhCB__1,0.2030877753,-1.176987136,0.8479485130000001,1.046529055
cck_sdh__gmos_delsdhCB__2,0.3117681946,-1.3914823360000002,0.829896053,0.9514397750000001
cck_sdh__sdh_ale1__1,1.7372400599,-0.723998248,0.544071473,0.8348676650000001
cck_sdh__sdh_ale1__2,0.7837156184,-0.7333596090000001,0.5592394930000001,0.837305095
cck_sdh__sdh_ale2__1,0.2180966506,-0.919661966,0.47991167300000004,0.667542205
cck_sdh__sdh_ale3__2,0.0081564546,-0.677708846,0.556417913,0.733626585
cck_sdh__sdh_ale3__1,-0.2122515097,-0.7261663190000001,0.493899293,0.568807075
cck_sdh__sdh_ale3__3,0.6062134964,-0.773555662,0.485328093,0.5951379450000001
cck_pts__gmos_delptsHIcrr__2,2.4245170313,-1.5066524239999999,0.464496883,-0.327138825
cck_pts__gmos_delptsHIcrr__1,1.6640078052,-1.10235061,0.649161093,-0.247118355
cck_pts__pts_ale1__2,-0.4410054939,-0.27706020400000003,0.32947587300000003,0.44672369500000003
cck_pts__pts_ale1__1,-0.3176690184,-0.432711004,0.296778353,0.47335884500000003
cck_pts__pts_ale2__2,0.8113567754000001,-0.9045891460000001,0.201890953,0.051775695000000004
cck_pts__pts_ale2__1,0.8678278031000001,-0.861433654,0.275129713,0.0058354850000000005
cck_pts__pts_ale3__2,0.7251068566000001,-1.194277661,-0.445342181,-0.651264758
cck_pts__pts_ale3__1,0.3170285097,-0.79991605,-0.14552193800000002,-0.32246742500000003
cck_pts__pts_ale4__2,0.8768236287000001,-0.6689651710000001,0.420678743,0.08030092500000001
cck_pts__pts_ale4__1,1.1203944581,-0.7681160050000001,0.387503033,0.09726459500000001
cck_gnd__gmos_delgnd__1,0.2136181346,-1.5251763980000002,0.515541103,1.048444065
cck_gnd__gmos_delgnd__2,0.7441911198000001,-1.631028479,0.419079603,1.207673445
cck_gnd__gnd_ale1__1,0.7217595391,-0.848009393,0.113228532,0.16689092500000002
cck_gnd__gnd_ale1__2,0.8608638341,-0.857284777,0.145492598,0.200658835
cck_gnd__gnd_ale2__1,0.1842215582,-0.863121651,0.057324061,0.186564275
cck_gnd__gnd_ale2__2,0.4721419933,-0.9698992630000001,0.051602317,0.14256685500000002
cck_gnd__gnd_ale3__1,0.5420627512,-0.8441617520000001,0.047017895000000004,0.259075495
cck_gnd__gnd_ale3__2,0.9353276035,-0.744261834,0.07806117700000001,0.22985128500000002
cck_tpiA__gmos_deltpiA__1,3.140309123,-1.229377896,0.554945433,-0.14978443500000002
cck_tpiA__gmos_deltpiA__2,6.6135904273,-1.256303629,0.648474443,-0.244867415
cck_tpiA__tpiA_ale1__1,0.3030466794,-0.468837848,0.5753141230000001,0.506975205
cck_tpiA__tpiA_ale1__2,0.6373749477,-0.327069113,0.5862271530000001,0.504270635
cck_tpiA__tpiA_ale2__1,1.6785711191,-0.7262962260000001,0.693161793,0.5628485750000001
cck_tpiA__tpiA_ale2__2,1.91414086,-0.9910484580000001,0.48257620300000004,0.446366925
cck_tpiA__tpiA_ale3__1,0.6861138007,-0.758671171,0.44486670300000003,0.521839385
cck_tpiA__tpiA_ale3__2,0.5827488471,-0.70227622,0.424267453,0.621347145
cck_tpiA__tpiA_ale4__1,0.8334308135,-0.710182999,0.227203863,0.371361985
cck_tpiA__tpiA_ale4__2,0.541833425,-0.955495477,0.196128253,0.416004335
acid_tale__acid_ale1_pH7__1,1.8662288999,-1.065548285,0.152688973,-0.118275265
acid_tale__acid_ale1_pH7__2,1.7823228682,-1.048932661,0.12606668000000001,-0.09381905500000001
acid_tale__acid_ale1_pH5__1,2.2035237591,-2.014372936,0.7941495230000001,-0.043575325000000005
acid_tale__acid_ale1_pH5__2,1.9615851232,-1.920310882,0.815270033,-0.050591175
acid_tale__acid_ale2_pH7__1,1.4476778275,-1.026135409,0.338840073,-0.13953246500000002
acid_tale__acid_ale2_pH7__2,2.1346498023000002,-1.045992095,0.323054463,-0.084533575
acid_tale__acid_ale2_pH5__1,1.1211256506,-1.001843572,0.432644723,-0.14809028500000002
acid_tale__acid_ale2_pH5__2,1.5297490017,-1.421516367,0.485480993,-0.20983636500000002
acid_tale__low_Mg_ale_pH7__1,2.6148761697,-1.11052967,0.300746703,-0.22948815500000003
acid_tale__low_Mg_ale_pH7__2,3.5150516131,-1.060074873,0.34624546300000003,-0.305050535
acid_tale__low_Mg_ale_pH5__1,0.2134386826,-1.143608337,0.608588733,0.33864483500000003
acid_tale__low_Mg_ale_pH5__2,1.1557284132,-1.208837089,0.557231563,0.352936165
acid_tale__MES_ale_pH7__1,1.6553290165,-1.004254907,0.430531873,-0.179845215
acid_tale__MES_ale_pH7__2,1.385783589,-0.9848799210000001,0.47473322300000004,-0.133927275
acid_tale__MES_ale_pH5__1,0.4051293918,-1.056287929,0.475017483,0.17805272500000002
acid_tale__MES_ale_pH5__2,0.2156634472,-1.082507375,0.709374983,0.5808612550000001
acid_tale__gmos_pH7__1,1.7388297461,-0.8630259650000001,0.42960406300000004,-0.12245240500000001
acid_tale__gmos_pH7__2,1.6842624972,-0.88654725,0.444629313,-0.11016321500000001
acid_tale__gmos_pH5__1,1.6532739573000002,-0.9679827440000001,0.650228023,0.258050795
acid_tale__gmos_pH5__2,0.4954673531,-0.9221933520000001,0.7174304530000001,0.214724405
adnB__wt_adn__1,-0.43942667490000004,-1.657207464,-0.41595584700000005,0.525156825
adnB__wt_adn__2,-0.802509832,-1.4371845140000001,0.229595813,-0.230701535
adnB__delydhB_adn__1,-0.5425723216,-1.585086714,-0.53031891,0.7912719850000001
adnB__delydhB_adn__2,-0.060546085400000005,-1.50492548,-0.264506101,0.263191565
ytf2__wt_glc__1,-0.0591059699,0.023689569,0.207994233,0.049464605
ytf2__wt_glc__2,-0.13389154890000002,-0.042867556,0.253845453,0.228083955
ytf2__ybcM_glc__1,-0.3809672596,-0.6295104410000001,0.49687887300000005,0.6497454850000001
ytf2__ybcM_glc__2,0.6929933449,-0.530309471,0.5496294230000001,0.597850285
ytf2__ydhB_glc__1,0.44370079760000003,-0.40100035500000003,0.326151603,0.7921500050000001
ytf2__ydhB_glc__2,-0.26803100420000003,-0.28683147000000003,0.395503043,0.687099105
ytf2__yfeC_glc__1,-0.42308745610000004,-0.29869923600000003,0.20829614300000002,0.459227755
ytf2__yfeC_glc__2,-0.2422250565,-0.212860125,0.37606821300000004,0.594893945
ytf2__yciT_glc__1,-0.2641332683,-0.5353711480000001,0.459934233,-0.048493855
ytf2__yciT_glc__2,0.1801879315,-0.48856054400000004,0.517486403,-0.077813195
ytf2__ydiZ_glc__1,-0.546731765,-0.368873029,0.28184425300000004,-0.258789885
ytf2__ydiZ_glc__2,-0.34845012200000003,-0.262663425,0.281401713,-0.312792925
ytf2__ynfL_glc__1,-0.3626629498,-0.144388136,0.510756223,0.42990684500000004
ytf2__ynfL_glc__2,0.038712018,-0.188265388,0.523190413,0.347088265
misc2__dellon_glc__1,0.175112915,-0.346846451,0.48724811300000004,0.251723305
misc2__dellon_glc__2,-0.3808994383,-0.170090556,0.21544195300000002,0.612739765
ytf3__wt_glc2__1,-0.1193710677,-0.467589195,0.456262873,-0.215305075
ytf3__wt_glc2__2,0.1138670178,-0.49163941800000005,0.5116651830000001,-0.21921100500000001
ytf3__wt_pH7_lactate__1,-0.1506581528,-0.655751659,0.560872303,-0.35766615500000004
ytf3__wt_pH7_lactate__2,-0.2434335793,-0.793558659,0.553273863,-0.386588745
ytf3__wt_pH55_lactate__1,-0.1768561834,-0.698578943,0.778064203,0.24783653500000002
ytf3__wt_pH55_lactate__2,-0.237053056,-0.5633349040000001,0.7423117130000001,0.23684876500000002
ytf3__wt_pH55_HCl__1,-0.4108456548,-0.5427034390000001,0.615049543,0.055893475000000005
ytf3__wt_pH55_HCl__2,0.2455354357,-0.466894415,0.6014201330000001,0.10318142500000001
ytf3__dyieP_pH7__1,-0.45913873310000003,-0.443528548,0.47916943300000003,-0.056106615000000006
ytf3__dyieP_pH7__2,-0.23043394790000002,-0.421033788,0.424966693,-0.07265621500000001
ytf3__dyieP_pH55__1,-0.29729306310000003,-1.173681036,0.439007113,-0.24658312500000001
ytf3__dyieP_pH55__2,-0.2277084828,-0.669688503,0.623551333,-0.565017465
