,A,Fnr,NarP,ModE,NarL
SRX5694280,5.1637967506999995,-1.2905505804000001,-1.1287978512,0.1117949941,0.8811496315
SRX5694281,-0.7734888627000001,0.4743514224,0.1035965041,0.6883575902,0.5259159415
SRX5694282,1.3463888565,0.8302627999000001,1.1049926991,-0.1654834633,-1.1704676525
SRX5694283,5.5842775436,-0.8002749045,0.0806093745,-0.1058796412,-0.1456506972
SRX5694284,3.5777334225,-1.6551107114999999,0.0014017051,0.1326345823,-0.0240085228
SRX5694285,2.7316569802,0.21844817860000001,-0.1979834949,0.20620982840000002,0.5443759374
SRX5694286,8.5085841828,0.0879280571,-0.1569156836,0.1054862971,0.9783104235000001
SRX5694287,2.8917863946,0.8900785727,0.3661053718,0.8495601374,0.7166860521
SRX5694288,2.6975894859,-0.0313845657,-0.2629685692,0.150038526,-0.0818044565
SRX5694289,3.0571836179,-0.4150383489,-0.4385959025,0.32954007700000004,0.2538442496
SRX5694290,0.4326276513,0.2272209504,-0.28319217420000004,0.3095802274,-0.32002223220000003
SRX5694291,-2.5262557412,0.16806743940000002,-1.6058511883,-1.6851507510000001,-1.4231800896
SRX5694292,-0.6948049693,0.40832126950000003,0.21582440830000002,0.8120301827,0.371962511
SRX5694293,1.5824069428,0.0877333852,0.1165515869,0.6291869136,0.040928029000000005
SRX5694294,-1.350997475,-0.1654402185,-0.2907956102,0.7834977429000001,0.3072546497
SRX5694295,2.9219449281000003,-0.12067474560000001,-0.4398574484,-0.31931813810000004,0.3371132867
SRX5694296,-0.43948672600000005,0.1613415464,-0.3527733799,0.6714659299,0.3899857407
SRX5694297,-6.4357854368,0.257224454,1.3288510418000001,0.3412381087,-1.9056921008
SRX5694298,1.9158560952,0.047755995,-0.7089910410000001,0.26069538140000004,1.3605355026
SRX5694299,-2.1207096065,-0.1308553567,-0.2711287174,0.35760615970000004,-0.1621879518
SRX5694300,4.930405153,-0.3609283863,-0.5093581558,-0.1967167634,-0.4011629601
SRX5694301,-1.0132604075,0.20815252,0.0364477442,0.875325931,0.6602530221
SRX5694302,-0.1389170522,0.0028938907,-0.25856244240000004,0.0888382409,-0.3741219792
SRX5694303,0.3462790622,0.11078089020000001,0.0550519451,-0.0911288918,-0.3082369024
SRX5694304,5.8896862364,-0.2836689398,-0.32598421250000004,-0.12013436370000001,-0.3006640419
SRX5694305,-0.7300210929000001,0.0804674744,0.4420436025,-0.5481340434,-1.1971011775
SRX5694306,-0.8706844106,-0.2221077391,-0.2643984723,1.3284817804,1.5801977473000002
SRX5694307,-2.0681485494,0.6605546913,1.5217850224,-0.5498760255,-0.884127384
SRX5694308,-1.3519586871,0.030807355300000002,0.0190431771,0.1081202426,-0.452432223
SRX5694309,4.1985325216,0.1635488437,-0.33719525100000003,-0.6561122426,-1.3563246039
SRX5694310,-6.2227680462,-0.4774994905,-0.4628079016,-0.3407543255,-0.6817547788
SRX5694311,0.2599988514,0.0987552064,0.4495089318,-0.6262902914,-1.3195528967999999
SRX5694312,1.8224764502,0.2741965069,0.1744438962,1.3910286635,1.3047365667
SRX5694313,1.2448813281,0.12295077100000001,0.008755924600000001,-0.3168370293,0.0825550003
SRX5694315,2.6506129941000003,-0.3737381984,0.2622974283,0.0539939969,-0.2047876144
SRX5694317,-3.8870451357,1.3424886167,1.059662953,1.1873022037,0.6570030657
SRX5694319,4.1698098563,0.09932130680000001,-0.5126311683,0.2552121249,-0.0042746708
SRX5694320,-2.5611344282,0.0559133562,-1.7429741852,-1.4623448344,-1.6268601596
SRX5694321,2.2676192856,-0.2242105774,-0.4913291436,0.09241705680000001,-0.2149626757
SRX5694322,-5.4567535506,0.41129122560000003,0.405030378,1.3142550761,-0.0023401669
SRX5694323,0.2513873835,-0.2049744387,-0.7977427117,-0.4226563909,-0.1358000564
SRX5694324,-4.0823072623,0.1866328231,0.5384543401,-0.1523690513,-1.2077453185
SRX5694325,-1.3134229913,-0.8589924069,0.1082156185,-0.2043677857,-0.4745572525
SRX5694326,7.0724541174,-0.18501779240000002,-0.0427401263,0.1047414691,0.7236428398
SRX5694327,-8.0391032317,-0.3986390476,-0.0107323025,-0.37707445040000004,-0.4942506949
SRX5694328,3.0297670579,-0.11461450370000001,0.2506141943,0.3384862028,-0.1796711266
SRX5694329,-0.2215514267,0.1534325597,-0.2171867614,0.31568849920000003,-0.23408638040000002
SRX5694330,0.1947876466,0.4256416268,0.2987113913,1.6903802333,1.4636209179000002
SRX5694331,-0.8151502213,0.1918842788,-0.2025213412,0.5170240601,-0.0738028359
SRX5694332,2.0542792031,0.2575678173,-0.020084199100000002,0.08620028090000001,-0.2211989576
SRX5694334,-1.9018734194,0.7809611414000001,-0.1599746149,0.0379090112,-0.32526084780000003
SRX5694335,-1.1120568945,-1.0905972262999999,0.9545101337,-0.9211461547,0.9832435012
SRX5694336,-0.2090494463,0.0295461953,0.2129200557,-0.674353543,-1.741102497
SRX5694337,5.1638546667,-0.9098451584,-0.3919223859,-0.5656035777,0.3338762417
SRX5694338,-0.0398522687,0.11093211330000001,0.19983134200000002,0.5266171302,0.356397116
SRX5694339,3.9844824258,-0.2660034833,-0.40460818390000003,0.3130975669,-0.2272100971
SRX5694340,6.6572269345,0.1360391327,-1.2809293815,0.34825109530000004,1.7463769081
SRX5694341,-1.9400901406000002,0.3253789217,1.0805292125000001,-0.3492791139,-0.3890854292
SRX5694342,-3.1674908643,0.33467356740000004,1.4267336037,0.2716295325,-1.6884538489
SRX5694343,-0.44207980410000003,-0.7654036895,0.4273007978,0.0290295453,0.6145146939
SRX5694344,-1.5282440305,0.0720316185,-0.1459043831,0.4239427592,-0.335661769
SRX5694345,2.0286973403,-0.1127364899,0.1586559508,0.197120701,-0.1154299023
SRX5694346,1.4296627592,-0.1452747475,-0.4885066871,0.21351301520000002,0.0956653423
SRX5694347,1.2151889531,-0.2103049645,0.0296494853,0.4507695318,0.23881420290000002
SRX5694348,-1.7307652998,0.6194313426,0.4304443738,1.0954433749,0.6441814068
SRX5694349,0.3603687868,-0.0340580552,-0.3569003075,0.1282388285,0.44933268930000003
SRX5694350,-2.0836514491,-1.5589165824,0.4464629396,-1.5949116485000001,1.197837956
SRX5694351,0.6973689345,0.2389667466,-0.0915679966,-0.4559342638,-0.7705163065
SRX5694352,-2.7655549722,-0.1301723133,-0.7656583164,0.07718769140000001,0.42316666420000004
SRX5694353,4.9239394926,0.0567992999,-0.07555889040000001,0.5071701109,0.37644281350000003
SRX5694354,-0.46895133910000003,0.4463184544,-0.4933719915,0.7800406671,0.3676884166
SRX5694356,5.3963495258,-0.011770757000000001,-0.5430244888,0.5052972719000001,0.3141558765
SRX5694357,-6.3098959161,0.4703427457,1.7156796893,0.2407619684,-0.7713514634
SRX5694358,-0.5872650435,0.7891519738,-2.0543147824,-1.3550079631,-1.9558634060000002
SRX5694359,9.423632389,0.0823465979,-0.4253322949,-0.1216305679,1.2346799578
SRX5694360,10.0623458044,-0.21446519260000002,-0.40653318660000004,0.1067975761,0.5304175659
SRX5694361,-5.4963804481,0.5545946817,0.5058802737,1.6704430975,-0.48062680010000003
SRX5694362,0.0408992235,-0.1556899832,0.058172736600000004,1.7262955685999999,1.4968619098
SRX5694363,-3.1972015695,0.40866825960000003,-0.3005954981,0.345240836,-0.2002604006
SRX5694364,2.5356004175,-0.0307498051,0.095882878,-0.8691085540000001,-1.8801459853
SRX5694365,-3.0111271479,1.8984960352,-0.9136579141000001,1.6862180555,1.5862913974000001
SRX5694366,1.2074651585,0.11935505780000001,-0.7939913125,0.33382177100000004,-0.2314427329
SRX5694367,-0.5563593359,-0.7716038602,-0.0712362409,-0.1181278632,-0.6522742559
SRX5694368,3.3424427558,-0.1062377801,-0.1621612355,-0.029473524,-0.49739226270000003
SRX5694369,4.373879031,-0.0429042057,-0.0158619037,0.5844432967000001,0.6304378737
SRX5694370,4.9568764704,-0.1697118587,-0.0407747313,0.222366411,-0.1934353014
SRX5694371,5.348092309,-0.046749594000000005,-0.2011381768,-0.6488912826000001,-1.5593456345
SRX5694372,9.5490460834,0.060263538500000005,-0.571705648,0.24351422320000002,1.3837328354
SRX5694373,-0.9529041627,-1.4686879149,0.5616910901000001,-1.4017012266,1.0818833664
SRX5694374,1.9034864487,0.2258676651,-2.1742655912,-1.2986423598,-1.3957788496
SRX5694375,2.0293242375,-0.0180107938,-0.1130217979,0.3378535466,0.2339403894
SRX5694376,-2.4730221254,0.12440957970000001,-0.7274217628,1.4517583971999999,1.5570266128
SRX5694377,-1.630052094,0.7205527484,-2.278213256,-1.2229568063,-2.0014040988
SRX5694378,10.5165543657,-0.064859922,-0.6882414568,0.274118401,0.6053981366
SRX5694379,7.5690688704,-0.0946227506,-1.3066296088,0.28809658660000004,1.604092458
SRX5694380,3.5508590301,-0.1504039911,-0.8226361050000001,0.27866624570000004,0.6228761494
SRX5694381,-7.4157062462,1.0932260792,2.1943823936,-0.0224184758,-0.8243217897
SRX5694382,0.42995315170000004,-0.3495048284,0.3364447853,0.4582658318,-0.6210031891000001
SRX5694383,2.1927039692,-0.19216870800000002,-0.32548817700000005,0.5343813507,0.46369876390000003
SRX5694384,-0.7135247246,0.2508705046,-0.0572439946,0.6842692165,0.0115520281
SRX5694385,0.12484505330000001,1.0236963855,0.9599814641000001,1.4324266963,-1.044426633
SRX5694386,-2.4745503601,0.8645055481,0.8907982246,-0.1404471612,-0.46185970600000004
SRX5694387,0.9766333888000001,0.1051428429,-0.2457727821,0.2490167539,-0.3703789377
SRX5694388,-4.2224631508,0.2708431966,0.4003051926,-0.3154206552,-1.1513063757
SRX5694389,3.2594345224,0.2606390819,-1.0962010883,0.45015010910000003,1.4684025725
SRX5694390,0.5744460688,0.3504676022,-0.1483909361,0.7751591194,0.3922415131
SRX5694391,-4.318026146,1.4535275098,0.3407571019,1.2852020633,0.6149460887
SRX5694392,1.8779835328,0.0944210472,-0.4340730082,0.5456820485,1.2176890491
SRX5694393,-0.5814292254,0.2067024995,0.0149469388,0.6007059065,0.0786879999
SRX5694394,-0.08192954520000001,0.5219782296000001,0.3048665491,0.44414627030000003,0.4392596675
SRX5694395,-3.0432497793,0.5121052174,-0.41623245750000004,0.6060512374,-0.2137913818
SRX5694396,0.1574225286,0.28659288180000003,0.287914174,-0.1306306904,-0.9419717976
SRX5694397,-4.4568226225,0.2130377387,-0.39581197770000004,0.37797055360000004,0.1814334535
SRX5694398,-1.5147110611999999,0.1522575818,-0.018352238400000002,0.5333886878,0.48796528650000004
SRX5694399,-0.1408684144,-0.35454569550000004,-0.2326673726,0.7167790890000001,0.3898016124
SRX5694400,8.8726811224,-0.3062884087,-0.2546286108,0.0896397323,0.9646124930000001
SRX5694401,2.2892984585000002,-0.0252304237,0.3950960525,0.6365125064,0.3186268997
SRX5694402,-1.8629107802,0.7271274121,0.8610139065,-0.47395596830000003,-0.6661033798
SRX5694403,3.0544497581,-0.903332961,-0.6986074468,-0.44728802240000004,-0.5742892551000001
SRX5694404,-0.9841780469,0.6936041281,-0.0320350164,0.6501941196000001,0.2068721395
SRX5694405,0.8371927985000001,-0.7666040526,0.5155815996,-0.3494389364,0.8425442237
SRX5694406,6.2390685086,0.2468405504,0.5002942189,-0.22315787650000002,0.10017048020000001
SRX5694407,8.4486636757,-0.4892115863,-0.1905824414,0.0760532049,0.6332738483
SRX5694408,3.4977301935,-0.129152751,0.1163194805,0.0520037584,-0.0869541332
SRX5694409,-4.3909992561,0.2983443387,1.7408995561,-0.0655653623,-0.46924192730000003
SRX5694410,-1.0127452315,0.12871355610000002,-0.4592834108,1.5679871246000001,1.6275674107
SRX5694411,1.852360679,1.4088048351,-0.1690616091,0.245604595,0.0717431857
SRX5694412,-0.9729335545000001,0.08708125080000001,-0.2498896414,0.3722676616,0.1418999508
SRX5694413,0.5911342088,-0.42460153910000004,-0.5528055072,1.3668967931,1.3045613756
SRX5694414,-7.5632805327,0.9037219768,2.2058813019,0.2720448583,-1.2192577822
SRX5694415,0.48934503760000003,0.35278275610000004,-0.1029181706,0.35148037930000003,0.5364471703
SRX5694416,0.3614705567,-0.1301828894,0.0928433494,-0.1224246742,-0.0076170702
SRX5694417,1.4763316794999999,0.1499766492,0.3896896489,0.6942297686000001,-0.27625373140000004
SRX5694418,-1.4041591559,0.8640746426,0.5028083919,-0.018163912600000002,-1.0222917741
SRX5694419,1.5149264118999999,-0.014793680600000001,0.365963601,-0.6644419228,-1.5087092232
SRX5694420,-1.103998967,-0.0468660871,-0.015579095400000001,0.0224810038,-0.5589211898
SRX5694421,1.8444418403,0.1322961821,0.010017483300000001,-0.13211430570000002,0.068627529
SRX5694422,-0.9362928721,0.619159111,0.3834222818,0.5959873429,0.23941269040000002
SRX5694423,4.4513815937,-0.0780351353,0.0265362937,-0.11172140800000001,-0.3793496945
SRX5694424,-0.7604134814,-0.5733023752,-0.0006106717,-0.0485226667,0.09514280300000001
SRX5694425,0.9425162990000001,0.3346755523,-0.0340331285,0.6583367789,0.3216977505
SRX5694426,1.4725901292,0.6157335293,-0.0924264459,0.014076712000000002,-0.3478318655
SRX5694427,1.3140568027000001,-0.029816820400000003,0.1401014203,0.0037722519,0.1757205838
SRX5694428,0.722547673,-0.1057688244,0.4136077099,0.8503323787,0.36504344
SRX5694429,0.7923894834,1.4863412037,0.41166055090000003,0.065041547,-0.3366484642
SRX5694430,0.2985665987,-0.0200467158,0.290420389,0.2650919239,0.1457238569
SRX5694431,-4.2325163701,0.6682181821000001,-0.026877961500000002,0.6542792861000001,-0.173456255
SRX5694432,10.6205105561,0.1093383753,-0.6890810196,0.1830482467,0.9764181073
SRX5694433,0.7580191018,-0.42024945410000003,-0.6267180028,1.309509501,1.219990166
SRX5694434,-1.8031235048,-1.0686406259,0.023222794,0.025603130300000002,-0.4873407738
SRX5694435,3.4492142660000003,0.2624442987,0.8112878752,-0.5667330539000001,-0.14538301080000002
SRX5694436,-5.317235594,0.1838410419,0.5149195637,-0.1167415036,-0.4901782139
SRX5694437,-6.5827752695,1.4458719120999999,-0.0056902956,1.0043362311,-0.08747928320000001
SRX5694438,0.22862919510000002,0.061060066100000004,0.1540817823,0.3573652395,0.5088590205
SRX5694439,1.01658013,0.8339819837,-1.7063568465,0.0491137611,-0.8191870707000001
SRX5694440,-0.3859248927,0.2749615761,-0.1018931029,0.7136323096,0.3838430101
SRX5694441,0.8097381171,0.1675077619,0.058551499900000005,0.49124046520000003,0.1386459591
SRX5694442,-2.2233798747,0.2359552994,0.508330375,-0.1776472617,-1.2035076039
SRX5694443,1.440089972,-0.1143720156,0.2481821528,0.1203394014,-0.32990943310000004
SRX5694444,0.6264025514,0.19924687600000002,-0.0653212837,0.5464989562,0.350365087
SRX5694445,2.5137615835,-0.1930182149,0.23665615350000002,-0.3332144837,-0.8914052882
SRX5694446,5.138205691,0.021624803,-0.156655018,0.5068711812,0.3805848848
SRX5694447,-0.7225364443000001,0.1404174962,-0.5539937017000001,0.5044298082,0.8127445483
SRX5694448,2.5703455138,0.7190717129,0.0412890397,1.7335421085,1.162897535
SRX5694449,1.7538096298,-0.106792127,-0.043983285500000004,0.1816284735,0.12293057980000001
SRX5694450,0.7420087280000001,-0.5226446066,-0.837478848,0.5657694921,1.0434381186
SRX5694451,-0.7476161008000001,-0.9448240483,0.20612679420000002,0.0826401606,-0.3811294766
SRX5694452,1.273358175,0.3519942873,0.0669940348,-0.1840936303,-0.7681838617000001
SRX5694453,-0.097085793,-0.3420308308,0.2338642226,1.331956183,1.4810631343
SRX5694454,-0.7485667105,0.2237971175,-0.314286656,0.7849183648,0.12666160140000002
SRX5694455,2.1332577067,-0.09366302650000001,0.30369183520000004,-0.6913532341,-1.2428560724
SRX5694456,-0.1641926977,0.1884711132,0.3193403033,0.522222733,-0.2609186745
SRX5694457,2.2646090955,0.1897163396,-0.0628284169,0.452443146,-0.0755452092
SRX5694459,4.0260106771,0.46955750020000003,0.12083716870000001,0.6867453649,0.2225884108
SRX5694460,6.6708105952,0.079054857,0.5095976258,-0.3132446535,0.16663621180000002
SRX5694461,10.3580764741,0.1562169847,-0.6153736838,0.2254458657,1.1260659392
SRX5694462,-1.8042496635,0.5560831223,0.9407883296,0.1626749766,0.0273460971
SRX5694463,-0.8584788258,0.16093619850000002,0.33154591510000003,0.4174117141,-0.1009953331
SRX5694464,7.068449838,0.21465859110000002,-0.13628430860000001,0.2553306354,0.8172587432
SRX5694465,5.6962280104000005,-0.4506960218,0.0314684843,0.1191090056,0.32986084450000003
SRX5694466,-3.3985917985,1.4078249743,0.413486717,0.572887943,0.4043260756
SRX5694467,0.638934878,-0.024926434900000002,-0.0282957154,0.2413393563,-0.2090247448
SRX5694468,-3.1516261005,0.28331731590000003,-1.9134377318,-1.279298284,-1.6490916468
SRX5694469,-1.2639320555,0.1656484172,0.265417628,0.2983603631,0.5836041919
SRX5694470,-0.7170739296,0.0397621094,0.1340280114,-0.0073403223,0.07538422110000001
SRX5694471,6.6177243801,0.0295181061,0.18859774980000002,0.1805855089,-0.2137039597
SRX5694472,2.3943635635,0.6765520599,-0.059400394100000004,0.1546295476,-0.2134462412
SRX5694474,-0.5007445006,-0.1313395527,0.2933822076,-0.0675901896,-0.2306398724
SRX5694475,1.6369617709000002,-1.1849000443,0.3123219671,0.2674816518,-0.5936463758
SRX5694476,0.5447174174,0.1917764428,-0.0031438663,0.7238910025,0.11993875400000001
SRX5694477,7.2495503207,-0.1254083886,0.2423279025,-0.2974565288,0.237909008
SRX5694478,6.1202029739,0.0413045956,-0.5005520718,0.4169401043,1.8895943154000001
SRX5694479,0.0967818753,-1.2130654544000001,0.7426737131000001,-0.6787149323,1.2509991628
SRX5694480,1.2800860112999999,-1.1475451275,0.27292572190000003,-0.8891469509000001,1.1704671685
SRX5694481,1.6991356376,0.23990241980000002,-0.6835124446,0.3110710304,1.3514043206
SRX5694482,3.2429851263,-0.042177127,0.2227351699,0.2982337802,0.0185558471
SRX5694483,3.1673948366,-0.341587067,-0.1303429931,0.195054197,0.32390818520000003
SRX5694484,6.4885547534,0.1067217318,-0.3281104416,-0.0358773718,0.4918307497
SRX5694485,-3.7460736772,1.3284647298,0.669386147,1.5570650109000002,0.5095991614000001
SRX5694486,1.3609443802,0.13667702310000002,-0.1032763376,0.3603399329,0.1723091054
SRX5694487,4.9032156713,0.0400555976,-0.391191184,0.2563986118,0.5866863516
SRX5694488,-1.650895121,0.1579017148,0.0433225165,0.4890009878,0.2516220524
SRX5694489,3.8349514463,-0.2295144067,-0.0822340267,0.2419019131,-0.45374010200000003
SRX5694491,7.9948401659,-0.40999634500000004,-0.39758810980000003,-0.2087597689,-0.0785225256
SRX5694492,3.2250875708,0.41635551470000004,0.2796769723,0.19689376520000001,-1.0671567044999999
SRX5694493,-2.6675848265,0.8852669989,0.3154495637,-0.5094430080000001,-1.70122574
SRX5694494,7.8478025656,0.47019160320000003,-0.1567050139,0.1600284129,0.7365673686
SRX5694495,-1.2278643585,0.4263555999,0.25672949910000004,0.7854811777,0.0122959707
SRX5694496,1.692772314,0.0158778074,0.06226066,0.408114864,0.0259563891
SRX5694497,-0.5146324781,-0.353805546,-0.112832369,-0.22225925740000002,-0.3540785295
SRX5694498,6.5259104121,-0.0949833372,0.11683842480000001,0.3908116767,0.8158985592
SRX5694499,-1.2521980223,-0.0402154183,0.2647912297,1.5236148465000001,1.3660196396
SRX5694500,7.2230688427,-1.0545825032,-0.8065799365,0.0752444555,1.5077788525
SRX5694501,3.0509132473,0.0329465014,-0.1598786858,0.09705425250000001,0.2878216163
SRX5694502,4.214186296,0.49062571110000003,0.27387657400000004,1.5121964594000001,1.742029518
SRX5694503,-0.6426653541,-2.5030278976,-0.5923781759,0.9638417502000001,0.2939771813
SRX5694504,1.6664482550000002,0.22288803100000001,0.10925864490000001,0.4543483547,0.1611020242
SRX5694505,-0.4009196722,0.35465275100000004,0.4079449102,-0.3829537028,-1.0212711095
SRX5694506,2.1372492996,0.49303985780000004,0.1601532836,1.8269029803999999,1.581232123
SRX5694507,1.5281585378,0.0909615292,-0.0702656879,0.4391088858,-0.10018570930000001
SRX5694508,1.3458650755,-0.6050113022,0.43724288840000003,-0.2384796774,0.6620764086
SRX5694509,4.7809591719,-0.9469901951,0.18087320710000002,-0.06551133690000001,0.0350527978
SRX5694510,-0.5617951791,0.0893514383,0.153880662,0.0647783054,0.45207968070000004
SRX5694511,0.6011811055,0.533781862,0.1483440338,0.5855224391,0.3259638522
SRX5694512,7.1099474535,-0.5504288499000001,-0.26012634700000004,-0.4353337635,-0.5091000744
SRX5694513,0.2201452587,-1.5708370051,0.6793463926000001,-0.7599708215000001,1.1736352166
SRX5694514,6.6663284189,0.025528003,0.3090511324,-0.3791241688,0.1218603947
SRX5694515,-3.3088477005,1.1960883277,0.9769890414,1.8652685028,-0.1781436395
SRX5694516,2.2915234936,0.7337960436000001,-1.9046520286000002,0.1445414488,-0.6037946919
SRX5694517,6.965684743,0.16543111060000001,-0.18290946500000002,0.2137166238,0.12449228870000001
SRX5694518,2.0833149912,-0.3013275018,0.22666953310000001,0.1628329134,-0.1297530696
SRX5694519,3.4658041239,0.0524331097,-0.49146316840000004,-0.18080403690000002,0.1017590336
SRX5694520,-0.4686991293,-0.1296792457,-1.3965243966,1.9794349218,2.3131630958000002
SRX5694521,2.7364873150999998,-0.1166385846,0.26568074540000003,0.5303229961,-0.07385166500000001
SRX5694522,0.5682114149,0.5228202102,-0.0682673135,0.5551437909,0.406341769
SRX5694523,0.7656826205,0.0620767183,0.0421289971,0.38080797590000004,0.4473448175
SRX5694524,3.9826188893000003,-0.1670867104,-0.1774179105,-0.0434101916,-0.4009290956
SRX5694525,1.670361034,-0.023023933200000003,0.1927662141,0.5534205238000001,-0.1585778277
SRX5694526,-2.139505825,-0.1780022674,-0.8248220413,0.21972866740000002,0.5881761555
SRX5694527,7.0469907755,-1.288192235,-1.0313735085,0.3071487404,1.0121133392
SRX5694528,1.3788713242,-1.1735091948,0.503390396,-1.1158455408,0.9215387213
SRX5694529,2.3042942793,0.4256665049,0.3417763368,1.1342015368,0.7019706149
SRX5694530,0.6408804374,-0.14596955720000002,-0.0009933502000000001,1.4189476348,1.9011813671
SRX5694532,1.6862164146,-0.6767342955,-0.1684387678,-0.5236693856,-0.6610720347
SRX5694533,-2.4713604161,1.5844404703000001,-0.6991910506,2.0048202441,1.8919933899
SRX5694534,-1.0274898838,1.4941188956,0.2050628969,0.07925483500000001,-0.6246931994
SRX5694535,-2.252648786,-0.0048985968,-0.1462267412,1.8280347883,1.9307420204999999
SRX5694536,-0.3682472456,0.23466406990000002,-0.0541559459,0.5626886789000001,0.22299274160000002
SRX5694537,1.6291656865,0.10958004780000001,-0.026848741000000002,0.1669318479,-0.45803047500000005
SRX5694538,0.1578401042,0.2428538366,0.206247063,0.1690329844,0.014430849
SRX5694539,6.3668352258,0.0122195926,-0.9819644596,0.5593729602,2.0435775268
SRX5694540,2.252518895,-0.7705289413,-0.7452941984,-0.5517792923,-0.5492119811
SRX5694541,8.948157954,0.14097936390000002,-0.3387321062,0.0825676506,1.1567118324
SRX5694543,2.3590672614,0.7008066596,-1.6509185606,-0.2465803026,-0.6898733783000001
