,A,Lrp,hns
ecoli_00038,5.2660327895,0.1513594,0.12667077000000002
ecoli_00039,6.5864321828,0.23073662,-0.24249227
ecoli_00040,6.92636033,0.13001687,-0.26696523
ecoli_00041,4.3575220781,-0.30092759999999996,0.18538134
ecoli_00042,4.0413983107,-0.19214711,0.04769501
ecoli_00043,5.4476341592,-0.30941163,-0.25008186
ecoli_00044,5.2919513488,-0.26496448,-0.22467193
ecoli_00045,3.8607078600999998,-0.26036956,-0.42875787
ecoli_00046,3.6264911313,-0.27374641,-0.44294003
ecoli_00047,6.1513255839,-0.35011749999999997,-0.24506315
ecoli_00048,6.2269658051,-0.23017134,-0.18162453
ecoli_00049,2.356312255,-0.18571492,0.0755795
ecoli_00050,2.3737269423000003,-0.619665303,-0.34721862000000003
ecoli_00051,2.6640456614,-0.41678455000000003,-0.19832874
ecoli_00052,2.3975173265,-0.46201224,-0.8712711200000001
ecoli_00053,2.2864310276,-0.45940358000000003,-0.85417863
ecoli_00054,1.5470628654,-0.823787359,-0.44451516
ecoli_00055,1.2852602690000001,-0.6692287650000001,-0.50677285
ecoli_00056,-0.2912219955,-0.31974963,0.07924673
ecoli_00057,-0.3823850727,-0.27927106,0.14440285
ecoli_00058,-2.9420824053,-0.492263198,0.52905826
ecoli_00059,-2.4901006376,-0.40191275,0.50611535
ecoli_00060,-0.19142016720000002,0.06089709,0.34010188
ecoli_00061,-0.5274157249,0.04774304,0.30898115
ecoli_00062,-0.6569401558,-0.24984238,0.40122765
ecoli_00063,-0.5450513787,-0.18606416,0.42220741
ecoli_00064,2.7747473321,-1.768785747,0.24013622
ecoli_00065,2.5224926725,-1.60188357,0.09760655
ecoli_00066,5.946542178,-2.108711887,-0.16485909
ecoli_00067,5.6537788483,-2.047493032,-0.15346479
ecoli_00068,12.2330673859,0.11695164,0.31169691
ecoli_00070,5.7579340567,-0.23467701,-0.4047781
ecoli_00071,5.9933930905,-0.30810333,-0.42564953
ecoli_00072,5.8472953738,-0.32713585,-0.47148023
ecoli_00073,4.4992097926,-0.42433926,-0.011164199999999999
ecoli_00074,5.1005565829,-0.36819001,-0.36310159000000003
ecoli_00075,4.9859388739,0.16952413,-0.71765075
ecoli_00077,3.8449090601,0.02859596,-0.34685613
ecoli_00078,4.533880312,0.48235206,-0.35391567
ecoli_00079,5.5431388412,-0.489868083,-0.9349272999999999
ecoli_00080,5.8454874086,-0.25947829,-0.64709315
ecoli_00081,7.3302704259,-0.16589605000000002,0.01202467
ecoli_00082,0.8920277686,-0.7937532780000001,0.04067145
ecoli_00083,0.6235208170000001,-1.007436182,-0.07536717
ecoli_00084,1.0956621598,-0.7812257650000001,0.03859801
ecoli_00085,1.0336600992,-0.567632298,0.16989901000000002
ecoli_00086,9.7997822323,-0.912469379,-0.5463671
ecoli_00087,9.3936116497,-0.928845298,-0.60164381
ecoli_00088,4.7413099002,-0.14619799,0.08214941
ecoli_00089,4.7048787087,-0.16313055,0.0512861
ecoli_00090,3.3679629818,-0.17590444,-0.21585034
ecoli_00091,3.347338709,-0.07839542000000001,-0.17183222
ecoli_00092,4.1069240481,-0.15020317,-0.03265871
ecoli_00093,5.324706641,-0.14559594,-0.28323202000000003
ecoli_00094,1.9867343847,-1.593807688,0.31083477
ecoli_00095,1.976885346,-1.529605959,0.30948265
ecoli_00096,1.0800816462,0.20338541000000002,0.18085242
ecoli_00097,1.1518663807,0.22428217,0.08944964
ecoli_00098,-1.9768898051,-1.654974314,0.18659112
ecoli_00099,-1.5460852158,-1.659310064,0.17551241
ecoli_00100,1.4252280217,-0.29452587,-0.37339942
ecoli_00101,0.1389702365,-0.23889059999999998,-0.30097453
ecoli_00102,0.0699710481,-0.24658735,-0.31629168
ecoli_00103,5.7648311967,-2.250047412,-0.45813851
ecoli_00104,5.6872593345,-2.232371337,-0.42975629
ecoli_00105,2.8756830325,-0.30661565,-0.03152985
ecoli_00106,2.9016641554,-0.29483978,-0.040884830000000004
ecoli_00107,3.2655292579,-0.26687029,-0.03488165
ecoli_00108,-0.5650186855,0.12869008,0.34118742
ecoli_00109,-0.0345628757,0.08123358,0.31353834
ecoli_00110,1.4395570893,-0.03978781,0.31966295
ecoli_00111,2.1235022199,-0.09250152,0.27001649
ecoli_00112,1.9434099435,-0.02866873,0.29785214
ecoli_00113,2.3879979414,0.23935111,0.69388617
ecoli_00114,2.4752860946,0.08016228,0.6681157600000001
ecoli_00115,2.5256719655,0.0555708,0.75800825
ecoli_00116,-0.0790123288,-0.40847084,-0.15127237
ecoli_00117,0.25779386790000003,-0.43283973000000003,-0.32019692
ecoli_00118,-0.1606798465,-0.42214575,-0.17097684
ecoli_00119,-0.7700008884,-0.37599616,-0.32083217
ecoli_00120,-0.9637430910000001,-0.33779719,-0.3134747
ecoli_00121,-0.40419658540000003,-0.31697267,-0.21876864000000001
ecoli_00122,1.9647580528000002,-0.24442594,0.02966842
ecoli_00123,1.6088169021,-0.40478448,0.02537553
ecoli_00124,1.8472747629000001,-0.24804841,0.04325833
ecoli_00125,-0.4932539321,-0.25690686,1.3683247600000001
ecoli_00126,2.2190464439,-0.028286199999999997,0.77320914
ecoli_00127,2.4309063544000002,-0.32551995,-0.10871099999999999
ecoli_00128,1.1612197299,-0.46284116000000003,0.65606547
ecoli_00129,3.4217600742,-0.30673697,1.92126842
ecoli_00130,1.4971588857,-0.13352759,1.12685818
ecoli_00131,-1.311598914,-0.44090492000000003,0.12353771000000001
ecoli_00132,-0.8955987761,-0.18141898,-0.67670802
ecoli_00133,-3.3278976897,0.02694655,-0.68423688
ecoli_00134,-2.6060537096000003,-0.10089377000000001,-0.10393026
ecoli_00135,1.7156675127,-0.45554957,-0.38124682
ecoli_00136,1.802847655,-0.17557376,0.01100023
ecoli_00137,2.8170176222,-0.34553532000000003,-0.12419577
ecoli_00138,-3.3853456247000002,-1.106744179,-1.13007257
ecoli_00139,-3.2554148656,-0.45454868,0.012841430000000001
ecoli_00140,-3.2795441377,-0.28569004,1.16128745
ecoli_00141,-0.1730588084,-0.27727535000000003,0.21495588000000002
ecoli_00142,1.0915584829,-1.123708629,-0.40042136
ecoli_00143,6.6842318952,-0.32933045,0.25344146
ecoli_00144,4.5131605597,-2.208593492,-0.60755293
ecoli_00145,7.429644811,-1.22288826,0.28186954000000003
ecoli_00146,-0.5770805952,-0.26204188,0.22923629
ecoli_00147,-0.4017304615,0.08305934,0.33127166
ecoli_00148,3.1066876684,-0.28219376,0.4004929
ecoli_00149,3.9500357758,-0.5586294470000001,0.13415038
ecoli_00150,2.0943501796,-0.01839781,0.2516189
ecoli_00151,-0.0639937617,-0.788568907,-0.18116071
ecoli_00152,0.9947294150000001,-0.504243603,0.09598591000000001
ecoli_00153,5.3789647311,-0.4955059,0.12971208
ecoli_00154,4.2085432068,-0.781212087,0.01525645
ecoli_00155,5.1939898678,-1.081478057,0.06730452
ecoli_00157,3.0459147508,-0.5697957290000001,0.13046633
ecoli_00158,3.4062733623,-0.560090508,0.17749527
ecoli_00159,4.457691792,-0.8671927960000001,-0.47130745
ecoli_00160,5.0784200763,-0.38103017,-0.31135607
ecoli_00169,3.4891707072,0.06347384,-0.08233707
ecoli_00170,3.7211033052999998,0.00921479,-0.07183076000000001
ecoli_00171,1.8861767315,-0.15474256,-0.019951299999999998
ecoli_00172,2.8112982383,0.17742326,0.21698171
ecoli_00173,2.2595845228,0.25443381,0.11541416
ecoli_00174,2.8141326338,0.40943524000000003,0.21647351
ecoli_00175,1.1143061808,-0.43020659,0.81053766
ecoli_00176,1.2162541099,-0.6894574240000001,0.9543906999999999
ecoli_00177,-2.0179001994,-1.38914273,-1.22130921
ecoli_00178,-2.5920959161,-1.728700302,-1.31632128
ecoli_00179,3.5213746987,0.49080945000000004,0.57166761
ecoli_00180,3.5148652904,0.42829762,0.53828122
ecoli_00181,4.0769564855,0.03236606,-0.045095090000000004
ecoli_00182,4.2778795767,0.00803655,-0.11313505
ecoli_00183,3.002512361,0.28264288,0.05643903
ecoli_00184,3.3484177732,0.32083455,0.09295959000000001
ecoli_00185,3.1822995978,0.058785,-0.29743363
ecoli_00186,3.2218331728,-0.00912936,-0.30489725
ecoli_00187,2.8498657024,-0.0365714,-0.17966607
ecoli_00188,2.683956248,-0.08693455,-0.27952053
ecoli_00189,3.3932678755,-0.02905121,-0.0527758
ecoli_00190,3.2124583347,0.059710030000000004,-0.01692324
ecoli_00191,3.0396471102,-0.08445652000000001,0.34118301
ecoli_00192,3.1869190131,-0.30024594,0.21316321
ecoli_00193,6.4949232438,0.27143482,0.10117201
ecoli_00194,6.435175521,0.30022169,0.10903987
ecoli_00195,7.7879777145,0.10733268,-0.24890779000000002
ecoli_00196,5.0587114743,0.48952253,0.27960287
ecoli_00197,4.7908187877,0.46172305,0.22180329999999998
ecoli_00198,7.742801221,0.15487786,-0.23934728
ecoli_00199,3.1111019484,-0.17537371000000002,0.01989655
ecoli_00200,3.925575173,-0.07718896,0.09547226
ecoli_00201,3.3327179559,-0.0800705,0.16531805
ecoli_00202,3.791396132,-0.1430551,0.22712904
ecoli_00203,3.1413924542,-0.29998502,0.28680958
ecoli_00204,3.6923304555,-0.26181165,0.2889651
ecoli_00205,3.3150395248,0.24298552,0.1994165
ecoli_00206,3.3887991778,0.35132101,0.42849138000000003
ecoli_00207,6.0016164827,-0.20330401,0.19385859
ecoli_00208,5.7706914121,-0.29169976000000003,0.30122833
ecoli_00209,0.8974418917,-0.08912223,-0.04215271
ecoli_00210,0.6021629174,-0.01004875,0.02936957
ecoli_00211,2.0460984602,-0.02918246,0.02575863
ecoli_00212,1.537561276,-0.11547148,0.03968198
ecoli_00213,4.2168883844,0.17370274,0.09406905
ecoli_00214,3.7161614329,-0.21776249,0.07805088
ecoli_00215,3.3411596114,-0.07307209,0.00406018
ecoli_00216,3.2870352595,-0.03263652,0.05017509
ecoli_00217,4.6868502847,-0.05516978,0.37663584
ecoli_00218,3.5601436442,-0.37959796,0.39817674000000003
ecoli_00219,2.2661162356,-0.17940493,-0.09853427000000001
ecoli_00220,2.7800853206,-0.1263042,-0.02743988
ecoli_00221,7.0023409336,-0.0622388,0.15940042000000001
ecoli_00222,5.6931007812,-0.06653646,0.03568397
ecoli_00223,4.6496212547999995,-0.1669341,0.36379797
ecoli_00224,4.2915096657,-0.17797947,0.30074286
ecoli_00225,4.4587639708,0.31964699,0.10183973
ecoli_00226,3.7947432808,-0.11753828000000001,0.09501646
ecoli_00227,5.9357405655,0.07226071,0.11158181
ecoli_00228,5.4168725621,0.06248798,-0.00186133
ecoli_00229,12.2595849579,-0.02970654,0.32387251
ecoli_00230,12.321008167,-0.06966261,0.19151242000000002
ecoli_00231,14.3526930133,-0.31138188,0.08330283000000001
ecoli_00232,14.3767740675,-0.23852831,0.028688480000000002
ecoli_00233,4.3552331876,0.09487494,-0.34505653000000003
ecoli_00234,3.7814215225,0.11269868,-0.16205876
ecoli_00235,11.4495330467,-0.6702027690000001,-0.65360257
ecoli_00236,11.3243288799,-0.8400275580000001,-0.58392917
ecoli_00237,1.580548694,-0.20800443000000002,0.27096116
ecoli_00238,1.0411836959,-0.17410899,0.30555157
ecoli_00239,2.1310890281,-0.29801178,0.30606739
ecoli_00240,1.9977008512,-0.27174836,0.2925336
ecoli_00241,-0.2190535952,-0.38475493,0.19869952
ecoli_00242,-2.1445204585,-0.03855089,0.51625692
ecoli_00243,-2.189872465,0.01776822,0.5810062
ecoli_00244,-0.21429287,-0.28835679000000003,0.61983432
ecoli_00245,-0.0912889949,-0.39857271,0.49785502000000004
ecoli_00246,9.283747707,-0.637938282,0.048606750000000004
ecoli_00247,9.508378322,-0.7121514,0.050707470000000004
ecoli_00248,3.3588103078,-0.13741472,0.52019294
ecoli_00249,0.0481494176,-0.551283626,0.17950374
ecoli_00250,0.5969813055000001,-0.58050524,0.30547714
ecoli_00251,-0.3625399487,-0.29434625000000003,0.08149295000000001
ecoli_00252,-0.9510813318,-0.19569644,0.07819712
ecoli_00253,5.5105378257,-0.26436319,0.12701641
ecoli_00254,4.2921234501,-0.18312684,0.18988008
ecoli_00255,-0.45152915050000003,-0.614576156,-0.43513029000000003
ecoli_00256,-1.3083559304999999,-0.7606980680000001,-0.40269031
ecoli_00257,-0.4033833901,-0.5587764740000001,-0.48947408000000003
ecoli_00258,-0.6553083584,-0.6404226040000001,-0.484848
ecoli_00259,-3.7396166397,-0.671023727,0.07345819
ecoli_00260,-4.2534557956,-0.683802274,-0.21992352
ecoli_00261,0.2180489479,-0.18615218,-0.02049633
ecoli_00262,0.0770875204,-0.11331335000000001,0.25204557
ecoli_00263,6.97742598,0.09720816,-0.22828669000000001
ecoli_00264,6.9969641487,0.19116583,-0.24107552000000002
ecoli_00265,6.0229859616,-0.26105259000000003,0.43064452000000003
ecoli_00266,6.3616088049,-0.22935575,0.43061774
ecoli_00267,-1.5538234134,0.10194157,-0.1228372
ecoli_00268,-1.3179090334999999,0.11070787,-0.14411113
ecoli_00269,2.7501849798,0.12408899,-0.33168704
ecoli_00270,2.7754067645,0.04517944,-0.32224971
ecoli_00271,2.6576944994,0.05430786,-0.14761467
ecoli_00272,2.7147010208999998,0.12852993000000001,-0.25834116
ecoli_00273,1.0626785481,0.24063004000000002,-0.24344014
ecoli_00274,1.3740119613,0.21198176,-0.30493191000000003
ecoli_00275,8.367332179,0.16018778,0.09664759
ecoli_00276,8.4680413169,0.09342974,0.11471069
ecoli_00277,2.9775647529000002,-0.26808569,0.38368973
ecoli_00278,2.5086387435,-0.15292358,0.19188632
ecoli_00279,2.3427451684,-0.17273662,-0.2405829
ecoli_00280,1.4413440409,-0.30427998,-0.24703219
ecoli_00281,0.2999005804,-0.963906997,-0.28858347
ecoli_00282,-0.47625783930000004,-0.729987248,-0.13067377
ecoli_00283,4.9823617939,0.35550835000000003,0.37821133
ecoli_00284,4.7972813107,0.37793925,0.46753616000000003
ecoli_00285,6.6220393813000005,-0.08162854,-0.17973696
ecoli_00286,6.124341923,-0.026731460000000002,-0.1649194
ecoli_00287,9.0218264143,-0.16229624,0.26459004
ecoli_00288,8.9673379719,-0.18057665,0.21013319
ecoli_00289,7.8616812943,0.51154067,-0.13487912
ecoli_00290,8.0312032084,0.46337016000000003,0.26804332000000003
ecoli_00291,5.696605698,0.21381844,-0.016185830000000002
ecoli_00292,6.3478394556,0.07591557,0.20783508
ecoli_00293,5.3503651741,0.04561992,0.03883352
ecoli_00294,5.5556021195,0.05912618,-0.11833546
ecoli_00295,7.939767621,0.00533065,-0.10067609
ecoli_00296,7.8117891375,-0.02938775,-0.15854421
ecoli_00297,6.3076527824,-0.01176607,0.08615909000000001
ecoli_00298,6.1748728596,-0.09053855,0.17780839
ecoli_00299,6.0732569948,-0.03138267,-0.03505131
ecoli_00300,6.0220553057,-0.04183174,0.106212
ecoli_00301,0.5892952605,0.33323196,1.01159999
ecoli_00302,0.39184170290000003,0.45691446,1.16864388
ecoli_00303,3.8118602352,0.25037611,0.29644117000000003
ecoli_00304,5.394843546,0.0773232,-0.12114934000000001
ecoli_00305,4.7130651846,0.27674044000000003,-0.01798995
ecoli_00306,4.9188605733,0.11631183,-0.08386119
ecoli_00307,2.788890716,0.0553896,-0.07937957
ecoli_00308,2.6768416667,0.03072981,-0.04388363
ecoli_00309,1.8270121411,0.13318965,-0.27269954
ecoli_00310,1.9659256193,0.08433547,-0.26839107
ecoli_00311,2.8370482647,0.06602767,0.2790379
ecoli_00312,3.8303104069,0.06603256,0.6530912600000001
ecoli_00313,5.4342272648,0.20875959,-0.03241439
ecoli_00314,5.4129659424,0.22473191,-0.01570513
ecoli_00315,2.9551659878,0.09737311,-0.48680802
ecoli_00316,3.1721913393,0.07873335000000001,-0.47175727
ecoli_00317,3.9028757256,-0.17023841,-0.77056655
ecoli_00318,4.0824785143,-0.12017589999999999,-0.69144047
ecoli_00319,-1.7200714133,0.08325838,-0.34360699
ecoli_00320,-2.0218916214,0.01536032,-0.27949188
ecoli_00321,2.4560233424,0.33563127,0.1852025
ecoli_00322,2.4567910579,0.3669557,0.27872811000000003
ecoli_00323,5.5452841388,0.1244222,0.1055782
ecoli_00324,5.6155270648,0.10579559000000001,0.15047999
ecoli_00325,5.2236225755,0.03817485,0.17891101
ecoli_00326,5.0742548457,0.07670667,0.4724368
ecoli_00327,1.622864995,0.44391536000000004,1.72657098
ecoli_00328,1.6270655423,0.26528858,1.6569929700000001
ecoli_00329,1.073953534,0.39307759000000003,1.63065817
ecoli_00330,1.1774722017,0.48729608,1.5797009100000001
ecoli_00331,2.5610108436,0.48082097,0.47199175
ecoli_00332,2.6183289447,0.52501042,0.33791435000000003
ecoli_00333,2.2976128075,0.2120538,0.6051613
ecoli_00334,2.6186222857,0.28869409,0.62997982
ecoli_00335,4.1624482154,-0.03178388,-0.24876196
ecoli_00336,4.3943453521,0.14208676,-0.04567213
ecoli_00337,5.1201244159,0.29004413,0.31002717
ecoli_00338,5.2096850991,0.22931725,0.37485865
ecoli_00339,3.0426157853,0.058007199999999995,-0.14847092
ecoli_00340,2.6109912773,0.10202989999999999,0.11526704
ecoli_00341,2.6218088236,-0.03982716,-0.11060014
ecoli_00342,2.2257307438,0.01314232,-0.06236804
ecoli_00343,5.3709109407,0.41260815,-0.08895912
ecoli_00344,5.3425863438,0.28171779,-0.17289961
ecoli_00345,5.519129403,0.28986345,0.12530344000000002
ecoli_00346,5.0889603785,0.30855238,0.13244052
ecoli_00347,4.206871303,0.34940393000000003,-0.28339365
ecoli_00348,4.2081959347,0.2045978,-0.04200595
ecoli_00349,2.8470726987,0.35848346000000003,-0.10517051000000001
ecoli_00350,1.2991543817,0.50684359,-0.02988282
ecoli_00351,-0.6287545305000001,-0.16785485,0.38759555
ecoli_00352,0.0611260208,0.20122215000000002,-0.08150225
ecoli_00353,3.3275800653,0.42471604,-0.17518016
ecoli_00354,2.2021127603,0.37638763000000003,-0.09743219
ecoli_00355,-5.5908810745,0.21257669999999998,0.5349981500000001
ecoli_00356,-6.0561278049,0.27375419,0.5423251
ecoli_00357,-5.4536254019,0.4458261,0.44407603
ecoli_00358,-5.9711715791,0.41603942,0.42163576
ecoli_00359,7.3399517988,0.55815454,0.22959915
ecoli_00360,3.7254679209,0.62799598,0.36025737
ecoli_00361,2.4937491943,0.79791422,0.39006347
ecoli_00362,0.6009616553,0.95693476,0.55723992
ecoli_00363,4.2241443105,-0.25888674,-0.0120513
ecoli_00364,5.4614439883,-0.03890048,0.14660583
ecoli_00365,0.0325979863,-3.008981241,0.17684793000000001
ecoli_00366,0.6976052675000001,-3.04641655,-0.06617892
ecoli_00367,0.1830564671,-2.751771626,-0.0631098
ecoli_00368,0.3605124913,-2.736818597,-0.32598286
ecoli_00369,6.2062361747,-0.16459738000000002,-0.04369507
ecoli_00370,5.5973158517,-0.37902998,-0.28571884000000003
ecoli_00371,1.3197005397,-3.331796678,-0.19421414
ecoli_00372,1.1832680385,-2.924358988,-0.0353843
ecoli_00373,1.1115934068,-3.234400994,-0.13490824
ecoli_00374,1.0787520531,-3.187440226,-0.34945339000000003
ecoli_00375,7.3374790639,-0.605157371,-0.81376161
ecoli_00376,7.1156174612,-0.515767543,-0.79063607
ecoli_00377,0.6148811976,-2.036743429,-1.50652995
ecoli_00378,0.7513840514,-2.167946797,-1.61614049
ecoli_00379,-5.1388124033,-2.415466852,-1.28142286
ecoli_00380,-5.0660093948,-2.494355515,-1.2689553
ecoli_00381,7.0340883244,-0.39921219999999996,-0.72629409
ecoli_00382,7.3075634624,-0.596111169,-0.62723562
ecoli_00383,3.6452173072000003,-2.613070847,-1.3036713899999999
ecoli_00384,2.1119460283000002,-2.593732105,-1.2589567
ecoli_00385,-2.4446229529,-2.286276152,-0.51222599
ecoli_00386,-2.3456545822,-2.3223952150000002,-0.52900271
ecoli_00387,6.250738913,-0.7110936320000001,-1.37249192
ecoli_00388,6.4942391498,-0.74030853,-1.3623085
ecoli_00389,0.4064114984,-2.247825273,-1.799592907
ecoli_00390,-0.7528040316,-2.085224962,-1.44991356
ecoli_00391,-3.549684342,-2.625730985,-1.928008924
ecoli_00392,-3.4080792125,-2.53850969,-1.997976621
ecoli_00393,8.9516194383,0.05014264,0.51599809
ecoli_00394,8.9082851358,0.15686469,0.5427965
ecoli_00395,7.5901441637,0.34877371,0.40571399
ecoli_00396,7.8271550099,0.27855391,0.33394832
ecoli_00397,4.589456311,-0.14284623,-0.14259705
ecoli_00398,4.1044010047,-0.28906252,-0.39243138
ecoli_00399,11.0368559639,0.41202515,0.93068393
ecoli_00400,10.6622064092,0.31564227,0.78858715
ecoli_00401,10.8485834439,0.41067581000000003,0.69304108
ecoli_00402,10.3339263086,0.5526681,0.18212902
ecoli_00403,11.0541011629,0.28582806,-0.07231908000000001
ecoli_00404,10.3650481823,0.31464813,0.14985745
ecoli_00405,9.7679517053,0.48185567,0.56026191
ecoli_00406,10.030035386,0.41281159,0.63790006
ecoli_00407,10.091920144,0.36526211000000003,-0.09473338
ecoli_00408,9.9813884497,0.31662597000000003,-0.046697550000000004
ecoli_00409,11.4966640004,0.19396614,0.030417
ecoli_00410,11.616265354,-0.02294698,-0.12571678
ecoli_00411,11.3994366337,0.37995049999999997,0.47458269000000003
ecoli_00412,11.6037321676,0.39448269999999996,0.47728225
ecoli_00413,12.0140781131,0.42355381000000003,-0.03650874
ecoli_00414,12.1245455684,0.40527485,0.0066776
ecoli_00415,4.7268361074000005,0.1537477,-0.23480724
ecoli_00416,4.2452978048,0.22744643,-0.02788202
ecoli_00417,10.4326653844,0.43443466000000003,0.50038513
ecoli_00418,11.2708062811,0.33584919999999996,0.47754781
ecoli_00419,10.5383746488,0.44365641,0.04207809
ecoli_00420,10.5009512985,0.44066302,0.053441010000000004
ecoli_00421,4.8312344659,0.11084082,0.04597573
ecoli_00422,5.0513951507,0.10588531,0.01640223
ecoli_00423,9.732453595399999,0.29849836,0.7667340500000001
ecoli_00424,9.8133804293,0.13746951,0.68958929
ecoli_00425,10.0802757299,0.4141574,0.30609926
ecoli_00426,9.7766451444,0.43353771,0.39011684
ecoli_00427,8.457937082800001,0.45833565,0.16214705000000001
ecoli_00428,8.2451525973,0.50656561,0.30251183
ecoli_00429,8.1572521138,0.39724289999999995,-0.01743154
ecoli_00430,8.437681457,0.4677558,-0.03989757
ecoli_00431,4.6931931079,0.08368034,-0.00652855
ecoli_00432,4.7253911372,0.15465289999999998,0.01805195
ecoli_00433,4.3797269973,0.11105173,-0.01316454
ecoli_00434,4.6486523546,0.18776469999999998,0.05508608
ecoli_00435,10.1039666954,0.47269569,0.68202985
ecoli_00436,10.3991065048,0.59365433,0.8294365300000001
ecoli_00437,9.4543214212,0.52078546,0.16366318
ecoli_00438,9.4205094148,0.56391793,0.21915571
ecoli_00439,9.4752974305,0.31709692,0.19720695
ecoli_00440,9.3213816299,0.30863949,0.40407201
ecoli_00441,11.8386180302,0.8334462300000001,0.38412738
ecoli_00442,11.838005244,0.81370077,0.49640389999999995
ecoli_00443,9.0296791278,0.85162552,0.04751099
ecoli_00444,8.7109671229,0.77139532,0.12086527
ecoli_00445,4.0547540544,0.46144914000000004,0.0476462
ecoli_00446,2.9489861107,0.53650105,0.14272023
ecoli_00447,6.7264287102,0.08376888,0.4327723
ecoli_00448,6.7873589523,0.14463306,0.37033955
ecoli_00449,8.0144131926,0.10451665,0.57773418
ecoli_00450,7.8622627392,0.00852152,0.43049254000000003
ecoli_00451,8.5261685374,0.18249855,0.32687236000000003
ecoli_00452,8.3178958628,0.10697757000000001,0.42016391000000003
ecoli_00453,10.3740965255,-0.06547885,0.47867913
ecoli_00454,10.3423615156,-0.53392248,0.73401428
ecoli_00455,6.2861417771,-0.5347566690000001,-0.31269492
ecoli_00456,6.1163942982,-0.54468292,-0.20203355
ecoli_00457,6.2738562806000004,-0.553062303,0.01771645
ecoli_00458,6.1307814658,-0.510319517,0.30654788
ecoli_00459,6.6651799532,-0.44218531,-0.01429938
ecoli_00460,6.495348513,-0.45890421000000003,0.01077946
ecoli_00461,0.44176591810000004,-1.665239565,0.00355952
ecoli_00462,-0.4041378909,-1.818222277,-0.11221258
ecoli_00463,3.8390498804,-1.250426864,0.64643297
ecoli_00464,3.6072002727,-1.202072489,0.63278163
ecoli_00465,2.278533405,-2.185871754,0.50218688
ecoli_00466,2.7866438935,-2.153580509,0.49923997000000003
ecoli_00467,1.9138018884,-0.628678901,0.21320014
ecoli_00468,1.7566305534,-0.6334947940000001,0.1969339
ecoli_00469,2.4467813733,-2.381830486,0.56855093
ecoli_00470,2.506311143,-2.47801961,0.45746274000000003
ecoli_00471,2.4129027285,-1.7014559340000002,-0.28121229999999997
ecoli_00472,2.5186250658000002,-1.732787777,-0.31035452
ecoli_00473,5.5037287838,-1.5977228760000002,0.55578499
ecoli_00474,5.1845444823,-1.5849388420000001,0.62389534
ecoli_00475,1.3446702533,-0.935360497,1.23181458
ecoli_00476,1.0368134489,-0.9537663660000001,1.01833016
ecoli_00477,2.0892296227,-0.8746138210000001,0.16065807000000001
ecoli_00478,1.7259357198,-0.800381644,0.28002335
ecoli_00479,6.1082517055,-0.6366868360000001,0.20112823
ecoli_00480,6.4587564178,-0.5992906880000001,0.28447756
ecoli_00481,7.8992185398,0.43902568000000003,-0.0973469
ecoli_00482,7.6935760229,0.41019906,-0.14090949
ecoli_00483,9.3307094681,-0.07928616000000001,0.22264682
ecoli_00484,9.3979862276,-0.20454914,0.21059784
