,A,AmrZ
Bioreactor2:S_3h:2.0,-0.2011479881471065,-0.1877812289999987
Bioreactor2:S_9h:2.0,-0.865643515515966,-0.1013028869999974
Bioreactor2:S_25h:2.0,-0.9303581593385788,-0.1230714099999978
Bioreactor2:P1_25h:2.0,-0.135508527624213,-0.0007325399999977
Bioreactor2:P3_25h:2.0,0.7188283535776934,-0.2433132469999979
Bioreactor2:P5_25h:2.0,1.2279328381655932,-0.4335630019999978
Bioreactor2:S_0min:3.0,0.2716181551152165,-0.262517622999999
Bioreactor2:S_15min:3.0,-0.58163666796814,-0.6784600919999981
Bioreactor2:P1_15min:3.0,0.8543903551917499,-0.6641466749999978
Bioreactor2:P3_15min:3.0,0.5022544320819712,-0.8450016259999984
Bioreactor2:P5_15min:3.0,0.3671502956936618,-0.7603162839999982
Bioreactor2:S_1h:3.0,-1.135299022363156,-0.630196193999998
Bioreactor2:S_3h:3.0,-1.326876668599128,-0.5389790969999986
Bioreactor2:S_9h:3.0,-0.8867591136138823,-0.4505956089999987
Bioreactor2:S_25h:3.0,0.1200109817493022,-0.3480321869999976
Bioreactor2:P1_25h:3.0,-0.4266466644608902,-0.3054078519999983
Bioreactor2:P3_25h:3.0,0.9183368133712396,-0.4131092559999985
Bioreactor2:P5_25h:3.0,1.9106979331281324,-0.6100781559999984
Carbon:Citrate:1.0,-0.3187815628316012,0.4356347529999986
Carbon:Citrate:2.0,-0.901607414786372,0.7151466849999988
Carbon:Citrate:3.0,-1.452992206407236,0.2213349779999998
Carbon:Ferulate:1.0,-0.3019326512511057,0.0474729849999988
Carbon:Ferulate:2.0,0.3425632727784742,0.4303496309999985
Carbon:Ferulate:3.0,1.5310554837995698,-0.1589471319999997
Carbon:Glucose:1.0,0.5005431546170659,-0.2314461420000011
Carbon:Glucose:2.0,-0.5005431547906225,0.2314461419999993
Carbon:Serine:1.0,-1.5627663135930738,1.157988669
Carbon:Serine:2.0,-2.3094731703340337,1.1576930559999994
Carbon:Serine:3.0,-1.2227176686181207,0.233790707999999
Carbon2:Glucose:1.0,-0.2419863745460754,0.1448150960000003
Carbon2:Glucose:2.0,-0.0078326178137581,-0.1051394719999994
Carbon2:Glucose:3.0,0.2498189944552186,-0.0396756239999991
Carbon2:Coumarate:1.0,-0.4331147449057592,-0.245510243
Carbon2:Coumarate:2.0,-0.5985441065747993,-0.1757714069999991
Carbon2:Coumarate:3.0,-0.8327667139700758,0.006509706000001
Crc:Control:1.0,0.2489115391723483,-0.0496072099999995
Crc:Control:2.0,-0.2489115380744305,0.0496072100000013
Crc:Del_crc:1.0,1.1426072327067112,-0.2422469699999982
Crc:Del_crc:2.0,-1.553569688233252,-0.5938472199999989
Crc:Del_crcZ_crcY:1.0,0.0705042835075046,-0.2413726799999995
Crc:Del_crcZ_crcY:2.0,0.3840848657357616,-0.1385894799999985
FinR:Control:1.0,-0.6368192641923074,0.2090655163333341
FinR:Control:2.0,0.4641553303758476,-0.1520704136666655
FinR:Control:3.0,0.1726639347132009,-0.0569951026666668
FinR:Del_finR:1.0,1.4345316597711446,-1.075018977666666
FinR:Del_finR:2.0,1.1415614959442284,-1.0098125846666657
FinR:Del_finR:3.0,0.5042177612421174,-0.7445464956666665
FleQ:Del_fleQ:1.0,1.135684999906296,-0.6478544156666661
FleQ:Del_fleQ:2.0,1.3177477686679344,-0.3886208966666657
FleQ:Del_fleQ:3.0,1.4033983758108346,-0.636344052666665
FleQ:OE_wspR:1.0,0.9291687810594524,0.0699049493333348
FleQ:OE_wspR:2.0,1.061245254830352,-0.0214822356666655
FleQ:Control:1.0,0.164073888173114,-0.0569939816666664
FleQ:OE_wspR:3.0,1.391979142961412,0.1619735583333348
FleQ:Control:2.0,-0.6351643828769695,0.2090651103333343
FleQ:Control:3.0,0.4710904938871633,-0.152071128666666
Fuel:Butanol:1.0,-10.432120196230604,0.2993172779999993
Fuel:Butanol:2.0,-9.626941523280369,0.7157891739999993
Fuel:Control:1.0,0.1837837808192013,0.1954217999999992
Fuel:Control:2.0,-0.1837837801628349,-0.1954218000000001
Fuel:Isopentanol:1.0,-12.12953785619372,-0.020510293
Fuel:Isopentanol:2.0,-11.524388124520872,0.6915688329999998
Glycolaldehyde:Glycolaldehyde:1.0,-2.951139295898577,-0.7605430540000002
Glycolaldehyde:Control:1.0,0.7773034993490904,0.1769881669999993
Glycolaldehyde:Glycolaldehyde:2.0,-2.369943773465057,-0.5762770570000004
Glycolaldehyde:Control:2.0,-0.7773034993118957,-0.1769881670000002
HNS_protein:Control_ex:1.0,0.4581695788999792,-0.1777166425
HNS_protein:Del_turB_ex:1.0,1.3753153622283705,0.4551196505000003
HNS_protein:Del_turB_ex:2.0,3.131893696203745,-0.4711840555000002
HNS_protein:WT_pCAR1_ex:1.0,2.381906628122884,0.5385665685000003
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,3.463058475158032,0.7920533924999997
HNS_protein:WT_pCAR1_Del_turA_st:1.0,2.184495283042212,1.6188596415000005
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,3.4709757781276345,0.9754728865000004
HNS_protein:WT_pCAR1_Del_turA_st:2.0,2.9929687136867926,1.5938004894999995
HNS_protein:WT_pCAR1_ex:2.0,1.9156930274406792,0.3709498675000002
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,2.7077794365634973,0.6212021464999999
HNS_protein:WT_pCAR1_Del_turB_st:1.0,3.048412306045327,0.9608543585000008
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,2.8856764491766382,1.0850858235
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,2.6879188968779544,0.8379155204999993
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,3.267345607456572,1.1207705914999997
HNS_protein:WT_pCAR1_Del_turB_st:2.0,3.3075172767523187,1.6611177905000003
HNS_protein:Control_ex:2.0,-0.4581695792978071,0.1777166425
HNS_protein:WT_Del_turA_ex:1.0,2.203857586053076,0.3532298264999998
HNS_protein:WT_Del_turA_ex:2.0,1.639657684715215,0.0693571434999995
Mobile_gene:2737_exp:1.0,0.0353577120176684,0.1261054272500015
Mobile_gene:2737_exp:2.0,-0.1739720207610023,0.1985363112500007
Mobile_gene:2737_exp:3.0,0.174351271354524,-0.152082320749999
Mobile_gene:2737_exp:4.0,-0.0357369631014924,-0.1725594177499987
Mobile_gene:2737_reg:1.0,-1.8888904705520169,0.9160108632500013
Mobile_gene:2737_reg:2.0,-1.5863951238990506,0.627605990250002
Mobile_gene:2737_reg:3.0,-1.5033090732116534,1.0035936242500014
Mobile_gene:2737_reg:4.0,-1.9762407783204488,0.915273432250002
Mobile_gene:3227_exp:1.0,0.5991350673360221,0.0532384342500016
Mobile_gene:3227_exp:2.0,0.175038005733894,0.1410735502500006
Mobile_gene:3227_exp:3.0,-0.7355194810475816,0.1463565742500012
Mobile_gene:3227_exp:4.0,-0.6355148726277955,0.278945321250001
Mobile_gene:3227_reg:1.0,-1.6320858629338837,0.7532736852500008
Mobile_gene:3227_reg:2.0,-1.7354476598546222,0.0926000292500006
Mobile_gene:3227_reg:3.0,-2.11260869825099,0.0671340322500011
Mobile_gene:3227_reg:4.0,-2.1303293969207533,0.370412002250001
Mobile_gene:mfsR_exp:1.0,0.7977085225665723,-0.1203657537499989
Mobile_gene:mfsR_exp:2.0,2.529390653504825,-1.4873869357499991
Mobile_gene2:Condition1:1.0,-0.1632837765808675,-0.0841547125000001
Mobile_gene2:Condition1:2.0,1.0597614392492736,0.1061528774999995
Mobile_gene2:Condition2:1.0,-1.251759080822466,-0.171438332500001
Mobile_gene2:Condition2:2.0,3.0000847857370765,-0.2058356825000018
Mobile_gene2:Condition2:3.0,-1.0884995605208283,0.1506034674999998
Mobile_gene2:Condition2:4.0,-0.6598261446158546,0.2266705474999995
Muconate:CJ522_fructose:1.0,-8.263036313686086,1.5156900749999993
Muconate:CJ522_fructose:2.0,-7.794479531181626,0.8313967379999996
Muconate:CJ522_fructose:3.0,-8.3711550364109,0.7817111169999995
Muconate:CJ522_fructose_glucose:1.0,-8.322706821412549,1.819753701000001
Muconate:CJ522_fructose_glucose:2.0,-7.726731305180085,2.47485473
Muconate:CJ522_fructose_glucose:3.0,-8.586096879331757,2.03852409
Muconate:CJ522_fructose_glucose_gluconate:1.0,-8.920107664369702,1.8380074090000005
Muconate:CJ522_fructose_glucose_gluconate:2.0,-8.147148398721901,1.4918576509999992
Muconate:CJ522_fructose_glucose_gluconate:3.0,-6.6480578159261965,1.208361849
Muconate:CJ522_glucose_gluconate:1.0,-6.579137675265225,0.8980368459999992
Muconate:CJ522_glucose_gluconate:2.0,-5.397532805210254,0.7094887089999995
Muconate:CJ522_glucose_gluconate:3.0,-4.892549239728943,0.8794499280000005
Muconate:CJ522_gluconate:1.0,8.775745682460691,0.8674662399999997
Muconate:CJ522_gluconate:2.0,10.612304733345296,0.6314176080000005
Muconate:CJ522_gluconate:3.0,6.980981765376299,0.9340349360000006
Muconate:CJ522_glucose:1.0,8.557491570051772,1.8831003159999995
Muconate:CJ522_glucose:2.0,14.343480699374595,1.6338048449999991
Muconate:CJ522_glucose:3.0,9.3736005679227,1.799363573
Muconate:GB032_fructose:1.0,3.367347330777068,0.8181268790000003
Muconate:GB032_fructose:2.0,-0.6445593933208187,1.1395990659999995
Muconate:GB032_fructose:3.0,1.2137504159325,1.3197484210000008
Muconate:GB032_fructose_glucose:1.0,-6.760757168616956,1.179563311
Muconate:GB032_fructose_glucose:2.0,-7.632009429034679,1.6191060800000008
Muconate:GB032_fructose_glucose:3.0,-8.437987005814698,1.8033730530000005
Muconate:GB032_fructose_glucose_gluconate:1.0,-9.75921964721811,1.7556232530000004
Muconate:GB032_fructose_glucose_gluconate:2.0,-8.717293391832683,2.024998655
Muconate:GB032_fructose_glucose_gluconate:3.0,-9.733839190011045,2.460380957999999
Muconate:GB032_glucose_gluconate:1.0,-8.102312472628233,1.0712197350000006
Muconate:GB032_glucose_gluconate:2.0,-9.854166546050324,1.8619004039999991
Muconate:GB032_glucose_gluconate:3.0,-7.882586838962441,1.637294766999999
Muconate:GB032_gluconate:1.0,-5.705025305656892,0.5626924569999998
Muconate:GB032_gluconate:2.0,-5.666350435296365,0.7557149740000009
Muconate:GB032_gluconate:3.0,-5.864774218261099,1.0221579660000009
Muconate:GB032_glucose:1.0,5.118487501152098,2.31800575
Muconate:GB032_glucose:2.0,10.631055363815596,2.332562801000001
Muconate:GB032_glucose:3.0,6.511128964752691,2.3451664649999997
Muconate:GB045_fructose:1.0,-8.602451881276037,0.8014889399999996
Muconate:GB045_fructose:2.0,-9.146527415625778,0.7178571390000004
Muconate:GB045_fructose:3.0,-9.394547392610976,0.7838185520000005
Muconate:GB045_fructose_glucose:1.0,-5.32640637093378,0.279977036
Muconate:GB045_fructose_glucose:2.0,-8.441018919949824,0.203343212
Muconate:GB045_fructose_glucose_gluconate:1.0,-5.471416067842257,0.438803826
Muconate:GB045_fructose_glucose_gluconate:2.0,-6.775352763108442,0.5202572620000003
Muconate:GB045_fructose_glucose_gluconate:3.0,-6.969629232823986,0.520385782
Muconate:GB045_glucose_gluconate:1.0,-4.6612887567367975,0.119915379
Muconate:GB045_glucose_gluconate:2.0,-4.2391054226341485,0.323543967
Muconate:GB045_glucose_gluconate:3.0,-5.674574491831232,0.4794976259999997
Muconate:GB045_gluconate:1.0,6.338981755631476,-0.0480361020000001
Muconate:GB045_gluconate:2.0,6.60913759932287,-0.11348979
Muconate:GB045_gluconate:3.0,8.533301393085024,0.5558385709999998
Muconate:GB045_glucose:1.0,10.39371361393396,0.8497828000000007
Muconate:GB045_glucose:2.0,9.387268448481096,1.041016023
Muconate:GB045_glucose:3.0,8.313668651011838,1.0343053440000007
Muconate:GB062_fructose:1.0,-9.119294968400617,1.490795586
Muconate:GB062_fructose:2.0,-8.725829054333447,1.3166737250000002
Muconate:GB062_fructose:3.0,-8.421682733637446,1.4981782019999992
Muconate:GB062_fructose_glucose:1.0,-6.034204726543797,0.7384380500000001
Muconate:GB062_fructose_glucose:2.0,-4.429170880079279,0.6238259049999995
Muconate:GB062_fructose_glucose:3.0,-6.872523711597427,0.7347343979999996
Muconate:GB062_fructose_glucose_gluconate:1.0,-9.218191775449704,1.2544600079999997
Muconate:GB062_fructose_glucose_gluconate:2.0,-9.257229399486388,1.5016936220000003
Muconate:GB062_fructose_glucose_gluconate:3.0,-8.817284305280696,1.3870239149999994
Muconate:GB062_glucose_gluconate:1.0,-7.878023172769025,0.8548494629999999
Muconate:GB062_glucose_gluconate:2.0,-8.467675476432014,0.999109068
Muconate:GB062_glucose_gluconate:3.0,-7.338772802934674,1.1745425329999994
Muconate:GB062_gluconate:1.0,-3.184143515394498,-0.1412406329999997
Muconate:GB062_gluconate:2.0,-6.712623874840326,0.6040485710000008
Muconate:GB062_gluconate:3.0,-3.455631771430153,0.4427207329999998
Muconate:GB062_glucose:1.0,-5.216153045412938,0.5100398650000004
Muconate:GB062_glucose:2.0,-7.321628586662459,1.3679771779999994
Muconate:GB062_glucose:3.0,-9.5318021951304,1.874492096
Muconate:KT2440_fructose:1.0,-2.585085007676834,0.3650460100000003
Muconate:KT2440_fructose:2.0,-2.2659309925252327,0.7292867700000008
Muconate:KT2440_fructose:3.0,-1.4969644467002772,0.7018785190000001
Muconate:KT2440_fructose_glucose:1.0,3.240209666726312,-0.152047585
Muconate:KT2440_fructose_glucose:2.0,8.37290830016402,-0.2141132289999996
Muconate:KT2440_fructose_glucose:3.0,7.298902263565095,0.2713689089999995
Muconate:KT2440_fructose_glucose_gluconate:1.0,7.868153673485083,0.1396121389999995
Muconate:KT2440_fructose_glucose_gluconate:2.0,11.121900026442662,-1.246777251
Muconate:KT2440_fructose_glucose_gluconate:3.0,8.737045138368071,-0.2001981529999996
Muconate:KT2440_glucose_gluconate:1.0,10.238272995845511,0.0968158990000001
Muconate:KT2440_glucose_gluconate:2.0,7.796812248428287,0.712743895
Muconate:KT2440_glucose_gluconate:3.0,4.653211820808636,-0.2779588469999998
Muconate:KT2440_gluconate:1.0,-0.3018739723438296,0.145829226
Muconate:KT2440_gluconate:2.0,-2.179688454693406,-0.2778758909999999
Muconate:KT2440_gluconate:3.0,-0.7365002406808924,0.1322017549999996
Muconate:KT2440_glucose:1.0,1.005882336298691,-0.1170106640000003
Muconate:KT2440_glucose:2.0,-0.6537103521726801,-0.0420322630000002
Muconate:KT2440_glucose:3.0,-0.3521719838284064,0.1590429269999997
Multistress:Control:1.0,-0.1301876897498306,0.0992019099999996
Multistress:Control:2.0,-0.2486807825069452,-0.1192009350000002
Multistress:Control:3.0,0.3788684688714592,0.0199990249999988
Multistress:NaCl_7min:1.0,0.8341921806399639,-0.4462341090000006
Multistress:NaCl_60min:1.0,10.40982458844876,2.271434225
Multistress:NaCl_7min:2.0,0.5692694081860938,-0.3655218910000002
Multistress:NaCl_60min:2.0,9.58342205402681,2.313263424999999
Multistress:NaCl_7min:3.0,0.4145141069058213,-0.2124704360000002
Multistress:NaCl_60min:3.0,11.629848548774758,2.065166715
Multistress:Imipenem_7min:1.0,-0.4967498365710457,0.3875489739999995
Multistress:Imipenem_60min:1.0,-1.70148509287907,-0.0128964100000015
Multistress:Imipenem_7min:2.0,0.6859739209561995,0.199523503
Multistress:Imipenem_60min:2.0,-0.2893732674253091,0.3359701709999996
Multistress:Imipenem_7min:3.0,0.5579456925431818,0.2782927910000001
Multistress:Imipenem_60min:3.0,-1.5249815262566002,0.2735132059999987
Multistress:H2O2_7min:1.0,-0.948730630067932,1.043667955
Multistress:H2O2_60min:1.0,0.1761864486143889,0.2696137309999997
Multistress:H2O2_7min:2.0,0.432059704510902,0.880124584999999
Multistress:H2O2_60min:2.0,-1.176401135980541,0.1176668569999996
Multistress:H2O2_7min:3.0,-0.2381077509199869,1.1363479619999983
Multistress:H2O2_60min:3.0,-1.459726671054165,0.650057262999999
Myristic_acid:Control:1.0,-0.1675972028522839,-0.1738606966666651
Myristic_acid:Control:2.0,0.3928527228441127,-0.0657196566666655
Myristic_acid:Control:3.0,-0.2252555213500135,0.2395803533333342
Myristic_acid:Myristic_acid:1.0,-1.69930664285873,0.3120929553333358
Myristic_acid:Myristic_acid:2.0,-0.3223944818419171,0.5591212233333351
Myristic_acid:Myristic_acid:3.0,-1.6480445348914174,1.0095945273333342
Phase:WT_Tr:1.0,0.4970510611732303,-1.1679334720000014
Phase:WT_Tr:2.0,-0.015172321943196,-1.3665834450000016
Phase:WT_Ex:1.0,-0.3786231251970974,0.0302122999999987
Phase:WT_Ex:2.0,0.3786231249195663,-0.0302123000000005
Phase:WT_Tr:3.0,-1.1460307990497147,0.7378345299999989
Phase:WT_Tr:4.0,-0.9878960142510668,0.4592001799999998
Phase:WT_St:1.0,-2.6440667810575054,0.1467799199999984
Phase:WT_St:2.0,-2.0680204059502763,0.1255099299999997
RelA:Control:1.0,-0.4766690711099549,0.2842521663333333
RelA:Control:2.0,0.0241003848896939,0.0282023813333331
RelA:Control:3.0,0.4525686856540749,-0.3124545476666664
RelA:Del_relA:1.0,-0.0148092740821626,0.1055252843333338
RelA:Del_relA:2.0,-0.4509935310023139,0.3991126793333333
RelA:Del_relA:3.0,0.1698160035971727,0.1355559123333343
RelA:Del_relA_lignin:1.0,-1.996660562505004,1.6803316773333332
RelA:Del_relA_lignin:2.0,-1.3293819550281631,1.3533751773333336
RelA:Del_relA_lignin:3.0,-1.6485665965865623,1.647451357333333
Zn:Zn_ion:1.0,0.4343541230985007,-0.3005659466666657
Zn:Zn_ion:2.0,0.5064482430455018,-0.2582267166666661
Zn:Zn_ion:3.0,1.2472759609063244,-0.4033982366666659
Zn:Control:1.0,0.0918808418634032,0.032325243333334
Zn:Control:2.0,-0.0016143388932632,-0.0181442666666669
Zn:Control:3.0,-0.0902664995163299,-0.0141809766666671
ZnO:Control:1.0,1.6787728333664451,-0.0462267849999999
ZnO:Control:2.0,-1.678772833066002,0.0462267849999999
ZnO:Nano:1.0,1.675816844703739,-0.376741384999999
ZnO:Nano:2.0,2.014740542840077,-0.3887235349999987
ZnO:Nano:3.0,-0.1610648433322336,0.1838814150000001
ZnO:Zn_ion:1.0,1.425384906728915,-0.2452826349999988
ZnO:Zn_ion:2.0,2.203097082777222,-0.2323226250000001
ZnO:Zn_ion:3.0,-1.753764477276783,0.246251925000001
