,A,NtrC,RpoS,ArgR,RpoN
SRX2606356,-0.2437199506,-1.2676486597,0.8064589602000001,-0.551049012,-0.1441467858
SRX2606357,0.0063013015,0.0195610495,0.4368143867,0.0149265345,0.024189535
SRX2606358,0.6432620792,0.0041161009,-0.11785692700000001,-0.2393598801,-0.0328642865
SRX2606359,-0.2919232581,-0.3807481447,1.1255933549,-0.6197994407,0.5209823608
SRX2606360,-1.1953478196,-0.12298152500000001,1.2018958327,-0.0531881868,0.5153948444
SRX2606361,3.0262862054,-0.734004137,1.0764145541,-0.8487623407,1.0144914721
SRX2606362,5.3462768653,-0.4962611257,2.708395189,-0.017400043400000002,1.0322093347
SRX2606363,7.5530850298,-1.2362252967,1.2190296143000001,-0.1539536957,0.4637333751
SRX2606364,2.7225777479,-0.2098715447,3.5203569044,-1.3169624892,-0.5794641209
SRX2606365,4.4512274747,-0.5267993207,3.7505145403,-0.8401484538,-0.5700210563
SRX2606366,-0.766356398,-0.8922631400000001,0.9223888326,-0.7263402616,0.0693791866
SRX3648427,-1.4148649224,0.0925905832,1.2813327857,-0.1632843568,0.3903220046
SRX3648428,5.4552153209,1.4702875952,1.2918556638,-0.0567064751,0.2213146617
SRX3648429,-1.4973300094,0.0674864312,1.0617941999,0.18674380770000001,0.10774323770000001
SRX3648430,-0.0176271262,0.3132724422,0.3899976357,0.1418997026,0.24033551150000002
SRX3648431,-0.0854638174,0.22907422600000002,0.38265135850000004,0.10708735450000001,0.3211020586
SRX3648432,-0.5461686515,-0.6057365058,-0.5066040390000001,0.13510459900000002,0.1770480587
SRX3648433,-2.5579704758,-1.0016422512,0.4890193962,-0.0790783618,0.3253524404
SRX3648434,3.1846002017,1.4764598105,-0.1720930533,-0.058095721700000005,0.039544874800000004
SRX3648435,-1.4513793561,-0.3994956039,-1.0793935658,0.2862955955,-0.2977647758
SRX3648436,0.1237210608,-4.0292309571,-1.628562212,-0.5209203822,-1.2976976884
SRX3648437,0.4006091992,-3.7749197485,-1.8506553259,-0.2895349495,-1.3277234537
SRX3648438,0.8043746579000001,-3.6444573152,-1.9486581607,-0.5662204227000001,-1.3924672337000001
SRX3648439,-1.695001693,-0.42859256160000003,-0.3863526714,-0.1609199625,0.2202805298
SRX3648440,4.2565352412,0.9218290999000001,-0.9344155819000001,0.024595788900000002,-0.0426974653
SRX3648441,-1.6330527457000001,-1.123315206,-1.8430642022,0.1331136322,-0.3733528378
SRX3648442,0.8552145236,-3.7249286572,-0.8777755761,-0.7620749873,-0.0012082387
SRX3648443,0.5200287975,-3.8063740708,-1.3232566766,-0.3633991594,-0.1158980419
SRX3648444,0.12294437770000001,-3.457271719,-1.7497224228000001,-0.5356195253,-0.1609201725
SRX3648445,-1.3317893207,-0.0997194753,1.2737024227,-0.13686072300000002,0.4924001161
SRX3648446,6.5938442984,1.9144067451,1.0669748566,-0.0793969462,0.1798871686
SRX3648447,-0.7308566619,-0.2358635427,0.637671764,0.053675526700000004,0.2149347168
SRX3648448,-2.3181165363,-1.2125756048,0.5841203684,-0.1747762728,0.22488087
SRX3648449,-2.1115358299,-1.2778609502,0.4824521506,-0.1052526515,0.2173163055
SRX3648450,3.356434596,1.4057187035,0.1844250812,-0.14588997180000002,0.1020228517
SRX3648451,3.1692197092,1.5900048838,0.22881093560000001,0.1098135209,0.0515938243
SRX3648452,-1.1331609484,-0.3244936319,-0.7688513023,0.1520363114,-0.28462972410000004
SRX3648453,-0.9628409906000001,-0.1807934004,-0.7109572334,0.1640690639,-0.3111841275
SRX3648454,0.13811907880000002,-4.0584338776,-1.3587263126,-1.1352430886,-0.6907492030000001
SRX3648455,-0.3048996518,-3.7975824019,-1.5023786238999999,-0.8929724829000001,-0.6874710706
SRX3648456,0.0346663687,-3.5174419014,-1.8185073468000001,-0.7460868248,-0.7896948083
SRX3648457,-0.9509473671,0.156840942,1.6406304361,-0.2776652419,0.3926622709
SRX3648458,5.5035705547,1.4586186256,1.4064873591,-0.1258379312,0.2634435396
SRX3648459,-1.1906709187,-0.6561181635000001,0.8833531094,-0.1868492492,-0.0090852511
SRX3648460,-2.6668795587,-1.1208434563,-0.2932550022,-0.0926818591,0.2590477239
SRX3648461,3.3060029765,1.1283859281,-0.8542505494,-0.075313842,0.0366143123
SRX3648462,-1.5413475522,-0.7245794233,-1.5023638337,0.0982779321,-0.3798061807
SRX3648463,-2.5439049949,-0.9747078502000001,0.40427102140000004,-0.0504185386,0.2327944844
SRX3648464,3.8896053291,1.448971436,-0.2577374156,0.0445700206,0.0158155265
SRX3648465,-1.5150228995,-0.469661902,-0.9409997916,0.06794866620000001,-0.2104716116
SRX3648466,-2.6545092824000003,-1.4056067149,0.5837345436,-0.0895399672,0.213811357
SRX3648467,1.7465308579,1.3312943802000001,0.0902869364,0.154522151,0.0899354986
SRX3648468,-1.9510983905,-0.371679336,-0.7698091765,0.18153373690000002,-0.1731611797
SRX3648469,1.8478040447000001,-2.8941111704,0.44197674950000004,-1.1606023313,0.2222919169
SRX3648470,0.0398481064,-2.9315855401,0.034000331200000004,-0.7583760906,0.1155426375
SRX3648471,-0.6308582675000001,-2.6892170305,-0.137000533,-0.7669884404,0.1368586389
SRX3648472,-0.036285594000000004,-3.2847789198,0.1485850829,-0.33534082390000003,0.42385458460000003
SRX3648473,-0.1271212863,-2.7978984323000002,1.0582931561,0.0317038912,0.5667990046
SRX3648475,-2.0269102362,-0.8698687856,-0.7087952087,-0.0048810616,0.0562573861
SRX3648476,2.5975793711,0.4031417628,-1.2029033298,0.1452410117,-0.09158989470000001
SRX3648477,-1.7051677304,-1.4825855042,-1.9240518601,0.1981337206,-0.40553356150000003
SRX3648478,-0.1681578491,0.6450623863,2.0690177556,-0.041404936100000005,0.5435833438000001
SRX3648479,8.0145649197,1.961151612,1.6090559771000001,-0.046524116500000004,0.4661437825
SRX3648480,1.1603916928,0.3145587671,1.5775247982,-0.1518666901,0.5215209001000001
SRX3648481,-1.6703717520999999,-0.8314912212000001,-0.6240161282000001,-0.29780309600000004,-0.0463538716
SRX3648482,0.3080771425,-0.9483815639000001,-1.9402690559,-0.1418643185,-0.31178914280000003
SRX3648483,0.5161236793,-1.8112837225,-2.132153923,-0.3844977211,-0.5101213311
SRX1429221,0.4841015447,-0.0275555175,0.18580474060000002,-0.0570991514,0.0038441405
SRX1429222,-0.0046950206000000005,-0.0256601686,-0.245199834,0.027689642400000002,-0.0605644948
SRX1429223,-0.4794065241,0.053215686000000005,0.0593950934,0.029409509,0.056720354300000005
SRX1429224,0.8048163673000001,-0.06325192190000001,0.1284205203,-0.1432924238,-0.1330215472
SRX1429225,0.9473174476,-0.0674736905,-0.1296258211,0.057563591600000005,-0.0230914822
SRX1429226,0.49308266440000004,-0.1660788675,-0.101794808,-0.1180240164,-0.0421096822
SRX1429227,1.1541355206,-0.0118657061,0.3329651382,-0.2513203943,-0.0930739746
SRX1429228,0.0822403621,0.2294397084,0.3481114645,0.1867422119,-0.1476669357
SRX1429229,0.7471808553,-0.28344898150000003,-0.08103505130000001,-0.3349529113,0.1157149246
SRX1429230,-1.0465231041,-0.170208319,0.17400483800000002,-0.1807764064,-0.0121471623
SRX1429231,-2.2097001512,-0.10099248100000001,0.10058938390000001,0.0443118444,-0.020663864400000002
SRX1429232,-1.0038800435,-0.4051099557,0.29491788220000004,-0.0607011313,-0.0926124291
SRX1429233,-1.3729997828,-0.6294962645000001,0.52747549,0.0231524577,-0.2167046362
SRX1429234,-1.5272902038,-0.6443280819,0.5450834841000001,-0.0425015351,-0.157923475
SRX1429235,-1.0538241155999999,-0.2823035477,0.8761143504000001,0.3321879327,-0.238904311
SRX1429236,0.053626228500000005,-0.0049139843,1.1550946162,-0.0225140799,-0.4930346926
SRX1429237,-0.8982949963,-0.7719566664,0.8360120361000001,-0.0444930394,-0.4034437833
SRX1429238,-1.1588594382,-0.7722819669000001,0.8291963575,-0.2426691611,-0.29468944610000003
SRX1429239,-0.37578039700000004,-0.4774424826,1.1040100908000001,0.1439625001,-0.1583538
SRX1429240,-0.7134326257,-0.8896083967,0.8268015523000001,0.1224462701,-0.2650138689
SRX1429241,-0.8650315994000001,-0.5259374089000001,1.0060448172,-0.18845453410000002,-0.0418569081
SRX1429242,-1.8142217962,-0.47733071850000003,0.8821868115,0.1918961823,-0.6815828916000001
SRX1429243,-0.5537948348,-0.6445107428,1.2472319873,0.12527807,-0.3648055906
SRX1429244,-0.1829644937,-0.7580676291,1.4115921695,0.4360718508,-0.4617605608
ERX2339161,-0.4262802359,-0.3515446629,-0.7252934599,0.5132463224,0.11063261810000001
ERX2339162,0.4262802359,0.3515446629,0.7252934599,-0.5132463224,-0.11063261810000001
ERX2339163,-18.112378626,-0.6595591608,-2.7033383756,0.35123194350000003,-0.7624555169
ERX2339164,-15.1820968862,-0.6162430061,-2.2001975636,1.5000374475,-0.0645909635
ERX2339165,-11.0522521493,-1.0946250102,-2.1774189962,0.4862718374,-0.48294218860000004
ERX2339166,-7.9891014415,-0.6379791045000001,-0.09927470740000001,2.0745376053,0.41516946050000003
ERX2339167,-8.9089455406,-1.4030246768,-2.0561125053,1.5928919998,0.7290174229
ERX2339168,-0.0542259188,-0.12663863720000001,-0.0943064106,-0.1497006046,0.20814714750000002
ERX2339169,0.0820779573,0.19886179210000002,1.001260313,-0.5157882788,-0.2498304448
ERX2339170,-17.7195980076,-0.385845166,-2.9131443995,0.2244615559,-0.5270583472
ERX2339171,-16.0204140951,-0.8751191993,-1.941806254,1.3544035813,-0.1991287572
SRX7656012,1.1056852429,-0.053856568800000004,-0.030003674900000003,0.0509910125,0.1472493313
SRX7656013,0.5451429756,-0.027770478,0.0006828879000000001,-0.0680037285,0.047956456700000004
SRX7656014,2.4975946018,0.0724006547,-0.2134378054,-0.1720772347,0.0048856497
SRX7656015,5.4025187041,-0.3387330598,0.5539209533,-0.1319834885,0.1211051757
SRX7656016,2.8637086187,-0.0136194356,-0.250321877,0.12480476230000001,0.06985703880000001
SRX7656017,1.6895601161,0.3188905583,-0.22530390360000002,0.2751441738,0.0948063879
SRX7656018,1.0927891695,0.12054094650000001,-0.2844248223,-0.0363851509,0.09534839190000001
SRX7656019,5.3421893091,-0.7436630040000001,0.48057923350000004,0.0095505458,0.1212849527
SRX7656020,1.659184749,0.3820903305,-0.3789450861,0.014278548700000001,0.011766657100000001
SRX7656021,1.9166689031000002,-0.3334474805,-0.1156065339,-0.1817070302,0.0218542192
SRX7656022,2.2417486506,-0.42380171110000003,0.059920629,0.0084438688,0.0641189734
SRX7656023,2.0530590619,0.1697005784,-0.4335421148,0.2035498588,0.0936894695
SRX7656024,5.2971056578,0.1199340988,-0.1059411786,0.1443248314,0.23395799850000001
SRX7656025,2.4930896021,0.2391929902,-0.9716186473,-0.069726009,0.3473359901
SRX7656026,4.071575189,-0.052764181,-0.410310624,0.2670725071,0.2552135998
SRX7656027,0.536241288,0.0648547253,-0.0912760936,-0.3875883289,0.19558740430000002
SRX7656028,1.624341607,0.0880938102,0.0047456326,-0.24955354000000002,0.0780942775
SRX7656029,1.1561220315,-0.0710872546,0.1174309922,-0.0072562666,0.0827455512
SRX7656030,3.0756340734,-0.6674291169000001,0.13320861050000002,-0.4682420418,0.08531647710000001
SRX7656031,1.6695775443,-0.3882496579,0.09741494070000001,-0.0291683813,0.0683397811
SRX7656032,1.441285078,-0.40240196180000004,0.0747847398,0.1030615893,0.0323321362
SRX7656033,0.9307492037,-0.1583784939,0.025383005400000002,0.17518157,0.041588051800000005
SRX7656034,1.1888665309,-0.21317034110000002,-0.06562568070000001,0.19309044820000001,0.0661939297
SRX7656035,2.8001260814,-0.518220255,0.0434702763,-0.0915737721,0.0836960821
SRX7656036,1.4762624302,-0.1657598636,-0.010301298,-0.134570551,0.2028686419
SRX7656037,1.9050407339,-0.1325547904,0.0226823555,-0.3326702641,0.09594815250000001
SRX7656038,2.1144961318,-0.2770761734,0.197593493,0.030006838,0.0466177495
SRX7656039,0.3221369062,-0.1461889164,0.0212876626,-0.0468142838,-0.0352721104
SRX7656040,0.041868278700000004,0.0810360219,0.033199395900000005,0.0342811872,-0.0051982208
SRX7656041,-0.3640051849,0.0651528945,-0.0544870586,0.0125330966,0.0404703311
SRX7656042,-0.38295962310000004,-0.27486141680000004,-0.2981164616,0.3812684214,-0.1419020717
SRX7656043,-0.293668676,-0.1770322175,-0.3365990741,0.2070710608,-0.16581676110000002
SRX7656044,-0.915717556,-0.3081033179,-0.058678455000000004,0.14341044220000002,-0.1580853614
SRX7656045,-0.710696098,-0.4392696526,-0.4131554773,0.3296088585,-0.3063778066
SRX7656046,-1.0125972199,-0.15560054010000002,-0.2408321666,0.1446441289,-0.20130582800000002
SRX7656047,-0.9811378224,-0.2236383643,-0.3010119106,0.29794941610000003,-0.2400726229
SRX7656048,-0.8255615553000001,-0.7178290393,-0.2739027744,0.19219707430000002,-0.2335315618
SRX7656049,-0.9668084537,-0.0992048651,-0.183949927,0.09640616760000001,-0.3331714316
SRX7656050,-0.3732195198,-0.22918481040000002,-0.093272011,0.3801986396,-0.2311827622
SRX7656051,-0.5767549721,0.2809145248,-0.9638522317,0.8562549815,-0.4505743619
SRX7656052,-0.7739046546,0.1991452072,-1.0805675496,0.8529268724,-0.2592495852
SRX7656053,-0.0694934183,0.2619542955,-0.9470924321,0.629385512,-0.27330260170000004
SRX7656054,3.5181921673,-0.3675339349,0.0077854127,-0.6829422501,0.289546627
SRX7656055,2.6008138863,-0.28003211570000003,0.04012457,-0.4492979467,0.22832999140000002
SRX7656056,3.4668663544,-0.28141307930000004,0.0688807132,-0.5619710851,0.2448821193
SRX7656057,4.1080021751,-0.5090168754000001,0.0447225962,-0.2696324278,0.2230650159
SRX7656058,2.9528919286,-0.2109402334,-0.0224064831,-0.37058251410000004,0.250966458
SRX7656059,3.3001939935999998,-0.289183375,0.0701036778,-0.4715320535,0.1668667616
SRX7656060,3.1014825463,-0.4504198703,0.052062795200000005,-0.3460116153,0.2636219971
SRX7656061,2.9433396088,-0.5258693798,-0.0410110852,-0.7119219130000001,0.2867584447
SRX7656062,2.9934681397,-0.4633928862,0.0852455602,-0.8022788006,0.24258123110000002
SRX7656063,3.760106305,0.8083353644,-1.0950920761,-0.1846396551,0.3262480634
SRX7656064,3.5330297889,0.7879973335,-1.1591921735,-0.3001194437,0.2569448534
SRX7656065,3.3232127535,0.6995285397000001,-1.0910792912,-0.5009776802,0.3693430069
SRX7656066,5.2707273839,0.3453515702,0.1417429504,0.2723661587,-0.0842485485
SRX7656067,5.4007614871000005,0.3584462799,0.1309369812,0.031721630800000004,-0.0176511673
SRX7656068,5.7772499245,0.3010923787,-0.0147825052,0.0924048522,-0.0496011055
SRX7656069,4.9133141013,0.4578413579,0.1365142628,0.1841775571,-0.0423394543
SRX7656070,4.7602463669,0.37365886800000003,0.1204825179,0.1761514573,-0.07734126990000001
SRX7656071,4.4174217442,0.3722089429,-0.0291858048,0.31573474090000003,-0.1772494862
SRX7656072,5.103564468,0.1717092681,0.06750252080000001,0.1256633902,-0.014472856400000001
SRX7656073,5.7804288274,0.5661658513,0.0248241179,0.13123378230000002,0.0202227366
SRX7656074,4.6994837496,0.3471925643,-0.0247290361,0.077123784,-0.1294714995
SRX7656075,1.565871062,1.512999271,-2.2781277604,0.0615236606,0.057304197
SRX7656076,1.8997859207,1.681212161,-2.1022615758,0.14176217060000001,0.0698691238
SRX7656077,1.5255971949,1.7559120115,-2.0089569257,-0.0146943483,0.0758059816
SRX7656078,-0.3123174969,-0.3028888366,0.029445596100000002,0.0758429533,0.1716342954
SRX7656079,-1.0958083511,-0.3928564626,0.0568581467,0.210916776,0.15123887490000001
SRX7656080,-0.35014053980000004,-0.1802887002,0.049875633600000004,0.22434350800000002,0.0844405057
SRX7656081,-1.8695848750000001,-0.2936567034,0.052415413,0.2796605923,-0.008232894900000001
SRX7656082,0.1508362016,-0.2941261828,-0.0951217072,0.2244133161,-0.0413576653
SRX7656083,-0.8691624629,-0.34811132180000004,0.0187352258,-0.038347772,0.08964049710000001
SRX7656084,-0.9419068028,-0.1924734605,0.00048654110000000004,0.2846852624,0.0108002233
SRX7656085,-0.8535968066,-0.12367374260000001,0.0592165054,0.07825761540000001,0.1106661849
SRX7656086,1.2687185642,-0.17216282360000001,-0.05925036,-0.032638747,0.0643105456
SRX7656087,-0.5619686311000001,-0.129033916,-0.9278027822,0.6587037536,-0.007623938100000001
SRX7656088,-0.5702144421,0.19117930930000002,-0.9182682764000001,0.5539199746,-0.0013379936
SRX7656089,-1.2985788506,0.076295139,-0.9544779598,0.3270579035,0.0627265092
SRX7656090,1.2883660831000001,0.0520117479,0.029409014100000002,0.0282788456,-0.0198224779
SRX7656091,1.3771460551999999,0.0757398724,0.09104996600000001,0.0043663984,0.05595172700000001
SRX7656092,0.9383124597,-0.0050965472,0.0239745599,-0.08216095150000001,0.0803166057
SRX7656093,1.170936881,0.13734352290000001,-0.058374450700000004,-0.3094535811,0.0698269173
SRX7656094,0.9997109767000001,0.160870169,0.014242171000000001,0.080161463,0.1851164747
SRX7656095,0.7273057022,0.11350067920000001,0.0280024769,0.0705732933,0.15065093300000001
SRX7656096,1.9601683685,-0.1026426183,0.2226559314,-0.1316609242,0.1003584425
SRX7656097,1.4674692702,-0.1747817476,-0.0533962907,0.0104547474,0.11164729250000001
SRX7656098,1.5670731272,-0.17148510020000002,0.0601324015,0.0811200556,-0.046372660600000004
SRX7656099,3.0298418557,0.6411257428,-1.0461988515,-0.029350925000000003,0.1951355504
SRX7656100,3.1004253559,0.6610219052,-1.2746334037,0.0480397637,0.3473883157
SRX7656101,1.8971891687,0.8555149741,-0.9578011568,0.1885286234,0.09609761300000001
SRX7656102,2.0159360072,-0.15504908480000001,-0.186678224,-0.054370251300000005,0.0157807697
SRX7656103,1.0373088943,-0.0733957148,0.0030290471,0.2766079046,0.0553832026
SRX7656104,1.4028827253,-0.2578519264,-0.10137925880000001,0.0241544381,0.1457611932
SRX7656105,2.3805785543,1.2330436639,-1.1506933224,0.1992397377,0.167546165
SRX7656106,2.554917549,1.1389604076,-1.0510690873,0.2688182704,0.3137516315
SRX7656107,1.6336322012000002,1.2833020826000001,-1.273283582,0.39758496660000003,0.045438597000000004
SRX7656108,0.249529098,-0.6670282120000001,-0.39253960120000003,-0.4440172618,-0.1350408816
SRX7656109,1.2399732769,-0.3880277344,-0.0934734489,-0.1063672125,-0.0494235666
SRX7656110,1.1232636979,-0.3570833993,-0.36600400380000003,-0.4904908041,0.0367274815
SRX7656111,3.1380694431,-0.47166253100000005,0.019149974400000002,0.0075112327,-0.1796401523
SRX7656112,2.0893023608,-0.1965971333,-0.0190233565,0.1309710315,-0.11698985790000001
SRX7656113,1.63642559,-0.6714697732,-0.254533984,-0.25740097640000004,-0.22733901080000002
SRX7656114,-1.3807231492,-0.4359971333,-0.5436081508,-0.9422708637,0.0735082325
SRX7656115,1.2133535656,-0.4951484084,-0.259329066,-0.5622952384000001,-0.1270236979
SRX7656116,-0.1024335799,-0.41091971920000003,-0.8140519046,-0.1696658968,0.1734025999
SRX7656117,0.8861378495000001,0.8020957667,-1.3522464799,-0.5146362483,-0.1675084568
SRX7656118,-0.4262336492,0.13842781510000002,-1.5365368363,-0.6220693149000001,0.22395712580000002
SRX7656119,0.35819634850000004,0.1278455672,-1.610786383,-0.37981546250000003,0.2797558679
SRX7656120,1.448396696,-0.0653850267,0.1090293227,-0.4014104539,0.0512557099
SRX7656121,0.9133080330000001,-0.2465116444,0.0692554287,-0.3091048223,-0.0131328242
SRX7656122,1.0837456477,-0.2736031863,0.08691342540000001,-0.1098467976,0.0183517552
SRX7656123,0.48972846410000004,-0.1337076888,0.0789592211,-0.1658598402,0.0046496911000000005
SRX7656124,1.3908433372,-0.1428120077,0.038404718500000004,0.008929995000000001,-0.0569829494
SRX7656125,1.2910633114,-0.4378152764,0.1081129044,-0.029114124600000003,0.07666078850000001
SRX7656126,2.0561710738,-0.021369835400000002,0.0183279279,-0.2880194936,0.13569493230000002
SRX7656127,0.9439272604000001,-0.1129306571,0.0148994259,-0.21758110020000002,0.1211116114
SRX7656128,0.3407147384,-0.15797584250000002,-0.0668753099,-0.2434448355,0.053756913100000005
SRX7656129,1.5087851346,1.3124058835999999,-1.4075502318,0.0630165811,0.2102501722
SRX7656130,0.6210380328,1.0128424615,-1.3550532097999999,-0.0393994513,0.2911188349
SRX7656131,2.0072393077,1.01664876,-1.4304213190000001,0.024639347500000002,0.4671936766
SRX7656132,1.9937803603000002,1.317431226,-1.4990902568,-0.4808506651,0.25081116940000003
SRX7656133,1.9155615341,1.1772159947,-1.1472838336,-0.0444044836,0.3375932075
