,A,RbsR,Crp
cck_pts__pts_ale1__2,-3.7186519959,0.2369600645,0.32947587300000003
cck_pts__pts_ale1__1,-3.5082380529,0.08900440750000001,0.296778353
cck_pts__pts_ale2__2,4.5729662707,1.1584855505,0.201890953
cck_pts__pts_ale2__1,4.8550177579,1.1650315085,0.275129713
cck_pts__pts_ale3__2,-4.0018345168,-0.7110034515,-0.445342181
cck_pts__pts_ale3__1,-4.9719814018,-0.6020311895,-0.14552193800000002
cck_pts__pts_ale4__2,5.2363213001,1.2308951085,0.420678743
cck_pts__pts_ale4__1,6.0126340991,1.3969095875,0.387503033
cck_gnd__gmos_delgnd__1,-0.5907995131,-0.3343917005,0.515541103
cck_gnd__gmos_delgnd__2,-1.8600763466,-0.0277715195,0.419079603
cck_gnd__gnd_ale1__1,3.2913400655,0.35587891850000003,0.113228532
cck_gnd__gnd_ale1__2,2.9736381692,0.2137215185,0.145492598
cck_gnd__gnd_ale2__1,3.1010735602,0.2587929925,0.057324061
cck_gnd__gnd_ale2__2,3.2545409896,0.5667920885000001,0.051602317
cck_gnd__gnd_ale3__1,2.6663998839,0.1408817115,0.047017895000000004
cck_gnd__gnd_ale3__2,2.840908524,0.2344393645,0.07806117700000001
cck_tpiA__gmos_deltpiA__1,2.3405523876,0.5848408475,0.554945433
cck_tpiA__gmos_deltpiA__2,1.9279447498,0.38812932850000004,0.648474443
cck_tpiA__tpiA_ale1__1,0.0611477398,0.2851046485,0.5753141230000001
cck_tpiA__tpiA_ale1__2,-0.43854685520000003,0.4654701745,0.5862271530000001
cck_tpiA__tpiA_ale2__1,1.8067807716000002,0.8691012945000001,0.693161793
cck_tpiA__tpiA_ale2__2,2.1058319756,0.7075432825,0.48257620300000004
cck_tpiA__tpiA_ale3__1,-0.2702164626,0.23488189550000002,0.44486670300000003
cck_tpiA__tpiA_ale3__2,-0.3413235322,0.2586305795,0.424267453
cck_tpiA__tpiA_ale4__1,-1.522333937,0.5163140465,0.227203863
cck_tpiA__tpiA_ale4__2,-1.2002058263,0.4622433965,0.196128253
acid_tale__acid_ale1_pH7__1,4.1790417545,0.5655813385,0.152688973
acid_tale__acid_ale1_pH7__2,3.8467975281999998,0.6343057065000001,0.12606668000000001
acid_tale__acid_ale1_pH5__1,1.8058334795,0.9211393235,0.7941495230000001
acid_tale__acid_ale1_pH5__2,1.720437946,0.9130234335,0.815270033
acid_tale__acid_ale2_pH7__1,2.1285965128,0.8632643285,0.338840073
acid_tale__acid_ale2_pH7__2,2.1365390839,0.7146981745000001,0.323054463
acid_tale__acid_ale2_pH5__1,0.6440438418000001,0.9139875755,0.432644723
acid_tale__acid_ale2_pH5__2,0.5284852406,0.6123607935000001,0.485480993
acid_tale__low_Mg_ale_pH7__1,3.7777419836,0.6456558585000001,0.300746703
acid_tale__low_Mg_ale_pH7__2,3.5435900868,0.6010012225,0.34624546300000003
acid_tale__low_Mg_ale_pH5__1,2.094761714,0.7024049395,0.608588733
acid_tale__low_Mg_ale_pH5__2,1.7076869389,0.5387818245,0.557231563
acid_tale__MES_ale_pH7__1,3.0666725835,0.6088919895,0.430531873
acid_tale__MES_ale_pH7__2,3.4777224878,0.5861798445,0.47473322300000004
acid_tale__MES_ale_pH5__1,0.3143664048,0.3256091285,0.475017483
acid_tale__MES_ale_pH5__2,-0.5640396521000001,0.5211661575000001,0.709374983
acid_tale__gmos_pH7__1,2.7736805424,0.7437294285,0.42960406300000004
acid_tale__gmos_pH7__2,3.0906205149,0.5652271005,0.444629313
acid_tale__gmos_pH5__1,1.4403147426,0.6704316455,0.650228023
acid_tale__gmos_pH5__2,1.8022808934999999,0.7068201955,0.7174304530000001
adnB__wt_adn__1,3.0615072305,0.1268340085,-0.41595584700000005
adnB__wt_adn__2,2.0120609479,0.35831974850000003,0.229595813
adnB__delydhB_adn__1,1.7445095697,-0.0549654315,-0.53031891
adnB__delydhB_adn__2,1.5848599899,0.3342936305,-0.264506101
ytf2__wt_glc__1,-1.1806636323,-0.0023178455,0.207994233
ytf2__wt_glc__2,-1.0496239973,0.009672818500000001,0.253845453
ytf2__ybcM_glc__1,0.35784414670000003,0.0796774995,0.49687887300000005
ytf2__ybcM_glc__2,-0.21045899070000001,-0.0399513465,0.5496294230000001
ytf2__ydhB_glc__1,-1.9422607647,-0.2556661535,0.326151603
ytf2__ydhB_glc__2,-1.2597570265,-0.12019787850000001,0.395503043
ytf2__yfeC_glc__1,-1.1155391798,0.044134952500000005,0.20829614300000002
ytf2__yfeC_glc__2,-1.1413020752,-0.0992118865,0.37606821300000004
ytf2__yciT_glc__1,-1.1347079108,0.0415909915,0.459934233
ytf2__yciT_glc__2,-1.3777132257,-0.09600243950000001,0.517486403
ytf2__ydiZ_glc__1,0.6540806004,0.23629478850000002,0.28184425300000004
ytf2__ydiZ_glc__2,0.6790676671,0.12451582350000001,0.281401713
ytf2__ynfL_glc__1,-1.6277420085,0.0523492735,0.510756223
ytf2__ynfL_glc__2,-1.4415829566,0.1067918395,0.523190413
misc2__dellon_glc__1,-3.0368024771,0.0120451915,0.48724811300000004
misc2__dellon_glc__2,-4.1319471578,-0.3971939115,0.21544195300000002
ytf3__wt_glc2__1,-0.43588629170000004,0.10076807950000001,0.456262873
ytf3__wt_glc2__2,-0.8100969787000001,0.2905537865,0.5116651830000001
ytf3__wt_pH7_lactate__1,-0.9288976024000001,0.0383232155,0.560872303
ytf3__wt_pH7_lactate__2,-0.6548070237,0.2667665325,0.553273863
ytf3__wt_pH55_lactate__1,-1.252019635,0.2490911515,0.778064203
ytf3__wt_pH55_lactate__2,-1.5221707194,0.10734842650000001,0.7423117130000001
ytf3__wt_pH55_HCl__1,-2.3945428718,0.18700837550000002,0.615049543
ytf3__wt_pH55_HCl__2,-2.4502536840999998,0.035945687500000004,0.6014201330000001
ytf3__dyieP_pH7__1,-1.2757733932,-0.0383863975,0.47916943300000003
ytf3__dyieP_pH7__2,-0.8414744818000001,0.35662415350000004,0.424966693
ytf3__dyieP_pH55__1,-0.7140687602,0.0839444535,0.439007113
ytf3__dyieP_pH55__2,-1.1061721935,0.0337393505,0.623551333
