,A,SgrR,DksA
hot_tale__hot_ale8_44c__1,0.34809830410000003,0.49099415300000004,-0.394216273
hot_tale__hot_ale8_44c__2,0.3086445868,0.22498262200000002,-0.394200268
hot_tale__hot_ale9_mid_30c__1,0.8930394683,-0.632773325,0.10642766000000001
hot_tale__hot_ale9_mid_30c__2,1.3151741416,-0.561226381,0.04359902
hot_tale__hot_ale9_30c__1,0.8102596552,-0.947186975,0.0901718
hot_tale__hot_ale9_30c__2,0.8153345365,-0.885037409,0.012192699999999999
hot_tale__hot_ale9_mid_37c__1,1.2828689155,-0.876096058,-0.06652305
hot_tale__hot_ale9_mid_37c__2,0.9259751726000001,-0.8008992490000001,0.08088179
hot_tale__hot_ale9_37c__1,0.8066565847,-0.97836121,-0.211555822
hot_tale__hot_ale9_37c__2,0.7379007710000001,-1.037430488,-0.14378286
hot_tale__hot_ale9_mid_44c__1,-0.08086030400000001,0.050487068,-0.112221
hot_tale__hot_ale9_mid_44c__2,0.3580317826,0.49350486400000004,-0.07825985
hot_tale__hot_ale9_44c__1,0.2554816527,0.098409042,-0.513469999
hot_tale__hot_ale9_44c__2,-0.0339252467,-0.11246463500000001,-0.300721891
hot_tale__hot_ale10_30c__1,1.4839371598,-0.9996619130000001,-0.262335822
hot_tale__hot_ale10_30c__2,1.7509920372,-0.790988137,-0.181188323
hot_tale__hot_ale10_37c__1,1.7041724936,-1.261390183,-0.470599193
hot_tale__hot_ale10_37c__2,1.4620727972,-1.063303719,-0.415462349
hot_tale__hot_ale10_44c__1,0.0161495107,-0.036122477,-0.11720648
hot_tale__hot_ale10_44c__2,-0.6391844995,0.135795558,-0.12861044
hot_tale__hot_ale16_30c__1,1.2299130912,-1.141976461,-0.16001784
hot_tale__hot_ale16_30c__2,1.2827153666,-0.978378822,-0.177432413
hot_tale__hot_ale16_37c__1,1.0965076484,-1.09642378,0.00842335
hot_tale__hot_ale16_37c__2,0.9502979404,-1.134184678,0.032337
hot_tale__hot_ale16_44c__1,-0.0826300121,-0.045878917000000005,0.20115012000000002
hot_tale__hot_ale16_44c__2,-0.2412279199,-0.085963618,0.31535444
pdhr_ale__pdhR-13_51__1,-0.3105409481,-0.79492085,-0.709479029
pdhr_ale__pdhR-13_51__2,-0.2974143195,-0.894650555,-0.746252334
pdhr_ale__pdhR-14_46__1,-1.1992574618,-0.8291888350000001,-0.35736464900000003
pdhr_ale__pdhR-14_46__2,-0.9984857515000001,-0.788101609,-0.325139716
pdhr_ale__pdhR-15_51__1,-0.3800849475,-1.204362143,-0.8787877550000001
pdhr_ale__pdhR-15_51__2,-0.7478863262000001,-1.144595502,-0.776943791
pdhr_ale__pdhR-16_49__1,-1.6177782198,-1.2970712149999999,-0.5672769590000001
pdhr_ale__pdhR-16_49__2,-0.5544293184,-1.32269638,-0.253608451
tcs__del_atoC_LiAcet__1,-0.7268953729000001,-1.126865419,-1.085638746
tcs__del_atoC_LiAcet__2,-0.29153718630000003,-1.006147585,-0.9434681690000001
tcs__del_atoC_LiCl__1,-1.0638490828,-1.015080532,-0.609602667
tcs__del_atoC_LiCl__2,-1.435430168,-0.959396448,-0.529421017
tcs__del_atoC_m9__1,-1.4418600736,-1.062648435,-0.6191831910000001
tcs__del_atoC_m9__2,-1.2358075847,-1.007218666,-0.594161012
tcs__del_baeR_etoh__1,-4.4930204486,-0.380043252,-1.380503462
tcs__del_baeR_etoh__2,-5.1975302191,-0.114495496,-1.271108159
tcs__del_baeR_lb__1,-5.6393876915,-0.6872850110000001,0.1935961
tcs__del_baeR_lb__2,-5.3254149959,-0.708516437,0.22101684
tcs__del_btsR_01xlb__1,-5.3642907911,-1.487970721,0.31789951
tcs__del_btsR_01xlb__2,-5.2069285597,-1.538076032,0.28933159999999997
tcs__del_btsR_lb__1,-2.877944724,-0.19359394,0.08273724
tcs__del_btsR_lb__2,-3.1940433112,-0.065699856,-0.02615744
tcs__del_btsR_pyruvate__1,-5.1107632436,-1.407922676,0.47339103
tcs__del_btsR_pyruvate__2,-5.2680282075000004,-1.441590518,0.35575328
tcs__del_cpxR_etoh__1,-5.3619811679,-0.411271133,-1.134445679
tcs__del_cpxR_etoh__2,-5.6149335177,-0.5108144920000001,-1.093208492
tcs__del_cpxR_lb__1,-5.4217782054,-0.6241354960000001,0.12186806
tcs__del_cpxR_lb__2,-5.0218301244,-0.7088832700000001,0.28233142
tcs__del_cusR_CuSO4__1,-1.723809889,0.288091508,0.44386309
tcs__del_cusR_CuSO4__2,-1.8342054598000002,0.417459695,0.45079604
tcs__del_cusR_lb__1,-2.9164012996,-0.29250538800000003,0.17237744
tcs__del_cusR_lb__2,-3.1147220333,-0.389812881,0.21500515
tcs__del_kdpE_01-kcl__1,0.9359432958,-1.082393338,-0.03005871
tcs__del_kdpE_01-kcl__2,1.3978133005,-0.8774725360000001,0.05563396
tcs__del_kdpE_115-kcl__1,1.736441314,-1.152814438,-0.716851232
tcs__del_kdpE_115-kcl__2,1.4452522595000001,-1.421126581,-0.687600094
tcs__del_phoB_m9__1,-1.0727997429,-0.788146443,-0.451714021
tcs__del_phoB_m9__2,-1.1276563539,-0.9007899380000001,-0.42877673600000005
tcs__del_phoB_m9p__1,-0.0942592257,-1.4587977250000002,0.23896446000000002
tcs__del_phoB_m9p__2,-0.34756662190000004,-1.320464459,0.23599088000000001
tcs__del_rcsB_etoh__1,-4.9077898229,0.16125556,-1.552816589
tcs__del_rcsB_etoh__2,-4.8758333864,0.47289588400000004,-1.596668256
tcs__del_rcsB_lb__1,-3.5155150049,-0.657357508,-0.332014757
tcs__del_rcsB_lb__2,-3.6437971464,-0.560977512,-0.314201151
tcs__del_zraR_lb__1,-1.5434633951999999,-0.493966932,0.69529098
tcs__del_zraR_lb__2,-1.4586790691,-0.46840724400000006,0.72534813
tcs__del_zraR_zncl2__1,-1.3202627662,-0.20053730700000003,0.2812091
tcs__del_zraR_zncl2__2,-1.5903559091,-0.25478185400000003,0.34726337
tcs__wt_01-kcl__1,0.030120037300000003,-1.172493039,-0.05473591
tcs__wt_01-kcl__2,0.018909554800000002,-1.379111291,-0.14008358
tcs__wt_01xlb__1,-4.9061810538,-1.544121057,0.35746396
tcs__wt_01xlb__2,-5.3293521056,-1.416154109,0.35514249999999997
tcs__wt_115-kcl__1,1.6750603433,-1.25699494,-0.7471762230000001
tcs__wt_115-kcl__2,1.7343584707000002,-1.295979564,-0.744706312
tcs__wt_CuSO4__1,-0.7214948456,-0.04798195,0.66649344
tcs__wt_CuSO4__2,-1.4381848424,0.048266491,0.69846019
tcs__wt_etoh__1,-4.095860719,-0.18001450900000002,-1.010065924
tcs__wt_etoh__2,-4.3015523988,-0.30552695,-1.055879769
tcs__wt_lb__1,-3.6813585988,-0.9047353480000001,-0.06022805
tcs__wt_lb__2,-3.853205736,-0.944633322,-0.08170624
tcs__wt_LiAcet__1,-0.12037931190000001,-0.9751831160000001,-0.8158870680000001
tcs__wt_LiAcet__2,-0.8095385822000001,-1.025113977,-0.8379963380000001
tcs__wt_LiCl__1,-1.2202329359,-1.218514821,-0.5843190260000001
tcs__wt_LiCl__2,-0.9240541192,-1.092551803,-0.638837149
tcs__wt_m9p__1,0.4464508049,-1.06976623,0.02051269
tcs__wt_m9p__2,0.8393757923,-1.065463785,-0.01737706
tcs__wt_pyr__1,-5.1967744499,-1.3939771840000001,0.5719796500000001
tcs__wt_pyr__2,-5.3014348034,-1.476029576,0.5709051900000001
tcs__wt_zncl2__1,-0.4845338604,-0.520315975,0.40358206
tcs__wt_zncl2__2,-0.6481363787000001,-0.45715475600000005,0.43617118
ros_tale__1_112_0pq__1,-7.7983410402,-1.47695958,-0.9322632240000001
ros_tale__1_112_0pq__2,-7.7560143295,-1.151974091,-0.9846712980000001
ros_tale__1_112_250pq__1,-8.1541798513,-0.974569699,-0.8770745430000001
ros_tale__1_112_250pq__2,-8.3396812365,-1.015938995,-1.044136749
ros_tale__1_112_750pq__1,-9.2952829076,-1.367672285,-0.843805648
ros_tale__1_112_750pq__2,-8.8680324968,-1.301090568,-1.1318830690000001
ros_tale__1_112_750pq__3,-8.6502403577,-1.212645393,-1.411766134
ros_tale__3_76_0pq__1,0.6131107476000001,-0.776556939,-0.53215157
ros_tale__3_76_0pq__2,0.10700887840000001,-0.849375545,-0.51478449
ros_tale__3_76_0pq__3,0.0919993546,-0.6151611410000001,-0.611977132
ros_tale__3_76_0pq__4,0.49808218140000005,-0.670109265,-0.6420919970000001
ros_tale__3_76_250pq__1,-1.3548920537,-1.7557928280000001,-0.666353005
ros_tale__3_76_250pq__2,-0.218861458,-1.852797516,-1.444666812
ros_tale__3_76_750pq__1,-0.5405610805000001,-1.8866109990000002,-2.373632202
ros_tale__3_76_750pq__2,0.23521887330000002,-2.117098818,-2.344372094
ros_tale__7_103_0pq__1,0.3909102143,-1.400681145,-1.238592802
ros_tale__7_103_0pq__2,-0.9459050381,-1.216442849,-1.001320645
ros_tale__7_103_0pq__3,1.0242870246,-1.191276588,-1.337420238
ros_tale__7_103_0pq__4,-0.5692473978,-1.179372276,-1.065014724
ros_tale__7_103_250pq__1,0.46869621600000005,-1.576819301,-1.532401552
ros_tale__7_103_250pq__2,0.2122178938,-1.655258649,-1.202301672
ros_tale__7_103_750pq__1,0.5428594364,-1.917055107,-1.189284048
ros_tale__7_103_750pq__2,0.3878488022,-2.001900769,-1.190613042
ros_tale__9_77_0pq__1,-2.7095437558,-1.3131075920000002,-1.222235039
ros_tale__9_77_0pq__2,-2.6324993716,-1.289867628,-1.287045295
ros_tale__9_77_250pq__1,-3.6398446334,-1.405122012,-1.205770591
ros_tale__9_77_250pq__2,-3.5717920312,-1.333149155,-1.022557049
ros_tale__9_77_750pq__1,-2.5728624686,-1.536956499,-1.244268647
ros_tale__9_77_750pq__2,-2.6766457536,-1.375086401,-1.252107228
ros_tale__11_83_0pq__1,-8.7800228749,-1.7299341209999999,-1.543562922
ros_tale__11_83_0pq__2,-8.5838627986,-1.6690195710000002,-1.40431438
ros_tale__11_83_250pq__1,-8.6188839109,-1.6756440000000001,-1.616442389
ros_tale__11_83_250pq__2,-8.1080285684,-1.718700762,-1.5393925689999999
ros_tale__11_83_750pq__1,-7.7811197002,-1.5578958900000002,-1.5047846900000001
ros_tale__11_83_750pq__2,-7.9906948415,-1.9543298080000002,-1.256090514
ros_tale__13_87_0pq__1,-7.2323543841,-1.737131683,-1.179960935
ros_tale__13_87_0pq__2,-7.6146471661,-1.9883365030000002,-1.111769614
ros_tale__13_87_250pq__1,-7.5567794879,-1.6752492330000002,-0.911073698
ros_tale__13_87_250pq__2,-7.2056389226,-1.644560478,-0.707789803
ros_tale__13_87_750pq__1,-8.1842480078,-1.283283374,-0.48755389600000004
ros_tale__13_87_750pq__2,-8.666582554,-1.445462175,-0.49634561800000004
ros_tale__14_27_0pq__1,-2.660475785,-1.5619393700000002,-1.776681238
ros_tale__14_27_0pq__2,-2.1057844716,-1.366525985,-1.676944038
ros_tale__14_27_250pq__1,-2.646168537,-1.081262118,-1.5180227419999999
ros_tale__14_27_250pq__2,-1.8375967935,-0.7812980570000001,-1.541220791
ros_tale__14_27_750pq__1,-4.4694972274,-0.558551236,0.17225991000000002
ros_tale__14_27_750pq__2,-4.5607789314,-0.5945768300000001,0.11401301
ros_tale__16_28_250pq__1,0.1536199486,-0.569115648,-0.14208906
ros_tale__16_28_250pq__2,0.1047432469,-0.510424618,-0.15535034
ros_tale__16_32_0pq__1,-0.9407322475000001,-1.295139233,0.09889758
ros_tale__16_32_0pq__2,-1.4155644627,-1.332405376,0.028576630000000002
ros_tale__16_32_0pq__3,0.7277884009000001,-0.6304133980000001,-0.16199365200000002
ros_tale__16_32_0pq__4,0.47320383320000003,-0.658337029,-0.04418918
ros_tale__16_32_250pq__1,1.2796793566,-0.597800835,-0.36221366200000005
ros_tale__16_32_250pq__2,1.2186517543,-0.48757287,-0.31223024400000005
ros_tale__16_32_750pq__1,-0.140364701,-1.798382287,-0.372933775
ros_tale__16_32_750pq__2,0.4955319743,-0.9608175910000001,-0.13904191
ros_tale__17_104_0pq__1,-8.6325939752,-1.9111926760000002,-0.432007566
ros_tale__17_104_0pq__2,-8.5725734008,-1.7431899130000001,-0.44768218200000004
ros_tale__17_104_250pq__1,-7.5230319257,-0.9959656410000001,-0.7173249140000001
ros_tale__17_104_250pq__2,-8.2816361053,-0.946635128,-0.514666559
ros_tale__17_104_250pq__3,-8.5184329454,-0.6612267,-0.6078177220000001
ros_tale__17_104_250pq__4,-7.76818486,-0.45570357800000005,-0.7876631590000001
ros_tale__17_104_750pq__1,-8.8947828069,-1.159032695,-0.718001741
ros_tale__17_104_750pq__2,-8.8165413834,-1.5951796200000001,-0.682761611
ros_tale__18_24_250pq__1,-0.8740596463,-0.287259052,0.04742824
ros_tale__18_24_250pq__2,-0.45369979850000003,-0.384693161,-0.164151443
ros_tale__18_36_0pq__1,-0.7568068855000001,-1.013580463,-0.419179063
ros_tale__18_36_0pq__2,-0.8055693737,-1.02410462,-0.27116506700000004
ros_tale__18_36_0pq__3,0.49191100400000004,-0.847037382,-0.163033602
ros_tale__18_36_0pq__4,0.9611194294000001,-0.47221449800000004,-0.45262595400000005
ros_tale__18_36_250pq__1,1.5686422782,-0.344789844,-0.2455571
ros_tale__18_36_250pq__2,1.6884112337000001,-0.48213941600000004,-0.184830121
ros_tale__18_36_750pq__1,-2.429538269,-0.8122734290000001,0.5313665200000001
ros_tale__18_36_750pq__2,-2.7566232581,-0.739399098,0.69130265
ros_tale__19_91_0pq__1,-2.0180260498,-1.285862863,-1.209747058
ros_tale__19_91_0pq__2,-2.535118262,-1.253416447,-1.347340183
ros_tale__19_91_250pq__1,-2.1901174653,-1.163397934,-1.263389101
ros_tale__19_91_250pq__2,-2.5210375332,-0.8658374740000001,-1.46180971
ros_tale__19_91_750pq__1,-1.7091783064000001,-1.063260451,-1.639187561
ros_tale__19_91_750pq__2,-1.6728998878999999,-1.4810321260000001,-1.370058648
ros_tale__19_91_750pq__3,-0.3347170371,-0.5831361860000001,-1.439826482
ros_tale__19_91_750pq__4,-0.9198888554,-0.8225386650000001,-1.3247997150000002
ros_tale__21_97_0pq__1,-0.4171547243,-1.534841134,-1.476806734
ros_tale__21_97_0pq__2,-0.5125338325000001,-1.833634892,-1.3988781860000001
ros_tale__21_97_250pq__1,-1.5378524613,-1.811885119,-1.714050093
ros_tale__21_97_250pq__2,-1.3670085632,-1.926615302,-1.631696979
ros_tale__21_97_750pq__1,-1.0383206264,-1.3719333790000001,-1.481335957
ros_tale__21_97_750pq__2,-1.2750470184,-1.766557254,-1.67614586
ros_tale__25_111_0pq__1,1.2654531975,-1.8540133120000002,-1.816633399
ros_tale__25_111_0pq__2,0.6475233279,-1.223410174,-1.514870536
ros_tale__25_111_250pq__1,0.8513359645,-1.47587442,-1.8561794420000002
ros_tale__25_111_250pq__2,-0.11215042360000001,-1.312486828,-1.840699162
ros_tale__25_111_750pq__1,0.8787873388,-1.05573164,-1.7586483140000002
ros_tale__25_111_750pq__2,-0.3043128563,-1.015266775,-1.302515154
ros_tale__29_119_0pq__1,1.5872830506,-0.874090829,-1.479398333
ros_tale__29_119_0pq__2,1.0620735183,-1.175513869,-1.349549087
ros_tale__29_119_250pq__1,1.3611164726,-1.127672632,-1.6357188690000002
ros_tale__29_119_250pq__2,2.9955984979,-0.957410045,-2.246452483
ros_tale__29_119_750pq__1,1.1724385131,-0.7852673050000001,-1.361051123
ros_tale__29_119_750pq__2,0.9217776080000001,-1.072754012,-1.508044928
ros_tale__ALE4_0pq__1,1.0654807352,-0.46366654700000004,-0.352092163
ros_tale__ALE4_0pq__2,0.9346809567000001,-0.5576681,-0.25918898
ros_tale__ALE4_250pq__1,-2.8865343785,0.201563028,0.34192868
ros_tale__ALE4_250pq__2,-3.1964750823,0.14145969,0.33603271
pcoli__atASMT_325G__1,0.3744581414,-0.07739929,-0.56245241
pcoli__atASMT_325G__2,0.4882811146,-0.022530055,-0.5977678080000001
pcoli__bpTDC__1,1.2159482906,0.31555865800000005,-0.720758659
pcoli__bpTDC__2,1.7329944161,0.514406009,-0.6870748560000001
pcoli__BRCA__1,0.5830025773,0.559973645,-0.6937500010000001
pcoli__BRCA__2,0.8986043420000001,0.5236769520000001,-0.715461682
pcoli__BRCActrl__1,1.2351480262,0.58759438,-0.8081114530000001
pcoli__BRCActrl__2,1.4232358227000002,0.7400916590000001,-0.7852557560000001
pcoli__BRCAswap__1,0.5561520561000001,0.266748046,-0.25744907300000003
pcoli__BRCAswap__2,0.516230335,0.26381912700000004,-0.21115987400000003
pcoli__btAANAT__1,0.8594082955000001,0.10137114500000001,-0.36159036
pcoli__btAANAT__2,0.719585922,0.005210752,-0.417373961
pcoli__btASMT__1,0.4973973707,0.350062107,-0.367007375
pcoli__btASMT__2,0.3617840746,0.21960188800000002,-0.341374663
pcoli__CC1__1,-0.5162624964,-0.08199843300000001,-0.22185532500000002
pcoli__CC1__2,-0.5217381909000001,0.137819939,-0.21032704700000002
pcoli__ccCOMT__1,0.47032879660000004,0.141641006,-0.6495001300000001
pcoli__ccCOMT__2,0.31333882100000005,0.26111612500000003,-0.646308899
pcoli__ckDDC__1,0.16415166550000002,-0.197048891,-0.637397835
pcoli__ckDDC__2,0.7393759897000001,-0.13539085,-0.593960994
pcoli__CNTF_belt__1,-0.0342055415,0.087724722,-0.687293141
pcoli__CNTF_belt__2,-0.5137839173000001,0.205911789,-0.496028593
pcoli__cobPNMT__1,0.23402906580000002,-0.0047872240000000005,-0.546324033
pcoli__cobPNMT__2,0.0704643805,0.028552378000000003,-0.635433251
pcoli__cvPhhB__1,0.29383394,-0.02814894,-0.789075763
pcoli__cvPhhB__2,0.6614006410000001,-0.134713143,-0.7440889230000001
pcoli__ggAANAT__1,0.9401346952,0.21995017300000003,-0.597649058
pcoli__ggAANAT__2,0.8038216432,0.154387818,-0.5914366910000001
pcoli__ggTPH__1,1.182411421,0.11973112500000001,-0.5072923610000001
pcoli__ggTPH__2,0.7067585312,0.037449201,-0.589508416
pcoli__hsAANAT__1,-0.7231626593,-0.347087193,-0.06550763
pcoli__hsAANAT__2,-0.4036849547,-0.016927197,-0.16525044900000002
pcoli__hsASMT__1,0.7697010503,0.718310546,-0.6047078020000001
pcoli__hsASMT__2,1.027315637,0.60358824,-0.554495582
pcoli__hsPNMT_mb__1,0.7419810269,-0.030220118,-0.54339688
pcoli__hsPNMT_mb__2,0.4822975847,0.060334478000000004,-0.530847908
pcoli__hsTPH__1,0.7380432919000001,-0.023752887,-0.959077987
pcoli__hsTPH__2,0.6921079918,-0.150332407,-0.97270472
pcoli__hsTPH_E2K__1,1.1120145783,0.12120304,-0.294773706
pcoli__hsTPH_E2K__2,1.6280356120000001,0.113914359,-0.391189308
pcoli__hsTPH_E2K_N91I_P99C__1,0.6906266204,0.337188356,-0.7108491050000001
pcoli__hsTPH_E2K_N91I_P99C__2,0.8817633524,0.23521009,-0.8105617340000001
pcoli__hsTPH_N158trunc__1,1.5956876843,-0.08457542600000001,-0.500399922
pcoli__hsTPH_N158trunc__2,1.5246592305000002,0.044412339,-0.5334013400000001
pcoli__hsTPH_N174trunc__1,0.1997567195,-0.049900383000000006,-0.552691589
pcoli__hsTPH_N174trunc__2,0.6261451902,0.13704459100000002,-0.493705793
pcoli__hsTPH_Ntermtrunc__1,-0.6410722139,0.695502766,-0.28662444400000003
pcoli__hsTPH_Ntermtrunc__2,-1.0505895058,0.401443415,-0.267651077
pcoli__hsTPH1__1,0.7259231689,0.182289936,-0.26272029999999996
pcoli__hsTPH1__2,0.7853933823,0.15855633500000002,-0.34669495100000003
pcoli__MBP__1,-1.6429269597,-0.45267432700000004,-1.0585755510000001
pcoli__MBP__2,-1.2706598801,-0.11324706200000001,-0.7997402570000001
pcoli__msCOMT__1,-0.26145811,0.592231857,-0.708846653
pcoli__msCOMT__2,-0.1728592847,0.6034188030000001,-0.71371898
pcoli__ocAANAT__1,0.9485165925000001,0.084381118,-0.564269323
pcoli__ocAANAT__2,0.9658464856000001,0.077308389,-0.621011529
pcoli__osTDC_K374H__1,-0.5878988732,0.09003707200000001,-0.06235882
pcoli__osTDC_K374H__2,-0.7885047378000001,0.189601554,0.09358518
pcoli__osTDC_K374L__1,0.25577985270000003,0.768705304,-0.686736823
pcoli__osTDC_K374L__2,0.1916113409,0.575586008,-0.6038482270000001
pcoli__osTDC_K374Q__1,0.9552432199,0.231297411,-0.358429533
pcoli__osTDC_K374Q__2,1.1211553485,0.362675407,-0.366209812
pcoli__osTDC_L360V__1,1.0380292544,0.31557374200000005,-0.794045595
pcoli__osTDC_L360V__2,1.3281010141,0.377784824,-0.73649164
pcoli__pmTPH__1,0.0849618276,0.163857946,-0.890096011
pcoli__pmTPH__2,0.6951581333,-0.08406928500000001,-0.7669762990000001
pcoli__RFC__1,0.8997934007,-0.108530649,-0.49171904400000005
pcoli__RFC__2,0.8574307630000001,-0.264850091,-0.554183811
pcoli__RFCctrl__1,-0.7751800377,-0.16463552,-0.14158364
pcoli__RFCctrl__2,-0.8262368323,-0.39893048000000003,-0.14886678
pcoli__RFCnopause__1,-0.7008544304000001,-0.289946574,-0.030270520000000002
pcoli__RFCnopause__2,0.09021285,-0.400756726,-0.0349453
pcoli__RFCpluspause__1,0.8760858482,-0.093828848,-0.177226662
pcoli__RFCpluspause__2,0.28346741200000003,0.0022041580000000003,-0.11102336
pcoli__rnCOMT_sol__1,-0.5556926853,-0.237771893,-0.10016638
pcoli__rnCOMT_sol__2,-0.7827432101,-0.383278169,-0.12232087
pcoli__rnPNMT__1,0.6499593048,0.5805683890000001,-0.55204094
pcoli__rnPNMT__2,0.7796091326,0.495496317,-0.6682079630000001
pcoli__rnTDC__1,0.7753556318,0.349186692,-0.759033186
pcoli__rnTDC__2,0.6754803833,0.511823563,-0.7105141930000001
pcoli__rnTDC_trunc__1,-0.9559726969000001,0.147393046,-0.500964557
pcoli__rnTDC_trunc__2,-0.9218192269000001,0.106539666,-0.545825517
pcoli__saCOMT_T2A__1,0.6517290203,-0.016711768000000002,-0.754165757
pcoli__saCOMT_T2A__2,0.35895081570000004,0.02995032,-0.7127337720000001
pcoli__sfCOMT__1,0.8197510017,-0.08296149800000001,-0.593179207
pcoli__sfCOMT__2,0.9148356198,-0.195850358,-0.708188993
pcoli__sgAANAT_D63G__1,0.6799445762,-0.113080727,-0.614227956
pcoli__sgAANAT_D63G__2,0.7765904932000001,0.058572964000000005,-0.639611139
pcoli__ssDDC__1,0.5393151629,0.583909403,-0.629611789
pcoli__ssDDC__2,1.0789312433,0.41504634900000004,-0.560378378
pcoli__TP53B__1,0.169212663,0.21482161600000002,-0.5435840270000001
pcoli__TP53B__2,0.105640781,0.27096579800000004,-0.673780445
pcoli__WT__1,-0.4213069186,0.16812784900000002,0.06618946
pcoli__WT__2,-0.1761923938,0.109695948,-0.06461968
cck__glu_ale4__1,1.6558844796,0.221572966,0.023601940000000002
cck__glu_ale4__2,1.445577041,-0.432679568,-0.14111208
cck__cck_ale1__1,1.2290437636,-0.32943737500000003,-0.34563813800000004
cck__cck_ale1__2,1.5291469307,-0.23635923900000003,-0.402959869
cck__cck_ale2__1,1.0329001122,-0.446605256,-0.315535236
cck__cck_ale2__2,1.0143987816,-0.41928667500000005,-0.34842167
cck_pgi__gmos_delpgi__1,0.3187147209,-0.584343786,-0.747016125
cck_pgi__gmos_delpgi__2,1.5928559457,-0.095645147,-0.532594039
cck_pgi__pgi_ale1__1,1.1067093894,0.07847981600000001,-0.08035537
cck_pgi__pgi_ale1__2,0.9527228184000001,-0.46996152900000004,0.00473186
cck_pgi__pgi_ale2__1,-0.14622221200000002,-0.457327855,0.07589027
cck_pgi__pgi_ale3__1,1.3883765185999999,0.147026707,-0.01837202
cck_pgi__pgi_ale3__2,1.0714439404,-0.6206454530000001,-0.15278709999999998
cck_pgi__pgi_ale4__1,3.2637767089,0.317359431,-0.425070981
cck_pgi__pgi_ale4__2,2.8824676608,-0.750130642,-0.42095400200000005
cck_pgi__pgi_ale4__3,3.0569512347,-0.598939721,-0.327064513
cck_pgi__pgi_ale5__1,2.0244683618,0.408087089,-0.10981741
cck_pgi__pgi_ale5__2,1.45953085,-0.282394071,-0.06886241
cck_pgi__pgi_ale6__1,1.4649549328,0.25350088400000004,0.03218178
cck_pgi__pgi_ale6__2,1.0379110653999999,-0.40748030900000004,0.03423202
cck_pgi__pgi_ale7__1,1.1665894948,0.31328551,-0.08175251
cck_pgi__pgi_ale7__2,1.2309713024,-0.2087899,-0.15558674
cck_pgi__pgi_ale8__1,1.0198122851,0.30105712,-0.40677497100000004
cck_pgi__pgi_ale8__2,0.7429235238,-0.228247835,-0.30074459600000003
cck_sdh__gmos_delsdhCB__1,-3.6872656772,-0.173845893,0.202863
cck_sdh__gmos_delsdhCB__2,-3.1222723126,-0.059910882000000006,0.09555572
cck_sdh__sdh_ale1__1,0.453252064,0.022963108000000003,-0.14578359999999999
cck_sdh__sdh_ale1__2,0.6288110322,-0.17463441100000002,-0.21993975100000002
cck_sdh__sdh_ale2__1,0.6574564963,-0.16076731400000002,-0.248607557
cck_sdh__sdh_ale3__1,0.7119502092000001,0.017319997,-0.292765492
cck_sdh__sdh_ale3__2,0.9598191621000001,-0.224833046,-0.19570809600000003
cck_sdh__sdh_ale3__3,0.4659555253,-0.320579677,-0.200413491
cck_pts__gmos_delptsHIcrr__1,0.7366655750000001,-0.5614705280000001,0.36243757
cck_pts__gmos_delptsHIcrr__2,2.1339765189,-0.12891265600000001,0.40373641
cck_pts__pts_ale1__1,3.0820368009,0.163584202,0.68789486
cck_pts__pts_ale1__2,3.4047811403,0.011707062,0.76061503
cck_pts__pts_ale2__1,2.1763378367,-0.180050013,-0.317803445
cck_pts__pts_ale2__2,1.9045253195,-0.385730652,-0.374354114
cck_pts__pts_ale3__1,3.5103880194,-0.49310202100000006,0.9678345500000001
cck_pts__pts_ale3__2,3.7343836315,-0.265618383,0.95111157
cck_pts__pts_ale4__1,1.3562713472999999,-0.45524974700000004,-0.5103258540000001
cck_pts__pts_ale4__2,0.7789785659,-0.453668495,-0.39492032600000004
cck_gnd__gmos_delgnd__1,-3.1622287683,-0.10248808200000001,-0.10726087000000001
cck_gnd__gmos_delgnd__2,-4.306181572,-0.20664141400000002,-0.242230453
cck_gnd__gnd_ale1__1,0.8451614056000001,-0.24466994700000003,-0.307028815
cck_gnd__gnd_ale1__2,1.2640586751,-0.171263507,-0.35738712
cck_gnd__gnd_ale2__1,0.9619258207,-0.49596219700000005,-0.29555021600000003
cck_gnd__gnd_ale2__2,1.0774312848,-0.275010729,-0.15161503
cck_gnd__gnd_ale3__1,1.3941070244,-0.20827393900000002,-0.24023396700000002
cck_gnd__gnd_ale3__2,1.184865824,-0.18284972600000002,-0.27060858200000004
cck_tpiA__gmos_deltpiA__1,1.3237625372,-0.556652449,-0.10750226
cck_tpiA__gmos_deltpiA__2,-0.3359137914,-0.7771235320000001,0.042078290000000004
cck_tpiA__tpiA_ale1__1,1.2638379347,-0.316926392,-0.30254452
cck_tpiA__tpiA_ale1__2,1.5047265416,0.05408294600000001,-0.30329453300000003
cck_tpiA__tpiA_ale2__1,0.7107182858000001,-0.33072960900000004,-0.42880144400000003
cck_tpiA__tpiA_ale2__2,0.3973373571,-0.695909851,-0.48761747400000005
cck_tpiA__tpiA_ale3__1,0.1384609742,-0.5749640970000001,-0.180548448
cck_tpiA__tpiA_ale3__2,0.4356696477,-0.361694075,-0.14395317
cck_tpiA__tpiA_ale4__1,1.3516168389,-0.240566777,-0.260098161
cck_tpiA__tpiA_ale4__2,0.8970994745,-0.454417526,-0.27294908
acid_tale__acid_ale1_pH7__1,-0.2159062588,-0.5847020270000001,0.17983809
