,A,LsrR,RpoS,Crp
SRX5694293,-1.6711666066,-0.2630177698,-0.4039469799,0.3866879371
SRX5694294,1.405081633,0.6707409345,-0.38068987460000003,-0.0602559214
SRX5694295,-4.7436504132,-0.6824962571000001,1.1971556762,-1.4743546362
SRX5694296,0.1107524585,0.0313029607,-0.0579672664,-0.13444608700000002
SRX5694297,1.6596761845999999,-0.7667586859000001,-1.1718080658,-1.621907484
SRX5694298,-1.0897558467,-0.9511253937,-0.0579887361,-0.0376343135
SRX5694299,1.0229083865,0.3144886717,-0.0090804595,-0.0810478849
SRX5694300,1.6812418742,0.39694233560000003,-0.2858089984,0.1296583874
SRX5694301,1.9387014612,0.4161459581,0.7487499111,0.2017965224
SRX5694302,-3.1247691309,-0.5799810294000001,-0.2880430808,0.1490464558
SRX5694303,-2.6817044327,-0.6265811899,-0.4022624342,0.2623448043
SRX5694304,0.2708465876,0.1278849819,-0.102787711,-0.22631582460000002
SRX5694305,-1.497069078,-1.9626764852,-0.5464442224,-1.9945889461
SRX5694306,1.7469568292000002,0.6221601699,-0.7664779575,-0.303318389
SRX5694307,-4.3616001494,-0.1932040203,0.9269590489,-0.9213934478
SRX5694308,-2.3158053444,-1.0467149338,0.0122038535,-0.5542551321
SRX5694309,-3.8920168878,-1.8189960709,-0.9940082433,-2.4371824129
SRX5694310,-1.6923615547000002,-0.3437238869,2.0411292587,-0.6975730314
SRX5694311,-3.1440827587,-1.2313938454,-0.3039589573,-2.788252041
SRX5694312,-2.0135365587,-0.8933576786,-1.2338569192,-0.46271994780000003
SRX5694313,-1.9767634611,-0.0660244581,1.5108161085,-1.0117169578
SRX5694315,0.7061247968000001,0.6184240198000001,0.0882130678,-0.1729404675
SRX5694317,3.9196941813,1.9097970514,1.863543381,0.2138522692
SRX5694319,-3.0332282761,-1.3647412442,-0.7670528724,0.22403181360000002
SRX5694320,-2.6339602729,-2.3768343359,-1.3988456439,-0.09237995040000001
SRX5694321,0.7700581109,0.3017880221,0.1389480637,-0.38942819040000004
SRX5694322,-2.8179209050000003,0.4004457577,0.6382039402,-1.1362642293
SRX5694323,1.3361867061,0.3758648401,0.6371311275,-0.41342659340000004
SRX5694324,-4.1872412045,-0.9404124966,0.5891552134,-1.6036324816
SRX5694325,-3.4447071932,-0.9610616227000001,1.1364192666,-0.5104274184
SRX5694326,-0.1524181638,0.2014002356,-0.1227754323,-0.1584196907
SRX5694327,-1.3615090619,-0.2238489707,1.842083342,-0.6589226995
SRX5694328,-2.8282927675,-0.39241846550000004,-0.3056609431,0.1764471632
SRX5694329,-0.0940783379,-0.4098787613,-0.36055310500000004,-0.5799739837
SRX5694330,0.8915124922000001,-0.2033529922,-0.7452061929,-0.6950204566
SRX5694331,-1.484310191,-0.1006517215,-0.19376253370000002,0.245553549
SRX5694332,1.8497406113000001,0.2754340675,-0.1069060403,-0.24882076420000002
SRX5694334,-2.948711673,-1.3534078268,0.1476735541,-1.0972302127
SRX5694335,-0.09737061100000001,-0.932820583,0.2184687528,-2.0210704043
SRX5694336,-2.8761192433,-0.33397210200000005,-0.3321838082,-1.6584843203
SRX5694337,-0.651368709,0.9866367331,1.1410073011,-0.2397944182
SRX5694338,1.625971598,0.4366326761,0.5042714405000001,0.1989831632
SRX5694339,-2.7524131456000003,-1.4364139836,-0.7028224034,0.10670366340000001
SRX5694340,-1.740914662,-0.0256863233,-0.3897788184,-0.1227589166
SRX5694341,-3.6650963411,-1.0175852852,0.6749000182,-1.4531793695
SRX5694342,-1.0263590163,-0.6537297061,-1.0340379245,-1.642695013
SRX5694343,2.4568002334,0.8646686625000001,-0.5313228746,-0.659556922
SRX5694344,-0.9710675096,-0.0035833449000000003,-0.3395083618,-0.5482364304
SRX5694345,-1.1441367688,-0.4163105453,-0.0744392624,-0.1455592358
SRX5694346,3.7855241697,1.1446207643,-0.17103448070000002,-0.6506498564000001
SRX5694347,0.8112366505,-0.1425136292,-0.3425261498,-0.0665078507
SRX5694348,2.7317455825,1.1097924898,0.7875061899,0.0163008612
SRX5694349,1.4465983574,-0.4161662991,0.12003723670000001,0.3281616036
SRX5694350,0.2504616134,-0.23255632980000002,-0.7659405174,-1.3897674496999999
SRX5694351,-4.0011581995,-1.3435717648,0.7263733076000001,-0.94657928
SRX5694352,1.1752002269,0.2664299875,-0.6013224671,-0.11358356480000001
SRX5694353,-3.0886772138,-0.6165019699000001,-0.8785134040000001,0.2090437913
SRX5694354,3.6188254992,1.0792321731,0.7901452873,0.156288703
SRX5694356,-2.4962397343,-0.8069898789000001,-1.0691180943,0.1914919696
SRX5694357,-2.7060426009,-1.3382267069,-1.224876475,-1.6521756011000002
SRX5694358,0.6547560591,-0.8144986457000001,-0.8674783247000001,-0.2527058608
SRX5694359,-3.2103496718,-0.046765645200000004,-0.5275191918000001,-0.30657057660000003
SRX5694360,-1.3748372806,-0.381102853,-0.5277439766,-0.2669976047
SRX5694361,-3.1312862919,0.1124361468,0.5715646187,-1.0307723459
SRX5694362,-1.1744990907,-0.1979638371,-0.4801473545,-0.0309958632
SRX5694363,-2.2525648106,-0.0006912236,-0.2058316979,-0.3804310446
SRX5694364,-5.1309384999,-1.1282757178,-0.4031858943,-2.3462003852
SRX5694365,-1.2507912327000001,0.0191381892,0.5258567861,-0.6041545277
SRX5694366,-3.9032756634,-1.6912151083,-1.0791491496,-0.054980210200000004
SRX5694367,-3.309868578,-0.8016513712000001,1.1625349641,-0.7076949831
SRX5694368,-2.5406631826,-0.7336367273000001,-0.3946522053,0.1102525246
SRX5694369,2.9188345681000003,0.8493262807,0.0892968809,-0.0590977866
SRX5694370,-0.7493484066,0.0950861826,0.3895898545,-0.22081801820000002
SRX5694371,-3.0397660824,-1.5739250431,-0.9798657269000001,-2.3057897995
SRX5694372,-1.2681868231,-0.6265780037,-0.3558929129,-0.3165443482
SRX5694373,1.0028165624,-0.16480926610000002,-0.3203433341,-1.5399098517
SRX5694374,-3.4560578917,-2.8673006878000002,-1.8907045999,-0.3411830033
SRX5694375,1.9447712293000001,0.37510286940000004,0.5235856839,-0.0340696975
SRX5694376,-1.774114187,-0.47820264690000003,-0.6960164566,-0.31705369640000003
SRX5694377,-3.2030764103,-2.1274984561,-1.5270626442,-0.5697764494
SRX5694378,-2.9629877293,-0.7953899176,-0.4634139386,-0.31765341210000003
SRX5694379,-2.0993320671,-1.0305463311,-0.5227460333,-0.25011430100000004
SRX5694380,3.370484202,0.9103694144000001,-0.6079369570000001,-0.8373204843000001
SRX5694381,-3.0693994279,-0.5791953082,-0.5831907388,-1.2728116676
SRX5694382,-0.37554520960000004,0.19879231,-0.5897015176,-0.025511662
SRX5694383,2.8754769662,0.5330577876,0.33302975900000004,0.1480773849
SRX5694384,-1.8154430358,-0.8421973678,-0.17128217310000002,0.1439389809
SRX5694385,-0.5607068978,1.1427631427,0.6983107852,0.0779751018
SRX5694386,-1.7667667828,-0.3837408345,-0.047770770600000005,-2.8414442095
SRX5694387,-3.5388553027,-1.1877927392,-0.7783978846,0.0426535923
SRX5694388,-2.0874720983,-0.9473083957,0.5795485447000001,-1.6022828696
SRX5694389,-0.3230167311,-0.999574167,-0.4604892508,-0.0800003088
SRX5694390,2.4862293224,0.5497819151000001,0.5469985911,0.0001683552
SRX5694391,5.0313241493,1.9109734213,1.9391797668000001,0.1315329539
SRX5694392,1.6406421867,0.2656522195,-0.18206983540000002,-0.1486598298
SRX5694393,-1.4229176389,-0.221243759,-0.2625622673,0.232671539
SRX5694394,0.0011316703,0.2551753271,0.6362886964000001,0.2168248136
SRX5694395,-2.2952564541,0.4438096535,-0.24292153970000002,-0.3791651303
SRX5694396,-3.4609166726,-0.4673143105,0.6048608691,-0.8353134788000001
SRX5694397,0.09373697460000001,-0.0402694053,0.7306458363,-0.0202364792
SRX5694398,0.5357982575,0.1424815104,0.47634399800000005,-0.0607073754
SRX5694399,0.6241255736,0.571081091,-0.3464694589,-0.2527744328
SRX5694400,-1.2678705364,-0.5134135057,-0.2505482308,-0.1981004934
SRX5694401,5.0608807375,1.7148868749,0.6124656474,-0.021523506600000002
SRX5694402,-1.4078135703,-0.10001515720000001,-0.0719270178,-2.6700349591
SRX5694403,0.8323760003,0.4253196931,0.6540059885,-0.9103162108
SRX5694404,-0.6502278623000001,-0.1071069869,0.4711092564,0.0943710534
SRX5694405,0.2737130848,0.3878315987,-0.5450956153000001,-0.1829334597
SRX5694406,-3.8733166917,0.2487862026,0.2452439907,-0.3972091841
SRX5694407,-1.5388916639999999,0.4233600809,-0.1035126536,-0.2638287498
SRX5694408,1.5451192907,0.4751791474,-0.009095269900000001,0.0417388443
SRX5694409,-1.8240334175,0.1718144607,1.087692968,-2.2693012292
SRX5694410,-0.3038566686,0.32026594820000004,-0.3560818886,-0.1972134109
SRX5694411,-2.3398399611,-0.8873636522,1.7535099344,-0.8663395759
SRX5694412,1.9585984967,0.2113666189,0.5170498195000001,0.1259657223
SRX5694413,3.3522674846,0.9501448306,-1.0193472069,-0.6476176532
SRX5694414,-4.2355350343,-0.9734066156000001,-0.523282682,-1.42088019
SRX5694415,2.9237250394,0.5255369467000001,0.43947406520000004,0.007690172800000001
SRX5694416,0.0722366014,0.0531971703,0.0446724711,0.0575483496
SRX5694417,-1.9274199183,-0.28885138,-0.2893820741,0.2665585241
SRX5694418,-3.9958550276,-0.6335253223,-0.2117878394,-1.9463157999
SRX5694419,-2.8532142321,-0.2036710712,-0.3179564891,-1.5689931018
SRX5694420,1.0117809435,0.5265005102,0.08899595980000001,-0.0638843971
SRX5694421,-1.3749423049,0.041944431000000004,0.028312995400000002,-0.6176702001000001
SRX5694422,2.3575582085,0.6857924804000001,1.3392921219,-0.058214080700000004
SRX5694423,-1.265352616,-0.6768720604,-0.9200105722,-0.3208467193
SRX5694424,-0.0089078037,0.12660355,1.5403945842,-0.3043319677
SRX5694425,0.8872244663000001,0.4284395714,0.5704792652,0.2263080572
SRX5694426,0.47678017380000004,-0.0459656218,0.1799193872,-0.6604587882
SRX5694427,2.176947285,0.9709278056,0.4667043355,0.1652363888
SRX5694428,5.8871030725,1.3926549859000001,0.20339786340000002,0.073808526
SRX5694429,-2.7615201286,-1.0452544127,1.7636918297,-1.4421129371
SRX5694430,2.1755913401,0.8472195642,0.3315411609,0.0124821121
SRX5694431,-0.5254516609000001,-0.1580771345,-0.35813353740000003,-0.0624036472
SRX5694432,-2.2609284991,-0.8157826985000001,-0.36327625890000004,-0.3304413054
SRX5694433,3.7403720061,1.5910869746,-0.9242360812,-0.8187488844
SRX5694434,2.5302601784,0.3869581795,1.1244853324,-0.6212632720000001
SRX5694435,-3.6652796883,-0.7735374749,0.2482560155,-2.0377494386
SRX5694436,-2.4316813025,-0.0086411571,0.6052921899,-2.3919325405
SRX5694437,-2.1017336363,0.6252707061,1.6927350389,-0.2507206522
SRX5694438,3.08076029,0.5727027215,0.4568848408,0.07346573220000001
SRX5694439,-3.3713265753,-1.9293088715,-0.9789359647,0.3143882568
SRX5694440,-2.4208558235,-1.0698476295,-0.16993395320000002,0.1617989176
SRX5694441,-0.41946242170000003,-0.043953168300000005,-0.30292878300000003,-0.4081937196
SRX5694442,-3.9067160683,-0.7629949318,0.5264198142000001,-1.7002395932
SRX5694443,0.35622023740000003,0.6808698413000001,0.2397725474,0.1538530863
SRX5694444,3.5358227566,0.6056920834,0.5519567652,0.1414549701
SRX5694445,-5.3917869145,0.1302305165,-0.2960727922,-1.7943494913
SRX5694446,-3.0923542549,-0.6661129076,-0.9535799394000001,0.2193526747
SRX5694447,-0.0545584193,0.14779619900000002,0.1879820745,-0.3849941899
SRX5694448,1.0561845047,0.082277208,-0.33462678430000004,-0.732440443
SRX5694449,1.6969415250000002,0.6886721593,0.4853458886,0.1017285234
SRX5694450,-5.1692049799,-0.48431257520000004,-1.5466922668,-0.2163555027
SRX5694451,1.4333403511,0.37443601660000003,0.3364849925,-0.1832599433
SRX5694452,-2.8954406965,-0.5847910243000001,0.5538937326,-0.9702752261
SRX5694453,2.310150884,0.3839809448,-0.9333736147,-0.7029806271
SRX5694454,-2.0489438402,-0.1674811787,-0.43851679990000003,0.2689052974
SRX5694455,-4.1362415543,-1.0145919743,-0.6122638961,-1.7485042558
SRX5694456,-2.2678586401,-0.2847965107,0.0192414513,0.2638014382
SRX5694457,-3.1278220047,-1.0634342003,-0.4865215724,0.1813226141
SRX5694459,-5.5101969647,-1.776005451,-0.7272492188,-0.0659537084
SRX5694460,-2.7221970773,-1.2224641194,-0.1476290305,-2.6935232182
SRX5694461,-2.3310431899,0.17966103890000001,-0.46360405250000003,-0.24608755940000002
SRX5694462,-2.9137963664,-0.9758906605000001,0.4989539183,-1.4072956342
SRX5694463,-0.565173157,0.33977254960000003,0.3705406573,0.13500124700000002
SRX5694464,0.3634891572,0.11671887360000001,-0.1438542033,-0.16266356510000002
SRX5694465,-1.0369380475,0.125223244,-0.5194117031000001,-0.08100398930000001
SRX5694466,-2.1939069913,0.8736832328,2.0305828611,-0.0203257193
SRX5694467,-0.020284501700000002,-0.1221243154,-0.4654391383,-0.0864598209
SRX5694468,-1.629828373,-2.5345816206,-1.4261023225,0.09512308080000001
SRX5694469,1.2208736472,0.4198472394,0.3766098639,0.056592892000000006
SRX5694470,0.0892038944,0.1276343494,-0.1364564022,-0.0203162279
SRX5694471,-0.102602331,-0.1484079881,0.1286029695,0.08127249760000001
SRX5694472,-0.9735517773000001,-0.1450258907,-0.0696890087,-0.42764759150000003
SRX5694474,1.8033547852,0.5081192756,0.9030849996,-0.3318785326
SRX5694475,-0.4376632461,0.4186351803,0.38838182590000003,-0.1072682971
SRX5694476,2.561252728,0.28320452760000003,-0.0550770701,0.2832759084
SRX5694477,-2.6707632421,-1.5808110472,-0.6307641964,-2.220698214
SRX5694478,0.8684257929,0.1357224852,-0.2597921773,-0.324421403
SRX5694479,-0.5627793634,-0.6921083450000001,-0.1763272148,-2.078741852
SRX5694480,0.5690751852,0.5826034921000001,-0.1529290586,-0.8986833081000001
SRX5694481,-0.5891721769,-0.5145866916,0.2706568916,-0.39061972300000003
SRX5694482,-2.1038747903,-0.49664226800000005,-0.8203963424,0.5302146851
SRX5694483,0.8806442881000001,0.661095666,0.1585795959,-0.0648156579
SRX5694484,-0.3533086555,-0.6157696137,-0.1142251222,-0.2015433442
SRX5694485,5.6477524485,2.1944765252,1.8143817081,0.0561230447
SRX5694486,-1.7466235648000001,-0.1614872557,-0.4731728442,0.1840419059
SRX5694487,-0.67994082,-0.2189858071,0.0620097399,-0.0687134662
SRX5694488,-0.1978716446,0.3261499358,0.3949410132,-0.0029101905
SRX5694489,-0.9959854418,0.3851717055,0.3263541776,-0.2414092729
SRX5694491,-3.941859933,-1.1608367298,-0.7083059624,-1.3992598427
SRX5694492,-4.3256354931,-1.2476527856,-0.851641096,-1.4757436121
SRX5694493,-3.0632759699,-0.1338480507,1.4811790611,-1.5239909109
SRX5694494,-1.0555790842,-0.1501692538,1.1931153627,-0.5778881676000001
SRX5694495,-2.8655994889,-0.5806419147,0.223645429,0.2383405456
SRX5694496,-1.7744903109,-0.6006399808,-0.5212448198,0.2231626615
SRX5694497,0.883502729,0.3035479941,1.0658264478,-0.6145709097000001
SRX5694498,0.5746803496,0.9440008517,0.2623274617,0.0065499987
SRX5694499,-4.2790425317,0.4293456854,-0.8602627439,-0.2166458346
SRX5694500,1.3634075830999999,-0.1218650918,0.6492284850000001,-0.6082655704000001
SRX5694501,-1.2992290994,-0.508189274,-0.0872275571,0.012213341
SRX5694502,-3.8595522578,0.5674911091,-1.6278754941,-0.8489028276
SRX5694503,-4.2736179399,-0.7525973788,0.5569903872,-1.5276697252
SRX5694504,-1.9116048317,-0.1606716809,-0.5821665425,0.23647347670000002
SRX5694505,-3.4851287696,-1.7572463975,-0.5569867189000001,-2.8546736802
SRX5694506,0.9387757725,0.7323756963,-0.8658739125,-0.6676717403
SRX5694507,-1.6657898701,-0.5129316175,-0.5061400461000001,0.10364661430000001
SRX5694508,-0.9251379473,-0.3856755148,-0.007558000600000001,-0.8174938777
SRX5694509,-1.3415110081,0.44049434930000003,1.1837010027,-0.1972418484
SRX5694510,1.7158304384,0.6627179105000001,0.3684639705,-0.2550231206
SRX5694511,2.2093003265,0.3352315865,0.7162084194,-0.1637807405
SRX5694512,-3.5659270960000002,-1.4786004147,-0.7495037573000001,-1.3135012281
SRX5694513,1.0856864469,0.5320218976000001,-0.2520943269,-1.2176583871
SRX5694514,-3.0603957076,-1.5299447500999999,-0.1303226102,-2.7449780099
SRX5694515,0.97572339,1.2839026296,1.2895415137000001,0.1674650962
SRX5694516,-3.0658499311,-1.5517831689000001,-1.0265109875,0.7184192778
SRX5694517,-0.9043198547,0.3398894469,-0.0724954515,-0.0899811296
SRX5694518,0.2356049815,0.6715124064,0.0047803766000000004,-0.0284053616
SRX5694519,0.9667788954000001,0.5117019437,-0.26600968140000003,-0.4440190169
SRX5694520,2.681766413,0.623188621,-0.7475409037,-0.3742459546
SRX5694521,0.7343440048000001,0.5232055919,-0.21861527020000002,-0.0823108953
SRX5694522,-0.4662530898,-0.1107113067,0.5629342945,0.19009073370000001
SRX5694523,1.7235182597,0.5573605717,0.21570166240000002,0.1230572979
SRX5694524,-1.6254641374,-0.252872806,0.062023590600000005,-0.3090692798
SRX5694525,-2.0618933065,-0.7342327463,-0.42882891900000003,0.1271493457
SRX5694526,1.4262817386,-0.2377773252,-0.7689727486,-0.057352962300000004
SRX5694527,-0.2804586275,-0.618296642,0.7309834126,-0.7911037301
SRX5694528,-0.24049148850000002,-0.4153729734,-0.1501726563,-2.2550692285
SRX5694529,3.0477117197,1.0764605657,0.5169160205000001,0.09459037740000001
SRX5694530,-1.607104444,0.5778501713,-0.6836513344,-0.3417330189
SRX5694532,-0.0859131959,0.3042509377,0.6793260160000001,-0.7655932475
SRX5694533,0.1767139205,0.6407059265,0.7371031941,-0.8230648089
SRX5694534,-2.6031732289000002,-0.8331210423000001,1.9744757876999999,-1.0244460877
SRX5694535,1.5131096485,-0.1057200215,-0.7213432398,-0.3020521984
SRX5694536,1.7141847606,0.4878331038,0.6477702467,0.0940214917
SRX5694537,-1.3680658476,-0.0854763177,0.020042852400000002,0.0455558508
SRX5694538,-0.5534382172,0.2977129396,0.48593594510000004,0.22416250880000002
SRX5694539,0.5635476976,0.3922795837,-0.39806902200000005,-0.4554145486
SRX5694540,-0.9692087668,0.041871525300000004,0.4775086602,-0.9496879326000001
SRX5694541,-2.024129754,-0.2579690826,-0.2237540542,-0.14394191280000002
SRX5694543,-3.4257444705,-1.6384026945999999,-1.2433446982,0.257330798
SRX5694544,-0.8455367644,0.1723610999,-0.09469580500000001,-0.3373228733
SRX5694545,2.737718044,0.4639064042,0.3882651955,0.035948117
SRX5694546,1.4420513152,-0.7365854462,-1.0093608602,-0.3182627866
SRX5694547,2.2254576512,0.6619651404,0.4493025752,-0.1118469182
SRX5694548,-0.1614404959,-0.1808315197,0.091783931,-0.0372321217
SRX5694550,1.5942257755,0.8936316653,0.062013330500000005,-0.4922607946
SRX5694551,-3.140106298,0.7005625504,-0.9358932155,-0.4416388787
SRX5694552,1.0320636647,0.23685815400000002,-0.4164593802,0.0105278607
SRX5694553,-1.5652288320999999,0.035079297100000004,-0.0044865156,0.2876777482
SRX5694554,2.0442888628,0.5449944729,-0.0383475161,-0.1645882529
SRX5694555,-4.1304194837,-1.0914612317,-0.7369655924,-0.8421746734000001
SRX6072760,-2.1824753919,-0.1146911421,0.41317827430000004,-0.7797289048
SRX6072761,-3.1997798014,-1.0245839855,0.604767283,-0.9412126322000001
SRX6072762,-1.6008185146,0.0865271235,0.7448858374,-0.555678611
SRX6072763,-0.1705069299,0.39390117,1.4155093927,-0.38526479500000005
SRX6072764,-2.2712691511,-1.6144860824,-0.2457375582,-1.0984957077
SRX6072765,-0.0849695853,0.5397321688,1.3219007904,-0.4458656036
SRX6376491,3.1925737304,0.9411428742,-0.6830534858,-0.23661516940000002
SRX6376492,-2.6016964904,-1.168428056,-0.6785606825,-1.8181327083
SRX6376493,-2.9623945724,-1.0742252632,-0.4696651093,-2.037821897
SRX6376494,-1.9501136764,-1.7113011390000001,-0.46349901590000003,-2.2059426753
SRX6376495,4.0044442242,1.0805168109,-0.3385525806,-0.4792645071
SRX6376496,2.7224733055,0.9093244449000001,-0.6918979069,-0.054275376300000004
SRX2723951,0.8698158728000001,0.8928095289,1.3115418012,1.2971935035
SRX2723952,1.8111217696000002,1.4073332782,2.719049273,2.020927993
SRX2723953,0.9921556946000001,0.44620926110000003,1.9266550545,0.5760517667
SRX2723954,6.6957304516,2.5301560904000002,2.7159852568,2.383091682
SRX2723955,1.7792996808,0.7063831169,0.8854595021,1.2512872247
SRX2723956,0.7255726527,0.12432603900000001,1.3716701738000001,1.4331106707
SRX2723957,0.5956137625,0.1792831148,-0.0180868505,0.1517886605
SRX2723958,1.1595505085,-0.33411272470000003,0.8312034412,-0.2646015759
SRX2723959,0.3979120289,-0.0161224776,-0.0430751967,0.256464884
SRX2723960,-0.5252672612,1.0004165835,1.8905631967,0.9591927252
SRX2723961,3.589286237,2.1678622116,3.0586390134,2.5388323397
SRX2723962,0.3458867954,0.3554376319,1.1510770369,0.9744724369000001
SRX2723963,0.5352194933000001,-0.5072884087,0.09465619600000001,-0.30103145470000003
SRX2723964,1.5807650189,0.5938729722,1.3046074190999999,1.2020478367
SRX2723965,0.2342873439,0.2880671298,0.7440262712,0.7380002376
SRX2723966,-0.2575265834,0.5780045723,0.5336637103,0.0829169912
SRX2723967,0.317608745,-0.2203188549,-0.3890912637,-0.075921268
SRX2723968,-0.0600821615,-0.3576857174,-0.14457244660000002,-0.006995723200000001
SRX6977206,-4.3800606089,-1.4854044727,-1.4457715828,-0.2546401567
SRX6977207,-4.1142455796,-1.5409571662000001,-1.5601079896,-0.30518404320000003
SRX6977208,2.0938893469,0.3012710705,0.810740581,-0.5181824078
SRX6977209,0.8099837767,-0.15302574160000001,0.8647603072000001,-0.675081557
SRX6977210,0.49977968650000004,-0.1823721815,0.9669022083000001,-0.7835359689
SRX6977211,-1.0804404186,-0.2765520046,-0.4381731909,0.2440588662
SRX6977212,0.7045382642,0.1693066944,0.130608776,-0.0309117965
SRX6977213,0.3759021544,0.1072453102,0.3075644149,-0.21314706960000002
SRX6977214,-3.7970720746,-2.2513507394,-1.4681930284,-0.39514538390000004
SRX1153733,0.19107226870000002,-0.0014865988,-0.1546157778,0.1831441383
SRX1153734,-0.19107226870000002,0.0014865988,0.1546157778,-0.1831441383
SRX1153735,1.3087897514,-0.6535455081,-0.6446691254,-0.1003374077
SRX1153736,-1.3957079301,-1.0706221056,-0.4501057755,-0.0489066405
SRX5204053,-0.3385406758,-0.0217804178,0.1059205538,-0.1152614403
SRX5204054,-0.4219722272,0.0389238585,1.3829855504,0.33069778580000003
SRX5204055,-0.19221729610000002,-0.12295234570000001,0.4041661848,0.0395780566
SRX5204056,1.6132160885,0.6393150243,0.30663911790000004,0.0799160108
