,A,PaaX,SlyA,ihfB,Crp
acid__delgadw_ph5__1,1.7191919546721572,-0.02928003350000008,0.07454730249999919,0.19517709499999825,0.3838637929999997
acid__delgadw_ph5__2,1.315489002467552,-0.017174071500000387,-0.0003837635000003559,0.1831834249999993,0.3398617829999999
acid__delgade_ph5__1,1.9384787504764716,-0.06414306849999996,0.07251328049999907,0.3321859449999991,0.432408723
acid__delgade_ph5__2,2.166552156055225,0.15233399149999993,0.05767649249999885,0.2395609849999989,0.4824361929999999
oxidative__wt_pq__1,2.759596888514184,-0.010793105500000344,-0.8389138105000011,0.9466146249999988,0.17662370300000066
oxidative__wt_pq__2,3.029458127808421,0.0922052434999996,-0.9856825155000016,0.948808184999999,0.24038529300000103
oxidative__deloxyr_pq__1,2.2558312789474613,0.4522519315000002,-0.7095037655000009,0.8749087249999992,0.5131550130000004
oxidative__deloxyr_pq__2,2.02749683181249,0.34791074950000045,-0.631466360500001,0.9672342149999996,0.5363373029999998
oxidative__delsoxr_pq__1,2.2050809800269104,-0.4046532274999999,-0.7105619785000004,1.0713253449999982,0.3346725330000009
oxidative__delsoxr_pq__2,1.9623700824407648,-0.4014850215000001,-0.6834165015000027,1.1682316949999991,0.3870598730000001
oxidative__delsoxs_pq__1,2.4806184623688528,0.1609351875000007,-0.5817601135000006,1.1351437949999994,0.5134629630000003
oxidative__delsoxs_pq__2,2.755549674171947,0.2148189855,-0.5235207215000015,1.020138574999999,0.5104807529999995
nac_ntrc__wt_csn__1,0.9166880058449932,-0.04578886949999994,-0.10658537650000176,0.17254414499999982,-0.0727968299999997
nac_ntrc__wt_csn__2,0.8645900803969054,-0.1488299995000002,-0.18391481050000105,0.2130251749999985,-0.09324395099999984
nac_ntrc__wt_cytd__1,0.8851263714268552,-0.08427618949999971,-0.9931480165000012,0.4575306549999994,-0.043119613
nac_ntrc__wt_cytd__2,0.6413540691070483,-0.06929834150000057,-0.9797208505000016,0.5979945149999981,-0.07348926000000056
nac_ntrc__wt_gln__1,-0.6920886218532668,0.15419308349999916,-0.452359072500002,1.0409726349999993,0.16383650300000066
nac_ntrc__wt_gln__2,0.2528202096045525,0.2233366554999998,-0.5544624495000008,1.1155340849999984,0.11651884599999995
nac_ntrc__bw_delnac_csn__1,2.48948535708964,-0.15820499550000022,-0.0019084095000003747,0.2154991849999988,0.16921202300000004
nac_ntrc__bw_delnac_csn__2,1.8821025381037604,-0.6258492894999996,-0.05610074150000166,-0.16648385500000096,0.03216219000000109
nac_ntrc__bw_delnac_cytd__1,0.2201111692534736,-0.07846930849999989,-0.036973929500000224,0.4645455949999988,0.2936758630000007
nac_ntrc__bw_delnac_cytd__2,0.8975989248575011,-0.11525452450000008,-0.18124887050000105,0.4230415649999984,0.2286386530000009
nac_ntrc__bw_delnac_gln__1,-0.7944898098889744,0.05086862750000076,0.07861855249999827,0.8464916449999986,0.5051051429999998
nac_ntrc__bw_delnac_gln__2,1.00939380280763,-0.031191952499999512,0.13564718049999944,0.8042016749999998,0.563775123000001
nac_ntrc__bw_delnac_nh4__1,0.5308511547970487,-0.5633153415000001,0.19208170349999776,-0.3020342150000008,0.3391651030000009
nac_ntrc__bw_delnac_nh4__2,1.254810268340434,-0.5487581564999999,0.14267284549999992,-0.19284083500000013,0.3602350630000011
misc__wt_no_te__1,1.6999641305020157,-0.4074658444999999,0.0996145094999985,0.8689442749999987,0.3221691629999999
misc__wt_no_te__2,0.94132950994037,-0.5952243465000002,-0.04025084450000094,0.5093796549999983,0.3159875930000009
misc__bw_delcbl__1,2.9462529108100712,-0.5599934944999996,0.30611775249999873,-0.3394036750000016,0.30577407300000026
misc__bw_delcbl__2,2.5645393386396598,-0.5651773455000004,0.4616925924999986,-0.29720346500000083,0.3225694130000001
misc__bw_delfabr__1,1.7913482119134394,-0.6341493255000001,0.23480626349999945,-0.6204796650000013,0.1944652930000004
misc__bw_delfabr__2,2.211438677452005,-0.6557279815000001,0.19307734949999933,-0.5922961330000014,0.13385438500000113
misc__bw_delfadr__1,1.8347751122219864,-0.7046490104999998,0.5305591014999997,-0.2622498450000013,0.325118883
misc__bw_delfadr__2,2.1742656064160992,-0.3891252095000004,0.5126823614999996,-0.13650693500000166,0.3434663330000003
misc__nitr_031__1,1.496076816254355,-0.21758340749999935,-0.12307434550000095,0.036167394999999665,0.2155988630000003
omics__wt_glu__1,2.0472184826116986,-0.8123023855000007,-0.5600880895000016,-0.13827825500000124,0.3481259330000004
omics__wt_glu__2,1.928775770145068,-0.7758727424999998,-0.3264236465000021,-0.2514746050000003,0.31989882300000083
omics__wt_gly__1,2.056050227632005,-0.6346892375,-0.7292389065000027,-0.872324217000001,0.3121818130000005
omics__wt_gly__2,2.5144006706815585,-0.8473393675,-0.7473383465000012,-0.8714248070000004,0.3489800729999999
omics__wt_thr__1,5.870254384230052,-0.5057033564999998,-0.09683741550000136,-0.1857289950000016,0.8835606830000007
omics__wt_thr__2,4.67197179209594,-0.6219906995000004,-0.06681054750000115,-0.3407635650000014,1.127551423
omics__bw_ac__1,1.3689668418357692,0.1577804365000004,-0.35480575450000096,0.6479085849999997,0.4643589929999994
omics__bw_ac__2,2.133920334228078,0.2678700195000001,-0.026411658500000712,0.6054734249999996,0.4618822229999999
omics__bw_fum__1,-0.2111910675063632,-0.7091454954999996,0.11768482249999755,0.018456404999998455,0.446647853
omics__bw_fum__2,-1.0983981720829303,-0.6855670375000003,0.2505555024999975,-0.006356255000001809,0.4952586530000005
omics__bw_glc__1,-0.1481974944436296,-0.8363474805000006,0.17617630249999827,0.16412660499999987,0.31995135300000044
omics__bw_glc__2,-0.3376121399131779,-0.6864273174999997,0.10291632049999856,0.15512309499999866,0.3609335930000004
omics__bw_pyr__1,-2.2019346942884224,-0.3512373515000009,0.2788856264999993,0.6449217049999998,0.8061810030000007
omics__bw_pyr__2,-0.0977137609924284,-0.4336187755000003,0.5876587204999986,0.6594726449999992,0.7644674929999997
ompr__wt_nacl__1,5.0148805233049805,0.7644098815000016,-0.10674951150000213,0.27755200499999866,-0.6865814769999989
ompr__wt_nacl__2,4.594014753471207,0.8267049015000003,-0.4666189685000006,0.08413458499999926,-0.620927
ompr__bw_delompr_nacl__1,6.712910319629502,1.4264462384999996,-0.3373823275000021,0.00949221499999986,-1.0462482019999992
ompr__bw_delompr_nacl__2,6.078605322856953,1.4530159244999998,-0.2610182095000013,-0.1324689250000013,-1.071490686999999
minspan__wt_ade__1,0.5994271757029689,-0.1398677424999999,-0.025650058500000128,0.32309054499999945,-0.09169608400000052
minspan__wt_glc__2,0.8370674582399089,-0.4879485445,-0.3681787155000027,-0.005051925000001845,-0.17147671399999884
minspan__wt_glc__3,0.8014360301388501,-0.5231983995,-0.38292921150000137,0.045105534999999364,-0.2165117989999992
minspan__wt_glc__4,0.2720623346591957,-0.6393494874999996,-0.6283372194999997,-0.07972467500000135,-0.23779414300000035
minspan__wt_glc_anaero__1,-0.567597254185927,-1.2221179224999998,0.058394966499999874,-0.1724310150000008,0.09730802400000016
minspan__wt_glc_anaero__2,0.4302585128649452,-0.4281309615,0.09219127949999796,-0.1700636650000007,0.0007891440000005191
minspan__wt_trp__1,-0.1180019896059861,-0.4943014955000002,0.2156587214999988,0.6313251449999981,0.379309933
minspan__bw_delcra_glc__2,1.669489010622638,0.09278157349999994,0.25364907849999874,0.5065485749999983,0.2077464830000011
minspan__bw_delcra_trp__1,-0.2563826689405965,-0.4615019094999999,0.6465724744999992,0.9061306849999989,0.245706203000001
minspan__bw_delmntr__1,-0.981645604577079,-0.4875387084999998,-0.1106603305000018,0.004072414999999553,0.3950805430000006
minspan__bw_delnac_ade__1,1.1521585359702988,-0.5398130195000004,0.07348216049999934,0.07351886499999871,0.005806081999999435
minspan__bw_delnac_glc__1,2.221318999584552,-0.4896626174999996,-0.08762736350000111,0.1234782249999995,0.19238992300000035
cra_crp__wt_ac__1,3.9081811441758254,-0.23467865850000005,-0.3256821845000015,-0.30622956500000065,0.7848307329999997
cra_crp__wt_ac__2,4.425260601633709,-0.3994693544999999,-0.4674479505000013,-0.35281656500000125,0.774460393
cra_crp__wt_fru__1,3.8580842434809672,-1.0214210215,-0.4841500095000013,-0.2631118050000012,0.3134937529999995
cra_crp__wt_fru__2,3.2749888792733715,-0.8184864234999996,-0.22351438150000116,-0.08839022500000128,0.3732440629999996
cra_crp__delcra_ac__1,1.1064712360168678,-0.8425211514999997,0.26217566649999924,0.0891974049999984,0.20535391299999967
cra_crp__delcra_ac__2,1.8875103834122988,-0.4554513465000003,0.3577127934999993,0.021087684999999468,0.15922527300000056
cra_crp__delcra_fru__1,0.8332529739956097,-0.6460146345000002,0.3691701254999984,0.27963663499999925,0.12650519299999985
cra_crp__delcra_fru__2,0.7561631911961029,-0.5515236855000003,0.24284630349999856,0.3256943649999986,0.1631474930000003
cra_crp__delcra_glc__1,1.362051089537904,-0.3156093624999992,0.1998972744999996,-0.027273645000001068,0.046791002000000866
cra_crp__delcra_glc__2,1.2827492466912158,-0.2097942865000002,0.038013166499998974,-0.1367845850000009,-0.014761103999999747
rpoB__wt_031__1,2.5656219591634484,-0.1635977405000002,-0.07094723850000051,-0.01898600500000036,0.271760703
rpoB__wt_044__1,1.1188531203248175,-0.5293899025000002,-0.06037812750000171,-0.16863898500000118,0.2048586730000004
rpoB__wt_lb__1,29.773870166482688,0.8700602205000001,-0.6237446335000003,0.3773911149999982,0.2472729529999995
rpoB__wt_lb__2,29.56137910380961,0.6944601775000008,-0.8523508355000011,0.2931017149999988,0.2041545229999997
rpoB__rpoBE546V_031__1,2.172833451621143,-0.13231632150000028,0.15609860049999824,0.3454237649999996,0.4571714629999999
rpoB__rpoBE546V_044__1,1.354024205318396,-0.4350355475000001,-0.11357961250000236,0.4336448049999984,0.37625628299999997
rpoB__rpoBE546V_lb__1,18.593373530075628,0.19530717150000051,-0.9300778775000014,0.15481106499999875,0.1174804819999995
rpoB__rpoBE546V_lb__2,18.84091928209593,0.3443251114999999,-0.9057197015000016,0.1844319049999985,0.1254229630000001
rpoB__rpoBE546V_glc__1,1.740561223400175,-0.7510605775000005,-0.1668197245000016,-0.2513758650000017,-0.004082425000000001
rpoB__rpoBE672K_glc__1,0.5161231043333772,-0.9435261825000004,-1.267429582500002,-0.8686284180000001,-0.6662891799999997
rpoB__rpoBE672K_glc__2,2.13963516576748,-1.1103673455000005,-1.1895468665000015,-0.8417491950000002,-0.5708984560000001
rpoB__rpoBE672K_lb__1,3.783789618825943,-0.9279519955,-1.4935124665000012,-0.7302826730000014,-0.2288451829999989
rpoB__rpoBE672K_lb__2,4.154223702202831,-0.9893405584999996,-1.5257480735000009,-0.7081113300000013,-0.18410035800000024
crp__wt_fru__1,1.0560349745927102,-0.42064797550000055,-0.463569822500002,-0.12088642500000013,-0.13483747499999946
crp__wt_glyc__1,2.635892618430243,-0.1891621774999992,-0.4128216825000015,-0.23519522500000176,-0.06971342199999953
crp__wt_glyc__2,1.985178004162339,-0.28815432749999914,-0.3265016215000021,-0.2269791750000003,0.000271048000000107
crp__delar1_glyc__1,0.5554007719272215,-0.03299247049999998,0.30359097749999897,0.8177116649999991,0.7684826630000003
crp__delar1_glyc__2,0.4692280077338359,0.06900843349999962,0.3835761965,0.8890342949999983,0.9809746629999996
crp__delar1ar2_glyc__1,1.8102428249739384,-0.2690914685000001,0.10638354650000004,0.4273910749999992,0.2916550830000002
crp__delar1ar2_glyc__2,2.028807807014533,-0.5494178314999996,0.12140732649999995,0.4929071349999994,0.2567226429999998
crp__delar1ar2_glyc__3,0.9342460020260588,-0.3386523204999996,0.13784784549999962,0.4557914849999989,0.37124749300000026
crp__delar2_glyc__1,2.442483019098864,-0.8605477925000002,0.1713548014999997,1.0758542649999985,1.4298253029999994
crp__delar2_glyc__2,2.1619633334173547,-0.9885840955000004,0.22874747449999866,0.8624663449999996,1.3004454830000007
crp__delar2_glyc__3,2.465305554442936,-0.7451346015000002,0.17420616949999967,0.7822983149999985,1.2369035230000005
crp__delcrp_fru__1,2.911348172774375,0.2702541544999999,0.23255694649999906,0.7741806249999996,-9.852476477
crp__delcrp_fru__2,2.7906848073991397,0.043046828499999634,0.026344343499998143,0.7805150249999997,-9.107951936000001
crp__delcrp_fru__3,3.1707377667600194,0.12719765349999967,0.4091065304999989,0.6682049649999993,-9.852476477
crp__delcrp_glc__1,2.889670173141391,0.04180212849999965,-0.19090863150000106,0.9036337949999992,-9.025871704
crp__delcrp_glc__2,3.6536392134824633,0.11143934349999984,-0.07881336250000183,0.8802052149999984,-9.566616581
crp__delcrp_glc__3,3.551879049289923,0.002094224500000408,0.07970080849999839,0.9120195049999982,-9.852476477
crp__delcrp_glyc__1,2.872472505829124,-0.0793740224999997,0.15955861349999803,0.8951313249999995,-9.852476477
crp__delcrp_glyc__2,2.0838381126802306,-0.2314130135000001,0.23795568849999785,0.8307353349999982,-9.852476477
crp__delcrp_glyc__3,2.5783894481163143,-0.22666312950000034,0.30683332449999945,0.8947548049999998,-9.852476477
glu__glu_ale3__1,2.211650489823819,-0.6343593724999996,0.6497020484999982,0.6064907849999983,1.4385551630000002
glu__glu_ale4__1,1.0777309786291307,-1.1533319964999995,-0.6263544455000014,-0.2619136350000009,0.1237046330000009
glu__glu_ale5__1,3.5237799865448367,-1.2796487865,-0.4571727445000011,-0.8460246970000007,0.23737495299999975
glu__glu_ale6__1,0.3550339887297808,-1.8237357515,-1.4543344215000014,-0.7752423590000017,-0.2669721739999993
glu__glu_ale8__1,1.6799205354007485,-0.6634355285,0.4823081774999984,0.6607472949999984,1.5517659029999995
glu__glu_ale9__1,1.475762555208487,-0.5289006955,-0.061515244500000676,-0.06697157500000017,0.736260553000001
glu__glu_ale10__1,1.4166413172208223,-0.9325012595000004,0.27449571549999874,0.21387256499999907,1.2484999630000004
42c__wt_42c__1,2.7534490816395425,-0.5869162314999999,-0.2674472855000012,-0.31461002500000035,-0.02289376299999901
42c__42c_ale1__1,-0.1471946539005442,-0.27102426049999995,-0.1318442525000023,0.11635354499999905,0.578078713
42c__42c_ale2__1,0.6362730467745744,-1.3016853535,-0.2643303225000011,-0.2542397450000013,-0.001157444000000396
42c__42c_ale3__1,0.5748997335954564,-1.7205500835,-0.17932989950000078,-0.2953636450000001,-0.16365086199999898
42c__42c_ale4__1,2.214729377498575,-0.7085944005,0.2337155814999985,-0.5980379260000017,0.18829674300000046
42c__42c_ale5__1,-0.4382384931486319,-1.5598462975,-0.1668435505000012,-0.4206413750000007,-0.2550904079999992
42c__42c_ale6__1,1.379521001425719,-1.5751055244999996,-0.18906986650000054,-0.051506065000001655,0.5847098129999999
42c__42c_ale8__1,0.0480214473147088,-0.9345507005,0.21784286749999812,0.06802815499999859,0.898060053
42c__42c_ale9__1,-0.6321355658357661,-1.0908178155000003,-0.6494510045000013,-0.2417516550000016,0.2344509129999999
42c__42c_ale10__1,1.425788766303114,-0.6739363784999997,0.16021048249999836,-0.1791272750000008,0.5824345429999997
ssw__wt_ac__1,2.322324811099306,-0.7291142005000006,-0.12135666550000045,-0.34671080500000073,0.155824183
ssw__wt_glc__1,0.4220857661936512,-1.1282775955000002,-0.26439086450000104,-0.34210524500000083,0.08995910700000033
ssw__wt_glyc__1,-2.8173666914111237,-1.3026135424999996,0.4587682604999994,-0.5893889490000017,0.2646295629999997
ssw__wt_xyl__1,-4.629945885820451,-1.3981332445000003,1.3310943524999992,-0.05021167500000168,0.6151089029999994
ssw__glc_ale1__1,1.7012449163166452,-0.7868724704999996,0.4505621074999979,0.1123376849999982,0.31199771300000023
ssw__glc_ale2__1,0.0784450454739384,-0.5209891695000001,0.5223187844999995,0.8555401049999993,0.5353218630000001
ssw__glc_ale3__1,-0.4606412466022924,-0.8654746634999997,0.3059469044999989,0.35300746499999924,0.4454840030000007
ssw__glyc_ale1__1,-0.4814348985469447,-0.9507882534999998,0.2689550794999995,0.5749310549999986,0.2988789030000003
ssw__glyc_ale2__1,-1.3669636622039858,-0.7828696795000001,0.2706491474999986,0.2094873549999985,0.3021156230000006
ssw__xyl_ale1__1,2.3525017390180194,-1.4008381625000004,0.15889416049999916,0.12516697499999907,-0.2147884219999998
ssw__xyl_ale2__1,2.43815432981313,-0.6530524914999996,0.08041658650000016,-0.2252324650000013,0.026451148999999674
ssw__xyl_ale3__1,2.770780807491747,-1.5739887645,-0.0397251995000012,-0.5222997210000013,-0.3138359289999997
ssw__glc_ac_ac2__1,-1.2412164702359376,-1.4805659694999995,0.5873125434999977,0.1714670449999982,0.5069351229999999
ssw__glc_ac_glc1__1,2.733131499203513,-1.1730698205000003,0.237439844499999,0.3364167649999992,-0.42053636400000016
ssw__glc_glyc_glc__1,1.9108890721546996,-0.3453397674999996,0.12082252649999957,0.5272570349999999,0.565682133000001
ssw__glc_glyc_glyc__1,2.366188316660762,-0.6922009815000001,0.16959085249999895,0.2746682449999991,0.3070424930000009
ssw__glc_xyl_glc__1,2.5731419075913005,-1.3686775795,-0.2445927235000003,-0.35453504500000044,0.029020071999999782
ssw__glc_xyl_xyl__1,1.9526285157596608,-0.9089943925000004,-0.2897483095000002,-0.20853702500000185,-0.2438474470000003
ica__wt_glc__1,0.9946793682569526,-1.0042605494999997,-0.12908336050000102,-1.1147660930000018,-0.02120516499999958
ica__wt_glc__2,0.8519322314453908,-1.0256903905000003,-0.13726144850000033,-1.1984546920000003,-0.013075077999999962
ica__wt_glc__3,0.9853427370683638,-1.1314329184999998,-0.12521409950000084,-0.5317266690000011,0.0930502690000008
ica__wt_glc__4,-1.013510878777217,-0.8268188844999997,0.5002994074999982,-0.2623442850000011,0.399858493
ica__arg_sbt__1,4.248851391368183,-0.4846551855000003,-0.20169476650000107,-0.7130596030000014,0.17296083299999945
ica__arg_sbt__2,3.1064824181742265,-0.5329550415000002,0.2477335554999982,-0.5527461320000011,0.4931735029999995
ica__cytd_rib__1,5.932728149353959,1.0860307334999997,-0.2262025085000001,0.8413076649999987,0.5032386530000004
ica__cytd_rib__2,6.354611927408944,1.0575611105,-0.12645196450000107,0.7168878949999993,0.4864851229999996
ica__gth__1,2.877747438788347,0.10062874649999998,-0.07626618750000169,0.23464762499999914,-0.3447319570000005
ica__gth__2,3.6222653827138096,-0.35332620749999943,-0.2962191005000019,0.03602994499999923,-0.5509396859999995
ica__leu_glcr__1,0.929608363588572,-0.8655982755,0.4915577034999981,-0.3892439150000016,1.0260792930000004
ica__leu_glcr__2,0.8560772071157864,-0.9592635444999996,0.4352559124999989,-0.4901262500000012,0.964590953
ica__met_glc__1,0.0025016831276022,-1.1311233134999998,-0.3834682165000016,-1.2518318020000017,-0.0020434050000002198
ica__met_glc__2,0.5814318691940654,-1.0585901635,-0.3710013405000012,-1.1905887250000011,-0.06998528999999998
ica__no3_anaero__1,-0.7866838120092967,-0.6643566884999998,0.7889675534999991,-0.11737177500000052,0.16601552300000044
ica__no3_anaero__2,-0.628650142264234,-0.7819534045000003,0.8990487434999981,-0.2346329650000012,0.1659366630000001
ica__phe_acgam__1,1.2259711523790824,-1.0344901914999998,-0.2858081455000008,-0.8871626400000014,0.08710832000000046
ica__phe_acgam__2,0.8816260540465973,-1.2304798434999995,-0.3835971585000015,-1.0565964590000014,0.07371453200000032
ica__thm_gal__1,3.3134399866566877,-0.06927095249999926,-0.03293927050000178,-0.16482862500000015,0.41909228299999945
ica__thm_gal__2,3.7639170695959216,-0.05215741650000005,-0.1970541085000015,-0.15669868500000028,0.4125785030000007
ica__tyr_glcn__1,1.030309772030557,-1.2188650455000003,-0.13760259450000056,-0.6120214560000008,0.211699823
ica__tyr_glcn__2,0.9533830449689822,-1.2577085634999996,-0.17202593750000084,-0.636866297000001,0.2492893929999997
ica__ura_pyr__1,0.9398777907068702,-0.8543897424999995,0.6998309894999988,-0.3158368550000006,0.8236668229999999
ica__ura_pyr__2,1.0030405753176943,-0.8339152384999995,0.7925191264999984,-0.11250578500000152,1.104333543000001
ica__wt_glc__5,0.1976139275182928,-0.6979439005000003,0.2125109015,-0.19704825500000034,0.3105034530000008
ica__wt_glc__6,0.5261291146370997,-0.6726784735000004,0.17875476449999894,-0.016725155000001383,0.3376528430000008
ica__bw_delpurR_cytd__1,0.7392887635278294,-1.2687864304999996,-0.007762421500000727,-0.7562658370000008,-0.14178576699999998
ica__bw_delpurR_cytd__2,-0.6890018842024851,-0.7031078224999998,0.4452348244999982,-0.24630387500000064,0.2554834630000009
ica__ade_glc__1,-1.0235622123261257,-0.6564740924999999,0.4366889414999999,-0.3082547050000013,0.27079068299999953
ica__ade_glc__2,2.0937907772548674,-0.9797003564999996,0.1631140474999988,-0.7539613130000014,-0.10748262699999957
ytf__wt_glc__1,1.8978599744404097,-0.059666509500000416,0.7780247774999989,0.048335154999998416,0.34000217300000024
ytf__wt_glc__2,1.7274698556594483,0.2048817595000001,1.0108594944999982,0.008906584999998302,0.487174103000001
ytf__delyafC__1,-0.7400821993618947,-0.13027398849999994,0.5347549074999982,0.9312559249999984,0.518280163
ytf__delyafC__2,-0.3216322087332151,-0.09633151249999994,0.6254850964999985,0.8762793349999995,0.558626223000001
ytf__delyeiE__1,0.3688255082868374,-0.4275966125000004,0.5527188994999985,0.37449202499999856,0.4528218430000006
ytf__delyeiE__2,0.6233060196681298,-0.2781539915000009,0.5811684374999988,0.10842385499999983,0.3693801830000005
ytf__delyiaJ__1,-0.237042153330389,0.1061919315000015,0.8925225784999995,0.8927779449999989,0.4900788630000008
ytf__delyiaJ__2,-0.2381436534147333,0.16871992949999992,1.0647066384999988,0.9751252049999994,0.4743345229999996
ytf__delyieP__1,0.001751051159142,-0.012475284499999795,0.8390672254999991,0.4164926649999998,0.8306116230000011
ytf__delyieP__2,0.524234989054207,-0.0920432645,0.8037138754999978,0.4211253349999993,0.7498248230000009
ytf__wt_ph5__1,0.3947182894602974,-0.3664212244999998,0.17119820249999762,0.07739173499999907,0.3985759630000008
ytf__wt_ph5__2,1.528741950713668,-0.11999462249999925,0.3764208584999977,0.1304866149999988,0.4747397030000009
ytf__wt_ph8__1,0.690117272971398,-0.4583657035000002,0.21508271649999955,0.17264195499999954,0.2756429229999995
ytf__wt_ph8__2,-0.355643158656488,-0.5999521415000002,0.095069518499999,0.20743109499999868,0.2681548629999995
ytf__delybaO__1,-0.186156522184681,-0.15785813849999994,0.5283130954999997,0.785503584999999,0.5823761830000009
ytf__delybaO__2,0.260206790585104,-0.29064749449999994,0.6295654524999978,0.6704792449999992,0.6367440230000003
ytf__delybaQ__1,1.3716051077508775,-0.3620493404999996,0.3454240354999989,-0.10467602500000163,0.3329404930000006
ytf__delybaQ__2,1.4582943981208722,-0.23876611549999985,0.3882231515000001,-0.13997920500000127,0.3236855130000009
ytf__delybiH__1,1.1757834240224452,0.06319398750000005,0.9483354564999988,0.18352660499999907,0.6363319829999998
ytf__delybiH__2,1.0018178162945952,-0.1986848444999998,0.9334632354999997,0.5048975449999986,0.5546718429999995
ytf__delydcI_ph5__1,0.1613554066644727,-0.7175741325000002,-0.08156417650000057,-0.1335313650000014,0.36809995299999976
ytf__delydcI_ph5__2,-0.5209787174926208,-0.4588971395000003,0.08758693049999877,-0.0947178250000018,0.4226014830000011
ytf__delydcI_ph8__1,-0.3576775056883054,-0.6268019725,0.3999993104999984,0.2929409749999987,0.3631957630000002
ytf__delydcI_ph8__2,0.1199970032726387,-0.6438720754999999,0.3529784994999989,-0.07397079500000102,0.3071113430000008
ytf__delyddM__1,0.8912359675559263,0.0047584884999993795,0.6539993514999995,0.5608763049999991,0.8218948030000011
ytf__delyddM__2,0.9770183467015786,-0.07565620549999963,0.6011852414999996,0.4931839349999994,0.8320546029999996
ytf__delyheO__1,0.0653179179391366,-0.045339923499998484,0.3131835384999988,0.7981991849999996,0.5961686430000004
ytf__delyheO__2,-0.1871139773059095,-0.4083000094999996,0.5769666304999994,0.7979975949999982,0.6336565129999999
fps__bw_glc__1,0.7116245623932952,-0.6198649625000003,0.36403950849999933,-0.5939824160000011,0.23073483299999964
fps__bw_glc__2,0.5346242661027238,-0.5724169945000002,0.2667831584999991,-0.4638760710000014,0.16040873300000058
fps__fps_thrA_ale1__1,-0.1984396124619274,-0.1882111144999996,0.8522633254999992,0.2506921749999993,0.3327312029999998
fps__fps_thrA_ale1__2,0.6761084446592224,-0.5039773644999999,0.8386049794999995,0.1171958749999984,0.3516250830000001
fps__fps_thrA_ale2__1,1.1397590477004498,-0.8331991895000002,0.8518401884999989,-0.05670448500000092,0.22966762300000101
fps__fps_thrA_ale2__2,1.28311188821663,-0.5967550854999999,0.8656966354999991,-0.07788523500000187,0.28896753300000105
fps__fps_serB_ale1__1,0.4169964398357428,-0.3496607265000007,0.4522198804999995,-0.0532821650000006,0.2630278130000008
fps__fps_serB_ale1__2,0.6327293153302659,-0.22229321650000067,0.5753354574999978,-0.17460455500000016,0.3896577630000007
fps__fps_serB_ale4__1,0.1468409166153345,-0.5642031794999998,0.8608045874999988,0.3308044149999993,0.20591431300000096
fps__fps_serB_ale4__2,1.492895340411483,-0.015070323499999816,1.218614312499998,0.34874165499999954,0.3602136930000004
fps__fps_ptsI_ale1__1,2.6612976712352023,-0.13380995249999916,0.13510495349999907,0.1815387649999991,0.045779202000000296
fps__fps_ptsI_ale1__2,3.373984054513699,-0.10259577749999947,0.32406606849999875,0.07463568499999873,0.14486478300000094
fps__fps_ptsI_ale3__1,2.488557151337234,-0.2914112255000001,0.5255377304999982,-0.04807274500000069,0.2525903130000007
fps__fps_ptsI_ale3__2,2.849772145337284,-0.21205461349999946,0.3483875854999994,-0.08459257500000028,0.22323634299999995
pal__lyx_ale2_f6__1,3.33992085629416,0.3550984355000004,-0.06542827050000177,0.16817323499999934,0.3334221829999997
pal__lyx_ale2__1,3.387545515401598,0.03573614750000065,0.018389617499998682,0.40226726499999893,0.2649081029999998
